registro_id,grupo_asignado,fecha_asignacion
EXP075-000149,B,2024-02-21
EXP075-000150,A,2024-02-21
EXP075-000151,A,2024-02-22
EXP075-000152,B,2024-02-22
EXP075-000153,B,2024-02-22
EXP075-000154,B,2024-02-23
EXP075-000155,A,2024-02-23
EXP075-000156,A,2024-02-23
EXP075-000157,A,2024-02-24
EXP075-000158,B,2024-02-24
EXP075-000159,A,2024-02-24
EXP075-000160,B,2024-02-25
EXP075-000161,B,2024-02-25
EXP075-000162,A,2024-02-26
EXP075-000163,A,2024-02-26
EXP075-000164,B,2024-02-26
EXP075-000165,B,2024-02-27
EXP075-000166,A,2024-02-27
EXP075-000167,B,2024-02-27
EXP075-000168,B,2024-02-28
EXP075-000169,A,2024-02-28
EXP075-000170,B,2024-02-28
EXP075-000171,A,2024-02-29
EXP075-000172,B,2024-02-29
EXP075-000173,B,2024-02-29
EXP075-000174,B,2024-03-01
EXP075-000175,A,2024-03-01
EXP075-000176,B,2024-03-01
EXP075-000177,A,2024-03-02
EXP075-000178,A,2024-03-02
EXP075-000179,B,2024-03-02
EXP075-000180,B,2024-03-03
EXP075-000181,B,2024-03-03
EXP075-000182,A,2024-03-04
EXP075-000183,A,2024-03-04
EXP075-000184,A,2024-03-04
EXP075-000185,A,2024-03-05
EXP075-000186,B,2024-03-05
EXP075-000187,B,2024-03-05
EXP075-000188,A,2024-03-06
EXP075-000189,B,2024-03-06
EXP075-000190,A,2024-03-06
EXP075-000191,B,2024-03-07
EXP075-000192,A,2024-03-07
EXP075-000193,A,2024-03-07
EXP075-000194,A,2024-03-08
EXP075-000195,A,2024-03-08
EXP075-000196,B,2024-03-08
EXP075-000197,A,2024-03-09
EXP075-000198,A,2024-03-09
EXP075-000199,A,2024-03-09
EXP075-000200,B,2024-03-10
EXP075-000201,B,2024-03-10
EXP075-000202,A,2024-03-10
EXP075-000203,B,2024-03-11
EXP075-000204,B,2024-03-11
EXP075-000205,A,2024-03-12
EXP075-000206,A,2024-03-12
EXP075-000207,B,2024-03-12
EXP075-000208,B,2024-03-13
EXP075-000209,A,2024-03-13
EXP075-000210,B,2024-03-13
EXP075-000211,B,2024-03-14
EXP075-000212,B,2024-03-14
EXP075-000213,A,2024-03-14
EXP075-000214,B,2024-03-15
EXP075-000215,B,2024-03-15
EXP075-000216,B,2024-03-15
EXP075-000217,A,2024-03-16
EXP075-000218,B,2024-03-16
EXP075-000219,B,2024-03-16
EXP075-000220,A,2024-03-17
EXP075-000221,A,2024-03-17
EXP075-000222,A,2024-03-17
EXP075-000223,A,2024-03-18
EXP075-000224,A,2024-03-18
EXP075-000225,B,2024-03-18
EXP075-000226,A,2024-03-19
EXP075-000227,A,2024-03-19
EXP075-000228,B,2024-03-20
EXP075-000229,A,2024-03-20
EXP075-000230,B,2024-03-20
EXP075-000231,B,2024-03-21
EXP075-000232,B,2024-03-21
EXP075-000233,A,2024-03-21
EXP075-000234,A,2024-03-22
EXP075-000235,A,2024-03-22
EXP075-000236,B,2024-03-22
EXP075-000237,A,2024-03-23
EXP075-000238,A,2024-03-23
EXP075-000239,A,2024-03-23
EXP075-000240,B,2024-03-24
EXP075-000241,A,2024-03-24
EXP075-000242,B,2024-03-24
EXP075-000243,B,2024-03-25
EXP075-000244,A,2024-03-25
EXP075-000245,B,2024-03-25
EXP075-000246,A,2024-03-26
EXP075-000247,A,2024-03-26
EXP075-000248,A,2024-03-26
EXP075-000249,A,2024-03-27
EXP075-000250,A,2024-03-27
EXP075-000251,B,2024-03-28
EXP075-000252,B,2024-03-28
EXP075-000253,A,2024-03-28
EXP075-000254,B,2024-03-29
EXP075-000255,B,2024-03-29
EXP075-000256,B,2024-03-29
EXP075-000257,B,2024-03-30
EXP075-000258,A,2024-03-30
EXP075-000259,B,2024-03-30
EXP075-000260,B,2024-03-31
EXP075-000261,A,2024-03-31
EXP075-000262,B,2024-03-31
EXP075-000263,A,2024-04-01
EXP075-000264,B,2024-04-01
EXP075-000265,A,2024-04-01
EXP075-000266,B,2024-04-02
EXP075-000267,A,2024-04-02
EXP075-000268,B,2024-04-02
EXP075-000269,A,2024-04-03
EXP075-000270,B,2024-04-03
EXP075-000271,A,2024-04-03
EXP075-000272,A,2024-04-04
EXP075-000273,A,2024-04-04
EXP075-000274,B,2024-04-05
EXP075-000275,B,2024-04-05
EXP075-000276,A,2024-04-05
EXP075-000277,A,2024-04-06
EXP075-000278,B,2024-04-06
EXP075-000279,B,2024-04-06
EXP075-000280,B,2024-04-07
EXP075-000281,B,2024-04-07
EXP075-000282,B,2024-04-07
EXP075-000283,A,2024-04-08
EXP075-000284,A,2024-04-08
EXP075-000285,A,2024-04-08
EXP075-000286,A,2024-04-09
EXP075-000287,A,2024-04-09
EXP075-000288,A,2024-04-09
EXP075-000289,B,2024-04-10
EXP075-000290,A,2024-04-10
EXP075-000291,B,2024-04-10
EXP075-000292,B,2024-04-11
EXP075-000293,B,2024-04-11
EXP075-000294,A,2024-04-11
EXP075-000295,B,2024-04-12
EXP075-000296,B,2024-04-12
EXP075-000297,A,2024-04-13
EXP075-000298,A,2024-04-13
EXP075-000299,A,2024-04-13
EXP075-000300,A,2024-04-14
EXP075-000301,A,2024-04-14
EXP075-000302,B,2024-04-14
EXP075-000303,A,2024-04-15
EXP075-000304,B,2024-04-15
EXP075-000305,B,2024-04-15
EXP075-000306,B,2024-04-16
EXP075-000307,B,2024-04-16
EXP075-000308,A,2024-04-16
EXP075-000309,B,2024-04-17
EXP075-000310,B,2024-04-17
EXP075-000311,A,2024-04-17
EXP075-000312,B,2024-04-18
EXP075-000313,B,2024-04-18
EXP075-000314,A,2024-04-18
EXP075-000315,A,2024-04-19
EXP075-000316,A,2024-04-19
EXP075-000317,A,2024-04-19
EXP075-000318,A,2024-04-20
EXP075-000319,B,2024-04-20
EXP075-000320,A,2024-04-21
EXP075-000321,A,2024-04-21
EXP075-000322,B,2024-04-21
EXP075-000323,A,2024-04-22
EXP075-000324,A,2024-04-22
EXP075-000325,A,2024-04-22
EXP075-000326,A,2024-04-23
EXP075-000327,B,2024-04-23
EXP075-000328,A,2024-04-23
EXP075-000329,A,2024-04-24
EXP075-000330,A,2024-04-24
EXP075-000331,A,2024-04-24
EXP075-000332,B,2024-04-25
EXP075-000333,A,2024-04-25
EXP075-000334,A,2024-04-25
EXP075-000335,B,2024-04-26
EXP075-000336,B,2024-04-26
EXP075-000337,A,2024-04-26
EXP075-000338,A,2024-04-27
EXP075-000339,A,2024-04-27
EXP075-000340,A,2024-04-28
EXP075-000341,B,2024-04-28
EXP075-000342,A,2024-04-28
EXP075-000343,B,2024-04-29
EXP075-000344,B,2024-04-29
EXP075-000345,A,2024-04-29
EXP075-000346,A,2024-04-30
EXP075-000347,A,2024-04-30
EXP075-000348,B,2024-04-30
EXP075-000349,B,2024-05-01
EXP075-000350,A,2024-05-01
EXP075-000351,B,2024-05-01
EXP075-000352,A,2024-05-02
EXP075-000353,A,2024-05-02
EXP075-000354,B,2024-05-02
EXP075-000355,A,2024-05-03
EXP075-000356,A,2024-05-03
EXP075-000357,A,2024-05-03
EXP075-000358,B,2024-05-04
EXP075-000359,A,2024-05-04
EXP075-000360,B,2024-05-04
EXP075-000361,B,2024-05-05
EXP075-000362,B,2024-05-05
EXP075-000363,B,2024-05-06
EXP075-000364,A,2024-05-06
EXP075-000365,A,2024-05-06
EXP075-000366,A,2024-05-07
EXP075-000367,A,2024-05-07
EXP075-000368,A,2024-05-07
EXP075-000369,A,2024-05-08
EXP075-000370,B,2024-05-08
EXP075-000371,B,2024-05-08
EXP075-000372,A,2024-05-09
EXP075-000373,B,2024-05-09
EXP075-000374,B,2024-05-09
EXP075-000375,B,2024-05-10
EXP075-000376,A,2024-05-10
EXP075-000377,B,2024-05-10
EXP075-000378,A,2024-05-11
EXP075-000379,A,2024-05-11
EXP075-000380,B,2024-05-11
EXP075-000381,A,2024-05-12
EXP075-000382,B,2024-05-12
EXP075-000383,B,2024-05-12
EXP075-000384,B,2024-05-13
EXP075-000385,A,2024-05-13
EXP075-000386,B,2024-05-14
EXP075-000387,B,2024-05-14
EXP075-000388,A,2024-05-14
EXP075-000389,A,2024-05-15
EXP075-000390,A,2024-02-30
EXP075-000391,B,2024-05-15
EXP075-000392,B,2024-05-16
EXP075-000393,A,2024-05-16
EXP075-000394,B,2024-05-16
EXP075-000395,B,2024-05-17
EXP075-000396,A,2024-05-17
EXP075-000397,A,2024-05-17
EXP075-000398,B,2024-05-18
EXP075-000399,A,2024-05-18
EXP075-000400,A,2024-05-18
EXP075-000401,A,2024-05-19
EXP075-000402,A,2024-05-19
EXP075-000403,B,2024-05-19
EXP075-000404,A,2024-05-20
EXP075-000405,A,2024-05-20
EXP075-000406,B,2024-05-20
EXP075-000407,A,2024-05-21
EXP075-000408,B,2024-05-21
EXP075-000409,A,2024-05-22
EXP075-000410,A,2024-05-22
EXP075-000411,B,2024-05-22
EXP075-000412,B,2024-05-23
EXP075-000413,A,2024-05-23
EXP075-000414,A,2024-05-23
EXP075-000415,A,2024-05-24
EXP075-000416,A,2024-05-24
EXP075-000417,A,2024-05-24
EXP075-000418,B,2024-05-25
EXP075-000419,B,2024-05-25
EXP075-000420,A,2024-05-25
EXP075-000421,B,2024-05-26
EXP075-000422,A,2024-05-26
EXP075-000423,B,2024-05-26
EXP075-000424,B,2024-05-27
EXP075-000425,B,2024-05-27
EXP075-000426,B,2024-05-27
EXP075-000427,B,2024-05-28
EXP075-000428,B,2024-05-28
EXP075-000429,B,2024-05-28
EXP075-000430,A,2024-05-29
EXP075-000431,A,2024-05-29
EXP075-000432,A,2024-05-30
EXP075-000433,A,2024-05-30
EXP075-000434,A,2024-05-30
EXP075-000435,B,2024-05-31
EXP075-000436,B,2024-05-31
EXP075-000437,B,2024-05-31
EXP075-000438,A,2024-06-01
EXP075-000439,A,2024-06-01
EXP075-000440,A,2024-06-01
EXP075-000441,A,2024-06-02
EXP075-000442,A,2024-06-02
EXP075-000443,A,2024-06-02
EXP075-000444,A,2024-06-03
EXP075-000445,A,2024-06-03
EXP075-000446,A,2024-06-03
EXP075-000447,B,2024-06-04
EXP075-000448,A,2024-06-04
EXP075-000449,A,2024-06-04
EXP075-000450,B,2024-06-05
EXP075-000451,B,2024-06-05
EXP075-000452,B,2024-06-05
EXP075-000453,B,2024-06-06
EXP075-000454,A,2024-06-06
EXP075-000455,A,2024-06-07
EXP075-000456,A,2024-06-07
EXP075-000457,B,2024-06-07
EXP075-000458,B,2024-06-08
EXP075-000459,B,2024-06-08
EXP075-000460,A,2024-06-08
EXP075-000461,B,2024-06-09
EXP075-000462,A,2024-06-09
EXP075-000463,A,2024-06-09
EXP075-000464,A,2024-06-10
EXP075-000465,A,2024-06-10
EXP075-000466,B,2024-06-10
EXP075-000467,B,2024-06-11
EXP075-000468,A,2024-06-11
EXP075-000469,B,2024-06-11
EXP075-000470,A,2024-06-12
EXP075-000471,B,2024-06-12
EXP075-000472,A,2024-06-12
EXP075-000473,A,2024-06-13
EXP075-000474,B,2024-06-13
EXP075-000475,B,2024-06-13
EXP075-000476,A,2024-06-14
EXP075-000477,B,2024-06-14
EXP075-000478,B,2024-06-15
EXP075-000479,B,2024-06-15
EXP075-000480,B,2024-06-15
EXP075-000481,B,2024-06-16
EXP075-000482,A,2024-06-16
EXP075-000483,A,2024-06-16
EXP075-000484,B,2024-06-17
EXP075-000485,B,2024-06-17
EXP075-000486,A,2024-06-17
EXP075-000487,A,2024-06-18
EXP075-000488,A,2024-06-18
EXP075-000489,B,2024-06-18
EXP075-000490,A,2024-06-19
EXP075-000491,A,2024-06-19
EXP075-000492,A,2024-06-19
EXP075-000493,B,2024-06-20
EXP075-000494,A,2024-06-20
EXP075-000495,A,2024-06-20
EXP075-000496,B,2024-06-21
EXP075-000497,A,2024-06-21
EXP075-000498,B,2024-06-22
EXP075-000499,A,2024-06-22
EXP075-000500,B,2024-06-22
EXP075-000501,A,2024-06-23
EXP075-000502,B,2024-06-23
EXP075-000503,A,2024-06-23
EXP075-000504,B,2024-06-24
EXP075-000505,B,2024-06-24
EXP075-000506,A,2024-06-24
EXP075-000507,A,2024-06-25
EXP075-000508,A,2024-06-25
EXP075-000509,B,2024-06-25
EXP075-000510,B,2024-06-26
EXP075-000511,B,2024-06-26
EXP075-000512,A,2024-06-26
EXP075-000513,A,2024-06-27
EXP075-000514,A,2024-06-27
EXP075-000515,B,2024-06-27
EXP075-000516,A,2024-06-28
EXP075-000517,A,2024-06-28
EXP075-000518,A,2024-06-28
EXP075-000519,B,2024-06-29
EXP075-000520,B,2024-06-29
EXP075-000521,B,2024-06-30
EXP075-000522,B,2024-06-30
EXP075-000523,B,2024-06-30
EXP075-000524,B,2024-07-01
EXP075-000525,B,2024-07-01
EXP075-000526,B,2024-07-01
EXP075-000527,B,2024-07-02
EXP075-000528,A,2024-07-02
EXP075-000529,B,2024-07-02
EXP075-000530,A,2024-07-03
EXP075-000531,A,2024-07-03
EXP075-000532,B,2024-07-03
EXP075-000533,B,2024-07-04
EXP075-000534,B,2024-07-04
EXP075-000535,B,2024-07-04
EXP075-000536,A,2024-07-05
EXP075-000537,B,2024-07-05
EXP075-000538,B,2024-07-05
EXP075-000539,B,2024-07-06
EXP075-000540,A,2024-07-06
EXP075-000541,A,2024-07-06
EXP075-000542,A,2024-07-07
EXP075-000543,B,2024-07-07
EXP075-000544,B,2024-07-08
EXP075-000545,B,2024-07-08
EXP075-000546,A,2024-07-08
EXP075-000547,A,2024-07-09
EXP075-000548,A,2024-07-09
EXP075-000549,B,2024-07-09
EXP075-000550,B,2024-07-10
EXP075-000551,A,2024-07-10
EXP075-000552,A,2024-07-10
EXP075-000553,B,2024-07-11
EXP075-000554,A,2024-07-11
EXP075-000555,A,2024-07-11
EXP075-000556,B,2024-07-12
EXP075-000557,B,2024-07-12
EXP075-000558,B,2024-07-12
EXP075-000559,B,2024-07-13
EXP075-000560,B,2024-07-13
EXP075-000561,B,2024-07-13
EXP075-000562,A,2024-07-14
EXP075-000563,B,2024-07-14
EXP075-000564,A,2024-07-14
EXP075-000565,B,2024-07-15
EXP075-000566,A,2024-07-15
EXP075-000567,B,2024-07-16
EXP075-000568,B,2024-07-16
EXP075-000569,B,2024-07-16
EXP075-000570,B,2024-07-17
EXP075-000571,A,2024-07-17
EXP075-000572,A,2024-07-17
EXP075-000573,A,2024-07-18
EXP075-000574,B,2024-07-18
EXP075-000575,A,2024-07-18
EXP075-000576,B,2024-07-19
EXP075-000577,B,2024-07-19
EXP075-000578,B,2024-07-19
EXP075-000579,A,2024-07-20
EXP075-000580,B,2024-07-20
EXP075-000581,A,2024-07-20
EXP075-000582,B,2024-07-21
EXP075-000583,A,2024-07-21
EXP075-000584,A,2024-07-21
EXP075-000585,A,2024-07-22
EXP075-000586,B,2024-07-22
EXP075-000587,A,2024-07-22
EXP075-000588,A,2024-07-23
EXP075-000589,A,2024-07-23
EXP075-000590,B,2024-07-24
EXP075-000591,B,2024-07-24
EXP075-000592,A,2024-07-24
EXP075-000593,B,2024-07-25
EXP075-000594,B,2024-07-25
EXP075-000595,A,2024-07-25
EXP075-000596,A,2024-07-26
EXP075-000597,B,2024-07-26
EXP075-000598,B,2024-07-26
EXP075-000599,A,2024-07-27
EXP075-000600,B,2024-07-27
EXP075-000601,B,2024-07-27
EXP075-000602,A,2024-07-28
EXP075-000603,B,2024-07-28
EXP075-000604,A,2024-07-28
EXP075-000605,A,2024-07-29
EXP075-000606,B,2024-07-29
EXP075-000607,B,2024-07-29
EXP075-000608,A,2024-07-30
EXP075-000609,A,2024-07-30
EXP075-000610,B,2024-07-30
EXP075-000611,B,2024-07-31
EXP075-000612,A,2024-07-31
EXP075-000613,A,2024-08-01
EXP075-000614,A,2024-08-01
EXP075-000615,B,2024-08-01
EXP075-000616,A,2024-08-02
EXP075-000617,A,2024-08-02
EXP075-000618,B,2024-08-02
EXP075-000619,B,2024-08-03
EXP075-000620,B,2024-08-03
EXP075-000621,B,2024-08-03
EXP075-000622,B,2024-08-04
EXP075-000623,B,2024-08-04
EXP075-000624,A,2024-08-04
EXP075-000625,A,2024-08-05
EXP075-000626,B,2024-08-05
EXP075-000627,B,2024-08-05
EXP075-000628,B,2024-08-06
EXP075-000629,A,2024-08-06
EXP075-000630,A,2024-08-06
EXP075-000631,A,2024-08-07
EXP075-000632,B,2024-08-07
EXP075-000633,A,2024-08-07
EXP075-000634,A,2024-08-08
EXP075-000635,A,2024-08-08
EXP075-000636,B,2024-08-09
EXP075-000637,A,2024-08-09
EXP075-000638,A,2024-08-09
EXP075-000639,B,2024-08-10
EXP075-000640,B,2024-08-10
EXP075-000641,B,2024-08-10
EXP075-000642,B,2024-08-11
EXP075-000643,A,2024-08-11
EXP075-000644,A,2024-08-11
EXP075-000645,B,2024-08-12
EXP075-000646,B,2024-08-12
EXP075-000647,B,2024-08-12
EXP075-000648,A,2024-08-13
EXP075-000649,B,2024-08-13
EXP075-000650,B,2024-08-13
EXP075-000651,A,2024-08-14
EXP075-000652,B,2024-08-14
EXP075-000653,A,2024-08-14
EXP075-000654,A,2024-08-15
EXP075-000655,B,2024-08-15
EXP075-000656,A,2024-08-16
EXP075-000657,B,2024-08-16
EXP075-000658,B,2024-08-16
EXP075-000659,A,2024-08-17
EXP075-000660,A,2024-08-17
EXP075-000661,A,2024-08-17
EXP075-000662,A,2024-08-18
EXP075-000663,B,2024-08-18
EXP075-000664,A,2024-08-18
EXP075-000665,B,2024-08-19
EXP075-000666,A,2024-08-19
EXP075-000667,B,2024-08-19
EXP075-000668,A,2024-08-20
EXP075-000669,A,2024-08-20
EXP075-000670,A,2024-08-20
EXP075-000671,A,2024-08-21
EXP075-000672,A,2024-08-21
EXP075-000673,B,2024-08-21
EXP075-000674,A,2024-08-22
EXP075-000675,A,2024-08-22
EXP075-000676,B,2024-08-22
EXP075-000677,A,2024-08-23
EXP075-000678,A,2024-08-23
EXP075-000679,B,2024-08-24
EXP075-000680,B,2024-08-24
EXP075-000681,B,2024-08-24
EXP075-000682,A,2024-08-25
EXP075-000683,A,2024-08-25
EXP075-000684,A,2024-08-25
EXP075-000685,A,2024-08-26
EXP075-000686,B,2024-08-26
EXP075-000687,B,2024-08-26
EXP075-000688,A,2024-08-27
EXP075-000689,A,2024-08-27
EXP075-000690,A,2024-08-27
EXP075-000691,A,2024-08-28
EXP075-000692,B,2024-08-28
EXP075-000693,B,2024-08-28
EXP075-000694,A,2024-08-29
EXP075-000695,A,2024-08-29
EXP075-000696,B,2024-08-29
EXP075-000697,A,2024-08-30
EXP075-000698,A,2024-08-30
EXP075-000699,B,2024-08-30
EXP075-000700,A,2024-08-31
EXP075-000701,B,2024-08-31
EXP075-000702,B,2024-09-01
EXP075-000703,A,2024-09-01
EXP075-000704,A,2024-09-01
EXP075-000705,B,2024-09-02
EXP075-000706,A,2024-09-02
EXP075-000707,A,2024-09-02
EXP075-000708,B,2024-09-03
EXP075-000709,A,2024-09-03
EXP075-000710,A,2024-09-03
EXP075-000711,B,2024-09-04
EXP075-000712,B,2024-09-04
EXP075-000713,B,2024-09-04
EXP075-000714,B,2024-09-05
EXP075-000715,A,2024-09-05
EXP075-000716,B,2024-09-05
EXP075-000717,A,2024-09-06
EXP075-000718,A,2024-09-06
EXP075-000719,B,2024-09-06
EXP075-000720,A,2024-09-07
EXP075-000721,B,2024-09-07
EXP075-000722,B,2024-09-07
EXP075-000723,B,2024-09-08
EXP075-000724,B,2024-09-08
EXP075-000725,A,2024-09-09
EXP075-000726,B,2024-09-09
EXP075-000727,B,2024-09-09
EXP075-000728,A,2024-09-10
EXP075-000729,B,2024-09-10
EXP075-000730,B,2024-09-10
EXP075-000731,B,2024-09-11
EXP075-000732,A,2024-09-11
EXP075-000733,A,2024-09-11
EXP075-000734,B,2024-09-12
EXP075-000735,A,2024-09-12
EXP075-000736,B,2024-09-12
EXP075-000737,B,2024-09-13
EXP075-000738,B,2024-09-13
EXP075-000739,B,2024-09-13
EXP075-000740,A,2024-09-14
EXP075-000741,B,2024-09-14
EXP075-000742,A,2024-09-14
EXP075-000743,B,2024-09-15
EXP075-000744,B,2024-09-15
EXP075-000745,A,2024-09-15
EXP075-000746,A,2024-09-16
EXP075-000747,A,2024-09-16
EXP075-000748,B,2024-09-17
EXP075-000749,A,2024-09-17
EXP075-000750,B,2024-09-17
EXP075-000751,B,2024-09-18
EXP075-000752,A,2024-09-18
EXP075-000753,A,2024-09-18
EXP075-000754,A,2024-09-19
EXP075-000755,B,2024-09-19
EXP075-000756,B,2024-09-19
EXP075-000757,B,2024-09-20
EXP075-000758,B,2024-09-20
EXP075-000759,B,2024-09-20
EXP075-000760,A,2024-09-21
EXP075-000761,A,2024-09-21
EXP075-000762,B,2024-09-21
EXP075-000763,B,2024-09-22
EXP075-000764,B,2024-09-22
EXP075-000765,B,2024-09-22
EXP075-000766,A,2024-09-23
EXP075-000767,B,2024-09-23
EXP075-000768,A,2024-09-23
EXP075-000769,B,2024-09-24
EXP075-000770,A,2024-09-24
EXP075-000771,A,2024-09-25
EXP075-000772,A,2024-09-25
EXP075-000773,A,2024-09-25
EXP075-000774,B,2024-09-26
EXP075-000775,B,2024-09-26
EXP075-000776,A,2024-09-26
EXP075-000777,A,2024-09-27
EXP075-000778,B,2024-09-27
EXP075-000779,A,2024-02-30
EXP075-000780,A,2024-09-28
EXP075-000781,A,2024-09-28
EXP075-000782,B,2024-09-28
EXP075-000783,A,2024-09-29
EXP075-000784,A,2024-09-29
EXP075-000785,A,2024-09-29
EXP075-000786,A,2024-09-30
EXP075-000787,B,2024-09-30
EXP075-000788,A,2024-09-30
EXP075-000789,A,2024-10-01
EXP075-000790,B,2024-10-01
EXP075-000791,A,2024-10-01
EXP075-000792,A,2024-10-02
EXP075-000793,B,2024-10-02
EXP075-000794,B,2024-10-03
EXP075-000795,B,2024-10-03
EXP075-000796,A,2024-10-03
EXP075-000797,A,2024-10-04
EXP075-000798,B,2024-10-04
EXP075-000799,B,2024-10-04
EXP075-000800,A,2024-10-05
EXP075-000801,B,2024-10-05
EXP075-000802,B,2024-10-05
EXP075-000803,B,2024-10-06
EXP075-000804,A,2024-10-06
EXP075-000805,A,2024-10-06
EXP075-000806,A,2024-10-07
EXP075-000807,B,2024-10-07
EXP075-000808,B,2024-10-07
EXP075-000809,B,2024-10-08
EXP075-000810,B,2024-10-08
EXP075-000811,B,2024-10-08
EXP075-000812,B,2024-10-09
EXP075-000813,B,2024-10-09
EXP075-000814,A,2024-10-10
EXP075-000815,A,2024-10-10
EXP075-000816,A,2024-10-10
EXP075-000817,B,2024-10-11
EXP075-000818,B,2024-10-11
EXP075-000819,B,2024-10-11
EXP075-000820,A,2024-10-12
