registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE077-000038,2024-01-13,B2,18.4,18,122.9,1200,0.62
ENE077-000039,2024-01-13,B3,20.3,18,189.86,1800,0.62
ENE077-000040,2024-01-14,B1,22.0,7,69.48,600,0.62
ENE077-000041,2024-01-14,B2,22.8,15,138.5,1200,0.62
ENE077-000042,2024-01-14,B3,22.5,20,219.07,1800,0.62
ENE077-000043,2024-01-15,B1,22.3,24,102.94,600,0.62
ENE077-000044,2024-01-15,B2,21.7,88,241.51,1200,0.62
ENE077-000045,2024-01-15,B3,19.6,112,318.49,1800,0.62
ENE077-000046,2024-01-16,B1,19.4,40,109.31,600,0.62
ENE077-000047,2024-01-16,B2,22.9,53,212.47,1200,0.62
ENE077-000048,2024-01-16,B3,21.5,86,300.67,1800,0.62
ENE077-000049,2024-01-17,B1,23.0,50,139.81,600,0.62
ENE077-000050,2024-01-17,B2,21.1,50,179.24,1200,0.62
ENE077-000051,2024-01-17,B3,22.6,129,384.04,1800,0.62
ENE077-000052,2024-01-18,B1,21.1,51,127.0,600,0.62
ENE077-000053,2024-01-18,B2,19.8,60,177.94,1200,0.62
ENE077-000054,2024-01-18,B3,23.4,110,361.81,1800,0.62
ENE077-000055,2024-01-19,B1,23.3,57,169.09,600,0.62
ENE077-000056,2024-01-19,B2,20.7,83,242.59,1200,0.62
ENE077-000057,2024-01-19,B3,22.9,101,339.91,1800,0.62
ENE077-000058,2024-01-20,B1,20.3,12,67.25,600,0.62
ENE077-000059,2024-01-20,B2,21.6,14,135.56,1200,0.62
ENE077-000060,2024-01-20,B3,22.6,28,235.37,1800,0.62
ENE077-000061,2024-01-21,B1,22.4,9,70.9,600,0.62
ENE077-000062,2024-01-21,B2,23.8,12,173.23,1200,0.62
ENE077-000063,2024-01-21,B3,22.7,20,221.54,1800,0.62
ENE077-000064,2024-01-22,B1,20.3,55,136.05,600,0.62
ENE077-000065,2024-01-22,B2,22.8,85,257.71,1200,0.62
ENE077-000066,2024-01-22,B3,22.5,108,342.01,1800,0.62
ENE077-000067,2024-01-23,B1,21.1,37,109.35,600,0.62
ENE077-000068,2024-01-23,B2,21.9,59,194.61,1200,0.62
ENE077-000069,2024-01-23,B3,22.4,98,334.86,1800,0.62
ENE077-000070,2024-01-24,B1,21.2,64,148.16,600,0.62
ENE077-000072,2024-01-24,B3,22.6,128,384.37,1800,0.62
ENE077-000073,2024-01-25,B1,21.7,28,104.54,600,0.62
ENE077-000074,2024-01-25,B2,23.6,69,237.1,1200,0.62
ENE077-000075,2024-01-25,B3,25.4,100,455.13,1800,0.62
ENE077-000076,2024-01-26,B1,23.7,40,147.17,600,0.62
ENE077-000077,2024-01-26,B2,21.2,73,218.54,1200,0.62
ENE077-000078,2024-01-26,B3,23.5,87,354.24,1800,0.62
ENE077-000079,2024-01-27,B1,23.5,7,89.06,600,0.62
ENE077-000080,2024-01-27,B2,23.6,18,162.96,1200,0.62
ENE077-000081,2024-01-27,B3,25.1,21,314.1,1800,0.62
ENE077-000082,2024-01-28,B1,22.1,7,51.75,600,0.62
ENE077-000083,2024-01-28,B2,23.0,17,168.58,1200,0.62
ENE077-000084,2024-01-28,B3,22.8,22,,1800,0.62
ENE077-000085,2024-01-29,B1,21.9,49,135.8,600,0.62
ENE077-000086,2024-01-29,B2,21.9,77,227.49,1200,0.62
ENE077-000087,2024-01-29,B3,24.2,100,391.59,1800,0.62
ENE077-000088,2024-01-30,B1,22.9,60,162.53,600,0.62
ENE077-000089,2024-01-30,B2,23.6,69,230.96,1200,0.62
ENE077-000090,2024-01-30,B3,22.2,94,325.06,1800,0.62
ENE077-000091,2024-01-31,B1,25.2,61,192.24,600,0.62
ENE077-000092,2024-01-31,B2,21.8,84,248.61,1200,0.62
ENE077-000093,2024-01-31,B3,24.2,111,419.27,1800,0.62
ENE077-000094,2024-02-01,B1,22.5,40,132.65,600,0.62
ENE077-000095,2024-02-01,B2,24.2,61,264.39,1200,0.62
ENE077-000096,2024-02-01,B3,22.9,102,357.79,1800,0.62
ENE077-000097,2024-02-02,B1,22.4,42,130.67,600,0.62
ENE077-000098,2024-02-02,B2,22.8,89,277.17,1200,0.62
ENE077-000099,2024-02-02,B3,26.3,93,473.45,1800,0.62
ENE077-000100,2024-02-03,B1,27.9,10,170.79,600,0.62
ENE077-000101,2024-02-03,B2,25.0,13,201.13,1200,0.62
ENE077-000102,2024-02-03,B3,23.1,19,226.51,1800,0.62
ENE077-000103,2024-02-04,B1,24.0,5,79.41,600,0.62
ENE077-000104,2024-02-04,B2,23.8,15,184.1,1200,0.62
ENE077-000105,2024-02-04,B3,22.3,22,220.58,1800,0.62
ENE077-000106,2024-02-05,B1,26.2,35,169.54,600,0.62
ENE077-000107,2024-02-05,B2,22.4,80,247.25,1200,0.62
ENE077-000108,2024-02-05,B3,24.9,112,434.41,1800,0.62
ENE077-000109,2024-02-06,B1,21.0,71,160.48,600,0.62
ENE077-000110,2024-02-06,B2,24.9,87,308.29,1200,0.62
ENE077-000111,2024-02-06,B3,25.5,92,443.6,1800,0.62
ENE077-000112,2024-02-07,B1,22.8,41,118.58,600,0.62
ENE077-000113,2024-02-07,B2,22.1,90,266.92,1200,0.62
ENE077-000114,2024-02-07,B3,26.6,117,521.6,1800,0.62
ENE077-000115,2024-02-08,B1,24.0,24,113.89,600,0.62
ENE077-000116,2024-02-08,B2,22.7,40,197.89,1200,0.62
ENE077-000117,2024-02-08,B3,24.4,107,404.47,1800,0.62
ENE077-000118,2024-02-09,B1,27.2,65,228.39,600,0.62
ENE077-000119,2024-02-09,B2,25.5,73,298.4,1200,0.62
ENE077-000120,2024-02-09,B3,24.7,104,417.54,1800,0.62
ENE077-000121,2024-02-10,B1,24.5,8,92.22,600,0.62
ENE077-000122,2024-02-10,B2,27.4,16,271.0,1200,0.62
ENE077-000123,2024-02-10,B3,25.0,22,310.55,1800,0.62
ENE077-000125,2024-02-11,B2,23.9,13,171.62,1200,0.62
ENE077-000126,2024-02-11,B3,27.0,22,421.27,1800,0.62
ENE077-000127,2024-02-12,B1,26.2,40,184.33,600,0.62
ENE077-000128,2024-02-12,B2,27.3,76,382.71,1200,0.62
ENE077-000129,2024-02-12,B3,25.1,107,444.34,1800,0.62
ENE077-000130,2024-02-13,B1,23.5,44,134.44,600,0.62
ENE077-000131,2024-02-13,B2,21.6,68,223.54,1200,0.62
ENE077-000132,2024-02-13,B3,25.2,110,449.81,1800,0.62
ENE077-000133,2024-02-14,B1,24.4,27,111.22,600,0.62
ENE077-000134,2024-02-14,B2,23.0,85,260.28,1200,0.62
ENE077-000135,2024-02-14,B3,24.1,97,373.58,1800,0.62
ENE077-000136,2024-02-15,B1,25.3,45,167.91,600,0.62
ENE077-000137,2024-02-15,B2,24.6,57,247.63,1200,0.62
ENE077-000138,2024-02-15,B3,26.9,99,519.04,1800,0.62
ENE077-000139,2024-02-16,B1,25.0,47,176.49,600,0.62
ENE077-000140,2024-02-16,B2,27.2,70,357.08,1200,0.62
ENE077-000141,2024-02-16,B3,26.8,122,556.51,1800,0.62
ENE077-000142,2024-02-17,B1,24.8,6,95.6,600,0.62
ENE077-000143,2024-02-17,B2,23.9,13,179.03,1200,0.62
ENE077-000144,2024-02-17,B3,26.7,22,401.87,1800,0.62
ENE077-000145,2024-02-18,B1,24.2,14,97.88,600,0.62
ENE077-000146,2024-02-18,B2,25.2,17,225.11,1200,0.62
ENE077-000147,2024-02-18,B3,24.3,26,295.64,1800,0.62
ENE077-000148,2024-02-19,B1,25.2,65,196.85,600,0.62
ENE077-000149,2024-02-19,B2,26.9,67,333.6,1200,0.62
ENE077-000150,2024-02-19,B3,26.0,84,446.52,1800,0.62
ENE077-000151,2024-02-20,B1,26.1,47,184.88,600,0.62
ENE077-000152,2024-02-20,B2,24.6,78,277.63,1200,0.62
ENE077-000153,2024-02-20,B3,25.7,108,458.31,1800,0.62
ENE077-000154,2024-02-21,B1,26.9,42,188.48,600,0.62
ENE077-000155,2024-02-21,B2,22.7,81,256.19,1200,0.62
ENE077-000156,2024-02-21,B3,27.6,99,543.0,1800,0.62
ENE077-000157,2024-02-22,B1,26.0,54,194.1,600,0.62
ENE077-000158,2024-02-22,B2,24.4,66,272.98,1200,0.62
ENE077-000159,2024-02-22,B3,25.1,127,470.75,1800,0.62
ENE077-000160,2024-02-23,B1,26.6,35,174.9,600,0.62
ENE077-000161,2024-02-23,B2,22.3,78,240.36,1200,0.62
ENE077-000162,2024-02-23,B3,27.3,104,543.56,1800,0.62
ENE077-000163,2024-02-24,B1,26.0,8,128.27,600,0.62
ENE077-000164,2024-02-24,B2,26.7,16,260.46,1200,0.62
ENE077-000165,2024-02-24,B3,26.6,19,377.83,1800,0.62
ENE077-000166,2024-02-25,B1,26.7,5,130.18,600,0.62
ENE077-000167,2024-02-25,B2,26.1,19,,1200,0.62
ENE077-000168,2024-02-25,B3,23.8,21,262.49,1800,0.62
ENE077-000169,2024-02-26,B1,25.2,42,148.71,600,0.62
ENE077-000170,2024-02-26,B2,27.2,78,389.44,1200,0.62
ENE077-000171,2024-02-26,B3,26.4,131,523.1,1800,0.62
ENE077-000172,2024-02-27,B1,25.9,45,181.61,600,0.62
ENE077-000173,2024-02-27,B2,24.5,91,302.52,1200,0.62
ENE077-000174,2024-02-27,B3,27.5,99,565.03,1800,0.62
ENE077-000175,2024-02-28,B1,28.2,55,230.18,600,0.62
ENE077-000176,2024-02-28,B2,26.8,84,357.04,1200,0.62
ENE077-000178,2024-02-29,B1,25.6,25,135.61,600,0.62
ENE077-000179,2024-02-29,B2,26.7,76,359.98,1200,0.62
ENE077-000180,2024-02-29,B3,26.4,105,491.35,1800,0.62
ENE077-000181,2024-03-01,B1,24.7,40,140.62,600,0.62
ENE077-000182,2024-03-01,B2,28.0,63,391.14,1200,0.62
ENE077-000183,2024-03-01,B3,25.0,90,416.56,1800,0.62
ENE077-000184,2024-03-02,B1,25.1,11,115.72,600,0.62
ENE077-000185,2024-03-02,B2,27.8,15,308.9,1200,0.62
ENE077-000186,2024-03-02,B3,27.3,21,418.14,1800,0.62
ENE077-000187,2024-03-03,B1,28.3,14,185.91,600,0.62
ENE077-000188,2024-03-03,B2,30.2,16,426.36,1200,0.62
ENE077-000189,2024-03-03,B3,27.6,24,449.6,1800,0.62
ENE077-000190,2024-03-04,B1,26.0,49,176.27,600,0.62
ENE077-000191,2024-03-04,B2,29.0,70,442.7,1200,0.62
ENE077-000192,2024-03-04,B3,25.2,100,429.85,1800,0.62
ENE077-000193,2024-03-05,B1,24.2,12,106.15,600,0.62
ENE077-000194,2024-03-05,B2,26.9,100,395.57,1200,0.62
ENE077-000195,2024-03-05,B3,29.6,99,692.07,1800,0.62
ENE077-000196,2024-03-06,B1,29.9,56,270.81,600,0.62
ENE077-000197,2024-03-06,B2,27.8,85,404.86,1200,0.62
ENE077-000198,2024-03-06,B3,25.6,112,455.88,1800,0.62
ENE077-000199,2024-03-07,B1,27.5,39,209.49,600,0.62
ENE077-000200,2024-03-07,B2,28.0,92,431.07,1200,0.62
ENE077-000201,2024-03-07,B3,27.2,103,550.23,1800,0.62
ENE077-000202,2024-03-08,B1,28.8,51,242.8,600,0.62
ENE077-000203,2024-03-08,B2,29.2,66,444.57,1200,0.62
ENE077-000204,2024-03-08,B3,25.3,120,455.74,1800,0.62
ENE077-000205,2024-03-09,B1,25.6,10,120.18,600,0.62
ENE077-000206,2024-03-09,B2,27.5,16,291.55,1200,0.62
ENE077-000207,2024-03-09,B3,27.5,24,455.6,1800,0.62
ENE077-000208,2024-03-10,B1,28.2,11,174.61,600,0.62
ENE077-000209,2024-03-10,B2,25.7,16,242.1,1200,0.62
ENE077-000210,2024-03-10,B3,29.3,23,553.76,1800,0.62
ENE077-000211,2024-03-11,B1,27.0,41,190.32,600,0.62
ENE077-000212,2024-03-11,B2,27.4,90,"395,67",1200,0.62
ENE077-000213,2024-03-11,B3,27.4,128,582.05,1800,0.62
ENE077-000214,2024-03-12,B1,27.4,34,179.27,600,0.62
ENE077-000215,2024-03-12,B2,28.5,89,464.22,1200,0.62
ENE077-000216,2024-03-12,B3,28.3,104,622.13,1800,0.62
ENE077-000217,2024-03-13,B1,26.8,55,197.88,600,0.62
ENE077-000218,2024-03-13,B2,26.1,90,364.4,1200,0.62
ENE077-000219,2024-03-13,B3,27.4,89,528.41,1800,0.62
ENE077-000220,2024-03-14,B1,31.0,33,258.37,600,0.62
ENE077-000221,2024-03-14,B2,28.9,87,456.43,1200,0.62
ENE077-000222,2024-03-14,B3,26.9,104,530.22,1800,0.62
ENE077-000223,2024-03-15,B1,25.9,35,154.36,600,0.62
ENE077-000224,2024-03-15,B2,27.2,58,347.88,1200,0.62
ENE077-000225,2024-03-15,B3,30.0,115,752.28,1800,0.62
ENE077-000226,2024-03-16,B1,27.7,9,150.96,600,0.62
ENE077-000227,2024-03-16,B2,26.0,11,244.58,1200,0.62
ENE077-000228,2024-03-16,B3,28.6,20,501.24,1800,0.62
ENE077-000229,2024-03-17,B1,28.4,9,171.77,600,0.62
ENE077-000231,2024-03-17,B3,26.8,21,385.45,1800,0.62
ENE077-000232,2024-03-18,B1,26.3,35,159.91,600,0.62
ENE077-000233,2024-03-18,B2,29.9,67,489.51,1200,0.62
ENE077-000234,2024-03-18,B3,27.8,106,590.71,1800,0.62
ENE077-000235,2024-03-19,B1,27.1,28,166.64,600,0.62
ENE077-000236,2024-03-19,B2,24.2,78,263.44,1200,0.62
ENE077-000237,2024-03-19,B3,27.4,103,551.31,1800,0.62
ENE077-000238,2024-03-20,B1,29.8,44,260.39,600,0.62
ENE077-000239,2024-03-20,B2,30.4,91,555.1,1200,0.62
ENE077-000240,2024-03-20,B3,27.6,119,605.12,1800,0.62
ENE077-000241,2024-03-21,B1,30.0,38,265.36,600,0.62
ENE077-000242,2024-03-21,B2,29.0,68,446.6,1200,0.62
ENE077-000243,2024-03-21,B3,26.3,110,505.97,1800,0.62
ENE077-000244,2024-03-22,B1,28.5,29,193.13,600,0.62
ENE077-000245,2024-03-22,B2,26.0,83,349.81,1200,0.62
ENE077-000246,2024-03-22,B3,27.3,111,563.45,1800,0.62
ENE077-000247,2024-03-23,B1,26.1,8,124.2,600,0.62
ENE077-000248,2024-03-23,B2,26.7,11,275.37,1200,0.62
ENE077-000249,2024-03-23,B3,25.9,19,353.31,1800,0.62
ENE077-000250,2024-03-24,B1,28.8,9,,600,0.62
ENE077-000251,2024-03-24,B2,29.8,13,406.32,1200,0.62
ENE077-000252,2024-03-24,B3,27.2,23,420.25,1800,0.62
ENE077-000253,2024-03-25,B1,28.4,59,243.16,600,0.62
ENE077-000254,2024-03-25,B2,29.9,69,488.88,1200,0.62
ENE077-000255,2024-03-25,B3,29.0,113,676.04,1800,0.62
ENE077-000256,2024-03-26,B1,27.3,68,242.77,600,0.62
ENE077-000257,2024-03-26,B2,29.2,64,442.19,1200,0.62
ENE077-000258,2024-03-26,B3,29.3,90,668.11,1800,0.62
ENE077-000259,2024-03-27,B1,28.1,47,223.36,600,0.62
ENE077-000260,2024-03-27,B2,27.0,70,362.68,1200,0.62
ENE077-000261,2024-03-27,B3,28.7,83,603.05,1800,0.62
ENE077-000262,2024-03-28,B1,25.9,42,169.11,600,0.62
ENE077-000263,2024-03-28,B2,29.0,58,426.02,1200,0.62
ENE077-000264,2024-03-28,B3,29.9,104,736.87,1800,0.62
ENE077-000265,2024-03-29,B1,27.4,38,189.76,600,0.62
ENE077-000266,2024-03-29,B2,30.1,60,480.22,1200,0.62
ENE077-000267,2024-03-29,B3,27.3,98,550.45,1800,0.62
ENE077-000268,2024-03-30,B1,29.7,7,213.03,600,0.62
ENE077-000269,2024-03-30,B2,26.0,12,222.2,1200,0.62
ENE077-000270,2024-03-30,B3,28.9,23,540.82,1800,0.62
ENE077-000271,2024-03-31,B1,26.0,8,113.44,600,0.62
ENE077-000272,2024-03-31,B2,26.1,10,250.65,1200,0.62
ENE077-000273,2024-03-31,B3,31.1,22,698.67,1800,0.62
ENE077-000274,2024-04-01,B1,29.3,40,241.06,600,0.62
ENE077-000275,2024-04-01,B2,27.7,79,400.6,1200,0.62
ENE077-000276,2024-04-01,B3,27.2,109,544.48,1800,0.62
ENE077-000277,2024-04-02,B1,26.2,51,182.84,600,0.62
ENE077-000278,2024-04-02,B2,29.8,80,502.42,1200,0.62
ENE077-000279,2024-04-02,B3,29.2,90,652.79,1800,0.62
ENE077-000280,2024-04-03,B1,27.5,46,198.73,600,0.62
ENE077-000281,2024-04-03,B2,28.1,89,432.85,1200,0.62
ENE077-000282,2024-04-03,B3,28.9,102,670.96,1800,0.62
ENE077-000284,2024-04-04,B2,27.5,84,409.18,1200,0.62
ENE077-000285,2024-04-04,B3,25.7,101,456.24,1800,0.62
ENE077-000286,2024-04-05,B1,26.5,31,159.78,600,0.62
ENE077-000287,2024-04-05,B2,28.0,85,417.74,1200,0.62
ENE077-000288,2024-04-05,B3,25.6,101,459.62,1800,0.62
ENE077-000289,2024-04-06,B1,28.6,9,161.03,600,0.62
ENE077-000290,2024-04-06,B2,28.4,16,343.73,1200,0.62
ENE077-000291,2024-04-06,B3,28.1,17,460.82,1800,0.62
ENE077-000292,2024-04-07,B1,29.6,7,196.58,600,0.62
ENE077-000293,2024-04-07,B2,30.3,14,434.34,1200,0.62
ENE077-000294,2024-04-07,B3,30.3,23,641.4,1800,0.62
ENE077-000295,2024-04-08,B1,27.6,32,189.98,600,0.62
ENE077-000296,2024-04-08,B2,28.8,89,463.69,1200,0.62
ENE077-000297,2024-04-08,B3,30.4,89,768.82,1800,0.62
ENE077-000298,2024-04-09,B1,27.1,38,180.43,600,0.62
ENE077-000299,2024-04-09,B2,29.7,78,503.53,1200,0.62
ENE077-000300,2024-04-09,B3,26.1,88,465.31,1800,0.62
ENE077-000301,2024-04-10,B1,27.4,25,174.39,600,0.62
ENE077-000302,2024-04-10,B2,27.8,66,375.69,1200,0.62
ENE077-000303,2024-04-10,B3,29.4,82,645.0,1800,0.62
ENE077-000304,2024-04-11,B1,28.8,69,273.35,600,0.62
ENE077-000305,2024-04-11,B2,24.1,70,266.69,1200,0.62
ENE077-000306,2024-04-11,B3,28.9,96,648.51,1800,0.62
ENE077-000307,2024-04-12,B1,26.1,35,165.04,600,0.62
ENE077-000308,2024-04-12,B2,24.8,100,320.46,1200,0.62
ENE077-000309,2024-04-12,B3,27.2,116,567.8,1800,0.62
ENE077-000310,2024-04-13,B1,27.5,9,154.43,600,0.62
ENE077-000311,2024-04-13,B2,31.4,19,495.26,1200,0.62
ENE077-000312,2024-04-13,B3,27.8,22,452.91,1800,0.62
ENE077-000313,2024-04-14,B1,25.4,15,126.33,600,0.62
ENE077-000314,2024-04-14,B2,27.5,14,291.94,1200,0.62
ENE077-000315,2024-04-14,B3,27.4,24,423.2,1800,0.62
ENE077-000316,2024-04-15,B1,25.5,65,194.73,600,0.62
ENE077-000317,2024-04-15,B2,29.1,71,472.23,1200,0.62
ENE077-000318,2024-04-15,B3,29.7,93,707.49,1800,0.62
ENE077-000319,2024-04-16,B1,29.8,30,230.84,600,0.62
ENE077-000320,2024-04-16,B2,26.8,65,333.19,1200,0.62
ENE077-000321,2024-04-16,B3,26.2,93,470.61,1800,0.62
ENE077-000322,2024-04-17,B1,29.1,43,251.24,600,0.62
ENE077-000323,2024-04-17,B2,25.9,62,304.66,1200,0.62
ENE077-000324,2024-04-17,B3,26.6,105,513.04,1800,0.62
ENE077-000325,2024-04-18,B1,28.9,37,228.5,600,0.62
ENE077-000326,2024-04-18,B2,27.2,88,394.48,1200,0.62
ENE077-000327,2024-04-18,B3,30.2,121,786.63,1800,0.62
ENE077-000328,2024-04-19,B1,27.0,60,217.83,600,0.62
ENE077-000329,2024-04-19,B2,26.7,73,346.24,1200,0.62
ENE077-000330,2024-04-19,B3,28.5,91,613.13,1800,0.62
ENE077-000331,2024-04-20,B1,26.9,12,143.44,600,0.62
ENE077-000332,2024-04-20,B2,25.3,12,209.89,1200,0.62
ENE077-000333,2024-04-20,B3,29.0,22,,1800,0.62
ENE077-000334,2024-04-21,B1,28.2,8,155.73,600,0.62
ENE077-000335,2024-04-21,B2,28.0,16,316.02,1200,0.62
ENE077-000337,2024-04-22,B1,29.9,50,262.38,600,0.62
ENE077-000338,2024-04-22,B2,26.1,71,327.08,1200,0.62
ENE077-000339,2024-04-22,B3,27.8,109,589.48,1800,0.62
ENE077-000340,2024-04-23,B1,28.2,58,232.13,600,0.62
ENE077-000341,2024-04-23,B2,26.2,98,353.24,1200,0.62
ENE077-000342,2024-04-23,B3,28.4,97,613.26,1800,0.62
ENE077-000343,2024-04-24,B1,27.1,27,167.84,600,0.62
ENE077-000344,2024-04-24,B2,25.5,67,298.15,1200,0.62
ENE077-000345,2024-04-24,B3,27.0,99,516.87,1800,0.62
ENE077-000346,2024-04-25,B1,26.9,61,219.15,600,0.62
ENE077-000347,2024-04-25,B2,25.4,90,327.85,1200,0.62
ENE077-000348,2024-04-25,B3,25.6,113,472.74,1800,0.62
ENE077-000349,2024-04-26,B1,25.1,46,173.25,600,0.62
ENE077-000350,2024-04-26,B2,27.6,58,358.48,1200,0.62
ENE077-000351,2024-04-26,B3,28.9,84,615.0,1800,0.62
ENE077-000352,2024-04-27,B1,26.9,10,127.3,600,0.62
ENE077-000353,2024-04-27,B2,31.7,16,511.79,1200,0.62
ENE077-000354,2024-04-27,B3,24.5,21,283.04,1800,0.62
ENE077-000355,2024-04-28,B1,28.6,10,168.63,600,0.62
ENE077-000356,2024-04-28,B2,28.1,16,336.62,1200,0.62
ENE077-000357,2024-04-28,B3,26.3,19,360.92,1800,0.62
ENE077-000358,2024-04-29,B1,26.0,52,190.85,600,0.62
ENE077-000359,2024-04-29,B2,25.7,54,271.68,1200,0.62
ENE077-000360,2024-04-29,B3,28.3,120,636.53,1800,0.62
ENE077-000361,2024-04-30,B1,28.8,22,201.85,600,0.62
ENE077-000362,2024-04-30,B2,27.3,67,359.64,1200,0.62
ENE077-000363,2024-04-30,B3,24.4,116,425.78,1800,0.62
ENE077-000364,2024-05-01,B1,26.4,56,208.41,600,0.62
ENE077-000365,2024-05-01,B2,28.6,99,471.47,1200,0.62
ENE077-000366,2024-05-01,B3,27.1,103,535.34,1800,0.62
ENE077-000367,2024-05-02,B1,27.6,49,200.38,600,0.62
ENE077-000368,2024-05-02,B2,25.7,59,299.36,1200,0.62
ENE077-000369,2024-05-02,B3,28.3,109,618.77,1800,0.62
ENE077-000370,2024-05-03,B1,29.2,35,233.25,600,0.62
ENE077-000371,2024-05-03,B2,26.6,94,366.71,1200,0.62
ENE077-000372,2024-05-03,B3,29.4,95,688.35,1800,0.62
ENE077-000373,2024-05-04,B1,24.2,6,75.42,600,0.62
ENE077-000374,2024-05-04,B2,25.9,19,237.9,1200,0.62
ENE077-000375,2024-05-04,B3,27.3,22,428.93,1800,0.62
ENE077-000376,2024-05-05,B1,28.3,9,156.85,600,0.62
ENE077-000377,2024-05-05,B2,25.7,19,238.23,1200,0.62
ENE077-000378,2024-05-05,B3,29.3,20,551.8,1800,0.62
ENE077-000379,2024-05-06,B1,27.2,44,207.73,600,0.62
ENE077-000380,2024-05-06,B2,25.5,104,351.57,1200,0.62
ENE077-000381,2024-05-06,B3,26.4,122,523.42,1800,0.62
ENE077-000382,2024-05-07,B1,26.9,50,201.96,600,0.62
ENE077-000383,2024-05-07,B2,24.3,57,249.62,1200,0.62
ENE077-000384,2024-05-07,B3,27.0,92,504.69,1800,0.62
ENE077-000385,2024-05-08,B1,26.6,41,182.82,600,0.62
ENE077-000386,2024-05-08,B2,27.1,71,361.44,1200,0.62
ENE077-000387,2024-05-08,B3,25.8,93,449.6,1800,0.62
ENE077-000388,2024-05-09,B1,26.4,54,209.1,600,0.62
ENE077-000390,2024-05-09,B3,26.5,103,501.54,1800,0.62
ENE077-000391,2024-05-10,B1,27.8,66,233.86,600,0.62
ENE077-000392,2024-05-10,B2,27.6,55,350.08,1200,0.62
ENE077-000393,2024-05-10,B3,25.7,118,482.01,1800,0.62
ENE077-000394,2024-05-11,B1,25.0,8,100.95,600,0.62
ENE077-000395,2024-05-11,B2,27.4,15,298.27,1200,0.62
ENE077-000396,2024-05-11,B3,25.5,15,316.17,1800,0.62
ENE077-000397,2024-05-12,B1,26.2,8,119.92,600,0.62
ENE077-000398,2024-05-12,B2,24.6,16,195.23,1200,0.62
ENE077-000399,2024-05-12,B3,28.9,24,542.25,1800,0.62
ENE077-000400,2024-05-13,B1,23.8,45,146.48,600,0.62
ENE077-000401,2024-05-13,B2,24.2,75,255.56,1200,0.62
ENE077-000402,2024-05-13,B3,27.7,91,562.66,1800,0.62
ENE077-000403,2024-05-14,B1,25.0,32,137.28,600,0.62
ENE077-000404,2024-05-14,B2,25.6,69,311.89,1200,0.62
ENE077-000405,2024-05-14,B3,28.1,100,608.21,1800,0.62
ENE077-000406,2024-05-15,B1,24.1,41,127.45,600,0.62
ENE077-000407,2024-05-15,B2,24.3,80,288.91,1200,0.62
ENE077-000408,2024-05-15,B3,24.4,116,429.49,1800,0.62
ENE077-000409,2024-05-16,B1,26.0,41,179.6,600,0.62
