registro_id,fecha,equipo,canal,prioridad,minutos_resolucion,estado,reabierto
SOP043-000060,2024-02-05,E3,correo,normal,1873.4,cerrado,0
SOP043-000061,2024-02-05,E1,web,normal,387.1,cerrado,0
SOP043-000062,2024-02-06,E2,correo,baja,599.2,cerrado,0
SOP043-000063,2024-02-06,E3,telefono,alta,151.4,cerrado,0
SOP043-000064,2024-02-07,E1,web,baja,,abierto,0
SOP043-000065,2024-02-08,E2,telefono,normal,1346.5,cerrado,0
SOP043-000066,2024-02-08,E3,correo,alta,211.5,cerrado,0
SOP043-000067,2024-02-09,E1,web,normal,96.8,cerrado,0
SOP043-000068,2024-02-09,E2,correo,normal,1817.3,cerrado,0
SOP043-000069,2024-02-10,E3,telefono,normal,1786.0,cerrado,0
SOP043-000070,2024-02-11,E1,telefono,baja,560.3,cerrado,0
SOP043-000071,2024-02-11,E2,web,normal,847.5,cerrado,0
SOP043-000072,2024-02-12,E3,telefono,normal,1928.3,cerrado,0
SOP043-000073,2024-02-12,E1,telefono,baja,160.3,cerrado,0
SOP043-000074,2024-02-13,E2,correo,normal,519.5,cerrado,0
SOP043-000075,2024-02-13,E3,web,alta,1812.0,cerrado,0
SOP043-000076,2024-02-14,E1,correo,alta,,abierto,0
SOP043-000077,2024-02-15,E2,web,alta,181.4,cerrado,0
SOP043-000078,2024-02-15,E3,correo,normal,754.4,cerrado,0
SOP043-000079,2024-02-16,E1,correo,baja,5248.3,cerrado,1
SOP043-000080,2024-02-16,E2,correo,normal,589.6,cerrado,0
SOP043-000081,2024-02-17,E3,telefono,normal,549.0,cerrado,0
SOP043-000082,2024-02-18,E1,telefono,baja,655.3,cerrado,0
SOP043-000083,2024-02-18,E2,telefono,normal,,abierto,0
SOP043-000084,2024-02-19,E3,web,alta,,cerrado,0
SOP043-000085,2024-02-19,E1,telefono,normal,387.4,cerrado,0
SOP043-000086,2024-02-20,E2,correo,normal,,abierto,0
SOP043-000087,2024-02-21,E3,web,normal,361.5,cerrado,0
SOP043-000088,2024-02-21,E1,correo,baja,,abierto,0
SOP043-000089,2024-02-22,E2,correo,normal,378.9,cerrado,0
SOP043-000090,2024-02-22,E3,web,normal,4647.1,cerrado,1
SOP043-000091,2024-02-23,E1,web,baja,4516.9,cerrado,1
SOP043-000092,2024-02-24,E2,web,baja,582.9,cerrado,0
SOP043-000093,2024-02-24,E3,web,normal,162.9,cerrado,0
SOP043-000094,2024-02-25,E1,telefono,normal,,abierto,0
SOP043-000095,2024-02-25,E2,telefono,alta,4738.8,cerrado,1
SOP043-000096,2024-02-26,E3,telefono,normal,,abierto,0
SOP043-000097,2024-02-27,E1,correo,normal,809.7,cerrado,0
SOP043-000098,2024-02-27,E2, TELEFONO ,normal,983.8,cerrado,0
SOP043-000099,2024-02-28,E3,telefono,alta,1341.9,cerrado,0
SOP043-000100,2024-02-28,E1,telefono,baja,1563.2,cerrado,0
SOP043-000101,2024-02-29,E2,web,alta,1031.1,cerrado,0
SOP043-000102,2024-03-01,E3,telefono,baja,,abierto,0
SOP043-000103,2024-03-01,E1,web,alta,4672.3,cerrado,1
SOP043-000104,2024-03-02,E2,correo,normal,406.2,cerrado,0
SOP043-000105,2024-03-02,E3,telefono,alta,629.9,cerrado,0
SOP043-000106,2024-03-03,E1,correo,normal,,abierto,0
SOP043-000107,2024-03-03,E2,web,normal,260.8,cerrado,0
SOP043-000108,2024-03-04,E3,correo,baja,705.2,cerrado,0
SOP043-000109,2024-03-05,E1,web,alta,495.3,cerrado,0
SOP043-000110,2024-03-05,E2,correo,normal,223.8,cerrado,0
SOP043-000111,2024-03-06,E3,correo,alta,702.7,cerrado,0
SOP043-000112,2024-03-06,E1,correo,normal,304.6,cerrado,0
SOP043-000113,2024-03-07,E2,web,alta,,abierto,0
SOP043-000114,2024-03-08,E3,correo,baja,1478.6,cerrado,0
SOP043-000115,2024-03-08,E1,telefono,alta,812.0,cerrado,0
SOP043-000116,2024-03-09,E2,correo,baja,1204.5,cerrado,0
SOP043-000117,2024-03-09,E3,telefono,normal,1015.2,cerrado,0
SOP043-000118,2024-03-10,E1,web,normal,212.0,cerrado,0
SOP043-000119,2024-03-11,E2,telefono,normal,469.2,cerrado,0
SOP043-000120,2024-03-11,E3,correo,normal,349.2,cerrado,0
SOP043-000121,2024-03-12,E1,correo,normal,4397.2,cerrado,1
SOP043-000122,2024-03-12,E2,telefono,normal,623.1,cerrado,0
SOP043-000123,2024-03-13,E3,web,normal,196.0,cerrado,0
SOP043-000124,2024-03-14,E1,correo,alta,271.2,cerrado,0
SOP043-000125,2024-03-14,E2,correo,normal,146.4,cerrado,0
SOP043-000126,2024-03-15,E3,telefono,alta,367.9,cerrado,0
SOP043-000127,2024-03-15,E1,telefono,baja,287.5,cerrado,0
SOP043-000128,2024-03-16,E2,correo,normal,325.2,cerrado,0
SOP043-000129,2024-03-17,E3,telefono,baja,573.9,cerrado,0
SOP043-000130,2024-03-17,E1,web,normal,,abierto,0
SOP043-000131,2024-03-18,E2,correo,normal,746.8,cerrado,0
SOP043-000132,2024-03-18,E3,web,baja,626.2,cerrado,0
SOP043-000133,2024-03-19,E1,telefono,normal,392.8,cerrado,0
SOP043-000134,2024-03-20,E2,telefono,normal,598.5,cerrado,0
SOP043-000135,2024-03-20,E3,correo,normal,746.1,cerrado,0
SOP043-000136,2024-03-21,E1,telefono,alta,85.1,cerrado,0
SOP043-000137,2024-03-21,E2,telefono,baja,808.0,cerrado,0
SOP043-000138,2024-03-22,E3,web,alta,687.0,cerrado,0
SOP043-000139,2024-03-23,E1,telefono,normal,911.8,cerrado,0
SOP043-000140,2024-03-23,E2,correo,normal,1060.4,cerrado,0
SOP043-000141,2024-03-24,E3,web,baja,72.6,cerrado,0
SOP043-000142,2024-03-24,E1,telefono,baja,501.8,cerrado,0
SOP043-000143,2024-03-25,E2,web,normal,,abierto,0
SOP043-000144,2024-03-25,E3,correo,baja,,abierto,0
SOP043-000145,2024-03-26,E1,correo,baja,2108.8,cerrado,0
SOP043-000146,2024-03-27,E2,correo,alta,4516.8,cerrado,1
SOP043-000147,2024-03-27,E3,correo,baja,1068.4,cerrado,0
SOP043-000148,2024-03-28,E1,web,normal,1523.5,cerrado,0
SOP043-000149,2024-03-28,E2,telefono,normal,5093.8,cerrado,1
SOP043-000150,2024-03-29,E3,web,normal,2406.3,cerrado,0
SOP043-000151,2024-03-30,E1,correo,normal,5371.2,cerrado,1
SOP043-000152,2024-03-30,E2,correo,normal,1087.8,cerrado,0
SOP043-000153,2024-03-31,E3,correo,normal,715.2,cerrado,0
SOP043-000154,2024-03-31,E1,web,alta,1251.5,cerrado,0
SOP043-000155,2024-04-01,E2,telefono,normal,4682.5,cerrado,1
SOP043-000156,2024-04-02,E3,telefono,alta,702.4,cerrado,0
SOP043-000157,2024-04-02,E1,telefono,normal,453.9,cerrado,0
SOP043-000158,2024-04-03,E2,web,baja,5098.1,cerrado,1
SOP043-000159,2024-04-03,E3,correo,alta,1136.0,cerrado,0
SOP043-000160,2024-04-04,E1,telefono,baja,627.6,cerrado,0
SOP043-000161,2024-04-05,E2,correo,normal,1276.6,cerrado,0
SOP043-000162,2024-04-05,E3,correo,normal,223.5,cerrado,0
SOP043-000163,2024-04-06,E1,web,normal,614.0,cerrado,0
SOP043-000164,2024-04-06,E2,telefono,normal,669.1,cerrado,0
SOP043-000165,2024-04-07,E3,telefono,baja,809.2,cerrado,0
SOP043-000166,2024-04-08,E1,correo,normal,1331.5,cerrado,0
SOP043-000167,2024-04-08,E2,web,alta,,cerrado,0
SOP043-000168,2024-04-09,E3,correo,baja,222.3,cerrado,0
SOP043-000169,2024-04-09,E1,telefono,normal,,abierto,0
SOP043-000170,2024-04-10,E2,correo,baja,1176.1,cerrado,0
SOP043-000171,2024-04-11,E3,correo,baja,560.7,cerrado,0
SOP043-000172,2024-04-11,E1,correo,normal,140.5,cerrado,0
SOP043-000173,2024-04-12,E2,correo,normal,1451.1,cerrado,0
SOP043-000174,2024-04-12,E3,telefono,alta,763.6,cerrado,0
SOP043-000175,2024-04-13,E1,telefono,normal,484.1,cerrado,0
SOP043-000176,2024-04-14,E2,correo,normal,,abierto,0
SOP043-000177,2024-04-14,E3,correo,normal,,abierto,0
SOP043-000178,2024-04-15,E1,telefono,normal,145.0,cerrado,0
SOP043-000179,2024-04-15,E2,web,normal,425.6,cerrado,0
SOP043-000180,2024-04-16,E3,telefono,alta,5823.2,cerrado,1
SOP043-000181,2024-04-16,E1,web,alta,1648.7,cerrado,0
SOP043-000182,2024-04-17,E2,web,normal,1090.9,cerrado,0
SOP043-000183,2024-04-18,E3,correo,normal,4613.8,cerrado,1
SOP043-000184,2024-04-18,E1,correo,normal,152.2,cerrado,0
SOP043-000185,2024-04-19,E2,correo,normal,4507.0,cerrado,1
SOP043-000186,2024-04-19,E3,correo,normal,442.0,cerrado,0
SOP043-000187,2024-04-20,E1,telefono,normal,609.7,cerrado,0
SOP043-000188,2024-04-21,E2,telefono,alta,153.2,cerrado,0
SOP043-000189,2024-04-21,E3,web,normal,71.6,cerrado,0
SOP043-000190,2024-04-22,E1,telefono,normal,89.5,cerrado,0
SOP043-000191,2024-04-22,E2,correo,normal,,abierto,0
SOP043-000192,2024-04-23,E3,correo,normal,1813.0,cerrado,0
SOP043-000193,2024-04-24,E1,correo,normal,1027.0,cerrado,0
SOP043-000194,2024-04-24,E2,correo,normal,,abierto,0
SOP043-000195,2024-04-25,E3, CORREO ,normal,4880.4,cerrado,1
SOP043-000196,2024-04-25,E1,correo,normal,660.6,cerrado,0
SOP043-000197,2024-04-26,E2,correo,alta,1984.4,cerrado,0
SOP043-000198,2024-04-27,E3,web,normal,1591.8,cerrado,0
SOP043-000199,2024-04-27,E1,telefono,normal,1432.8,cerrado,0
SOP043-000200,2024-04-28,E2,correo,alta,176.9,cerrado,0
SOP043-000201,2024-04-28,E3,web,normal,1671.5,cerrado,0
SOP043-000202,2024-04-29,E1,correo,alta,,abierto,0
SOP043-000203,2024-04-30,E2,web,normal,293.9,cerrado,0
SOP043-000204,2024-04-30,E3,web,baja,672.1,cerrado,0
SOP043-000205,2024-05-01,E1,telefono,alta,1333.5,cerrado,0
SOP043-000206,2024-05-01,E2,telefono,baja,362.5,cerrado,0
SOP043-000207,2024-05-02,E3,telefono,alta,3996.8,cerrado,0
SOP043-000208,2024-05-03,E1,telefono,normal,75.6,cerrado,0
SOP043-000209,2024-05-03,E2,web,normal,455.2,cerrado,0
SOP043-000210,2024-05-04,E3,telefono,normal,1709.2,cerrado,0
SOP043-000211,2024-05-04,E1,telefono,normal,345.2,cerrado,0
SOP043-000212,2024-05-05,E2,web,normal,,abierto,0
SOP043-000213,2024-05-05,E3,telefono,baja,972.6,cerrado,0
SOP043-000214,2024-05-06,E1,telefono,alta,554.1,cerrado,0
SOP043-000215,2024-05-07,E2,correo,alta,271.4,cerrado,0
SOP043-000216,2024-05-07,E3,telefono,baja,2439.5,cerrado,0
SOP043-000217,2024-05-08,E1,correo,normal,795.8,cerrado,0
SOP043-000218,2024-05-08,E2,telefono,alta,101.9,cerrado,0
SOP043-000219,2024-05-09,E3,web,alta,,abierto,0
SOP043-000220,2024-05-10,E1,web,alta,208.7,cerrado,0
SOP043-000221,2024-05-10,E2,web,alta,,abierto,0
SOP043-000222,2024-05-11,E3,web,baja,1122.6,cerrado,0
SOP043-000223,2024-05-11,E1,correo,alta,,abierto,0
SOP043-000224,2024-05-12,E2,web,normal,725.0,cerrado,0
SOP043-000225,2024-05-13,E3,correo,normal,288.8,cerrado,0
SOP043-000226,2024-05-13,E1,telefono,normal,75.9,cerrado,0
SOP043-000227,2024-05-14,E2,web,alta,4693.8,cerrado,1
SOP043-000228,2024-05-14,E3,correo,normal,,abierto,0
SOP043-000229,2024-05-15,E1,web,normal,272.0,cerrado,0
SOP043-000230,2024-05-16,E2,web,baja,2161.2,cerrado,0
SOP043-000231,2024-05-16,E3,web,baja,933.9,cerrado,0
SOP043-000232,2024-05-17,E1,web,normal,,abierto,0
SOP043-000233,2024-05-17,E2,telefono,normal,135.5,cerrado,0
SOP043-000234,2024-05-18,E3,web,normal,4682.6,cerrado,0
SOP043-000235,2024-05-19,E1,web,normal,569.4,cerrado,0
SOP043-000236,2024-05-19,E2,telefono,normal,,abierto,0
SOP043-000237,2024-05-20,E3,correo,alta,3009.0,cerrado,0
SOP043-000238,2024-05-20,E1,web,alta,323.4,cerrado,0
SOP043-000239,2024-05-21,E2,telefono,baja,,abierto,0
SOP043-000240,2024-05-22,E3,correo,alta,81.8,cerrado,0
SOP043-000241,2024-05-22,E1,web,baja,200.6,cerrado,0
SOP043-000242,2024-05-23,E2,web,baja,,abierto,0
SOP043-000243,2024-05-23,E3,web,normal,,abierto,0
SOP043-000244,2024-05-24,E1,telefono,normal,4560.1,cerrado,1
SOP043-000245,2024-05-25,E2,telefono,baja,5022.7,cerrado,1
SOP043-000246,2024-05-25,E3,telefono,normal,,abierto,0
SOP043-000247,2024-05-26,E1,web,normal,156.0,cerrado,0
SOP043-000248,2024-05-26,E2,correo,alta,1348.8,cerrado,0
SOP043-000249,2024-05-27,E3,web,baja,5051.6,cerrado,1
SOP043-000250,2024-05-27,E1,telefono,alta,,cerrado,0
SOP043-000251,2024-05-28,E2,web,baja,483.1,cerrado,0
SOP043-000252,2024-05-29,E3,telefono,baja,675.2,cerrado,0
SOP043-000253,2024-05-29,E1,correo,normal,378.4,cerrado,0
SOP043-000254,2024-05-30,E2,correo,normal,441.3,cerrado,0
SOP043-000255,2024-05-30,E3,correo,baja,96.6,cerrado,0
SOP043-000256,2024-05-31,E1,web,baja,150.8,cerrado,0
SOP043-000257,2024-06-01,E2,web,normal,501.5,cerrado,0
SOP043-000258,2024-06-01,E3,correo,alta,118.6,cerrado,0
SOP043-000259,2024-06-02,E1,correo,normal,202.0,cerrado,0
SOP043-000260,2024-06-02,E2,web,normal,2477.2,cerrado,0
SOP043-000261,2024-06-03,E3,telefono,baja,1646.6,cerrado,0
SOP043-000262,2024-06-04,E1,web,alta,342.4,cerrado,0
SOP043-000263,2024-06-04,E2,web,alta,351.5,cerrado,0
SOP043-000264,2024-06-05,E3,correo,normal,843.3,cerrado,0
SOP043-000265,2024-06-05,E1,web,normal,5314.1,cerrado,1
SOP043-000266,2024-06-06,E2,telefono,alta,1441.9,cerrado,0
SOP043-000267,2024-06-07,E3,telefono,normal,6723.6,cerrado,0
SOP043-000268,2024-06-07,E1,telefono,alta,252.6,cerrado,0
SOP043-000269,2024-06-08,E2,web,alta,1123.1,cerrado,0
SOP043-000270,2024-06-08,E3,web,normal,997.9,cerrado,0
SOP043-000271,2024-06-09,E1,correo,normal,4443.7,cerrado,1
SOP043-000272,2024-06-10,E2,telefono,baja,241.6,cerrado,0
SOP043-000273,2024-06-10,E3,web,baja,429.2,cerrado,0
SOP043-000274,2024-06-11,E1,correo,normal,3165.8,cerrado,0
SOP043-000275,2024-06-11,E2,correo,normal,1121.4,cerrado,0
SOP043-000276,2024-06-12,E3,web,alta,582.7,cerrado,0
SOP043-000277,2024-06-13,E1,correo,normal,1689.0,cerrado,0
SOP043-000278,2024-06-13,E2,telefono,alta,359.2,cerrado,0
SOP043-000279,2024-06-14,E3,correo,normal,743.8,cerrado,0
SOP043-000280,2024-06-14,E1,correo,normal,438.1,cerrado,0
SOP043-000281,2024-06-15,E2,telefono,normal,1241.8,cerrado,0
SOP043-000282,2024-06-16,E3,correo,normal,969.6,cerrado,0
SOP043-000283,2024-06-16,E1,correo,normal,107.7,cerrado,0
SOP043-000284,2024-06-17,E2,web,normal,1127.6,cerrado,0
SOP043-000285,2024-06-17,E3,telefono,alta,,abierto,0
SOP043-000286,2024-06-18,E1,correo,baja,,abierto,0
SOP043-000287,2024-06-18,E2,correo,normal,522.7,cerrado,0
SOP043-000288,2024-06-19,E3,telefono,normal,2125.8,cerrado,0
SOP043-000289,2024-06-20,E1,web,baja,278.1,cerrado,0
SOP043-000290,2024-06-20,E2,telefono,normal,,abierto,0
SOP043-000291,2024-06-21,E3,correo,alta,286.4,cerrado,0
SOP043-000292,2024-06-21,E1, WEB ,normal,,abierto,0
SOP043-000293,2024-06-22,E2,telefono,alta,4657.0,cerrado,1
SOP043-000294,2024-06-23,E3,telefono,normal,5136.6,cerrado,1
SOP043-000295,2024-06-23,E1,web,normal,115.3,cerrado,0
SOP043-000296,2024-06-24,E2,web,normal,443.5,cerrado,0
SOP043-000297,2024-06-24,E3,correo,alta,628.1,cerrado,0
SOP043-000298,2024-06-25,E1,telefono,normal,612.3,cerrado,0
SOP043-000299,2024-06-26,E2,web,alta,1103.4,cerrado,0
SOP043-000300,2024-06-26,E3,telefono,baja,808.0,cerrado,0
SOP043-000301,2024-06-27,E1,web,normal,5217.1,cerrado,1
SOP043-000302,2024-06-27,E2,correo,baja,69.0,cerrado,0
SOP043-000303,2024-06-28,E3,correo,normal,619.0,cerrado,0
SOP043-000304,2024-06-29,E1,web,normal,,abierto,0
SOP043-000305,2024-06-29,E2,web,baja,935.8,cerrado,0
SOP043-000306,2024-06-30,E3,web,alta,,abierto,0
SOP043-000307,2024-06-30,E1,correo,alta,458.7,cerrado,0
SOP043-000308,2024-07-01,E2,correo,alta,479.8,cerrado,0
SOP043-000309,2024-07-02,E3,correo,alta,1237.3,cerrado,0
SOP043-000310,2024-07-02,E1,web,normal,4634.4,cerrado,1
SOP043-000311,2024-07-03,E2,web,normal,759.2,cerrado,0
SOP043-000312,2024-07-03,E3,web,normal,,abierto,0
SOP043-000313,2024-07-04,E1,web,normal,279.3,cerrado,0
SOP043-000314,2024-07-05,E2,telefono,baja,1113.6,cerrado,0
SOP043-000315,2024-07-05,E3,web,normal,9933.0,cerrado,1
SOP043-000316,2024-07-06,E1,correo,alta,4562.2,cerrado,1
SOP043-000317,2024-07-06,E2,correo,alta,4504.8,cerrado,1
SOP043-000318,2024-07-07,E3,web,normal,3452.6,cerrado,0
SOP043-000319,2024-07-07,E1,web,alta,2168.0,cerrado,0
SOP043-000320,2024-07-08,E2,correo,normal,360.3,cerrado,0
SOP043-000321,2024-07-09,E3,correo,normal,1621.2,cerrado,0
SOP043-000322,2024-07-09,E1,telefono,baja,,abierto,0
SOP043-000323,2024-07-10,E2,correo,normal,437.4,cerrado,0
SOP043-000324,2024-07-10,E3,telefono,normal,237.3,cerrado,0
SOP043-000325,2024-07-11,E1,web,alta,2608.8,cerrado,0
SOP043-000326,2024-07-12,E2,correo,baja,185.8,cerrado,0
SOP043-000327,2024-07-12,E3,telefono,normal,1122.1,cerrado,0
SOP043-000328,2024-07-13,E1,telefono,normal,276.6,cerrado,0
SOP043-000329,2024-07-13,E2,telefono,normal,95.1,cerrado,0
SOP043-000330,2024-07-14,E3,correo,normal,1532.2,cerrado,0
SOP043-000331,2024-07-15,E1,web,normal,187.7,cerrado,0
SOP043-000332,2024-07-15,E2,web,normal,214.1,cerrado,0
SOP043-000333,2024-07-16,E3,telefono,normal,,cerrado,1
SOP043-000334,2024-07-16,E1,telefono,normal,1666.6,cerrado,0
SOP043-000335,2024-07-17,E2,telefono,normal,4471.8,cerrado,1
SOP043-000336,2024-07-18,E3,web,baja,427.8,cerrado,0
SOP043-000337,2024-07-18,E1,correo,normal,469.5,cerrado,0
SOP043-000338,2024-07-19,E2,telefono,normal,307.1,cerrado,0
SOP043-000339,2024-07-19,E3,correo,normal,,abierto,0
SOP043-000340,2024-07-20,E1,telefono,normal,994.1,cerrado,0
SOP043-000341,2024-07-21,E2,correo,normal,301.8,cerrado,0
SOP043-000342,2024-07-21,E3,telefono,alta,123.4,cerrado,0
SOP043-000343,2024-07-22,E1,web,alta,334.4,cerrado,0
SOP043-000344,2024-07-22,E2,telefono,baja,4576.7,cerrado,1
SOP043-000345,2024-07-23,E3,web,alta,1128.8,cerrado,0
SOP043-000346,2024-07-24,E1,correo,normal,333.1,cerrado,0
SOP043-000347,2024-07-24,E2,telefono,normal,554.8,cerrado,0
SOP043-000348,2024-07-25,E3,telefono,normal,1093.3,cerrado,0
SOP043-000349,2024-07-25,E1,correo,normal,4999.4,cerrado,1
SOP043-000350,2024-07-26,E2,web,baja,,abierto,0
SOP043-000351,2024-07-27,E3,telefono,baja,,abierto,0
SOP043-000352,2024-07-27,E1,web,normal,250.6,cerrado,0
SOP043-000353,2024-07-28,E2,correo,normal,485.9,cerrado,0
SOP043-000354,2024-07-28,E3,web,normal,700.6,cerrado,0
SOP043-000355,2024-07-29,E1,telefono,alta,261.2,cerrado,0
SOP043-000356,2024-07-29,E2,web,normal,197.2,cerrado,0
SOP043-000357,2024-07-30,E3,telefono,normal,,abierto,0
SOP043-000358,2024-07-31,E1,web,normal,711.6,cerrado,0
SOP043-000359,2024-07-31,E2,telefono,normal,692.8,cerrado,0
SOP043-000360,2024-08-01,E3,web,normal,394.8,cerrado,0
SOP043-000361,2024-08-01,E1,telefono,baja,4644.6,cerrado,1
SOP043-000362,2024-08-02,E2,telefono,normal,,abierto,0
SOP043-000363,2024-08-03,E3,telefono,normal,859.4,cerrado,0
SOP043-000364,2024-08-03,E1,correo,baja,186.5,cerrado,0
SOP043-000365,2024-08-04,E2,telefono,normal,208.9,cerrado,0
SOP043-000366,2024-08-04,E3,telefono,baja,1378.6,cerrado,0
SOP043-000367,2024-08-05,E1,telefono,alta,92.0,cerrado,0
SOP043-000368,2024-08-06,E2,correo,baja,1457.7,cerrado,0
SOP043-000369,2024-08-06,E3,web,alta,124.2,cerrado,0
SOP043-000370,2024-08-07,E1,telefono,normal,61.7,cerrado,0
SOP043-000371,2024-08-07,E2,correo,normal,4625.2,cerrado,1
SOP043-000372,2024-08-08,E3,telefono,normal,,abierto,0
SOP043-000373,2024-08-09,E1,correo,baja,2456.1,cerrado,0
SOP043-000374,2024-08-09,E2,telefono,normal,1172.8,cerrado,0
SOP043-000375,2024-08-10,E3,telefono,normal,293.5,cerrado,0
SOP043-000376,2024-08-10,E1,web,normal,1925.5,cerrado,0
SOP043-000377,2024-08-11,E2,correo,baja,6477.2,cerrado,1
SOP043-000378,2024-08-12,E3,web,alta,1578.7,cerrado,0
SOP043-000379,2024-08-12,E1,web,normal,173.3,cerrado,0
SOP043-000380,2024-08-13,E2,web,alta,,abierto,0
SOP043-000381,2024-08-13,E3,correo,normal,436.0,cerrado,0
SOP043-000382,2024-08-14,E1,web,baja,95.7,cerrado,0
SOP043-000383,2024-08-15,E2,telefono,normal,221.2,cerrado,0
SOP043-000384,2024-08-15,E3,web,normal,358.9,cerrado,0
SOP043-000385,2024-08-16,E1,correo,normal,389.7,cerrado,0
SOP043-000386,2024-08-16,E2,web,alta,5034.8,cerrado,1
SOP043-000387,2024-08-17,E3,telefono,alta,,abierto,0
SOP043-000388,2024-08-17,E1,web,normal,798.4,cerrado,0
SOP043-000389,2024-08-18,E2, CORREO ,normal,,abierto,0
SOP043-000390,2024-08-19,E3,correo,alta,765.0,cerrado,0
SOP043-000391,2024-08-19,E1,correo,normal,484.6,cerrado,0
SOP043-000392,2024-08-20,E2,web,alta,298.6,cerrado,0
SOP043-000393,2024-08-20,E3,correo,normal,254.0,cerrado,0
SOP043-000394,2024-08-21,E1,correo,alta,235.3,cerrado,0
SOP043-000395,2024-08-22,E2,correo,normal,,abierto,0
SOP043-000396,2024-08-22,E3,correo,normal,1125.6,cerrado,0
SOP043-000397,2024-08-23,E1,web,baja,999.8,cerrado,0
SOP043-000398,2024-08-23,E2,correo,normal,290.0,cerrado,0
SOP043-000399,2024-08-24,E3,correo,baja,747.8,cerrado,0
SOP043-000400,2024-08-25,E1,telefono,baja,771.1,cerrado,0
SOP043-000401,2024-08-25,E2,web,normal,4799.7,cerrado,1
