evento_id,registro_id,fecha_evento,estado_evento
EV000091,SOP043-000044,2024-01-27,cerrado
EV000092,SOP043-000045,2024-01-27,abierto
EV000093,SOP043-000045,2024-01-28,cerrado
EV000094,SOP043-000046,2024-01-27,abierto
EV000095,SOP043-000046,2024-01-28,cerrado
EV000096,SOP043-000047,2024-01-28,abierto
EV000097,SOP043-000047,2024-01-29,cerrado
EV000098,SOP043-000047,2024-01-30,abierto
EV000099,SOP043-000047,2024-02-01,cerrado
EV000100,SOP043-000048,2024-01-28,abierto
EV000101,SOP043-000048,2024-01-29,cerrado
EV000102,SOP043-000048,2024-01-30,abierto
EV000103,SOP043-000048,2024-02-01,cerrado
EV000104,SOP043-000049,2024-01-29,abierto
EV000105,SOP043-000049,2024-01-30,cerrado
EV000106,SOP043-000050,2024-01-30,abierto
EV000107,SOP043-000051,2024-01-30,abierto
EV000108,SOP043-000051,2024-01-31,cerrado
EV000109,SOP043-000052,2024-01-31,abierto
EV000110,SOP043-000052,2024-02-01,cerrado
EV000111,SOP043-000053,2024-01-31,abierto
EV000112,SOP043-000053,2024-02-01,cerrado
EV000113,SOP043-000054,2024-02-01,abierto
EV000114,SOP043-000054,2024-02-02,cerrado
EV000115,SOP043-000055,2024-02-02,abierto
EV000116,SOP043-000055,2024-02-03,cerrado
EV000117,SOP043-000056,2024-02-02,abierto
EV000118,SOP043-000056,2024-02-03,cerrado
EV000119,SOP043-000057,2024-02-03,abierto
EV000120,SOP043-000058,2024-02-03,abierto
EV000121,SOP043-000059,2024-02-04,abierto
EV000122,SOP043-000060,2024-02-05,abierto
EV000123,SOP043-000060,2024-02-07,cerrado
EV000124,SOP043-000061,2024-02-05,abierto
EV000125,SOP043-000061,2024-02-06,cerrado
EV000126,SOP043-000062,2024-02-06,abierto
EV000127,SOP043-000062,2024-02-07,cerrado
EV000128,SOP043-000063,2024-02-06,abierto
EV000129,SOP043-000063,2024-02-07,cerrado
EV000130,SOP043-000064,2024-02-07,abierto
EV000131,SOP043-000065,2024-02-08,abierto
EV000132,SOP043-000065,2024-02-09,cerrado
EV000133,SOP043-000066,2024-02-08,abierto
EV000134,SOP043-000066,2024-02-09,cerrado
EV000135,SOP043-000067,2024-02-09,abierto
EV000136,SOP043-000067,2024-02-10,cerrado
EV000137,SOP043-000068,2024-02-09,abierto
EV000138,SOP043-000068,2024-02-11,cerrado
EV000139,SOP043-000069,2024-02-10,abierto
EV000140,SOP043-000069,2024-02-12,cerrado
EV000141,SOP043-000070,2024-02-11,abierto
EV000142,SOP043-000070,2024-02-12,cerrado
EV000143,SOP043-000071,2024-02-11,abierto
EV000144,SOP043-000071,2024-02-12,cerrado
EV000145,SOP043-000072,2024-02-12,abierto
EV000146,SOP043-000072,2024-02-14,cerrado
EV000147,SOP043-000073,2024-02-12,abierto
EV000148,SOP043-000073,2024-02-13,cerrado
EV000149,SOP043-000074,2024-02-13,abierto
EV000150,SOP043-000074,2024-02-14,cerrado
EV000151,SOP043-000075,2024-02-13,abierto
EV000152,SOP043-000075,2024-02-15,cerrado
EV000153,SOP043-000076,2024-02-14,abierto
EV000154,SOP043-000077,2024-02-15,abierto
EV000155,SOP043-000077,2024-02-16,cerrado
EV000156,SOP043-000078,2024-02-15,abierto
EV000157,SOP043-000078,2024-02-16,cerrado
EV000158,SOP043-000079,2024-02-16,abierto
EV000159,SOP043-000079,2024-02-17,cerrado
EV000160,SOP043-000079,2024-02-18,abierto
EV000161,SOP043-000079,2024-02-20,cerrado
EV000162,SOP043-000080,2024-02-16,abierto
EV000163,SOP043-000080,2024-02-17,cerrado
EV000164,SOP043-000081,2024-02-17,abierto
EV000165,SOP043-000081,2024-02-18,cerrado
EV000166,SOP043-000082,2024-02-18,abierto
EV000167,SOP043-000082,2024-02-19,cerrado
EV000168,SOP043-000083,2024-02-18,abierto
EV000169,SOP043-000084,2024-02-19,abierto
EV000170,SOP043-000084,2024-02-20,cerrado
EV000171,SOP043-000085,2024-02-19,abierto
EV000172,SOP043-000085,2024-02-20,cerrado
EV000173,SOP043-000086,2024-02-20,abierto
EV000174,SOP043-000087,2024-02-21,abierto
EV000175,SOP043-000087,2024-02-22,cerrado
EV000176,SOP043-000088,2024-02-21,abierto
EV000177,SOP043-000089,2024-02-22,abierto
EV000178,SOP043-000089,2024-02-23,cerrado
EV000179,SOP043-000090,2024-02-22,abierto
EV000180,SOP043-000090,2024-02-23,cerrado
EV000181,SOP043-000090,2024-02-24,abierto
EV000182,SOP043-000090,2024-02-26,cerrado
EV000183,SOP043-000091,2024-02-23,abierto
EV000184,SOP043-000091,2024-02-24,cerrado
EV000185,SOP043-000091,2024-02-25,abierto
EV000186,SOP043-000091,2024-02-27,cerrado
EV000187,SOP043-000092,2024-02-24,abierto
EV000188,SOP043-000092,2024-02-25,cerrado
EV000189,SOP043-000093,2024-02-24,abierto
EV000190,SOP043-000093,2024-02-25,cerrado
EV000191,SOP043-000094,2024-02-25,abierto
EV000192,SOP043-000095,2024-02-25,abierto
EV000193,SOP043-000095,2024-02-26,cerrado
EV000194,SOP043-000095,2024-02-27,abierto
EV000195,SOP043-000095,2024-02-29,cerrado
EV000196,SOP043-000096,2024-02-26,abierto
EV000197,SOP043-000097,2024-02-27,abierto
EV000198,SOP043-000097,2024-02-28,cerrado
EV000199,SOP043-000098,2024-02-27,abierto
EV000200,SOP043-000098,2024-02-28,cerrado
EV000201,SOP043-000099,2024-02-28,abierto
EV000202,SOP043-000099,2024-02-29,cerrado
EV000203,SOP043-000100,2024-02-28,abierto
EV000204,SOP043-000100,2024-03-01,cerrado
EV000205,SOP043-000101,2024-02-29,abierto
EV000206,SOP043-000101,2024-03-01,cerrado
EV000207,SOP043-000102,2024-03-01,abierto
EV000208,SOP043-000103,2024-03-01,abierto
EV000209,SOP043-000103,2024-03-02,cerrado
EV000210,SOP043-000103,2024-03-03,abierto
EV000211,SOP043-000103,2024-03-05,cerrado
EV000212,SOP043-000104,2024-03-02,abierto
EV000213,SOP043-000104,2024-03-03,cerrado
EV000214,SOP043-000105,2024-03-02,abierto
EV000215,SOP043-000105,2024-03-03,cerrado
EV000216,SOP043-000106,2024-03-03,abierto
EV000217,SOP043-000107,2024-03-03,abierto
EV000218,SOP043-000107,2024-03-04,cerrado
EV000219,SOP043-000108,2024-03-04,abierto
EV000220,SOP043-000108,2024-03-05,cerrado
EV000221,SOP043-000109,2024-03-05,abierto
EV000222,SOP043-000109,2024-03-06,cerrado
EV000223,SOP043-000110,2024-03-05,abierto
EV000224,SOP043-000110,2024-03-06,cerrado
EV000225,SOP043-000111,2024-03-06,abierto
EV000226,SOP043-000111,2024-03-07,cerrado
EV000227,SOP043-000112,2024-03-06,abierto
EV000228,SOP043-000112,2024-03-07,cerrado
EV000229,SOP043-000113,2024-03-07,abierto
EV000230,SOP043-000114,2024-03-08,abierto
EV000231,SOP043-000114,2024-03-10,cerrado
EV000232,SOP043-000115,2024-03-08,abierto
EV000233,SOP043-000115,2024-03-09,cerrado
EV000234,SOP043-000116,2024-03-09,abierto
EV000235,SOP043-000116,2024-03-10,cerrado
EV000236,SOP043-000117,2024-03-09,abierto
EV000237,SOP043-000117,2024-03-10,cerrado
EV000238,SOP043-000118,2024-03-10,abierto
EV000239,SOP043-000118,2024-03-11,cerrado
EV000240,SOP043-000119,2024-03-11,abierto
EV000241,SOP043-000119,2024-03-12,cerrado
EV000242,SOP043-000120,2024-03-11,abierto
EV000243,SOP043-000120,2024-03-12,cerrado
EV000244,SOP043-000121,2024-03-12,abierto
EV000245,SOP043-000121,2024-03-13,cerrado
EV000246,SOP043-000121,2024-03-14,abierto
EV000247,SOP043-000121,2024-03-16,cerrado
EV000248,SOP043-000122,2024-03-12,abierto
EV000249,SOP043-000122,2024-03-13,cerrado
EV000250,SOP043-000123,2024-03-13,abierto
EV000251,SOP043-000123,2024-03-14,cerrado
EV000252,SOP043-000124,2024-03-14,abierto
EV000253,SOP043-000124,2024-03-15,cerrado
EV000254,SOP043-000125,2024-03-14,abierto
EV000255,SOP043-000125,2024-03-15,cerrado
EV000256,SOP043-000126,2024-03-15,abierto
EV000257,SOP043-000126,2024-03-16,cerrado
EV000258,SOP043-000127,2024-03-15,abierto
EV000259,SOP043-000127,2024-03-16,cerrado
EV000260,SOP043-000128,2024-03-16,abierto
EV000261,SOP043-000128,2024-03-17,cerrado
EV000262,SOP043-000129,2024-03-17,abierto
EV000263,SOP043-000129,2024-03-18,cerrado
EV000264,SOP043-000130,2024-03-17,abierto
EV000265,SOP043-000131,2024-03-18,abierto
EV000266,SOP043-000131,2024-03-19,cerrado
EV000267,SOP043-000132,2024-03-18,abierto
EV000268,SOP043-000132,2024-03-19,cerrado
EV000269,SOP043-000133,2024-03-19,abierto
EV000270,SOP043-000133,2024-03-20,cerrado
EV000271,SOP043-000134,2024-03-20,abierto
EV000272,SOP043-000134,2024-03-21,cerrado
EV000273,SOP043-000135,2024-03-20,abierto
EV000274,SOP043-000135,2024-03-21,cerrado
EV000275,SOP043-000136,2024-03-21,abierto
EV000276,SOP043-000136,2024-03-22,cerrado
EV000277,SOP043-000137,2024-03-21,abierto
EV000278,SOP043-000137,2024-03-22,cerrado
EV000279,SOP043-000138,2024-03-22,abierto
EV000280,SOP043-000138,2024-03-23,cerrado
EV000281,SOP043-000139,2024-03-23,abierto
EV000282,SOP043-000139,2024-03-24,cerrado
EV000283,SOP043-000140,2024-03-23,abierto
EV000284,SOP043-000140,2024-03-24,cerrado
EV000285,SOP043-000141,2024-03-24,abierto
EV000286,SOP043-000141,2024-03-25,cerrado
EV000287,SOP043-000142,2024-03-24,abierto
EV000288,SOP043-000142,2024-03-25,cerrado
EV000289,SOP043-000143,2024-03-25,abierto
EV000290,SOP043-000144,2024-03-25,abierto
EV000291,SOP043-000145,2024-03-26,abierto
EV000292,SOP043-000145,2024-03-28,cerrado
EV000293,SOP043-000146,2024-03-27,abierto
EV000294,SOP043-000146,2024-03-28,cerrado
EV000295,SOP043-000146,2024-03-29,abierto
EV000296,SOP043-000146,2024-03-31,cerrado
EV000297,SOP043-000147,2024-03-27,abierto
EV000298,SOP043-000147,2024-03-28,cerrado
EV000299,SOP043-000148,2024-03-28,abierto
EV000300,SOP043-000148,2024-03-30,cerrado
EV000301,SOP043-000149,2024-03-28,abierto
EV000302,SOP043-000149,2024-03-29,cerrado
EV000303,SOP043-000149,2024-03-30,abierto
EV000304,SOP043-000149,2024-04-01,cerrado
EV000305,SOP043-000150,2024-03-29,abierto
EV000306,SOP043-000150,2024-03-31,cerrado
EV000307,SOP043-000151,2024-03-30,abierto
EV000308,SOP043-000151,2024-03-31,cerrado
EV000309,SOP043-000151,2024-04-01,abierto
EV000310,SOP043-000151,2024-04-03,cerrado
EV000311,SOP043-000152,2024-03-30,abierto
EV000312,SOP043-000152,2024-03-31,cerrado
EV000313,SOP043-000153,2024-03-31,abierto
EV000314,SOP043-000153,2024-04-01,cerrado
EV000315,SOP043-000154,2024-03-31,abierto
EV000316,SOP043-000154,2024-04-01,cerrado
EV000317,SOP043-000155,2024-04-01,abierto
EV000318,SOP043-000155,2024-04-02,cerrado
EV000319,SOP043-000155,2024-04-03,abierto
EV000320,SOP043-000155,2024-04-05,cerrado
EV000321,SOP043-000156,2024-04-02,abierto
EV000322,SOP043-000156,2024-04-03,cerrado
EV000323,SOP043-000157,2024-04-02,abierto
EV000324,SOP043-000157,2024-04-03,cerrado
EV000325,SOP043-000158,2024-04-03,abierto
EV000326,SOP043-000158,2024-04-04,cerrado
EV000327,SOP043-000158,2024-04-05,abierto
EV000328,SOP043-000158,2024-04-07,cerrado
EV000329,SOP043-000159,2024-04-03,abierto
EV000330,SOP043-000159,2024-04-04,cerrado
EV000331,SOP043-000160,2024-04-04,abierto
EV000332,SOP043-000160,2024-04-05,cerrado
EV000333,SOP043-000161,2024-04-05,abierto
EV000334,SOP043-000161,2024-04-06,cerrado
EV000335,SOP043-000162,2024-04-05,abierto
EV000336,SOP043-000162,2024-04-06,cerrado
EV000337,SOP043-000163,2024-04-06,abierto
EV000338,SOP043-000163,2024-04-07,cerrado
EV000339,SOP043-000164,2024-04-06,abierto
EV000340,SOP043-000164,2024-04-07,cerrado
EV000341,SOP043-000165,2024-04-07,abierto
EV000342,SOP043-000165,2024-04-08,cerrado
EV000343,SOP043-000166,2024-04-08,abierto
EV000344,SOP043-000166,2024-04-09,cerrado
EV000345,SOP043-000167,2024-04-08,abierto
EV000346,SOP043-000167,2024-04-09,cerrado
EV000347,SOP043-000168,2024-04-09,abierto
EV000348,SOP043-000168,2024-04-10,cerrado
EV000349,SOP043-000169,2024-04-09,abierto
EV000350,SOP043-000170,2024-04-10,abierto
EV000351,SOP043-000170,2024-04-11,cerrado
EV000352,SOP043-000171,2024-04-11,abierto
EV000353,SOP043-000171,2024-04-12,cerrado
EV000354,SOP043-000172,2024-04-11,abierto
EV000355,SOP043-000172,2024-04-12,cerrado
EV000356,SOP043-000173,2024-04-12,abierto
EV000357,SOP043-000173,2024-04-14,cerrado
EV000358,SOP043-000174,2024-04-12,abierto
EV000359,SOP043-000174,2024-04-13,cerrado
EV000360,SOP043-000175,2024-04-13,abierto
EV000361,SOP043-000175,2024-04-14,cerrado
EV000362,SOP043-000176,2024-04-14,abierto
EV000363,SOP043-000177,2024-04-14,abierto
EV000364,SOP043-000178,2024-04-15,abierto
EV000365,SOP043-000178,2024-04-16,cerrado
EV000366,SOP043-000179,2024-04-15,abierto
EV000367,SOP043-000179,2024-04-16,cerrado
EV000368,SOP043-000180,2024-04-16,abierto
EV000369,SOP043-000180,2024-04-17,cerrado
EV000370,SOP043-000180,2024-04-18,abierto
EV000371,SOP043-000180,2024-04-21,cerrado
EV000372,SOP043-000181,2024-04-16,abierto
EV000373,SOP043-000181,2024-04-18,cerrado
EV000374,SOP043-000182,2024-04-17,abierto
EV000375,SOP043-000182,2024-04-18,cerrado
EV000376,SOP043-000183,2024-04-18,abierto
EV000377,SOP043-000183,2024-04-19,cerrado
EV000378,SOP043-000183,2024-04-20,abierto
EV000379,SOP043-000183,2024-04-22,cerrado
EV000380,SOP043-000184,2024-04-18,abierto
EV000381,SOP043-000184,2024-04-19,cerrado
EV000382,SOP043-000185,2024-04-19,abierto
EV000383,SOP043-000185,2024-04-20,cerrado
EV000384,SOP043-000185,2024-04-21,abierto
EV000385,SOP043-000185,2024-04-23,cerrado
EV000386,SOP043-000186,2024-04-19,abierto
EV000387,SOP043-000186,2024-04-20,cerrado
EV000388,SOP043-000187,2024-04-20,abierto
EV000389,SOP043-000187,2024-04-21,cerrado
EV000390,SOP043-000188,2024-04-21,abierto
EV000391,SOP043-000188,2024-04-22,cerrado
EV000392,SOP043-000189,2024-04-21,abierto
EV000393,SOP043-000189,2024-04-22,cerrado
EV000394,SOP043-000190,2024-04-22,abierto
EV000395,SOP043-000190,2024-04-23,cerrado
EV000396,SOP043-000191,2024-04-22,abierto
EV000397,SOP043-000192,2024-04-23,abierto
EV000398,SOP043-000192,2024-04-25,cerrado
EV000399,SOP043-000193,2024-04-24,abierto
EV000400,SOP043-000193,2024-04-25,cerrado
EV000401,SOP043-000194,2024-04-24,abierto
EV000402,SOP043-000195,2024-04-25,abierto
EV000403,SOP043-000195,2024-04-26,cerrado
EV000404,SOP043-000195,2024-04-27,abierto
EV000405,SOP043-000195,2024-04-29,cerrado
EV000406,SOP043-000196,2024-04-25,abierto
EV000407,SOP043-000196,2024-04-26,cerrado
EV000408,SOP043-000197,2024-04-26,abierto
EV000409,SOP043-000197,2024-04-28,cerrado
EV000410,SOP043-000198,2024-04-27,abierto
EV000411,SOP043-000198,2024-04-29,cerrado
EV000412,SOP043-000199,2024-04-27,abierto
EV000413,SOP043-000199,2024-04-28,cerrado
EV000414,SOP043-000200,2024-04-28,abierto
EV000415,SOP043-000200,2024-04-29,cerrado
EV000416,SOP043-000201,2024-04-28,abierto
EV000417,SOP043-000201,2024-04-30,cerrado
EV000418,SOP043-000202,2024-04-29,abierto
EV000419,SOP043-000203,2024-04-30,abierto
EV000420,SOP043-000203,2024-05-01,cerrado
EV000421,SOP043-000204,2024-04-30,abierto
EV000422,SOP043-000204,2024-05-01,cerrado
EV000423,SOP043-000205,2024-05-01,abierto
EV000424,SOP043-000205,2024-05-02,cerrado
EV000425,SOP043-000206,2024-05-01,abierto
EV000426,SOP043-000206,2024-05-02,cerrado
EV000427,SOP043-000207,2024-05-02,abierto
EV000428,SOP043-000207,2024-05-05,cerrado
EV000429,SOP043-000208,2024-05-03,abierto
EV000430,SOP043-000208,2024-05-04,cerrado
EV000431,SOP043-000209,2024-05-03,abierto
EV000432,SOP043-000209,2024-05-04,cerrado
EV000433,SOP043-000210,2024-05-04,abierto
EV000434,SOP043-000210,2024-05-06,cerrado
EV000435,SOP043-000211,2024-05-04,abierto
EV000436,SOP043-000211,2024-05-05,cerrado
EV000437,SOP043-000212,2024-05-05,abierto
EV000438,SOP043-000213,2024-05-05,abierto
EV000439,SOP043-000213,2024-05-06,cerrado
EV000440,SOP043-000214,2024-05-06,abierto
EV000441,SOP043-000214,2024-05-07,cerrado
EV000442,SOP043-000215,2024-05-07,abierto
EV000443,SOP043-000215,2024-05-08,cerrado
EV000444,SOP043-000216,2024-05-07,abierto
EV000445,SOP043-000216,2024-05-09,cerrado
EV000446,SOP043-000217,2024-05-08,abierto
EV000447,SOP043-000217,2024-05-09,cerrado
EV000448,SOP043-000218,2024-05-08,abierto
EV000449,SOP043-000218,2024-05-09,cerrado
EV000450,SOP043-000219,2024-05-09,abierto
EV000451,SOP043-000220,2024-05-10,abierto
EV000452,SOP043-000220,2024-05-11,cerrado
EV000453,SOP043-000221,2024-05-10,abierto
EV000454,SOP043-000222,2024-05-11,abierto
EV000455,SOP043-000222,2024-05-12,cerrado
EV000456,SOP043-000223,2024-05-11,abierto
EV000457,SOP043-000224,2024-05-12,abierto
EV000458,SOP043-000224,2024-05-13,cerrado
EV000459,SOP043-000225,2024-05-13,abierto
EV000460,SOP043-000225,2024-05-14,cerrado
EV000461,SOP043-000226,2024-05-13,abierto
EV000462,SOP043-000226,2024-05-14,cerrado
EV000463,SOP043-000227,2024-05-14,abierto
EV000464,SOP043-000227,2024-05-15,cerrado
EV000465,SOP043-000227,2024-05-16,abierto
EV000466,SOP043-000227,2024-05-18,cerrado
EV000467,SOP043-000228,2024-05-14,abierto
EV000468,SOP043-000229,2024-05-15,abierto
EV000469,SOP043-000229,2024-05-16,cerrado
EV000470,SOP043-000230,2024-05-16,abierto
EV000471,SOP043-000230,2024-05-18,cerrado
EV000472,SOP043-000231,2024-05-16,abierto
EV000473,SOP043-000231,2024-05-17,cerrado
EV000474,SOP043-000232,2024-05-17,abierto
EV000475,SOP043-000233,2024-05-17,abierto
EV000476,SOP043-000233,2024-05-18,cerrado
EV000477,SOP043-000234,2024-05-18,abierto
EV000478,SOP043-000234,2024-05-22,cerrado
EV000479,SOP043-000235,2024-05-19,abierto
EV000480,SOP043-000235,2024-05-20,cerrado
EV000481,SOP043-000236,2024-05-19,abierto
EV000482,SOP043-000237,2024-05-20,abierto
EV000483,SOP043-000237,2024-05-23,cerrado
EV000484,SOP043-000238,2024-05-20,abierto
EV000485,SOP043-000238,2024-05-21,cerrado
EV000486,SOP043-000239,2024-05-21,abierto
EV000487,SOP043-000240,2024-05-22,abierto
EV000488,SOP043-000240,2024-05-23,cerrado
EV000489,SOP043-000241,2024-05-22,abierto
EV000490,SOP043-000241,2024-05-23,cerrado
EV000491,SOP043-000242,2024-05-23,abierto
EV000492,SOP043-000243,2024-05-23,abierto
EV000493,SOP043-000244,2024-05-24,abierto
EV000494,SOP043-000244,2024-05-25,cerrado
EV000495,SOP043-000244,2024-05-26,abierto
EV000496,SOP043-000244,2024-05-28,cerrado
EV000497,SOP043-000245,2024-05-25,abierto
EV000498,SOP043-000245,2024-05-26,cerrado
EV000499,SOP043-000245,2024-05-27,abierto
EV000500,SOP043-000245,2024-05-29,cerrado
EV000501,SOP043-000246,2024-05-25,abierto
EV000502,SOP043-000247,2024-05-26,abierto
EV000503,SOP043-000247,2024-05-27,cerrado
EV000504,SOP043-000248,2024-05-26,abierto
EV000505,SOP043-000248,2024-05-27,cerrado
EV000506,SOP043-000249,2024-05-27,abierto
EV000507,SOP043-000249,2024-05-28,cerrado
EV000508,SOP043-000249,2024-05-29,abierto
EV000509,SOP043-000249,2024-05-31,cerrado
EV000510,SOP043-000250,2024-05-27,abierto
EV000511,SOP043-000250,2024-05-28,cerrado
EV000512,SOP043-000251,2024-05-28,abierto
EV000513,SOP043-000251,2024-05-29,cerrado
EV000514,SOP043-000252,2024-05-29,abierto
EV000515,SOP043-000252,2024-05-30,cerrado
EV000516,SOP043-000253,2024-05-29,abierto
EV000517,SOP043-000253,2024-05-30,cerrado
EV000518,SOP043-000254,2024-05-30,abierto
EV000519,SOP043-000254,2024-05-31,cerrado
EV000520,SOP043-000255,2024-05-30,abierto
EV000521,SOP043-000255,2024-05-31,cerrado
EV000522,SOP043-000256,2024-05-31,abierto
EV000523,SOP043-000256,2024-06-01,cerrado
EV000524,SOP043-000257,2024-06-01,abierto
EV000525,SOP043-000257,2024-06-02,cerrado
EV000526,SOP043-000258,2024-06-01,abierto
EV000527,SOP043-000258,2024-06-02,cerrado
EV000528,SOP043-000259,2024-06-02,abierto
EV000529,SOP043-000259,2024-06-03,cerrado
EV000530,SOP043-000260,2024-06-02,abierto
EV000531,SOP043-000260,2024-06-04,cerrado
EV000532,SOP043-000261,2024-06-03,abierto
EV000533,SOP043-000261,2024-06-05,cerrado
EV000534,SOP043-000262,2024-06-04,abierto
EV000535,SOP043-000262,2024-06-05,cerrado
EV000536,SOP043-000263,2024-06-04,abierto
EV000537,SOP043-000263,2024-06-05,cerrado
EV000538,SOP043-000264,2024-06-05,abierto
EV000539,SOP043-000264,2024-06-06,cerrado
EV000540,SOP043-000265,2024-06-05,abierto
EV000541,SOP043-000265,2024-06-06,cerrado
EV000542,SOP043-000265,2024-06-07,abierto
EV000543,SOP043-000265,2024-06-09,cerrado
EV000544,SOP043-000266,2024-06-06,abierto
EV000545,SOP043-000266,2024-06-08,cerrado
EV000546,SOP043-000267,2024-06-07,abierto
EV000547,SOP043-000267,2024-06-12,cerrado
EV000548,SOP043-000268,2024-06-07,abierto
EV000549,SOP043-000268,2024-06-08,cerrado
EV000550,SOP043-000269,2024-06-08,abierto
EV000551,SOP043-000269,2024-06-09,cerrado
EV000552,SOP043-000270,2024-06-08,abierto
EV000553,SOP043-000270,2024-06-09,cerrado
EV000554,SOP043-000271,2024-06-09,abierto
EV000555,SOP043-000271,2024-06-10,cerrado
EV000556,SOP043-000271,2024-06-11,abierto
EV000557,SOP043-000271,2024-06-13,cerrado
EV000558,SOP043-000272,2024-06-10,abierto
EV000559,SOP043-000272,2024-06-11,cerrado
EV000560,SOP043-000273,2024-06-10,abierto
EV000561,SOP043-000273,2024-06-11,cerrado
EV000562,SOP043-000274,2024-06-11,abierto
EV000563,SOP043-000274,2024-06-14,cerrado
EV000564,SOP043-000275,2024-06-11,abierto
EV000565,SOP043-000275,2024-06-12,cerrado
EV000566,SOP043-000276,2024-06-12,abierto
EV000567,SOP043-000276,2024-06-13,cerrado
EV000568,SOP043-000277,2024-06-13,abierto
EV000569,SOP043-000277,2024-06-15,cerrado
EV000570,SOP043-000278,2024-06-13,abierto
