registro_id	fecha	sensor	zona	valor	unidad	horas_operativas
SEN069-000097	2024-02-02	S1	norte	20.05	C	6
SEN069-000098	2024-02-02	S2	 CENTRO 	30.1	C	18
SEN069-000099	2024-02-02	S3	sur	79.43	F	6
SEN069-000100	2024-02-03	S1	norte	21.86	C	12
SEN069-000101	2024-02-03	S2	centro	29.81	C	24
SEN069-000102	2024-02-03	S3	sur	81.74	F	24
SEN069-000103	2024-02-04	S1	norte	24.79	C	24
SEN069-000104	2024-02-04	S2	centro	26.16	C	18
SEN069-000105	2024-02-04	S3	sur	82.06	F	12
SEN069-000106	2024-02-05	S1	norte	24.66	C	24
SEN069-000107	2024-02-05	S2	centro	26.47	C	6
SEN069-000108	2024-02-05	S3	sur	78.77	F	18
SEN069-000109	2024-02-06	S1	norte	25.08	C	18
SEN069-000110	2024-02-06	S2	centro	26.16	C	12
SEN069-000111	2024-02-06	S3	sur	76.31	F	18
SEN069-000112	2024-02-07	S1	norte	17.77	C	18
SEN069-000113	2024-02-07	S2	centro	25.61	C	6
SEN069-000114	2024-02-07	S3	sur	74.71	F	24
SEN069-000115	2024-02-08	S1	norte	20.99	C	12
SEN069-000116	2024-02-08	S2	centro	25.79	C	6
SEN069-000117	2024-02-08	S3	sur	83.62	F	12
SEN069-000118	2024-02-09	S1	norte	24.27	C	24
SEN069-000119	2024-02-09	S2	centro	23.21	C	24
SEN069-000120	2024-02-09	S3	sur	81.99	F	6
SEN069-000121	2024-02-10	S1	norte	22.64	C	24
SEN069-000122	2024-02-10	S2	centro	24.74	C	24
SEN069-000123	2024-02-10	S3	sur	80.12	F	12
SEN069-000125	2024-02-11	S2	centro	24.53	C	24
SEN069-000126	2024-02-11	S3	sur	77.79	F	24
SEN069-000127	2024-02-12	S1	norte	22.09	C	18
SEN069-000128	2024-02-12	S2	centro	22.93	C	12
SEN069-000129	2024-02-12	S3	sur	83.54	F	24
SEN069-000130	2024-02-13	S1	norte	22.96	C	18
SEN069-000131	2024-02-13	S2	centro	22.11	C	6
SEN069-000132	2024-02-13	S3	sur	86.77	F	24
SEN069-000133	2024-02-14	S1	norte	23.72	C	18
SEN069-000134	2024-02-14	S2	centro	24.69	C	18
SEN069-000135	2024-02-14	S3	sur	77.73	F	6
SEN069-000136	2024-02-15	S1	norte	23.89	C	6
SEN069-000137	2024-02-15	S2	centro	27.44	C	18
SEN069-000138	2024-02-15	S3	sur	82.99	F	6
SEN069-000139	2024-02-16	S1	norte	21.47	C	24
SEN069-000140	2024-02-16	S2	centro	24.43	C	6
SEN069-000141	2024-02-16	S3	sur	80.89	F	6
SEN069-000142	2024-02-17	S1	norte	24.95	C	24
SEN069-000143	2024-02-17	S2	centro	21.72	C	6
SEN069-000144	2024-02-17	S3	sur	79.71	F	18
SEN069-000145	2024-02-18	S1	norte	24.07	C	24
SEN069-000146	2024-02-18	S2	centro	23.98	C	24
SEN069-000147	2024-02-18	S3	sur	80.14	F	24
SEN069-000148	2024-02-19	S1	norte	24.6	C	24
SEN069-000149	2024-02-19	S2	centro	26.55	C	24
SEN069-000150	2024-02-19	S3	sur	81.17	F	6
SEN069-000151	2024-02-20	S1	norte	23.28	C	6
SEN069-000152	2024-02-20	S2	centro	26.54	C	6
SEN069-000153	2024-02-20	S3	sur	74.89	F	24
SEN069-000154	2024-02-21	S1	norte	22.25	C	12
SEN069-000155	2024-02-21	S2	centro	28.82	C	18
SEN069-000156	2024-02-21	S3	sur	84.74	F	12
SEN069-000157	2024-02-22	S1	norte	25.88	C	6
SEN069-000158	2024-02-22	S2	centro	25.24	C	24
SEN069-000159	2024-02-22	S3	sur	82.28	F	18
SEN069-000160	2024-02-23	S1	norte	21.4	C	18
SEN069-000161	2024-02-23	S2	centro	23.09	C	18
SEN069-000162	2024-02-23	S3	sur	85.97	F	24
SEN069-000163	2024-02-24	S1	norte	22.6	C	18
SEN069-000164	2024-02-24	S2	centro	25.01	C	24
SEN069-000165	2024-02-24	S3	sur	86.53	F	12
SEN069-000166	2024-02-25	S1	norte	24.58	C	24
SEN069-000167	2024-02-25	S2	centro		C	12
SEN069-000168	2024-02-25	S3	sur	81.52	F	18
SEN069-000169	2024-02-26	S1	norte	23.69	C	6
SEN069-000170	2024-02-26	S2	centro	25.32	C	24
SEN069-000171	2024-02-26	S3	sur	88.97	F	24
SEN069-000172	2024-02-27	S1	norte	25.08	C	6
SEN069-000173	2024-02-27	S2	centro	26.2	C	24
SEN069-000174	2024-02-27	S3	sur	83.53	F	12
SEN069-000175	2024-02-28	S1	norte	26.04	C	6
SEN069-000176	2024-02-28	S2	centro	26.69	C	24
SEN069-000178	2024-02-29	S1	norte	23.44	C	12
SEN069-000179	2024-02-29	S2	centro	25.11	C	24
SEN069-000180	2024-02-29	S3	sur	82.25	F	24
SEN069-000181	2024-03-01	S1	norte	22.18	C	24
SEN069-000182	2024-03-01	S2	centro	27.82	C	12
SEN069-000183	2024-03-01	S3	sur	82.3	F	24
SEN069-000184	2024-03-02	S1	norte	23.45	C	24
SEN069-000185	2024-03-02	S2	centro	27.67	C	24
SEN069-000186	2024-03-02	S3	sur	85.08	F	24
SEN069-000187	2024-03-03	S1	norte	26.79	C	24
SEN069-000188	2024-03-03	S2	centro	24.75	C	6
SEN069-000189	2024-03-03	S3	sur	82.93	F	12
SEN069-000190	2024-03-04	S1	norte	24.64	C	24
SEN069-000191	2024-03-04	S2	centro	26.22	C	12
SEN069-000192	2024-03-04	S3	sur	84.87	F	12
SEN069-000193	2024-03-05	S1	norte	25.46	C	24
SEN069-000194	2024-03-05	S2	centro	25.81	C	24
SEN069-000195	2024-03-05	S3	 SUR 	80.17	F	12
SEN069-000196	2024-03-06	S1	norte	24.91	C	12
SEN069-000197	2024-03-06	S2	centro	26.4	C	18
SEN069-000198	2024-03-06	S3	sur	82.66	F	24
SEN069-000199	2024-03-07	S1	norte	22.27	C	24
SEN069-000200	2024-03-07	S2	centro	27.55	C	18
SEN069-000201	2024-03-07	S3	sur	79.46	F	24
SEN069-000202	2024-03-08	S1	norte	22.55	C	24
SEN069-000203	2024-03-08	S2	centro	24.06	C	24
SEN069-000204	2024-03-08	S3	sur	82.47	F	12
SEN069-000205	2024-03-09	S1	norte	25.19	C	18
SEN069-000206	2024-03-09	S2	centro	24.96	C	24
SEN069-000207	2024-03-09	S3	sur	89.03	F	24
SEN069-000208	2024-03-10	S1	norte	19.29	C	6
SEN069-000209	2024-03-10	S2	centro	25.8	C	24
SEN069-000210	2024-03-10	S3	sur	80.7	F	18
SEN069-000211	2024-03-11	S1	norte	23.07	C	12
SEN069-000212	2024-03-11	S2	centro	28,15	C	24
SEN069-000213	2024-03-11	S3	sur	81.59	F	24
SEN069-000214	2024-03-12	S1	norte	24.54	C	24
SEN069-000215	2024-03-12	S2	centro	26.84	C	24
SEN069-000216	2024-03-12	S3	sur	83.19	F	24
SEN069-000217	2024-03-13	S1	norte	25.23	C	24
SEN069-000218	2024-03-13	S2	centro	29.12	C	24
SEN069-000219	2024-03-13	S3	sur	82.46	F	18
SEN069-000220	2024-03-14	S1	norte	26.37	C	24
SEN069-000221	2024-03-14	S2	centro	24.8	C	24
SEN069-000222	2024-03-14	S3	sur	79.98	F	18
SEN069-000223	2024-03-15	S1	norte	25.44	C	6
SEN069-000224	2024-03-15	S2	centro	25.2	C	18
SEN069-000225	2024-03-15	S3	sur	81.73	F	12
SEN069-000226	2024-03-16	S1	norte	26.4	C	18
SEN069-000227	2024-03-16	S2	centro	28.22	C	24
SEN069-000228	2024-03-16	S3	sur	86.34	F	24
SEN069-000229	2024-03-17	S1	norte	28.35	C	24
SEN069-000231	2024-03-17	S3	sur	85.16	F	12
SEN069-000232	2024-03-18	S1	norte	26.19	C	24
SEN069-000233	2024-03-18	S2	centro	26.43	C	24
SEN069-000234	2024-03-18	S3	sur	85.64	F	24
SEN069-000235	2024-03-19	S1	norte	25.85	C	24
SEN069-000236	2024-03-19	S2	centro	27.97	C	12
SEN069-000237	2024-03-19	S3	sur	79.43	F	24
SEN069-000238	2024-03-20	S1	norte	24.87	C	24
SEN069-000239	2024-03-20	S2	centro	25.96	C	24
SEN069-000240	2024-03-20	S3	sur	83.72	F	24
SEN069-000241	2024-03-21	S1	norte	26.99	C	24
SEN069-000242	2024-03-21	S2	centro	27.99	C	18
SEN069-000243	2024-03-21	S3	sur	83.54	F	12
SEN069-000244	2024-03-22	S1	norte	22.31	C	18
SEN069-000245	2024-03-22	S2	centro	26.18	C	24
SEN069-000246	2024-03-22	S3	sur	88.59	F	12
SEN069-000247	2024-03-23	S1	norte	22.75	C	24
SEN069-000248	2024-03-23	S2	centro	27.89	C	24
SEN069-000249	2024-03-23	S3	sur	84.85	F	12
SEN069-000250	2024-03-24	S1	norte		C	24
SEN069-000251	2024-03-24	S2	centro	24.32	C	6
SEN069-000252	2024-03-24	S3	sur	89.08	F	24
SEN069-000253	2024-03-25	S1	norte	23.51	C	24
SEN069-000254	2024-03-25	S2	centro	29.95	C	24
SEN069-000255	2024-03-25	S3	sur	90.48	F	12
SEN069-000256	2024-03-26	S1	norte	22.96	C	18
SEN069-000257	2024-03-26	S2	centro	26.82	C	18
SEN069-000258	2024-03-26	S3	sur	88.96	F	24
SEN069-000259	2024-03-27	S1	norte	24.81	C	12
SEN069-000260	2024-03-27	S2	centro	28.1	C	24
SEN069-000261	2024-03-27	S3	sur	84.07	F	24
SEN069-000262	2024-03-28	S1	norte	26.95	C	24
SEN069-000263	2024-03-28	S2	centro	26.81	C	12
SEN069-000264	2024-03-28	S3	sur	82.73	F	6
SEN069-000265	2024-03-29	S1	norte	24.63	C	12
SEN069-000266	2024-03-29	S2	centro	27.03	C	12
SEN069-000267	2024-03-29	S3	sur	82.53	F	6
SEN069-000268	2024-03-30	S1	norte	26.37	C	12
SEN069-000269	2024-03-30	S2	centro	27.08	C	6
SEN069-000270	2024-03-30	S3	sur	87.43	F	6
SEN069-000271	2024-03-31	S1	norte	27.12	C	6
SEN069-000272	2024-03-31	S2	centro	26.01	C	24
SEN069-000273	2024-03-31	S3	sur	81.62	F	24
SEN069-000274	2024-04-01	S1	norte	26.06	C	24
SEN069-000275	2024-04-01	S2	centro	28.44	C	6
SEN069-000276	2024-04-01	S3	sur	80.22	F	24
SEN069-000277	2024-04-02	S1	norte	25.59	C	18
SEN069-000278	2024-04-02	S2	centro	24.84	C	24
SEN069-000279	2024-04-02	S3	sur	81.94	F	18
SEN069-000280	2024-04-03	S1	norte	23.46	C	6
SEN069-000281	2024-04-03	S2	centro	26.72	C	24
SEN069-000282	2024-04-03	S3	sur	77.34	F	12
SEN069-000284	2024-04-04	S2	centro	28.24	C	24
SEN069-000285	2024-04-04	S3	sur	85.13	F	6
SEN069-000286	2024-04-05	S1	norte	23.81	C	24
SEN069-000287	2024-04-05	S2	centro	25.08	C	12
SEN069-000288	2024-04-05	S3	sur	83.62	F	18
SEN069-000289	2024-04-06	S1	norte	24.76	C	6
SEN069-000290	2024-04-06	S2	centro	26.67	C	24
SEN069-000291	2024-04-06	S3	sur	85.29	F	18
SEN069-000292	2024-04-07	S1	 NORTE 	28.84	C	12
SEN069-000293	2024-04-07	S2	centro	27.09	C	24
SEN069-000294	2024-04-07	S3	sur	80.51	F	24
SEN069-000295	2024-04-08	S1	norte	24.77	C	18
SEN069-000296	2024-04-08	S2	centro	27.01	C	24
SEN069-000297	2024-04-08	S3	sur	88.22	F	24
SEN069-000298	2024-04-09	S1	norte	23.85	C	18
SEN069-000299	2024-04-09	S2	centro	26.42	C	6
SEN069-000300	2024-04-09	S3	sur	85.58	F	24
SEN069-000301	2024-04-10	S1	norte	27.14	C	12
SEN069-000302	2024-04-10	S2	centro	25.8	C	24
SEN069-000303	2024-04-10	S3	sur	82.88	F	12
SEN069-000304	2024-04-11	S1	norte	23.37	C	6
SEN069-000305	2024-04-11	S2	centro	28.13	C	18
SEN069-000306	2024-04-11	S3	sur	84.49	F	24
SEN069-000307	2024-04-12	S1	norte	24.45	C	18
SEN069-000308	2024-04-12	S2	centro	23.49	C	6
SEN069-000309	2024-04-12	S3	sur	85.46	F	12
SEN069-000310	2024-04-13	S1	norte	25.42	C	24
SEN069-000311	2024-04-13	S2	centro	30.02	C	12
SEN069-000312	2024-04-13	S3	sur	83.57	F	12
SEN069-000313	2024-04-14	S1	norte	29.39	C	24
SEN069-000314	2024-04-14	S2	centro	28.06	C	18
SEN069-000315	2024-04-14	S3	sur	84.09	F	24
SEN069-000316	2024-04-15	S1	norte	25.45	C	24
SEN069-000317	2024-04-15	S2	centro	27.94	C	24
SEN069-000318	2024-04-15	S3	sur	78.09	F	24
SEN069-000319	2024-04-16	S1	norte	25.5	C	24
SEN069-000320	2024-04-16	S2	centro	24.59	C	12
SEN069-000321	2024-04-16	S3	sur	88.33	F	24
SEN069-000322	2024-04-17	S1	norte	25.7	C	24
SEN069-000323	2024-04-17	S2	centro	22.9	C	24
SEN069-000324	2024-04-17	S3	sur	85.99	F	24
SEN069-000325	2024-04-18	S1	norte	24.54	C	24
SEN069-000326	2024-04-18	S2	centro	27.56	C	24
SEN069-000327	2024-04-18	S3	sur	82.73	F	24
SEN069-000328	2024-04-19	S1	norte	25.32	C	12
SEN069-000329	2024-04-19	S2	centro	24.96	C	24
SEN069-000330	2024-04-19	S3	sur	83.7	F	24
SEN069-000331	2024-04-20	S1	norte	24.22	C	24
SEN069-000332	2024-04-20	S2	centro	28.82	C	24
SEN069-000333	2024-04-20	S3	sur		F	18
SEN069-000334	2024-04-21	S1	norte	24.5	C	24
SEN069-000335	2024-04-21	S2	centro	26.61	C	6
SEN069-000337	2024-04-22	S1	norte	25.68	C	24
SEN069-000338	2024-04-22	S2	centro	27.85	C	24
SEN069-000339	2024-04-22	S3	sur	84.01	F	24
SEN069-000340	2024-04-23	S1	norte	26.97	C	24
SEN069-000341	2024-04-23	S2	centro	25.21	C	12
SEN069-000342	2024-04-23	S3	sur	78.9	F	24
SEN069-000343	2024-04-24	S1	norte	22.29	C	24
SEN069-000344	2024-04-24	S2	centro	27.0	C	18
SEN069-000345	2024-04-24	S3	sur	85.72	F	24
SEN069-000346	2024-04-25	S1	norte	25.02	C	24
SEN069-000347	2024-04-25	S2	centro	27.5	C	12
SEN069-000348	2024-04-25	S3	sur	77.17	F	24
SEN069-000349	2024-04-26	S1	norte	27.53	C	18
SEN069-000350	2024-04-26	S2	centro	27.04	C	6
SEN069-000351	2024-04-26	S3	sur	86.4	F	24
SEN069-000352	2024-04-27	S1	norte	22.43	C	18
SEN069-000353	2024-04-27	S2	centro	27.68	C	24
SEN069-000354	2024-04-27	S3	sur	77.25	F	24
SEN069-000355	2024-04-28	S1	norte	24.05	C	12
SEN069-000356	2024-04-28	S2	centro	27.3	C	24
SEN069-000357	2024-04-28	S3	sur	84.06	F	24
SEN069-000358	2024-04-29	S1	norte	26.21	C	24
SEN069-000359	2024-04-29	S2	centro	27.58	C	24
SEN069-000360	2024-04-29	S3	sur	86.51	F	24
SEN069-000361	2024-04-30	S1	norte	22.33	C	24
SEN069-000362	2024-04-30	S2	centro	25.37	C	12
SEN069-000363	2024-04-30	S3	sur	79.96	F	12
SEN069-000364	2024-05-01	S1	norte	26.44	C	24
SEN069-000365	2024-05-01	S2	centro	25.51	C	12
SEN069-000366	2024-05-01	S3	sur	90.95	F	24
SEN069-000367	2024-05-02	S1	norte	23.59	C	24
SEN069-000368	2024-05-02	S2	centro	28.22	C	12
SEN069-000369	2024-05-02	S3	sur	80.33	F	24
SEN069-000370	2024-05-03	S1	norte	25.13	C	6
SEN069-000371	2024-05-03	S2	centro	24.17	C	24
SEN069-000372	2024-05-03	S3	sur	80.5	F	12
SEN069-000373	2024-05-04	S1	norte	23.59	C	12
SEN069-000374	2024-05-04	S2	centro	24.45	C	24
SEN069-000375	2024-05-04	S3	sur	83.42	F	18
SEN069-000376	2024-05-05	S1	norte	26.22	C	24
SEN069-000377	2024-05-05	S2	centro	25.22	C	18
SEN069-000378	2024-05-05	S3	sur	79.33	F	24
SEN069-000379	2024-05-06	S1	norte	23.54	C	24
SEN069-000380	2024-05-06	S2	centro	25.78	C	24
SEN069-000381	2024-05-06	S3	sur	88.11	F	24
SEN069-000382	2024-05-07	S1	norte	24.4	C	24
SEN069-000383	2024-05-07	S2	centro	22.36	C	12
SEN069-000384	2024-05-07	S3	sur	81.2	F	24
SEN069-000385	2024-05-08	S1	norte	25.37	C	24
SEN069-000386	2024-05-08	S2	centro	24.46	C	18
SEN069-000387	2024-05-08	S3	sur	85.71	F	6
SEN069-000388	2024-05-09	S1	norte	24.21	C	24
SEN069-000390	2024-02-30	S3	sur	83.75	F	12
SEN069-000391	2024-05-10	S1	norte	23.13	C	18
SEN069-000392	2024-05-10	S2	centro	27.25	C	24
SEN069-000393	2024-05-10	S3	sur	81.51	F	24
SEN069-000394	2024-05-11	S1	norte	25.91	C	6
SEN069-000395	2024-05-11	S2	centro	23.69	C	24
SEN069-000396	2024-05-11	S3	sur	83.85	F	18
SEN069-000397	2024-05-12	S1	norte	20.89	C	6
SEN069-000398	2024-05-12	S2	centro	24.07	C	24
SEN069-000399	2024-05-12	S3	sur	83.6	F	24
SEN069-000400	2024-05-13	S1	norte	23.38	C	18
SEN069-000401	2024-05-13	S2	centro	23.45	C	24
SEN069-000402	2024-05-13	S3	sur	80.01	F	24
SEN069-000403	2024-05-14	S1	norte	22.14	C	6
SEN069-000404	2024-05-14	S2	centro	25.93	C	6
SEN069-000405	2024-05-14	S3	sur	86.32	F	24
SEN069-000406	2024-05-15	S1	norte	22.48	C	6
SEN069-000407	2024-05-15	S2	centro	23.11	C	12
SEN069-000408	2024-05-15	S3	sur	77.48	F	24
SEN069-000409	2024-05-16	S1	norte	23.68	C	6
SEN069-000410	2024-05-16	S2	centro	26.13	C	24
SEN069-000411	2024-05-16	S3	sur	82.02	F	24
SEN069-000412	2024-05-17	S1	norte	20.1	C	24
SEN069-000413	2024-05-17	S2	centro	27.62	C	12
SEN069-000414	2024-05-17	S3	sur	87.92	F	24
SEN069-000415	2024-05-18	S1	norte	22.28	C	24
SEN069-000416	2024-05-18	S2	centro		C	6
SEN069-000417	2024-05-18	S3	sur	79.58	F	24
SEN069-000418	2024-05-19	S1	norte	23.95	C	24
SEN069-000419	2024-05-19	S2	centro	23.87	C	18
SEN069-000420	2024-05-19	S3	sur	82.77	F	18
SEN069-000451	2024-05-30	S1	norte	21.02	C	12
SEN069-000452	2024-05-30	S2	centro	23.99	C	12
SEN069-000453	2024-05-30	S3	sur	83.06	F	12
SEN069-000454	2024-05-31	S1	norte	20.85	C	12
SEN069-000455	2024-05-31	S2	centro	24.06	C	12
SEN069-000456	2024-05-31	S3	sur	77.78	F	6
SEN069-000457	2024-06-01	S1	norte	19.16	C	24
SEN069-000458	2024-06-01	S2	centro	21.03	C	12
SEN069-000459	2024-06-01	S3	sur	83.0	F	24
SEN069-000460	2024-06-02	S1	norte	18.67	C	24
SEN069-000461	2024-06-02	S2	centro	20.67	C	18
SEN069-000462	2024-06-02	S3	sur	74.7	F	12
SEN069-000463	2024-06-03	S1	norte	19.11	C	12
SEN069-000464	2024-06-03	S2	centro	22.42	C	18
SEN069-000465	2024-06-03	S3	sur	85.81	F	24
SEN069-000466	2024-06-04	S1	norte	18.94	C	24
SEN069-000467	2024-06-04	S2	centro	20.55	C	18
SEN069-000468	2024-06-04	S3	sur	76.94	F	6
SEN069-000469	2024-06-05	S1	norte	20.14	C	24
SEN069-000470	2024-06-05	S2	centro	27.09	C	24
SEN069-000471	2024-06-05	S3	sur	81.53	F	18
SEN069-000472	2024-06-06	S1	norte	25.13	C	6
SEN069-000473	2024-06-06	S2	centro	23.79	C	6
SEN069-000474	2024-06-06	S3	sur	82.66	F	24
SEN069-000475	2024-06-07	S1	norte	21.01	C	24
SEN069-000476	2024-06-07	S2	centro	22.8	C	24
SEN069-000477	2024-06-07	S3	sur	80.17	F	18
SEN069-000478	2024-06-08	S1	norte	20.74	C	24
SEN069-000479	2024-06-08	S2	centro	21.74	C	24
SEN069-000480	2024-06-08	S3	sur	81.72	F	24
SEN069-000481	2024-06-09	S1	norte	24.03	C	12
SEN069-000482	2024-06-09	S2	centro	25.29	C	12
SEN069-000483	2024-06-09	S3	sur	76.06	F	24
SEN069-000484	2024-06-10	S1	norte	20.35	C	24
SEN069-000485	2024-06-10	S2	centro	25.44	C	12
SEN069-000486	2024-06-10	S3	 SUR 	79.19	F	6
SEN069-000487	2024-06-11	S1	norte	20.99	C	12
SEN069-000488	2024-06-11	S2	centro	24.21	C	6
SEN069-000489	2024-06-11	S3	sur	73.26	F	18
SEN069-000490	2024-06-12	S1	norte	23.52	C	18
SEN069-000491	2024-06-12	S2	centro	24.98	C	12
SEN069-000492	2024-06-12	S3	sur	73.43	F	6
SEN069-000493	2024-06-13	S1	norte	19.76	C	24
SEN069-000494	2024-06-13	S2	centro	22.67	C	24
SEN069-000496	2024-06-14	S1	norte	17.78	C	24
SEN069-000497	2024-06-14	S2	centro	20.42	C	12
SEN069-000498	2024-06-14	S3	sur	77.14	F	6
SEN069-000499	2024-06-15	S1	norte		C	24
SEN069-000500	2024-06-15	S2	centro	22.81	C	24
SEN069-000501	2024-06-15	S3	sur	81.33	F	24
SEN069-000502	2024-06-16	S1	norte	23.27	C	24
SEN069-000503	2024-06-16	S2	centro	21.71	C	6
SEN069-000504	2024-06-16	S3	sur	77.99	F	18
SEN069-000505	2024-06-17	S1	norte	16.94	C	24
SEN069-000506	2024-06-17	S2	centro	25.17	C	6
SEN069-000507	2024-06-17	S3	sur	76.13	F	24
SEN069-000508	2024-06-18	S1	norte	16.74	C	24
SEN069-000509	2024-06-18	S2	centro	20.64	C	12
SEN069-000510	2024-06-18	S3	sur	77.0	F	24
SEN069-000511	2024-06-19	S1	norte	21.64	C	6
SEN069-000512	2024-06-19	S2	centro	25.65	C	12
SEN069-000513	2024-06-19	S3	sur	79.23	F	24
SEN069-000514	2024-06-20	S1	norte	21.0	C	12
SEN069-000515	2024-06-20	S2	centro	22.53	C	24
SEN069-000516	2024-06-20	S3	sur	77.12	F	18
SEN069-000517	2024-06-21	S1	norte	19.22	C	24
SEN069-000518	2024-06-21	S2	centro	21.09	C	24
SEN069-000519	2024-06-21	S3	sur	78.11	F	24
SEN069-000520	2024-06-22	S1	norte	20.12	C	6
