registro_id	fecha	sensor	zona	valor	unidad	horas_operativas
SEN094-000306	2024-04-11	S3	sur	87.24	F	24
SEN094-000307	2024-04-12	S1	norte	26.65	C	24
SEN094-000308	2024-04-12	S2	centro	28.48	C	24
SEN094-000309	2024-04-12	S3	sur	86.38	F	18
SEN094-000310	2024-04-13	S1	norte	28.74	C	24
SEN094-000311	2024-04-13	S2	centro	27.19	C	12
SEN094-000312	2024-04-13	S3	sur	86.13	F	24
SEN094-000313	2024-04-14	S1	norte	25.28	C	12
SEN094-000314	2024-04-14	S2	centro	23.18	C	12
SEN094-000315	2024-04-14	S3	sur	83.58	F	18
SEN094-000316	2024-04-15	S1	norte	25.6	C	6
SEN094-000317	2024-04-15	S2	centro	27.38	C	24
SEN094-000318	2024-04-15	S3	sur	88.47	F	6
SEN094-000319	2024-04-16	S1	norte	18.22	C	24
SEN094-000320	2024-04-16	S2	centro	25.78	C	24
SEN094-000321	2024-04-16	S3	sur	83.88	F	12
SEN094-000322	2024-04-17	S1	norte	24.28	C	12
SEN094-000323	2024-04-17	S2	centro	28.87	C	12
SEN094-000324	2024-04-17	S3	sur	83.93	F	24
SEN094-000325	2024-04-18	S1	norte	24.34	C	18
SEN094-000326	2024-04-18	S2	centro	26.99	C	18
SEN094-000327	2024-04-18	S3	sur	89.7	F	6
SEN094-000328	2024-04-19	S1	norte	23.13	C	18
SEN094-000329	2024-04-19	S2	centro	23.33	C	24
SEN094-000330	2024-04-19	S3	sur	85.1	F	24
SEN094-000331	2024-04-20	S1	norte	21.92	C	24
SEN094-000332	2024-04-20	S2	centro	27.43	C	12
SEN094-000333	2024-04-20	S3	sur		F	24
SEN094-000334	2024-04-21	S1	norte	28.57	C	24
SEN094-000335	2024-04-21	S2	centro	27.2	C	24
SEN094-000337	2024-04-22	S1	norte	25.94	C	24
SEN094-000338	2024-04-22	S2	centro	27.42	C	12
SEN094-000339	2024-04-22	S3	sur	82.8	F	24
SEN094-000340	2024-04-23	S1	norte	25.01	C	12
SEN094-000341	2024-04-23	S2	centro	24.33	C	24
SEN094-000342	2024-04-23	S3	sur	87.41	F	6
SEN094-000343	2024-04-24	S1	norte	21.56	C	24
SEN094-000344	2024-04-24	S2	centro	23.79	C	24
SEN094-000345	2024-04-24	S3	sur	83.35	F	6
SEN094-000346	2024-04-25	S1	norte	25.35	C	12
SEN094-000347	2024-04-25	S2	centro	25.84	C	24
SEN094-000348	2024-04-25	S3	sur	88.6	F	12
SEN094-000349	2024-04-26	S1	norte	23.97	C	18
SEN094-000350	2024-04-26	S2	centro	28.81	C	24
SEN094-000351	2024-04-26	S3	sur	82.59	F	24
SEN094-000352	2024-04-27	S1	norte	25.96	C	24
SEN094-000353	2024-04-27	S2	centro	24.08	C	24
SEN094-000354	2024-04-27	S3	sur	83.25	F	24
SEN094-000355	2024-04-28	S1	norte	23.98	C	18
SEN094-000356	2024-04-28	S2	centro	28.59	C	12
SEN094-000357	2024-04-28	S3	sur	78.91	F	18
SEN094-000358	2024-04-29	S1	norte	25.29	C	18
SEN094-000359	2024-04-29	S2	centro	27.09	C	24
SEN094-000360	2024-04-29	S3	sur	85.02	F	12
SEN094-000361	2024-04-30	S1	norte	24.77	C	24
SEN094-000362	2024-04-30	S2	centro	23.09	C	24
SEN094-000363	2024-04-30	S3	sur	88.22	F	24
SEN094-000364	2024-05-01	S1	norte	25.81	C	12
SEN094-000365	2024-05-01	S2	centro	24.39	C	24
SEN094-000366	2024-05-01	S3	sur	83.21	F	24
SEN094-000367	2024-05-02	S1	norte	25.5	C	6
SEN094-000368	2024-05-02	S2	centro	30.44	C	18
SEN094-000369	2024-05-02	S3	sur	88.59	F	24
SEN094-000370	2024-05-03	S1	norte	23.46	C	24
SEN094-000371	2024-05-03	S2	centro	25.79	C	24
SEN094-000372	2024-05-03	S3	sur	82.49	F	24
SEN094-000373	2024-05-04	S1	norte	22.75	C	12
SEN094-000374	2024-05-04	S2	centro	26.19	C	24
SEN094-000375	2024-05-04	S3	sur	91.26	F	12
SEN094-000376	2024-05-05	S1	norte	24.19	C	18
SEN094-000377	2024-05-05	S2	centro	25.65	C	12
SEN094-000378	2024-05-05	S3	sur	80.07	F	12
SEN094-000379	2024-05-06	S1	norte	23.27	C	24
SEN094-000380	2024-05-06	S2	centro	25.16	C	12
SEN094-000381	2024-05-06	S3	sur	76.29	F	24
SEN094-000382	2024-05-07	S1	norte	21.53	C	12
SEN094-000383	2024-05-07	S2	centro	23.29	C	24
SEN094-000384	2024-05-07	S3	sur	76.63	F	6
SEN094-000385	2024-05-08	S1	norte	24.02	C	24
SEN094-000386	2024-05-08	S2	centro	26.71	C	24
SEN094-000387	2024-05-08	S3	sur	81.33	F	24
SEN094-000388	2024-05-09	S1	norte	27.66	C	24
SEN094-000390	2024-05-09	S3	sur	82.24	F	12
SEN094-000391	2024-05-10	S1	norte	24.66	C	6
SEN094-000392	2024-05-10	S2	centro	27.32	C	24
SEN094-000393	2024-05-10	S3	sur	79.76	F	24
SEN094-000394	2024-05-11	S1	norte	22.93	C	12
SEN094-000395	2024-05-11	S2	centro	27.31	C	24
SEN094-000396	2024-05-11	S3	sur	79.02	F	6
SEN094-000397	2024-05-12	S1	norte	23.29	C	24
SEN094-000398	2024-05-12	S2	centro	26.86	C	12
SEN094-000399	2024-05-12	S3	sur	82.22	F	24
SEN094-000400	2024-05-13	S1	norte	24.18	C	24
SEN094-000401	2024-05-13	S2	centro	24.92	C	6
SEN094-000402	2024-05-13	S3	sur	83.15	F	18
SEN094-000403	2024-05-14	S1	norte	23.0	C	24
SEN094-000404	2024-05-14	S2	centro	25.42	C	6
SEN094-000405	2024-05-14	S3	sur	76.17	F	24
SEN094-000406	2024-05-15	S1	norte	18.08	C	18
SEN094-000407	2024-05-15	S2	centro	26.17	C	24
SEN094-000408	2024-05-15	S3	sur	83.2	F	24
SEN094-000409	2024-05-16	S1	norte	23.53	C	24
SEN094-000410	2024-05-16	S2	centro	26.16	C	12
SEN094-000411	2024-05-16	S3	sur	79.17	F	24
SEN094-000412	2024-05-17	S1	norte	20.32	C	24
SEN094-000413	2024-05-17	S2	centro	24.3	C	6
SEN094-000414	2024-05-17	S3	sur	76.75	F	24
SEN094-000415	2024-05-18	S1	norte	23.44	C	12
SEN094-000416	2024-05-18	S2	centro		C	24
SEN094-000417	2024-05-18	S3	sur	85.68	F	24
SEN094-000418	2024-05-19	S1	norte	25.46	C	24
SEN094-000419	2024-05-19	S2	centro	26.71	C	24
SEN094-000420	2024-05-19	S3	sur	76.23	F	24
SEN094-000451	2024-05-30	S1	norte	23.97	C	24
SEN094-000452	2024-05-30	S2	centro	23.39	C	24
SEN094-000453	2024-05-30	S3	sur	74.77	F	12
SEN094-000454	2024-05-31	S1	norte	21.56	C	24
SEN094-000455	2024-05-31	S2	centro	22.65	C	24
SEN094-000456	2024-05-31	S3	sur	78.12	F	24
SEN094-000457	2024-06-01	S1	norte	23.92	C	12
SEN094-000458	2024-06-01	S2	centro	27.64	C	18
SEN094-000459	2024-06-01	S3	sur	79.57	F	6
SEN094-000460	2024-06-02	S1	norte	20.89	C	12
SEN094-000461	2024-06-02	S2	centro	24.48	C	12
SEN094-000462	2024-06-02	S3	sur	74.09	F	24
SEN094-000463	2024-06-03	S1	norte	24.0	C	24
SEN094-000464	2024-06-03	S2	centro	23.51	C	12
SEN094-000465	2024-06-03	S3	sur	78.22	F	24
SEN094-000466	2024-06-04	S1	norte	17.87	C	18
SEN094-000467	2024-06-04	S2	centro	23.11	C	6
SEN094-000468	2024-06-04	S3	sur	79.9	F	24
SEN094-000469	2024-06-05	S1	norte	23.69	C	12
SEN094-000470	2024-06-05	S2	centro	24.09	C	24
SEN094-000471	2024-06-05	S3	sur	78.98	F	6
SEN094-000472	2024-06-06	S1	norte	23.04	C	6
SEN094-000473	2024-06-06	S2	centro	23.55	C	18
SEN094-000474	2024-06-06	S3	sur	84.49	F	24
SEN094-000475	2024-06-07	S1	norte	20.47	C	24
SEN094-000476	2024-06-07	S2	centro	22.12	C	24
SEN094-000477	2024-06-07	S3	sur	80.4	F	24
SEN094-000478	2024-06-08	S1	norte	20.38	C	18
SEN094-000479	2024-06-08	S2	centro	26.04	C	24
SEN094-000480	2024-06-08	S3	sur	76.58	F	6
SEN094-000481	2024-06-09	S1	norte	18.9	C	24
SEN094-000482	2024-06-09	S2	centro	26.47	C	24
SEN094-000483	2024-06-09	S3	sur	78.22	F	12
SEN094-000484	2024-06-10	S1	norte	19.59	C	24
SEN094-000485	2024-06-10	S2	centro	28.23	C	6
SEN094-000486	2024-06-10	S3	 SUR 	78.09	F	12
SEN094-000487	2024-06-11	S1	norte	24.17	C	6
SEN094-000488	2024-06-11	S2	centro	22.03	C	12
SEN094-000489	2024-06-11	S3	sur	82.27	F	24
SEN094-000490	2024-06-12	S1	norte	20.12	C	24
SEN094-000491	2024-06-12	S2	centro	22.02	C	24
SEN094-000492	2024-06-12	S3	sur	73.58	F	6
SEN094-000493	2024-06-13	S1	norte	22.37	C	18
SEN094-000494	2024-06-13	S2	centro	22.49	C	24
SEN094-000496	2024-06-14	S1	norte	22.77	C	24
SEN094-000497	2024-06-14	S2	centro	22.44	C	12
SEN094-000498	2024-06-14	S3	sur	78.51	F	18
SEN094-000499	2024-06-15	S1	norte		C	24
SEN094-000500	2024-06-15	S2	centro	24.89	C	6
SEN094-000501	2024-06-15	S3	sur	80.11	F	24
SEN094-000502	2024-06-16	S1	norte	19.76	C	6
SEN094-000503	2024-06-16	S2	centro	26.04	C	24
SEN094-000504	2024-06-16	S3	sur	80.36	F	24
SEN094-000505	2024-06-17	S1	norte	20.7	C	24
SEN094-000506	2024-06-17	S2	centro	21.28	C	24
SEN094-000507	2024-06-17	S3	sur	74.74	F	18
SEN094-000508	2024-06-18	S1	norte	21.87	C	24
SEN094-000509	2024-06-18	S2	centro	22.34	C	24
SEN094-000510	2024-06-18	S3	sur	78.52	F	24
SEN094-000511	2024-06-19	S1	norte	20.22	C	24
SEN094-000512	2024-06-19	S2	centro	22.72	C	24
SEN094-000513	2024-06-19	S3	sur	79.97	F	24
SEN094-000514	2024-06-20	S1	norte	21.54	C	6
SEN094-000515	2024-06-20	S2	centro	23.29	C	24
SEN094-000516	2024-06-20	S3	sur	76.99	F	24
SEN094-000517	2024-06-21	S1	norte	19.94	C	24
SEN094-000518	2024-06-21	S2	centro	21.89	C	18
SEN094-000519	2024-06-21	S3	sur	72.65	F	24
SEN094-000520	2024-06-22	S1	norte	19.54	C	24
