registro_id,fecha,tienda,producto,unidades,precio,descuento,estado
CAJ042-000104,2024-03-02,T2,P02,4,12.83,0.1,completada
CAJ042-000105,2024-03-03,T3,P11,6,49.38,0.1,completada
CAJ042-000106,2024-03-03,T1,P03,1,16.64,0.05,completada
CAJ042-000107,2024-03-04,T2,P01,3,9.34,0,completada
CAJ042-000108,2024-03-05,T3,P11,3,49.04,0,completada
CAJ042-000109,2024-03-05,T1,P06,1,28.73,0.1,completada
CAJ042-000110,2024-03-06,T2,P02,7,12.56,0.2,anulada
CAJ042-000111,2024-03-06,T3,P02,6,13.09,0.1,completada
CAJ042-000112,2024-03-07,T1,P11,7,48.09,0.2,completada
CAJ042-000113,2024-03-08,T2,P02,4,12.39,0.05,completada
CAJ042-000114,2024-03-08,T3,P02,4,13.89,0,completada
CAJ042-000115,2024-03-09,T1,P04,8,20.22,0.15,completada
CAJ042-000116,2024-03-09,T2,P11,7,48.21,0.15,completada
CAJ042-000117,2024-03-10,T3,P05,2,24.76,0.1,anulada
CAJ042-000118,2024-03-11,T1,P08,9,36.51,0.15,completada
CAJ042-000119,2024-03-11,T2,P11,2,49.68,0.1,completada
CAJ042-000120,2024-03-12,T3,P07,3,33.16,0.1,completada
CAJ042-000121,2024-03-12,T1,P12,6,53.45,0.1,completada
CAJ042-000122,2024-03-13,T2,P06,1,29.42,0.1,completada
CAJ042-000123,2024-03-14,T3,P12,2,52.54,0.05,completada
CAJ042-000124,2024-03-14,T1,P11,6,48.89,0.15,completada
CAJ042-000125,2024-03-15,T2,P03,7,17.68,0.15,completada
CAJ042-000126,2024-03-15,T3,P06,7,28.84,0.1,completada
CAJ042-000127,2024-03-16,T1,P09,1,40.53,0.1,completada
CAJ042-000128,2024-03-17,T2,P01,3,9.15,0.1,completada
CAJ042-000129,2024-03-17,T3,P03,5,16.7,0.2,completada
CAJ042-000130,2024-03-18,T1,P03,9,17.57,0.2,completada
CAJ042-000131,2024-03-18,T2,P07,1,33.08,0.05,completada
CAJ042-000132,2024-03-19,T3,P07,4,33.88,0,completada
CAJ042-000133,2024-03-20,T1,P11,8,48.03,0.1,completada
CAJ042-000134,2024-03-20,T2,P12,8,52.96,0.15,completada
CAJ042-000135,2024-03-21,T3,P10,6,45.81,0.2,completada
CAJ042-000136,2024-03-21,T1,P01,7,9.66,0.1,completada
CAJ042-000137,2024-03-22,T2,P06,5,29.19,0.2,completada
CAJ042-000138,2024-03-23,T3,P08,9,37.8,0.1,completada
CAJ042-000139,2024-03-23,T1,P12,8,53.28,0.2,completada
CAJ042-000140,2024-03-24,T2,P05,3,25.5,0,completada
CAJ042-000141,2024-03-24,T3,P03,1,16.02,0.05,completada
CAJ042-000142,2024-03-25,T1,P05,9,25.88,0.15,anulada
CAJ042-000143,2024-03-26,T2,P06,1,29.24,0.05,completada
CAJ042-000144,2024-03-26,T3,P06,2,29.83,0.05,completada
CAJ042-000145,2024-03-27,T1,P08,7,36.76,0.1,completada
CAJ042-000146,2024-03-27,T2,P09,4,40.91,0,completada
CAJ042-000147,2024-03-28,T3,P03,6,16.11,0.15,completada
CAJ042-000148,2024-03-29,T1,P02,3,13.7,0.05,completada
CAJ042-000149,2024-03-29,T2,P10,4,45.74,0,completada
CAJ042-000150,2024-03-30,T3,P12,3,53.55,0,completada
CAJ042-000151,2024-03-30,T1,P12,3,52.79,0,completada
CAJ042-000152,2024-03-31,T2,P12,2,53.16,0.1,completada
CAJ042-000153,2024-04-01,T3,P10,9,45.7,0.15,completada
CAJ042-000154,2024-04-01,T1,P06,3,29.49,0.1,completada
CAJ042-000155,2024-04-02,T2,P02,3,13.98,0,completada
CAJ042-000156,2024-04-02,T3,P02,2,12.39,0,completada
CAJ042-000157,2024-04-03,T1,P07,3,32.47,0.1,completada
CAJ042-000158,2024-04-04,T2,P07,9,33.37,0.15,completada
CAJ042-000159,2024-04-04,T3,P07,3,32.21,0.1,completada
CAJ042-000160,2024-04-05,T1,P05,3,25.2,0.1,completada
CAJ042-000161,2024-04-05,T2,P06,3,29.72,0.1,completada
CAJ042-000162,2024-04-06,T3,P08,1,36.78,0,completada
CAJ042-000163,2024-04-07,T1,P11,6,48.66,0.1,completada
CAJ042-000164,2024-04-07,T2,P02,6,13.76,0.15,completada
CAJ042-000165,2024-04-08,T3,P11,6,48.33,0.15,completada
CAJ042-000166,2024-04-08,T1,P10,5,45.58,0.15,completada
CAJ042-000167,2024-04-09,T2,P08,3,,0,completada
CAJ042-000168,2024-04-10,T3,P07,4,32.32,0.1,anulada
CAJ042-000169,2024-04-10,T1,P06,2,28.42,0.05,completada
CAJ042-000170,2024-04-11,T2,P08,8,37.29,0.2,completada
CAJ042-000171,2024-04-11,T3,P07,4,33.42,0.1,completada
CAJ042-000172,2024-04-12,T1,P10,6,44.18,0.15,completada
CAJ042-000173,2024-04-13,T2,P02,3,13.34,0,completada
CAJ042-000174,2024-04-13,T3,P04,9,21.27,0.1,completada
CAJ042-000175,2024-04-14,T1,P11,6,49.74,0.15,completada
CAJ042-000176,2024-04-14,T2,P05,3,24.46,0.1,completada
CAJ042-000177,2024-04-15,T3,P09,3,41.08,0.05,completada
CAJ042-000178,2024-04-16,T1,P05,5,25.73,0.1,completada
CAJ042-000179,2024-04-16,T2,P03,1,16.34,0,completada
CAJ042-000180,2024-04-17,T3,P05,3,25.81,0,completada
CAJ042-000181,2024-04-17,T1,P06,4,29.79,0.05,completada
CAJ042-000182,2024-04-18,T2,P05,8,25.83,0.15,completada
CAJ042-000183,2024-04-19,T3,P09,8,40.15,0.1,completada
CAJ042-000184,2024-04-19,T1,P01,3,8.71,0,completada
CAJ042-000185,2024-04-20,T2,P08,7,36.55,0.1,completada
CAJ042-000186,2024-04-20,T3,P11,8,48.17,0.1,completada
CAJ042-000187,2024-04-21,T1,P06,6,29.59,0.1,completada
CAJ042-000188,2024-04-22,T2,P12,9,52.07,0.2,completada
CAJ042-000189,2024-04-22,T3,P01,4,9.77,0.05,completada
CAJ042-000190,2024-04-23,T1,P02,8,13.13,0.2,completada
CAJ042-000191,2024-04-23,T2,P03,6,17.2,0.15,completada
CAJ042-000192,2024-04-24,T3,P01,7,8.54,0.15,completada
CAJ042-000193,2024-04-25,T1,P11,1,48.76,0,completada
CAJ042-000194,2024-04-25,T2,P01,2,8.56,0.05,completada
CAJ042-000195,2024-04-26, T3 ,P02,4,13.46,0.05,completada
CAJ042-000196,2024-04-26,T1,P09,9,40.92,0.2,completada
CAJ042-000197,2024-04-27,T2,P07,9,32.72,0.15,completada
CAJ042-000198,2024-04-28,T3,P01,2,8.42,0.05,completada
CAJ042-000199,2024-04-28,T1,P07,1,32.46,0.1,completada
CAJ042-000200,2024-04-29,T2,P09,6,41.47,0.1,completada
CAJ042-000201,2024-04-29,T3,P02,3,12.74,0.1,completada
CAJ042-000202,2024-04-30,T1,P02,8,13.95,0.2,completada
CAJ042-000203,2024-05-01,T2,P11,9,49.78,0.15,completada
CAJ042-000204,2024-05-01,T3,P02,3,13.4,0,completada
CAJ042-000205,2024-05-02,T1,P06,4,28.35,0,completada
CAJ042-000206,2024-05-02,T2,P10,5,45.03,0.2,completada
CAJ042-000207,2024-05-03,T3,P11,7,49.05,0.1,completada
CAJ042-000208,2024-05-04,T1,P01,1,9.46,0,completada
CAJ042-000209,2024-05-04,T2,P12,5,52.19,0.1,completada
CAJ042-000210,2024-05-05,T3,P11,5,48.11,0.15,completada
CAJ042-000211,2024-05-05,T1,P10,7,45.89,0.1,completada
CAJ042-000212,2024-05-06,T2,P03,9,"17,72",0.2,completada
CAJ042-000213,2024-05-07,T3,P01,8,8.66,0.1,completada
CAJ042-000214,2024-05-07,T1,P12,5,53.57,0.15,completada
CAJ042-000215,2024-05-08,T2,P07,8,32.22,0.15,completada
CAJ042-000216,2024-05-08,T3,P11,1,48.72,0,completada
CAJ042-000217,2024-05-09,T1,P09,1,41.09,0,completada
CAJ042-000218,2024-05-10,T2,P05,1,25.88,0.05,completada
CAJ042-000219,2024-05-10,T3,P03,3,16.72,0.05,completada
CAJ042-000220,2024-05-11,T1,P12,6,52.31,0.15,completada
CAJ042-000221,2024-05-11,T2,P11,6,49.77,0.2,completada
CAJ042-000222,2024-05-12,T3,P12,7,53.81,0.2,completada
CAJ042-000223,2024-05-13,T1,P09,9,40.26,0.1,completada
CAJ042-000224,2024-05-13,T2,P08,6,36.99,0.15,completada
CAJ042-000225,2024-05-14,T3,P11,2,49.96,0.1,completada
CAJ042-000226,2024-05-14,T1,P12,1,53.27,0.1,completada
CAJ042-000227,2024-05-15,T2,P09,7,40.04,0.1,completada
CAJ042-000228,2024-05-16,T3,P09,6,41.5,0.1,completada
CAJ042-000229,2024-05-16,T1,P08,9,37.39,0.2,completada
CAJ042-000230,2024-05-17,T2,P11,4,48.24,0,completada
CAJ042-000231,2024-05-17,T3,P11,2,49.4,0.1,completada
CAJ042-000232,2024-05-18,T1,P12,8,52.92,0.2,completada
CAJ042-000233,2024-05-19,T2,P01,7,8.56,0.1,completada
CAJ042-000234,2024-05-19,T3,P11,7,48.44,0.1,completada
CAJ042-000235,2024-05-20,T1,P08,1,36.18,0.05,completada
CAJ042-000236,2024-05-20,T2,P10,1,44.28,0.1,completada
CAJ042-000237,2024-05-21,T3,P05,4,25.62,0,completada
CAJ042-000238,2024-05-22,T1,P04,6,21.36,0.1,completada
CAJ042-000239,2024-05-22,T2,P06,6,29.79,0.1,completada
CAJ042-000240,2024-05-23,T3,P05,5,25.77,0.1,anulada
CAJ042-000241,2024-05-23,T1,P02,1,13.66,0,completada
CAJ042-000242,2024-05-24,T2,P06,4,28.85,0,completada
CAJ042-000243,2024-05-25,T3,P11,3,49.19,0.05,completada
CAJ042-000244,2024-05-25,T1,P03,2,16.22,0.05,completada
CAJ042-000245,2024-05-26,T2,P12,9,53.99,0.15,completada
CAJ042-000246,2024-05-26,T3,P10,8,45.48,0.2,completada
CAJ042-000247,2024-05-27,T1,P04,7,20.44,0.1,completada
CAJ042-000248,2024-05-27,T2,P09,2,40.86,0.05,completada
CAJ042-000249,2024-05-28,T3,P07,9,32.74,0.1,completada
CAJ042-000250,2024-05-29,T1,P11,9,,0.15,completada
CAJ042-000251,2024-05-29,T2,P01,7,8.02,0.15,completada
CAJ042-000252,2024-05-30,T3,P10,2,44.7,0.1,completada
CAJ042-000253,2024-05-30,T1,P06,5,29.75,0.2,anulada
CAJ042-000254,2024-05-31,T2,P04,2,21.87,0.1,completada
CAJ042-000255,2024-06-01,T3,P09,8,41.28,0.1,completada
CAJ042-000256,2024-06-01,T1,P11,6,48.98,0.2,completada
CAJ042-000257,2024-06-02,T2,P08,8,36.36,0.15,completada
CAJ042-000258,2024-06-02,T3,P01,8,9.82,0.1,completada
CAJ042-000259,2024-06-03,T1,P04,2,21.56,0,completada
CAJ042-000260,2024-06-04,T2,P10,8,45.03,0.1,completada
CAJ042-000261,2024-06-04,T3,P07,3,32.55,0.05,completada
CAJ042-000262,2024-06-05,T1,P06,9,29.67,0.2,completada
CAJ042-000263,2024-06-05,T2,P12,4,52.4,0.1,completada
CAJ042-000264,2024-06-06,T3,P11,5,49.6,0.15,completada
CAJ042-000265,2024-06-07,T1,P03,1,16.39,0.05,completada
CAJ042-000266,2024-06-07,T2,P04,8,20.9,0.2,completada
CAJ042-000267,2024-06-08,T3,P07,4,32.16,0,completada
CAJ042-000268,2024-06-08,T1,P09,1,40.97,0.1,completada
CAJ042-000269,2024-06-09,T2,P02,1,13.51,0,completada
CAJ042-000270,2024-06-10,T3,P11,9,48.82,0.1,completada
CAJ042-000271,2024-06-10,T1,P10,9,45.99,0.2,completada
CAJ042-000272,2024-06-11,T2,P02,6,12.61,0.1,completada
CAJ042-000273,2024-06-11,T3,P02,4,12.6,0,completada
CAJ042-000274,2024-06-12,T1,P12,3,52.76,0,completada
CAJ042-000275,2024-06-13,T2,P02,1,12.76,0.05,completada
CAJ042-000276,2024-06-13,T3,P03,9,16.28,0.1,completada
CAJ042-000277,2024-06-14,T1,P11,3,48.65,0,completada
CAJ042-000278,2024-06-14,T2,P09,4,40.48,0.05,completada
CAJ042-000279,2024-06-15,T3,P10,4,45.88,0,completada
CAJ042-000280,2024-06-16,T1,P08,5,36.04,0.1,anulada
CAJ042-000281,2024-06-16,T2,P08,5,36.05,0.15,completada
CAJ042-000282,2024-06-17,T3,P07,3,32.93,0,completada
CAJ042-000283,2024-06-17,T1,P07,6,33.24,0.15,completada
CAJ042-000284,2024-06-18,T2,P11,7,48.16,0.15,completada
CAJ042-000285,2024-06-19,T3,P05,3,25.9,0.1,completada
CAJ042-000286,2024-06-19,T1,P12,9,52.36,0.15,completada
CAJ042-000287,2024-06-20,T2,P01,1,9.88,0.05,completada
CAJ042-000288,2024-06-20,T3,P04,5,20.38,0.1,completada
CAJ042-000289,2024-06-21,T1,P03,4,16.5,0.05,completada
CAJ042-000290,2024-06-22,T2,P11,5,49.38,0.1,completada
CAJ042-000291,2024-06-22,T3,P07,9,33.58,0.2,completada
CAJ042-000292,2024-06-23, T1 ,P10,2,44.15,0.05,completada
CAJ042-000293,2024-06-23,T2,P07,1,33.69,0.05,completada
CAJ042-000294,2024-06-24,T3,P08,9,36.48,0.15,completada
CAJ042-000295,2024-06-25,T1,P06,2,28.55,0,completada
CAJ042-000296,2024-06-25,T2,P11,7,49.47,0.15,completada
CAJ042-000297,2024-06-26,T3,P11,7,49.51,0.15,completada
CAJ042-000298,2024-06-26,T1,P08,8,36.5,0.15,completada
CAJ042-000299,2024-06-27,T2,P08,9,36.32,0.1,completada
CAJ042-000300,2024-06-28,T3,P05,6,24.37,0.15,completada
CAJ042-000301,2024-06-28,T1,P06,1,28.38,0.05,completada
CAJ042-000302,2024-06-29,T2,P12,8,52.04,0.15,completada
CAJ042-000303,2024-06-29,T3,P03,6,16.22,0.2,completada
CAJ042-000304,2024-06-30,T1,P04,3,20.3,0.05,completada
CAJ042-000305,2024-07-01,T2,P02,4,12.31,0.1,completada
CAJ042-000306,2024-07-01,T3,P08,7,36.62,0.2,completada
CAJ042-000307,2024-07-02,T1,P09,1,40.34,0.1,anulada
CAJ042-000308,2024-07-02,T2,P09,6,40.63,0.15,completada
CAJ042-000309,2024-07-03,T3,P07,4,33.11,0,completada
CAJ042-000310,2024-07-04,T1,P11,1,48.87,0.1,completada
CAJ042-000311,2024-07-04,T2,P10,4,44.32,0.05,completada
CAJ042-000312,2024-07-05,T3,P10,9,44.09,0.2,completada
CAJ042-000313,2024-07-05,T1,P02,8,12.64,0.15,completada
CAJ042-000314,2024-07-06,T2,P08,5,36.79,0.15,completada
CAJ042-000315,2024-07-07,T3,P05,1,25.3,0,completada
CAJ042-000316,2024-07-07,T1,P02,3,13.5,0.05,completada
CAJ042-000317,2024-07-08,T2,P04,7,20.43,0.2,completada
CAJ042-000318,2024-07-08,T3,P05,4,24.52,0,completada
CAJ042-000319,2024-07-09,T1,P11,6,49.39,0.15,completada
CAJ042-000320,2024-07-10,T2,P11,7,49.15,0.15,completada
CAJ042-000321,2024-07-10,T3,P01,4,9.71,0,completada
CAJ042-000322,2024-07-11,T1,P12,9,53.09,0.1,completada
CAJ042-000323,2024-07-11,T2,P08,2,36.27,0.05,completada
CAJ042-000324,2024-07-12,T3,P10,5,44.24,0.1,completada
CAJ042-000325,2024-07-13,T1,P11,3,48.41,0,completada
CAJ042-000326,2024-07-13,T2,P06,5,29.97,0.2,completada
CAJ042-000327,2024-07-14,T3,P04,2,20.05,0,completada
CAJ042-000328,2024-07-14,T1,P06,9,28.96,0.15,completada
CAJ042-000329,2024-07-15,T2,P06,8,29.92,0.15,completada
CAJ042-000330,2024-07-16,T3,P01,5,9.84,0.1,completada
CAJ042-000331,2024-07-16,T1,P04,3,21.71,0.1,completada
CAJ042-000332,2024-07-17,T2,P08,1,36.64,0,completada
CAJ042-000333,2024-07-17,T3,P10,1,,0.1,completada
CAJ042-000334,2024-07-18,T1,P05,6,25.7,0.15,completada
CAJ042-000335,2024-07-19,T2,P03,1,16.49,0,completada
CAJ042-000336,2024-07-19,T3,P07,5,33.98,0.15,completada
CAJ042-000337,2024-07-20,T1,P07,7,32.09,0.1,completada
CAJ042-000338,2024-07-20,T2,P06,2,28.69,0.05,completada
CAJ042-000339,2024-07-21,T3,P08,1,36.57,0.1,completada
CAJ042-000340,2024-07-22,T1,P07,6,32.15,0.1,completada
CAJ042-000341,2024-07-22,T2,P04,3,21.8,0.05,completada
CAJ042-000342,2024-07-23,T3,P10,8,44.24,0.1,completada
CAJ042-000343,2024-07-23,T1,P03,4,16.43,0.1,completada
CAJ042-000344,2024-07-24,T2,P04,9,21.21,0.1,completada
CAJ042-000345,2024-07-25,T3,P09,6,41.74,0.2,completada
CAJ042-000346,2024-07-25,T1,P03,1,16.68,0.1,completada
CAJ042-000347,2024-07-26,T2,P08,4,37.25,0.05,completada
CAJ042-000348,2024-07-26,T3,P04,7,20.88,0.2,completada
CAJ042-000349,2024-07-27,T1,P10,7,45.69,0.1,anulada
CAJ042-000350,2024-07-28,T2,P06,3,28.19,0.1,completada
CAJ042-000351,2024-07-28,T3,P03,8,17.92,0.15,completada
CAJ042-000352,2024-07-29,T1,P03,4,16.87,0,completada
CAJ042-000353,2024-07-29,T2,P07,5,33.5,0.2,completada
CAJ042-000354,2024-07-30,T3,P08,8,36.83,0.1,completada
CAJ042-000355,2024-07-31,T1,P05,5,25.19,0.1,completada
CAJ042-000356,2024-07-31,T2,P11,1,48.25,0,completada
CAJ042-000357,2024-08-01,T3,P07,6,33.28,0.2,completada
CAJ042-000358,2024-08-01,T1,P01,2,9.0,0,completada
CAJ042-000359,2024-08-02,T2,P03,4,17.59,0.05,completada
CAJ042-000360,2024-08-03,T3,P04,9,20.79,0.1,completada
CAJ042-000361,2024-08-03,T1,P10,6,44.24,0.2,completada
CAJ042-000362,2024-08-04,T2,P03,6,16.52,0.2,anulada
CAJ042-000363,2024-08-04,T3,P08,8,36.4,0.1,completada
CAJ042-000364,2024-08-05,T1,P01,4,8.27,0.1,anulada
CAJ042-000365,2024-08-06,T2,P06,7,28.57,0.1,anulada
CAJ042-000366,2024-08-06,T3,P05,9,24.67,0.1,completada
CAJ042-000367,2024-08-07,T1,P06,6,28.38,0.15,completada
CAJ042-000368,2024-08-07,T2,P09,7,40.41,0.2,completada
CAJ042-000369,2024-08-08,T3,P02,3,12.93,0,completada
CAJ042-000370,2024-08-09,T1,P07,5,33.8,0.1,completada
CAJ042-000371,2024-08-09,T2,P01,7,8.68,0.1,completada
CAJ042-000372,2024-08-10,T3,P04,3,21.27,0,completada
CAJ042-000373,2024-08-10,T1,P01,3,9.49,0.05,completada
CAJ042-000374,2024-08-11,T2,P04,7,21.03,0.1,completada
CAJ042-000375,2024-08-12,T3,P09,4,41.98,0.1,completada
CAJ042-000376,2024-08-12,T1,P01,6,9.97,0.2,completada
CAJ042-000377,2024-08-13,T2,P02,9,13.43,0.2,completada
CAJ042-000378,2024-08-13,T3,P05,7,25.58,0.2,completada
CAJ042-000379,2024-08-14,T1,P05,6,24.67,0.2,completada
CAJ042-000380,2024-08-15,T2,P03,1,16.92,0.05,completada
CAJ042-000381,2024-08-15,T3,P12,5,52.86,0.2,completada
CAJ042-000382,2024-08-16,T1,P10,2,44.84,0.05,completada
CAJ042-000383,2024-08-16,T2,P02,2,13.79,0.1,completada
CAJ042-000384,2024-08-17,T3,P07,8,32.71,0.15,completada
CAJ042-000385,2024-08-18,T1,P08,4,36.11,0.05,completada
CAJ042-000386,2024-08-18,T2,P06,6,28.25,0.2,completada
CAJ042-000387,2024-08-19,T3,P04,9,20.66,0.15,completada
CAJ042-000388,2024-08-19,T1,P05,2,24.34,0.1,completada
CAJ042-000389,2024-08-20, T2 ,P05,6,24.86,0.15,completada
CAJ042-000390,2024-02-30,T3,P06,3,29.04,0.1,anulada
CAJ042-000391,2024-08-21,T1,P03,8,17.84,0.2,completada
CAJ042-000392,2024-08-22,T2,P12,1,52.95,0,completada
CAJ042-000393,2024-08-22,T3,P08,1,36.55,0.1,completada
CAJ042-000394,2024-08-23,T1,P04,9,21.49,0.1,completada
CAJ042-000395,2024-08-24,T2,P11,7,49.48,0.2,completada
CAJ042-000396,2024-08-24,T3,P07,8,33.62,0.15,completada
CAJ042-000397,2024-08-25,T1,P07,9,32.92,0.15,completada
CAJ042-000398,2024-08-25,T2,P04,4,20.04,0.05,completada
CAJ042-000399,2024-08-26,T3,P05,9,24.58,0.15,completada
CAJ042-000400,2024-08-27,T1,P09,1,41.74,0,completada
CAJ042-000401,2024-08-27,T2,P10,9,44.08,0.2,completada
