registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE086-000131,2024-02-13,B2,25.6,67,308.97,1200,0.62
ENE086-000132,2024-02-13,B3,23.2,102,356.24,1800,0.62
ENE086-000133,2024-02-14,B1,24.4,51,156.01,600,0.62
ENE086-000134,2024-02-14,B2,21.4,75,231.54,1200,0.62
ENE086-000135,2024-02-14,B3,25.3,106,438.13,1800,0.62
ENE086-000136,2024-02-15,B1,23.2,58,161.96,600,0.62
ENE086-000137,2024-02-15,B2,21.1,76,220.73,1200,0.62
ENE086-000138,2024-02-15,B3,26.0,109,485.53,1800,0.62
ENE086-000139,2024-02-16,B1,26.1,29,167.97,600,0.62
ENE086-000140,2024-02-16,B2,27.1,75,371.3,1200,0.62
ENE086-000141,2024-02-16,B3,22.9,116,366.08,1800,0.62
ENE086-000142,2024-02-17,B1,26.4,4,124.86,600,0.62
ENE086-000143,2024-02-17,B2,24.2,20,193.32,1200,0.62
ENE086-000144,2024-02-17,B3,25.2,23,311.11,1800,0.62
ENE086-000145,2024-02-18,B1,24.5,8,97.21,600,0.62
ENE086-000146,2024-02-18,B2,26.7,14,259.3,1200,0.62
ENE086-000147,2024-02-18,B3,21.9,23,216.2,1800,0.62
ENE086-000148,2024-02-19,B1,24.4,37,153.09,600,0.62
ENE086-000149,2024-02-19,B2,24.8,79,293.69,1200,0.62
ENE086-000150,2024-02-19,B3,24.1,94,398.25,1800,0.62
ENE086-000151,2024-02-20,B1,26.2,48,172.76,600,0.62
ENE086-000152,2024-02-20,B2,26.1,61,305.49,1200,0.62
ENE086-000153,2024-02-20,B3,26.2,94,481.33,1800,0.62
ENE086-000154,2024-02-21,B1,24.1,38,142.14,600,0.62
ENE086-000155,2024-02-21,B2,26.0,71,305.03,1200,0.62
ENE086-000156,2024-02-21,B3,25.5,101,448.43,1800,0.62
ENE086-000157,2024-02-22,B1,25.0,61,194.38,600,0.62
ENE086-000158,2024-02-22,B2,26.1,71,324.01,1200,0.62
ENE086-000159,2024-02-22,B3,25.5,103,447.96,1800,0.62
ENE086-000160,2024-02-23,B1,22.8,57,154.08,600,0.62
ENE086-000161,2024-02-23,B2,26.0,71,326.77,1200,0.62
ENE086-000162,2024-02-23,B3,25.5,104,450.8,1800,0.62
ENE086-000163,2024-02-24,B1,27.6,9,151.42,600,0.62
ENE086-000164,2024-02-24,B2,27.0,20,277.87,1200,0.62
ENE086-000165,2024-02-24,B3,23.9,17,256.24,1800,0.62
ENE086-000166,2024-02-25,B1,25.2,6,103.37,600,0.62
ENE086-000167,2024-02-25,B2,24.5,12,,1200,0.62
ENE086-000168,2024-02-25,B3,25.9,20,358.6,1800,0.62
ENE086-000169,2024-02-26,B1,26.3,34,176.19,600,0.62
ENE086-000170,2024-02-26,B2,27.9,82,405.57,1200,0.62
ENE086-000171,2024-02-26,B3,27.1,114,532.54,1800,0.62
ENE086-000172,2024-02-27,B1,27.0,35,172.82,600,0.62
ENE086-000173,2024-02-27,B2,25.9,81,324.23,1200,0.62
ENE086-000174,2024-02-27,B3,28.5,104,626.92,1800,0.62
ENE086-000175,2024-02-28,B1,24.7,66,189.81,600,0.62
ENE086-000176,2024-02-28,B2,28.4,80,428.76,1200,0.62
ENE086-000178,2024-02-29,B1,24.6,52,177.05,600,0.62
ENE086-000179,2024-02-29,B2,26.8,72,337.41,1200,0.62
ENE086-000180,2024-02-29,B3,28.3,101,603.39,1800,0.62
ENE086-000181,2024-03-01,B1,27.5,51,218.4,600,0.62
ENE086-000182,2024-03-01,B2,28.7,78,428.08,1200,0.62
ENE086-000183,2024-03-01,B3,26.9,109,519.71,1800,0.62
ENE086-000184,2024-03-02,B1,27.6,3,149.75,600,0.62
ENE086-000185,2024-03-02,B2,25.6,15,225.27,1200,0.62
ENE086-000186,2024-03-02,B3,25.3,20,327.16,1800,0.62
ENE086-000187,2024-03-03,B1,26.2,8,118.85,600,0.62
ENE086-000188,2024-03-03,B2,28.3,14,336.35,1200,0.62
ENE086-000189,2024-03-03,B3,25.2,18,318.38,1800,0.62
ENE086-000190,2024-03-04,B1,26.3,48,183.9,600,0.62
ENE086-000191,2024-03-04,B2,25.7,63,310.86,1200,0.62
ENE086-000192,2024-03-04,B3,26.4,109,507.42,1800,0.62
ENE086-000193,2024-03-05,B1,24.6,40,136.85,600,0.62
ENE086-000194,2024-03-05,B2,26.7,72,341.27,1200,0.62
ENE086-000195,2024-03-05,B3,25.2,102,443.22,1800,0.62
ENE086-000196,2024-03-06,B1,26.1,38,168.64,600,0.62
ENE086-000197,2024-03-06,B2,27.9,83,406.13,1200,0.62
ENE086-000198,2024-03-06,B3,26.7,117,522.12,1800,0.62
ENE086-000199,2024-03-07,B1,26.7,44,185.01,600,0.62
ENE086-000200,2024-03-07,B2,25.3,54,278.82,1200,0.62
ENE086-000201,2024-03-07,B3,28.1,92,584.61,1800,0.62
ENE086-000202,2024-03-08,B1,27.7,49,209.86,600,0.62
ENE086-000203,2024-03-08,B2,27.9,79,415.79,1200,0.62
ENE086-000204,2024-03-08,B3,26.6,111,510.99,1800,0.62
ENE086-000205,2024-03-09,B1,26.0,11,130.62,600,0.62
ENE086-000206,2024-03-09,B2,25.0,19,223.4,1200,0.62
ENE086-000207,2024-03-09,B3,26.8,20,378.04,1800,0.62
ENE086-000208,2024-03-10,B1,28.0,6,166.99,600,0.62
ENE086-000209,2024-03-10,B2,28.3,12,321.26,1200,0.62
ENE086-000210,2024-03-10,B3,28.2,18,463.84,1800,0.62
ENE086-000211,2024-03-11,B1,25.4,34,167.42,600,0.62
ENE086-000212,2024-03-11,B2,26.9,87,"375,13",1200,0.62
ENE086-000213,2024-03-11,B3,28.4,111,634.94,1800,0.62
ENE086-000214,2024-03-12,B1,25.8,46,171.42,600,0.62
ENE086-000215,2024-03-12,B2,29.1,77,448.82,1200,0.62
ENE086-000216,2024-03-12,B3,29.3,121,696.56,1800,0.62
ENE086-000217,2024-03-13,B1,28.3,39,234.24,600,0.62
ENE086-000218,2024-03-13,B2,26.2,67,325.9,1200,0.62
ENE086-000219,2024-03-13,B3,28.8,118,662.53,1800,0.62
ENE086-000220,2024-03-14,B1,30.2,52,270.69,600,0.62
ENE086-000221,2024-03-14,B2,28.4,85,438.22,1200,0.62
ENE086-000222,2024-03-14,B3,27.8,92,550.23,1800,0.62
ENE086-000223,2024-03-15,B1,26.4,50,193.23,600,0.62
ENE086-000224,2024-03-15,B2,27.3,85,394.44,1200,0.62
ENE086-000225,2024-03-15,B3,26.1,106,491.83,1800,0.62
ENE086-000226,2024-03-16,B1,29.1,11,188.83,600,0.62
ENE086-000227,2024-03-16,B2,28.5,14,326.63,1200,0.62
ENE086-000228,2024-03-16,B3,28.0,20,462.27,1800,0.62
ENE086-000229,2024-03-17,B1,27.2,8,139.93,600,0.62
ENE086-000231,2024-03-17,B3,26.7,26,404.58,1800,0.62
ENE086-000232,2024-03-18,B1,27.4,29,178.48,600,0.62
ENE086-000233,2024-03-18,B2,30.7,87,558.52,1200,0.62
ENE086-000234,2024-03-18,B3,28.8,104,643.0,1800,0.62
ENE086-000235,2024-03-19,B1,28.4,56,248.94,600,0.62
ENE086-000236,2024-03-19,B2,26.5,53,319.11,1200,0.62
ENE086-000237,2024-03-19,B3,26.8,84,495.39,1800,0.62
ENE086-000238,2024-03-20,B1,27.1,54,205.05,600,0.62
ENE086-000239,2024-03-20,B2,28.2,77,414.56,1200,0.62
ENE086-000240,2024-03-20,B3,27.4,118,582.29,1800,0.62
ENE086-000241,2024-03-21,B1,25.8,55,184.04,600,0.62
ENE086-000242,2024-03-21,B2,28.0,65,387.44,1200,0.62
ENE086-000243,2024-03-21,B3,27.8,101,598.44,1800,0.62
ENE086-000244,2024-03-22,B1,27.3,59,229.11,600,0.62
ENE086-000245,2024-03-22,B2,28.6,89,437.29,1200,0.62
ENE086-000246,2024-03-22,B3,28.6,98,625.83,1800,0.62
ENE086-000247,2024-03-23,B1,28.5,10,169.48,600,0.62
ENE086-000248,2024-03-23,B2,26.5,11,253.51,1200,0.62
ENE086-000249,2024-03-23,B3,28.1,24,470.87,1800,0.62
ENE086-000250,2024-03-24,B1,25.8,9,,600,0.62
ENE086-000251,2024-03-24,B2,29.0,18,365.19,1200,0.62
ENE086-000252,2024-03-24,B3,28.9,22,532.18,1800,0.62
ENE086-000253,2024-03-25,B1,29.6,42,249.56,600,0.62
ENE086-000254,2024-03-25,B2,28.7,76,440.22,1200,0.62
ENE086-000255,2024-03-25,B3,27.8,100,576.11,1800,0.62
ENE086-000256,2024-03-26,B1,29.3,51,263.55,600,0.62
ENE086-000257,2024-03-26,B2,28.1,78,410.85,1200,0.62
ENE086-000258,2024-03-26,B3,27.9,75,553.25,1800,0.62
ENE086-000259,2024-03-27,B1,29.5,46,247.39,600,0.62
ENE086-000260,2024-03-27,B2,31.0,72,559.14,1200,0.62
ENE086-000261,2024-03-27,B3,28.2,106,606.94,1800,0.62
ENE086-000262,2024-03-28,B1,27.9,58,245.45,600,0.62
ENE086-000263,2024-03-28,B2,29.1,83,480.07,1200,0.62
ENE086-000264,2024-03-28,B3,30.1,118,784.6,1800,0.62
ENE086-000265,2024-03-29,B1,28.6,47,225.93,600,0.62
ENE086-000266,2024-03-29,B2,28.7,71,437.07,1200,0.62
ENE086-000267,2024-03-29,B3,28.5,105,632.63,1800,0.62
ENE086-000268,2024-03-30,B1,28.6,10,178.78,600,0.62
ENE086-000269,2024-03-30,B2,25.6,16,207.04,1200,0.62
ENE086-000270,2024-03-30,B3,28.6,22,504.74,1800,0.62
ENE086-000271,2024-03-31,B1,26.2,9,138.05,600,0.62
ENE086-000272,2024-03-31,B2,26.3,16,234.94,1200,0.62
ENE086-000273,2024-03-31,B3,24.7,22,310.25,1800,0.62
ENE086-000274,2024-04-01,B1,30.6,28,256.01,600,0.62
ENE086-000275,2024-04-01,B2,27.4,90,379.77,1200,0.62
ENE086-000276,2024-04-01,B3,31.5,119,900.01,1800,0.62
ENE086-000277,2024-04-02,B1,30.0,40,248.74,600,0.62
ENE086-000278,2024-04-02,B2,26.8,75,349.95,1200,0.62
ENE086-000279,2024-04-02,B3,26.7,102,520.41,1800,0.62
ENE086-000280,2024-04-03,B1,28.9,37,217.3,600,0.62
ENE086-000281,2024-04-03,B2,29.1,80,466.39,1200,0.62
ENE086-000282,2024-04-03,B3,29.7,110,718.99,1800,0.62
ENE086-000284,2024-04-04,B2,27.8,81,413.11,1200,0.62
ENE086-000285,2024-04-04,B3,30.1,97,729.88,1800,0.62
ENE086-000286,2024-04-05,B1,29.5,73,286.79,600,0.62
ENE086-000287,2024-04-05,B2,29.4,87,480.0,1200,0.62
ENE086-000288,2024-04-05,B3,30.0,104,732.58,1800,0.62
ENE086-000289,2024-04-06,B1,28.3,8,159.87,600,0.62
ENE086-000290,2024-04-06,B2,27.4,14,294.58,1200,0.62
ENE086-000291,2024-04-06,B3,29.5,21,573.17,1800,0.62
ENE086-000292,2024-04-07,B1,29.5,8,191.84,600,0.62
ENE086-000293,2024-04-07,B2,28.1,12,314.46,1200,0.62
ENE086-000294,2024-04-07,B3,28.5,21,493.21,1800,0.62
ENE086-000295,2024-04-08,B1,25.3,55,194.65,600,0.62
ENE086-000296,2024-04-08,B2,28.9,85,455.5,1200,0.62
ENE086-000297,2024-04-08,B3,27.5,115,583.13,1800,0.62
ENE086-000298,2024-04-09,B1,27.4,61,210.61,600,0.62
ENE086-000299,2024-04-09,B2,29.5,67,465.61,1200,0.62
ENE086-000300,2024-04-09,B3,27.4,120,586.33,1800,0.62
ENE086-000301,2024-04-10,B1,28.2,55,234.7,600,0.62
ENE086-000302,2024-04-10,B2,26.4,77,341.63,1200,0.62
ENE086-000303,2024-04-10,B3,28.5,105,629.49,1800,0.62
ENE086-000304,2024-04-11,B1,28.3,40,203.24,600,0.62
ENE086-000305,2024-04-11,B2,29.1,75,461.64,1200,0.62
ENE086-000306,2024-04-11,B3,29.6,110,707.15,1800,0.62
ENE086-000307,2024-04-12,B1,27.0,57,211.34,600,0.62
ENE086-000308,2024-04-12,B2,26.5,111,403.67,1200,0.62
ENE086-000309,2024-04-12,B3,27.7,101,553.59,1800,0.62
ENE086-000310,2024-04-13,B1,28.5,5,158.81,600,0.62
ENE086-000311,2024-04-13,B2,28.0,16,322.23,1200,0.62
ENE086-000312,2024-04-13,B3,26.7,19,385.27,1800,0.62
ENE086-000313,2024-04-14,B1,29.2,14,182.32,600,0.62
ENE086-000314,2024-04-14,B2,28.8,11,344.77,1200,0.62
ENE086-000315,2024-04-14,B3,26.9,23,411.44,1800,0.62
ENE086-000316,2024-04-15,B1,29.6,60,288.58,600,0.62
ENE086-000317,2024-04-15,B2,27.4,75,397.34,1200,0.62
ENE086-000318,2024-04-15,B3,26.9,91,513.99,1800,0.62
ENE086-000319,2024-04-16,B1,27.8,45,219.35,600,0.62
ENE086-000320,2024-04-16,B2,27.5,91,411.9,1200,0.62
ENE086-000321,2024-04-16,B3,25.4,108,460.35,1800,0.62
ENE086-000322,2024-04-17,B1,27.8,35,195.58,600,0.62
ENE086-000323,2024-04-17,B2,28.3,70,421.77,1200,0.62
ENE086-000324,2024-04-17,B3,28.3,98,598.68,1800,0.62
ENE086-000325,2024-04-18,B1,26.9,26,168.31,600,0.62
ENE086-000326,2024-04-18,B2,25.9,73,325.31,1200,0.62
ENE086-000327,2024-04-18,B3,27.2,109,547.3,1800,0.62
ENE086-000328,2024-04-19,B1,27.2,65,228.88,600,0.62
ENE086-000329,2024-04-19,B2,26.9,69,346.79,1200,0.62
ENE086-000330,2024-04-19,B3,26.8,111,547.81,1800,0.62
ENE086-000331,2024-04-20,B1,27.3,13,160.41,600,0.62
ENE086-000332,2024-04-20,B2,28.6,12,345.4,1200,0.62
ENE086-000333,2024-04-20,B3,26.5,23,,1800,0.62
ENE086-000334,2024-04-21,B1,25.7,8,120.52,600,0.62
ENE086-000335,2024-04-21,B2,29.5,14,376.07,1200,0.62
ENE086-000337,2024-04-22,B1,28.8,66,256.13,600,0.62
ENE086-000338,2024-04-22,B2,26.3,77,333.54,1200,0.62
ENE086-000339,2024-04-22,B3,26.1,99,485.17,1800,0.62
ENE086-000340,2024-04-23,B1,27.1,55,213.94,600,0.62
ENE086-000341,2024-04-23,B2,25.7,100,358.77,1200,0.62
ENE086-000342,2024-04-23,B3,27.4,103,561.67,1800,0.62
ENE086-000343,2024-04-24,B1,26.5,41,171.46,600,0.62
ENE086-000344,2024-04-24,B2,27.8,65,377.07,1200,0.62
ENE086-000345,2024-04-24,B3,26.1,102,484.5,1800,0.62
ENE086-000346,2024-04-25,B1,26.3,40,175.67,600,0.62
ENE086-000347,2024-04-25,B2,27.5,74,374.82,1200,0.62
ENE086-000348,2024-04-25,B3,27.3,104,538.34,1800,0.62
ENE086-000349,2024-04-26,B1,26.1,70,207.87,600,0.62
ENE086-000350,2024-04-26,B2,25.2,74,295.55,1200,0.62
ENE086-000351,2024-04-26,B3,27.5,118,589.58,1800,0.62
ENE086-000352,2024-04-27,B1,28.6,9,168.12,600,0.62
ENE086-000353,2024-04-27,B2,27.0,16,272.62,1200,0.62
ENE086-000354,2024-04-27,B3,26.3,19,357.3,1800,0.62
ENE086-000355,2024-04-28,B1,24.4,10,102.77,600,0.62
ENE086-000356,2024-04-28,B2,29.0,11,343.86,1200,0.62
ENE086-000357,2024-04-28,B3,27.3,21,431.32,1800,0.62
ENE086-000358,2024-04-29,B1,24.8,47,160.39,600,0.62
ENE086-000359,2024-04-29,B2,25.4,70,313.53,1200,0.62
ENE086-000360,2024-04-29,B3,25.4,102,452.72,1800,0.62
ENE086-000361,2024-04-30,B1,26.7,50,197.21,600,0.62
ENE086-000362,2024-04-30,B2,27.7,82,403.39,1200,0.62
ENE086-000363,2024-04-30,B3,27.1,88,512.97,1800,0.62
ENE086-000364,2024-05-01,B1,27.8,43,213.59,600,0.62
ENE086-000365,2024-05-01,B2,27.8,50,357.28,1200,0.62
ENE086-000366,2024-05-01,B3,26.6,109,512.0,1800,0.62
ENE086-000367,2024-05-02,B1,25.6,23,138.97,600,0.62
ENE086-000368,2024-05-02,B2,25.9,74,326.38,1200,0.62
ENE086-000369,2024-05-02,B3,27.4,102,544.83,1800,0.62
ENE086-000370,2024-05-03,B1,27.7,17,161.67,600,0.62
ENE086-000371,2024-05-03,B2,25.2,72,302.68,1200,0.62
ENE086-000372,2024-05-03,B3,28.2,108,610.39,1800,0.62
ENE086-000373,2024-05-04,B1,27.9,8,144.8,600,0.62
ENE086-000374,2024-05-04,B2,26.7,16,274.04,1200,0.62
ENE086-000375,2024-05-04,B3,26.7,23,393.3,1800,0.62
ENE086-000376,2024-05-05,B1,26.2,9,114.94,600,0.62
ENE086-000377,2024-05-05,B2,27.9,15,314.94,1200,0.62
ENE086-000378,2024-05-05,B3,25.5,21,333.84,1800,0.62
ENE086-000379,2024-05-06,B1,28.4,48,219.72,600,0.62
ENE086-000380,2024-05-06,B2,26.8,94,387.98,1200,0.62
ENE086-000381,2024-05-06,B3,25.4,87,414.88,1800,0.62
ENE086-000382,2024-05-07,B1,26.8,33,167.46,600,0.62
ENE086-000383,2024-05-07,B2,26.8,72,360.15,1200,0.62
ENE086-000384,2024-05-07,B3,25.7,116,471.01,1800,0.62
ENE086-000385,2024-05-08,B1,26.0,17,138.24,600,0.62
ENE086-000386,2024-05-08,B2,27.9,68,401.4,1200,0.62
ENE086-000387,2024-05-08,B3,27.0,103,534.45,1800,0.62
ENE086-000388,2024-05-09,B1,25.1,46,160.51,600,0.62
ENE086-000390,2024-05-09,B3,25.6,121,497.15,1800,0.62
ENE086-000391,2024-05-10,B1,25.8,62,190.85,600,0.62
ENE086-000392,2024-05-10,B2,28.1,89,425.96,1200,0.62
ENE086-000393,2024-05-10,B3,26.2,90,468.99,1800,0.62
ENE086-000394,2024-05-11,B1,26.1,8,120.88,600,0.62
ENE086-000395,2024-05-11,B2,27.9,20,319.54,1200,0.62
ENE086-000396,2024-05-11,B3,25.1,21,307.05,1800,0.62
ENE086-000397,2024-05-12,B1,26.9,7,142.05,600,0.62
ENE086-000398,2024-05-12,B2,26.4,11,259.61,1200,0.62
ENE086-000399,2024-05-12,B3,24.5,20,285.46,1800,0.62
ENE086-000400,2024-05-13,B1,24.2,28,119.06,600,0.62
ENE086-000401,2024-05-13,B2,25.0,58,270.56,1200,0.62
ENE086-000402,2024-05-13,B3,26.9,108,547.37,1800,0.62
ENE086-000403,2024-05-14,B1,26.0,47,187.7,600,0.62
ENE086-000404,2024-05-14,B2,29.8,56,463.06,1200,0.62
ENE086-000405,2024-05-14,B3,24.4,122,432.52,1800,0.62
ENE086-000406,2024-05-15,B1,28.5,41,221.04,600,0.62
ENE086-000407,2024-05-15,B2,24.9,82,310.9,1200,0.62
ENE086-000408,2024-05-15,B3,25.6,104,453.64,1800,0.62
ENE086-000409,2024-05-16,B1,25.4,35,152.07,600,0.62
