registro_id,fecha,tienda,producto,unidades,precio,descuento,estado
CAJ090-000063,2024-01-11,T3,P09,3,40.12,0,completada
CAJ090-000064,2024-01-11,T1,P09,3,41.48,0.1,completada
CAJ090-000065,2024-01-11,T2,P04,1,21.41,0,completada
CAJ090-000066,2024-01-11,T3,P11,4,48.17,0.1,completada
CAJ090-000067,2024-01-11,T1,P11,7,48.96,0.2,completada
CAJ090-000068,2024-01-11,T2,P01,9,9.04,0.15,anulada
CAJ090-000069,2024-01-12,T3,P10,6,44.34,0.1,completada
CAJ090-000070,2024-01-12,T1,P10,2,44.72,0.1,completada
CAJ090-000071,2024-01-12,T2,P06,2,29.6,0.05,completada
CAJ090-000072,2024-01-12,T3,P06,2,28.9,0,completada
CAJ090-000073,2024-01-12,T1,P01,1,8.32,0,completada
CAJ090-000074,2024-01-12,T2,P08,5,36.66,0.2,completada
CAJ090-000075,2024-01-13,T3,P05,3,25.69,0,completada
CAJ090-000076,2024-01-13,T1,P04,4,20.53,0.1,completada
CAJ090-000077,2024-01-13,T2,P02,4,12.54,0.05,anulada
CAJ090-000078,2024-01-13,T3,P12,3,53.7,0,completada
CAJ090-000079,2024-01-13,T1,P09,5,40.59,0.2,completada
CAJ090-000080,2024-01-13,T2,P04,7,20.55,0.2,completada
CAJ090-000081,2024-01-13,T3,P09,3,41.98,0.05,anulada
CAJ090-000082,2024-01-14,T1,P12,9,52.23,0.1,completada
CAJ090-000083,2024-01-14,T2,P08,1,37.99,0,completada
CAJ090-000084,2024-01-14,T3,P06,6,,0.15,completada
CAJ090-000085,2024-01-14,T1,P09,3,41.28,0.1,completada
CAJ090-000086,2024-01-14,T2,P05,7,25.62,0.15,completada
CAJ090-000087,2024-01-14,T3,P12,6,53.5,0.2,completada
CAJ090-000088,2024-01-15,T1,P05,1,24.29,0.1,anulada
CAJ090-000089,2024-01-15,T2,P03,2,16.28,0.1,completada
CAJ090-000090,2024-01-15,T3,P03,5,16.8,0.1,anulada
CAJ090-000091,2024-01-15,T1,P12,5,53.47,0.2,completada
CAJ090-000092,2024-01-15,T2,P10,9,45.18,0.2,completada
CAJ090-000093,2024-01-15,T3,P12,7,53.11,0.15,completada
CAJ090-000094,2024-01-16,T1,P02,4,13.81,0.05,completada
CAJ090-000095,2024-01-16,T2,P08,4,37.68,0.05,anulada
CAJ090-000096,2024-01-16,T3,P07,8,33.49,0.2,completada
CAJ090-000097,2024-01-16,T1,P06,7,28.12,0.15,completada
CAJ090-000098,2024-01-16, T2 ,P05,4,25.04,0.05,completada
CAJ090-000099,2024-01-16,T3,P07,8,33.31,0.15,completada
CAJ090-000100,2024-01-17,T1,P01,9,8.57,0.15,completada
CAJ090-000101,2024-01-17,T2,P03,6,17.27,0.15,completada
CAJ090-000102,2024-01-17,T3,P05,5,24.12,0.1,completada
CAJ090-000103,2024-01-17,T1,P12,9,53.72,0.2,completada
CAJ090-000104,2024-01-17,T2,P12,9,53.48,0.15,completada
CAJ090-000105,2024-01-17,T3,P04,8,21.89,0.2,completada
CAJ090-000106,2024-01-18,T1,P07,4,32.51,0.05,completada
CAJ090-000107,2024-01-18,T2,P02,8,12.55,0.1,anulada
CAJ090-000108,2024-01-18,T3,P12,5,53.78,0.15,completada
CAJ090-000109,2024-01-18,T1,P05,7,25.43,0.15,completada
CAJ090-000110,2024-01-18,T2,P03,3,16.76,0,completada
CAJ090-000111,2024-01-18,T3,P04,4,20.22,0.05,completada
CAJ090-000112,2024-01-19,T1,P03,6,16.4,0.1,completada
CAJ090-000113,2024-01-19,T2,P04,6,20.6,0.2,completada
CAJ090-000114,2024-01-19,T3,P01,1,8.42,0.05,completada
CAJ090-000115,2024-01-19,T1,P02,5,13.61,0.2,completada
CAJ090-000116,2024-01-19,T2,P05,6,24.31,0.1,completada
CAJ090-000117,2024-01-19,T3,P09,5,40.91,0.15,completada
CAJ090-000118,2024-01-20,T1,P06,8,29.81,0.1,completada
CAJ090-000119,2024-01-20,T2,P02,6,13.24,0.2,completada
CAJ090-000120,2024-01-20,T3,P02,2,12.81,0,completada
CAJ090-000121,2024-01-20,T1,P05,8,25.07,0.15,completada
CAJ090-000122,2024-01-20,T2,P01,1,9.5,0.1,completada
CAJ090-000123,2024-01-20,T3,P04,7,20.38,0.1,completada
CAJ090-000124,2024-01-20,T1,P10,9,44.63,0.1,completada
CAJ090-000125,2024-01-21,T2,P09,3,41.09,0.1,completada
CAJ090-000126,2024-01-21,T3,P01,3,9.98,0.1,completada
CAJ090-000127,2024-01-21,T1,P09,9,40.43,0.2,completada
CAJ090-000128,2024-01-21,T2,P08,6,37.06,0.2,completada
CAJ090-000129,2024-01-21,T3,P11,5,49.6,0.2,completada
CAJ090-000130,2024-01-21,T1,P07,2,33.28,0.05,completada
CAJ090-000131,2024-01-22,T2,P08,5,37.02,0.15,completada
CAJ090-000132,2024-01-22,T3,P04,3,20.17,0.05,completada
CAJ090-000133,2024-01-22,T1,P05,5,24.89,0.2,completada
CAJ090-000134,2024-01-22,T2,P11,1,48.74,0.1,completada
CAJ090-000135,2024-01-22,T3,P11,6,48.3,0.15,completada
CAJ090-000136,2024-01-22,T1,P01,9,9.72,0.1,completada
CAJ090-000137,2024-01-23,T2,P08,8,36.98,0.15,completada
CAJ090-000138,2024-01-23,T3,P09,2,41.66,0,completada
CAJ090-000139,2024-01-23,T1,P02,4,13.8,0.1,anulada
CAJ090-000140,2024-01-23,T2,P01,5,8.87,0.1,completada
CAJ090-000141,2024-01-23,T3,P10,5,44.64,0.15,completada
CAJ090-000142,2024-01-23,T1,P04,2,20.71,0.1,completada
CAJ090-000143,2024-01-24,T2,P07,2,32.25,0,completada
CAJ090-000144,2024-01-24,T3,P02,5,13.6,0.15,completada
CAJ090-000145,2024-01-24,T1,P04,9,21.46,0.1,completada
CAJ090-000146,2024-01-24,T2,P10,3,44.3,0.1,completada
CAJ090-000147,2024-01-24,T3,P08,8,36.26,0.1,completada
CAJ090-000148,2024-01-24,T1,P11,7,49.77,0.1,completada
CAJ090-000149,2024-01-25,T2,P03,8,16.25,0.1,completada
CAJ090-000150,2024-01-25,T3,P05,6,24.67,0.2,completada
CAJ090-000151,2024-01-25,T1,P06,6,29.39,0.1,completada
CAJ090-000152,2024-01-25,T2,P08,4,36.99,0,completada
CAJ090-000153,2024-01-25,T3,P11,9,49.24,0.15,completada
CAJ090-000154,2024-01-25,T1,P02,6,13.54,0.1,completada
CAJ090-000155,2024-01-26,T2,P04,1,20.72,0.1,completada
CAJ090-000156,2024-01-26,T3,P05,5,24.87,0.1,completada
CAJ090-000157,2024-01-26,T1,P11,2,48.85,0.05,completada
CAJ090-000158,2024-01-26,T2,P03,3,16.67,0,completada
CAJ090-000159,2024-01-26,T3,P02,1,12.52,0.05,completada
CAJ090-000160,2024-01-26,T1,P08,1,37.19,0.05,completada
CAJ090-000161,2024-01-26,T2,P11,6,48.19,0.2,completada
CAJ090-000162,2024-01-27,T3,P05,4,24.73,0.05,completada
CAJ090-000163,2024-01-27,T1,P09,1,41.04,0,completada
CAJ090-000164,2024-01-27,T2,P01,5,9.26,0.15,completada
CAJ090-000165,2024-01-27,T3,P08,3,37.28,0.1,completada
CAJ090-000166,2024-01-27,T1,P01,6,8.21,0.15,completada
CAJ090-000167,2024-01-27,T2,P04,3,,0.1,completada
CAJ090-000168,2024-01-28,T3,P12,7,53.96,0.15,completada
CAJ090-000169,2024-01-28,T1,P11,1,49.95,0,completada
CAJ090-000170,2024-01-28,T2,P10,4,44.39,0.1,completada
CAJ090-000171,2024-01-28,T3,P02,3,13.56,0.1,completada
CAJ090-000172,2024-01-28,T1,P09,9,41.61,0.2,anulada
CAJ090-000173,2024-01-28,T2,P06,2,29.64,0.05,completada
CAJ090-000174,2024-01-29,T3,P12,7,52.18,0.15,completada
CAJ090-000175,2024-01-29,T1,P05,6,25.8,0.1,completada
CAJ090-000176,2024-01-29,T2,P08,9,37.02,0.1,completada
CAJ090-000177,2024-01-29,T3,P10,9,44.56,0.2,completada
CAJ090-000178,2024-01-29,T1,P06,9,28.67,0.1,completada
CAJ090-000179,2024-01-29,T2,P11,3,49.99,0.1,completada
CAJ090-000180,2024-01-30,T3,P06,4,28.51,0.05,completada
CAJ090-000181,2024-01-30,T1,P04,7,20.0,0.15,completada
CAJ090-000182,2024-01-30,T2,P07,9,33.85,0.2,completada
CAJ090-000183,2024-01-30,T3,P12,2,53.25,0.1,anulada
CAJ090-000184,2024-01-30,T1,P08,1,37.83,0.05,completada
CAJ090-000185,2024-01-30,T2,P06,8,29.23,0.15,completada
CAJ090-000186,2024-01-31,T3,P11,1,49.53,0,completada
CAJ090-000187,2024-01-31,T1,P06,8,29.63,0.15,completada
CAJ090-000188,2024-01-31,T2,P07,9,33.95,0.2,completada
CAJ090-000189,2024-01-31,T3,P10,8,44.51,0.1,completada
CAJ090-000190,2024-01-31,T1,P10,3,45.48,0,completada
CAJ090-000191,2024-01-31,T2,P02,4,13.43,0,completada
CAJ090-000192,2024-02-01,T3,P12,5,53.99,0.15,completada
CAJ090-000193,2024-02-01,T1,P03,6,17.68,0.1,completada
CAJ090-000194,2024-02-01,T2,P12,4,53.43,0,completada
CAJ090-000195,2024-02-01, T3 ,P09,8,40.61,0.2,completada
CAJ090-000196,2024-02-01,T1,P06,4,29.34,0,completada
CAJ090-000197,2024-02-01,T2,P03,8,16.91,0.1,completada
CAJ090-000198,2024-02-02,T3,P12,4,53.14,0.05,completada
CAJ090-000199,2024-02-02,T1,P06,9,29.83,0.15,completada
CAJ090-000200,2024-02-02,T2,P11,4,49.27,0.1,completada
CAJ090-000201,2024-02-02,T3,P07,8,32.01,0.2,completada
CAJ090-000202,2024-02-02,T1,P02,9,12.85,0.2,completada
CAJ090-000203,2024-02-02,T2,P01,8,9.67,0.15,completada
CAJ090-000204,2024-02-02,T3,P01,8,8.34,0.15,completada
CAJ090-000205,2024-02-03,T1,P10,8,45.98,0.2,completada
CAJ090-000206,2024-02-03,T2,P10,5,44.26,0.15,completada
CAJ090-000207,2024-02-03,T3,P08,9,36.84,0.15,completada
CAJ090-000208,2024-02-03,T1,P06,6,29.22,0.2,completada
CAJ090-000209,2024-02-03,T2,P07,4,32.37,0.1,completada
CAJ090-000210,2024-02-03,T3,P02,3,13.48,0.05,completada
CAJ090-000211,2024-02-04,T1,P06,9,29.24,0.15,completada
CAJ090-000212,2024-02-04,T2,P01,8,"9,92",0.1,completada
CAJ090-000213,2024-02-04,T3,P04,9,21.0,0.15,completada
CAJ090-000214,2024-02-04,T1,P03,3,16.98,0,completada
CAJ090-000215,2024-02-04,T2,P01,5,9.19,0.2,completada
CAJ090-000216,2024-02-04,T3,P05,3,24.89,0,completada
CAJ090-000217,2024-02-05,T1,P02,9,12.48,0.2,completada
CAJ090-000218,2024-02-05,T2,P07,9,32.93,0.15,completada
CAJ090-000219,2024-02-05,T3,P12,3,52.71,0.1,completada
CAJ090-000220,2024-02-05,T1,P08,9,37.69,0.1,completada
CAJ090-000221,2024-02-05,T2,P05,6,24.95,0.15,completada
CAJ090-000222,2024-02-05,T3,P10,4,44.64,0,completada
CAJ090-000223,2024-02-06,T1,P04,7,21.09,0.2,completada
CAJ090-000224,2024-02-06,T2,P06,6,29.98,0.1,anulada
CAJ090-000225,2024-02-06,T3,P01,2,8.64,0.05,completada
CAJ090-000226,2024-02-06,T1,P02,1,13.24,0.1,completada
CAJ090-000227,2024-02-06,T2,P11,3,49.54,0.1,completada
CAJ090-000228,2024-02-06,T3,P07,2,32.24,0.05,completada
CAJ090-000229,2024-02-07,T1,P02,6,12.16,0.1,completada
CAJ090-000230,2024-02-07,T2,P05,3,24.62,0.05,completada
CAJ090-000231,2024-02-07,T3,P12,9,52.49,0.15,anulada
CAJ090-000232,2024-02-07,T1,P01,8,9.63,0.15,anulada
CAJ090-000233,2024-02-07,T2,P06,2,28.64,0,completada
CAJ090-000234,2024-02-07,T3,P07,6,33.98,0.2,completada
CAJ090-000235,2024-02-08,T1,P05,5,24.99,0.1,completada
CAJ090-000236,2024-02-08,T2,P12,3,53.38,0.05,completada
CAJ090-000237,2024-02-08,T3,P07,9,33.41,0.1,anulada
CAJ090-000238,2024-02-08,T1,P12,7,52.01,0.1,completada
CAJ090-000239,2024-02-08,T2,P05,9,25.19,0.2,completada
CAJ090-000240,2024-02-08,T3,P04,6,20.97,0.2,completada
CAJ090-000241,2024-02-08,T1,P12,4,52.3,0.1,completada
CAJ090-000242,2024-02-09,T2,P09,5,40.28,0.2,completada
CAJ090-000243,2024-02-09,T3,P11,6,48.29,0.15,completada
CAJ090-000244,2024-02-09,T1,P11,4,48.69,0.1,completada
CAJ090-000245,2024-02-09,T2,P06,7,29.46,0.15,completada
CAJ090-000246,2024-02-09,T3,P01,2,8.47,0.05,completada
CAJ090-000247,2024-02-09,T1,P04,2,20.95,0.05,completada
CAJ090-000248,2024-02-10,T2,P05,8,24.5,0.1,completada
CAJ090-000249,2024-02-10,T3,P06,6,28.65,0.15,completada
CAJ090-000250,2024-02-10,T1,P02,4,,0.05,completada
CAJ090-000251,2024-02-10,T2,P12,3,53.64,0,completada
CAJ090-000252,2024-02-10,T3,P12,7,53.69,0.2,completada
CAJ090-000253,2024-02-10,T1,P07,9,32.65,0.1,completada
CAJ090-000254,2024-02-11,T2,P01,4,9.32,0.05,completada
CAJ090-000255,2024-02-11,T3,P12,2,53.02,0,completada
CAJ090-000256,2024-02-11,T1,P04,3,21.19,0,completada
CAJ090-000257,2024-02-11,T2,P10,9,45.54,0.15,anulada
CAJ090-000258,2024-02-11,T3,P05,8,24.04,0.15,completada
CAJ090-000259,2024-02-11,T1,P03,3,16.72,0.1,completada
CAJ090-000260,2024-02-12,T2,P04,1,21.39,0.1,completada
CAJ090-000261,2024-02-12,T3,P11,6,49.41,0.15,completada
CAJ090-000262,2024-02-12,T1,P09,5,40.65,0.2,completada
CAJ090-000263,2024-02-12,T2,P07,9,33.97,0.15,completada
CAJ090-000264,2024-02-12,T3,P12,9,52.3,0.2,completada
CAJ090-000265,2024-02-12,T1,P05,1,24.28,0.05,completada
CAJ090-000266,2024-02-13,T2,P11,4,49.44,0.1,completada
CAJ090-000267,2024-02-13,T3,P08,8,37.68,0.15,completada
CAJ090-000268,2024-02-13,T1,P04,7,21.04,0.2,completada
CAJ090-000269,2024-02-13,T2,P03,1,17.31,0,completada
CAJ090-000270,2024-02-13,T3,P11,2,48.47,0.1,completada
CAJ090-000271,2024-02-13,T1,P01,5,9.07,0.1,completada
CAJ090-000272,2024-02-14,T2,P12,4,53.53,0,completada
CAJ090-000273,2024-02-14,T3,P08,8,36.71,0.1,completada
CAJ090-000274,2024-02-14,T1,P12,4,53.44,0.05,completada
CAJ090-000275,2024-02-14,T2,P06,2,28.78,0.05,completada
CAJ090-000276,2024-02-14,T3,P10,1,45.91,0.05,completada
CAJ090-000277,2024-02-14,T1,P10,6,45.4,0.2,completada
CAJ090-000278,2024-02-14,T2,P04,8,21.6,0.2,completada
CAJ090-000279,2024-02-15,T3,P06,9,28.57,0.1,completada
CAJ090-000280,2024-02-15,T1,P04,3,20.47,0.1,completada
CAJ090-000281,2024-02-15,T2,P11,5,49.47,0.15,completada
CAJ090-000282,2024-02-15,T3,P10,6,44.79,0.1,completada
CAJ090-000283,2024-02-15,T1,P08,9,36.24,0.15,completada
CAJ090-000284,2024-02-15,T2,P03,2,16.63,0,completada
CAJ090-000285,2024-02-16,T3,P03,3,16.71,0.1,completada
CAJ090-000286,2024-02-16,T1,P03,2,16.14,0.1,completada
CAJ090-000287,2024-02-16,T2,P05,5,25.29,0.15,completada
CAJ090-000288,2024-02-16,T3,P12,6,52.59,0.2,completada
CAJ090-000289,2024-02-16,T1,P05,7,24.34,0.2,completada
CAJ090-000290,2024-02-16,T2,P10,1,44.61,0.1,completada
CAJ090-000291,2024-02-17,T3,P04,3,20.81,0.05,completada
CAJ090-000292,2024-02-17, T1 ,P09,1,40.47,0.05,completada
CAJ090-000293,2024-02-17,T2,P03,6,17.88,0.2,completada
CAJ090-000294,2024-02-17,T3,P03,8,17.98,0.1,completada
CAJ090-000295,2024-02-17,T1,P08,7,37.92,0.2,completada
CAJ090-000296,2024-02-17,T2,P12,4,53.11,0.05,completada
CAJ090-000297,2024-02-18,T3,P12,9,53.96,0.15,completada
CAJ090-000298,2024-02-18,T1,P06,9,29.67,0.2,completada
CAJ090-000299,2024-02-18,T2,P01,4,9.19,0.1,completada
CAJ090-000300,2024-02-18,T3,P08,3,37.96,0.05,completada
CAJ090-000301,2024-02-18,T1,P11,5,48.61,0.15,completada
CAJ090-000302,2024-02-18,T2,P08,3,37.64,0.05,completada
CAJ090-000303,2024-02-19,T3,P05,5,24.94,0.1,completada
CAJ090-000304,2024-02-19,T1,P04,1,20.71,0,completada
CAJ090-000305,2024-02-19,T2,P06,9,29.9,0.2,completada
CAJ090-000306,2024-02-19,T3,P03,7,16.76,0.15,completada
CAJ090-000307,2024-02-19,T1,P06,4,29.41,0.1,completada
CAJ090-000308,2024-02-19,T2,P12,4,53.42,0,completada
CAJ090-000309,2024-02-20,T3,P09,4,40.72,0,completada
CAJ090-000310,2024-02-20,T1,P01,8,9.32,0.15,completada
CAJ090-000311,2024-02-20,T2,P05,7,25.82,0.15,completada
CAJ090-000312,2024-02-20,T3,P06,3,29.0,0.1,completada
CAJ090-000313,2024-02-20,T1,P09,9,41.12,0.2,completada
CAJ090-000314,2024-02-20,T2,P05,3,24.3,0.1,completada
CAJ090-000315,2024-02-21,T3,P09,3,41.89,0,completada
CAJ090-000316,2024-02-21,T1,P11,4,49.68,0.1,completada
CAJ090-000317,2024-02-21,T2,P05,2,24.7,0.05,completada
CAJ090-000318,2024-02-21,T3,P08,4,37.78,0.1,anulada
CAJ090-000319,2024-02-21,T1,P11,9,49.18,0.15,completada
CAJ090-000320,2024-02-21,T2,P09,1,41.42,0.05,completada
CAJ090-000321,2024-02-21,T3,P12,3,53.56,0.1,completada
CAJ090-000322,2024-02-22,T1,P06,5,28.22,0.15,completada
CAJ090-000323,2024-02-22,T2,P03,2,16.6,0.05,completada
CAJ090-000324,2024-02-22,T3,P09,7,40.11,0.1,completada
CAJ090-000325,2024-02-22,T1,P03,5,16.89,0.15,completada
CAJ090-000326,2024-02-22,T2,P04,8,20.49,0.15,completada
CAJ090-000327,2024-02-22,T3,P02,3,12.72,0.1,completada
CAJ090-000328,2024-02-23,T1,P12,4,53.67,0.1,completada
CAJ090-000329,2024-02-23,T2,P07,3,32.56,0.1,completada
CAJ090-000330,2024-02-23,T3,P03,7,16.13,0.15,completada
CAJ090-000331,2024-02-23,T1,P04,5,21.76,0.2,completada
CAJ090-000332,2024-02-23,T2,P05,4,25.42,0,completada
CAJ090-000333,2024-02-23,T3,P10,2,,0,completada
CAJ090-000334,2024-02-24,T1,P10,9,45.47,0.1,completada
CAJ090-000335,2024-02-24,T2,P11,9,49.94,0.2,completada
CAJ090-000336,2024-02-24,T3,P09,7,40.96,0.15,completada
CAJ090-000337,2024-02-24,T1,P01,2,8.18,0,completada
CAJ090-000338,2024-02-24,T2,P03,2,17.58,0,completada
CAJ090-000339,2024-02-24,T3,P08,5,37.1,0.15,completada
CAJ090-000340,2024-02-25,T1,P02,7,13.64,0.1,completada
CAJ090-000341,2024-02-25,T2,P11,9,48.15,0.1,completada
CAJ090-000342,2024-02-25,T3,P02,6,12.61,0.15,completada
CAJ090-000343,2024-02-25,T1,P03,7,17.47,0.15,completada
CAJ090-000344,2024-02-25,T2,P03,3,17.65,0,completada
CAJ090-000345,2024-02-25,T3,P03,4,17.24,0.1,completada
CAJ090-000346,2024-02-26,T1,P03,3,16.3,0.1,completada
CAJ090-000347,2024-02-26,T2,P04,3,21.79,0,completada
CAJ090-000348,2024-02-26,T3,P10,9,44.03,0.1,completada
CAJ090-000349,2024-02-26,T1,P09,6,41.5,0.15,completada
CAJ090-000350,2024-02-26,T2,P04,4,21.51,0.1,completada
CAJ090-000351,2024-02-26,T3,P07,8,32.13,0.1,completada
CAJ090-000352,2024-02-27,T1,P12,1,52.75,0.05,completada
CAJ090-000353,2024-02-27,T2,P02,9,13.52,0.15,completada
CAJ090-000354,2024-02-27,T3,P10,6,44.59,0.2,completada
CAJ090-000355,2024-02-27,T1,P05,2,25.96,0.1,completada
CAJ090-000356,2024-02-27,T2,P04,5,20.52,0.2,completada
CAJ090-000357,2024-02-27,T3,P07,3,33.78,0,completada
CAJ090-000358,2024-02-27,T1,P02,8,12.4,0.2,completada
CAJ090-000359,2024-02-28,T2,P04,8,20.12,0.1,completada
CAJ090-000360,2024-02-28,T3,P01,4,9.58,0,completada
CAJ090-000361,2024-02-28,T1,P03,6,16.48,0.2,completada
CAJ090-000362,2024-02-28,T2,P09,2,41.83,0.05,completada
CAJ090-000363,2024-02-28,T3,P05,8,24.05,0.15,completada
CAJ090-000364,2024-02-28,T1,P08,6,36.05,0.15,completada
CAJ090-000365,2024-02-29,T2,P06,7,28.13,0.2,completada
CAJ090-000366,2024-02-29,T3,P11,6,48.04,0.1,completada
CAJ090-000367,2024-02-29,T1,P09,8,41.53,0.1,completada
CAJ090-000368,2024-02-29,T2,P05,3,24.51,0,completada
CAJ090-000369,2024-02-29,T3,P06,8,29.05,0.1,completada
CAJ090-000370,2024-02-29,T1,P03,2,16.24,0.05,completada
CAJ090-000371,2024-03-01,T2,P10,9,45.71,0.2,completada
CAJ090-000372,2024-03-01,T3,P11,8,49.96,0.2,completada
CAJ090-000373,2024-03-01,T1,P03,7,16.81,0.15,completada
CAJ090-000374,2024-03-01,T2,P05,4,25.62,0,completada
CAJ090-000375,2024-03-01,T3,P08,9,36.92,0.2,completada
CAJ090-000376,2024-03-01,T1,P05,3,25.66,0.1,completada
CAJ090-000377,2024-03-02,T2,P12,6,53.1,0.1,completada
CAJ090-000378,2024-03-02,T3,P01,3,9.44,0.1,completada
CAJ090-000379,2024-03-02,T1,P04,2,21.97,0.05,completada
CAJ090-000380,2024-03-02,T2,P08,2,36.93,0,completada
CAJ090-000381,2024-03-02,T3,P12,5,52.31,0.1,anulada
CAJ090-000382,2024-03-02,T1,P02,8,13.28,0.1,completada
CAJ090-000383,2024-03-03,T2,P04,8,20.66,0.2,completada
CAJ090-000384,2024-03-03,T3,P07,3,33.44,0,completada
CAJ090-000385,2024-03-03,T1,P01,4,8.52,0,completada
CAJ090-000386,2024-03-03,T2,P05,9,25.59,0.1,anulada
CAJ090-000387,2024-03-03,T3,P04,4,21.89,0.1,completada
CAJ090-000388,2024-03-03,T1,P09,4,41.35,0.1,completada
CAJ090-000389,2024-03-04, T2 ,P04,6,20.04,0.15,completada
CAJ090-000390,2024-02-30,T3,P10,8,44.62,0.2,completada
CAJ090-000391,2024-03-04,T1,P02,5,13.56,0.1,completada
CAJ090-000392,2024-03-04,T2,P03,9,17.74,0.2,completada
CAJ090-000393,2024-03-04,T3,P09,5,40.78,0.2,completada
CAJ090-000394,2024-03-04,T1,P10,8,44.35,0.2,completada
CAJ090-000395,2024-03-05,T2,P11,6,48.74,0.1,completada
CAJ090-000396,2024-03-05,T3,P04,3,21.09,0.1,completada
CAJ090-000397,2024-03-05,T1,P08,3,37.85,0,completada
CAJ090-000398,2024-03-05,T2,P05,6,24.82,0.1,completada
CAJ090-000399,2024-03-05,T3,P08,9,36.47,0.1,completada
CAJ090-000400,2024-03-05,T1,P03,1,16.99,0,completada
CAJ090-000401,2024-03-05,T2,P07,6,33.12,0.2,completada
