registro_id,fecha,sede,modalidad,asistencia_pct,nota_inicial,nota_final,horas_estudio,tutorias
NOT024-000036,2024-01-30,S3,virtual,51.0,10.4,9.6,9.6,0
NOT024-000037,2024-01-31,S1,virtual,100,10.9,10.8,6.3,2
NOT024-000038,2024-02-01,S2,virtual,64.9,9.3,13.5,9.2,9
NOT024-000039,2024-02-02,S3,presencial,73.5,9.8,13.3,10.7,9
NOT024-000040,2024-02-02,S1,presencial,93.2,9.4,6.8,3.8,8
NOT024-000041,2024-02-03,S2,presencial,91.9,14.2,12.7,1.6,1
NOT024-000042,2024-02-04,S3,virtual,100,6.4,7.9,3.9,9
NOT024-000043,2024-02-05,S1,virtual,96.1,11.6,10.7,1.7,2
NOT024-000044,2024-02-06,S2,presencial,83.7,16.8,14.0,0.0,0
NOT024-000045,2024-02-07,S3,virtual,60.0,12.2,12.7,7.8,3
NOT024-000046,2024-02-08,S1,presencial,69.2,12.2,10.3,4.6,1
NOT024-000047,2024-02-08,S2,presencial,88.6,5.0,8.7,10.3,2
NOT024-000048,2024-02-09,S3,presencial,76.4,6.5,9.4,10.2,10
NOT024-000049,2024-02-10,S1,presencial,49.0,7.0,10.8,11.5,7
NOT024-000050,2024-02-11,S2,presencial,77.5,7.2,11.0,1.0,7
NOT024-000051,2024-02-12,S3,virtual,62.0,6.3,5.9,6.7,9
NOT024-000052,2024-02-13,S1,presencial,82.8,8.7,6.8,9.2,8
NOT024-000053,2024-02-13,S2,virtual,76.2,16.1,14.1,7.8,1
NOT024-000054,2024-02-14,S3,virtual,70.6,6.4,5.3,2.8,2
NOT024-000055,2024-02-15,S1,virtual,85.2,9.9,10.3,0.0,10
NOT024-000056,2024-02-16,S2,presencial,53.1,8.4,7.7,2.4,5
NOT024-000057,2024-02-17,S3,presencial,64.3,13.4,12.3,3.1,2
NOT024-000058,2024-02-18,S1,presencial,74.9,10.5,6.3,3.3,0
NOT024-000059,2024-02-19,S2,virtual,90.4,10.1,10.2,11.3,1
NOT024-000060,2024-02-19,S3,virtual,82.6,9.9,12.5,10.1,4
NOT024-000061,2024-02-20,S1,virtual,71.3,13.3,9.8,3.4,0
NOT024-000062,2024-02-21,S2,virtual,93.2,11.3,13.7,6.9,1
NOT024-000063,2024-02-22,S3,presencial,75.5,5.4,10.4,0.9,5
NOT024-000064,2024-02-23,S1,virtual,89.7,13.0,11.1,3.3,2
NOT024-000065,2024-02-24,S2,presencial,76.3,14.8,15.4,10.9,1
NOT024-000066,2024-02-24,S3,presencial,100,11.9,16.1,11.9,1
NOT024-000067,2024-02-25,S1,presencial,56.9,8.5,8.2,5.1,4
NOT024-000068,2024-02-26,S2,presencial,60.4,8.8,13.1,8.6,6
NOT024-000069,2024-02-27,S3,presencial,72.4,5.0,8.9,6.0,8
NOT024-000070,2024-02-28,S1,presencial,79.7,11.5,10.7,10.4,2
NOT024-000071,2024-02-29,S2,virtual,77.7,9.6,13.3,10.7,9
NOT024-000072,2024-02-29,S3,presencial,84.3,11.2,9.6,5.6,1
NOT024-000073,2024-03-01,S1,presencial,86.1,5.2,6.0,3.4,7
NOT024-000074,2024-03-02,S2,presencial,64.0,13.6,13.2,7.6,2
NOT024-000075,2024-03-03,S3,presencial,93.4,8.7,9.8,11.4,2
NOT024-000076,2024-03-04,S1,presencial,52.7,12.7,14.3,0.2,2
NOT024-000077,2024-03-05,S2,virtual,73.4,12.9,10.5,10.4,3
NOT024-000078,2024-03-06,S3,presencial,99.5,9.2,11.1,0.8,5
NOT024-000079,2024-03-06,S1,virtual,57.5,10.0,9.8,7.6,3
NOT024-000080,2024-03-07,S2,presencial,89.4,14.5,13.1,1.8,0
NOT024-000081,2024-03-08,S3,presencial,78.2,12.6,12.4,6.2,1
NOT024-000082,2024-03-09,S1,presencial,94.0,10.2,13.8,7.8,3
NOT024-000083,2024-03-10,S2,presencial,85.9,10.5,14.8,11.3,3
NOT024-000084,2024-03-11,S3,virtual,84.2,7.2,,6.3,6
NOT024-000085,2024-03-11,S1,virtual,71.2,10.7,10.2,8.4,1
NOT024-000086,2024-03-12,S2,virtual,79.3,13.3,11.0,5.3,3
NOT024-000087,2024-03-13,S3,presencial,81.8,8.8,12.4,11.1,9
NOT024-000088,2024-03-14,S1,presencial,87.9,9.0,10.8,2.7,6
NOT024-000089,2024-03-15,S2,virtual,73.3,10.7,10.7,4.2,0
NOT024-000090,2024-03-16,S3,presencial,83.5,11.3,12.3,11.4,3
NOT024-000091,2024-03-17,S1,presencial,64.1,8.7,10.3,9.8,4
NOT024-000092,2024-03-17,S2,presencial,90.5,10.9,10.7,0.9,3
NOT024-000093,2024-03-18,S3,virtual,76.3,10.8,12.4,4.1,3
NOT024-000094,2024-03-19,S1,presencial,98.6,12.6,14.7,8.8,2
NOT024-000095,2024-03-20,S2,presencial,74.6,8.7,12.9,7.5,4
NOT024-000096,2024-03-21,S3,presencial,75.6,12.5,8.9,0.7,3
NOT024-000097,2024-03-22,S1,virtual,68.7,11.0,8.8,4.4,2
NOT024-000098,2024-03-22,S2, PRESENCIAL ,90.3,16.2,18.0,2.1,0
NOT024-000099,2024-03-23,S3,presencial,100,8.0,12.3,6.3,10
NOT024-000100,2024-03-24,S1,presencial,100,13.5,18.6,0.1,3
NOT024-000101,2024-03-25,S2,virtual,75.6,8.4,10.7,8.9,5
NOT024-000102,2024-03-26,S3,virtual,51.2,5.0,5.7,0.8,4
NOT024-000103,2024-03-27,S1,virtual,85.8,15.7,16.1,6.0,1
NOT024-000104,2024-03-28,S2,presencial,100,12.7,13.5,2.9,3
NOT024-000105,2024-03-28,S3,virtual,79.2,8.0,9.7,8.2,10
NOT024-000106,2024-03-29,S1,presencial,77.2,7.2,9.3,9.3,3
NOT024-000107,2024-03-30,S2,presencial,59.7,10.9,12.8,7.6,2
NOT024-000108,2024-03-31,S3,virtual,77.4,14.4,12.8,1.3,2
NOT024-000109,2024-04-01,S1,presencial,79.3,9.1,14.2,9.5,8
NOT024-000110,2024-04-02,S2,presencial,59.8,10.4,10.2,8.7,2
NOT024-000111,2024-04-02,S3,virtual,75.2,16.3,11.1,2.0,2
NOT024-000112,2024-04-03,S1,presencial,85.2,12.7,14.9,9.0,2
NOT024-000113,2024-04-04,S2,virtual,64.9,10.1,9.6,6.9,2
NOT024-000114,2024-04-05,S3,presencial,57.3,9.7,7.3,7.8,8
NOT024-000115,2024-04-06,S1,virtual,74.2,15.9,10.6,2.6,2
NOT024-000116,2024-04-07,S2,virtual,79.5,12.9,13.5,5.8,1
NOT024-000117,2024-04-08,S3,presencial,82.0,11.3,9.5,7.8,2
NOT024-000118,2024-04-08,S1,presencial,88.7,10.8,15.6,5.1,0
NOT024-000119,2024-04-09,S2,presencial,63.6,10.2,5.1,3.4,2
NOT024-000120,2024-04-10,S3,presencial,95.7,9.5,8.5,0.3,6
NOT024-000121,2024-04-11,S1,presencial,73.3,9.6,10.2,7.2,5
NOT024-000122,2024-04-12,S2,virtual,70.7,12.4,12.9,4.0,0
NOT024-000123,2024-04-13,S3,virtual,82.9,9.3,12.3,1.5,10
NOT024-000124,2024-04-13,S1,virtual,88.0,10.4,13.1,1.3,2
NOT024-000125,2024-04-14,S2,presencial,78.7,10.4,11.0,11.3,1
NOT024-000126,2024-04-15,S3,presencial,57.2,8.2,11.0,11.1,6
NOT024-000127,2024-04-16,S1,virtual,55.4,10.0,9.7,8.4,3
NOT024-000128,2024-04-17,S2,presencial,57.2,11.1,11.1,0.9,2
NOT024-000129,2024-04-18,S3,presencial,78.4,13.8,13.5,10.2,1
NOT024-000130,2024-04-18,S1,virtual,87.9,13.1,14.0,10.9,2
NOT024-000131,2024-04-19,S2,presencial,89.2,7.3,9.7,10.2,3
NOT024-000132,2024-04-20,S3,presencial,79.7,9.8,8.1,3.7,7
NOT024-000133,2024-04-21,S1,presencial,81.3,11.7,16.4,9.7,2
NOT024-000134,2024-04-22,S2,presencial,81.3,9.9,12.4,9.8,7
NOT024-000135,2024-04-23,S3,virtual,96.0,14.6,15.1,7.0,1
NOT024-000136,2024-04-24,S1,presencial,43.4,15.4,11.7,4.1,1
NOT024-000137,2024-04-24,S2,virtual,88.8,10.0,14.3,11.4,3
NOT024-000138,2024-04-25,S3,virtual,93.0,10.0,10.7,6.2,1
NOT024-000139,2024-04-26,S1,virtual,74.4,7.2,7.8,7.1,4
NOT024-000140,2024-04-27,S2,virtual,66.9,8.6,10.6,7.6,4
NOT024-000141,2024-04-28,S3,presencial,100,12.5,13.3,0.7,3
NOT024-000142,2024-04-29,S1,virtual,96.7,11.4,15.4,5.6,2
NOT024-000143,2024-04-29,S2,virtual,36.6,16.1,16.3,11.2,2
NOT024-000144,2024-04-30,S3,virtual,95.7,8.8,10.6,5.7,2
NOT024-000145,2024-05-01,S1,presencial,60.8,3.9,9.8,1.7,4
NOT024-000146,2024-05-02,S2,virtual,96.3,12.6,13.0,1.1,2
NOT024-000147,2024-05-03,S3,virtual,87.8,13.4,9.5,11.5,1
NOT024-000148,2024-05-04,S1,presencial,91.2,9.7,10.8,0.9,5
NOT024-000149,2024-05-05,S2,presencial,71.6,14.3,11.6,2.6,1
NOT024-000150,2024-05-05,S3,presencial,94.3,9.3,7.7,6.6,6
NOT024-000151,2024-05-06,S1,virtual,97.2,11.1,11.6,0.4,3
NOT024-000152,2024-05-07,S2,virtual,95.0,17.4,15.1,5.1,2
NOT024-000153,2024-05-08,S3,virtual,100,13.2,12.9,8.3,3
NOT024-000154,2024-05-09,S1,virtual,82.7,9.7,9.1,10.1,2
NOT024-000155,2024-05-10,S2,presencial,70.4,9.7,16.3,10.1,10
NOT024-000156,2024-05-10,S3,presencial,64.2,7.3,6.8,0.5,7
NOT024-000157,2024-05-11,S1,virtual,88.0,14.9,13.8,5.0,1
NOT024-000158,2024-05-12,S2,virtual,47.6,7.1,7.4,9.2,3
NOT024-000159,2024-05-13,S3,presencial,49.9,9.8,5.3,1.9,2
NOT024-000160,2024-05-14,S1,virtual,55.0,8.8,10.3,6.3,7
NOT024-000161,2024-05-15,S2,presencial,91.0,11.3,13.5,3.9,3
NOT024-000162,2024-05-16,S3,virtual,83.3,10.9,11.7,4.8,3
NOT024-000163,2024-05-16,S1,presencial,78.9,10.6,10.3,4.0,2
NOT024-000164,2024-05-17,S2,virtual,83.6,14.7,12.6,1.2,1
NOT024-000165,2024-05-18,S3,virtual,86.6,11.5,9.1,0.4,3
NOT024-000166,2024-05-19,S1,presencial,51.7,11.3,9.0,11.7,2
NOT024-000167,2024-05-20,S2,virtual,100,9.4,,9.1,3
NOT024-000168,2024-05-21,S3,virtual,92.8,13.8,15.5,11.9,2
NOT024-000169,2024-05-21,S1,presencial,88.8,8.0,8.0,3.5,8
NOT024-000170,2024-05-22,S2,virtual,73.2,7.9,8.0,4.8,8
NOT024-000171,2024-05-23,S3,presencial,79.1,7.5,14.4,8.5,7
NOT024-000172,2024-05-24,S1,virtual,64.5,10.4,12.2,10.4,2
NOT024-000173,2024-05-25,S2,presencial,82.2,16.0,11.6,1.4,1
NOT024-000174,2024-05-26,S3,virtual,98.1,12.1,11.9,6.3,0
NOT024-000175,2024-05-27,S1,virtual,33.8,14.7,9.5,3.4,0
NOT024-000176,2024-05-27,S2,presencial,67.4,10.3,12.1,11.4,0
NOT024-000177,2024-05-28,S3,virtual,86.7,11.2,8.7,0.8,1
NOT024-000178,2024-05-29,S1,presencial,69.2,14.5,13.2,7.4,2
NOT024-000179,2024-05-30,S2,presencial,61.3,8.4,9.3,4.8,7
NOT024-000180,2024-05-31,S3,virtual,92.4,8.2,9.2,7.4,9
NOT024-000181,2024-06-01,S1,virtual,100,12.0,14.8,10.4,2
NOT024-000182,2024-06-01,S2,virtual,94.8,15.0,15.2,1.5,0
NOT024-000183,2024-06-02,S3,presencial,79.9,12.2,10.5,7.1,1
NOT024-000184,2024-06-03,S1,presencial,96.7,9.0,10.8,3.4,9
NOT024-000185,2024-06-04,S2,virtual,95.3,16.4,14.4,8.4,1
NOT024-000186,2024-06-05,S3,presencial,56.7,12.3,9.4,4.3,1
NOT024-000187,2024-06-06,S1,virtual,100,8.4,8.9,11.5,3
NOT024-000188,2024-06-06,S2,presencial,52.7,17.5,13.5,2.5,3
NOT024-000189,2024-06-07,S3,virtual,69.9,8.3,10.2,8.6,3
NOT024-000190,2024-06-08,S1,virtual,85.1,8.8,7.4,3.7,6
NOT024-000191,2024-06-09,S2,presencial,87.0,13.6,13.2,0.7,2
NOT024-000192,2024-06-10,S3,virtual,74.0,11.9,11.3,6.8,3
NOT024-000193,2024-06-11,S1,presencial,57.0,9.5,9.8,9.8,9
NOT024-000194,2024-06-12,S2,virtual,90.7,10.1,10.6,0.0,3
NOT024-000195,2024-06-12,S3, VIRTUAL ,55.5,13.0,10.7,7.7,3
NOT024-000196,2024-06-13,S1,virtual,73.6,10.0,14.2,7.9,1
NOT024-000197,2024-06-14,S2,presencial,67.4,8.8,12.0,11.6,7
NOT024-000198,2024-06-15,S3,virtual,73.6,9.7,14.1,1.8,10
NOT024-000199,2024-06-16,S1,presencial,63.9,12.0,9.4,1.9,3
NOT024-000200,2024-06-17,S2,virtual,97.6,12.3,14.9,11.3,1
NOT024-000201,2024-06-17,S3,presencial,60.7,8.2,11.0,3.5,3
NOT024-000202,2024-06-18,S1,presencial,94.1,10.6,11.8,5.4,3
NOT024-000203,2024-06-19,S2,virtual,65.2,8.1,6.8,0.9,5
NOT024-000204,2024-06-20,S3,presencial,84.7,15.8,12.6,9.1,3
NOT024-000205,2024-06-21,S1,virtual,69.6,11.8,11.2,5.0,2
NOT024-000206,2024-06-22,S2,virtual,81.7,10.7,12.1,6.9,3
NOT024-000207,2024-06-23,S3,virtual,99.1,11.5,8.9,3.1,3
NOT024-000208,2024-06-23,S1,presencial,79.9,4.7,7.1,9.9,2
NOT024-000209,2024-06-24,S2,presencial,76.3,5.4,5.6,0.6,3
NOT024-000210,2024-06-25,S3,virtual,64.2,13.4,13.0,11.6,3
NOT024-000211,2024-06-26,S1,presencial,69.1,12.1,9.8,3.9,1
NOT024-000212,2024-06-27,S2,virtual,67.4,9.2,"9,7",3.8,4
NOT024-000213,2024-06-28,S3,virtual,76.3,10.3,10.9,8.6,1
NOT024-000214,2024-06-28,S1,virtual,98.6,14.8,15.8,4.3,2
NOT024-000215,2024-06-29,S2,virtual,78.2,14.2,9.9,1.6,1
NOT024-000216,2024-06-30,S3,virtual,91.5,13.0,12.3,0.4,2
NOT024-000217,2024-07-01,S1,virtual,76.5,14.0,13.8,1.3,1
NOT024-000218,2024-07-02,S2,virtual,61.9,12.6,12.3,0.9,1
NOT024-000219,2024-07-03,S3,virtual,78.5,17.4,16.2,2.0,3
NOT024-000220,2024-07-04,S1,presencial,78.1,5.1,10.3,8.7,9
NOT024-000221,2024-07-04,S2,presencial,92.8,7.4,9.4,1.3,5
NOT024-000222,2024-07-05,S3,presencial,73.3,12.0,11.4,2.9,0
NOT024-000223,2024-07-06,S1,virtual,67.7,10.1,9.5,11.9,3
NOT024-000224,2024-07-07,S2,virtual,73.2,16.1,10.1,2.1,0
NOT024-000225,2024-07-08,S3,presencial,87.9,6.1,9.3,2.4,10
NOT024-000226,2024-07-09,S1,presencial,95.0,9.0,11.4,2.9,2
NOT024-000227,2024-07-09,S2,virtual,58.1,4.0,5.8,10.0,5
NOT024-000228,2024-07-10,S3,presencial,84.0,14.9,11.7,4.8,0
NOT024-000229,2024-07-11,S1,presencial,62.6,9.5,10.6,3.0,5
NOT024-000230,2024-07-12,S2,virtual,78.6,8.9,9.0,2.2,6
NOT024-000231,2024-07-13,S3,virtual,59.1,12.3,9.3,1.3,0
NOT024-000232,2024-07-14,S1,presencial,89.8,17.2,14.2,6.8,0
NOT024-000233,2024-07-15,S2,virtual,95.3,4.7,9.6,0.0,5
NOT024-000234,2024-07-15,S3,virtual,67.7,9.2,8.3,11.3,4
NOT024-000235,2024-07-16,S1,presencial,85.6,9.1,9.7,3.6,4
NOT024-000236,2024-07-17,S2,presencial,65.1,8.7,12.1,7.5,5
NOT024-000237,2024-07-18,S3,virtual,82.4,12.4,14.7,7.9,3
NOT024-000238,2024-07-19,S1,virtual,84.7,10.7,12.8,4.9,3
NOT024-000239,2024-07-20,S2,presencial,82.2,5.3,5.9,1.0,10
NOT024-000240,2024-07-20,S3,virtual,99.1,7.5,11.4,5.0,5
NOT024-000241,2024-07-21,S1,presencial,100,14.7,15.7,4.2,0
NOT024-000242,2024-07-22,S2,virtual,50.3,11.1,11.5,5.3,2
NOT024-000243,2024-07-23,S3,presencial,92.8,9.2,9.5,0.2,6
NOT024-000244,2024-07-24,S1,presencial,100,8.5,11.6,9.8,6
NOT024-000245,2024-07-25,S2,virtual,64.4,14.5,12.3,4.3,3
NOT024-000246,2024-07-26,S3,virtual,100,8.4,9.1,5.6,3
NOT024-000247,2024-07-26,S1,virtual,87.2,12.1,14.1,5.9,3
NOT024-000248,2024-07-27,S2,virtual,73.9,12.6,13.4,8.5,3
NOT024-000249,2024-07-28,S3,presencial,85.2,12.3,10.8,6.8,1
NOT024-000250,2024-07-29,S1,virtual,47.7,15.0,,3.6,2
NOT024-000251,2024-07-30,S2,presencial,63.7,8.9,9.5,2.1,4
NOT024-000252,2024-07-31,S3,virtual,90.4,8.6,7.5,0.8,5
NOT024-000253,2024-07-31,S1,presencial,85.9,15.2,12.1,3.7,0
NOT024-000254,2024-08-01,S2,virtual,80.1,15.3,15.9,11.3,3
NOT024-000255,2024-08-02,S3,virtual,86.6,10.7,12.2,10.4,2
NOT024-000256,2024-08-03,S1,virtual,59.3,6.2,9.4,2.1,8
NOT024-000257,2024-08-04,S2,presencial,82.9,13.3,9.9,1.4,0
NOT024-000258,2024-08-05,S3,virtual,61.4,11.3,8.4,4.4,0
NOT024-000259,2024-08-05,S1,virtual,78.2,7.2,10.9,9.5,9
NOT024-000260,2024-08-06,S2,presencial,66.9,11.0,10.0,7.0,0
NOT024-000261,2024-08-07,S3,virtual,62.8,11.6,14.0,12.0,0
NOT024-000262,2024-08-08,S1,presencial,71.0,12.8,13.8,4.6,2
NOT024-000263,2024-08-09,S2,virtual,100,3.8,4.6,0.5,6
NOT024-000264,2024-08-10,S3,virtual,85.9,11.0,10.8,8.5,0
NOT024-000265,2024-08-11,S1,presencial,100,12.0,11.8,4.2,3
NOT024-000266,2024-08-11,S2,virtual,63.3,11.6,12.2,2.7,3
NOT024-000267,2024-08-12,S3,virtual,100,11.8,13.5,5.2,1
NOT024-000268,2024-08-13,S1,presencial,79.8,10.0,10.8,2.2,0
NOT024-000269,2024-08-14,S2,presencial,100,10.7,15.8,6.3,3
NOT024-000270,2024-08-15,S3,presencial,70.7,10.2,10.4,10.4,0
NOT024-000271,2024-08-16,S1,presencial,81.8,7.6,11.7,5.7,5
NOT024-000272,2024-08-16,S2,presencial,33.3,12.3,12.5,7.0,1
NOT024-000273,2024-08-17,S3,virtual,46.7,7.7,6.1,6.3,4
NOT024-000274,2024-08-18,S1,virtual,69.6,11.3,10.9,2.3,2
NOT024-000275,2024-08-19,S2,virtual,91.5,17.0,16.1,2.1,0
NOT024-000276,2024-08-20,S3,presencial,57.1,11.3,10.4,5.0,1
NOT024-000277,2024-08-21,S1,presencial,89.1,8.8,5.6,7.7,10
NOT024-000278,2024-08-22,S2,presencial,100,12.9,11.8,6.3,1
NOT024-000279,2024-08-22,S3,virtual,91.6,13.2,11.0,6.1,2
NOT024-000280,2024-08-23,S1,virtual,88.2,6.1,11.5,6.4,8
NOT024-000281,2024-08-24,S2,virtual,70.9,9.0,10.4,7.9,7
NOT024-000282,2024-08-25,S3,presencial,68.1,6.0,11.7,3.2,7
NOT024-000283,2024-08-26,S1,presencial,97.8,11.9,12.3,11.5,2
NOT024-000284,2024-08-27,S2,virtual,74.0,9.7,9.4,5.7,3
NOT024-000285,2024-08-27,S3,virtual,53.5,16.0,14.5,7.9,2
NOT024-000286,2024-08-28,S1,virtual,64.3,11.2,12.1,10.8,0
NOT024-000287,2024-08-29,S2,virtual,43.9,9.9,15.7,7.8,2
NOT024-000288,2024-08-30,S3,presencial,66.1,8.4,10.3,0.0,9
NOT024-000289,2024-08-31,S1,virtual,67.0,6.5,5.9,11.5,2
NOT024-000290,2024-09-01,S2,presencial,84.3,8.4,9.5,2.3,2
NOT024-000291,2024-09-02,S3,presencial,69.1,11.8,11.0,4.2,3
NOT024-000292,2024-09-02,S1, VIRTUAL ,84.5,10.7,14.0,11.7,3
NOT024-000293,2024-09-03,S2,presencial,71.8,12.1,12.2,7.4,1
NOT024-000294,2024-09-04,S3,virtual,54.4,9.6,11.1,5.7,3
NOT024-000295,2024-09-05,S1,presencial,53.7,13.9,11.3,10.4,0
NOT024-000296,2024-09-06,S2,presencial,83.4,8.6,12.1,6.0,3
NOT024-000297,2024-09-07,S3,virtual,89.1,10.8,13.1,9.4,0
NOT024-000298,2024-09-07,S1,presencial,53.3,13.3,13.1,5.5,1
NOT024-000299,2024-09-08,S2,presencial,76.4,9.4,9.8,8.1,5
NOT024-000300,2024-09-09,S3,virtual,100,6.3,11.0,4.2,8
NOT024-000301,2024-09-10,S1,virtual,51.5,19.4,16.2,10.8,0
NOT024-000302,2024-09-11,S2,virtual,65.5,7.8,7.2,10.6,10
NOT024-000303,2024-09-12,S3,presencial,88.4,12.2,14.1,11.8,3
NOT024-000304,2024-09-13,S1,presencial,72.9,10.9,10.1,3.8,2
NOT024-000305,2024-09-13,S2,presencial,65.6,5.6,8.6,0.0,7
NOT024-000306,2024-09-14,S3,virtual,81.5,17.9,13.7,7.5,1
NOT024-000307,2024-09-15,S1,presencial,64.0,13.6,10.5,8.7,2
NOT024-000308,2024-09-16,S2,presencial,96.8,11.2,14.2,1.2,1
NOT024-000309,2024-09-17,S3,virtual,64.2,14.0,10.4,2.7,3
NOT024-000310,2024-09-18,S1,virtual,100,16.2,13.7,4.4,1
NOT024-000311,2024-09-18,S2,virtual,96.0,12.4,10.6,2.7,2
NOT024-000312,2024-09-19,S3,virtual,51.3,9.5,7.8,7.4,3
NOT024-000313,2024-09-20,S1,presencial,92.7,13.2,15.8,4.3,2
NOT024-000314,2024-09-21,S2,presencial,99.5,12.0,11.2,3.4,1
NOT024-000315,2024-09-22,S3,virtual,76.9,9.4,8.3,2.5,7
NOT024-000316,2024-09-23,S1,presencial,99.1,13.2,16.5,10.1,2
NOT024-000317,2024-09-23,S2,virtual,28.0,12.3,11.2,8.3,2
NOT024-000318,2024-09-24,S3,virtual,98.5,19.5,16.4,8.9,2
NOT024-000319,2024-09-25,S1,presencial,69.4,12.4,13.1,7.7,2
NOT024-000320,2024-09-26,S2,presencial,56.4,3.7,6.3,11.6,9
NOT024-000321,2024-09-27,S3,virtual,73.3,12.4,15.5,7.7,3
NOT024-000322,2024-09-28,S1,presencial,98.1,9.2,11.9,2.9,5
NOT024-000323,2024-09-29,S2,presencial,100,8.5,13.9,11.9,4
NOT024-000324,2024-09-29,S3,presencial,71.1,12.5,14.8,8.5,2
NOT024-000325,2024-09-30,S1,virtual,79.1,9.4,10.7,9.5,6
NOT024-000326,2024-10-01,S2,presencial,72.5,11.7,7.1,9.1,3
NOT024-000327,2024-10-02,S3,virtual,68.7,14.1,13.1,1.0,0
NOT024-000328,2024-10-03,S1,presencial,85.0,6.3,5.1,0.3,8
NOT024-000329,2024-10-04,S2,presencial,65.2,11.7,14.4,7.7,3
NOT024-000330,2024-10-04,S3,presencial,80.5,9.3,10.8,6.4,6
NOT024-000331,2024-10-05,S1,presencial,77.6,10.3,8.6,5.9,1
NOT024-000332,2024-10-06,S2,virtual,53.1,10.4,11.3,0.2,1
NOT024-000333,2024-10-07,S3,virtual,79.3,10.8,,4.5,3
NOT024-000334,2024-10-08,S1,virtual,68.7,11.5,12.6,5.2,3
NOT024-000335,2024-10-09,S2,presencial,87.5,10.7,12.9,7.7,1
NOT024-000336,2024-10-10,S3,presencial,95.7,6.7,6.1,6.2,2
NOT024-000337,2024-10-10,S1,virtual,71.3,4.3,2.8,0.9,4
NOT024-000338,2024-10-11,S2,presencial,81.2,11.8,13.8,9.6,1
NOT024-000339,2024-10-12,S3,virtual,60.6,13.2,10.7,3.9,3
NOT024-000340,2024-10-13,S1,presencial,78.6,12.2,11.7,7.4,1
NOT024-000341,2024-10-14,S2,virtual,78.1,11.9,10.8,0.7,1
NOT024-000342,2024-10-15,S3,presencial,66.5,8.9,11.5,10.5,9
NOT024-000343,2024-10-15,S1,presencial,82.7,6.0,8.0,9.8,5
NOT024-000344,2024-10-16,S2,virtual,81.5,11.5,12.4,4.8,2
NOT024-000345,2024-10-17,S3,virtual,77.8,8.0,12.1,10.1,10
NOT024-000346,2024-10-18,S1,virtual,57.9,7.0,4.9,11.3,2
NOT024-000347,2024-10-19,S2,virtual,75.0,2.6,2.2,8.2,3
NOT024-000348,2024-10-20,S3,virtual,58.0,6.1,8.3,5.6,6
