registro_id,fecha,cliente,plan,zona,antiguedad_meses,consumo_gb,incidencias,baja_30d,motivo_baja
TEL073-000095,2024-01-01,C0095,plus,norte,75,43.33,2,1,servicio
TEL073-000096,2024-01-01,C0096,total,sur,67,51.84,0,0,
TEL073-000097,2024-01-01,C0097,esencial,norte,20,15.65,0,1,precio
TEL073-000098,2024-01-01,C0098, PLUS ,centro,20,29.78,0,0,
TEL073-000099,2024-01-01,C0099,total,sur,75,50.39,1,0,
TEL073-000100,2024-01-01,C0100,esencial,norte,4,15.03,0,0,
TEL073-000101,2024-01-01,C0101,plus,sur,19,41.66,0,0,
TEL073-000102,2024-01-01,C0102,total,centro,68,58.15,1,0,
TEL073-000103,2024-01-01,C0103,esencial,sur,40,4.85,1,0,
TEL073-000104,2024-01-01,C0104,plus,centro,10,27.85,1,0,
TEL073-000105,2024-01-01,C0105,total,norte,15,49.93,2,1,servicio
TEL073-000106,2024-01-01,C0106,esencial,centro,53,16.32,1,0,
TEL073-000107,2024-01-01,C0107,plus,centro,5,35.53,1,0,
TEL073-000108,2024-01-01,C0108,total,centro,1,30.05,0,0,
TEL073-000109,2024-01-01,C0109,esencial,sur,65,8.0,0,0,
TEL073-000110,2024-01-01,C0110,plus,centro,83,38.29,0,0,
TEL073-000111,2024-01-01,C0111,total,norte,23,55.33,0,0,
TEL073-000112,2024-01-01,C0112,esencial,norte,22,13.94,0,0,
TEL073-000113,2024-01-01,C0113,plus,sur,31,27.93,0,0,
TEL073-000114,2024-01-01,C0114,total,norte,20,53.17,3,1,precio
TEL073-000115,2024-01-01,C0115,esencial,centro,22,11.7,0,0,
TEL073-000116,2024-01-01,C0116,plus,centro,12,20.85,0,0,
TEL073-000117,2024-01-01,C0117,total,sur,60,58.04,0,1,mudanza
TEL073-000118,2024-01-01,C0118,esencial,norte,14,12.04,3,0,
TEL073-000119,2024-01-01,C0119,plus,sur,46,27.02,0,0,
TEL073-000120,2024-01-01,C0120,total,norte,84,49.37,1,0,
TEL073-000121,2024-02-01,C0001,esencial,norte,8,17.03,1,0,
TEL073-000122,2024-02-01,C0002,plus,norte,9,13.54,0,0,
TEL073-000123,2024-02-01,C0003,total,sur,32,54.79,0,0,
TEL073-000124,2024-02-01,C0004,esencial,norte,81,18.84,0,0,
TEL073-000125,2024-02-01,C0005,plus,sur,18,17.13,0,0,
TEL073-000126,2024-02-01,C0006,total,norte,3,44.58,0,0,
TEL073-000127,2024-02-01,C0007,esencial,centro,76,20.76,0,0,
TEL073-000128,2024-02-01,C0008,plus,norte,71,38.56,0,0,
TEL073-000129,2024-02-01,C0009,total,sur,44,32.62,0,0,
TEL073-000130,2024-02-01,C0010,esencial,sur,88,11.35,3,0,
TEL073-000131,2024-02-01,C0011,plus,norte,90,30.34,3,0,
TEL073-000132,2024-02-01,C0012,total,sur,13,54.14,0,0,
TEL073-000133,2024-02-01,C0013,esencial,norte,6,6.5,0,0,
TEL073-000134,2024-02-01,C0014,plus,centro,71,37.12,4,0,
TEL073-000135,2024-02-01,C0015,total,centro,91,47.48,2,0,
TEL073-000136,2024-02-01,C0016,esencial,sur,52,0.8,0,0,
TEL073-000137,2024-02-01,C0017,plus,sur,61,36.85,4,0,
TEL073-000138,2024-02-01,C0018,total,sur,15,54.46,0,0,
TEL073-000139,2024-02-01,C0019,esencial,norte,36,10.11,2,0,
TEL073-000140,2024-02-01,C0020,plus,sur,74,17.38,0,0,
TEL073-000141,2024-02-01,C0021,total,sur,14,56.26,0,0,
TEL073-000142,2024-02-01,C0022,esencial,centro,91,23.4,1,0,
TEL073-000143,2024-02-01,C0023,plus,centro,51,35.9,0,0,
TEL073-000144,2024-02-01,C0024,total,sur,90,44.62,1,0,
TEL073-000145,2024-02-01,C0025,esencial,centro,30,0,1,1,precio
TEL073-000146,2024-02-01,C0026,plus,sur,57,12.62,2,1,servicio
TEL073-000147,2024-02-01,C0027,total,centro,14,34.41,2,0,
TEL073-000148,2024-02-01,C0028,esencial,norte,51,3.38,0,0,
TEL073-000149,2024-02-01,C0029,plus,centro,38,26.71,1,0,
TEL073-000150,2024-02-01,C0030,total,norte,43,45.08,0,0,
TEL073-000151,2024-02-01,C0031,esencial,centro,11,13.82,1,0,
TEL073-000152,2024-02-01,C0032,plus,norte,33,20.16,2,0,
TEL073-000153,2024-02-01,C0033,total,sur,90,53.6,0,0,
TEL073-000154,2024-02-01,C0034,esencial,norte,70,4.34,0,0,
TEL073-000155,2024-02-01,C0035,plus,sur,82,40.54,0,0,
TEL073-000156,2024-02-01,C0036,total,norte,52,53.58,0,0,
TEL073-000157,2024-02-01,C0037,esencial,norte,34,11.66,0,0,
TEL073-000158,2024-02-01,C0038,plus,centro,38,31.47,0,0,
TEL073-000159,2024-02-01,C0039,total,norte,82,45.46,0,0,
TEL073-000160,2024-02-01,C0040,esencial,norte,75,9.69,0,0,
TEL073-000161,2024-02-01,C0041,plus,norte,74,16.51,0,0,
TEL073-000162,2024-02-01,C0042,total,norte,23,31.44,0,0,
TEL073-000163,2024-02-01,C0043,esencial,centro,8,20.93,0,0,
TEL073-000164,2024-02-01,C0044,plus,centro,91,42.61,0,0,
TEL073-000165,2024-02-01,C0045,total,norte,53,51.88,0,0,
TEL073-000166,2024-02-01,C0046,esencial,norte,14,28.2,1,0,
TEL073-000167,2024-02-01,C0047,plus,centro,63,,0,0,
TEL073-000168,2024-02-01,C0048,total,sur,63,49.67,0,0,
TEL073-000169,2024-02-01,C0049,esencial,centro,87,12.35,1,0,
TEL073-000170,2024-02-01,C0050,plus,norte,35,36.04,2,0,
TEL073-000171,2024-02-01,C0051,total,centro,70,45.22,1,0,
TEL073-000172,2024-02-01,C0052,esencial,norte,86,11.75,1,0,
TEL073-000173,2024-02-01,C0053,plus,centro,48,25.55,0,0,
TEL073-000174,2024-02-01,C0054,total,sur,49,45.63,0,0,
TEL073-000175,2024-02-01,C0055,esencial,norte,33,27.61,0,0,
TEL073-000176,2024-02-01,C0056,plus,centro,65,28.01,3,0,
TEL073-000177,2024-02-01,C0057,total,sur,35,56.64,0,0,
TEL073-000178,2024-02-01,C0058,esencial,centro,55,13.1,2,0,
TEL073-000179,2024-02-01,C0059,plus,centro,86,27.54,0,0,
TEL073-000180,2024-02-01,C0060,total,norte,58,36.53,0,0,
TEL073-000181,2024-02-01,C0061,esencial,centro,11,15.6,3,0,
TEL073-000182,2024-02-01,C0062,plus,centro,33,20.41,1,0,
TEL073-000183,2024-02-01,C0063,total,centro,4,44.94,0,0,
TEL073-000184,2024-02-01,C0064,esencial,centro,83,12.88,0,0,
TEL073-000185,2024-02-01,C0065,plus,centro,7,51.41,0,0,
TEL073-000186,2024-02-01,C0066,total,sur,43,63.03,0,0,
TEL073-000187,2024-02-01,C0067,esencial,sur,65,17.95,0,0,
TEL073-000188,2024-02-01,C0068,plus,norte,27,29.27,0,0,
TEL073-000189,2024-02-01,C0069,total,sur,49,41.8,1,0,
TEL073-000190,2024-02-01,C0070,esencial,centro,3,3.86,1,0,
TEL073-000191,2024-02-01,C0071,plus,centro,69,37.66,0,0,
TEL073-000192,2024-02-01,C0072,total,norte,28,51.01,1,0,
TEL073-000193,2024-02-01,C0073,esencial,sur,22,12.54,1,0,
TEL073-000194,2024-02-01,C0074,plus,centro,43,23.13,1,0,
TEL073-000195,2024-02-01,C0075, TOTAL ,sur,53,49.73,1,0,
TEL073-000196,2024-02-01,C0076,esencial,centro,46,10.17,0,0,
TEL073-000197,2024-02-01,C0077,plus,sur,28,36.81,0,0,
TEL073-000198,2024-02-01,C0078,total,centro,70,34.24,2,0,
TEL073-000199,2024-02-01,C0079,esencial,sur,78,8.45,3,0,
TEL073-000200,2024-02-01,C0080,plus,sur,73,27.57,0,0,
TEL073-000201,2024-02-01,C0081,total,norte,20,60.36,1,0,
TEL073-000202,2024-02-01,C0082,esencial,centro,27,4.86,0,0,
TEL073-000203,2024-02-01,C0083,plus,centro,31,23.9,0,0,
TEL073-000204,2024-02-01,C0084,total,norte,19,36.61,0,0,
TEL073-000205,2024-02-01,C0085,esencial,centro,38,17.66,1,0,
TEL073-000206,2024-02-01,C0086,plus,norte,66,20.02,2,0,
TEL073-000207,2024-02-01,C0087,total,centro,47,46.65,2,0,
TEL073-000208,2024-02-01,C0088,esencial,norte,11,5.78,1,0,
TEL073-000209,2024-02-01,C0089,plus,sur,32,43.43,0,0,
TEL073-000210,2024-02-01,C0090,total,sur,33,52.94,2,0,
TEL073-000211,2024-02-01,C0091,esencial,norte,53,7.88,1,1,mudanza
TEL073-000212,2024-02-01,C0092,plus,sur,29,"24,75",1,0,
TEL073-000213,2024-02-01,C0093,total,centro,54,46.68,0,0,
TEL073-000214,2024-02-01,C0094,esencial,norte,35,7.85,1,0,
TEL073-000215,2024-02-01,C0095,plus,norte,76,36.71,3,0,
TEL073-000216,2024-02-01,C0096,total,sur,68,40.23,0,0,
TEL073-000217,2024-02-01,C0097,esencial,norte,21,19.67,1,0,
TEL073-000218,2024-02-01,C0098,plus,centro,21,36.14,0,0,
TEL073-000219,2024-02-01,C0099,total,sur,76,61.96,0,0,
TEL073-000220,2024-02-01,C0100,esencial,norte,5,7.58,0,0,
TEL073-000221,2024-02-01,C0101,plus,sur,20,32.12,0,0,
TEL073-000222,2024-02-01,C0102,total,centro,69,35.48,3,0,
TEL073-000223,2024-02-01,C0103,esencial,sur,41,6.84,0,0,
TEL073-000224,2024-02-01,C0104,plus,centro,11,19.84,3,1,mudanza
TEL073-000225,2024-02-01,C0105,total,norte,16,45.36,0,0,
TEL073-000226,2024-02-01,C0106,esencial,centro,54,0,2,0,
TEL073-000227,2024-02-01,C0107,plus,centro,6,38.53,2,0,
TEL073-000228,2024-02-01,C0108,total,centro,2,42.84,1,0,
TEL073-000229,2024-02-01,C0109,esencial,sur,66,13.12,0,0,
TEL073-000230,2024-02-01,C0110,plus,centro,84,34.22,0,0,
TEL073-000231,2024-02-01,C0111,total,norte,24,38.41,4,1,precio
TEL073-000232,2024-02-01,C0112,esencial,norte,23,11.38,0,0,
TEL073-000233,2024-02-01,C0113,plus,sur,32,37.0,0,0,
TEL073-000234,2024-02-01,C0114,total,norte,21,52.71,0,0,
TEL073-000235,2024-02-01,C0115,esencial,centro,23,11.67,2,0,
TEL073-000236,2024-02-01,C0116,plus,centro,13,24.26,0,0,
TEL073-000237,2024-02-01,C0117,total,sur,61,54.39,2,0,
TEL073-000238,2024-02-01,C0118,esencial,norte,15,1.04,0,0,
TEL073-000239,2024-02-01,C0119,plus,sur,47,26.28,1,0,
TEL073-000240,2024-02-01,C0120,total,norte,85,32.01,0,0,
TEL073-000241,2024-03-03,C0001,esencial,norte,9,15.77,1,0,
TEL073-000242,2024-03-03,C0002,plus,norte,10,26.42,2,0,
TEL073-000243,2024-03-03,C0003,total,sur,33,48.16,1,0,
TEL073-000244,2024-03-03,C0004,esencial,norte,82,34.39,1,0,
TEL073-000245,2024-03-03,C0005,plus,sur,19,31.82,1,0,
TEL073-000246,2024-03-03,C0006,total,norte,4,53.85,3,1,servicio
TEL073-000247,2024-03-03,C0007,esencial,centro,77,10.65,0,0,
TEL073-000248,2024-03-03,C0008,plus,norte,72,31.66,1,0,
TEL073-000249,2024-03-03,C0009,total,sur,45,42.52,0,0,
TEL073-000250,2024-03-03,C0010,esencial,sur,89,,0,0,
TEL073-000251,2024-03-03,C0011,plus,norte,91,33.63,0,1,precio
TEL073-000252,2024-03-03,C0012,total,sur,14,32.98,2,0,
TEL073-000253,2024-03-03,C0013,esencial,norte,7,0.62,0,0,
TEL073-000254,2024-03-03,C0014,plus,centro,72,44.4,3,0,
TEL073-000255,2024-03-03,C0015,total,centro,92,51.35,0,0,
TEL073-000256,2024-03-03,C0016,esencial,sur,53,11.19,0,0,
TEL073-000257,2024-03-03,C0017,plus,sur,62,45.58,0,0,
TEL073-000258,2024-03-03,C0018,total,sur,16,53.22,3,0,
TEL073-000259,2024-03-03,C0019,esencial,norte,37,14.04,0,0,
TEL073-000260,2024-03-03,C0020,plus,sur,75,28.27,3,0,
TEL073-000261,2024-03-03,C0021,total,sur,15,39.68,0,0,
TEL073-000262,2024-03-03,C0022,esencial,centro,92,18.91,0,0,
TEL073-000263,2024-03-03,C0023,plus,centro,52,26.55,0,0,
TEL073-000264,2024-03-03,C0024,total,sur,91,46.61,1,0,
TEL073-000265,2024-03-03,C0025,esencial,centro,31,21.31,1,0,
TEL073-000266,2024-03-03,C0026,plus,sur,58,44.63,2,0,
TEL073-000267,2024-03-03,C0027,total,centro,15,44.7,0,0,
TEL073-000268,2024-03-03,C0028,esencial,norte,52,16.64,1,0,
TEL073-000269,2024-03-03,C0029,plus,centro,39,24.85,0,0,
TEL073-000270,2024-03-03,C0030,total,norte,44,47.36,1,1,mudanza
TEL073-000271,2024-03-03,C0031,esencial,centro,12,16.56,2,0,
TEL073-000272,2024-03-03,C0032,plus,norte,34,38.19,1,1,precio
TEL073-000273,2024-03-03,C0033,total,sur,91,66.99,2,0,
TEL073-000274,2024-03-03,C0034,esencial,norte,71,4.1,0,0,
TEL073-000275,2024-03-03,C0035,plus,sur,83,32.45,2,1,servicio
TEL073-000276,2024-03-03,C0036,total,norte,53,47.96,0,0,
TEL073-000277,2024-03-03,C0037,esencial,norte,35,17.03,0,0,
TEL073-000278,2024-03-03,C0038,plus,centro,39,29.22,0,0,
TEL073-000279,2024-03-03,C0039,total,norte,83,57.22,0,0,
TEL073-000280,2024-03-03,C0040,esencial,norte,76,0,0,0,
TEL073-000281,2024-03-03,C0041,plus,norte,75,17.74,1,0,
TEL073-000282,2024-03-03,C0042,total,norte,24,35.95,0,0,
TEL073-000283,2024-03-03,C0043,esencial,centro,9,7.3,0,0,
TEL073-000284,2024-03-03,C0044,plus,centro,92,26.25,0,0,
TEL073-000285,2024-03-03,C0045,total,norte,54,43.47,0,0,
TEL073-000286,2024-03-03,C0046,esencial,norte,15,28.02,1,0,
TEL073-000287,2024-03-03,C0047,plus,centro,64,29.06,1,0,
TEL073-000288,2024-03-03,C0048,total,sur,64,60.7,0,0,
TEL073-000289,2024-03-03,C0049,esencial,centro,88,9.01,0,0,
TEL073-000290,2024-03-03,C0050,plus,norte,36,30.84,2,1,precio
TEL073-000291,2024-03-03,C0051,total,centro,71,44.97,1,0,
TEL073-000292,2024-03-03,C0052, ESENCIAL ,norte,87,3.86,1,1,mudanza
TEL073-000293,2024-03-03,C0053,plus,centro,49,33.45,0,0,
TEL073-000294,2024-03-03,C0054,total,sur,50,41.34,0,0,
TEL073-000295,2024-03-03,C0055,esencial,norte,34,7.59,0,0,
TEL073-000296,2024-03-03,C0056,plus,centro,66,20.76,1,0,
TEL073-000297,2024-03-03,C0057,total,sur,36,45.0,2,0,
TEL073-000298,2024-03-03,C0058,esencial,centro,56,16.84,1,0,
TEL073-000299,2024-03-03,C0059,plus,centro,87,15.02,3,0,
TEL073-000300,2024-03-03,C0060,total,norte,59,46.16,0,0,
TEL073-000301,2024-03-03,C0061,esencial,centro,12,15.0,1,0,
TEL073-000302,2024-03-03,C0062,plus,centro,34,47.6,0,0,
TEL073-000303,2024-03-03,C0063,total,centro,5,46.63,0,0,
TEL073-000304,2024-03-03,C0064,esencial,centro,84,8.89,0,0,
TEL073-000305,2024-03-03,C0065,plus,centro,8,29.76,0,0,
TEL073-000306,2024-03-03,C0066,total,sur,44,38.29,0,0,
TEL073-000307,2024-03-03,C0067,esencial,sur,66,7.71,1,0,
TEL073-000308,2024-03-03,C0068,plus,norte,28,37.02,0,0,
TEL073-000309,2024-03-03,C0069,total,sur,50,58.0,2,0,
TEL073-000310,2024-03-03,C0070,esencial,centro,4,0,1,0,
TEL073-000311,2024-03-03,C0071,plus,centro,70,31.96,0,0,
TEL073-000312,2024-03-03,C0072,total,norte,29,47.06,0,0,
TEL073-000313,2024-03-03,C0073,esencial,sur,23,7.22,1,0,
TEL073-000314,2024-03-03,C0074,plus,centro,44,29.43,0,0,
TEL073-000315,2024-03-03,C0075,total,sur,54,64.58,0,0,
TEL073-000316,2024-03-03,C0076,esencial,centro,47,4.8,2,0,
TEL073-000317,2024-03-03,C0077,plus,sur,29,23.29,2,0,
TEL073-000318,2024-03-03,C0078,total,centro,71,53.48,0,0,
TEL073-000319,2024-03-03,C0079,esencial,sur,79,7.23,1,0,
TEL073-000320,2024-03-03,C0080,plus,sur,74,27.01,0,0,
TEL073-000321,2024-03-03,C0081,total,norte,21,49.01,1,0,
TEL073-000322,2024-03-03,C0082,esencial,centro,28,17.77,0,0,
TEL073-000323,2024-03-03,C0083,plus,centro,32,21.72,3,0,
TEL073-000324,2024-03-03,C0084,total,norte,20,70.56,0,0,
TEL073-000325,2024-03-03,C0085,esencial,centro,39,7.21,0,0,
TEL073-000326,2024-03-03,C0086,plus,norte,67,45.98,0,0,
TEL073-000327,2024-03-03,C0087,total,centro,48,36.91,1,0,
TEL073-000328,2024-03-03,C0088,esencial,norte,12,12.2,0,0,
TEL073-000329,2024-03-03,C0089,plus,sur,33,34.11,3,0,
TEL073-000330,2024-03-03,C0090,total,sur,34,54.05,3,0,
TEL073-000331,2024-03-03,C0091,esencial,norte,54,16.26,0,0,
TEL073-000332,2024-03-03,C0092,plus,sur,30,31.08,0,0,
TEL073-000333,2024-03-03,C0093,total,centro,55,,2,0,
TEL073-000334,2024-03-03,C0094,esencial,norte,36,7.83,1,0,
TEL073-000335,2024-03-03,C0095,plus,norte,77,25.96,2,1,mudanza
TEL073-000336,2024-03-03,C0096,total,sur,69,50.42,0,0,
TEL073-000337,2024-03-03,C0097,esencial,norte,22,23.27,0,0,
TEL073-000338,2024-03-03,C0098,plus,centro,22,29.75,1,0,
TEL073-000339,2024-03-03,C0099,total,sur,77,47.13,0,0,
TEL073-000340,2024-03-03,C0100,esencial,norte,6,12.98,1,0,
TEL073-000341,2024-03-03,C0101,plus,sur,21,28.31,0,0,
TEL073-000342,2024-03-03,C0102,total,centro,70,43.06,1,0,
TEL073-000343,2024-03-03,C0103,esencial,sur,42,23.46,0,0,
TEL073-000344,2024-03-03,C0104,plus,centro,12,40.04,4,1,precio
TEL073-000345,2024-03-03,C0105,total,norte,17,40.52,0,0,
TEL073-000346,2024-03-03,C0106,esencial,centro,55,11.45,0,0,
TEL073-000347,2024-03-03,C0107,plus,centro,7,26.87,0,0,
TEL073-000348,2024-03-03,C0108,total,centro,3,47.49,0,0,
TEL073-000349,2024-03-03,C0109,esencial,sur,67,4.99,1,0,
TEL073-000350,2024-03-03,C0110,plus,centro,85,41.15,1,0,
TEL073-000351,2024-03-03,C0111,total,norte,25,48.53,0,0,
TEL073-000352,2024-03-03,C0112,esencial,norte,24,10.44,3,0,
TEL073-000353,2024-03-03,C0113,plus,sur,33,32.96,0,0,
TEL073-000354,2024-03-03,C0114,total,norte,22,43.88,0,0,
TEL073-000355,2024-03-03,C0115,esencial,centro,24,15.71,0,1,mudanza
TEL073-000356,2024-03-03,C0116,plus,centro,14,32.22,2,0,
TEL073-000357,2024-03-03,C0117,total,sur,62,50.91,1,1,precio
TEL073-000358,2024-03-03,C0118,esencial,norte,16,0,1,1,mudanza
TEL073-000359,2024-03-03,C0119,plus,sur,48,37.73,1,0,
TEL073-000360,2024-03-03,C0120,total,norte,86,48.33,0,0,
TEL073-000361,2024-04-03,C0001,esencial,norte,10,19.69,0,0,
TEL073-000362,2024-04-03,C0002,plus,norte,11,29.15,2,0,
TEL073-000363,2024-04-03,C0003,total,sur,34,44.51,1,1,servicio
TEL073-000364,2024-04-03,C0004,esencial,norte,83,19.2,0,0,
TEL073-000365,2024-04-03,C0005,plus,sur,20,30.18,2,1,precio
TEL073-000366,2024-04-03,C0006,total,norte,5,46.23,0,0,
TEL073-000367,2024-04-03,C0007,esencial,centro,78,13.14,0,0,
TEL073-000368,2024-04-03,C0008,plus,norte,73,34.75,2,0,
TEL073-000369,2024-04-03,C0009,total,sur,46,44.45,0,0,
TEL073-000370,2024-04-03,C0010,esencial,sur,90,0,0,0,
TEL073-000371,2024-04-03,C0011,plus,norte,92,40.43,0,0,
TEL073-000372,2024-04-03,C0012,total,sur,15,43.81,0,0,
TEL073-000373,2024-04-03,C0013,esencial,norte,8,14.58,0,0,
TEL073-000374,2024-04-03,C0014,plus,centro,73,26.58,2,0,
TEL073-000375,2024-04-03,C0015,total,centro,93,44.8,0,0,
TEL073-000376,2024-04-03,C0016,esencial,sur,54,15.04,2,0,
TEL073-000377,2024-04-03,C0017,plus,sur,63,27.8,1,0,
TEL073-000378,2024-04-03,C0018,total,sur,17,49.49,0,0,
TEL073-000379,2024-04-03,C0019,esencial,norte,38,9.22,0,0,
TEL073-000380,2024-04-03,C0020,plus,sur,76,24.27,1,0,
TEL073-000381,2024-04-03,C0021,total,sur,16,41.28,0,0,
TEL073-000382,2024-04-03,C0022,esencial,centro,93,16.18,1,0,
TEL073-000383,2024-04-03,C0023,plus,centro,53,33.1,0,0,
