registro_id,fecha,ruta,transportista,distancia_km,carga_kg,tiempo_min,prometido_min,entregado
TRA048-000205,2024-04-26,R6,T1,22.3,122.9,76.4,55.6,1
TRA048-000206,2024-04-27,R4,T2,123.2,115.8,196.0,171.7,1
TRA048-000207,2024-04-27,R2,T3,8.5,130.3,28.5,39.8,1
TRA048-000208,2024-04-28,R1,T1,39.1,148.1,69.8,75.0,1
TRA048-000209,2024-04-28,R4,T2,86.9,50.2,136.1,129.9,1
TRA048-000210,2024-04-29,R4,T3,136.7,122.7,200.9,187.2,1
TRA048-000211,2024-04-29,R1,T1,37.8,120.4,64.5,73.5,1
TRA048-000212,2024-04-30,R3,T2,145.6,68.4,"181,1",197.4,1
TRA048-000213,2024-05-01,R2,T3,2.6,107.6,38.9,33.0,1
TRA048-000214,2024-05-01,R4,T1,48.9,94.2,94.9,86.2,1
TRA048-000215,2024-05-02,R6,T2,80.6,54.7,115.2,122.7,1
TRA048-000216,2024-05-02,R1,T3,25.3,146.7,82.7,59.1,1
TRA048-000217,2024-05-03,R4,T1,64.1,134.7,86.6,103.7,1
TRA048-000218,2024-05-03,R6,T2,4.0,5.0,5,34.6,1
TRA048-000219,2024-05-04,R5,T3,21.8,112.9,63.7,55.1,1
TRA048-000220,2024-05-05,R6,T1,113.1,148.6,150.4,160.1,1
TRA048-000221,2024-05-05,R5,T2,59.5,112.2,110.1,98.4,1
TRA048-000222,2024-05-06,R5,T3,48.7,7.4,73.4,86.0,1
TRA048-000223,2024-05-06,R1,T1,87.8,5.4,96.4,131.0,1
TRA048-000224,2024-05-07,R5,T2,78.5,114.1,107.8,120.3,1
TRA048-000225,2024-05-07,R4,T3,13.9,64.5,38.7,46.0,1
TRA048-000226,2024-05-08,R6,T1,74.5,70.7,71.8,115.7,1
TRA048-000227,2024-05-09,R5,T2,98.9,6.1,135.8,143.7,1
TRA048-000228,2024-05-09,R4,T3,74.2,11.7,101.3,115.3,1
TRA048-000229,2024-05-10,R1,T1,3.8,61.2,18.2,34.4,1
TRA048-000230,2024-05-10,R5,T2,149.0,22.6,175.7,201.3,1
TRA048-000231,2024-05-11,R5,T3,3.3,94.2,32.6,33.8,1
TRA048-000232,2024-05-11,R5,T1,111.0,109.8,132.1,157.6,1
TRA048-000233,2024-05-12,R4,T2,98.5,49.4,133.0,143.3,1
TRA048-000234,2024-05-13,R2,T3,135.9,55.8,170.9,186.3,1
TRA048-000235,2024-05-13,R1,T1,7.6,80.3,37.2,38.7,1
TRA048-000236,2024-05-14,R2,T2,5.8,95.3,33.2,36.7,1
TRA048-000237,2024-05-14,R4,T3,121.6,56.9,157.0,169.8,1
TRA048-000238,2024-05-15,R6,T1,76.5,24.2,,118.0,0
TRA048-000239,2024-05-15,R2,T2,113.7,74.6,165.5,160.8,1
TRA048-000240,2024-05-16,R5,T3,145.8,39.5,210.5,197.7,1
TRA048-000241,2024-05-17,R5,T1,35.7,39.3,59.6,71.1,1
TRA048-000242,2024-05-17,R1,T2,8.2,126.8,33.8,39.4,1
TRA048-000243,2024-05-18,R1,T3,7.2,73.3,42.9,38.3,1
TRA048-000244,2024-05-18,R2,T1,8.4,13.1,8.9,39.7,1
TRA048-000245,2024-05-19,R3,T2,137.1,78.0,214.4,187.7,1
TRA048-000246,2024-05-19,R4,T3,136.8,4.9,176.1,187.3,1
TRA048-000247,2024-05-20,R2,T1,57.0,15.4,80.9,95.5,1
TRA048-000248,2024-05-21,R6,T2,64.3,36.9,87.9,103.9,1
TRA048-000249,2024-05-21,R5,T3,145.1,10.1,219.5,196.9,1
TRA048-000250,2024-05-22,R2,T1,128.6,51.0,,177.9,0
TRA048-000251,2024-05-22,R2,T2,13.8,46.5,26.1,45.9,1
TRA048-000252,2024-05-23,R4,T3,94.3,92.0,127.3,138.4,1
TRA048-000253,2024-05-23,R3,T1,43.9,10.2,51.8,80.5,1
TRA048-000254,2024-05-24,R4,T2,103.4,119.0,181.5,148.9,1
TRA048-000255,2024-05-25,R6,T3,86.3,132.1,162.0,129.2,1
TRA048-000256,2024-05-25,R4,T1,27.5,63.7,54.7,61.6,1
TRA048-000257,2024-05-26,R1,T2,16.8,93.8,50.0,49.3,1
TRA048-000258,2024-05-26,R1,T3,96.9,79.5,147.9,141.4,1
TRA048-000259,2024-05-27,R6,T1,91.1,102.7,149.5,134.8,1
TRA048-000260,2024-05-27,R4,T2,57.3,36.3,63.5,95.9,1
TRA048-000261,2024-05-28,R6,T3,125.9,40.5,183.8,174.8,1
TRA048-000262,2024-05-29,R1,T1,27.7,41.1,76.9,61.9,1
TRA048-000263,2024-05-29,R6,T2,97.1,87.7,133.3,141.7,1
TRA048-000264,2024-05-30,R3,T3,102.0,131.4,161.8,147.3,1
TRA048-000265,2024-05-30,R1,T1,74.8,21.6,72.5,116.0,1
TRA048-000266,2024-05-31,R1,T2,83.1,93.3,118.3,125.6,1
TRA048-000267,2024-05-31,R3,T3,131.9,6.4,204.7,181.7,1
TRA048-000268,2024-06-01,R6,T1,39.4,101.7,57.2,75.3,1
TRA048-000269,2024-06-02,R4,T2,7.9,7.2,14.2,39.1,1
TRA048-000270,2024-06-02,R2,T3,142.2,11.7,218.5,193.5,1
TRA048-000271,2024-06-03,R3,T1,56.7,41.4,53.2,95.2,1
TRA048-000272,2024-06-03,R3,T2,67.2,29.0,121.9,107.3,1
TRA048-000273,2024-06-04,R2,T3,112.3,13.6,144.6,159.1,1
TRA048-000274,2024-06-04,R2,T1,61.3,125.7,85.0,100.5,1
TRA048-000275,2024-06-05,R1,T2,47.6,71.9,78.8,84.7,1
TRA048-000276,2024-06-06,R2,T3,21.2,101.9,51.7,54.4,1
TRA048-000277,2024-06-06,R6,T1,27.4,79.8,57.5,61.5,1
TRA048-000278,2024-06-07,R3,T2,106.5,55.0,145.1,152.5,1
TRA048-000279,2024-06-07,R5,T3,12.2,137.8,67.6,44.0,1
TRA048-000280,2024-06-08,R4,T1,113.6,99.7,122.8,160.6,1
TRA048-000281,2024-06-08,R5,T2,74.9,89.9,113.8,116.1,1
TRA048-000282,2024-06-09,R1,T3,57.3,12.7,115.9,95.9,1
TRA048-000283,2024-06-10,R6,T1,146.0,142.0,174.0,197.9,1
TRA048-000284,2024-06-10,R2,T2,95.0,119.9,137.0,139.2,1
TRA048-000285,2024-06-11,R2,T3,138.4,147.6,201.0,189.2,1
TRA048-000286,2024-06-11,R4,T1,90.2,108.0,,133.7,0
TRA048-000287,2024-06-12,R5,T2,86.7,117.6,129.5,129.7,1
TRA048-000288,2024-06-12,R5,T3,12.3,3.5,33.8,44.1,1
TRA048-000289,2024-06-13,R5,T1,83.4,12.8,118.0,125.9,1
TRA048-000290,2024-06-14,R1,T2,140.6,133.8,208.1,191.7,1
TRA048-000291,2024-06-14,R2,T3,55.0,144.8,117.9,93.2,1
TRA048-000292,2024-06-15,R2,T1,59.3,8.9,69.4,98.2,1
TRA048-000293,2024-06-15,R1,T2,85.2,140.2,115.9,128.0,1
TRA048-000294,2024-06-16,R6,T3,126.9,83.0,187.2,175.9,1
TRA048-000295,2024-06-16,R5,T1,32.0,24.8,71.3,66.8,1
TRA048-000296,2024-06-17,R1,T2,131.9,12.3,149.3,181.7,1
TRA048-000297,2024-06-18,R1,T3,15.1,129.2,58.8,47.4,1
TRA048-000298,2024-06-18,R2,T1,68.4,94.3,103.2,108.7,1
TRA048-000299,2024-06-19,R4,T2,120.1,54.1,,168.1,0
TRA048-000300,2024-06-19,R6,T3,38.6,123.4,81.9,74.4,1
TRA048-000301,2024-06-20,R1,T1,96.5,117.7,135.6,141.0,1
TRA048-000302,2024-06-20,R2,T2,56.2,12.7,74.3,94.6,1
TRA048-000303,2024-06-21,R3,T3,80.4,64.2,144.2,122.5,1
TRA048-000304,2024-06-22,R5,T1,149.6,49.3,176.5,202.0,1
TRA048-000305,2024-06-22,R4,T2,35.8,69.9,66.9,71.2,1
TRA048-000306,2024-06-23,R4,T3,70.6,117.1,107.7,111.2,1
TRA048-000307,2024-06-23,R1,T1,31.5,94.7,44.0,66.2,1
TRA048-000308,2024-06-24,R5,T2,73.0,136.6,99.2,113.9,1
TRA048-000309,2024-06-24,R2,T3,36.7,116.3,70.5,72.2,1
TRA048-000310,2024-06-25,R4,T1,95.6,84.3,124.3,139.9,1
TRA048-000311,2024-06-26,R4,T2,98.7,24.0,123.2,143.5,1
TRA048-000312,2024-06-26,R3,T3,136.1,41.3,,186.5,0
TRA048-000313,2024-06-27,R1,T1,129.3,113.5,183.1,178.7,1
TRA048-000314,2024-06-27,R1,T2,95.2,81.9,117.7,139.5,1
TRA048-000315,2024-06-28,R5,T3,109.0,124.5,187.6,155.3,1
TRA048-000316,2024-06-28,R1,T1,75.3,45.7,91.9,116.6,1
TRA048-000317,2024-06-29,R1,T2,109.7,114.7,165.6,156.2,1
TRA048-000318,2024-06-30,R4,T3,121.4,149.6,183.6,169.6,1
TRA048-000319,2024-06-30,R3,T1,70.1,93.2,92.3,110.6,1
TRA048-000320,2024-07-01,R2,T2,74.1,92.1,111.3,115.2,1
TRA048-000321,2024-07-01,R1,T3,28.9,38.6,40.2,63.2,1
TRA048-000322,2024-07-02,R5,T1,22.3,68.0,24.0,55.6,1
TRA048-000323,2024-07-02,R2,T2,26.9,101.5,61.7,60.9,1
TRA048-000324,2024-07-03,R6,T3,57.9,104.7,84.2,96.6,1
TRA048-000325,2024-07-04,R1,T1,131.5,10.1,137.8,181.2,1
TRA048-000326,2024-07-04,R3,T2,4.1,116.4,24.2,34.7,1
TRA048-000327,2024-07-05,R5,T3,145.6,20.3,190.6,197.4,1
TRA048-000328,2024-07-05,R5,T1,17.6,40.2,49.0,50.2,1
TRA048-000329,2024-07-06,R4,T2,116.3,23.3,144.1,163.7,1
TRA048-000330,2024-07-06,R4,T3,11.5,6.6,42.1,43.2,1
TRA048-000331,2024-07-07,R2,T1,73.3,17.6,91.4,114.3,1
TRA048-000332,2024-07-08,R2,T2,129.0,43.5,179.6,178.3,1
TRA048-000333,2024-07-08,R6,T3,149.3,56.5,,201.7,1
TRA048-000334,2024-07-09,R5,T1,118.1,26.0,135.3,165.8,1
TRA048-000335,2024-07-09,R4,T2,87.6,77.8,129.1,130.7,1
TRA048-000336,2024-07-10,R5,T3,56.5,48.2,108.7,95.0,1
TRA048-000337,2024-07-10,R4,T1,91.1,21.3,97.5,134.8,1
TRA048-000338,2024-07-11,R4,T2,78.4,104.7,114.8,120.2,1
TRA048-000339,2024-07-12,R6,T3,27.3,41.1,44.0,61.4,1
TRA048-000340,2024-07-12,R4,T1,146.2,140.5,,198.1,0
TRA048-000341,2024-07-13,R1,T2,37.3,54.7,85.0,72.9,1
TRA048-000342,2024-07-13,R5,T3,138.2,98.7,213.7,188.9,1
TRA048-000343,2024-07-14,R3,T1,67.7,6.5,94.9,107.9,1
TRA048-000344,2024-07-14,R5,T2,31.3,75.9,66.7,66.0,1
TRA048-000345,2024-07-15,R2,T3,124.2,61.4,170.1,172.8,1
TRA048-000346,2024-07-16,R6,T1,146.4,143.3,175.2,198.4,1
TRA048-000347,2024-07-16,R4,T2,87.8,10.8,114.7,131.0,1
TRA048-000348,2024-07-17,R6,T3,145.5,89.7,227.6,197.3,1
TRA048-000349,2024-07-17,R2,T1,133.6,38.0,180.4,183.6,1
TRA048-000350,2024-07-18,R2,T2,100.4,28.2,122.1,145.5,1
TRA048-000351,2024-07-18,R6,T3,100.9,95.8,144.8,146.0,1
TRA048-000352,2024-07-19,R3,T1,48.3,113.2,69.2,85.5,1
TRA048-000353,2024-07-20,R4,T2,115.0,4.9,150.0,162.2,1
TRA048-000354,2024-07-20,R4,T3,129.4,50.4,179.4,178.8,1
TRA048-000355,2024-07-21,R3,T1,49.1,144.2,,86.5,0
TRA048-000356,2024-07-21,R1,T2,60.8,59.1,96.8,99.9,1
TRA048-000357,2024-07-22,R4,T3,57.8,32.9,109.8,96.5,1
TRA048-000358,2024-07-22,R1,T1,78.5,81.7,133.6,120.3,1
