registro_id,fecha,ruta,transportista,distancia_km,carga_kg,tiempo_min,prometido_min,entregado
TRA076-000049,2024-01-12,R5,T1,83.1,132.1,109.4,125.6,1
TRA076-000050,2024-01-12,R4,T2,96.8,63.1,173.5,141.3,1
TRA076-000051,2024-01-13,R6,T3,74.8,60.7,85.4,116.0,1
TRA076-000052,2024-01-13,R3,T1,107.1,112.1,,153.2,0
TRA076-000053,2024-01-13,R5,T2,131.3,39.1,168.2,181.0,1
TRA076-000054,2024-01-13,R5,T3,81.8,72.1,120.2,124.1,1
TRA076-000055,2024-01-14,R6,T1,49.4,129.0,86.4,86.8,1
TRA076-000056,2024-01-14,R1,T2,112.6,55.2,146.8,159.5,1
TRA076-000057,2024-01-14,R3,T3,140.3,14.5,189.5,191.3,1
TRA076-000058,2024-01-14,R4,T1,27.7,9.8,58.1,61.9,1
TRA076-000059,2024-01-15,R1,T2,11.2,50.1,19.6,42.9,1
TRA076-000060,2024-01-15,R4,T3,12.7,35.7,43.2,44.6,1
TRA076-000061,2024-01-15,R3,T1,59.8,148.2,126.6,98.8,1
TRA076-000062,2024-01-15,R2,T2,25.0,142.4,73.6,58.8,1
TRA076-000063,2024-01-16,R6,T3,32.4,6.7,,67.3,0
TRA076-000064,2024-01-16,R1,T1,10.7,100.8,27.0,42.3,1
TRA076-000065,2024-01-16,R4,T2,63.7,82.9,122.5,103.3,1
TRA076-000066,2024-01-16,R3,T3,33.8,82.9,71.3,68.9,1
TRA076-000067,2024-01-17,R3,T1,86.3,126.9,99.2,129.2,1
TRA076-000068,2024-01-17,R3,T2,93.7,8.9,,137.8,0
TRA076-000069,2024-01-17,R5,T3,37.8,78.0,71.7,73.5,1
TRA076-000070,2024-01-17,R6,T1,36.9,141.4,71.2,72.4,1
TRA076-000071,2024-01-18,R2,T2,73.5,43.3,91.7,114.5,1
TRA076-000072,2024-01-18,R6,T3,61.1,141.5,109.4,100.3,1
TRA076-000073,2024-01-18,R1,T1,55.0,49.2,103.0,93.2,1
TRA076-000074,2024-01-18,R1,T2,31.6,45.7,37.9,66.3,1
TRA076-000075,2024-01-19,R4,T3,5.7,131.1,62.0,36.6,1
TRA076-000076,2024-01-19,R2,T1,44.9,79.8,63.1,81.6,1
TRA076-000077,2024-01-19,R2,T2,65.6,38.9,86.4,105.4,1
TRA076-000078,2024-01-19,R6,T3,33.2,74.3,71.4,68.2,1
TRA076-000079,2024-01-20,R5,T1,137.2,121.0,162.1,187.8,1
TRA076-000080,2024-01-20,R6,T2,91.4,143.3,133.7,135.1,1
TRA076-000081,2024-01-20,R4,T3,82.0,100.1,133.6,124.3,1
TRA076-000082,2024-01-20,R5,T1,64.9,34.6,,104.6,0
TRA076-000083,2024-01-20,R1,T2,11.2,141.7,47.4,42.9,1
TRA076-000084,2024-01-21,R6,T3,82.5,146.3,,124.9,1
TRA076-000085,2024-01-21,R6,T1,99.6,85.1,127.9,144.5,1
TRA076-000086,2024-01-21,R6,T2,89.2,45.6,123.4,132.6,1
TRA076-000087,2024-01-21,R5,T3,103.4,142.6,150.7,148.9,1
TRA076-000088,2024-01-22,R4,T1,93.7,54.8,129.8,137.8,1
TRA076-000089,2024-01-22,R4,T2,33.8,83.1,69.0,68.9,1
TRA076-000090,2024-01-22,R6,T3,38.4,122.1,66.9,74.2,1
TRA076-000091,2024-01-22,R3,T1,35.9,137.7,81.6,71.3,1
TRA076-000092,2024-01-23,R2,T2,24.5,58.7,46.4,58.2,1
TRA076-000093,2024-01-23,R4,T3,16.7,136.9,67.6,49.2,1
TRA076-000094,2024-01-23,R5,T1,140.6,106.9,191.9,191.7,1
TRA076-000095,2024-01-23,R3,T2,68.1,9.8,110.4,108.3,1
TRA076-000096,2024-01-24,R1,T3,102.3,58.1,148.0,147.6,1
TRA076-000097,2024-01-24,R4,T1,137.3,132.7,180.2,187.9,1
TRA076-000098,2024-01-24,R2,T2,110.8,20.2,165.9,157.4,1
TRA076-000099,2024-01-24,R4,T3,58.2,36.3,88.2,96.9,1
TRA076-000100,2024-01-25,R5,T1,116.2,89.5,173.0,163.6,1
TRA076-000101,2024-01-25,R3,T2,51.6,120.0,80.4,89.3,1
TRA076-000102,2024-01-25,R3,T3,90.8,61.7,,134.4,0
TRA076-000103,2024-01-25,R2,T1,90.9,32.8,129.9,134.5,1
TRA076-000104,2024-01-26,R6,T2,10.5,30.2,30.7,42.1,1
TRA076-000105,2024-01-26,R5,T3,34.2,79.2,86.8,69.3,1
TRA076-000106,2024-01-26,R4,T1,36.6,43.1,90.1,72.1,1
TRA076-000107,2024-01-26,R4,T2,117.9,43.2,132.3,165.6,1
TRA076-000108,2024-01-27,R1,T3,107.6,142.6,178.9,153.7,1
TRA076-000109,2024-01-27,R6,T1,99.1,93.3,140.4,144.0,1
TRA076-000110,2024-01-27,R6,T2,115.8,144.2,154.9,163.2,1
TRA076-000111,2024-01-27,R2,T3,71.0,20.4,105.7,111.6,1
TRA076-000112,2024-01-28,R2,T1,21.1,108.8,75.4,54.3,1
TRA076-000113,2024-01-28,R2,T2,35.9,118.3,,71.3,0
TRA076-000114,2024-01-28,R2,T3,76.3,147.7,137.8,117.7,1
TRA076-000115,2024-01-28,R6,T1,115.1,147.3,156.0,162.4,1
TRA076-000116,2024-01-29,R6,T2,55.7,109.0,87.4,94.1,1
TRA076-000117,2024-01-29,R3,T3,39.7,67.5,73.3,75.7,1
TRA076-000118,2024-01-29,R1,T1,77.2,134.4,100.8,118.8,1
TRA076-000119,2024-01-29,R6,T2,82.1,9.5,90.4,124.4,1
TRA076-000120,2024-01-29,R4,T3,9.6,5.0,32.3,41.0,1
TRA076-000121,2024-01-30,R1,T1,72.2,79.2,104.1,113.0,1
TRA076-000122,2024-01-30,R3,T2,99.7,127.8,147.6,144.7,1
TRA076-000123,2024-01-30,R3,T3,53.1,113.6,105.7,91.1,1
TRA076-000124,2024-01-30,R6,T1,61.7,66.6,75.6,101.0,1
TRA076-000125,2024-01-31,R6,T2,70.5,88.3,109.0,111.1,1
TRA076-000126,2024-01-31,R1,T3,15.4,6.8,20.8,47.7,1
TRA076-000127,2024-01-31,R6,T1,125.0,85.6,169.2,173.8,1
TRA076-000128,2024-01-31,R5,T2,77.9,84.6,133.9,119.6,1
TRA076-000129,2024-02-01,R3,T3,79.5,23.5,138.3,121.4,1
TRA076-000130,2024-02-01,R1,T1,25.6,123.9,61.0,59.4,1
TRA076-000131,2024-02-01,R1,T2,34.6,63.4,79.9,69.8,1
TRA076-000132,2024-02-01,R3,T3,30.0,74.4,64.7,64.5,1
TRA076-000133,2024-02-02,R3,T1,13.9,91.5,44.6,46.0,1
TRA076-000134,2024-02-02,R2,T2,23.8,131.6,46.1,57.4,1
TRA076-000135,2024-02-02,R4,T3,87.9,127.0,146.3,131.1,1
TRA076-000136,2024-02-02,R6,T1,129.3,49.1,163.1,178.7,1
TRA076-000137,2024-02-03,R6,T2,124.9,92.1,166.6,173.6,1
TRA076-000138,2024-02-03,R2,T3,130.9,137.1,212.0,180.5,1
TRA076-000139,2024-02-03,R2,T1,108.2,81.9,133.6,154.4,1
TRA076-000140,2024-02-03,R5,T2,21.8,17.2,67.1,55.1,1
TRA076-000141,2024-02-04,R1,T3,15.3,39.3,33.4,47.6,1
TRA076-000142,2024-02-04,R2,T1,148.5,128.7,199.8,200.8,1
TRA076-000143,2024-02-04,R6,T2,132.5,56.6,188.0,182.4,1
TRA076-000144,2024-02-04,R2,T3,77.0,103.4,141.1,118.5,1
TRA076-000145,2024-02-05,R2,T1,66.8,16.9,81.4,106.8,1
TRA076-000146,2024-02-05,R3,T2,39.4,58.7,92.2,75.3,1
TRA076-000147,2024-02-05,R6,T3,139.0,61.9,217.0,189.8,1
TRA076-000148,2024-02-05,R1,T1,142.2,64.7,193.4,193.5,1
TRA076-000149,2024-02-06,R2,T2,57.4,6.7,83.7,96.0,1
TRA076-000150,2024-02-06,R1,T3,144.3,75.7,226.9,195.9,1
TRA076-000151,2024-02-06,R5,T1,147.1,133.9,208.1,199.2,1
TRA076-000152,2024-02-06,R2,T2,101.7,50.9,146.8,147.0,1
TRA076-000153,2024-02-07,R4,T3,6.4,88.2,45.2,37.4,1
TRA076-000154,2024-02-07,R3,T1,140.6,45.5,180.7,191.7,1
TRA076-000155,2024-02-07,R5,T2,30.7,41.3,69.9,65.3,1
TRA076-000156,2024-02-07,R2,T3,78.7,26.9,111.5,120.5,1
TRA076-000157,2024-02-08,R4,T1,10.2,116.2,5,41.7,1
TRA076-000158,2024-02-08,R1,T2,114.0,118.3,166.9,161.1,1
TRA076-000159,2024-02-08,R6,T3,58.1,37.7,104.3,96.8,1
TRA076-000160,2024-02-08,R5,T1,109.4,54.2,144.7,155.8,1
TRA076-000161,2024-02-08,R4,T2,37.4,26.4,49.1,73.0,1
TRA076-000162,2024-02-09,R6,T3,40.8,100.9,79.3,76.9,1
TRA076-000163,2024-02-09,R3,T1,106.8,91.7,159.9,152.8,1
TRA076-000164,2024-02-09,R3,T2,146.9,99.8,196.0,198.9,1
TRA076-000165,2024-02-09,R2,T3,51.9,70.1,77.6,89.7,1
TRA076-000166,2024-02-10,R2,T1,40.6,72.5,84.1,76.7,1
TRA076-000167,2024-02-10,R2,T2,23.8,33.5,,57.4,1
TRA076-000168,2024-02-10,R6,T3,13.9,135.5,42.4,46.0,1
TRA076-000169,2024-02-10,R1,T1,54.8,103.2,63.4,93.0,1
TRA076-000170,2024-02-11,R6,T2,104.6,41.2,165.3,150.3,1
TRA076-000171,2024-02-11,R2,T3,14.0,95.7,51.7,46.1,1
TRA076-000172,2024-02-11,R4,T1,146.2,17.3,162.4,198.1,1
TRA076-000173,2024-02-11,R5,T2,118.4,118.8,154.3,166.2,1
TRA076-000174,2024-02-12,R3,T3,112.2,47.3,142.7,159.0,1
TRA076-000175,2024-02-12,R2,T1,69.3,128.3,85.2,109.7,1
TRA076-000176,2024-02-12,R3,T2,79.3,70.6,145.7,121.2,1
TRA076-000177,2024-02-12,R6,T3,12.1,89.9,27.3,43.9,1
TRA076-000178,2024-02-13,R5,T1,80.5,1.3,78.3,122.6,1
TRA076-000179,2024-02-13,R1,T2,76.4,49.2,106.4,117.9,1
TRA076-000180,2024-02-13,R6,T3,8.0,84.0,28.1,39.2,1
TRA076-000181,2024-02-13,R6,T1,91.2,31.9,112.1,134.9,1
TRA076-000182,2024-02-14,R3,T2,15.4,81.5,57.9,47.7,1
TRA076-000183,2024-02-14,R6,T3,111.0,19.4,164.0,157.6,1
TRA076-000184,2024-02-14,R1,T1,96.6,129.3,117.4,141.1,1
TRA076-000185,2024-02-14,R6,T2,121.3,4.0,129.8,169.5,1
TRA076-000186,2024-02-15,R5,T3,59.4,73.4,,98.3,0
TRA076-000187,2024-02-15,R4,T1,128.9,52.5,165.9,178.2,1
TRA076-000188,2024-02-15,R6,T2,104.8,39.2,122.6,150.5,1
TRA076-000189,2024-02-15,R3,T3,126.6,9.8,158.3,175.6,1
TRA076-000190,2024-02-16,R3,T1,97.1,130.5,155.5,141.7,1
TRA076-000191,2024-02-16,R6,T2,20.2,134.5,63.0,53.2,1
TRA076-000192,2024-02-16,R1,T3,7.5,28.5,5,38.6,1
TRA076-000193,2024-02-16,R3,T1,41.2,137.4,78.6,77.4,1
TRA076-000194,2024-02-17,R3,T2,134.9,21.9,173.4,185.1,1
TRA076-000195,2024-02-17,R6,T3,100.8,124.7,154.7,145.9,1
TRA076-000196,2024-02-17,R4,T1,91.8,79.4,124.7,135.6,1
TRA076-000197,2024-02-17,R4,T2,8.3,44.1,30.4,39.5,1
TRA076-000198,2024-02-18,R5,T3,129.5,106.7,180.3,178.9,1
TRA076-000199,2024-02-18,R1,T1,24.2,84.7,38.9,57.8,1
TRA076-000200,2024-02-18,R3,T2,2.3,110.5,59.7,32.6,1
TRA076-000201,2024-02-18,R1,T3,106.0,62.6,148.5,151.9,1
TRA076-000202,2024-02-18,R4,T1,25.4,11.0,48.4,59.2,1
TRA076-000203,2024-02-19,R1,T2,68.4,99.6,88.5,108.7,1
TRA076-000204,2024-02-19,R4,T3,91.0,98.2,136.4,134.6,1
TRA076-000205,2024-02-19,R5,T1,119.5,104.7,136.4,167.4,1
TRA076-000206,2024-02-19,R2,T2,12.5,6.7,45.0,44.4,1
TRA076-000207,2024-02-20,R6,T3,43.1,135.0,71.3,79.6,1
TRA076-000208,2024-02-20,R3,T1,127.4,30.9,163.1,176.5,1
TRA076-000209,2024-02-20,R3,T2,48.3,87.5,106.5,85.5,1
TRA076-000210,2024-02-20,R4,T3,138.9,9.9,185.0,189.7,1
TRA076-000211,2024-02-21,R5,T1,121.7,2.4,158.0,170.0,1
TRA076-000212,2024-02-21,R6,T2,47.1,50.6,"61,6",84.2,1
TRA076-000213,2024-02-21,R4,T3,98.8,116.3,155.1,143.6,1
TRA076-000214,2024-02-21,R1,T1,95.7,63.7,123.5,140.1,1
TRA076-000215,2024-02-22,R2,T2,17.7,30.1,34.6,50.4,1
TRA076-000216,2024-02-22,R5,T3,111.1,54.7,178.6,157.8,1
TRA076-000217,2024-02-22,R3,T1,122.7,7.8,156.9,171.1,1
TRA076-000218,2024-02-22,R6,T2,66.1,146.6,,106.0,0
TRA076-000219,2024-02-23,R2,T3,19.5,103.8,35.6,52.4,1
TRA076-000220,2024-02-23,R1,T1,132.2,44.9,170.9,182.0,1
TRA076-000221,2024-02-23,R1,T2,24.5,37.5,25.3,58.2,1
TRA076-000222,2024-02-23,R2,T3,97.8,145.7,148.0,142.5,1
TRA076-000223,2024-02-24,R5,T1,121.2,42.7,159.6,169.4,1
TRA076-000224,2024-02-24,R2,T2,140.4,31.7,172.4,191.5,1
TRA076-000225,2024-02-24,R2,T3,111.9,78.8,167.1,158.7,1
TRA076-000226,2024-02-24,R4,T1,74.8,113.8,85.7,116.0,1
TRA076-000227,2024-02-25,R2,T2,129.8,98.9,199.6,179.3,1
TRA076-000228,2024-02-25,R4,T3,118.3,58.4,174.6,166.0,1
TRA076-000229,2024-02-25,R4,T1,135.8,131.9,151.9,186.2,1
TRA076-000230,2024-02-25,R2,T2,105.1,126.6,138.1,150.9,1
TRA076-000231,2024-02-26,R3,T3,51.5,57.1,99.6,89.2,1
TRA076-000232,2024-02-26,R2,T1,141.7,38.8,175.7,193.0,1
TRA076-000233,2024-02-26,R5,T2,102.1,24.7,160.9,147.4,1
TRA076-000234,2024-02-26,R3,T3,114.1,102.5,194.2,161.2,1
TRA076-000235,2024-02-27,R1,T1,98.0,97.7,123.8,142.7,1
TRA076-000236,2024-02-27,R1,T2,51.8,2.3,62.5,89.6,1
TRA076-000237,2024-02-27,R1,T3,98.2,138.8,163.8,142.9,1
TRA076-000238,2024-02-27,R6,T1,3.0,64.3,39.9,33.5,1
TRA076-000239,2024-02-27,R3,T2,77.7,34.1,96.8,119.4,1
TRA076-000240,2024-02-28,R4,T3,49.0,71.0,78.8,86.3,1
TRA076-000241,2024-02-28,R4,T1,145.3,32.2,191.6,197.1,1
TRA076-000242,2024-02-28,R5,T2,54.1,10.1,58.9,92.2,1
TRA076-000243,2024-02-28,R4,T3,46.7,47.5,54.1,83.7,1
TRA076-000244,2024-02-29,R5,T1,95.6,18.7,109.2,139.9,1
TRA076-000245,2024-02-29,R4,T2,29.9,1.7,16.0,64.4,1
TRA076-000246,2024-02-29,R1,T3,114.6,120.9,190.5,161.8,1
TRA076-000247,2024-02-29,R1,T1,73.7,2.4,75.7,114.8,1
TRA076-000248,2024-03-01,R1,T2,139.4,22.0,154.7,190.3,1
TRA076-000249,2024-03-01,R5,T3,126.9,84.7,183.1,175.9,1
TRA076-000250,2024-03-01,R1,T1,131.0,110.2,,180.6,1
TRA076-000251,2024-03-01,R1,T2,95.7,105.0,143.6,140.1,1
TRA076-000252,2024-03-02,R4,T3,97.8,69.6,143.9,142.5,1
TRA076-000253,2024-03-02,R6,T1,68.5,39.8,94.4,108.8,1
TRA076-000254,2024-03-02,R6,T2,141.0,61.9,181.7,192.1,1
TRA076-000255,2024-03-02,R2,T3,30.8,43.9,68.3,65.4,1
TRA076-000256,2024-03-03,R1,T1,106.2,128.0,156.2,152.1,1
TRA076-000257,2024-03-03,R4,T2,125.1,33.6,182.3,173.9,1
TRA076-000258,2024-03-03,R4,T3,104.4,44.2,130.7,150.1,1
TRA076-000259,2024-03-03,R3,T1,14.3,11.0,10.6,46.4,1
TRA076-000260,2024-03-04,R2,T2,64.3,20.4,105.3,103.9,1
TRA076-000261,2024-03-04,R6,T3,82.7,3.5,101.9,125.1,1
TRA076-000262,2024-03-04,R4,T1,115.8,109.8,150.0,163.2,1
TRA076-000263,2024-03-04,R1,T2,120.0,14.0,155.2,168.0,1
TRA076-000264,2024-03-05,R2,T3,122.8,47.9,181.4,171.2,1
TRA076-000265,2024-03-05,R5,T1,116.5,92.6,140.9,164.0,1
TRA076-000266,2024-03-05,R1,T2,128.8,29.6,181.5,178.1,1
TRA076-000267,2024-03-05,R1,T3,38.9,35.8,56.9,74.7,1
TRA076-000268,2024-03-06,R5,T1,5.7,75.6,46.8,36.6,1
TRA076-000269,2024-03-06,R1,T2,43.9,148.3,91.1,80.5,1
TRA076-000270,2024-03-06,R4,T3,136.6,11.9,169.8,187.1,1
TRA076-000271,2024-03-06,R4,T1,86.7,50.1,133.2,129.7,1
TRA076-000272,2024-03-07,R5,T2,129.9,114.5,164.9,179.4,1
TRA076-000273,2024-03-07,R4,T3,79.8,25.6,89.0,121.8,1
TRA076-000274,2024-03-07,R4,T1,83.6,130.1,159.0,126.1,1
TRA076-000275,2024-03-07,R4,T2,76.2,31.3,125.5,117.6,1
TRA076-000276,2024-03-08,R4,T3,65.0,23.9,103.2,104.8,1
TRA076-000277,2024-03-08,R1,T1,114.0,22.6,147.0,161.1,1
TRA076-000278,2024-03-08,R1,T2,11.2,4.6,33.0,42.9,1
TRA076-000279,2024-03-08,R6,T3,3.2,136.6,19.6,33.7,1
TRA076-000280,2024-03-08,R1,T1,97.2,67.9,126.7,141.8,1
TRA076-000281,2024-03-09,R6,T2,114.3,110.0,177.1,161.4,1
TRA076-000282,2024-03-09,R2,T3,132.5,137.6,193.5,182.4,1
TRA076-000283,2024-03-09,R4,T1,73.9,85.3,111.0,115.0,1
TRA076-000284,2024-03-09,R4,T2,83.3,143.8,134.3,125.8,1
TRA076-000285,2024-03-10,R4,T3,109.4,39.4,172.4,155.8,1
TRA076-000286,2024-03-10,R5,T1,17.1,133.9,60.0,49.7,1
TRA076-000287,2024-03-10,R4,T2,101.8,81.4,153.1,147.1,1
TRA076-000288,2024-03-10,R5,T3,126.0,70.2,178.9,174.9,1
TRA076-000289,2024-03-11,R4,T1,109.5,112.4,148.3,155.9,1
TRA076-000290,2024-03-11,R6,T2,105.7,2.5,136.2,151.6,1
TRA076-000291,2024-03-11,R3,T3,66.7,111.9,108.8,106.7,1
TRA076-000292,2024-03-11,R2,T1,34.7,26.5,55.0,69.9,1
TRA076-000293,2024-03-12,R5,T2,28.1,31.8,46.1,62.3,1
TRA076-000294,2024-03-12,R1,T3,124.1,114.4,183.4,172.7,1
TRA076-000295,2024-03-12,R1,T1,106.3,118.5,158.7,152.2,1
TRA076-000296,2024-03-12,R6,T2,56.5,129.6,104.2,95.0,1
TRA076-000297,2024-03-13,R2,T3,133.8,106.7,192.2,183.9,1
TRA076-000298,2024-03-13,R4,T1,80.7,4.1,97.6,122.8,1
TRA076-000299,2024-03-13,R4,T2,100.8,102.7,155.2,145.9,1
TRA076-000300,2024-03-13,R6,T3,11.4,127.0,54.6,43.1,1
TRA076-000301,2024-03-14,R5,T1,135.0,130.9,177.7,185.2,1
TRA076-000302,2024-03-14,R3,T2,60.7,21.7,71.5,99.8,1
TRA076-000303,2024-03-14,R4,T3,105.1,30.8,146.7,150.9,1
TRA076-000304,2024-03-14,R1,T1,133.1,75.4,179.3,183.1,1
TRA076-000305,2024-03-15,R3,T2,23.2,147.6,45.6,56.7,1
TRA076-000306,2024-03-15,R5,T3,41.5,56.6,92.6,77.7,1
TRA076-000307,2024-03-15,R1,T1,18.7,39.1,55.3,51.5,1
TRA076-000308,2024-03-15,R6,T2,9.3,138.9,,40.7,0
TRA076-000309,2024-03-16,R1,T3,6.5,64.4,44.3,37.5,1
TRA076-000310,2024-03-16,R3,T1,146.1,96.6,203.8,198.0,1
TRA076-000311,2024-03-16,R4,T2,127.7,147.8,198.0,176.9,1
TRA076-000312,2024-03-16,R2,T3,48.8,58.4,93.2,86.1,1
TRA076-000313,2024-03-17,R4,T1,127.6,27.6,177.2,176.7,1
TRA076-000314,2024-03-17,R5,T2,78.4,54.0,111.4,120.2,1
TRA076-000315,2024-03-17,R4,T3,130.4,90.3,200.2,180.0,1
TRA076-000316,2024-03-17,R1,T1,40.2,18.9,65.0,76.2,1
TRA076-000317,2024-03-17,R4,T2,113.3,93.8,159.7,160.3,1
TRA076-000318,2024-03-18,R6,T3,130.9,55.4,195.1,180.5,1
TRA076-000319,2024-03-18,R1,T1,97.8,149.0,135.8,142.5,1
TRA076-000320,2024-03-18,R5,T2,82.0,147.1,114.2,124.3,1
TRA076-000321,2024-03-18,R6,T3,14.9,74.4,58.2,47.1,1
TRA076-000322,2024-03-19,R2,T1,6.7,111.6,46.2,37.7,1
TRA076-000323,2024-03-19,R3,T2,43.3,127.7,,79.8,0
TRA076-000324,2024-03-19,R6,T3,37.9,115.4,54.7,73.6,1
TRA076-000325,2024-03-19,R4,T1,96.1,83.0,106.7,140.5,1
TRA076-000326,2024-03-20,R2,T2,11.1,96.1,44.9,42.8,1
TRA076-000327,2024-03-20,R5,T3,31.7,85.6,67.0,66.5,1
TRA076-000328,2024-03-20,R1,T1,86.1,8.1,96.5,129.0,1
TRA076-000329,2024-03-20,R3,T2,122.6,69.0,180.2,171.0,1
TRA076-000330,2024-03-21,R1,T3,108.6,68.0,155.7,154.9,1
TRA076-000331,2024-03-21,R2,T1,44.6,32.3,69.5,81.3,1
TRA076-000332,2024-03-21,R4,T2,111.0,145.5,168.0,157.6,1
TRA076-000333,2024-03-21,R3,T3,128.9,120.5,,178.2,1
TRA076-000334,2024-03-22,R3,T1,139.1,14.0,170.3,190.0,1
TRA076-000335,2024-03-22,R2,T2,146.3,101.1,,198.2,0
TRA076-000336,2024-03-22,R3,T3,37.3,95.6,,72.9,0
TRA076-000337,2024-03-22,R6,T1,123.8,47.5,183.4,172.4,1
TRA076-000338,2024-03-23,R4,T2,88.5,125.0,182.8,131.8,1
TRA076-000339,2024-03-23,R6,T3,114.1,115.8,179.1,161.2,1
TRA076-000340,2024-03-23,R2,T1,146.3,43.9,206.1,198.2,1
TRA076-000341,2024-03-23,R1,T2,99.0,132.7,152.5,143.8,1
TRA076-000342,2024-03-24,R3,T3,19.5,116.9,52.4,52.4,1
TRA076-000343,2024-03-24,R1,T1,139.9,28.5,170.3,190.9,1
TRA076-000344,2024-03-24,R6,T2,69.6,77.0,79.6,110.0,1
TRA076-000345,2024-03-24,R4,T3,56.6,22.7,87.6,95.1,1
TRA076-000346,2024-03-25,R3,T1,87.6,51.6,97.2,130.7,1
TRA076-000347,2024-03-25,R4,T2,54.0,8.4,,92.1,0
TRA076-000348,2024-03-25,R3,T3,27.5,127.4,80.2,61.6,1
TRA076-000349,2024-03-25,R2,T1,129.4,88.8,142.4,178.8,1
TRA076-000350,2024-03-26,R2,T2,62.8,101.0,105.5,102.2,1
TRA076-000351,2024-03-26,R3,T3,84.8,33.4,137.8,127.5,1
TRA076-000352,2024-03-26,R5,T1,14.3,109.7,50.5,46.4,1
TRA076-000353,2024-03-26,R5,T2,148.5,146.7,227.2,200.8,1
TRA076-000354,2024-03-27,R3,T3,60.0,67.3,121.1,99.0,1
TRA076-000355,2024-03-27,R5,T1,103.4,74.9,144.5,148.9,1
TRA076-000356,2024-03-27,R6,T2,132.5,22.3,160.7,182.4,1
TRA076-000357,2024-03-27,R6,T3,104.4,16.1,146.1,150.1,1
TRA076-000358,2024-03-27,R1,T1,120.5,42.2,116.5,168.6,1
