registro_id,fecha,cliente,plan,zona,antiguedad_meses,consumo_gb,incidencias,baja_30d,motivo_baja
TEL100-000031,2024-01-01,C0031,esencial,centro,10,0.49,1,0,
TEL100-000032,2024-01-01,C0032,plus,norte,32,24.63,0,0,
TEL100-000033,2024-01-01,C0033,total,sur,89,39.27,0,0,
TEL100-000034,2024-01-01,C0034,esencial,norte,69,11.16,0,0,
TEL100-000035,2024-01-01,C0035,plus,sur,81,38.12,2,0,
TEL100-000036,2024-01-01,C0036,total,norte,51,44.4,1,0,
TEL100-000037,2024-01-01,C0037,esencial,norte,33,13.56,2,0,
TEL100-000038,2024-01-01,C0038,plus,centro,37,42.38,2,0,
TEL100-000039,2024-01-01,C0039,total,norte,81,50.86,1,0,
TEL100-000040,2024-01-01,C0040,esencial,norte,74,8.49,4,0,
TEL100-000041,2024-01-01,C0041,plus,norte,73,22.29,1,0,
TEL100-000042,2024-01-01,C0042,total,norte,22,47.89,0,0,
TEL100-000043,2024-01-01,C0043,esencial,centro,7,21.44,2,1,servicio
TEL100-000044,2024-01-01,C0044,plus,centro,90,37.71,1,0,
TEL100-000045,2024-01-01,C0045,total,norte,52,58.1,0,0,
TEL100-000046,2024-01-01,C0046,esencial,norte,13,16.2,0,0,
TEL100-000047,2024-01-01,C0047,plus,centro,62,48.65,0,0,
TEL100-000048,2024-01-01,C0048,total,sur,62,55.96,3,0,
TEL100-000049,2024-01-01,C0049,esencial,centro,86,7.42,0,0,
TEL100-000050,2024-01-01,C0050,plus,norte,34,32.37,0,0,
TEL100-000051,2024-01-01,C0051,total,centro,69,59.07,2,0,
TEL100-000052,2024-01-01,C0052,esencial,norte,85,15.63,0,0,
TEL100-000053,2024-01-01,C0053,plus,centro,47,33.96,0,0,
TEL100-000054,2024-01-01,C0054,total,sur,48,56.23,0,0,
TEL100-000055,2024-01-01,C0055,esencial,norte,32,26.29,0,0,
TEL100-000056,2024-01-01,C0056,plus,centro,64,47.15,0,0,
TEL100-000057,2024-01-01,C0057,total,sur,34,37.6,0,0,
TEL100-000058,2024-01-01,C0058,esencial,centro,54,11.53,3,0,
TEL100-000059,2024-01-01,C0059,plus,centro,85,21.52,0,0,
TEL100-000060,2024-01-01,C0060,total,norte,57,32.26,1,0,
TEL100-000061,2024-01-01,C0061,esencial,centro,10,10.12,1,0,
TEL100-000062,2024-01-01,C0062,plus,centro,32,25.63,2,0,
TEL100-000063,2024-01-01,C0063,total,centro,3,68.19,1,1,mudanza
TEL100-000064,2024-01-01,C0064,esencial,centro,82,6.4,0,0,
TEL100-000065,2024-01-01,C0065,plus,centro,6,22.68,0,0,
TEL100-000066,2024-01-01,C0066,total,sur,42,57.13,1,0,
TEL100-000067,2024-01-01,C0067,esencial,sur,64,5.69,3,0,
TEL100-000068,2024-01-01,C0068,plus,norte,26,27.3,1,0,
TEL100-000069,2024-01-01,C0069,total,sur,48,42.75,2,0,
TEL100-000070,2024-01-01,C0070,esencial,centro,2,10.98,2,0,
TEL100-000071,2024-01-01,C0071,plus,centro,68,17.87,0,0,
TEL100-000072,2024-01-01,C0072,total,norte,27,49.5,1,0,
TEL100-000073,2024-01-01,C0073,esencial,sur,21,25.64,0,0,
TEL100-000074,2024-01-01,C0074,plus,centro,42,28.47,1,0,
TEL100-000075,2024-01-01,C0075,total,sur,52,41.36,0,0,
TEL100-000076,2024-01-01,C0076,esencial,centro,45,12.27,2,0,
TEL100-000077,2024-01-01,C0077,plus,sur,27,40.85,0,0,
TEL100-000078,2024-01-01,C0078,total,centro,69,41.44,0,0,
TEL100-000079,2024-01-01,C0079,esencial,sur,77,16.27,0,0,
TEL100-000080,2024-01-01,C0080,plus,sur,72,29.61,0,0,
TEL100-000081,2024-01-01,C0081,total,norte,19,43.15,0,0,
TEL100-000082,2024-01-01,C0082,esencial,centro,26,28.63,0,0,
TEL100-000083,2024-01-01,C0083,plus,centro,30,29.44,0,0,
TEL100-000084,2024-01-01,C0084,total,norte,18,,0,0,
TEL100-000085,2024-01-01,C0085,esencial,centro,37,15.56,0,0,
TEL100-000086,2024-01-01,C0086,plus,norte,65,36.58,0,0,
TEL100-000087,2024-01-01,C0087,total,centro,46,51.61,0,0,
TEL100-000088,2024-01-01,C0088,esencial,norte,10,14.72,0,0,
TEL100-000089,2024-01-01,C0089,plus,sur,31,34.9,0,0,
TEL100-000090,2024-01-01,C0090,total,sur,32,51.05,2,1,servicio
TEL100-000091,2024-01-01,C0091,esencial,norte,52,12.67,0,0,
TEL100-000092,2024-01-01,C0092,plus,sur,28,33.48,1,0,
TEL100-000093,2024-01-01,C0093,total,centro,53,48.72,3,0,
TEL100-000094,2024-01-01,C0094,esencial,norte,34,12.68,0,0,
TEL100-000095,2024-01-01,C0095,plus,norte,75,24.12,0,0,
TEL100-000096,2024-01-01,C0096,total,sur,67,38.24,3,0,
TEL100-000097,2024-01-01,C0097,esencial,norte,20,9.5,1,0,
TEL100-000098,2024-01-01,C0098, PLUS ,centro,20,44.33,0,0,
TEL100-000099,2024-01-01,C0099,total,sur,75,40.55,1,0,
TEL100-000100,2024-01-01,C0100,esencial,norte,4,5.92,0,0,
TEL100-000101,2024-01-01,C0101,plus,sur,19,14.15,1,0,
TEL100-000102,2024-01-01,C0102,total,centro,68,49.94,0,0,
TEL100-000103,2024-01-01,C0103,esencial,sur,40,18.1,0,0,
TEL100-000104,2024-01-01,C0104,plus,centro,10,26.41,2,1,precio
TEL100-000105,2024-01-01,C0105,total,norte,15,45.56,0,0,
TEL100-000106,2024-01-01,C0106,esencial,centro,53,18.12,0,0,
TEL100-000107,2024-01-01,C0107,plus,centro,5,21.38,0,0,
TEL100-000108,2024-01-01,C0108,total,centro,1,39.25,1,0,
TEL100-000109,2024-01-01,C0109,esencial,sur,65,15.05,1,0,
TEL100-000110,2024-01-01,C0110,plus,centro,83,36.31,0,0,
TEL100-000111,2024-01-01,C0111,total,norte,23,51.18,1,1,precio
TEL100-000112,2024-01-01,C0112,esencial,norte,22,16.6,0,0,
TEL100-000113,2024-01-01,C0113,plus,sur,31,37.36,0,0,
TEL100-000114,2024-01-01,C0114,total,norte,20,60.98,0,0,
TEL100-000115,2024-01-01,C0115,esencial,centro,22,17.43,0,0,
TEL100-000116,2024-01-01,C0116,plus,centro,12,31.14,1,0,
TEL100-000117,2024-01-01,C0117,total,sur,60,56.91,1,0,
TEL100-000118,2024-01-01,C0118,esencial,norte,14,6.84,0,1,mudanza
TEL100-000119,2024-01-01,C0119,plus,sur,46,29.72,2,0,
TEL100-000120,2024-01-01,C0120,total,norte,84,41.69,2,0,
TEL100-000121,2024-02-01,C0001,esencial,norte,8,16.53,0,1,precio
TEL100-000122,2024-02-01,C0002,plus,norte,9,28.88,0,0,
TEL100-000123,2024-02-01,C0003,total,sur,32,42.42,0,0,
TEL100-000124,2024-02-01,C0004,esencial,norte,81,5.13,1,0,
TEL100-000125,2024-02-01,C0005,plus,sur,18,37.37,0,0,
TEL100-000126,2024-02-01,C0006,total,norte,3,42.42,1,0,
TEL100-000127,2024-02-01,C0007,esencial,centro,76,5.86,0,0,
TEL100-000128,2024-02-01,C0008,plus,norte,71,34.05,2,1,mudanza
TEL100-000129,2024-02-01,C0009,total,sur,44,41.47,1,1,precio
TEL100-000130,2024-02-01,C0010,esencial,sur,88,6.75,0,0,
TEL100-000131,2024-02-01,C0011,plus,norte,90,34.9,0,0,
TEL100-000132,2024-02-01,C0012,total,sur,13,44.65,1,0,
TEL100-000133,2024-02-01,C0013,esencial,norte,6,18.73,0,0,
TEL100-000134,2024-02-01,C0014,plus,centro,71,38.54,1,0,
TEL100-000135,2024-02-01,C0015,total,centro,91,50.93,0,0,
TEL100-000136,2024-02-01,C0016,esencial,sur,52,6.76,3,0,
TEL100-000137,2024-02-01,C0017,plus,sur,61,40.61,0,0,
TEL100-000138,2024-02-01,C0018,total,sur,15,49.45,1,0,
TEL100-000139,2024-02-01,C0019,esencial,norte,36,10.31,1,0,
TEL100-000140,2024-02-01,C0020,plus,sur,74,24.51,0,0,
TEL100-000141,2024-02-01,C0021,total,sur,14,40.17,0,1,mudanza
TEL100-000142,2024-02-01,C0022,esencial,centro,91,17.01,1,0,
TEL100-000143,2024-02-01,C0023,plus,centro,51,18.42,0,0,
TEL100-000144,2024-02-01,C0024,total,sur,90,40.83,3,0,
TEL100-000145,2024-02-01,C0025,esencial,centro,30,14.14,0,0,
TEL100-000146,2024-02-01,C0026,plus,sur,57,17.43,0,0,
TEL100-000147,2024-02-01,C0027,total,centro,14,41.36,1,0,
TEL100-000148,2024-02-01,C0028,esencial,norte,51,18.68,0,1,mudanza
TEL100-000149,2024-02-01,C0029,plus,centro,38,27.14,0,0,
TEL100-000150,2024-02-01,C0030,total,norte,43,63.38,2,0,
TEL100-000151,2024-02-01,C0031,esencial,centro,11,11.45,2,0,
TEL100-000152,2024-02-01,C0032,plus,norte,33,43.91,2,0,
TEL100-000153,2024-02-01,C0033,total,sur,90,44.73,0,0,
TEL100-000154,2024-02-01,C0034,esencial,norte,70,4.49,1,0,
TEL100-000155,2024-02-01,C0035,plus,sur,82,22.87,1,0,
TEL100-000156,2024-02-01,C0036,total,norte,52,38.16,4,1,servicio
TEL100-000157,2024-02-01,C0037,esencial,norte,34,24.54,1,0,
TEL100-000158,2024-02-01,C0038,plus,centro,38,15.61,0,0,
TEL100-000159,2024-02-01,C0039,total,norte,82,50.0,2,0,
TEL100-000160,2024-02-01,C0040,esencial,norte,75,15.21,1,0,
TEL100-000161,2024-02-01,C0041,plus,norte,74,21.21,0,1,mudanza
TEL100-000162,2024-02-01,C0042,total,norte,23,36.88,0,0,
TEL100-000163,2024-02-01,C0043,esencial,centro,8,14.01,2,0,
TEL100-000164,2024-02-01,C0044,plus,centro,91,24.77,0,0,
TEL100-000165,2024-02-01,C0045,total,norte,53,51.01,1,0,
TEL100-000166,2024-02-01,C0046,esencial,norte,14,2.08,0,0,
TEL100-000167,2024-02-01,C0047,plus,centro,63,,0,0,
TEL100-000168,2024-02-01,C0048,total,sur,63,33.05,0,0,
TEL100-000169,2024-02-01,C0049,esencial,centro,87,9.11,0,0,
TEL100-000170,2024-02-01,C0050,plus,norte,35,32.48,2,1,precio
TEL100-000171,2024-02-01,C0051,total,centro,70,46.62,0,0,
TEL100-000172,2024-02-01,C0052,esencial,norte,86,0,0,0,
TEL100-000173,2024-02-01,C0053,plus,centro,48,28.05,1,0,
TEL100-000174,2024-02-01,C0054,total,sur,49,62.43,3,0,
TEL100-000175,2024-02-01,C0055,esencial,norte,33,20.84,3,0,
TEL100-000176,2024-02-01,C0056,plus,centro,65,31.2,2,1,servicio
TEL100-000177,2024-02-01,C0057,total,sur,35,51.95,0,0,
TEL100-000178,2024-02-01,C0058,esencial,centro,55,7.69,0,0,
TEL100-000179,2024-02-01,C0059,plus,centro,86,30.02,0,0,
TEL100-000180,2024-02-01,C0060,total,norte,58,51.32,2,0,
TEL100-000181,2024-02-01,C0061,esencial,centro,11,19.15,3,0,
TEL100-000182,2024-02-01,C0062,plus,centro,33,16.95,1,0,
TEL100-000183,2024-02-01,C0063,total,centro,4,56.55,0,0,
TEL100-000184,2024-02-01,C0064,esencial,centro,83,8.3,0,0,
TEL100-000185,2024-02-01,C0065,plus,centro,7,14.75,1,0,
TEL100-000186,2024-02-01,C0066,total,sur,43,32.93,0,0,
TEL100-000187,2024-02-01,C0067,esencial,sur,65,8.96,1,0,
TEL100-000188,2024-02-01,C0068,plus,norte,27,26.99,2,0,
TEL100-000189,2024-02-01,C0069,total,sur,49,31.3,0,0,
TEL100-000190,2024-02-01,C0070,esencial,centro,3,3.05,0,0,
TEL100-000191,2024-02-01,C0071,plus,centro,69,32.01,0,0,
TEL100-000192,2024-02-01,C0072,total,norte,28,53.76,1,0,
TEL100-000193,2024-02-01,C0073,esencial,sur,22,0,0,1,mudanza
TEL100-000194,2024-02-01,C0074,plus,centro,43,27.04,3,1,precio
TEL100-000195,2024-02-01,C0075, TOTAL ,sur,53,50.8,1,0,
TEL100-000196,2024-02-01,C0076,esencial,centro,46,8.43,1,0,
TEL100-000197,2024-02-01,C0077,plus,sur,28,32.54,1,1,mudanza
TEL100-000198,2024-02-01,C0078,total,centro,70,45.71,2,0,
TEL100-000199,2024-02-01,C0079,esencial,sur,78,20.95,2,1,servicio
TEL100-000200,2024-02-01,C0080,plus,sur,73,30.13,0,0,
TEL100-000201,2024-02-01,C0081,total,norte,20,52.9,0,0,
TEL100-000202,2024-02-01,C0082,esencial,centro,27,21.34,0,0,
TEL100-000203,2024-02-01,C0083,plus,centro,31,19.3,0,1,servicio
TEL100-000204,2024-02-01,C0084,total,norte,19,49.53,0,0,
TEL100-000205,2024-02-01,C0085,esencial,centro,38,15.78,1,1,precio
TEL100-000206,2024-02-01,C0086,plus,norte,66,30.0,2,0,
TEL100-000207,2024-02-01,C0087,total,centro,47,47.91,0,0,
TEL100-000208,2024-02-01,C0088,esencial,norte,11,7.55,0,0,
TEL100-000209,2024-02-01,C0089,plus,sur,32,24.3,1,0,
TEL100-000210,2024-02-01,C0090,total,sur,33,55.42,0,0,
TEL100-000211,2024-02-01,C0091,esencial,norte,53,16.01,1,0,
TEL100-000212,2024-02-01,C0092,plus,sur,29,"39,62",2,0,
TEL100-000213,2024-02-01,C0093,total,centro,54,78.18,0,0,
TEL100-000214,2024-02-01,C0094,esencial,norte,35,7.29,2,0,
TEL100-000215,2024-02-01,C0095,plus,norte,76,26.97,0,0,
TEL100-000216,2024-02-01,C0096,total,sur,68,44.5,0,0,
TEL100-000217,2024-02-01,C0097,esencial,norte,21,3.55,2,0,
TEL100-000218,2024-02-01,C0098,plus,centro,21,30.77,4,0,
TEL100-000219,2024-02-01,C0099,total,sur,76,38.06,2,0,
TEL100-000220,2024-02-01,C0100,esencial,norte,5,18.22,1,0,
TEL100-000221,2024-02-01,C0101,plus,sur,20,22.03,0,0,
TEL100-000222,2024-02-01,C0102,total,centro,69,49.0,0,0,
TEL100-000223,2024-02-01,C0103,esencial,sur,41,35.38,0,0,
TEL100-000224,2024-02-01,C0104,plus,centro,11,33.37,0,0,
TEL100-000225,2024-02-01,C0105,total,norte,16,30.27,0,0,
TEL100-000226,2024-02-01,C0106,esencial,centro,54,18.54,0,0,
TEL100-000227,2024-02-01,C0107,plus,centro,6,33.73,0,0,
TEL100-000228,2024-02-01,C0108,total,centro,2,30.45,0,0,
TEL100-000229,2024-02-01,C0109,esencial,sur,66,25.92,2,0,
TEL100-000230,2024-02-01,C0110,plus,centro,84,22.36,2,0,
TEL100-000231,2024-02-01,C0111,total,norte,24,43.74,2,0,
TEL100-000232,2024-02-01,C0112,esencial,norte,23,18.64,0,0,
TEL100-000233,2024-02-01,C0113,plus,sur,32,28.35,1,0,
TEL100-000234,2024-02-01,C0114,total,norte,21,46.52,1,0,
TEL100-000235,2024-02-01,C0115,esencial,centro,23,23.63,1,0,
TEL100-000236,2024-02-01,C0116,plus,centro,13,34.14,1,0,
TEL100-000237,2024-02-01,C0117,total,sur,61,39.87,0,0,
TEL100-000238,2024-02-01,C0118,esencial,norte,15,13.05,0,0,
TEL100-000239,2024-02-01,C0119,plus,sur,47,39.96,1,0,
TEL100-000240,2024-02-01,C0120,total,norte,85,44.49,0,0,
TEL100-000241,2024-03-03,C0001,esencial,norte,9,11.68,4,1,mudanza
TEL100-000242,2024-03-03,C0002,plus,norte,10,42.86,0,0,
TEL100-000243,2024-03-03,C0003,total,sur,33,39.11,1,0,
TEL100-000244,2024-03-03,C0004,esencial,norte,82,5.93,0,0,
TEL100-000245,2024-03-03,C0005,plus,sur,19,27.03,0,0,
TEL100-000246,2024-03-03,C0006,total,norte,4,39.87,2,0,
TEL100-000247,2024-03-03,C0007,esencial,centro,77,22.01,0,0,
TEL100-000248,2024-03-03,C0008,plus,norte,72,30.71,0,0,
TEL100-000249,2024-03-03,C0009,total,sur,45,38.24,0,0,
TEL100-000250,2024-03-03,C0010,esencial,sur,89,,0,0,
TEL100-000251,2024-03-03,C0011,plus,norte,91,34.55,1,0,
TEL100-000252,2024-03-03,C0012,total,sur,14,39.48,2,0,
TEL100-000253,2024-03-03,C0013,esencial,norte,7,0,1,0,
TEL100-000254,2024-03-03,C0014,plus,centro,72,25.38,0,0,
TEL100-000255,2024-03-03,C0015,total,centro,92,37.16,1,1,mudanza
TEL100-000256,2024-03-03,C0016,esencial,sur,53,0,2,0,
TEL100-000257,2024-03-03,C0017,plus,sur,62,25.5,1,0,
TEL100-000258,2024-03-03,C0018,total,sur,16,53.98,0,0,
TEL100-000259,2024-03-03,C0019,esencial,norte,37,16.89,3,0,
TEL100-000260,2024-03-03,C0020,plus,sur,75,26.48,0,0,
TEL100-000261,2024-03-03,C0021,total,sur,15,51.13,1,0,
TEL100-000262,2024-03-03,C0022,esencial,centro,92,8.19,0,0,
TEL100-000263,2024-03-03,C0023,plus,centro,52,30.96,0,0,
TEL100-000264,2024-03-03,C0024,total,sur,91,51.16,0,0,
TEL100-000265,2024-03-03,C0025,esencial,centro,31,0,1,0,
TEL100-000266,2024-03-03,C0026,plus,sur,58,24.55,1,0,
TEL100-000267,2024-03-03,C0027,total,centro,15,33.56,2,0,
TEL100-000268,2024-03-03,C0028,esencial,norte,52,12.48,0,0,
TEL100-000269,2024-03-03,C0029,plus,centro,39,34.27,1,0,
TEL100-000270,2024-03-03,C0030,total,norte,44,52.29,0,0,
TEL100-000271,2024-03-03,C0031,esencial,centro,12,14.4,2,0,
TEL100-000272,2024-03-03,C0032,plus,norte,34,36.87,0,0,
TEL100-000273,2024-03-03,C0033,total,sur,91,47.77,1,0,
TEL100-000274,2024-03-03,C0034,esencial,norte,71,20.17,0,0,
TEL100-000275,2024-03-03,C0035,plus,sur,83,41.15,2,1,precio
TEL100-000276,2024-03-03,C0036,total,norte,53,54.26,3,0,
TEL100-000277,2024-03-03,C0037,esencial,norte,35,14.62,0,0,
TEL100-000278,2024-03-03,C0038,plus,centro,39,26.42,1,0,
TEL100-000279,2024-03-03,C0039,total,norte,83,54.7,0,0,
TEL100-000280,2024-03-03,C0040,esencial,norte,76,4.78,0,0,
TEL100-000281,2024-03-03,C0041,plus,norte,75,38.72,0,0,
TEL100-000282,2024-03-03,C0042,total,norte,24,39.82,3,0,
TEL100-000283,2024-03-03,C0043,esencial,centro,9,17.11,1,0,
TEL100-000284,2024-03-03,C0044,plus,centro,92,41.05,1,0,
TEL100-000285,2024-03-03,C0045,total,norte,54,67.48,1,1,servicio
TEL100-000286,2024-03-03,C0046,esencial,norte,15,18.74,0,0,
TEL100-000287,2024-03-03,C0047,plus,centro,64,30.47,0,0,
TEL100-000288,2024-03-03,C0048,total,sur,64,45.32,0,0,
TEL100-000289,2024-03-03,C0049,esencial,centro,88,12.61,0,0,
TEL100-000290,2024-03-03,C0050,plus,norte,36,34.96,1,0,
TEL100-000291,2024-03-03,C0051,total,centro,71,46.38,0,0,
TEL100-000292,2024-03-03,C0052, ESENCIAL ,norte,87,7.18,0,0,
TEL100-000293,2024-03-03,C0053,plus,centro,49,25.71,0,0,
TEL100-000294,2024-03-03,C0054,total,sur,50,55.6,0,0,
TEL100-000295,2024-03-03,C0055,esencial,norte,34,14.69,0,0,
TEL100-000296,2024-03-03,C0056,plus,centro,66,25.91,0,0,
TEL100-000297,2024-03-03,C0057,total,sur,36,55.04,2,0,
TEL100-000298,2024-03-03,C0058,esencial,centro,56,0,3,1,servicio
TEL100-000299,2024-03-03,C0059,plus,centro,87,28.31,1,0,
TEL100-000300,2024-03-03,C0060,total,norte,59,38.44,0,0,
TEL100-000301,2024-03-03,C0061,esencial,centro,12,5.64,0,0,
TEL100-000302,2024-03-03,C0062,plus,centro,34,17.46,0,0,
TEL100-000303,2024-03-03,C0063,total,centro,5,41.52,0,0,
TEL100-000304,2024-03-03,C0064,esencial,centro,84,23.56,1,0,
TEL100-000305,2024-03-03,C0065,plus,centro,8,15.88,0,0,
TEL100-000306,2024-03-03,C0066,total,sur,44,44.64,0,0,
TEL100-000307,2024-03-03,C0067,esencial,sur,66,11.97,0,0,
TEL100-000308,2024-03-03,C0068,plus,norte,28,21.52,3,0,
TEL100-000309,2024-03-03,C0069,total,sur,50,60.69,0,0,
TEL100-000310,2024-03-03,C0070,esencial,centro,4,21.4,0,0,
TEL100-000311,2024-03-03,C0071,plus,centro,70,23.47,0,0,
TEL100-000312,2024-03-03,C0072,total,norte,29,37.26,0,0,
TEL100-000313,2024-03-03,C0073,esencial,sur,23,10.03,0,0,
TEL100-000314,2024-03-03,C0074,plus,centro,44,28.14,0,0,
TEL100-000315,2024-03-03,C0075,total,sur,54,43.15,0,0,
TEL100-000316,2024-03-03,C0076,esencial,centro,47,22.2,3,0,
TEL100-000317,2024-03-03,C0077,plus,sur,29,32.67,0,0,
TEL100-000318,2024-03-03,C0078,total,centro,71,44.18,1,0,
TEL100-000319,2024-03-03,C0079,esencial,sur,79,9.38,0,0,
TEL100-000320,2024-03-03,C0080,plus,sur,74,30.65,0,0,
TEL100-000321,2024-03-03,C0081,total,norte,21,40.07,0,0,
TEL100-000322,2024-03-03,C0082,esencial,centro,28,13.2,1,1,servicio
TEL100-000323,2024-03-03,C0083,plus,centro,32,38.47,1,0,
TEL100-000324,2024-03-03,C0084,total,norte,20,48.17,3,0,
TEL100-000325,2024-03-03,C0085,esencial,centro,39,12.55,4,1,precio
TEL100-000326,2024-03-03,C0086,plus,norte,67,32.58,2,0,
TEL100-000327,2024-03-03,C0087,total,centro,48,48.46,0,0,
TEL100-000328,2024-03-03,C0088,esencial,norte,12,13.81,1,0,
TEL100-000329,2024-03-03,C0089,plus,sur,33,8.54,1,0,
TEL100-000330,2024-03-03,C0090,total,sur,34,46.44,1,0,
TEL100-000331,2024-03-03,C0091,esencial,norte,54,11.14,0,0,
TEL100-000332,2024-03-03,C0092,plus,sur,30,24.57,1,0,
TEL100-000333,2024-03-03,C0093,total,centro,55,,0,0,
TEL100-000334,2024-03-03,C0094,esencial,norte,36,12.5,0,0,
TEL100-000335,2024-03-03,C0095,plus,norte,77,31.13,1,0,
TEL100-000336,2024-03-03,C0096,total,sur,69,65.54,0,0,
TEL100-000337,2024-03-03,C0097,esencial,norte,22,16.86,0,0,
TEL100-000338,2024-03-03,C0098,plus,centro,22,25.57,1,0,
TEL100-000339,2024-03-03,C0099,total,sur,77,55.39,0,0,
TEL100-000340,2024-03-03,C0100,esencial,norte,6,15.83,0,0,
TEL100-000341,2024-03-03,C0101,plus,sur,21,43.58,0,0,
TEL100-000342,2024-03-03,C0102,total,centro,70,35.83,0,0,
TEL100-000343,2024-03-03,C0103,esencial,sur,42,13.11,0,0,
TEL100-000344,2024-03-03,C0104,plus,centro,12,26.55,4,0,
TEL100-000345,2024-03-03,C0105,total,norte,17,49.07,2,0,
TEL100-000346,2024-03-03,C0106,esencial,centro,55,28.66,0,0,
TEL100-000347,2024-03-03,C0107,plus,centro,7,33.84,0,0,
TEL100-000348,2024-03-03,C0108,total,centro,3,59.45,3,0,
TEL100-000349,2024-03-03,C0109,esencial,sur,67,17.14,2,0,
TEL100-000350,2024-03-03,C0110,plus,centro,85,35.0,0,0,
TEL100-000351,2024-03-03,C0111,total,norte,25,69.08,0,0,
TEL100-000352,2024-03-03,C0112,esencial,norte,24,2.09,2,0,
TEL100-000353,2024-03-03,C0113,plus,sur,33,19.1,0,0,
TEL100-000354,2024-03-03,C0114,total,norte,22,40.26,0,0,
TEL100-000355,2024-03-03,C0115,esencial,centro,24,16.4,1,0,
TEL100-000356,2024-03-03,C0116,plus,centro,14,32.57,0,0,
TEL100-000357,2024-03-03,C0117,total,sur,62,44.65,0,0,
TEL100-000358,2024-03-03,C0118,esencial,norte,16,18.31,3,0,
TEL100-000359,2024-03-03,C0119,plus,sur,48,28.41,3,0,
TEL100-000360,2024-03-03,C0120,total,norte,86,54.0,1,0,
TEL100-000361,2024-04-03,C0001,esencial,norte,10,12.21,0,0,
TEL100-000362,2024-04-03,C0002,plus,norte,11,15.3,0,0,
TEL100-000363,2024-04-03,C0003,total,sur,34,63.57,0,0,
TEL100-000364,2024-04-03,C0004,esencial,norte,83,22.0,0,0,
TEL100-000365,2024-04-03,C0005,plus,sur,20,25.54,0,0,
TEL100-000366,2024-04-03,C0006,total,norte,5,42.78,1,0,
TEL100-000367,2024-04-03,C0007,esencial,centro,78,0,0,0,
TEL100-000368,2024-04-03,C0008,plus,norte,73,32.37,0,0,
TEL100-000369,2024-04-03,C0009,total,sur,46,62.84,0,0,
TEL100-000370,2024-04-03,C0010,esencial,sur,90,13.06,3,0,
TEL100-000371,2024-04-03,C0011,plus,norte,92,26.76,3,0,
TEL100-000372,2024-04-03,C0012,total,sur,15,44.84,2,0,
TEL100-000373,2024-04-03,C0013,esencial,norte,8,0,0,0,
TEL100-000374,2024-04-03,C0014,plus,centro,73,21.42,2,0,
TEL100-000375,2024-04-03,C0015,total,centro,93,31.45,0,0,
TEL100-000376,2024-04-03,C0016,esencial,sur,54,6.02,0,0,
TEL100-000377,2024-04-03,C0017,plus,sur,63,33.18,1,0,
TEL100-000378,2024-04-03,C0018,total,sur,17,58.93,1,0,
TEL100-000379,2024-04-03,C0019,esencial,norte,38,19.39,0,0,
TEL100-000380,2024-04-03,C0020,plus,sur,76,22.97,2,0,
TEL100-000381,2024-04-03,C0021,total,sur,16,55.57,0,0,
TEL100-000382,2024-04-03,C0022,esencial,centro,93,4.64,1,0,
TEL100-000383,2024-04-03,C0023,plus,centro,53,19.7,0,0,
