registro_id,fecha,proveedor,producto,solicitado,recibido,prometido_dias,plazo_dias,estado
COM074-000082,2024-01-29,P10,P07,164,164,8,16,completo
COM074-000083,2024-01-29,P11,P07,51,51,9,11,completo
COM074-000084,2024-01-29,P12,P07,155,155,10,,completo
COM074-000085,2024-01-30,P01,P08,136,136,7,7,completo
COM074-000086,2024-01-30,P02,P08,126,77,8,11,parcial
COM074-000087,2024-01-30,P03,P08,25,25,9,7,completo
COM074-000088,2024-01-31,P04,P08,166,166,10,12,completo
COM074-000089,2024-01-31,P05,P08,82,82,7,8,completo
COM074-000090,2024-01-31,P06,P08,150,150,8,13,completo
COM074-000091,2024-02-01,P07,P08,11,11,9,8,completo
COM074-000092,2024-02-01,P08,P08,108,0,10,699,pendiente
COM074-000093,2024-02-02,P09,P08,51,51,7,8,completo
COM074-000094,2024-02-02,P10,P08,138,138,8,5,completo
COM074-000095,2024-02-02,P11,P08,118,0,9,698,pendiente
COM074-000096,2024-02-03,P12,P08,117,117,10,14,completo
COM074-000097,2024-02-03,P01,P09,182,182,7,5,completo
COM074-000098,2024-02-03,P02,P09,170,170,8,13, COMPLETO 
COM074-000099,2024-02-04,P03,P09,79,79,9,10,completo
COM074-000100,2024-02-04,P04,P09,89,0,10,696,pendiente
COM074-000101,2024-02-04,P05,P09,155,155,7,7,completo
COM074-000102,2024-02-05,P06,P09,79,79,8,12,completo
COM074-000103,2024-02-05,P07,P09,108,108,9,9,completo
COM074-000104,2024-02-05,P08,P09,57,52,10,7,parcial
COM074-000105,2024-02-06,P09,P09,82,82,7,11,completo
COM074-000106,2024-02-06,P10,P09,83,83,8,12,completo
COM074-000107,2024-02-06,P11,P09,26,26,9,7,completo
COM074-000108,2024-02-07,P12,P09,66,66,10,12,completo
COM074-000109,2024-02-07,P01,P10,33,33,7,7,completo
COM074-000110,2024-02-07,P02,P10,124,124,8,10,completo
COM074-000111,2024-02-08,P03,P10,30,30,9,6,completo
COM074-000112,2024-02-08,P04,P10,187,7,10,11,parcial
COM074-000113,2024-02-08,P05,P10,73,65,7,10,parcial
COM074-000114,2024-02-09,P06,P10,61,61,8,9,completo
COM074-000115,2024-02-09,P07,P10,27,27,9,8,completo
COM074-000116,2024-02-10,P08,P10,200,200,10,14,completo
COM074-000117,2024-02-10,P09,P10,13,13,7,20,completo
COM074-000118,2024-02-10,P10,P10,155,155,8,8,completo
COM074-000119,2024-02-11,P11,P10,200,200,9,14,completo
COM074-000120,2024-02-11,P12,P10,31,31,10,12,completo
COM074-000121,2024-02-11,P01,P11,153,153,7,6,completo
COM074-000122,2024-02-12,P02,P11,137,49,8,3,parcial
COM074-000123,2024-02-12,P03,P11,151,151,9,10,completo
COM074-000124,2024-02-12,P04,P11,17,17,10,12,completo
COM074-000125,2024-02-13,P05,P11,71,71,7,8,completo
COM074-000126,2024-02-13,P06,P11,131,131,8,4,completo
COM074-000127,2024-02-13,P07,P11,126,126,9,9,completo
COM074-000128,2024-02-14,P08,P11,155,4,10,5,parcial
COM074-000129,2024-02-14,P09,P11,20,20,7,16,completo
COM074-000130,2024-02-14,P10,P11,168,168,8,14,completo
COM074-000131,2024-02-15,P11,P11,154,154,9,19,completo
COM074-000132,2024-02-15,P12,P11,174,174,10,13,completo
COM074-000133,2024-02-15,P01,P12,184,184,7,4,completo
COM074-000134,2024-02-16,P02,P12,152,0,8,684,pendiente
COM074-000135,2024-02-16,P03,P12,29,29,9,10,completo
COM074-000136,2024-02-16,P04,P12,63,63,10,10,completo
COM074-000137,2024-02-17,P05,P12,48,48,7,9,completo
COM074-000138,2024-02-17,P06,P12,83,0,8,683,pendiente
COM074-000139,2024-02-18,P07,P12,53,37,9,9,parcial
COM074-000140,2024-02-18,P08,P12,192,192,10,11,completo
COM074-000141,2024-02-18,P09,P12,109,109,7,8,completo
COM074-000142,2024-02-19,P10,P12,43,42,8,7,parcial
COM074-000143,2024-02-19,P11,P12,135,135,9,10,completo
COM074-000144,2024-02-19,P12,P12,60,31,10,12,parcial
COM074-000145,2024-02-20,P01,P01,40,40,7,10,completo
COM074-000146,2024-02-20,P02,P01,141,141,8,8,completo
COM074-000147,2024-02-20,P03,P01,51,51,9,6,completo
COM074-000148,2024-02-21,P04,P01,19,19,10,6,completo
COM074-000149,2024-02-21,P05,P01,113,113,7,11,completo
COM074-000150,2024-02-21,P06,P01,115,87,8,11,parcial
COM074-000151,2024-02-22,P07,P01,96,96,9,2,completo
COM074-000152,2024-02-22,P08,P01,83,83,10,9,completo
COM074-000153,2024-02-22,P09,P01,192,192,7,4,completo
COM074-000154,2024-02-23,P10,P01,99,99,8,11,completo
COM074-000155,2024-02-23,P11,P01,163,163,9,14,completo
COM074-000156,2024-02-23,P12,P01,52,52,10,11,completo
COM074-000157,2024-02-24,P01,P02,174,174,7,6,completo
COM074-000158,2024-02-24,P02,P02,125,125,8,12,completo
COM074-000159,2024-02-24,P03,P02,89,89,9,12,completo
COM074-000160,2024-02-25,P04,P02,38,38,10,8,completo
COM074-000161,2024-02-25,P05,P02,150,150,7,11,completo
COM074-000162,2024-02-26,P06,P02,157,157,8,9,completo
COM074-000163,2024-02-26,P07,P02,152,152,9,8,completo
COM074-000164,2024-02-26,P08,P02,36,36,10,11,completo
COM074-000165,2024-02-27,P09,P02,76,76,7,7,completo
COM074-000166,2024-02-27,P10,P02,187,187,8,10,completo
COM074-000167,2024-02-27,P11,P02,173,173,9,,completo
COM074-000168,2024-02-28,P12,P02,127,127,10,13,completo
COM074-000169,2024-02-28,P01,P03,140,140,7,9,completo
COM074-000170,2024-02-28,P02,P03,47,47,8,2,completo
COM074-000171,2024-02-29,P03,P03,147,147,9,5,completo
COM074-000172,2024-02-29,P04,P03,149,149,10,7,completo
COM074-000173,2024-02-29,P05,P03,118,118,7,9,completo
COM074-000174,2024-03-01,P06,P03,152,4,8,8,parcial
COM074-000175,2024-03-01,P07,P03,53,53,9,8,completo
COM074-000176,2024-03-01,P08,P03,107,107,10,7,completo
COM074-000177,2024-03-02,P09,P03,161,161,7,8,completo
COM074-000178,2024-03-02,P10,P03,17,0,8,669,pendiente
COM074-000179,2024-03-02,P11,P03,48,48,9,5,completo
COM074-000180,2024-03-03,P12,P03,71,71,10,18,completo
COM074-000181,2024-03-03,P01,P04,138,138,7,5,completo
COM074-000182,2024-03-04,P02,P04,103,103,8,6,completo
COM074-000183,2024-03-04,P03,P04,93,93,9,7,completo
COM074-000184,2024-03-04,P04,P04,30,30,10,9,completo
COM074-000185,2024-03-05,P05,P04,131,131,7,7,completo
COM074-000186,2024-03-05,P06,P04,32,32,8,6,completo
COM074-000187,2024-03-05,P07,P04,192,192,9,14,completo
COM074-000188,2024-03-06,P08,P04,17,17,10,8,completo
COM074-000189,2024-03-06,P09,P04,24,6,7,4,parcial
COM074-000190,2024-03-06,P10,P04,68,68,8,10,completo
COM074-000191,2024-03-07,P11,P04,100,100,9,11,completo
COM074-000192,2024-03-07,P12,P04,102,102,10,10,completo
COM074-000193,2024-03-07,P01,P05,188,188,7,11,completo
COM074-000194,2024-03-08,P02,P05,187,0,8,663,pendiente
COM074-000195,2024-03-08,P03,P05,42,42,9,4, COMPLETO 
COM074-000196,2024-03-08,P04,P05,173,173,10,10,completo
COM074-000197,2024-03-09,P05,P05,107,107,7,5,completo
COM074-000198,2024-03-09,P06,P05,51,0,8,662,pendiente
COM074-000199,2024-03-09,P07,P05,143,143,9,10,completo
COM074-000200,2024-03-10,P08,P05,183,40,10,9,parcial
COM074-000201,2024-03-10,P09,P05,110,110,7,2,completo
COM074-000202,2024-03-10,P10,P05,109,109,8,11,completo
COM074-000203,2024-03-11,P11,P05,49,49,9,6,completo
COM074-000204,2024-03-11,P12,P05,104,104,10,15,completo
COM074-000205,2024-03-12,P01,P06,157,157,7,7,completo
COM074-000206,2024-03-12,P02,P06,72,72,8,6,completo
COM074-000207,2024-03-12,P03,P06,109,109,9,9,completo
COM074-000208,2024-03-13,P04,P06,52,52,10,3,completo
COM074-000209,2024-03-13,P05,P06,186,4,7,13,parcial
COM074-000210,2024-03-13,P06,P06,31,31,8,8,completo
COM074-000211,2024-03-14,P07,P06,184,184,9,6,completo
COM074-000212,2024-03-14,P08,P06,187,0,10,657,pendiente
COM074-000213,2024-03-14,P09,P06,102,102,7,15,completo
COM074-000214,2024-03-15,P10,P06,18,18,8,14,completo
COM074-000215,2024-03-15,P11,P06,137,137,9,13,completo
COM074-000216,2024-03-15,P12,P06,57,57,10,11,completo
COM074-000217,2024-03-16,P01,P07,107,6,7,8,parcial
COM074-000218,2024-03-16,P02,P07,141,123,8,11,parcial
COM074-000219,2024-03-16,P03,P07,69,62,9,7,parcial
COM074-000220,2024-03-17,P04,P07,136,136,10,11,completo
COM074-000221,2024-03-17,P05,P07,173,0,7,654,pendiente
COM074-000222,2024-03-17,P06,P07,147,147,8,2,completo
COM074-000223,2024-03-18,P07,P07,88,88,9,8,completo
COM074-000224,2024-03-18,P08,P07,10,10,10,17,completo
COM074-000225,2024-03-18,P09,P07,127,26,7,6,parcial
COM074-000226,2024-03-19,P10,P07,134,134,8,12,completo
COM074-000227,2024-03-19,P11,P07,129,129,9,12,completo
COM074-000228,2024-03-20,P12,P07,98,98,10,10,completo
COM074-000229,2024-03-20,P01,P08,144,144,7,5,completo
COM074-000230,2024-03-20,P02,P08,145,145,8,3,completo
COM074-000231,2024-03-21,P03,P08,185,0,9,650,pendiente
COM074-000232,2024-03-21,P04,P08,52,52,10,10,completo
COM074-000233,2024-03-21,P05,P08,19,3,7,7,parcial
COM074-000234,2024-03-22,P06,P08,14,2,8,9,parcial
COM074-000235,2024-03-22,P07,P08,45,45,9,11,completo
COM074-000236,2024-03-22,P08,P08,102,0,10,649,pendiente
COM074-000237,2024-03-23,P09,P08,120,39,7,11,parcial
COM074-000238,2024-03-23,P10,P08,52,17,8,12,parcial
COM074-000239,2024-03-23,P11,P08,18,0,9,648,pendiente
COM074-000240,2024-03-24,P12,P08,107,107,10,8,completo
COM074-000241,2024-03-24,P01,P09,66,66,7,12,completo
COM074-000242,2024-03-24,P02,P09,106,106,8,10,completo
COM074-000243,2024-03-25,P03,P09,195,195,9,12,completo
COM074-000244,2024-03-25,P04,P09,197,197,10,9,completo
COM074-000245,2024-03-25,P05,P09,122,122,7,12,completo
COM074-000246,2024-03-26,P06,P09,24,24,8,5,completo
COM074-000247,2024-03-26,P07,P09,113,113,9,18,completo
COM074-000248,2024-03-26,P08,P09,98,98,10,8,completo
COM074-000249,2024-03-27,P09,P09,155,126,7,8,parcial
COM074-000250,2024-03-27,P10,P09,124,124,8,,completo
COM074-000251,2024-03-28,P11,P09,24,24,9,11,completo
COM074-000252,2024-03-28,P12,P09,100,0,10,643,pendiente
COM074-000253,2024-03-28,P01,P10,132,132,7,4,completo
COM074-000254,2024-03-29,P02,P10,169,169,8,7,completo
COM074-000255,2024-03-29,P03,P10,20,20,9,8,completo
COM074-000256,2024-03-29,P04,P10,127,127,10,13,completo
COM074-000257,2024-03-30,P05,P10,32,32,7,9,completo
COM074-000258,2024-03-30,P06,P10,101,101,8,6,completo
COM074-000259,2024-03-30,P07,P10,179,179,9,13,completo
COM074-000260,2024-03-31,P08,P10,73,63,10,13,parcial
COM074-000261,2024-03-31,P09,P10,117,117,7,9,completo
COM074-000262,2024-03-31,P10,P10,80,80,8,13,completo
COM074-000263,2024-04-01,P11,P10,84,84,9,11,completo
COM074-000264,2024-04-01,P12,P10,191,191,10,13,completo
COM074-000265,2024-04-01,P01,P11,110,108,7,4,parcial
COM074-000266,2024-04-02,P02,P11,93,93,8,10,completo
COM074-000267,2024-04-02,P03,P11,56,56,9,12,completo
COM074-000268,2024-04-02,P04,P11,90,90,10,14,completo
COM074-000269,2024-04-03,P05,P11,116,58,7,9,parcial
COM074-000270,2024-04-03,P06,P11,108,8,8,8,parcial
COM074-000271,2024-04-03,P07,P11,100,100,9,11,completo
COM074-000272,2024-04-04,P08,P11,14,14,10,6,completo
COM074-000273,2024-04-04,P09,P11,26,26,7,20,completo
COM074-000274,2024-04-05,P10,P11,106,106,8,11,completo
COM074-000275,2024-04-05,P11,P11,85,85,9,6,completo
COM074-000276,2024-04-05,P12,P11,124,124,10,13,completo
COM074-000277,2024-04-06,P01,P12,19,19,7,11,completo
COM074-000278,2024-04-06,P02,P12,85,85,8,4,completo
COM074-000279,2024-04-06,P03,P12,119,119,9,3,completo
COM074-000280,2024-04-07,P04,P12,182,0,10,633,pendiente
COM074-000281,2024-04-07,P05,P12,76,76,7,11,completo
COM074-000282,2024-04-07,P06,P12,76,76,8,4,completo
COM074-000283,2024-04-08,P07,P12,187,115,9,10,parcial
COM074-000284,2024-04-08,P08,P12,132,132,10,7,completo
COM074-000285,2024-04-08,P09,P12,197,0,7,632,pendiente
COM074-000286,2024-04-09,P10,P12,87,87,8,9,completo
COM074-000287,2024-04-09,P11,P12,199,199,9,20,completo
COM074-000288,2024-04-09,P12,P12,188,188,10,13,completo
COM074-000289,2024-04-10,P01,P01,112,112,7,5,completo
COM074-000290,2024-04-10,P02,P01,61,61,8,11,completo
COM074-000291,2024-04-10,P03,P01,63,63,9,6,completo
COM074-000292,2024-04-11,P04,P01,57,57,10,6, COMPLETO 
COM074-000293,2024-04-11,P05,P01,74,74,7,8,completo
COM074-000294,2024-04-11,P06,P01,112,112,8,9,completo
COM074-000295,2024-04-12,P07,P01,168,168,9,11,completo
COM074-000296,2024-04-12,P08,P01,118,95,10,9,parcial
COM074-000297,2024-04-13,P09,P01,81,81,7,12,completo
COM074-000298,2024-04-13,P10,P01,53,53,8,10,completo
COM074-000299,2024-04-13,P11,P01,99,0,9,627,pendiente
COM074-000300,2024-04-14,P12,P01,197,197,10,14,completo
COM074-000301,2024-04-14,P01,P02,113,113,7,4,completo
COM074-000302,2024-04-14,P02,P02,150,150,8,13,completo
COM074-000303,2024-04-15,P03,P02,56,56,9,12,completo
COM074-000304,2024-04-15,P04,P02,175,175,10,5,completo
COM074-000305,2024-04-15,P05,P02,105,105,7,10,completo
COM074-000306,2024-04-16,P06,P02,25,25,8,10,completo
COM074-000307,2024-04-16,P07,P02,10,10,9,12,completo
COM074-000308,2024-04-16,P08,P02,168,168,10,6,completo
COM074-000309,2024-04-17,P09,P02,127,127,7,7,completo
COM074-000310,2024-04-17,P10,P02,72,72,8,12,completo
COM074-000311,2024-04-17,P11,P02,105,96,9,10,parcial
COM074-000312,2024-04-18,P12,P02,69,69,10,10,completo
COM074-000313,2024-04-18,P01,P03,82,82,7,11,completo
COM074-000314,2024-04-18,P02,P03,52,52,8,3,completo
COM074-000315,2024-04-19,P03,P03,15,15,9,10,completo
COM074-000316,2024-04-19,P04,P03,177,177,10,6,completo
COM074-000317,2024-04-19,P05,P03,106,106,7,8,completo
COM074-000318,2024-04-20,P06,P03,132,132,8,11,completo
COM074-000319,2024-04-20,P07,P03,118,118,9,13,completo
COM074-000320,2024-04-21,P08,P03,76,76,10,13,completo
COM074-000321,2024-04-21,P09,P03,48,48,7,14,completo
COM074-000322,2024-04-21,P10,P03,144,144,8,4,completo
COM074-000323,2024-04-22,P11,P03,116,116,9,9,completo
COM074-000324,2024-04-22,P12,P03,29,29,10,7,completo
COM074-000325,2024-04-22,P01,P04,114,90,7,7,parcial
COM074-000326,2024-04-23,P02,P04,133,133,8,7,completo
COM074-000327,2024-04-23,P03,P04,164,164,9,3,completo
COM074-000328,2024-04-23,P04,P04,157,0,10,617,pendiente
COM074-000329,2024-04-24,P05,P04,106,106,7,8,completo
COM074-000330,2024-04-24,P06,P04,108,85,8,9,parcial
COM074-000331,2024-04-24,P07,P04,116,116,9,4,completo
COM074-000332,2024-04-25,P08,P04,70,32,10,11,parcial
COM074-000333,2024-04-25,P09,P04,11,11,7,,completo
COM074-000334,2024-04-25,P10,P04,153,153,8,11,completo
COM074-000335,2024-04-26,P11,P04,78,78,9,12,completo
COM074-000336,2024-04-26,P12,P04,178,178,10,12,completo
COM074-000337,2024-04-26,P01,P05,125,125,7,11,completo
COM074-000338,2024-04-27,P02,P05,132,132,8,6,completo
COM074-000339,2024-04-27,P03,P05,30,30,9,8,completo
COM074-000340,2024-04-28,P04,P05,105,105,10,10,completo
COM074-000341,2024-04-28,P05,P05,37,37,7,8,completo
COM074-000342,2024-04-28,P06,P05,140,36,8,6,parcial
COM074-000343,2024-04-29,P07,P05,167,167,9,13,completo
COM074-000344,2024-04-29,P08,P05,29,29,10,15,completo
COM074-000345,2024-04-29,P09,P05,121,121,7,13,completo
COM074-000346,2024-04-30,P10,P05,135,135,8,15,completo
COM074-000347,2024-04-30,P11,P05,11,11,9,20,completo
COM074-000348,2024-04-30,P12,P05,12,3,10,12,parcial
COM074-000349,2024-05-01,P01,P06,134,0,7,609,pendiente
COM074-000350,2024-05-01,P02,P06,174,174,8,7,completo
COM074-000351,2024-05-01,P03,P06,190,190,9,8,completo
COM074-000352,2024-05-02,P04,P06,179,179,10,11,completo
COM074-000353,2024-05-02,P05,P06,177,177,7,6,completo
COM074-000354,2024-05-02,P06,P06,96,83,8,7,parcial
COM074-000355,2024-05-03,P07,P06,39,39,9,13,completo
COM074-000356,2024-05-03,P08,P06,136,136,10,11,completo
COM074-000357,2024-05-03,P09,P06,128,128,7,9,completo
COM074-000358,2024-05-04,P10,P06,179,0,8,606,pendiente
COM074-000359,2024-05-04,P11,P06,146,146,9,16,completo
COM074-000360,2024-05-04,P12,P06,67,67,10,11,completo
COM074-000361,2024-05-05,P01,P07,184,184,7,4,completo
COM074-000362,2024-05-05,P02,P07,137,46,8,13,parcial
COM074-000363,2024-05-06,P03,P07,89,89,9,1,completo
COM074-000364,2024-05-06,P04,P07,131,53,10,8,parcial
COM074-000365,2024-05-06,P05,P07,18,18,7,7,completo
COM074-000366,2024-05-07,P06,P07,114,114,8,9,completo
COM074-000367,2024-05-07,P07,P07,103,103,9,20,completo
COM074-000368,2024-05-07,P08,P07,147,147,10,6,completo
COM074-000369,2024-05-08,P09,P07,120,120,7,14,completo
COM074-000370,2024-05-08,P10,P07,172,172,8,11,completo
COM074-000371,2024-05-08,P11,P07,78,40,9,15,parcial
COM074-000372,2024-05-09,P12,P07,148,148,10,15,completo
COM074-000373,2024-05-09,P01,P08,113,113,7,10,completo
COM074-000374,2024-05-09,P02,P08,72,72,8,8,completo
COM074-000375,2024-05-10,P03,P08,153,153,9,3,completo
COM074-000376,2024-05-10,P04,P08,188,188,10,8,completo
COM074-000377,2024-05-10,P05,P08,109,79,7,4,parcial
COM074-000378,2024-05-11,P06,P08,189,83,8,7,parcial
COM074-000379,2024-05-11,P07,P08,173,124,9,7,parcial
COM074-000380,2024-05-11,P08,P08,46,46,10,12,completo
COM074-000381,2024-05-12,P09,P08,86,64,7,11,parcial
COM074-000382,2024-05-12,P10,P08,65,65,8,9,completo
COM074-000383,2024-05-12,P11,P08,193,193,9,14,completo
COM074-000384,2024-05-13,P12,P08,139,139,10,13,completo
COM074-000385,2024-05-13,P01,P09,16,16,7,12,completo
COM074-000386,2024-05-14,P02,P09,99,99,8,7,completo
COM074-000387,2024-05-14,P03,P09,81,0,9,596,pendiente
COM074-000388,2024-05-14,P04,P09,80,80,10,9,completo
COM074-000389,2024-05-15,P05,P09,36,36,7,3, COMPLETO 
COM074-000390,2024-05-15,P06,P09,87,0,8,595,pendiente
COM074-000391,2024-05-15,P07,P09,84,0,9,595,pendiente
COM074-000392,2024-05-16,P08,P09,100,56,10,7,parcial
COM074-000393,2024-05-16,P09,P09,63,63,7,12,completo
COM074-000394,2024-05-16,P10,P09,60,0,8,594,pendiente
COM074-000395,2024-05-17,P11,P09,26,26,9,11,completo
COM074-000396,2024-05-17,P12,P09,11,11,10,15,completo
COM074-000397,2024-05-17,P01,P10,27,27,7,5,completo
COM074-000398,2024-05-18,P02,P10,129,129,8,10,completo
COM074-000399,2024-05-18,P03,P10,194,0,9,592,pendiente
COM074-000400,2024-05-18,P04,P10,175,175,10,10,completo
COM074-000401,2024-05-19,P05,P10,137,137,7,8,completo
COM074-000402,2024-05-19,P06,P10,168,168,8,5,completo
COM074-000403,2024-05-19,P07,P10,104,104,9,11,completo
COM074-000404,2024-05-20,P08,P10,172,172,10,7,completo
COM074-000405,2024-05-20,P09,P10,156,156,7,6,completo
COM074-000406,2024-05-20,P10,P10,33,33,8,9,completo
COM074-000407,2024-05-21,P11,P10,62,62,9,12,completo
COM074-000408,2024-05-21,P12,P10,66,66,10,13,completo
COM074-000409,2024-05-22,P01,P11,45,45,7,10,completo
COM074-000410,2024-05-22,P02,P11,43,43,8,7,completo
COM074-000411,2024-05-22,P03,P11,40,25,9,5,parcial
COM074-000412,2024-05-23,P04,P11,32,0,10,587,pendiente
COM074-000413,2024-05-23,P05,P11,65,65,7,10,completo
COM074-000414,2024-05-23,P06,P11,123,0,8,587,pendiente
COM074-000415,2024-05-24,P07,P11,177,177,9,8,completo
COM074-000416,2024-05-24,P08,P11,187,187,10,,completo
COM074-000417,2024-05-24,P09,P11,163,163,7,14,completo
COM074-000418,2024-05-25,P10,P11,21,21,8,17,completo
COM074-000419,2024-05-25,P11,P11,46,46,9,18,completo
COM074-000420,2024-05-25,P12,P11,66,0,10,585,pendiente
COM074-000421,2024-05-26,P01,P12,55,55,7,11,completo
COM074-000422,2024-05-26,P02,P12,95,0,8,584,pendiente
COM074-000423,2024-05-26,P03,P12,90,90,9,14,completo
COM074-000424,2024-05-27,P04,P12,30,30,10,8,completo
COM074-000425,2024-05-27,P05,P12,51,51,7,3,completo
COM074-000426,2024-05-27,P06,P12,124,124,8,12,completo
COM074-000427,2024-05-28,P07,P12,103,103,9,7,completo
COM074-000428,2024-05-28,P08,P12,119,119,10,13,completo
COM074-000429,2024-05-28,P09,P12,57,40,7,16,parcial
COM074-000430,2024-05-29,P10,P12,54,54,8,13,completo
COM074-000431,2024-05-29,P11,P12,18,0,9,581,pendiente
COM074-000432,2024-05-30,P12,P12,57,40,10,15,parcial
COM074-000433,2024-05-30,P01,P01,13,13,7,13,completo
COM074-000434,2024-05-30,P02,P01,49,49,8,8,completo
COM074-000435,2024-05-31,P03,P01,61,55,9,6,parcial
COM074-000436,2024-05-31,P04,P01,27,27,10,8,completo
COM074-000437,2024-05-31,P05,P01,61,61,7,6,completo
COM074-000438,2024-06-01,P06,P01,129,129,8,8,completo
COM074-000439,2024-06-01,P07,P01,99,99,9,4,completo
COM074-000440,2024-06-01,P08,P01,41,14,10,8,parcial
COM074-000441,2024-06-02,P09,P01,14,7,7,13,parcial
COM074-000442,2024-06-02,P10,P01,58,58,8,14,completo
COM074-000443,2024-06-02,P11,P01,18,6,9,10,parcial
COM074-000444,2024-06-03,P12,P01,169,169,10,15,completo
