registro_id,fecha,cliente,plan,zona,antiguedad_meses,consumo_gb,incidencias,baja_30d,motivo_baja
TEL034-000038,2024-01-01,C0038,plus,centro,37,25.45,2,0,
TEL034-000039,2024-01-01,C0039,total,norte,81,33.3,0,0,
TEL034-000040,2024-01-01,C0040,esencial,norte,74,0,1,1,precio
TEL034-000041,2024-01-01,C0041,plus,norte,73,21.94,0,0,
TEL034-000042,2024-01-01,C0042,total,norte,22,58.63,2,0,
TEL034-000043,2024-01-01,C0043,esencial,centro,7,3.61,0,0,
TEL034-000044,2024-01-01,C0044,plus,centro,90,30.42,0,0,
TEL034-000045,2024-01-01,C0045,total,norte,52,52.24,0,0,
TEL034-000046,2024-01-01,C0046,esencial,norte,13,22.27,0,0,
TEL034-000047,2024-01-01,C0047,plus,centro,62,30.6,1,0,
TEL034-000048,2024-01-01,C0048,total,sur,62,37.43,0,0,
TEL034-000049,2024-01-01,C0049,esencial,centro,86,14.15,0,1,servicio
TEL034-000050,2024-01-01,C0050,plus,norte,34,35.6,0,0,
TEL034-000051,2024-01-01,C0051,total,centro,69,52.31,0,0,
TEL034-000052,2024-01-01,C0052,esencial,norte,85,2.06,0,0,
TEL034-000053,2024-01-01,C0053,plus,centro,47,26.7,2,1,precio
TEL034-000054,2024-01-01,C0054,total,sur,48,56.79,2,0,
TEL034-000055,2024-01-01,C0055,esencial,norte,32,12.43,2,0,
TEL034-000056,2024-01-01,C0056,plus,centro,64,30.33,0,0,
TEL034-000057,2024-01-01,C0057,total,sur,34,47.76,2,0,
TEL034-000058,2024-01-01,C0058,esencial,centro,54,14.52,0,0,
TEL034-000059,2024-01-01,C0059,plus,centro,85,35.76,1,0,
TEL034-000060,2024-01-01,C0060,total,norte,57,49.04,0,0,
TEL034-000061,2024-01-01,C0061,esencial,centro,10,28.68,0,0,
TEL034-000062,2024-01-01,C0062,plus,centro,32,22.25,0,0,
TEL034-000063,2024-01-01,C0063,total,centro,3,49.85,0,0,
TEL034-000064,2024-01-01,C0064,esencial,centro,82,16.05,3,0,
TEL034-000065,2024-01-01,C0065,plus,centro,6,31.18,0,0,
TEL034-000066,2024-01-01,C0066,total,sur,42,68.2,0,0,
TEL034-000067,2024-01-01,C0067,esencial,sur,64,3.59,2,0,
TEL034-000068,2024-01-01,C0068,plus,norte,26,17.69,1,0,
TEL034-000069,2024-01-01,C0069,total,sur,48,50.99,0,0,
TEL034-000070,2024-01-01,C0070,esencial,centro,2,11.49,0,0,
TEL034-000071,2024-01-01,C0071,plus,centro,68,37.36,0,0,
TEL034-000072,2024-01-01,C0072,total,norte,27,52.15,0,0,
TEL034-000073,2024-01-01,C0073,esencial,sur,21,10.45,1,0,
TEL034-000074,2024-01-01,C0074,plus,centro,42,49.34,0,0,
TEL034-000075,2024-01-01,C0075,total,sur,52,40.91,0,0,
TEL034-000076,2024-01-01,C0076,esencial,centro,45,6.96,0,0,
TEL034-000077,2024-01-01,C0077,plus,sur,27,42.28,0,0,
TEL034-000078,2024-01-01,C0078,total,centro,69,40.14,0,0,
TEL034-000079,2024-01-01,C0079,esencial,sur,77,22.9,3,0,
TEL034-000080,2024-01-01,C0080,plus,sur,72,31.43,0,0,
TEL034-000081,2024-01-01,C0081,total,norte,19,56.12,0,0,
TEL034-000082,2024-01-01,C0082,esencial,centro,26,19.71,0,0,
TEL034-000083,2024-01-01,C0083,plus,centro,30,25.44,1,0,
TEL034-000084,2024-01-01,C0084,total,norte,18,,1,0,
TEL034-000085,2024-01-01,C0085,esencial,centro,37,11.56,0,0,
TEL034-000086,2024-01-01,C0086,plus,norte,65,55.54,1,1,mudanza
TEL034-000087,2024-01-01,C0087,total,centro,46,35.38,2,0,
TEL034-000088,2024-01-01,C0088,esencial,norte,10,13.08,2,0,
TEL034-000089,2024-01-01,C0089,plus,sur,31,30.25,3,0,
TEL034-000090,2024-01-01,C0090,total,sur,32,42.06,2,0,
TEL034-000091,2024-01-01,C0091,esencial,norte,52,10.03,2,0,
TEL034-000092,2024-01-01,C0092,plus,sur,28,42.64,0,0,
TEL034-000093,2024-01-01,C0093,total,centro,53,41.68,1,0,
TEL034-000094,2024-01-01,C0094,esencial,norte,34,27.67,0,0,
TEL034-000095,2024-01-01,C0095,plus,norte,75,37.15,0,0,
TEL034-000096,2024-01-01,C0096,total,sur,67,45.47,0,0,
TEL034-000097,2024-01-01,C0097,esencial,norte,20,30.6,3,1,servicio
TEL034-000098,2024-01-01,C0098, PLUS ,centro,20,29.14,0,0,
TEL034-000099,2024-01-01,C0099,total,sur,75,47.63,0,0,
TEL034-000100,2024-01-01,C0100,esencial,norte,4,5.99,1,1,servicio
TEL034-000101,2024-01-01,C0101,plus,sur,19,30.58,2,1,servicio
TEL034-000102,2024-01-01,C0102,total,centro,68,52.12,0,0,
TEL034-000103,2024-01-01,C0103,esencial,sur,40,0.23,0,0,
TEL034-000104,2024-01-01,C0104,plus,centro,10,27.95,0,0,
TEL034-000105,2024-01-01,C0105,total,norte,15,49.31,4,0,
TEL034-000106,2024-01-01,C0106,esencial,centro,53,7.39,0,0,
TEL034-000107,2024-01-01,C0107,plus,centro,5,28.18,1,0,
TEL034-000108,2024-01-01,C0108,total,centro,1,43.37,0,0,
TEL034-000109,2024-01-01,C0109,esencial,sur,65,0,0,0,
TEL034-000110,2024-01-01,C0110,plus,centro,83,36.07,0,0,
TEL034-000111,2024-01-01,C0111,total,norte,23,45.9,0,0,
TEL034-000112,2024-01-01,C0112,esencial,norte,22,11.0,0,0,
TEL034-000113,2024-01-01,C0113,plus,sur,31,24.58,0,0,
TEL034-000114,2024-01-01,C0114,total,norte,20,55.42,3,1,servicio
TEL034-000115,2024-01-01,C0115,esencial,centro,22,10.98,2,0,
TEL034-000116,2024-01-01,C0116,plus,centro,12,31.48,0,0,
TEL034-000117,2024-01-01,C0117,total,sur,60,59.91,1,0,
TEL034-000118,2024-01-01,C0118,esencial,norte,14,26.85,1,0,
TEL034-000119,2024-01-01,C0119,plus,sur,46,24.22,0,0,
TEL034-000120,2024-01-01,C0120,total,norte,84,59.73,0,0,
TEL034-000121,2024-02-01,C0001,esencial,norte,8,16.95,1,0,
TEL034-000122,2024-02-01,C0002,plus,norte,9,27.88,1,0,
TEL034-000123,2024-02-01,C0003,total,sur,32,53.23,2,0,
TEL034-000124,2024-02-01,C0004,esencial,norte,81,8.49,0,0,
TEL034-000125,2024-02-01,C0005,plus,sur,18,36.73,0,0,
TEL034-000126,2024-02-01,C0006,total,norte,3,45.01,0,0,
TEL034-000127,2024-02-01,C0007,esencial,centro,76,26.03,0,0,
TEL034-000128,2024-02-01,C0008,plus,norte,71,27.09,1,0,
TEL034-000129,2024-02-01,C0009,total,sur,44,62.5,3,0,
TEL034-000130,2024-02-01,C0010,esencial,sur,88,7.65,0,0,
TEL034-000131,2024-02-01,C0011,plus,norte,90,30.24,0,0,
TEL034-000132,2024-02-01,C0012,total,sur,13,51.07,0,0,
TEL034-000133,2024-02-01,C0013,esencial,norte,6,8.79,3,1,mudanza
TEL034-000134,2024-02-01,C0014,plus,centro,71,17.97,0,0,
TEL034-000135,2024-02-01,C0015,total,centro,91,34.89,1,0,
TEL034-000136,2024-02-01,C0016,esencial,sur,52,14.78,0,0,
TEL034-000137,2024-02-01,C0017,plus,sur,61,32.02,0,0,
TEL034-000138,2024-02-01,C0018,total,sur,15,59.83,0,0,
TEL034-000139,2024-02-01,C0019,esencial,norte,36,19.74,1,1,mudanza
TEL034-000140,2024-02-01,C0020,plus,sur,74,19.74,0,0,
TEL034-000141,2024-02-01,C0021,total,sur,14,51.48,1,0,
TEL034-000142,2024-02-01,C0022,esencial,centro,91,16.2,2,0,
TEL034-000143,2024-02-01,C0023,plus,centro,51,18.88,2,0,
TEL034-000144,2024-02-01,C0024,total,sur,90,49.0,1,0,
TEL034-000145,2024-02-01,C0025,esencial,centro,30,4.21,0,0,
TEL034-000146,2024-02-01,C0026,plus,sur,57,16.06,0,0,
TEL034-000147,2024-02-01,C0027,total,centro,14,53.37,2,0,
TEL034-000148,2024-02-01,C0028,esencial,norte,51,8.84,0,0,
TEL034-000149,2024-02-01,C0029,plus,centro,38,18.34,0,0,
TEL034-000150,2024-02-01,C0030,total,norte,43,46.92,0,0,
TEL034-000151,2024-02-01,C0031,esencial,centro,11,0,3,0,
TEL034-000152,2024-02-01,C0032,plus,norte,33,21.36,0,0,
TEL034-000153,2024-02-01,C0033,total,sur,90,44.61,1,0,
TEL034-000154,2024-02-01,C0034,esencial,norte,70,7.22,0,0,
TEL034-000155,2024-02-01,C0035,plus,sur,82,38.12,3,0,
TEL034-000156,2024-02-01,C0036,total,norte,52,54.03,0,0,
TEL034-000157,2024-02-01,C0037,esencial,norte,34,9.72,0,1,servicio
TEL034-000158,2024-02-01,C0038,plus,centro,38,28.48,3,0,
TEL034-000159,2024-02-01,C0039,total,norte,82,52.24,0,0,
TEL034-000160,2024-02-01,C0040,esencial,norte,75,1.19,1,0,
TEL034-000161,2024-02-01,C0041,plus,norte,74,34.8,0,0,
TEL034-000162,2024-02-01,C0042,total,norte,23,39.47,0,1,servicio
TEL034-000163,2024-02-01,C0043,esencial,centro,8,0,3,0,
TEL034-000164,2024-02-01,C0044,plus,centro,91,37.28,3,0,
TEL034-000165,2024-02-01,C0045,total,norte,53,55.48,0,0,
TEL034-000166,2024-02-01,C0046,esencial,norte,14,0,3,0,
TEL034-000167,2024-02-01,C0047,plus,centro,63,,2,1,servicio
TEL034-000168,2024-02-01,C0048,total,sur,63,56.69,1,0,
TEL034-000169,2024-02-01,C0049,esencial,centro,87,9.09,0,0,
TEL034-000170,2024-02-01,C0050,plus,norte,35,42.63,3,0,
TEL034-000171,2024-02-01,C0051,total,centro,70,44.69,0,0,
TEL034-000172,2024-02-01,C0052,esencial,norte,86,16.5,2,0,
TEL034-000173,2024-02-01,C0053,plus,centro,48,29.73,2,0,
TEL034-000174,2024-02-01,C0054,total,sur,49,38.66,3,0,
TEL034-000175,2024-02-01,C0055,esencial,norte,33,14.43,0,1,servicio
TEL034-000176,2024-02-01,C0056,plus,centro,65,23.13,3,0,
TEL034-000177,2024-02-01,C0057,total,sur,35,56.42,2,1,precio
TEL034-000178,2024-02-01,C0058,esencial,centro,55,3.14,0,0,
TEL034-000179,2024-02-01,C0059,plus,centro,86,29.28,1,0,
TEL034-000180,2024-02-01,C0060,total,norte,58,48.68,0,0,
TEL034-000181,2024-02-01,C0061,esencial,centro,11,20.68,0,0,
TEL034-000182,2024-02-01,C0062,plus,centro,33,26.16,0,1,servicio
TEL034-000183,2024-02-01,C0063,total,centro,4,36.45,0,0,
TEL034-000184,2024-02-01,C0064,esencial,centro,83,7.5,1,0,
TEL034-000185,2024-02-01,C0065,plus,centro,7,41.93,1,0,
TEL034-000186,2024-02-01,C0066,total,sur,43,50.18,0,0,
TEL034-000187,2024-02-01,C0067,esencial,sur,65,7.07,0,0,
TEL034-000188,2024-02-01,C0068,plus,norte,27,19.83,0,1,servicio
TEL034-000189,2024-02-01,C0069,total,sur,49,48.07,0,0,
TEL034-000190,2024-02-01,C0070,esencial,centro,3,1.3,0,0,
TEL034-000191,2024-02-01,C0071,plus,centro,69,32.28,0,0,
TEL034-000192,2024-02-01,C0072,total,norte,28,42.38,1,0,
TEL034-000193,2024-02-01,C0073,esencial,sur,22,4.44,3,1,precio
TEL034-000194,2024-02-01,C0074,plus,centro,43,33.4,2,0,
TEL034-000195,2024-02-01,C0075, TOTAL ,sur,53,46.25,1,0,
TEL034-000196,2024-02-01,C0076,esencial,centro,46,8.9,1,0,
TEL034-000197,2024-02-01,C0077,plus,sur,28,30.64,0,0,
TEL034-000198,2024-02-01,C0078,total,centro,70,52.68,0,0,
TEL034-000199,2024-02-01,C0079,esencial,sur,78,6.4,0,0,
TEL034-000200,2024-02-01,C0080,plus,sur,73,52.21,0,0,
TEL034-000201,2024-02-01,C0081,total,norte,20,41.89,3,1,precio
TEL034-000202,2024-02-01,C0082,esencial,centro,27,14.98,0,0,
TEL034-000203,2024-02-01,C0083,plus,centro,31,33.14,0,0,
TEL034-000204,2024-02-01,C0084,total,norte,19,62.83,0,0,
TEL034-000205,2024-02-01,C0085,esencial,centro,38,18.21,0,0,
TEL034-000206,2024-02-01,C0086,plus,norte,66,25.97,1,0,
TEL034-000207,2024-02-01,C0087,total,centro,47,61.94,0,0,
TEL034-000208,2024-02-01,C0088,esencial,norte,11,15.06,0,0,
TEL034-000209,2024-02-01,C0089,plus,sur,32,24.82,1,0,
TEL034-000210,2024-02-01,C0090,total,sur,33,54.21,1,0,
TEL034-000211,2024-02-01,C0091,esencial,norte,53,28.58,0,0,
TEL034-000212,2024-02-01,C0092,plus,sur,29,"26,42",1,0,
TEL034-000213,2024-02-01,C0093,total,centro,54,64.59,0,0,
TEL034-000214,2024-02-01,C0094,esencial,norte,35,21.16,2,1,mudanza
TEL034-000215,2024-02-01,C0095,plus,norte,76,15.53,0,0,
TEL034-000216,2024-02-01,C0096,total,sur,68,41.66,0,0,
TEL034-000217,2024-02-01,C0097,esencial,norte,21,18.22,0,0,
TEL034-000218,2024-02-01,C0098,plus,centro,21,36.89,0,0,
TEL034-000219,2024-02-01,C0099,total,sur,76,36.48,0,0,
TEL034-000220,2024-02-01,C0100,esencial,norte,5,15.27,1,0,
TEL034-000221,2024-02-01,C0101,plus,sur,20,34.6,0,0,
TEL034-000222,2024-02-01,C0102,total,centro,69,50.34,1,0,
TEL034-000223,2024-02-01,C0103,esencial,sur,41,35.45,0,0,
TEL034-000224,2024-02-01,C0104,plus,centro,11,27.85,0,0,
TEL034-000225,2024-02-01,C0105,total,norte,16,51.23,0,0,
TEL034-000226,2024-02-01,C0106,esencial,centro,54,18.67,0,0,
TEL034-000227,2024-02-01,C0107,plus,centro,6,43.27,2,0,
TEL034-000228,2024-02-01,C0108,total,centro,2,47.89,0,0,
TEL034-000229,2024-02-01,C0109,esencial,sur,66,2.3,0,0,
TEL034-000230,2024-02-01,C0110,plus,centro,84,31.78,4,0,
TEL034-000231,2024-02-01,C0111,total,norte,24,56.45,0,0,
TEL034-000232,2024-02-01,C0112,esencial,norte,23,9.6,0,0,
TEL034-000233,2024-02-01,C0113,plus,sur,32,36.98,2,0,
TEL034-000234,2024-02-01,C0114,total,norte,21,55.17,0,0,
TEL034-000235,2024-02-01,C0115,esencial,centro,23,4.54,0,0,
TEL034-000236,2024-02-01,C0116,plus,centro,13,35.79,0,0,
TEL034-000237,2024-02-01,C0117,total,sur,61,41.61,1,0,
TEL034-000238,2024-02-01,C0118,esencial,norte,15,2.16,0,0,
TEL034-000239,2024-02-01,C0119,plus,sur,47,24.26,1,0,
TEL034-000240,2024-02-01,C0120,total,norte,85,46.65,1,0,
TEL034-000241,2024-03-03,C0001,esencial,norte,9,21.2,1,0,
TEL034-000242,2024-03-03,C0002,plus,norte,10,21.52,1,0,
TEL034-000243,2024-03-03,C0003,total,sur,33,46.39,1,0,
TEL034-000244,2024-03-03,C0004,esencial,norte,82,9.33,1,0,
TEL034-000245,2024-03-03,C0005,plus,sur,19,30.99,0,0,
TEL034-000246,2024-03-03,C0006,total,norte,4,45.96,0,0,
TEL034-000247,2024-03-03,C0007,esencial,centro,77,0.48,0,0,
TEL034-000248,2024-03-03,C0008,plus,norte,72,26.51,0,0,
TEL034-000249,2024-03-03,C0009,total,sur,45,55.21,1,0,
TEL034-000250,2024-03-03,C0010,esencial,sur,89,,3,1,precio
TEL034-000251,2024-03-03,C0011,plus,norte,91,31.49,0,0,
TEL034-000252,2024-03-03,C0012,total,sur,14,48.22,0,0,
TEL034-000253,2024-03-03,C0013,esencial,norte,7,16.89,1,0,
TEL034-000254,2024-03-03,C0014,plus,centro,72,29.49,0,0,
TEL034-000255,2024-03-03,C0015,total,centro,92,31.76,1,0,
TEL034-000256,2024-03-03,C0016,esencial,sur,53,12.94,0,0,
TEL034-000257,2024-03-03,C0017,plus,sur,62,34.59,2,0,
TEL034-000258,2024-03-03,C0018,total,sur,16,55.79,0,0,
TEL034-000259,2024-03-03,C0019,esencial,norte,37,6.08,2,1,mudanza
TEL034-000260,2024-03-03,C0020,plus,sur,75,24.25,0,0,
TEL034-000261,2024-03-03,C0021,total,sur,15,56.54,0,0,
TEL034-000262,2024-03-03,C0022,esencial,centro,92,12.94,0,0,
TEL034-000263,2024-03-03,C0023,plus,centro,52,42.52,1,0,
TEL034-000264,2024-03-03,C0024,total,sur,91,45.34,0,0,
TEL034-000265,2024-03-03,C0025,esencial,centro,31,24.65,2,0,
TEL034-000266,2024-03-03,C0026,plus,sur,58,24.47,1,1,servicio
TEL034-000267,2024-03-03,C0027,total,centro,15,53.85,3,0,
TEL034-000268,2024-03-03,C0028,esencial,norte,52,23.81,1,0,
TEL034-000269,2024-03-03,C0029,plus,centro,39,29.54,1,0,
TEL034-000270,2024-03-03,C0030,total,norte,44,61.08,0,0,
TEL034-000271,2024-03-03,C0031,esencial,centro,12,6.27,0,0,
TEL034-000272,2024-03-03,C0032,plus,norte,34,20.36,0,0,
TEL034-000273,2024-03-03,C0033,total,sur,91,37.53,1,0,
TEL034-000274,2024-03-03,C0034,esencial,norte,71,0.18,0,0,
TEL034-000275,2024-03-03,C0035,plus,sur,83,30.29,0,0,
TEL034-000276,2024-03-03,C0036,total,norte,53,49.61,1,0,
TEL034-000277,2024-03-03,C0037,esencial,norte,35,9.08,0,0,
TEL034-000278,2024-03-03,C0038,plus,centro,39,37.08,1,0,
TEL034-000279,2024-03-03,C0039,total,norte,83,44.56,0,0,
TEL034-000280,2024-03-03,C0040,esencial,norte,76,18.04,1,0,
TEL034-000281,2024-03-03,C0041,plus,norte,75,28.89,2,0,
TEL034-000282,2024-03-03,C0042,total,norte,24,51.43,2,0,
TEL034-000283,2024-03-03,C0043,esencial,centro,9,9.49,3,0,
TEL034-000284,2024-03-03,C0044,plus,centro,92,29.55,4,0,
TEL034-000285,2024-03-03,C0045,total,norte,54,44.69,0,0,
TEL034-000286,2024-03-03,C0046,esencial,norte,15,11.65,3,0,
TEL034-000287,2024-03-03,C0047,plus,centro,64,31.37,3,0,
TEL034-000288,2024-03-03,C0048,total,sur,64,51.74,3,0,
TEL034-000289,2024-03-03,C0049,esencial,centro,88,23.55,1,0,
TEL034-000290,2024-03-03,C0050,plus,norte,36,40.46,0,0,
TEL034-000291,2024-03-03,C0051,total,centro,71,33.83,0,0,
TEL034-000292,2024-03-03,C0052, ESENCIAL ,norte,87,8.2,3,0,
TEL034-000293,2024-03-03,C0053,plus,centro,49,35.05,2,0,
TEL034-000294,2024-03-03,C0054,total,sur,50,26.79,0,1,servicio
TEL034-000295,2024-03-03,C0055,esencial,norte,34,14.34,0,0,
TEL034-000296,2024-03-03,C0056,plus,centro,66,29.34,0,0,
TEL034-000297,2024-03-03,C0057,total,sur,36,51.97,0,0,
TEL034-000298,2024-03-03,C0058,esencial,centro,56,20.31,1,0,
TEL034-000299,2024-03-03,C0059,plus,centro,87,23.14,0,0,
TEL034-000300,2024-03-03,C0060,total,norte,59,39.44,0,0,
TEL034-000301,2024-03-03,C0061,esencial,centro,12,6.8,1,0,
TEL034-000302,2024-03-03,C0062,plus,centro,34,32.8,2,0,
TEL034-000303,2024-03-03,C0063,total,centro,5,48.54,0,0,
TEL034-000304,2024-03-03,C0064,esencial,centro,84,16.96,0,0,
TEL034-000305,2024-03-03,C0065,plus,centro,8,35.51,0,0,
TEL034-000306,2024-03-03,C0066,total,sur,44,42.85,1,0,
TEL034-000307,2024-03-03,C0067,esencial,sur,66,10.81,0,0,
TEL034-000308,2024-03-03,C0068,plus,norte,28,28.86,0,0,
TEL034-000309,2024-03-03,C0069,total,sur,50,45.16,0,0,
TEL034-000310,2024-03-03,C0070,esencial,centro,4,19.49,0,0,
TEL034-000311,2024-03-03,C0071,plus,centro,70,27.69,0,0,
TEL034-000312,2024-03-03,C0072,total,norte,29,45.17,1,0,
TEL034-000313,2024-03-03,C0073,esencial,sur,23,6.02,2,0,
TEL034-000314,2024-03-03,C0074,plus,centro,44,34.98,0,0,
TEL034-000315,2024-03-03,C0075,total,sur,54,52.78,0,0,
TEL034-000316,2024-03-03,C0076,esencial,centro,47,9.39,1,0,
TEL034-000317,2024-03-03,C0077,plus,sur,29,43.29,0,0,
TEL034-000318,2024-03-03,C0078,total,centro,71,49.75,0,0,
TEL034-000319,2024-03-03,C0079,esencial,sur,79,6.25,0,0,
TEL034-000320,2024-03-03,C0080,plus,sur,74,33.78,3,1,servicio
TEL034-000321,2024-03-03,C0081,total,norte,21,55.62,3,0,
TEL034-000322,2024-03-03,C0082,esencial,centro,28,8.46,0,1,servicio
TEL034-000323,2024-03-03,C0083,plus,centro,32,21.52,0,0,
TEL034-000324,2024-03-03,C0084,total,norte,20,51.96,3,1,precio
TEL034-000325,2024-03-03,C0085,esencial,centro,39,10.19,1,0,
TEL034-000326,2024-03-03,C0086,plus,norte,67,34.74,1,0,
TEL034-000327,2024-03-03,C0087,total,centro,48,46.06,0,0,
TEL034-000328,2024-03-03,C0088,esencial,norte,12,0,1,0,
TEL034-000329,2024-03-03,C0089,plus,sur,33,28.7,0,0,
TEL034-000330,2024-03-03,C0090,total,sur,34,56.37,3,0,
TEL034-000331,2024-03-03,C0091,esencial,norte,54,8.12,1,0,
TEL034-000332,2024-03-03,C0092,plus,sur,30,27.03,2,0,
TEL034-000333,2024-03-03,C0093,total,centro,55,,1,0,
TEL034-000334,2024-03-03,C0094,esencial,norte,36,19.48,0,0,
TEL034-000335,2024-03-03,C0095,plus,norte,77,28.61,0,0,
TEL034-000336,2024-03-03,C0096,total,sur,69,37.41,0,0,
TEL034-000337,2024-03-03,C0097,esencial,norte,22,7.18,1,0,
TEL034-000338,2024-03-03,C0098,plus,centro,22,20.77,1,0,
TEL034-000339,2024-03-03,C0099,total,sur,77,42.14,2,0,
TEL034-000340,2024-03-03,C0100,esencial,norte,6,11.54,1,0,
TEL034-000341,2024-03-03,C0101,plus,sur,21,26.13,0,0,
TEL034-000342,2024-03-03,C0102,total,centro,70,43.62,1,0,
TEL034-000343,2024-03-03,C0103,esencial,sur,42,8.42,1,0,
TEL034-000344,2024-03-03,C0104,plus,centro,12,21.41,1,0,
TEL034-000345,2024-03-03,C0105,total,norte,17,34.1,1,0,
TEL034-000346,2024-03-03,C0106,esencial,centro,55,10.62,0,0,
TEL034-000347,2024-03-03,C0107,plus,centro,7,40.07,1,0,
TEL034-000348,2024-03-03,C0108,total,centro,3,56.99,0,0,
TEL034-000349,2024-03-03,C0109,esencial,sur,67,3.88,0,0,
TEL034-000350,2024-03-03,C0110,plus,centro,85,33.83,0,0,
TEL034-000351,2024-03-03,C0111,total,norte,25,45.29,3,1,servicio
TEL034-000352,2024-03-03,C0112,esencial,norte,24,16.3,1,0,
TEL034-000353,2024-03-03,C0113,plus,sur,33,36.69,1,0,
TEL034-000354,2024-03-03,C0114,total,norte,22,47.37,1,0,
TEL034-000355,2024-03-03,C0115,esencial,centro,24,8.68,3,0,
TEL034-000356,2024-03-03,C0116,plus,centro,14,24.94,1,0,
TEL034-000357,2024-03-03,C0117,total,sur,62,45.4,0,0,
TEL034-000358,2024-03-03,C0118,esencial,norte,16,23.04,0,0,
TEL034-000359,2024-03-03,C0119,plus,sur,48,35.11,1,0,
TEL034-000360,2024-03-03,C0120,total,norte,86,56.08,1,0,
TEL034-000361,2024-04-03,C0001,esencial,norte,10,11.19,0,0,
TEL034-000362,2024-04-03,C0002,plus,norte,11,25.57,0,0,
TEL034-000363,2024-04-03,C0003,total,sur,34,46.91,2,0,
TEL034-000364,2024-04-03,C0004,esencial,norte,83,29.12,1,0,
TEL034-000365,2024-04-03,C0005,plus,sur,20,24.41,0,0,
TEL034-000366,2024-04-03,C0006,total,norte,5,49.03,0,0,
TEL034-000367,2024-04-03,C0007,esencial,centro,78,17.35,0,0,
TEL034-000368,2024-04-03,C0008,plus,norte,73,31.29,0,0,
TEL034-000369,2024-04-03,C0009,total,sur,46,57.9,1,0,
TEL034-000370,2024-04-03,C0010,esencial,sur,90,13.0,0,0,
TEL034-000371,2024-04-03,C0011,plus,norte,92,37.18,4,0,
TEL034-000372,2024-04-03,C0012,total,sur,15,50.15,1,0,
TEL034-000373,2024-04-03,C0013,esencial,norte,8,13.53,0,0,
TEL034-000374,2024-04-03,C0014,plus,centro,73,24.14,1,0,
TEL034-000375,2024-04-03,C0015,total,centro,93,51.5,0,0,
TEL034-000376,2024-04-03,C0016,esencial,sur,54,7.83,0,0,
TEL034-000377,2024-04-03,C0017,plus,sur,63,32.17,0,0,
TEL034-000378,2024-04-03,C0018,total,sur,17,37.29,0,0,
TEL034-000379,2024-04-03,C0019,esencial,norte,38,11.59,2,0,
TEL034-000380,2024-04-03,C0020,plus,sur,76,46.5,1,0,
TEL034-000381,2024-04-03,C0021,total,sur,16,54.98,4,0,
TEL034-000382,2024-04-03,C0022,esencial,centro,93,16.24,2,1,servicio
TEL034-000383,2024-04-03,C0023,plus,centro,53,25.05,1,0,
