registro_id,fecha,maquina,turno,unidades,defectos,horas,parada_min,vibracion,mantenimiento,fallo_7d,reparacion_coste
IND053-000034,2024-01-19,M4,noche,708,17,6.6,10.0,5.61,0,0,0
IND053-000035,2024-01-19,M5,noche,238,4,3.9,5.2,4.06,0,0,0
IND053-000036,2024-01-20,M6,noche,514,29,4.0,3.3,4.03,0,0,0
IND053-000037,2024-01-20,M1,dia,706,11,6.6,2.4,4.25,0,1,985.66
IND053-000038,2024-01-21,M2,dia,711,22,6.1,10.9,2.2,0,0,0
IND053-000039,2024-01-21,M3,dia,148,3,3.7,34.1,3.74,0,0,0
IND053-000040,2024-01-22,M4,dia,358,8,6.8,17.7,5.05,0,0,0
IND053-000041,2024-01-22,M5,dia,475,9,7.9,29.9,4.45,0,0,0
IND053-000042,2024-01-23,M6,dia,522,22,7.2,12.5,3.56,1,0,0
IND053-000043,2024-01-24,M1,noche,195,2,5.4,15.0,1.16,0,0,0
IND053-000044,2024-01-24,M2,noche,361,12,4.3,17.5,2.53,0,0,0
IND053-000045,2024-01-25,M3,noche,287,7,7.2,13.9,2.34,0,0,0
IND053-000046,2024-01-25,M4,noche,312,10,5.2,11.0,2.48,1,0,0
IND053-000047,2024-01-26,M5,noche,680,18,5.7,11.0,2.94,0,0,0
IND053-000048,2024-01-26,M6,noche,210,8,5.8,13.5,2.26,0,0,0
IND053-000049,2024-01-27,M1,dia,767,18,4.4,21.4,3.05,0,0,0
IND053-000050,2024-01-27,M2,dia,120,4,4.2,12.1,5.18,0,0,0
IND053-000051,2024-01-28,M3,dia,361,7,6.1,4.9,2.52,0,0,0
IND053-000052,2024-01-29,M4,dia,92,5,7.7,54.3,3.77,0,0,0
IND053-000053,2024-01-29,M5,dia,320,7,7.8,37.1,1.88,1,0,0
IND053-000054,2024-01-30,M6,dia,134,3,5.1,66.2,4.05,0,0,0
IND053-000055,2024-01-30,M1,noche,556,11,4.8,2.3,0.89,1,0,0
IND053-000056,2024-01-31,M2,noche,81,5,4.1,67.3,1.03,0,0,0
IND053-000057,2024-01-31,M3,noche,451,12,4.5,10.1,3.84,0,0,0
IND053-000058,2024-02-01,M4,noche,337,10,8.0,25.5,4.11,0,0,0
IND053-000059,2024-02-01,M5,noche,777,22,7.6,16.7,1.44,0,0,0
IND053-000060,2024-02-02,M6,noche,410,11,5.3,19.7,5.34,0,0,0
IND053-000061,2024-02-02,M1,dia,187,4,5.4,0.4,3.62,0,0,0
IND053-000062,2024-02-03,M2,dia,233,6,4.5,13.9,4.3,1,0,0
IND053-000063,2024-02-04,M3,dia,450,11,6.5,3.1,2.88,0,0,0
IND053-000064,2024-02-04,M4,dia,495,11,4.5,2.7,2.98,1,0,0
IND053-000065,2024-02-05,M5,dia,760,19,5.6,64.2,3.69,0,0,0
IND053-000066,2024-02-05,M6,dia,556,31,4.4,36.1,3.4,0,0,0
IND053-000067,2024-02-06,M1,noche,101,2,3.3,10.2,2.9,1,0,0
IND053-000068,2024-02-06,M2,noche,339,8,7.0,0.3,2.42,0,0,0
IND053-000069,2024-02-07,M3,noche,508,12,6.7,41.9,3.6,0,0,0
IND053-000070,2024-02-07,M4,noche,624,21,3.2,7.1,3.4,0,0,0
IND053-000071,2024-02-08,M5,noche,89,0,7.7,0.1,0.65,1,0,0
IND053-000072,2024-02-09,M6,noche,764,36,3.7,11.7,1.99,0,0,0
IND053-000073,2024-02-09,M1,dia,635,13,6.2,46.0,1.25,0,0,0
IND053-000074,2024-02-10,M2,dia,208,5,7.1,11.5,3.46,0,0,0
IND053-000075,2024-02-10,M3,dia,611,14,3.2,16.4,2.2,0,0,0
IND053-000076,2024-02-11,M4,dia,214,2,7.4,19.1,3.24,1,0,0
IND053-000077,2024-02-11,M5,dia,449,19,4.7,0.6,4.45,1,0,0
IND053-000078,2024-02-12,M6,dia,336,6,6.4,4.2,4.02,1,0,0
IND053-000079,2024-02-12,M1,noche,432,8,6.8,35.4,3.54,0,0,0
IND053-000080,2024-02-13,M2,noche,218,7,7.9,7.2,3.67,1,0,0
IND053-000081,2024-02-13,M3,noche,677,17,5.7,12.2,4.26,0,0,0
IND053-000082,2024-02-14,M4,noche,561,16,7.0,23.7,2.06,0,0,0
IND053-000083,2024-02-15,M5,noche,188,7,3.1,1.4,2.57,0,0,0
IND053-000084,2024-02-15,M6,noche,405,17,4.2,4.6,,0,0,0
IND053-000085,2024-02-16,M1,dia,253,5,4.0,21.7,2.47,0,0,0
IND053-000086,2024-02-16,M2,dia,649,11,4.0,19.9,2.1,0,0,0
IND053-000087,2024-02-17,M3,dia,489,13,6.9,2.4,2.77,0,0,0
IND053-000088,2024-02-17,M4,dia,653,21,4.4,1.5,2.77,0,0,0
IND053-000089,2024-02-18,M5,dia,704,16,3.2,27.6,4.46,0,0,0
IND053-000090,2024-02-18,M6,dia,449,19,5.5,30.3,2.94,0,0,0
IND053-000091,2024-02-19,M1,noche,692,11,5.0,7.0,2.28,1,0,0
IND053-000092,2024-02-20,M2,noche,760,23,6.7,25.9,4.21,0,0,0
IND053-000093,2024-02-20,M3,noche,244,8,5.6,5.2,4.76,0,0,0
IND053-000094,2024-02-21,M4,noche,432,12,5.7,15.0,3.29,0,0,0
IND053-000095,2024-02-21,M5,noche,733,16,7.6,11.8,5.91,0,0,0
IND053-000096,2024-02-22,M6,noche,176,4,5.4,18.5,1.53,0,0,0
IND053-000097,2024-02-22,M1,dia,394,8,7.4,12.4,1.34,0,0,0
IND053-000098,2024-02-23,M2, DIA ,395,8,5.5,29.4,2.47,0,0,0
IND053-000099,2024-02-23,M3,dia,303,7,4.0,14.6,4.18,0,0,0
IND053-000100,2024-02-24,M4,dia,361,6,3.9,11.7,5.53,0,0,0
IND053-000101,2024-02-24,M5,dia,560,14,3.5,0.5,2.88,0,0,0
IND053-000102,2024-02-25,M6,dia,220,9,7.9,9.3,4.01,0,0,0
IND053-000103,2024-02-26,M1,noche,236,6,5.8,4.0,2.45,0,0,0
IND053-000104,2024-02-26,M2,noche,444,10,5.1,0.4,1.19,0,0,0
IND053-000105,2024-02-27,M3,noche,164,6,6.3,21.9,2.63,0,0,0
IND053-000106,2024-02-27,M4,noche,308,12,5.4,27.1,3.2,0,0,0
IND053-000107,2024-02-28,M5,noche,290,9,3.0,9.0,5.82,0,0,0
IND053-000108,2024-02-28,M6,noche,498,21,6.5,17.4,4.13,0,0,0
IND053-000109,2024-02-29,M1,dia,797,7,7.8,19.4,3.84,0,0,0
IND053-000110,2024-02-29,M2,dia,673,14,3.6,11.5,5.27,1,1,2969.91
IND053-000111,2024-03-01,M3,dia,182,4,4.5,6.5,2.51,1,0,0
IND053-000112,2024-03-02,M4,dia,397,18,5.2,1.1,4.4,0,0,0
IND053-000113,2024-03-02,M5,dia,142,7,6.1,65.6,5.06,0,0,0
IND053-000114,2024-03-03,M6,dia,656,30,3.8,38.8,4.07,0,0,0
IND053-000115,2024-03-03,M1,noche,316,6,3.0,5.4,3.58,0,0,0
IND053-000116,2024-03-04,M2,noche,113,2,6.5,0.2,2.85,0,1,2197.59
IND053-000117,2024-03-04,M3,noche,382,7,5.9,60.3,3.2,0,0,0
IND053-000118,2024-03-05,M4,noche,337,11,3.8,15.2,2.48,1,0,0
IND053-000119,2024-03-05,M5,noche,760,15,7.6,18.0,3.73,0,0,0
IND053-000120,2024-03-06,M6,noche,522,24,4.5,6.6,4.45,0,0,0
IND053-000121,2024-03-06,M1,dia,762,9,6.9,5.4,2.8,0,0,0
IND053-000122,2024-03-07,M2,dia,345,8,6.9,8.0,4.79,0,0,0
IND053-000123,2024-03-08,M3,dia,208,6,6.3,58.8,2.85,0,0,0
IND053-000124,2024-03-08,M4,dia,254,6,3.2,0.4,2.84,0,0,0
IND053-000125,2024-03-09,M5,dia,499,19,5.3,13.0,4.13,0,0,0
IND053-000126,2024-03-09,M6,dia,97,9,6.7,4.1,4.43,0,0,0
IND053-000127,2024-03-10,M1,noche,481,8,5.6,16.0,3.8,0,0,0
IND053-000128,2024-03-10,M2,noche,554,15,6.9,4.2,3.92,1,0,0
IND053-000129,2024-03-11,M3,noche,508,7,5.7,16.3,3.3,0,0,0
IND053-000130,2024-03-11,M4,noche,195,4,6.9,14.5,1.73,0,0,0
IND053-000131,2024-03-12,M5,noche,501,15,3.3,48.0,4.31,0,0,0
IND053-000132,2024-03-13,M6,noche,652,34,6.5,1.7,4.07,0,0,0
IND053-000133,2024-03-13,M1,dia,192,2,7.7,27.1,2.83,0,0,0
IND053-000134,2024-03-14,M2,dia,317,11,3.6,12.8,3.46,0,0,0
IND053-000135,2024-03-14,M3,dia,80,2,3.6,8.4,4.18,0,0,0
IND053-000136,2024-03-15,M4,dia,653,23,5.9,11.9,2.49,0,0,0
IND053-000137,2024-03-15,M5,dia,331,10,7.5,35.0,3.97,0,0,0
IND053-000138,2024-03-16,M6,dia,145,7,6.8,37.7,3.9,1,0,0
IND053-000139,2024-03-16,M1,noche,780,14,5.1,17.4,2.47,0,0,0
IND053-000140,2024-03-17,M2,noche,248,6,7.8,2.2,4.27,0,0,0
IND053-000141,2024-03-17,M3,noche,573,17,6.6,17.8,3.3,0,0,0
IND053-000142,2024-03-18,M4,noche,753,22,4.0,4.7,2.96,0,0,0
IND053-000143,2024-03-19,M5,noche,652,17,3.2,11.1,2.75,0,0,0
IND053-000144,2024-03-19,M6,noche,436,20,6.9,14.4,6.1,1,0,0
IND053-000145,2024-03-20,M1,dia,596,10,7.6,2.9,0.56,0,0,0
IND053-000146,2024-03-20,M2,dia,113,4,3.1,41.8,1.93,0,0,0
IND053-000147,2024-03-21,M3,dia,375,9,7.9,7.1,5.35,0,0,0
IND053-000148,2024-03-21,M4,dia,593,20,3.3,15.6,3.92,0,0,0
IND053-000149,2024-03-22,M5,dia,727,14,7.0,7.9,4.53,0,0,0
IND053-000150,2024-03-22,M6,dia,505,19,4.9,18.2,4.1,0,0,0
IND053-000151,2024-03-23,M1,noche,151,3,4.4,0.6,2.03,0,0,0
IND053-000152,2024-03-23,M2,noche,766,18,3.8,25.5,1.93,0,0,0
IND053-000153,2024-03-24,M3,noche,422,11,5.7,8.0,3.66,0,0,0
IND053-000154,2024-03-25,M4,noche,711,26,5.5,19.1,3.45,0,0,0
IND053-000155,2024-03-25,M5,noche,235,3,4.9,1.0,3.76,0,0,0
IND053-000156,2024-03-26,M6,noche,217,10,4.4,7.9,5.44,0,0,0
IND053-000157,2024-03-26,M1,dia,746,10,6.2,33.9,1.73,0,0,0
IND053-000158,2024-03-27,M2,dia,528,12,4.5,2.2,3.36,0,1,2685.95
IND053-000159,2024-03-27,M3,dia,322,8,7.3,28.3,4.03,0,0,0
IND053-000160,2024-03-28,M4,dia,376,7,6.3,0.8,4.86,0,0,0
IND053-000161,2024-03-28,M5,dia,594,24,7.9,18.9,5.66,0,0,0
IND053-000162,2024-03-29,M6,dia,715,28,7.7,24.1,3.26,0,0,0
IND053-000163,2024-03-30,M1,noche,567,7,4.2,6.0,1.67,1,0,0
IND053-000164,2024-03-30,M2,noche,780,15,4.1,15.8,3.24,0,1,1791.24
IND053-000165,2024-03-31,M3,noche,769,11,4.2,84.3,4.03,0,0,0
IND053-000166,2024-03-31,M4,noche,199,10,5.3,11.5,4.64,0,1,2046.56
IND053-000167,2024-04-01,M5,noche,759,14,3.8,4.8,,0,0,0
IND053-000168,2024-04-01,M6,noche,315,9,5.8,6.2,3.77,0,0,0
IND053-000169,2024-04-02,M1,dia,147,4,7.7,38.7,2.38,1,0,0
IND053-000170,2024-04-02,M2,dia,703,21,3.7,3.3,4.8,0,0,0
IND053-000171,2024-04-03,M3,dia,258,3,3.4,14.6,2.66,0,0,0
IND053-000172,2024-04-03,M4,dia,444,13,6.1,12.5,4.54,0,1,2136.98
IND053-000173,2024-04-04,M5,dia,152,6,7.2,2.3,2.76,1,0,0
IND053-000174,2024-04-05,M6,dia,131,5,4.0,25.4,3.69,0,0,0
IND053-000175,2024-04-05,M1,noche,712,8,6.4,6.4,2.5,1,0,0
IND053-000176,2024-04-06,M2,noche,358,9,5.0,1.4,2.77,0,0,0
IND053-000177,2024-04-06,M3,noche,369,5,4.9,2.6,2.64,0,0,0
IND053-000178,2024-04-07,M4,noche,237,8,5.5,1.3,4.0,0,0,0
IND053-000179,2024-04-07,M5,noche,788,23,5.8,25.1,2.16,0,0,0
IND053-000180,2024-04-08,M6,noche,652,29,5.1,7.7,3.83,0,0,0
IND053-000181,2024-04-08,M1,dia,371,4,4.5,5.5,0.95,0,0,0
IND053-000182,2024-04-09,M2,dia,687,13,3.9,37.9,4.73,0,0,0
IND053-000183,2024-04-10,M3,dia,443,7,4.0,66.2,1.75,0,0,0
IND053-000184,2024-04-10,M4,dia,189,6,5.7,26.0,4.83,0,0,0
IND053-000185,2024-04-11,M5,dia,318,11,6.9,10.2,2.5,0,0,0
IND053-000186,2024-04-11,M6,dia,86,4,3.6,0.5,3.78,0,0,0
IND053-000187,2024-04-12,M1,noche,91,2,4.0,2.3,4.39,0,0,0
IND053-000188,2024-04-12,M2,noche,501,16,3.8,23.1,4.46,0,0,0
IND053-000189,2024-04-13,M3,noche,110,2,5.6,17.9,2.01,0,0,0
IND053-000190,2024-04-13,M4,noche,694,27,3.5,6.9,3.6,0,0,0
IND053-000191,2024-04-14,M5,noche,217,8,7.1,1.7,5.99,0,0,0
IND053-000192,2024-04-14,M6,noche,669,24,6.8,0.3,2.56,0,0,0
IND053-000193,2024-04-15,M1,dia,480,6,6.0,22.0,3.02,0,0,0
IND053-000194,2024-04-16,M2,dia,152,2,6.0,31.2,2.45,0,0,0
IND053-000195,2024-04-16,M3, DIA ,626,14,5.4,47.9,2.38,0,0,0
IND053-000196,2024-04-17,M4,dia,448,13,5.0,27.5,4.8,1,0,0
IND053-000197,2024-04-17,M5,dia,538,10,6.2,69.0,2.84,0,0,0
IND053-000198,2024-04-18,M6,dia,476,19,4.5,42.2,5.44,0,0,0
IND053-000199,2024-04-18,M1,noche,772,19,5.5,20.5,4.9,0,0,0
IND053-000200,2024-04-19,M2,noche,198,3,7.7,20.8,3.69,0,0,0
IND053-000201,2024-04-19,M3,noche,463,7,5.2,38.4,4.17,0,0,0
IND053-000202,2024-04-20,M4,noche,196,4,4.8,17.7,4.06,1,0,0
IND053-000203,2024-04-21,M5,noche,690,19,7.6,7.3,2.8,0,0,0
IND053-000204,2024-04-21,M6,noche,403,15,4.9,12.8,3.41,0,0,0
IND053-000205,2024-04-22,M1,dia,200,4,3.9,22.0,2.22,0,0,0
IND053-000206,2024-04-22,M2,dia,624,13,6.7,3.1,3.84,0,0,0
IND053-000207,2024-04-23,M3,dia,642,17,6.6,13.1,3.54,0,0,0
IND053-000208,2024-04-23,M4,dia,149,5,4.2,1.1,2.32,0,0,0
IND053-000209,2024-04-24,M5,dia,129,4,6.1,12.7,2.61,0,0,0
IND053-000210,2024-04-24,M6,dia,529,22,3.6,1.7,3.78,1,0,0
IND053-000211,2024-04-25,M1,noche,709,12,4.9,5.2,1.08,0,0,0
IND053-000212,2024-04-25,M2,noche,637,8,7.4,1.8,"2,58",0,0,0
IND053-000213,2024-04-26,M3,noche,698,14,3.6,42.0,3.58,0,0,0
IND053-000214,2024-04-27,M4,noche,727,20,3.6,18.8,4.21,1,0,0
IND053-000215,2024-04-27,M5,noche,229,3,7.5,38.8,3.01,0,0,0
IND053-000216,2024-04-28,M6,noche,538,22,6.7,38.1,3.82,0,0,0
IND053-000217,2024-04-28,M1,dia,196,2,4.1,8.6,2.47,0,0,0
IND053-000218,2024-04-29,M2,dia,757,29,6.1,45.7,4.31,0,0,0
IND053-000219,2024-04-29,M3,dia,217,9,7.4,10.6,2.17,0,0,0
IND053-000220,2024-04-30,M4,dia,760,20,6.1,8.4,1.96,0,0,0
IND053-000221,2024-04-30,M5,dia,496,12,6.3,9.9,3.68,0,0,0
IND053-000222,2024-05-01,M6,dia,315,7,3.1,2.7,3.32,0,0,0
IND053-000223,2024-05-02,M1,noche,104,1,3.2,38.5,1.47,0,0,0
IND053-000224,2024-05-02,M2,noche,365,11,7.9,16.9,2.54,0,0,0
IND053-000225,2024-05-03,M3,noche,365,9,3.5,17.9,3.51,0,0,0
IND053-000226,2024-05-03,M4,noche,293,7,6.1,5.4,1.88,0,0,0
IND053-000227,2024-05-04,M5,noche,190,7,5.3,8.8,4.09,0,0,0
IND053-000228,2024-05-04,M6,noche,102,6,6.1,9.5,3.22,0,0,0
IND053-000229,2024-05-05,M1,dia,676,6,5.4,77.6,0.63,0,0,0
IND053-000230,2024-05-05,M2,dia,386,11,6.2,88.2,2.26,1,0,0
IND053-000231,2024-05-06,M3,dia,724,23,5.3,0.6,4.3,0,0,0
IND053-000232,2024-05-06,M4,dia,398,8,8.0,51.7,2.77,1,0,0
IND053-000233,2024-05-07,M5,dia,182,3,5.8,7.2,5.6,0,0,0
IND053-000234,2024-05-08,M6,dia,417,15,4.3,0.6,2.26,1,0,0
IND053-000235,2024-05-08,M1,noche,526,8,6.6,12.1,2.13,0,0,0
IND053-000236,2024-05-09,M2,noche,598,14,7.6,14.6,2.16,0,0,0
IND053-000237,2024-05-09,M3,noche,529,8,6.7,22.4,4.17,0,0,0
IND053-000238,2024-05-10,M4,noche,267,10,5.8,65.9,3.83,0,0,0
IND053-000239,2024-05-10,M5,noche,611,16,4.6,10.0,6.01,1,0,0
IND053-000240,2024-05-11,M6,noche,345,13,7.6,145.6,4.08,0,0,0
IND053-000241,2024-05-11,M1,dia,564,15,5.2,17.6,2.41,0,0,0
IND053-000242,2024-05-12,M2,dia,389,6,5.0,1.9,2.24,0,0,0
IND053-000243,2024-05-13,M3,dia,517,9,7.5,0.4,0.58,0,0,0
IND053-000244,2024-05-13,M4,dia,389,9,5.2,60.8,4.2,0,0,0
IND053-000245,2024-05-14,M5,dia,601,16,7.8,41.0,1.96,0,0,0
IND053-000246,2024-05-14,M6,dia,737,30,4.3,36.9,4.34,1,0,0
IND053-000247,2024-05-15,M1,noche,452,3,7.7,18.6,2.08,0,0,0
IND053-000248,2024-05-15,M2,noche,666,17,4.8,7.0,1.85,0,0,0
IND053-000249,2024-05-16,M3,noche,598,11,3.2,1.6,2.5,0,0,0
IND053-000250,2024-05-16,M4,noche,400,9,6.6,22.0,,0,0,0
IND053-000251,2024-05-17,M5,noche,635,14,7.1,5.5,3.59,0,0,0
IND053-000252,2024-05-17,M6,noche,174,8,7.3,1.7,4.89,0,0,0
IND053-000253,2024-05-18,M1,dia,710,8,6.7,14.9,1.76,0,0,0
IND053-000254,2024-05-19,M2,dia,285,8,7.1,32.4,3.37,0,0,0
IND053-000255,2024-05-19,M3,dia,424,14,5.0,9.8,0.29,0,0,0
IND053-000256,2024-05-20,M4,dia,438,14,3.5,20.3,3.68,1,0,0
IND053-000257,2024-05-20,M5,dia,797,15,8.0,25.5,4.8,0,0,0
IND053-000258,2024-05-21,M6,dia,796,23,5.1,0.1,5.99,1,0,0
IND053-000259,2024-05-21,M1,noche,765,10,3.5,13.8,1.09,0,0,0
IND053-000260,2024-05-22,M2,noche,575,15,4.6,8.8,1.14,0,0,0
IND053-000261,2024-05-22,M3,noche,476,6,3.3,10.8,3.25,1,0,0
IND053-000262,2024-05-23,M4,noche,368,17,4.4,12.9,1.38,0,0,0
IND053-000263,2024-05-24,M5,noche,709,17,4.0,72.2,5.83,0,0,0
IND053-000264,2024-05-24,M6,noche,188,7,3.8,6.8,2.31,1,0,0
IND053-000265,2024-05-25,M1,dia,457,4,7.3,4.7,1.53,0,0,0
IND053-000266,2024-05-25,M2,dia,282,5,6.3,1.2,1.43,1,0,0
IND053-000267,2024-05-26,M3,dia,353,13,4.9,17.6,4.46,1,0,0
IND053-000268,2024-05-26,M4,dia,377,11,3.4,9.8,3.61,0,0,0
IND053-000269,2024-05-27,M5,dia,663,18,3.8,15.8,2.66,0,0,0
IND053-000270,2024-05-27,M6,dia,215,10,7.5,26.4,2.69,0,0,0
IND053-000271,2024-05-28,M1,noche,309,3,3.6,0.2,2.56,0,0,0
IND053-000272,2024-05-28,M2,noche,517,16,6.7,28.2,3.32,0,0,0
IND053-000273,2024-05-29,M3,noche,84,3,6.3,5.3,3.17,0,0,0
IND053-000274,2024-05-30,M4,noche,670,19,6.4,24.6,3.47,0,0,0
IND053-000275,2024-05-30,M5,noche,581,19,3.8,1.1,3.58,0,0,0
IND053-000276,2024-05-31,M6,noche,713,31,7.4,12.1,5.23,0,0,0
IND053-000277,2024-05-31,M1,dia,456,11,8.0,5.1,1.62,0,0,0
IND053-000278,2024-06-01,M2,dia,113,2,3.6,15.7,2.61,1,0,0
IND053-000279,2024-06-01,M3,dia,297,1,5.0,0.8,4.06,1,0,0
IND053-000280,2024-06-02,M4,dia,282,7,6.0,14.8,3.37,0,0,0
IND053-000281,2024-06-02,M5,dia,288,6,7.4,3.7,3.63,0,0,0
IND053-000282,2024-06-03,M6,dia,226,10,7.0,44.1,3.71,0,0,0
IND053-000283,2024-06-03,M1,noche,170,0,6.2,29.4,1.77,1,0,0
IND053-000284,2024-06-04,M2,noche,765,16,7.4,1.4,2.36,0,0,0
IND053-000285,2024-06-05,M3,noche,221,4,7.8,11.2,3.75,0,0,0
IND053-000286,2024-06-05,M4,noche,455,17,6.7,1.3,2.7,1,0,0
IND053-000287,2024-06-06,M5,noche,253,14,7.8,8.8,3.3,1,0,0
IND053-000288,2024-06-06,M6,noche,199,10,5.0,14.7,4.44,0,1,2033.7
IND053-000289,2024-06-07,M1,dia,702,8,3.7,0.2,3.95,0,0,0
IND053-000290,2024-06-07,M2,dia,494,18,5.7,11.2,2.33,1,0,0
IND053-000291,2024-06-08,M3,dia,350,4,7.8,26.5,3.94,0,0,0
IND053-000292,2024-06-08,M4, DIA ,293,12,5.8,0.9,3.84,0,0,0
IND053-000293,2024-06-09,M5,dia,409,14,5.2,33.4,1.51,0,0,0
IND053-000294,2024-06-10,M6,dia,634,10,5.5,22.5,6.49,0,1,379.12
IND053-000295,2024-06-10,M1,noche,383,2,7.2,24.0,2.84,0,0,0
IND053-000296,2024-06-11,M2,noche,765,21,3.6,14.3,3.51,1,0,0
IND053-000297,2024-06-11,M3,noche,337,6,3.3,26.1,2.8,0,0,0
IND053-000298,2024-06-12,M4,noche,694,21,6.2,7.3,4.66,0,0,0
IND053-000299,2024-06-12,M5,noche,249,3,5.5,42.0,3.4,0,0,0
IND053-000300,2024-06-13,M6,noche,541,19,3.5,16.4,3.39,0,0,0
IND053-000301,2024-06-13,M1,dia,714,14,5.4,13.6,1.52,0,0,0
IND053-000302,2024-06-14,M2,dia,134,4,6.5,43.9,3.31,0,0,0
IND053-000303,2024-06-14,M3,dia,231,6,5.8,20.7,5.28,0,0,0
IND053-000304,2024-06-15,M4,dia,352,12,3.7,11.4,3.07,1,0,0
IND053-000305,2024-06-16,M5,dia,121,4,5.6,7.5,4.42,0,0,0
IND053-000306,2024-06-16,M6,dia,285,8,4.7,1.4,3.79,0,0,0
IND053-000307,2024-06-17,M1,noche,188,1,7.2,15.8,1.29,0,0,0
IND053-000308,2024-06-17,M2,noche,212,4,8.0,5.8,2.46,0,0,0
IND053-000309,2024-06-18,M3,noche,329,13,5.4,12.8,4.29,0,0,0
IND053-000310,2024-06-18,M4,noche,519,9,3.9,2.7,3.94,0,0,0
IND053-000311,2024-06-19,M5,noche,116,4,5.2,5.7,1.95,0,0,0
IND053-000312,2024-06-19,M6,noche,551,24,3.2,6.1,2.57,0,0,0
IND053-000313,2024-06-20,M1,dia,334,1,6.4,4.8,1.21,0,0,0
IND053-000314,2024-06-21,M2,dia,380,3,6.6,8.1,3.04,0,0,0
IND053-000315,2024-06-21,M3,dia,432,9,7.0,0.2,1.4,0,0,0
IND053-000316,2024-06-22,M4,dia,541,10,3.3,56.9,3.15,1,0,0
IND053-000317,2024-06-22,M5,dia,602,19,5.7,7.7,2.7,0,0,0
IND053-000318,2024-06-23,M6,dia,179,5,4.0,1.7,4.18,1,0,0
IND053-000319,2024-06-23,M1,noche,754,9,5.3,36.4,3.75,1,0,0
IND053-000320,2024-06-24,M2,noche,583,20,6.3,5.1,1.87,0,0,0
IND053-000321,2024-06-24,M3,noche,552,9,5.5,8.8,3.96,0,0,0
IND053-000322,2024-06-25,M4,noche,233,5,6.2,45.1,2.63,0,0,0
IND053-000323,2024-06-25,M5,noche,243,5,6.4,33.7,5.2,0,0,0
IND053-000324,2024-06-26,M6,noche,780,28,4.4,6.2,4.28,0,0,0
IND053-000325,2024-06-27,M1,dia,186,0,6.0,26.7,1.87,0,0,0
IND053-000326,2024-06-27,M2,dia,371,6,7.9,46.8,1.85,0,0,0
IND053-000327,2024-06-28,M3,dia,753,12,5.5,53.3,3.78,1,0,0
IND053-000328,2024-06-28,M4,dia,339,7,3.9,26.2,4.34,0,0,0
IND053-000329,2024-06-29,M5,dia,446,10,4.5,9.7,4.35,1,0,0
