registro_id,fecha,ruta,transportista,distancia_km,carga_kg,tiempo_min,prometido_min,entregado
TRA028-000058,2024-02-14,R3,T1,4.5,2.9,5,35.2,1
TRA028-000059,2024-02-15,R4,T2,98.2,32.4,116.9,142.9,1
TRA028-000060,2024-02-16,R3,T3,111.8,115.2,163.6,158.6,1
TRA028-000061,2024-02-17,R6,T1,90.0,87.9,126.1,133.5,1
TRA028-000062,2024-02-17,R4,T2,93.5,118.9,,137.5,0
TRA028-000063,2024-02-18,R2,T3,107.6,98.4,195.6,153.7,1
TRA028-000064,2024-02-19,R3,T1,93.0,40.1,108.7,136.9,1
TRA028-000065,2024-02-20,R6,T2,15.2,101.0,40.7,47.5,1
TRA028-000066,2024-02-21,R1,T3,49.7,11.6,79.4,87.2,1
TRA028-000067,2024-02-21,R6,T1,5.6,121.1,45.6,36.4,1
TRA028-000068,2024-02-22,R2,T2,48.7,36.4,86.7,86.0,1
TRA028-000069,2024-02-23,R2,T3,65.8,69.9,100.0,105.7,1
TRA028-000070,2024-02-24,R5,T1,45.2,88.5,,82.0,0
TRA028-000071,2024-02-25,R4,T2,104.1,124.4,159.1,149.7,1
TRA028-000072,2024-02-25,R6,T3,31.5,90.1,70.8,66.2,1
TRA028-000073,2024-02-26,R3,T1,124.2,130.2,159.8,172.8,1
TRA028-000074,2024-02-27,R6,T2,93.4,126.1,136.7,137.4,1
TRA028-000075,2024-02-28,R3,T3,62.3,73.4,93.3,101.6,1
TRA028-000076,2024-02-28,R1,T1,114.6,6.4,144.8,161.8,1
TRA028-000077,2024-02-29,R2,T2,117.7,83.1,,165.4,0
TRA028-000078,2024-03-01,R6,T3,50.1,16.9,81.5,87.6,1
TRA028-000079,2024-03-02,R5,T1,104.5,85.7,,150.2,0
TRA028-000080,2024-03-03,R1,T2,75.3,73.2,99.9,116.6,1
TRA028-000081,2024-03-03,R2,T3,76.7,22.4,104.5,118.2,1
TRA028-000082,2024-03-04,R3,T1,48.7,37.5,74.1,86.0,1
TRA028-000083,2024-03-05,R2,T2,121.3,130.9,171.8,169.5,1
TRA028-000084,2024-03-06,R6,T3,19.2,85.7,,52.1,1
TRA028-000085,2024-03-07,R1,T1,139.6,3.4,165.9,190.5,1
TRA028-000086,2024-03-07,R3,T2,7.0,9.2,5,38.0,1
TRA028-000087,2024-03-08,R5,T3,104.1,142.9,143.6,149.7,1
TRA028-000088,2024-03-09,R6,T1,37.8,43.9,40.2,73.5,1
TRA028-000089,2024-03-10,R5,T2,149.2,111.5,186.0,201.6,1
TRA028-000090,2024-03-11,R2,T3,128.3,107.5,197.7,177.5,1
TRA028-000091,2024-03-11,R1,T1,56.9,5.7,35.4,95.4,1
TRA028-000092,2024-03-12,R4,T2,41.4,105.4,56.0,77.6,1
TRA028-000093,2024-03-13,R6,T3,25.7,45.5,58.6,59.6,1
TRA028-000094,2024-03-14,R5,T1,18.1,45.1,28.7,50.8,1
TRA028-000095,2024-03-14,R3,T2,62.5,110.2,125.3,101.9,1
TRA028-000096,2024-03-15,R5,T3,94.3,9.0,135.9,138.4,1
TRA028-000097,2024-03-16,R6,T1,93.5,27.7,123.9,137.5,1
TRA028-000098,2024-03-17,R6,T2,17.3,72.5,67.5,49.9,1
TRA028-000099,2024-03-18,R3,T3,144.2,37.4,196.1,195.8,1
TRA028-000100,2024-03-18,R2,T1,27.3,135.7,46.9,61.4,1
TRA028-000101,2024-03-19,R2,T2,122.2,139.7,165.9,170.5,1
TRA028-000102,2024-03-20,R5,T3,40.6,71.5,80.9,76.7,1
TRA028-000103,2024-03-21,R6,T1,142.9,122.7,177.7,194.3,1
TRA028-000104,2024-03-22,R3,T2,78.3,70.8,126.8,120.0,1
TRA028-000105,2024-03-22,R1,T3,114.9,69.3,167.6,162.1,1
TRA028-000106,2024-03-23,R1,T1,65.1,39.0,84.9,104.9,1
TRA028-000107,2024-03-24,R3,T2,96.4,43.5,127.4,140.9,1
TRA028-000108,2024-03-25,R4,T3,59.1,36.4,110.4,98.0,1
TRA028-000109,2024-03-25,R1,T1,25.7,86.4,66.3,59.6,1
TRA028-000110,2024-03-26,R3,T2,22.3,40.3,46.6,55.6,1
TRA028-000111,2024-03-27,R2,T3,71.8,99.1,117.8,112.6,1
TRA028-000112,2024-03-28,R4,T1,61.6,72.4,72.2,100.8,1
TRA028-000113,2024-03-29,R1,T2,19.4,138.5,54.9,52.3,1
TRA028-000114,2024-03-29,R5,T3,51.2,137.4,108.7,88.9,1
TRA028-000115,2024-03-30,R3,T1,86.0,31.9,105.8,128.9,1
TRA028-000116,2024-03-31,R2,T2,125.5,145.7,198.6,174.3,1
TRA028-000117,2024-04-01,R3,T3,36.4,65.0,73.5,71.9,1
TRA028-000118,2024-04-02,R5,T1,117.8,101.0,176.8,165.5,1
TRA028-000119,2024-04-02,R6,T2,115.4,6.8,128.1,162.7,1
TRA028-000120,2024-04-03,R3,T3,27.3,20.8,51.5,61.4,1
TRA028-000121,2024-04-04,R3,T1,101.4,142.4,138.5,146.6,1
TRA028-000122,2024-04-05,R6,T2,11.8,128.1,45.2,43.6,1
TRA028-000123,2024-04-05,R3,T3,21.2,29.2,58.0,54.4,1
TRA028-000124,2024-04-06,R5,T1,45.8,65.2,76.6,82.7,1
TRA028-000125,2024-04-07,R3,T2,8.0,103.2,40.6,39.2,1
TRA028-000126,2024-04-08,R3,T3,65.2,52.0,89.0,105.0,1
TRA028-000127,2024-04-09,R6,T1,21.4,87.4,63.4,54.6,1
TRA028-000128,2024-04-09,R4,T2,142.6,140.8,,194.0,0
TRA028-000129,2024-04-10,R4,T3,74.3,93.6,117.7,115.4,1
TRA028-000130,2024-04-11,R2,T1,66.1,20.1,80.2,106.0,1
TRA028-000131,2024-04-12,R6,T2,90.1,7.1,99.4,133.6,1
TRA028-000132,2024-04-13,R3,T3,30.9,147.5,95.2,65.5,1
TRA028-000133,2024-04-13,R4,T1,7.0,140.4,30.7,38.0,1
TRA028-000134,2024-04-14,R5,T2,115.8,115.8,177.4,163.2,1
TRA028-000135,2024-04-15,R4,T3,8.7,69.2,32.5,40.0,1
TRA028-000136,2024-04-16,R2,T1,72.6,24.7,74.3,113.5,1
TRA028-000137,2024-04-16,R3,T2,114.5,33.7,153.9,161.7,1
TRA028-000138,2024-04-17,R3,T3,85.0,16.2,164.6,127.7,1
TRA028-000139,2024-04-18,R6,T1,18.2,123.8,56.6,50.9,1
TRA028-000140,2024-04-19,R5,T2,148.9,19.5,163.1,201.2,1
TRA028-000141,2024-04-20,R6,T3,107.0,96.3,162.3,153.1,1
TRA028-000142,2024-04-20,R3,T1,100.9,49.3,133.1,146.0,1
TRA028-000143,2024-04-21,R4,T2,47.2,18.1,76.8,84.3,1
TRA028-000144,2024-04-22,R1,T3,25.3,52.7,54.9,59.1,1
TRA028-000145,2024-04-23,R2,T1,62.1,19.9,86.1,101.4,1
TRA028-000146,2024-04-24,R4,T2,17.7,50.4,47.1,50.4,1
TRA028-000147,2024-04-24,R2,T3,69.2,12.7,129.8,109.6,1
TRA028-000148,2024-04-25,R4,T1,27.9,14.0,39.9,62.1,1
TRA028-000149,2024-04-26,R6,T2,69.9,41.0,124.0,110.4,1
TRA028-000150,2024-04-27,R4,T3,55.5,109.8,85.8,93.8,1
TRA028-000151,2024-04-27,R2,T1,93.7,18.2,111.0,137.8,1
TRA028-000152,2024-04-28,R6,T2,77.2,35.5,91.1,118.8,1
TRA028-000153,2024-04-29,R3,T3,147.5,117.2,227.9,199.6,1
TRA028-000154,2024-04-30,R3,T1,53.2,34.7,65.8,91.2,1
TRA028-000155,2024-05-01,R1,T2,114.7,46.6,164.4,161.9,1
TRA028-000156,2024-05-01,R2,T3,107.5,122.0,168.1,153.6,1
TRA028-000157,2024-05-02,R1,T1,111.2,52.3,139.2,157.9,1
TRA028-000158,2024-05-03,R5,T2,4.9,67.9,5,35.6,1
TRA028-000159,2024-05-04,R3,T3,60.8,47.2,84.6,99.9,1
TRA028-000160,2024-05-05,R4,T1,111.3,19.8,125.5,158.0,1
TRA028-000161,2024-05-05,R5,T2,146.5,148.7,219.7,198.5,1
TRA028-000162,2024-05-06,R6,T3,82.7,34.5,111.9,125.1,1
TRA028-000163,2024-05-07,R2,T1,26.4,6.4,51.1,60.4,1
TRA028-000164,2024-05-08,R2,T2,103.9,139.1,174.7,149.5,1
TRA028-000165,2024-05-09,R1,T3,93.4,101.5,130.4,137.4,1
TRA028-000166,2024-05-09,R2,T1,79.4,31.1,94.4,121.3,1
TRA028-000167,2024-05-10,R3,T2,55.7,102.6,,94.1,1
TRA028-000168,2024-05-11,R6,T3,63.0,13.1,83.0,102.4,1
TRA028-000169,2024-05-12,R4,T1,123.9,40.3,152.7,172.5,1
TRA028-000170,2024-05-12,R2,T2,56.7,75.9,87.8,95.2,1
TRA028-000171,2024-05-13,R2,T3,78.3,119.9,100.3,120.0,1
TRA028-000172,2024-05-14,R3,T1,11.3,100.8,36.6,43.0,1
TRA028-000173,2024-05-15,R1,T2,124.5,140.8,177.8,173.2,1
TRA028-000174,2024-05-16,R6,T3,149.0,37.8,206.1,201.3,1
TRA028-000175,2024-05-16,R2,T1,21.5,90.9,9.3,54.7,1
TRA028-000176,2024-05-17,R5,T2,79.5,36.8,101.0,121.4,1
TRA028-000177,2024-05-18,R6,T3,15.3,20.1,40.2,47.6,1
TRA028-000178,2024-05-19,R6,T1,26.4,141.0,61.5,60.4,1
TRA028-000179,2024-05-20,R1,T2,83.2,23.5,125.0,125.7,1
TRA028-000180,2024-05-20,R4,T3,110.9,26.3,173.0,157.5,1
TRA028-000181,2024-05-21,R3,T1,45.5,89.2,42.7,82.3,1
TRA028-000182,2024-05-22,R1,T2,84.6,5.1,107.4,127.3,1
TRA028-000183,2024-05-23,R1,T3,110.9,93.3,158.5,157.5,1
TRA028-000184,2024-05-23,R2,T1,133.2,34.7,158.6,183.2,1
TRA028-000185,2024-05-24,R4,T2,125.7,133.0,163.0,174.6,1
TRA028-000186,2024-05-25,R3,T3,126.0,38.3,158.9,174.9,1
TRA028-000187,2024-05-26,R6,T1,30.0,59.1,33.5,64.5,1
TRA028-000188,2024-05-27,R6,T2,85.8,94.6,,128.7,0
TRA028-000189,2024-05-27,R1,T3,80.3,49.1,112.1,122.3,1
TRA028-000190,2024-05-28,R6,T1,72.2,140.2,116.1,113.0,1
TRA028-000191,2024-05-29,R1,T2,24.2,79.3,73.4,57.8,1
TRA028-000192,2024-05-30,R6,T3,149.6,78.5,198.5,202.0,1
TRA028-000193,2024-05-31,R1,T1,130.4,121.2,184.8,180.0,1
TRA028-000194,2024-05-31,R4,T2,81.8,89.8,123.7,124.1,1
TRA028-000195,2024-06-01,R1,T3,15.1,143.3,54.4,47.4,1
TRA028-000196,2024-06-02,R2,T1,58.8,5.6,84.2,97.6,1
TRA028-000197,2024-06-03,R4,T2,146.5,145.6,209.2,198.5,1
TRA028-000198,2024-06-03,R1,T3,7.8,85.3,46.4,39.0,1
TRA028-000199,2024-06-04,R3,T1,141.5,89.3,195.1,192.7,1
TRA028-000200,2024-06-05,R6,T2,122.8,85.5,175.8,171.2,1
TRA028-000201,2024-06-06,R5,T3,8.2,80.2,27.2,39.4,1
TRA028-000202,2024-06-07,R2,T1,55.9,85.6,115.8,94.3,1
TRA028-000203,2024-06-07,R5,T2,5.8,5.1,15.1,36.7,1
TRA028-000204,2024-06-08,R5,T3,123.7,24.9,147.2,172.3,1
TRA028-000205,2024-06-09,R4,T1,32.9,110.4,92.3,67.8,1
TRA028-000206,2024-06-10,R2,T2,42.0,36.7,65.5,78.3,1
TRA028-000207,2024-06-11,R6,T3,34.3,84.7,66.2,69.4,1
TRA028-000208,2024-06-11,R6,T1,146.2,61.3,193.2,198.1,1
TRA028-000209,2024-06-12,R6,T2,11.8,120.4,59.5,43.6,1
TRA028-000210,2024-06-13,R4,T3,32.5,109.9,69.3,67.4,1
TRA028-000211,2024-06-14,R6,T1,138.4,138.4,184.2,189.2,1
TRA028-000212,2024-06-14,R5,T2,123.9,66.5,"195,6",172.5,1
TRA028-000213,2024-06-15,R6,T3,7.9,129.1,25.9,39.1,1
TRA028-000214,2024-06-16,R1,T1,85.4,63.9,132.3,128.2,1
TRA028-000215,2024-06-17,R6,T2,130.6,146.3,188.3,180.2,1
TRA028-000216,2024-06-18,R1,T3,111.2,90.4,166.1,157.9,1
TRA028-000217,2024-06-18,R4,T1,39.1,58.1,53.0,75.0,1
TRA028-000218,2024-06-19,R6,T2,129.6,62.5,177.5,179.0,1
TRA028-000219,2024-06-20,R4,T3,106.1,149.0,174.4,152.0,1
TRA028-000220,2024-06-21,R4,T1,86.9,104.7,104.6,129.9,1
TRA028-000221,2024-06-22,R1,T2,143.1,85.5,,194.6,0
TRA028-000222,2024-06-22,R5,T3,89.9,34.8,167.2,133.4,1
TRA028-000223,2024-06-23,R5,T1,44.9,100.5,86.9,81.6,1
TRA028-000224,2024-06-24,R5,T2,87.6,75.3,127.4,130.7,1
TRA028-000225,2024-06-25,R3,T3,116.1,94.7,170.8,163.5,1
TRA028-000226,2024-06-25,R4,T1,131.2,90.9,180.0,180.9,1
TRA028-000227,2024-06-26,R4,T2,35.9,71.5,65.8,71.3,1
TRA028-000228,2024-06-27,R6,T3,29.3,131.0,80.4,63.7,1
TRA028-000229,2024-06-28,R3,T1,121.4,65.7,165.8,169.6,1
TRA028-000230,2024-06-29,R2,T2,86.0,148.2,,128.9,0
TRA028-000231,2024-06-29,R6,T3,99.5,109.9,140.5,144.4,1
TRA028-000232,2024-06-30,R3,T1,120.2,89.2,178.2,168.2,1
TRA028-000233,2024-07-01,R2,T2,18.4,117.0,50.8,51.2,1
TRA028-000234,2024-07-02,R4,T3,50.7,30.7,95.9,88.3,1
TRA028-000235,2024-07-03,R5,T1,140.8,75.2,163.0,191.9,1
TRA028-000236,2024-07-03,R2,T2,70.9,61.9,98.9,111.5,1
TRA028-000237,2024-07-04,R1,T3,3.0,148.4,28.3,33.5,1
TRA028-000238,2024-07-05,R4,T1,140.1,115.1,167.9,191.1,1
TRA028-000239,2024-07-06,R3,T2,80.8,124.2,116.2,122.9,1
TRA028-000240,2024-07-07,R4,T3,137.9,31.5,172.8,188.6,1
TRA028-000241,2024-07-07,R3,T1,35.3,39.1,53.0,70.6,1
TRA028-000242,2024-07-08,R1,T2,77.9,96.4,110.2,119.6,1
TRA028-000243,2024-07-09,R5,T3,65.7,116.3,103.8,105.6,1
TRA028-000244,2024-07-10,R4,T1,87.3,78.5,136.4,130.4,1
TRA028-000245,2024-07-10,R5,T2,148.6,76.0,193.7,200.9,1
TRA028-000246,2024-07-11,R6,T3,38.0,125.5,93.5,73.7,1
TRA028-000247,2024-07-12,R1,T1,25.3,141.9,72.3,59.1,1
TRA028-000248,2024-07-13,R3,T2,27.8,79.8,58.2,62.0,1
TRA028-000249,2024-07-14,R1,T3,4.8,30.2,30.9,35.5,1
TRA028-000250,2024-07-14,R3,T1,64.8,61.0,,104.5,1
TRA028-000251,2024-07-15,R4,T2,133.6,120.9,173.8,183.6,1
TRA028-000252,2024-07-16,R2,T3,141.2,128.8,211.1,192.4,1
TRA028-000253,2024-07-17,R6,T1,60.9,49.2,111.7,100.0,1
TRA028-000254,2024-07-18,R5,T2,149.6,104.0,218.2,202.0,1
TRA028-000255,2024-07-18,R3,T3,122.8,56.3,193.4,171.2,1
TRA028-000256,2024-07-19,R3,T1,149.0,56.6,193.7,201.3,1
TRA028-000257,2024-07-20,R2,T2,122.0,60.1,159.2,170.3,1
TRA028-000258,2024-07-21,R3,T3,92.9,141.0,153.9,136.8,1
TRA028-000259,2024-07-21,R5,T1,56.4,132.2,83.8,94.9,1
TRA028-000260,2024-07-22,R1,T2,125.4,104.0,174.4,174.2,1
TRA028-000261,2024-07-23,R4,T3,92.8,131.4,,136.7,0
TRA028-000262,2024-07-24,R4,T1,59.1,127.3,107.2,98.0,1
TRA028-000263,2024-07-25,R4,T2,21.5,23.0,62.2,54.7,1
TRA028-000264,2024-07-25,R5,T3,28.4,50.2,51.7,62.7,1
TRA028-000265,2024-07-26,R3,T1,58.4,109.3,32.2,97.2,1
TRA028-000266,2024-07-27,R5,T2,86.6,99.8,143.2,129.6,1
TRA028-000267,2024-07-28,R4,T3,62.4,113.7,138.4,101.8,1
TRA028-000268,2024-07-29,R4,T1,48.6,52.6,74.7,85.9,1
TRA028-000269,2024-07-29,R3,T2,134.4,92.7,178.5,184.6,1
TRA028-000270,2024-07-30,R1,T3,96.2,72.5,152.0,140.6,1
TRA028-000271,2024-07-31,R2,T1,33.8,11.4,25.2,68.9,1
TRA028-000272,2024-08-01,R6,T2,105.4,16.3,139.3,151.2,1
TRA028-000273,2024-08-01,R3,T3,137.9,55.2,185.2,188.6,1
TRA028-000274,2024-08-02,R2,T1,95.5,42.1,126.5,139.8,1
TRA028-000275,2024-08-03,R1,T2,76.8,109.1,108.6,118.3,1
TRA028-000276,2024-08-04,R1,T3,64.1,63.2,103.3,103.7,1
TRA028-000277,2024-08-05,R6,T1,58.7,26.5,68.2,97.5,1
TRA028-000278,2024-08-05,R1,T2,133.8,45.7,162.6,183.9,1
TRA028-000279,2024-08-06,R4,T3,14.2,98.9,14.9,46.3,1
TRA028-000280,2024-08-07,R2,T1,125.6,127.6,152.1,174.4,1
TRA028-000281,2024-08-08,R2,T2,148.6,106.8,235.5,200.9,1
TRA028-000282,2024-08-09,R2,T3,29.7,33.7,82.9,64.2,1
TRA028-000283,2024-08-09,R1,T1,88.4,109.1,106.3,131.7,1
TRA028-000284,2024-08-10,R2,T2,72.2,67.8,114.2,113.0,1
TRA028-000285,2024-08-11,R1,T3,96.1,45.1,130.7,140.5,1
TRA028-000286,2024-08-12,R5,T1,140.5,108.4,167.8,191.6,1
TRA028-000287,2024-08-12,R2,T2,123.2,61.1,170.1,171.7,1
TRA028-000288,2024-08-13,R4,T3,109.6,57.0,174.4,156.0,1
TRA028-000289,2024-08-14,R3,T1,29.1,30.9,39.0,63.5,1
TRA028-000290,2024-08-15,R2,T2,131.5,101.6,186.0,181.2,1
TRA028-000291,2024-08-16,R3,T3,59.6,149.3,105.7,98.5,1
TRA028-000292,2024-08-16,R2,T1,95.1,5.7,103.8,139.4,1
TRA028-000293,2024-08-17,R3,T2,5.8,80.1,17.7,36.7,1
TRA028-000294,2024-08-18,R1,T3,58.3,146.2,121.0,97.0,1
TRA028-000295,2024-08-19,R1,T1,114.1,130.8,152.1,161.2,1
TRA028-000296,2024-08-20,R2,T2,141.9,37.5,179.8,193.2,1
TRA028-000297,2024-08-20,R6,T3,60.7,60.7,96.1,99.8,1
TRA028-000298,2024-08-21,R1,T1,92.5,29.8,138.8,136.4,1
TRA028-000299,2024-08-22,R2,T2,142.5,96.1,181.1,193.9,1
TRA028-000300,2024-08-23,R2,T3,12.9,85.1,16.5,44.8,1
TRA028-000301,2024-08-23,R4,T1,6.9,7.3,19.5,37.9,1
TRA028-000302,2024-08-24,R5,T2,33.6,62.5,80.8,68.6,1
TRA028-000303,2024-08-25,R6,T3,24.5,76.4,51.4,58.2,1
TRA028-000304,2024-08-26,R5,T1,8.4,102.4,38.2,39.7,1
TRA028-000305,2024-08-27,R5,T2,50.5,28.5,70.9,88.1,1
TRA028-000306,2024-08-27,R5,T3,45.9,13.1,,82.8,0
TRA028-000307,2024-08-28,R1,T1,88.1,3.2,96.4,131.3,1
TRA028-000308,2024-08-29,R5,T2,5.2,30.3,5,36.0,1
TRA028-000309,2024-08-30,R3,T3,105.2,47.6,156.3,151.0,1
TRA028-000310,2024-08-31,R6,T1,14.6,124.2,40.4,46.8,1
TRA028-000311,2024-08-31,R6,T2,68.1,38.6,90.7,108.3,1
TRA028-000312,2024-09-01,R1,T3,97.6,102.0,169.1,142.2,1
TRA028-000313,2024-09-02,R5,T1,27.8,112.1,57.2,62.0,1
TRA028-000314,2024-09-03,R4,T2,31.8,37.1,47.6,66.6,1
TRA028-000315,2024-09-04,R5,T3,97.1,35.8,123.6,141.7,1
TRA028-000316,2024-09-04,R4,T1,19.8,67.1,49.0,52.8,1
TRA028-000317,2024-09-05,R3,T2,5.8,49.5,29.7,36.7,1
TRA028-000318,2024-09-06,R3,T3,5.4,13.9,6.2,36.2,1
TRA028-000319,2024-09-07,R3,T1,137.2,147.2,164.8,187.8,1
TRA028-000320,2024-09-07,R6,T2,61.0,95.0,97.6,100.1,1
TRA028-000321,2024-09-08,R6,T3,19.4,63.0,57.4,52.3,1
TRA028-000322,2024-09-09,R4,T1,139.9,111.6,161.4,190.9,1
TRA028-000323,2024-09-10,R1,T2,19.9,121.9,55.8,52.9,1
TRA028-000324,2024-09-11,R6,T3,117.5,3.9,165.4,165.1,1
TRA028-000325,2024-09-11,R4,T1,71.5,8.8,,112.2,0
TRA028-000326,2024-09-12,R6,T2,58.0,74.6,89.4,96.7,1
TRA028-000327,2024-09-13,R2,T3,114.6,149.1,173.1,161.8,1
TRA028-000328,2024-09-14,R6,T1,18.6,117.3,22.1,51.4,1
TRA028-000329,2024-09-15,R5,T2,42.6,32.9,48.1,79.0,1
TRA028-000330,2024-09-15,R1,T3,82.0,126.4,146.2,124.3,1
TRA028-000331,2024-09-16,R1,T1,37.3,13.4,51.2,72.9,1
TRA028-000332,2024-09-17,R3,T2,18.3,3.0,57.1,51.0,1
TRA028-000333,2024-09-18,R3,T3,119.1,92.7,,167.0,1
TRA028-000334,2024-09-18,R4,T1,58.9,141.5,78.3,97.7,1
TRA028-000335,2024-09-19,R5,T2,98.9,84.5,128.5,143.7,1
TRA028-000336,2024-09-20,R5,T3,144.3,29.7,186.5,195.9,1
TRA028-000337,2024-09-21,R1,T1,133.4,83.7,163.8,183.4,1
TRA028-000338,2024-09-22,R5,T2,96.5,101.0,113.0,141.0,1
TRA028-000339,2024-09-22,R6,T3,97.3,144.1,125.8,141.9,1
TRA028-000340,2024-09-23,R6,T1,79.9,43.0,114.4,121.9,1
TRA028-000341,2024-09-24,R1,T2,142.4,38.9,181.4,193.8,1
TRA028-000342,2024-09-25,R4,T3,2.0,13.2,27.8,32.3,1
TRA028-000343,2024-09-26,R2,T1,121.0,126.2,154.2,169.1,1
TRA028-000344,2024-09-26,R5,T2,109.5,109.1,164.9,155.9,1
TRA028-000345,2024-09-27,R1,T3,81.2,79.1,119.2,123.4,1
TRA028-000346,2024-09-28,R1,T1,104.2,81.5,,149.8,0
TRA028-000347,2024-09-29,R5,T2,133.8,27.1,179.6,183.9,1
TRA028-000348,2024-09-29,R1,T3,84.2,50.4,123.4,126.8,1
TRA028-000349,2024-09-30,R4,T1,100.8,147.8,141.1,145.9,1
TRA028-000350,2024-10-01,R1,T2,12.4,10.8,20.6,44.3,1
TRA028-000351,2024-10-02,R3,T3,24.1,24.9,54.3,57.7,1
TRA028-000352,2024-10-03,R1,T1,65.5,104.7,108.4,105.3,1
TRA028-000353,2024-10-03,R1,T2,109.0,4.6,137.6,155.3,1
TRA028-000354,2024-10-04,R1,T3,93.0,144.0,148.5,136.9,1
TRA028-000355,2024-10-05,R6,T1,60.3,77.7,77.5,99.3,1
TRA028-000356,2024-10-06,R5,T2,64.2,44.4,78.7,103.8,1
TRA028-000357,2024-10-07,R3,T3,36.3,86.3,70.8,71.7,1
TRA028-000358,2024-10-07,R4,T1,133.9,25.5,133.8,184.0,1
