registro_id,fecha,distrito,kg,reciclable_kg,habitantes,km,cobertura_pct
RES037-000101,2024-02-03,centro,832.7,169.5,6000,23.2,80
RES037-000102,2024-02-03,sur,453.0,118.3,3600,12.8,80
RES037-000103,2024-02-04,norte,354.0,65.9,2400,24.3,80
RES037-000104,2024-02-04,centro,891.4,163.1,6000,20.0,80
RES037-000105,2024-02-04,sur,645.4,171.5,3600,12.0,100
RES037-000106,2024-02-05,norte,305.1,49.0,2400,9.7,60
RES037-000107,2024-02-05,centro,1120.9,240.8,6000,27.3,100
RES037-000108,2024-02-05,sur,838.0,162.9,3600,29.0,100
RES037-000109,2024-02-06,norte,249.9,52.1,2400,15.0,60
RES037-000110,2024-02-06,centro,1087.6,199.0,6000,27.4,100
RES037-000111,2024-02-06,sur,648.6,151.4,3600,25.3,100
RES037-000112,2024-02-07,norte,257.2,48.6,2400,23.7,60
RES037-000113,2024-02-07,centro,1101.8,234.9,6000,28.5,100
RES037-000114,2024-02-07,sur,705.1,189.1,3600,20.1,100
RES037-000115,2024-02-08,norte,456.0,69.9,2400,12.4,100
RES037-000116,2024-02-08,centro,1089.8,239.6,6000,22.1,100
RES037-000117,2024-02-08,sur,417.7,103.4,3600,22.5,60
RES037-000118,2024-02-09,norte,431.2,84.0,2400,22.6,100
RES037-000119,2024-02-09,centro,1058.7,179.3,6000,14.1,100
RES037-000120,2024-02-09,sur,617.6,140.1,3600,14.4,100
RES037-000121,2024-02-10,norte,253.7,43.8,2400,25.7,60
RES037-000122,2024-02-10,centro,789.8,148.9,6000,15.2,80
RES037-000123,2024-02-10,sur,461.1,93.9,3600,8.9,80
RES037-000125,2024-02-11,centro,1033.1,194.1,6000,14.6,100
RES037-000126,2024-02-11,sur,614.3,135.1,3600,10.9,100
RES037-000127,2024-02-12,norte,408.1,83.8,2400,29.2,80
RES037-000128,2024-02-12,centro,1034.7,235.8,6000,26.8,80
RES037-000129,2024-02-12,sur,744.8,154.5,3600,21.5,100
RES037-000130,2024-02-13,norte,326.5,67.3,2400,13.8,60
RES037-000131,2024-02-13,centro,642.9,143.6,6000,26.6,60
RES037-000132,2024-02-13,sur,698.6,131.6,3600,14.9,100
RES037-000133,2024-02-14,norte,415.0,74.9,2400,29.5,80
RES037-000134,2024-02-14,centro,1097.7,250.1,6000,15.3,100
RES037-000135,2024-02-14,sur,411.7,98.7,3600,28.8,60
RES037-000136,2024-02-15,norte,350.0,80.9,2400,11.0,80
RES037-000137,2024-02-15,centro,1074.3,227.9,6000,26.6,100
RES037-000138,2024-02-15,sur,605.6,125.8,3600,26.0,100
RES037-000139,2024-02-16,norte,339.1,67.3,2400,26.7,80
RES037-000140,2024-02-16,centro,674.4,90.4,6000,22.8,60
RES037-000141,2024-02-16,sur,694.8,148.9,3600,19.3,100
RES037-000142,2024-02-17,norte,392.8,85.1,2400,27.8,100
RES037-000143,2024-02-17,centro,557.7,113.9,6000,17.0,60
RES037-000144,2024-02-17,sur,615.8,137.1,3600,22.0,100
RES037-000145,2024-02-18,norte,463.0,91.6,2400,19.5,100
RES037-000146,2024-02-18,centro,1119.6,216.9,6000,26.9,100
RES037-000147,2024-02-18,sur,573.7,135.0,3600,23.5,80
RES037-000148,2024-02-19,norte,236.4,41.6,2400,27.9,60
RES037-000149,2024-02-19,centro,1186.4,207.4,6000,25.2,100
RES037-000150,2024-02-19,sur,781.6,196.1,3600,8.0,100
RES037-000151,2024-02-20,norte,244.1,55.9,2400,24.3,60
RES037-000152,2024-02-20,centro,1104.1,200.6,6000,19.8,100
RES037-000153,2024-02-20,sur,668.6,145.3,3600,18.0,100
RES037-000154,2024-02-21,norte,516.6,72.2,2400,25.4,100
RES037-000155,2024-02-21,centro,1104.0,231.1,6000,11.8,100
RES037-000156,2024-02-21,sur,653.0,149.4,3600,29.7,100
RES037-000157,2024-02-22,norte,429.4,86.6,2400,26.3,100
RES037-000158,2024-02-22,centro,1025.8,230.9,6000,24.3,100
RES037-000159,2024-02-22,sur,570.7,138.3,3600,17.5,80
RES037-000160,2024-02-23,norte,316.3,68.3,2400,24.0,80
RES037-000161,2024-02-23,centro,1037.7,208.0,6000,13.4,100
RES037-000162,2024-02-23,sur,678.2,115.1,3600,29.0,100
RES037-000163,2024-02-24,norte,333.6,65.9,2400,13.4,100
RES037-000164,2024-02-24,centro,1077.3,208.3,6000,23.7,100
RES037-000165,2024-02-24,sur,635.9,139.1,3600,27.5,100
RES037-000166,2024-02-25,norte,341.0,73.2,2400,8.1,80
RES037-000167,2024-02-25,centro,,183.2,6000,19.5,100
RES037-000168,2024-02-25,sur,508.4,128.0,3600,18.0,80
RES037-000169,2024-02-26,norte,332.3,49.6,2400,15.2,60
RES037-000170,2024-02-26,centro,811.7,179.8,6000,9.0,60
RES037-000171,2024-02-26,sur,478.2,119.1,3600,20.5,60
RES037-000172,2024-02-27,norte,457.1,75.5,2400,8.2,100
RES037-000173,2024-02-27,centro,1098.1,192.6,6000,19.6,100
RES037-000174,2024-02-27,sur,634.1,151.0,3600,14.0,100
RES037-000175,2024-02-28,norte,387.6,73.8,2400,28.1,100
RES037-000176,2024-02-28,centro,774.9,154.9,6000,11.6,80
RES037-000178,2024-02-29,norte,516.6,75.9,2400,21.6,100
RES037-000179,2024-02-29,centro,1104.9,251.9,6000,26.4,100
RES037-000180,2024-02-29,sur,692.2,190.2,3600,28.3,100
RES037-000181,2024-03-01,norte,445.3,85.0,2400,22.4,100
RES037-000182,2024-03-01,centro,767.4,110.4,6000,25.1,80
RES037-000183,2024-03-01,sur,626.6,136.4,3600,20.8,100
RES037-000184,2024-03-02,norte,460.9,85.1,2400,8.9,100
RES037-000185,2024-03-02,centro,643.3,104.9,6000,29.0,60
RES037-000186,2024-03-02,sur,439.4,89.1,3600,21.0,80
RES037-000187,2024-03-03,norte,324.1,41.9,2400,11.8,80
RES037-000188,2024-03-03,centro,1026.4,192.2,6000,17.9,100
RES037-000189,2024-03-03,sur,704.3,136.2,3600,21.6,100
RES037-000190,2024-03-04,norte,509.3,80.6,2400,27.8,100
RES037-000191,2024-03-04,centro,1222.2,250.7,6000,16.6,100
RES037-000192,2024-03-04,sur,765.3,209.9,3600,14.1,100
RES037-000193,2024-03-05,norte,430.8,93.1,2400,24.4,100
RES037-000194,2024-03-05,centro,648.3,126.0,6000,8.6,60
RES037-000195,2024-03-05,sur,443.7,99.0,3600,16.2,60
RES037-000196,2024-03-06,norte,326.0,56.0,2400,27.8,100
RES037-000197,2024-03-06,centro,675.2,126.4,6000,18.4,60
RES037-000198,2024-03-06,sur,649.2,145.8,3600,13.3,100
RES037-000199,2024-03-07,norte,460.4,88.9,2400,17.8,100
RES037-000200,2024-03-07,centro,830.4,197.5,6000,26.2,80
RES037-000201,2024-03-07,sur,534.6,111.8,3600,10.3,80
RES037-000202,2024-03-08,norte,340.2,46.7,2400,9.0,60
RES037-000203,2024-03-08,centro,661.5,134.8,6000,12.3,60
RES037-000204,2024-03-08,sur,737.3,196.0,3600,22.7,100
RES037-000205,2024-03-09,norte,393.6,78.3,2400,20.7,100
RES037-000206,2024-03-09,centro,656.3,139.9,6000,10.0,60
RES037-000207,2024-03-09,sur,416.6,102.5,3600,11.6,80
RES037-000208,2024-03-10,norte,356.5,55.4,2400,17.4,80
RES037-000209,2024-03-10,centro,1039.3,222.5,6000,29.6,100
RES037-000210,2024-03-10,sur,437.2,100.3,3600,11.3,80
RES037-000211,2024-03-11,norte,444.8,74.9,2400,14.0,100
RES037-000212,2024-03-11,centro,"1237,9",275.4,6000,10.7,100
RES037-000213,2024-03-11,sur,817.8,167.4,3600,21.4,100
RES037-000214,2024-03-12,norte,223.8,36.4,2400,23.9,60
RES037-000215,2024-03-12,centro,738.3,166.4,6000,29.4,60
RES037-000216,2024-03-12,sur,725.8,176.3,3600,18.3,100
RES037-000217,2024-03-13,norte,428.0,85.3,2400,22.6,100
RES037-000218,2024-03-13,centro,1108.1,247.0,6000,9.3,100
RES037-000219,2024-03-13,sur,384.0,79.6,3600,14.1,60
RES037-000220,2024-03-14,norte,419.5,69.9,2400,12.9,100
RES037-000221,2024-03-14,centro,1082.9,208.4,6000,19.3,100
RES037-000222,2024-03-14,sur,676.7,164.1,3600,12.9,100
RES037-000223,2024-03-15,norte,354.5,71.5,2400,24.8,80
RES037-000224,2024-03-15,centro,1094.0,271.6,6000,22.6,100
RES037-000225,2024-03-15,sur,622.1,166.3,3600,8.1,100
RES037-000226,2024-03-16,norte,408.5,80.9,2400,8.6,100
RES037-000227,2024-03-16,centro,638.3,132.0,6000,16.3,60
RES037-000228,2024-03-16,sur,549.1,137.4,3600,28.7,100
RES037-000229,2024-03-17,norte,466.8,76.3,2400,28.2,100
RES037-000231,2024-03-17,sur,602.7,149.6,3600,9.9,100
RES037-000232,2024-03-18,norte,494.6,84.0,2400,11.3,100
RES037-000233,2024-03-18,centro,1305.5,279.3,6000,14.1,100
RES037-000234,2024-03-18,sur,610.3,158.9,3600,21.7,80
RES037-000235,2024-03-19,norte,484.6,108.8,2400,19.6,100
RES037-000236,2024-03-19,centro,924.8,214.9,6000,8.3,80
RES037-000237,2024-03-19,sur,616.9,130.9,3600,27.3,100
RES037-000238,2024-03-20,norte,476.2,79.4,2400,24.1,100
RES037-000239,2024-03-20,centro,1033.9,213.8,6000,8.6,100
RES037-000240,2024-03-20,sur,692.3,160.9,3600,21.1,100
RES037-000241,2024-03-21,norte,405.6,83.5,2400,12.7,100
RES037-000242,2024-03-21,centro,583.1,86.6,6000,10.0,60
RES037-000243,2024-03-21,sur,425.1,90.3,3600,26.7,60
RES037-000244,2024-03-22,norte,350.9,60.6,2400,17.3,80
RES037-000245,2024-03-22,centro,1007.1,173.7,6000,27.5,100
RES037-000246,2024-03-22,sur,418.9,112.5,3600,20.9,60
RES037-000247,2024-03-23,norte,390.6,76.9,2400,15.7,100
RES037-000248,2024-03-23,centro,1066.3,245.0,6000,9.1,100
RES037-000249,2024-03-23,sur,629.1,142.2,3600,15.1,100
RES037-000250,2024-03-24,norte,,60.1,2400,20.6,100
RES037-000251,2024-03-24,centro,1136.9,182.4,6000,19.0,100
RES037-000252,2024-03-24,sur,499.3,134.8,3600,25.1,80
RES037-000253,2024-03-25,norte,475.2,98.4,2400,21.2,80
RES037-000254,2024-03-25,centro,1018.0,231.8,6000,13.8,80
RES037-000255,2024-03-25,sur,782.1,180.8,3600,23.1,100
RES037-000256,2024-03-26,norte,420.4,92.6,2400,18.0,100
RES037-000257,2024-03-26,centro,1026.5,205.2,6000,8.3,100
RES037-000258,2024-03-26,sur,664.0,189.9,3600,26.2,100
RES037-000259,2024-03-27,norte,324.0,74.8,2400,14.0,100
RES037-000260,2024-03-27,centro,898.3,198.1,6000,12.0,80
RES037-000261,2024-03-27,sur,652.1,117.6,3600,10.7,100
RES037-000262,2024-03-28,norte,396.6,62.1,2400,22.3,100
RES037-000263,2024-03-28,centro,1072.5,250.2,6000,22.1,100
RES037-000264,2024-03-28,sur,595.7,146.0,3600,17.0,80
RES037-000265,2024-03-29,norte,274.2,46.2,2400,24.5,60
RES037-000266,2024-03-29,centro,1067.4,217.0,6000,18.6,100
RES037-000267,2024-03-29,sur,466.5,125.2,3600,10.4,80
RES037-000268,2024-03-30,norte,270.4,48.3,2400,26.5,60
RES037-000269,2024-03-30,centro,1081.9,195.5,6000,13.0,100
RES037-000270,2024-03-30,sur,460.1,94.2,3600,24.6,80
RES037-000271,2024-03-31,norte,438.3,81.6,2400,12.3,100
RES037-000272,2024-03-31,centro,1083.1,183.9,6000,19.4,100
RES037-000273,2024-03-31,sur,468.6,111.3,3600,13.9,60
RES037-000274,2024-04-01,norte,353.2,78.2,2400,18.4,60
RES037-000275,2024-04-01,centro,1220.7,249.0,6000,20.8,100
RES037-000276,2024-04-01,sur,595.2,103.1,3600,16.9,80
RES037-000277,2024-04-02,norte,454.9,100.2,2400,14.0,100
RES037-000278,2024-04-02,centro,737.9,176.7,6000,20.7,60
RES037-000279,2024-04-02,sur,441.9,114.5,3600,25.2,60
RES037-000280,2024-04-03,norte,471.4,88.9,2400,25.9,100
RES037-000281,2024-04-03,centro,1045.7,203.4,6000,28.4,100
RES037-000282,2024-04-03,sur,675.6,157.3,3600,25.9,100
RES037-000284,2024-04-04,centro,616.1,121.4,6000,9.0,60
RES037-000285,2024-04-04,sur,523.4,98.2,3600,15.4,80
RES037-000286,2024-04-05,norte,209.3,34.9,2400,29.1,60
RES037-000287,2024-04-05,centro,1124.8,293.2,6000,14.1,100
RES037-000288,2024-04-05,sur,498.8,125.7,3600,18.6,80
RES037-000289,2024-04-06,norte,405.9,82.2,2400,16.1,100
RES037-000290,2024-04-06,centro,1156.4,270.6,6000,25.2,100
RES037-000291,2024-04-06,sur,610.8,131.6,3600,21.8,100
RES037-000292,2024-04-07,norte,509.1,95.2,2400,16.7,100
RES037-000293,2024-04-07,centro,869.7,185.7,6000,15.9,80
RES037-000294,2024-04-07,sur,709.8,176.6,3600,26.1,100
RES037-000295,2024-04-08,norte,431.3,71.6,2400,27.3,100
RES037-000296,2024-04-08,centro,1099.3,179.4,6000,24.3,100
RES037-000297,2024-04-08,sur,760.6,172.0,3600,17.8,100
RES037-000298,2024-04-09,norte,422.7,64.7,2400,21.8,80
RES037-000299,2024-04-09,centro,1119.6,269.2,6000,27.9,100
RES037-000300,2024-04-09,sur,673.7,142.9,3600,19.3,100
RES037-000301,2024-04-10,norte,353.1,72.4,2400,22.9,100
RES037-000302,2024-04-10,centro,1050.0,269.6,6000,18.4,100
RES037-000303,2024-04-10,sur,716.0,137.6,3600,21.9,100
RES037-000304,2024-04-11,norte,461.5,97.0,2400,27.0,100
RES037-000305,2024-04-11,centro,651.4,125.5,6000,10.3,60
RES037-000306,2024-04-11,sur,559.3,112.2,3600,8.1,80
RES037-000307,2024-04-12,norte,351.6,75.5,2400,22.3,80
RES037-000308,2024-04-12,centro,1051.6,214.6,6000,20.4,100
RES037-000309,2024-04-12,sur,680.3,117.2,3600,17.2,100
RES037-000310,2024-04-13,norte,192.1,35.9,2400,12.8,60
RES037-000311,2024-04-13,centro,866.2,198.6,6000,13.4,80
RES037-000312,2024-04-13,sur,666.8,162.4,3600,19.9,100
RES037-000313,2024-04-14,norte,460.2,85.5,2400,26.4,100
RES037-000314,2024-04-14,centro,838.7,185.7,6000,12.7,80
RES037-000315,2024-04-14,sur,607.5,164.1,3600,28.1,100
RES037-000316,2024-04-15,norte,439.4,89.6,2400,15.8,100
RES037-000317,2024-04-15,centro,1204.1,218.9,6000,20.6,100
RES037-000318,2024-04-15,sur,713.4,157.8,3600,24.4,100
RES037-000319,2024-04-16,norte,296.3,69.4,2400,18.6,80
RES037-000320,2024-04-16,centro,621.2,153.5,6000,21.0,60
RES037-000321,2024-04-16,sur,607.3,122.3,3600,24.7,100
RES037-000322,2024-04-17,norte,400.8,77.6,2400,24.8,100
RES037-000323,2024-04-17,centro,637.6,155.6,6000,20.7,60
RES037-000324,2024-04-17,sur,714.1,153.8,3600,19.0,100
RES037-000325,2024-04-18,norte,434.9,84.6,2400,11.3,100
RES037-000326,2024-04-18,centro,1088.1,260.7,6000,9.9,100
RES037-000327,2024-04-18,sur,622.4,146.8,3600,29.6,100
RES037-000328,2024-04-19,norte,386.8,79.0,2400,20.4,100
RES037-000329,2024-04-19,centro,1128.0,259.2,6000,11.2,100
RES037-000330,2024-04-19,sur,684.7,175.1,3600,21.0,100
RES037-000331,2024-04-20,norte,346.7,67.1,2400,8.9,100
RES037-000332,2024-04-20,centro,990.5,187.1,6000,14.2,100
RES037-000333,2024-04-20,sur,,134.8,3600,14.6,100
RES037-000334,2024-04-21,norte,445.7,79.5,2400,8.3,100
RES037-000335,2024-04-21,centro,655.7,116.6,6000,14.7,60
RES037-000337,2024-04-22,norte,367.0,98.7,2400,12.7,60
RES037-000338,2024-04-22,centro,745.4,178.0,6000,10.4,60
RES037-000339,2024-04-22,sur,775.9,175.0,3600,14.7,100
RES037-000340,2024-04-23,norte,372.6,73.8,2400,22.4,80
RES037-000341,2024-04-23,centro,607.6,121.2,6000,14.2,60
RES037-000342,2024-04-23,sur,503.3,135.4,3600,20.1,80
RES037-000343,2024-04-24,norte,252.4,47.0,2400,10.4,60
RES037-000344,2024-04-24,centro,619.0,120.9,6000,27.8,60
RES037-000345,2024-04-24,sur,459.5,96.8,3600,8.1,80
RES037-000346,2024-04-25,norte,357.7,63.6,2400,14.8,100
RES037-000347,2024-04-25,centro,1107.7,251.9,6000,25.3,100
RES037-000348,2024-04-25,sur,656.0,172.5,3600,17.9,100
RES037-000349,2024-04-26,norte,452.1,75.6,2400,28.5,100
RES037-000350,2024-04-26,centro,840.0,137.9,6000,15.0,80
RES037-000351,2024-04-26,sur,512.9,82.1,3600,20.7,80
RES037-000352,2024-04-27,norte,392.6,81.5,2400,15.1,100
RES037-000353,2024-04-27,centro,1052.1,195.7,6000,14.3,100
RES037-000354,2024-04-27,sur,685.2,148.8,3600,11.1,100
RES037-000355,2024-04-28,norte,226.6,52.1,2400,21.8,60
RES037-000356,2024-04-28,centro,786.2,169.5,6000,14.1,80
RES037-000357,2024-04-28,sur,757.3,195.3,3600,28.6,100
RES037-000358,2024-04-29,norte,487.4,87.3,2400,26.6,100
RES037-000359,2024-04-29,centro,1216.0,211.9,6000,13.1,100
RES037-000360,2024-04-29,sur,466.7,127.3,3600,22.8,60
RES037-000361,2024-04-30,norte,277.0,53.5,2400,13.7,60
RES037-000362,2024-04-30,centro,777.6,173.4,6000,8.1,60
RES037-000363,2024-04-30,sur,321.9,64.7,3600,21.6,60
RES037-000364,2024-05-01,norte,199.2,36.2,2400,28.7,60
RES037-000365,2024-05-01,centro,1112.2,218.9,6000,21.0,100
RES037-000366,2024-05-01,sur,660.2,131.9,3600,11.7,100
RES037-000367,2024-05-02,norte,259.5,48.7,2400,18.5,60
RES037-000368,2024-05-02,centro,659.2,163.3,6000,19.6,60
RES037-000369,2024-05-02,sur,437.6,112.6,3600,16.7,80
RES037-000370,2024-05-03,norte,247.5,48.8,2400,16.3,60
RES037-000371,2024-05-03,centro,817.6,177.7,6000,28.9,80
RES037-000372,2024-05-03,sur,392.3,98.9,3600,17.5,60
RES037-000373,2024-05-04,norte,438.7,74.5,2400,26.9,100
RES037-000374,2024-05-04,centro,1055.0,226.2,6000,26.4,100
RES037-000375,2024-05-04,sur,604.8,137.6,3600,10.4,100
RES037-000376,2024-05-05,norte,470.8,112.8,2400,20.0,100
RES037-000377,2024-05-05,centro,1148.8,204.2,6000,26.6,100
RES037-000378,2024-05-05,sur,696.9,147.6,3600,26.4,100
RES037-000379,2024-05-06,norte,544.5,94.4,2400,15.8,100
RES037-000380,2024-05-06,centro,1223.7,199.6,6000,17.1,100
RES037-000381,2024-05-06,sur,770.8,193.5,3600,24.7,100
RES037-000382,2024-05-07,norte,511.1,76.7,2400,20.6,100
RES037-000383,2024-05-07,centro,1019.0,202.7,6000,15.1,100
RES037-000384,2024-05-07,sur,482.9,125.2,3600,8.1,80
RES037-000385,2024-05-08,norte,417.5,64.9,2400,10.9,100
RES037-000386,2024-05-08,centro,1050.1,246.4,6000,26.6,100
RES037-000387,2024-05-08,sur,608.5,153.2,3600,8.6,100
RES037-000388,2024-05-09,norte,155.1,24.7,2400,20.3,60
RES037-000390,2024-05-09,sur,394.7,81.9,3600,8.0,60
RES037-000391,2024-05-10,norte,490.6,106.8,2400,23.4,100
RES037-000392,2024-05-10,centro,1000.2,218.8,6000,13.8,100
RES037-000393,2024-05-10,sur,648.0,116.9,3600,10.5,100
RES037-000394,2024-05-11,norte,271.4,55.4,2400,11.9,60
RES037-000395,2024-05-11,centro,773.8,157.5,6000,11.7,60
RES037-000396,2024-05-11,sur,487.2,131.4,3600,22.8,80
RES037-000397,2024-05-12,norte,489.6,114.1,2400,12.4,100
RES037-000398,2024-05-12,centro,1044.4,213.9,6000,28.4,100
RES037-000399,2024-05-12,sur,590.2,136.4,3600,26.4,100
RES037-000400,2024-05-13,norte,521.2,118.7,2400,12.6,100
RES037-000401,2024-05-13,centro,1295.6,282.5,6000,18.0,100
RES037-000402,2024-05-13,sur,706.3,176.8,3600,26.0,100
RES037-000403,2024-05-14,norte,474.5,93.5,2400,11.8,100
RES037-000404,2024-05-14,centro,1022.3,220.6,6000,23.9,100
RES037-000405,2024-05-14,sur,355.7,68.3,3600,16.3,60
RES037-000406,2024-05-15,norte,221.2,46.0,2400,10.8,60
RES037-000407,2024-05-15,centro,826.5,220.0,6000,19.9,80
RES037-000408,2024-05-15,sur,459.6,107.7,3600,16.7,80
RES037-000409,2024-05-16,norte,489.0,80.7,2400,19.5,100
RES037-000410,2024-05-16,centro,1176.7,279.0,6000,17.1,100
RES037-000411,2024-05-16,sur,631.9,165.7,3600,28.6,100
RES037-000412,2024-05-17,norte,445.1,65.1,2400,23.9,100
RES037-000413,2024-05-17,centro,601.8,131.4,6000,14.2,60
RES037-000414,2024-05-17,sur,682.0,150.1,3600,9.9,100
RES037-000415,2024-05-18,norte,454.8,105.6,2400,12.6,100
