registro_id,fecha,maquina,turno,unidades,defectos,horas,parada_min,vibracion,mantenimiento,fallo_7d,reparacion_coste
IND070-000024,2024-01-09,M6,noche,393,13,3.0,5.4,2.17,0,0,0
IND070-000025,2024-01-09,M1,dia,584,14,6.6,4.3,2.31,0,0,0
IND070-000026,2024-01-09,M2,dia,473,10,4.6,2.1,2.56,0,0,0
IND070-000027,2024-01-10,M3,dia,737,18,7.3,4.2,3.61,0,1,1085.56
IND070-000028,2024-01-10,M4,dia,785,25,3.4,0.6,3.55,0,0,0
IND070-000029,2024-01-10,M5,dia,591,14,6.3,3.5,0.95,0,0,0
IND070-000030,2024-01-11,M6,dia,203,10,7.8,2.8,3.99,1,0,0
IND070-000031,2024-01-11,M1,noche,551,10,6.2,1.7,2.3,1,0,0
IND070-000032,2024-01-11,M2,noche,459,9,6.0,2.8,3.6,0,0,0
IND070-000033,2024-01-12,M3,noche,515,4,4.2,14.0,4.6,0,1,1920.8
IND070-000034,2024-01-12,M4,noche,99,2,7.8,9.3,4.06,0,0,0
IND070-000035,2024-01-12,M5,noche,104,2,4.1,0.5,2.66,0,0,0
IND070-000036,2024-01-13,M6,noche,739,32,6.7,13.9,2.86,0,0,0
IND070-000037,2024-01-13,M1,dia,363,8,4.4,24.3,4.05,0,0,0
IND070-000038,2024-01-13,M2,dia,459,18,6.6,48.7,4.07,1,0,0
IND070-000039,2024-01-14,M3,dia,792,17,3.1,22.6,1.51,0,0,0
IND070-000040,2024-01-14,M4,dia,200,7,3.7,52.7,3.0,0,0,0
IND070-000041,2024-01-14,M5,dia,637,19,4.7,2.7,2.84,0,0,0
IND070-000042,2024-01-15,M6,dia,185,10,6.9,7.2,2.28,0,0,0
IND070-000043,2024-01-15,M1,noche,491,7,3.3,2.4,1.36,0,0,0
IND070-000044,2024-01-15,M2,noche,536,13,6.4,8.9,2.44,0,0,0
IND070-000045,2024-01-16,M3,noche,687,16,5.4,5.5,1.71,0,0,0
IND070-000046,2024-01-16,M4,noche,321,14,5.0,0.9,1.69,0,0,0
IND070-000047,2024-01-17,M5,noche,109,3,7.5,5.9,2.84,0,0,0
IND070-000048,2024-01-17,M6,noche,459,15,7.1,13.7,4.21,1,0,0
IND070-000049,2024-01-17,M1,dia,363,4,7.0,11.8,1.65,0,0,0
IND070-000050,2024-01-18,M2,dia,749,17,3.5,52.5,3.72,1,0,0
IND070-000051,2024-01-18,M3,dia,83,4,7.1,10.0,3.46,0,0,0
IND070-000052,2024-01-18,M4,dia,741,22,6.4,4.8,3.34,0,0,0
IND070-000053,2024-01-19,M5,dia,668,19,6.9,5.4,2.92,1,0,0
IND070-000054,2024-01-19,M6,dia,240,6,6.4,13.3,3.26,0,0,0
IND070-000055,2024-01-19,M1,noche,432,2,7.0,49.2,2.62,0,0,0
IND070-000056,2024-01-20,M2,noche,339,10,5.8,29.8,1.55,0,0,0
IND070-000057,2024-01-20,M3,noche,246,1,3.5,7.6,3.27,0,0,0
IND070-000058,2024-01-20,M4,noche,660,20,8.0,16.0,3.77,0,0,0
IND070-000059,2024-01-21,M5,noche,128,0,5.0,29.3,2.19,0,0,0
IND070-000060,2024-01-21,M6,noche,397,15,5.7,54.1,4.11,0,0,0
IND070-000061,2024-01-21,M1,dia,111,2,3.0,2.3,2.84,0,0,0
IND070-000062,2024-01-22,M2,dia,497,12,3.1,18.7,2.31,1,0,0
IND070-000063,2024-01-22,M3,dia,427,5,6.3,10.8,3.35,0,0,0
IND070-000064,2024-01-22,M4,dia,747,24,6.6,24.4,4.46,0,0,0
IND070-000065,2024-01-23,M5,dia,612,16,5.2,20.2,2.9,0,0,0
IND070-000066,2024-01-23,M6,dia,92,3,4.1,15.9,3.62,0,0,0
IND070-000067,2024-01-23,M1,noche,109,0,5.4,15.1,4.37,1,0,0
IND070-000068,2024-01-24,M2,noche,673,18,6.6,7.0,3.17,1,0,0
IND070-000069,2024-01-24,M3,noche,431,8,6.8,14.9,1.94,0,0,0
IND070-000070,2024-01-25,M4,noche,692,20,4.0,4.7,4.01,0,0,0
IND070-000071,2024-01-25,M5,noche,716,19,4.2,11.4,2.16,0,0,0
IND070-000072,2024-01-25,M6,noche,302,11,7.8,19.3,1.44,0,0,0
IND070-000073,2024-01-26,M1,dia,653,4,3.8,25.6,1.92,0,0,0
IND070-000074,2024-01-26,M2,dia,142,3,7.9,58.8,4.21,0,0,0
IND070-000075,2024-01-26,M3,dia,573,13,6.9,10.8,3.67,0,0,0
IND070-000076,2024-01-27,M4,dia,365,11,3.9,0.4,2.3,0,0,0
IND070-000077,2024-01-27,M5,dia,734,21,4.0,17.3,4.07,0,0,0
IND070-000078,2024-01-27,M6,dia,115,4,7.2,8.0,5.01,0,0,0
IND070-000079,2024-01-28,M1,noche,134,2,7.5,35.7,1.06,0,0,0
IND070-000080,2024-01-28,M2,noche,277,9,4.3,4.0,3.49,0,0,0
IND070-000081,2024-01-28,M3,noche,104,2,4.3,43.5,2.15,1,0,0
IND070-000082,2024-01-29,M4,noche,764,24,4.8,5.6,2.97,0,0,0
IND070-000083,2024-01-29,M5,noche,765,22,3.6,107.0,4.82,0,0,0
IND070-000084,2024-01-29,M6,noche,776,33,3.4,1.1,,1,0,0
IND070-000085,2024-01-30,M1,dia,542,8,7.4,60.3,0.67,0,0,0
IND070-000086,2024-01-30,M2,dia,416,17,3.5,38.0,1.92,0,0,0
IND070-000087,2024-01-30,M3,dia,684,15,5.7,21.8,2.96,0,0,0
IND070-000088,2024-01-31,M4,dia,693,22,7.1,20.3,4.11,1,0,0
IND070-000089,2024-01-31,M5,dia,467,15,5.7,23.0,3.45,0,0,0
IND070-000090,2024-01-31,M6,dia,208,6,7.7,32.1,4.97,1,0,0
IND070-000091,2024-02-01,M1,noche,635,9,3.6,20.0,2.53,0,0,0
IND070-000092,2024-02-01,M2,noche,488,8,5.8,7.2,3.32,0,0,0
IND070-000093,2024-02-02,M3,noche,109,2,4.8,46.1,1.94,0,0,0
IND070-000094,2024-02-02,M4,noche,717,20,4.6,18.5,3.4,0,0,0
IND070-000095,2024-02-02,M5,noche,256,10,7.1,26.1,5.11,0,0,0
IND070-000096,2024-02-03,M6,noche,328,11,4.6,32.6,4.12,0,0,0
IND070-000097,2024-02-03,M1,dia,406,6,6.4,6.6,3.73,0,0,0
IND070-000098,2024-02-03,M2, DIA ,390,15,5.8,1.2,3.52,0,0,0
IND070-000099,2024-02-04,M3,dia,359,11,4.6,18.2,1.78,0,0,0
IND070-000100,2024-02-04,M4,dia,422,10,6.0,3.6,2.25,0,1,1623.65
IND070-000101,2024-02-04,M5,dia,182,2,6.4,17.9,2.22,0,0,0
IND070-000102,2024-02-05,M6,dia,519,21,3.9,12.4,4.1,1,0,0
IND070-000103,2024-02-05,M1,noche,450,8,3.2,0.6,2.4,0,0,0
IND070-000104,2024-02-05,M2,noche,464,8,5.4,5.2,2.1,0,0,0
IND070-000105,2024-02-06,M3,noche,497,10,6.5,15.8,2.63,0,0,0
IND070-000106,2024-02-06,M4,noche,138,8,3.8,0.1,5.73,0,1,1106.22
IND070-000107,2024-02-06,M5,noche,523,19,5.7,65.7,3.63,0,0,0
IND070-000108,2024-02-07,M6,noche,737,29,5.9,13.0,5.63,0,0,0
IND070-000109,2024-02-07,M1,dia,624,13,5.6,9.1,2.92,0,0,0
IND070-000110,2024-02-07,M2,dia,300,10,6.7,12.9,3.61,0,0,0
IND070-000111,2024-02-08,M3,dia,678,12,4.9,3.0,4.2,0,0,0
IND070-000112,2024-02-08,M4,dia,730,20,5.4,15.7,5.41,0,1,2157.32
IND070-000113,2024-02-08,M5,dia,388,15,7.0,12.1,2.59,0,0,0
IND070-000114,2024-02-09,M6,dia,616,24,6.7,13.0,2.48,1,0,0
IND070-000115,2024-02-09,M1,noche,224,3,5.4,3.5,3.09,0,0,0
IND070-000116,2024-02-10,M2,noche,737,23,3.0,29.1,3.05,0,0,0
IND070-000117,2024-02-10,M3,noche,510,11,5.3,1.5,2.07,0,0,0
IND070-000118,2024-02-10,M4,noche,91,1,6.9,12.8,3.14,0,1,2184.65
IND070-000119,2024-02-11,M5,noche,523,18,5.1,105.7,4.29,0,0,0
IND070-000120,2024-02-11,M6,noche,662,20,4.4,25.9,4.58,0,0,0
IND070-000121,2024-02-11,M1,dia,333,2,5.0,18.0,2.15,0,0,0
IND070-000122,2024-02-12,M2,dia,208,6,4.4,30.6,3.04,0,0,0
IND070-000123,2024-02-12,M3,dia,223,2,4.7,15.3,4.12,0,0,0
IND070-000124,2024-02-12,M4,dia,591,15,7.8,1.6,2.86,0,0,0
IND070-000125,2024-02-13,M5,dia,378,12,4.9,4.6,1.15,0,0,0
IND070-000126,2024-02-13,M6,dia,510,24,6.3,13.5,4.05,1,0,0
IND070-000127,2024-02-13,M1,noche,124,5,4.7,26.3,1.22,0,0,0
IND070-000128,2024-02-14,M2,noche,560,9,4.5,7.8,2.87,1,0,0
IND070-000129,2024-02-14,M3,noche,386,10,8.0,3.7,1.76,0,0,0
IND070-000130,2024-02-14,M4,noche,526,21,3.0,8.8,1.52,0,0,0
IND070-000131,2024-02-15,M5,noche,781,19,6.7,11.1,2.67,0,0,0
IND070-000132,2024-02-15,M6,noche,304,18,6.8,13.5,4.34,1,0,0
IND070-000133,2024-02-15,M1,dia,598,7,7.7,8.1,0.23,0,0,0
IND070-000134,2024-02-16,M2,dia,664,19,4.3,3.8,1.7,0,0,0
IND070-000135,2024-02-16,M3,dia,143,4,6.0,22.7,2.17,0,0,0
IND070-000136,2024-02-16,M4,dia,522,20,4.8,0.2,2.65,0,0,0
IND070-000137,2024-02-17,M5,dia,579,11,3.9,34.5,4.8,0,0,0
IND070-000138,2024-02-17,M6,dia,604,21,3.8,52.0,5.02,0,0,0
IND070-000139,2024-02-18,M1,noche,394,8,4.9,5.4,2.05,0,0,0
IND070-000140,2024-02-18,M2,noche,568,14,7.8,16.9,1.76,0,0,0
IND070-000141,2024-02-18,M3,noche,729,15,4.0,67.9,2.98,0,0,0
IND070-000142,2024-02-19,M4,noche,268,8,4.6,11.9,1.7,0,0,0
IND070-000143,2024-02-19,M5,noche,449,13,4.1,5.7,5.29,1,0,0
IND070-000144,2024-02-19,M6,noche,766,35,7.1,5.0,4.75,1,0,0
IND070-000145,2024-02-20,M1,dia,791,16,5.4,3.9,3.29,0,0,0
IND070-000146,2024-02-20,M2,dia,386,11,6.4,35.3,1.69,0,0,0
IND070-000147,2024-02-20,M3,dia,778,24,3.5,21.7,3.16,0,0,0
IND070-000148,2024-02-21,M4,dia,726,27,6.0,13.5,2.51,0,0,0
IND070-000149,2024-02-21,M5,dia,312,8,7.2,58.1,3.82,1,0,0
IND070-000150,2024-02-21,M6,dia,749,28,3.7,6.9,3.73,0,0,0
IND070-000151,2024-02-22,M1,noche,494,4,6.5,3.4,2.42,0,0,0
IND070-000152,2024-02-22,M2,noche,343,9,3.4,48.3,2.06,1,0,0
IND070-000153,2024-02-22,M3,noche,759,17,4.3,17.9,1.41,0,0,0
IND070-000154,2024-02-23,M4,noche,237,6,6.0,10.4,5.26,0,0,0
IND070-000155,2024-02-23,M5,noche,113,1,4.2,13.4,4.15,0,0,0
IND070-000156,2024-02-23,M6,noche,371,15,7.0,13.2,3.3,0,0,0
IND070-000157,2024-02-24,M1,dia,608,11,3.4,8.2,1.73,0,0,0
IND070-000158,2024-02-24,M2,dia,383,10,5.0,19.4,1.48,0,0,0
IND070-000159,2024-02-24,M3,dia,583,21,5.6,5.4,3.0,0,0,0
IND070-000160,2024-02-25,M4,dia,91,0,6.0,8.5,3.31,0,1,1128.13
IND070-000161,2024-02-25,M5,dia,446,11,6.2,43.7,3.21,0,0,0
IND070-000162,2024-02-26,M6,dia,526,10,6.1,0.7,2.35,0,0,0
IND070-000163,2024-02-26,M1,noche,316,1,3.1,0.7,2.4,1,0,0
IND070-000164,2024-02-26,M2,noche,590,10,6.9,23.1,1.77,0,0,0
IND070-000165,2024-02-27,M3,noche,531,13,5.4,11.4,2.63,1,0,0
IND070-000166,2024-02-27,M4,noche,301,11,3.4,4.3,4.09,1,1,800.95
IND070-000167,2024-02-27,M5,noche,522,16,5.8,4.8,,0,0,0
IND070-000168,2024-02-28,M6,noche,91,4,4.1,13.3,4.77,0,0,0
IND070-000169,2024-02-28,M1,dia,209,1,3.4,56.7,2.18,0,0,0
IND070-000170,2024-02-28,M2,dia,353,14,5.1,3.4,1.13,0,0,0
IND070-000171,2024-02-29,M3,dia,329,3,6.6,7.6,3.03,0,0,0
IND070-000172,2024-02-29,M4,dia,161,4,8.0,6.8,5.23,0,1,2992.47
IND070-000173,2024-02-29,M5,dia,449,15,5.7,6.8,4.9,0,0,0
IND070-000174,2024-03-01,M6,dia,669,28,3.7,27.6,2.29,0,0,0
IND070-000175,2024-03-01,M1,noche,652,10,7.4,10.4,1.83,0,0,0
IND070-000176,2024-03-01,M2,noche,356,13,6.7,4.1,3.41,1,0,0
IND070-000177,2024-03-02,M3,noche,202,3,5.6,47.6,3.83,0,0,0
IND070-000178,2024-03-02,M4,noche,714,22,6.3,33.2,3.73,0,0,0
IND070-000179,2024-03-02,M5,noche,750,10,6.9,22.3,3.05,1,0,0
IND070-000180,2024-03-03,M6,noche,629,16,4.2,36.5,4.94,0,0,0
IND070-000181,2024-03-03,M1,dia,498,6,5.3,8.6,1.22,0,0,0
IND070-000182,2024-03-04,M2,dia,489,8,3.5,24.7,3.03,0,0,0
IND070-000183,2024-03-04,M3,dia,635,13,7.0,19.5,3.37,0,0,0
IND070-000184,2024-03-04,M4,dia,425,17,4.0,32.0,2.01,0,0,0
IND070-000185,2024-03-05,M5,dia,419,7,4.4,34.3,4.98,0,0,0
IND070-000186,2024-03-05,M6,dia,139,4,7.5,32.5,3.0,0,0,0
IND070-000187,2024-03-05,M1,noche,155,0,3.7,48.2,3.3,0,0,0
IND070-000188,2024-03-06,M2,noche,589,12,6.5,36.4,3.14,0,0,0
IND070-000189,2024-03-06,M3,noche,713,20,7.3,8.9,3.19,1,0,0
IND070-000190,2024-03-06,M4,noche,81,5,7.8,17.9,3.4,0,0,0
IND070-000191,2024-03-07,M5,noche,236,6,7.4,24.1,3.68,0,0,0
IND070-000192,2024-03-07,M6,noche,111,4,8.0,2.9,5.27,0,0,0
IND070-000193,2024-03-07,M1,dia,582,13,4.1,18.8,2.22,0,0,0
IND070-000194,2024-03-08,M2,dia,144,6,7.3,15.0,2.46,0,0,0
IND070-000195,2024-03-08,M3, DIA ,723,15,5.0,54.4,4.26,0,0,0
IND070-000196,2024-03-08,M4,dia,712,16,7.6,29.7,3.31,0,0,0
IND070-000197,2024-03-09,M5,dia,159,7,5.8,19.0,4.16,0,0,0
IND070-000198,2024-03-09,M6,dia,555,16,7.9,7.1,3.36,0,0,0
IND070-000199,2024-03-09,M1,noche,269,5,6.2,24.4,2.88,0,0,0
IND070-000200,2024-03-10,M2,noche,439,11,7.7,17.4,2.13,1,0,0
IND070-000201,2024-03-10,M3,noche,555,13,4.0,53.3,3.11,0,0,0
IND070-000202,2024-03-10,M4,noche,503,16,4.6,4.0,3.45,0,0,0
IND070-000203,2024-03-11,M5,noche,650,23,7.9,31.1,3.07,0,0,0
IND070-000204,2024-03-11,M6,noche,374,21,3.4,26.7,3.91,1,0,0
IND070-000205,2024-03-12,M1,dia,299,2,3.7,46.4,3.95,0,0,0
IND070-000206,2024-03-12,M2,dia,385,3,6.4,16.0,2.88,0,0,0
IND070-000207,2024-03-12,M3,dia,207,4,7.6,35.4,3.41,0,0,0
IND070-000208,2024-03-13,M4,dia,509,15,6.0,0.4,3.74,1,0,0
IND070-000209,2024-03-13,M5,dia,730,17,5.5,15.7,2.43,0,0,0
IND070-000210,2024-03-13,M6,dia,539,18,4.2,5.2,4.06,0,0,0
IND070-000211,2024-03-14,M1,noche,261,3,6.5,13.3,2.13,0,0,0
IND070-000212,2024-03-14,M2,noche,455,8,6.1,5.7,"3,57",0,0,0
IND070-000213,2024-03-14,M3,noche,326,8,7.2,59.9,4.42,0,0,0
IND070-000214,2024-03-15,M4,noche,601,13,7.1,12.3,2.71,0,0,0
IND070-000215,2024-03-15,M5,noche,147,5,3.2,0.8,2.16,0,0,0
IND070-000216,2024-03-15,M6,noche,387,9,7.8,3.3,5.45,0,0,0
IND070-000217,2024-03-16,M1,dia,681,13,7.3,6.3,2.42,0,0,0
IND070-000218,2024-03-16,M2,dia,575,25,3.1,29.1,3.92,0,0,0
IND070-000219,2024-03-16,M3,dia,624,18,6.4,16.0,5.35,1,0,0
IND070-000220,2024-03-17,M4,dia,583,18,5.8,3.2,3.58,0,0,0
IND070-000221,2024-03-17,M5,dia,296,12,7.3,13.9,2.59,0,0,0
IND070-000222,2024-03-17,M6,dia,94,3,4.4,0.6,3.88,1,0,0
IND070-000223,2024-03-18,M1,noche,88,0,5.8,9.2,2.81,0,0,0
IND070-000224,2024-03-18,M2,noche,196,7,6.7,10.8,2.77,1,0,0
IND070-000225,2024-03-18,M3,noche,526,6,7.7,0.6,4.96,0,0,0
IND070-000226,2024-03-19,M4,noche,391,12,4.1,2.7,1.74,0,0,0
IND070-000227,2024-03-19,M5,noche,355,9,7.1,24.4,4.28,0,0,0
IND070-000228,2024-03-20,M6,noche,501,14,4.5,8.7,4.14,0,0,0
IND070-000229,2024-03-20,M1,dia,357,6,3.2,3.6,3.89,1,1,1481.62
IND070-000230,2024-03-20,M2,dia,567,12,6.2,9.1,0.34,0,0,0
IND070-000231,2024-03-21,M3,dia,368,7,7.2,10.8,2.57,0,0,0
IND070-000232,2024-03-21,M4,dia,690,21,7.0,53.6,2.23,0,0,0
IND070-000233,2024-03-21,M5,dia,352,12,7.0,5.3,4.18,0,0,0
IND070-000234,2024-03-22,M6,dia,793,29,6.7,23.2,2.12,0,0,0
IND070-000235,2024-03-22,M1,noche,257,3,3.9,8.5,2.29,0,1,449.65
IND070-000236,2024-03-22,M2,noche,324,11,7.2,56.0,1.56,0,0,0
IND070-000237,2024-03-23,M3,noche,155,5,6.5,2.0,3.02,0,0,0
IND070-000238,2024-03-23,M4,noche,592,22,5.5,5.4,4.47,0,0,0
IND070-000239,2024-03-23,M5,noche,482,9,7.1,25.0,3.94,0,0,0
IND070-000240,2024-03-24,M6,noche,782,23,4.3,14.2,3.5,0,0,0
IND070-000241,2024-03-24,M1,dia,613,3,7.1,18.2,4.04,0,1,491.43
IND070-000242,2024-03-24,M2,dia,532,12,5.9,3.4,2.67,1,0,0
IND070-000243,2024-03-25,M3,dia,471,12,4.7,42.3,3.49,0,0,0
IND070-000244,2024-03-25,M4,dia,357,14,6.1,35.6,2.33,0,0,0
IND070-000245,2024-03-25,M5,dia,462,9,6.8,31.0,3.06,1,0,0
IND070-000246,2024-03-26,M6,dia,397,4,7.1,17.8,3.48,0,0,0
IND070-000247,2024-03-26,M1,noche,374,11,6.0,4.1,4.95,0,1,688.09
IND070-000248,2024-03-26,M2,noche,750,18,5.5,6.0,2.16,0,0,0
IND070-000249,2024-03-27,M3,noche,520,11,7.2,6.3,2.05,0,0,0
IND070-000250,2024-03-27,M4,noche,406,8,4.0,23.6,,0,0,0
IND070-000251,2024-03-28,M5,noche,101,3,6.1,16.8,4.07,1,0,0
IND070-000252,2024-03-28,M6,noche,640,29,5.8,13.8,4.72,0,0,0
IND070-000253,2024-03-28,M1,dia,525,11,3.6,2.8,3.79,0,1,2451.47
IND070-000254,2024-03-29,M2,dia,330,6,3.7,5.5,3.0,1,0,0
IND070-000255,2024-03-29,M3,dia,361,4,7.6,9.9,4.71,0,0,0
IND070-000256,2024-03-29,M4,dia,110,3,5.5,49.9,3.1,0,0,0
IND070-000257,2024-03-30,M5,dia,370,21,3.3,14.5,3.48,0,0,0
IND070-000258,2024-03-30,M6,dia,440,17,7.3,17.4,3.4,0,0,0
IND070-000259,2024-03-30,M1,noche,428,3,7.1,21.9,4.26,0,1,2438.14
IND070-000260,2024-03-31,M2,noche,138,5,4.6,2.8,2.71,0,0,0
IND070-000261,2024-03-31,M3,noche,541,11,4.2,7.2,5.82,0,0,0
IND070-000262,2024-03-31,M4,noche,186,3,6.3,16.5,4.69,0,0,0
IND070-000263,2024-04-01,M5,noche,379,14,7.6,11.0,3.24,0,0,0
IND070-000264,2024-04-01,M6,noche,522,16,4.8,6.9,2.65,0,0,0
IND070-000265,2024-04-01,M1,dia,345,6,5.4,1.8,4.27,1,1,912.95
IND070-000266,2024-04-02,M2,dia,529,18,3.4,0.8,3.81,0,0,0
IND070-000267,2024-04-02,M3,dia,494,14,4.9,15.5,2.94,0,0,0
IND070-000268,2024-04-02,M4,dia,332,10,7.3,13.4,5.1,1,0,0
IND070-000269,2024-04-03,M5,dia,731,16,6.3,1.1,4.13,0,0,0
IND070-000270,2024-04-03,M6,dia,645,27,3.9,8.1,5.25,0,0,0
IND070-000271,2024-04-03,M1,noche,761,13,6.4,15.9,1.88,1,0,0
IND070-000272,2024-04-04,M2,noche,742,20,4.2,20.0,3.13,0,0,0
IND070-000273,2024-04-04,M3,noche,713,14,4.2,55.3,3.66,1,0,0
IND070-000274,2024-04-05,M4,noche,84,3,3.6,14.5,2.83,0,0,0
IND070-000275,2024-04-05,M5,noche,414,9,8.0,8.3,4.05,0,0,0
IND070-000276,2024-04-05,M6,noche,305,15,7.5,23.4,3.19,0,0,0
IND070-000277,2024-04-06,M1,dia,308,3,3.7,22.8,3.47,1,0,0
IND070-000278,2024-04-06,M2,dia,544,12,5.0,12.9,2.6,1,0,0
IND070-000279,2024-04-06,M3,dia,522,12,5.4,7.7,0.65,1,0,0
IND070-000280,2024-04-07,M4,dia,234,10,6.8,21.4,2.33,0,0,0
IND070-000281,2024-04-07,M5,dia,203,5,7.0,9.2,1.76,0,0,0
IND070-000282,2024-04-07,M6,dia,758,27,4.8,42.7,3.99,0,0,0
IND070-000283,2024-04-08,M1,noche,251,3,5.6,69.7,1.95,1,0,0
IND070-000284,2024-04-08,M2,noche,493,18,6.4,12.9,3.18,0,0,0
IND070-000285,2024-04-08,M3,noche,561,12,3.3,13.6,3.7,0,0,0
IND070-000286,2024-04-09,M4,noche,704,22,3.7,18.7,4.79,0,0,0
IND070-000287,2024-04-09,M5,noche,610,19,7.3,12.2,5.32,0,0,0
IND070-000288,2024-04-09,M6,noche,660,20,5.0,62.7,2.53,0,0,0
IND070-000289,2024-04-10,M1,dia,704,9,5.1,7.7,1.5,0,0,0
IND070-000290,2024-04-10,M2,dia,316,5,5.1,25.6,3.04,0,0,0
IND070-000291,2024-04-10,M3,dia,723,18,7.1,30.8,2.87,1,0,0
IND070-000292,2024-04-11,M4, DIA ,188,4,3.4,3.6,3.16,0,0,0
IND070-000293,2024-04-11,M5,dia,339,9,4.3,30.1,4.61,0,0,0
IND070-000294,2024-04-11,M6,dia,213,8,4.4,10.0,2.48,0,0,0
IND070-000295,2024-04-12,M1,noche,134,2,5.3,32.8,2.65,0,0,0
IND070-000296,2024-04-12,M2,noche,586,19,4.3,20.6,2.9,0,0,0
IND070-000297,2024-04-13,M3,noche,793,16,6.3,10.0,3.12,0,0,0
IND070-000298,2024-04-13,M4,noche,430,11,6.0,5.6,2.61,0,0,0
IND070-000299,2024-04-13,M5,noche,734,29,3.5,18.7,3.0,1,0,0
IND070-000300,2024-04-14,M6,noche,626,18,6.9,0.2,4.18,0,0,0
IND070-000301,2024-04-14,M1,dia,373,4,3.5,5.2,2.41,0,0,0
IND070-000302,2024-04-14,M2,dia,334,11,5.1,32.5,2.57,0,0,0
IND070-000303,2024-04-15,M3,dia,781,19,5.2,28.5,2.96,1,0,0
IND070-000304,2024-04-15,M4,dia,282,12,4.1,15.9,3.45,0,0,0
IND070-000305,2024-04-15,M5,dia,795,19,4.9,7.3,3.03,1,0,0
IND070-000306,2024-04-16,M6,dia,428,16,5.9,7.6,4.38,0,0,0
IND070-000307,2024-04-16,M1,noche,535,4,5.3,7.1,3.43,0,0,0
IND070-000308,2024-04-16,M2,noche,460,16,5.2,33.0,3.29,1,0,0
IND070-000309,2024-04-17,M3,noche,653,14,5.8,22.4,1.83,0,0,0
IND070-000310,2024-04-17,M4,noche,767,28,6.8,34.5,1.47,0,0,0
IND070-000311,2024-04-17,M5,noche,268,3,3.4,34.4,4.24,0,0,0
IND070-000312,2024-04-18,M6,noche,630,24,6.6,3.0,3.07,0,0,0
IND070-000313,2024-04-18,M1,dia,780,9,6.3,50.1,0.62,0,0,0
IND070-000314,2024-04-18,M2,dia,378,3,5.4,29.5,3.41,0,0,0
IND070-000315,2024-04-19,M3,dia,392,9,6.4,1.1,2.09,0,0,0
IND070-000316,2024-04-19,M4,dia,652,23,6.1,22.8,1.28,0,0,0
IND070-000317,2024-04-19,M5,dia,369,16,6.7,2.5,2.38,0,0,0
IND070-000318,2024-04-20,M6,dia,752,30,5.5,25.3,2.92,1,0,0
IND070-000319,2024-04-20,M1,noche,581,7,3.8,1.5,2.87,0,0,0
IND070-000320,2024-04-21,M2,noche,581,17,5.8,2.7,2.38,0,0,0
IND070-000321,2024-04-21,M3,noche,327,4,4.0,0.3,3.83,0,0,0
IND070-000322,2024-04-21,M4,noche,277,6,4.0,13.4,4.18,1,0,0
IND070-000323,2024-04-22,M5,noche,237,6,7.3,26.1,3.9,0,0,0
IND070-000324,2024-04-22,M6,noche,762,28,5.3,14.9,4.63,0,0,0
IND070-000325,2024-04-22,M1,dia,618,11,6.6,14.3,4.06,1,0,0
IND070-000326,2024-04-23,M2,dia,212,6,4.8,6.4,2.31,1,0,0
IND070-000327,2024-04-23,M3,dia,161,5,3.3,0.9,3.55,0,0,0
IND070-000328,2024-04-23,M4,dia,305,12,5.4,51.5,3.41,1,0,0
IND070-000329,2024-04-24,M5,dia,561,14,6.5,58.2,4.66,0,0,0
