registro_id,fecha,proveedor,producto,solicitado,recibido,prometido_dias,plazo_dias,estado
COM019-000054,2024-01-09,P06,P05,124,124,8,8,completo
COM019-000055,2024-01-09,P07,P05,79,79,9,9,completo
COM019-000056,2024-01-09,P08,P05,83,83,10,8,completo
COM019-000057,2024-01-09,P09,P05,126,126,7,8,completo
COM019-000058,2024-01-09,P10,P05,131,131,8,10,completo
COM019-000059,2024-01-09,P11,P05,103,9,9,10,parcial
COM019-000060,2024-01-09,P12,P05,57,57,10,12,completo
COM019-000061,2024-01-10,P01,P06,110,110,7,5,completo
COM019-000062,2024-01-10,P02,P06,63,63,8,8,completo
COM019-000063,2024-01-10,P03,P06,97,0,9,721,pendiente
COM019-000064,2024-01-10,P04,P06,57,57,10,13,completo
COM019-000065,2024-01-10,P05,P06,137,137,7,5,completo
COM019-000066,2024-01-10,P06,P06,174,174,8,10,completo
COM019-000067,2024-01-11,P07,P06,125,0,9,720,pendiente
COM019-000068,2024-01-11,P08,P06,187,187,10,12,completo
COM019-000069,2024-01-11,P09,P06,124,87,7,9,parcial
COM019-000070,2024-01-11,P10,P06,32,32,8,10,completo
COM019-000071,2024-01-11,P11,P06,50,50,9,13,completo
COM019-000072,2024-01-11,P12,P06,80,80,10,,completo
COM019-000073,2024-01-11,P01,P07,12,7,7,6,parcial
COM019-000074,2024-01-12,P02,P07,133,133,8,6,completo
COM019-000075,2024-01-12,P03,P07,55,55,9,6,completo
COM019-000076,2024-01-12,P04,P07,124,124,10,13,completo
COM019-000077,2024-01-12,P05,P07,63,26,7,11,parcial
COM019-000078,2024-01-12,P06,P07,51,51,8,10,completo
COM019-000079,2024-01-12,P07,P07,133,117,9,10,parcial
COM019-000080,2024-01-13,P08,P07,67,67,10,11,completo
COM019-000081,2024-01-13,P09,P07,157,157,7,8,completo
COM019-000082,2024-01-13,P10,P07,139,139,8,12,completo
COM019-000083,2024-01-13,P11,P07,110,10,9,8,parcial
COM019-000084,2024-01-13,P12,P07,99,99,10,10,completo
COM019-000085,2024-01-13,P01,P08,129,129,7,1,completo
COM019-000086,2024-01-13,P02,P08,164,164,8,6,completo
COM019-000087,2024-01-14,P03,P08,48,48,9,8,completo
COM019-000088,2024-01-14,P04,P08,193,193,10,1,completo
COM019-000089,2024-01-14,P05,P08,109,62,7,11,parcial
COM019-000090,2024-01-14,P06,P08,94,0,8,717,pendiente
COM019-000091,2024-01-14,P07,P08,179,179,9,11,completo
COM019-000092,2024-01-14,P08,P08,186,186,10,13,completo
COM019-000093,2024-01-15,P09,P08,103,103,7,15,completo
COM019-000094,2024-01-15,P10,P08,51,51,8,17,completo
COM019-000095,2024-01-15,P11,P08,112,112,9,12,completo
COM019-000096,2024-01-15,P12,P08,156,156,10,12,completo
COM019-000097,2024-01-15,P01,P09,199,199,7,4,completo
COM019-000098,2024-01-15,P02,P09,79,0,8,716, PENDIENTE 
COM019-000099,2024-01-15,P03,P09,92,0,9,716,pendiente
COM019-000100,2024-01-16,P04,P09,165,165,10,10,completo
COM019-000101,2024-01-16,P05,P09,150,150,7,5,completo
COM019-000102,2024-01-16,P06,P09,152,152,8,15,completo
COM019-000103,2024-01-16,P07,P09,84,84,9,11,completo
COM019-000104,2024-01-16,P08,P09,34,10,10,8,parcial
COM019-000105,2024-01-16,P09,P09,177,0,7,715,pendiente
COM019-000106,2024-01-16,P10,P09,98,98,8,13,completo
COM019-000107,2024-01-17,P11,P09,85,85,9,14,completo
COM019-000108,2024-01-17,P12,P09,179,179,10,8,completo
COM019-000109,2024-01-17,P01,P10,194,194,7,8,completo
COM019-000110,2024-01-17,P02,P10,114,114,8,7,completo
COM019-000111,2024-01-17,P03,P10,46,18,9,8,parcial
COM019-000112,2024-01-17,P04,P10,173,173,10,4,completo
COM019-000113,2024-01-18,P05,P10,141,0,7,713,pendiente
COM019-000114,2024-01-18,P06,P10,152,152,8,8,completo
COM019-000115,2024-01-18,P07,P10,63,63,9,8,completo
COM019-000116,2024-01-18,P08,P10,199,199,10,11,completo
COM019-000117,2024-01-18,P09,P10,53,53,7,9,completo
COM019-000118,2024-01-18,P10,P10,174,174,8,9,completo
COM019-000119,2024-01-18,P11,P10,116,116,9,7,completo
COM019-000120,2024-01-19,P12,P10,84,84,10,12,completo
COM019-000121,2024-01-19,P01,P11,58,0,7,712,pendiente
COM019-000122,2024-01-19,P02,P11,110,110,8,10,completo
COM019-000123,2024-01-19,P03,P11,113,113,9,6,completo
COM019-000124,2024-01-19,P04,P11,150,150,10,13,completo
COM019-000125,2024-01-19,P05,P11,157,157,7,6,completo
COM019-000126,2024-01-20,P06,P11,117,117,8,13,completo
COM019-000127,2024-01-20,P07,P11,33,3,9,13,parcial
COM019-000128,2024-01-20,P08,P11,26,26,10,16,completo
COM019-000129,2024-01-20,P09,P11,61,61,7,12,completo
COM019-000130,2024-01-20,P10,P11,180,180,8,12,completo
COM019-000131,2024-01-20,P11,P11,156,156,9,15,completo
COM019-000132,2024-01-20,P12,P11,24,24,10,6,completo
COM019-000133,2024-01-21,P01,P12,119,119,7,3,completo
COM019-000134,2024-01-21,P02,P12,186,103,8,10,parcial
COM019-000135,2024-01-21,P03,P12,79,79,9,8,completo
COM019-000136,2024-01-21,P04,P12,11,11,10,13,completo
COM019-000137,2024-01-21,P05,P12,141,141,7,12,completo
COM019-000138,2024-01-21,P06,P12,186,83,8,10,parcial
COM019-000062,2024-01-10,P02,P06,63,63,8,8,completo
