registro_id	fecha	sensor	zona	valor	unidad	horas_operativas
SEN046-000060	2024-01-20	S3	sur	69.98	F	24
SEN046-000061	2024-01-21	S1	norte	18.99	C	12
SEN046-000062	2024-01-21	S2	centro	23.96	C	24
SEN046-000063	2024-01-21	S3	sur	70.55	F	12
SEN046-000064	2024-01-22	S1	norte	19.12	C	18
SEN046-000065	2024-01-22	S2	centro	22.92	C	6
SEN046-000066	2024-01-22	S3	sur	83.34	F	24
SEN046-000067	2024-01-23	S1	norte	21.32	C	24
SEN046-000068	2024-01-23	S2	centro	25.51	C	18
SEN046-000069	2024-01-23	S3	sur	78.93	F	6
SEN046-000070	2024-01-24	S1	norte	22.48	C	24
SEN046-000072	2024-01-24	S3	sur	77.89	F	24
SEN046-000073	2024-01-25	S1	norte	22.54	C	6
SEN046-000074	2024-01-25	S2	centro	24.21	C	24
SEN046-000075	2024-01-25	S3	sur	73.73	F	6
SEN046-000076	2024-01-26	S1	norte	22.16	C	12
SEN046-000077	2024-01-26	S2	centro	21.2	C	18
SEN046-000078	2024-01-26	S3	sur	75.06	F	6
SEN046-000079	2024-01-27	S1	norte	21.07	C	24
SEN046-000080	2024-01-27	S2	centro	24.28	C	12
SEN046-000081	2024-01-27	S3	sur	78.96	F	6
SEN046-000082	2024-01-28	S1	norte	22.0	C	6
SEN046-000083	2024-01-28	S2	centro	24.44	C	24
SEN046-000084	2024-01-28	S3	sur		F	24
SEN046-000085	2024-01-29	S1	norte	21.04	C	12
SEN046-000086	2024-01-29	S2	centro	25.4	C	24
SEN046-000087	2024-01-29	S3	sur	73.66	F	18
SEN046-000088	2024-01-30	S1	norte	21.09	C	6
SEN046-000089	2024-01-30	S2	centro	24.18	C	12
SEN046-000090	2024-01-30	S3	sur	81.29	F	24
SEN046-000091	2024-01-31	S1	norte	22.83	C	24
SEN046-000092	2024-01-31	S2	centro	19.88	C	6
SEN046-000093	2024-01-31	S3	sur	77.57	F	24
SEN046-000094	2024-02-01	S1	norte	22.0	C	24
SEN046-000095	2024-02-01	S2	centro	26.16	C	18
SEN046-000096	2024-02-01	S3	sur	78.07	F	12
SEN046-000097	2024-02-02	S1	norte	23.19	C	6
SEN046-000098	2024-02-02	S2	 CENTRO 	24.93	C	6
SEN046-000099	2024-02-02	S3	sur	75.29	F	24
SEN046-000100	2024-02-03	S1	norte	21.87	C	12
SEN046-000101	2024-02-03	S2	centro	24.97	C	24
SEN046-000102	2024-02-03	S3	sur	78.19	F	24
SEN046-000103	2024-02-04	S1	norte	23.56	C	18
SEN046-000104	2024-02-04	S2	centro	23.17	C	18
SEN046-000105	2024-02-04	S3	sur	76.0	F	24
SEN046-000106	2024-02-05	S1	norte	23.73	C	12
SEN046-000107	2024-02-05	S2	centro	23.12	C	24
SEN046-000108	2024-02-05	S3	sur	77.46	F	12
SEN046-000109	2024-02-06	S1	norte	22.91	C	24
SEN046-000110	2024-02-06	S2	centro	25.21	C	24
SEN046-000111	2024-02-06	S3	sur	77.43	F	24
SEN046-000112	2024-02-07	S1	norte	22.26	C	24
SEN046-000113	2024-02-07	S2	centro	22.48	C	12
SEN046-000114	2024-02-07	S3	sur	79.19	F	24
SEN046-000115	2024-02-08	S1	norte	22.92	C	24
SEN046-000116	2024-02-08	S2	centro	25.06	C	24
SEN046-000117	2024-02-08	S3	sur	78.78	F	24
SEN046-000118	2024-02-09	S1	norte	21.63	C	12
SEN046-000119	2024-02-09	S2	centro	26.36	C	24
SEN046-000120	2024-02-09	S3	sur	76.37	F	24
SEN046-000121	2024-02-10	S1	norte	24.1	C	18
SEN046-000122	2024-02-10	S2	centro	20.63	C	18
SEN046-000123	2024-02-10	S3	sur	79.76	F	24
SEN046-000125	2024-02-11	S2	centro	25.23	C	24
SEN046-000126	2024-02-11	S3	sur	77.94	F	24
SEN046-000127	2024-02-12	S1	norte	24.38	C	24
SEN046-000128	2024-02-12	S2	centro	24.23	C	6
SEN046-000129	2024-02-12	S3	sur	80.29	F	24
SEN046-000130	2024-02-13	S1	norte	22.75	C	24
SEN046-000131	2024-02-13	S2	centro	26.84	C	24
SEN046-000132	2024-02-13	S3	sur	79.64	F	24
SEN046-000133	2024-02-14	S1	norte	23.73	C	6
SEN046-000134	2024-02-14	S2	centro	24.59	C	6
SEN046-000135	2024-02-14	S3	sur	82.34	F	24
SEN046-000136	2024-02-15	S1	norte	25.0	C	24
SEN046-000137	2024-02-15	S2	centro	23.5	C	18
SEN046-000138	2024-02-15	S3	sur	83.73	F	24
SEN046-000139	2024-02-16	S1	norte	26.07	C	12
SEN046-000140	2024-02-16	S2	centro	26.56	C	24
SEN046-000141	2024-02-16	S3	sur	82.23	F	6
SEN046-000142	2024-02-17	S1	norte	26.88	C	18
SEN046-000143	2024-02-17	S2	centro	23.63	C	24
SEN046-000144	2024-02-17	S3	sur	81.32	F	18
SEN046-000145	2024-02-18	S1	norte	25.41	C	6
SEN046-000146	2024-02-18	S2	centro	23.46	C	24
SEN046-000147	2024-02-18	S3	sur	85.43	F	12
SEN046-000148	2024-02-19	S1	norte	22.55	C	12
SEN046-000149	2024-02-19	S2	centro	24.65	C	24
SEN046-000150	2024-02-19	S3	sur	78.84	F	18
SEN046-000151	2024-02-20	S1	norte	25.41	C	24
SEN046-000152	2024-02-20	S2	centro	28.61	C	6
SEN046-000153	2024-02-20	S3	sur	77.72	F	24
SEN046-000154	2024-02-21	S1	norte	24.34	C	24
SEN046-000155	2024-02-21	S2	centro	24.3	C	24
SEN046-000156	2024-02-21	S3	sur	80.99	F	6
SEN046-000157	2024-02-22	S1	norte	24.67	C	24
SEN046-000158	2024-02-22	S2	centro	26.45	C	18
SEN046-000159	2024-02-22	S3	sur	80.76	F	24
SEN046-000160	2024-02-23	S1	norte	23.0	C	12
SEN046-000161	2024-02-23	S2	centro	24.51	C	12
SEN046-000162	2024-02-23	S3	sur	77.16	F	24
SEN046-000163	2024-02-24	S1	norte	27.42	C	18
SEN046-000164	2024-02-24	S2	centro	29.48	C	12
SEN046-000165	2024-02-24	S3	sur	82.13	F	24
SEN046-000166	2024-02-25	S1	norte	24.29	C	24
SEN046-000167	2024-02-25	S2	centro		C	18
SEN046-000168	2024-02-25	S3	sur	86.19	F	24
SEN046-000169	2024-02-26	S1	norte	24.99	C	24
SEN046-000170	2024-02-26	S2	centro	23.64	C	12
SEN046-000171	2024-02-26	S3	sur	83.22	F	24
SEN046-000172	2024-02-27	S1	norte	23.3	C	24
SEN046-000173	2024-02-27	S2	centro	25.44	C	12
SEN046-000174	2024-02-27	S3	sur	80.47	F	6
SEN046-000175	2024-02-28	S1	norte	25.98	C	18
SEN046-000176	2024-02-28	S2	centro	30.03	C	6
SEN046-000178	2024-02-29	S1	norte	24.22	C	24
SEN046-000179	2024-02-29	S2	centro	25.61	C	12
SEN046-000180	2024-02-29	S3	sur	76.36	F	24
SEN046-000181	2024-03-01	S1	norte	26.95	C	24
SEN046-000182	2024-03-01	S2	centro	26.36	C	24
SEN046-000183	2024-03-01	S3	sur	85.47	F	18
SEN046-000184	2024-03-02	S1	norte	21.81	C	12
SEN046-000185	2024-03-02	S2	centro	24.31	C	12
SEN046-000186	2024-03-02	S3	sur	79.1	F	24
SEN046-000187	2024-03-03	S1	norte	25.83	C	6
SEN046-000188	2024-03-03	S2	centro	25.42	C	24
SEN046-000189	2024-03-03	S3	sur	87.41	F	24
SEN046-000190	2024-03-04	S1	norte	25.77	C	12
SEN046-000191	2024-03-04	S2	centro	26.0	C	24
SEN046-000192	2024-03-04	S3	sur	86.15	F	24
SEN046-000193	2024-03-05	S1	norte	24.22	C	24
SEN046-000194	2024-03-05	S2	centro	24.97	C	24
SEN046-000195	2024-03-05	S3	 SUR 	79.7	F	24
SEN046-000196	2024-03-06	S1	norte	24.65	C	12
SEN046-000197	2024-03-06	S2	centro	27.4	C	6
SEN046-000198	2024-03-06	S3	sur	88.52	F	12
SEN046-000199	2024-03-07	S1	norte	24.57	C	12
SEN046-000200	2024-03-07	S2	centro	24.15	C	6
SEN046-000201	2024-03-07	S3	sur	82.83	F	24
SEN046-000202	2024-03-08	S1	norte	26.6	C	18
SEN046-000203	2024-03-08	S2	centro	26.18	C	24
SEN046-000204	2024-03-08	S3	sur	86.93	F	12
SEN046-000205	2024-03-09	S1	norte	23.98	C	18
SEN046-000206	2024-03-09	S2	centro	26.44	C	18
SEN046-000207	2024-03-09	S3	sur	80.37	F	18
SEN046-000208	2024-03-10	S1	norte	25.74	C	24
SEN046-000209	2024-03-10	S2	centro	27.53	C	12
SEN046-000210	2024-03-10	S3	sur	85.03	F	24
SEN046-000211	2024-03-11	S1	norte	21.42	C	24
SEN046-000212	2024-03-11	S2	centro	25,61	C	24
SEN046-000213	2024-03-11	S3	sur	73.73	F	12
SEN046-000214	2024-03-12	S1	norte	24.34	C	6
SEN046-000215	2024-03-12	S2	centro	28.73	C	24
SEN046-000216	2024-03-12	S3	sur	83.64	F	18
SEN046-000217	2024-03-13	S1	norte	27.34	C	24
SEN046-000218	2024-03-13	S2	centro	25.52	C	6
SEN046-000219	2024-03-13	S3	sur	85.41	F	24
SEN046-000220	2024-03-14	S1	norte	24.12	C	6
SEN046-000221	2024-03-14	S2	centro	27.83	C	12
SEN046-000222	2024-03-14	S3	sur	87.52	F	18
SEN046-000223	2024-03-15	S1	norte	23.19	C	6
SEN046-000224	2024-03-15	S2	centro	30.34	C	24
SEN046-000225	2024-03-15	S3	sur	86.0	F	24
SEN046-000226	2024-03-16	S1	norte	23.66	C	24
SEN046-000227	2024-03-16	S2	centro	25.43	C	6
SEN046-000228	2024-03-16	S3	sur	85.97	F	6
SEN046-000229	2024-03-17	S1	norte	24.62	C	12
SEN046-000231	2024-03-17	S3	sur	83.56	F	24
SEN046-000232	2024-03-18	S1	norte	24.51	C	6
SEN046-000233	2024-03-18	S2	centro	24.16	C	24
SEN046-000234	2024-03-18	S3	sur	89.1	F	18
SEN046-000235	2024-03-19	S1	norte	28.11	C	24
SEN046-000236	2024-03-19	S2	centro	25.17	C	6
SEN046-000237	2024-03-19	S3	sur	86.32	F	24
SEN046-000238	2024-03-20	S1	norte	21.58	C	24
SEN046-000239	2024-03-20	S2	centro	25.58	C	24
SEN046-000240	2024-03-20	S3	sur	83.48	F	24
SEN046-000241	2024-03-21	S1	norte	26.69	C	6
SEN046-000242	2024-03-21	S2	centro	24.21	C	12
SEN046-000243	2024-03-21	S3	sur	76.11	F	12
SEN046-000244	2024-03-22	S1	norte	22.36	C	18
SEN046-000245	2024-03-22	S2	centro	29.57	C	12
SEN046-000246	2024-03-22	S3	sur	83.2	F	12
SEN046-000247	2024-03-23	S1	norte	25.57	C	24
SEN046-000248	2024-03-23	S2	centro	24.1	C	18
SEN046-000249	2024-03-23	S3	sur	90.81	F	24
SEN046-000250	2024-03-24	S1	norte		C	12
SEN046-000251	2024-03-24	S2	centro	27.96	C	24
SEN046-000252	2024-03-24	S3	sur	87.11	F	6
SEN046-000253	2024-03-25	S1	norte	26.33	C	18
SEN046-000254	2024-03-25	S2	centro	27.47	C	18
SEN046-000255	2024-03-25	S3	sur	80.24	F	24
SEN046-000256	2024-03-26	S1	norte	26.32	C	24
SEN046-000257	2024-03-26	S2	centro	25.7	C	24
SEN046-000258	2024-03-26	S3	sur	87.44	F	6
SEN046-000259	2024-03-27	S1	norte	27.05	C	6
SEN046-000260	2024-03-27	S2	centro	28.99	C	12
SEN046-000261	2024-03-27	S3	sur	83.52	F	24
SEN046-000262	2024-03-28	S1	norte	30.04	C	6
SEN046-000263	2024-03-28	S2	centro	27.02	C	6
SEN046-000264	2024-03-28	S3	sur	88.18	F	12
SEN046-000265	2024-03-29	S1	norte	28.49	C	12
SEN046-000266	2024-03-29	S2	centro	25.9	C	12
SEN046-000267	2024-03-29	S3	sur	77.72	F	24
SEN046-000268	2024-03-30	S1	norte	27.27	C	24
SEN046-000269	2024-03-30	S2	centro	27.95	C	6
SEN046-000270	2024-03-30	S3	sur	86.36	F	24
SEN046-000271	2024-03-31	S1	norte	22.57	C	6
SEN046-000272	2024-03-31	S2	centro	29.53	C	18
SEN046-000273	2024-03-31	S3	sur	79.66	F	24
SEN046-000274	2024-04-01	S1	norte	25.45	C	12
SEN046-000275	2024-04-01	S2	centro	28.09	C	24
SEN046-000276	2024-04-01	S3	sur	82.97	F	6
SEN046-000277	2024-04-02	S1	norte	28.17	C	24
SEN046-000278	2024-04-02	S2	centro	24.21	C	24
SEN046-000279	2024-04-02	S3	sur	82.86	F	24
SEN046-000280	2024-04-03	S1	norte	20.92	C	18
SEN046-000281	2024-04-03	S2	centro	29.94	C	6
SEN046-000282	2024-04-03	S3	sur	87.33	F	12
SEN046-000284	2024-04-04	S2	centro	29.22	C	24
SEN046-000285	2024-04-04	S3	sur	87.95	F	12
SEN046-000286	2024-04-05	S1	norte	23.91	C	24
SEN046-000287	2024-04-05	S2	centro	29.98	C	24
SEN046-000288	2024-04-05	S3	sur	82.9	F	12
SEN046-000289	2024-04-06	S1	norte	22.03	C	18
SEN046-000290	2024-04-06	S2	centro	27.13	C	6
SEN046-000291	2024-04-06	S3	sur	85.51	F	12
SEN046-000292	2024-04-07	S1	 NORTE 	24.78	C	24
SEN046-000293	2024-04-07	S2	centro	24.02	C	24
SEN046-000294	2024-04-07	S3	sur	84.35	F	24
SEN046-000295	2024-04-08	S1	norte	26.16	C	18
SEN046-000296	2024-04-08	S2	centro	29.54	C	24
SEN046-000297	2024-04-08	S3	sur	78.17	F	24
SEN046-000298	2024-04-09	S1	norte	25.24	C	6
SEN046-000299	2024-04-09	S2	centro	29.77	C	24
SEN046-000300	2024-04-09	S3	sur	83.23	F	24
SEN046-000301	2024-04-10	S1	norte	26.96	C	18
SEN046-000302	2024-04-10	S2	centro	25.46	C	24
SEN046-000303	2024-04-10	S3	sur	86.83	F	6
SEN046-000304	2024-04-11	S1	norte	22.66	C	24
SEN046-000305	2024-04-11	S2	centro	29.79	C	18
SEN046-000306	2024-04-11	S3	sur	81.59	F	24
SEN046-000307	2024-04-12	S1	norte	24.59	C	6
SEN046-000308	2024-04-12	S2	centro	26.71	C	18
SEN046-000309	2024-04-12	S3	sur	83.8	F	24
SEN046-000310	2024-04-13	S1	norte	23.81	C	24
SEN046-000311	2024-04-13	S2	centro	24.61	C	6
SEN046-000312	2024-04-13	S3	sur	90.98	F	6
SEN046-000313	2024-04-14	S1	norte	24.45	C	24
SEN046-000314	2024-04-14	S2	centro	27.93	C	18
SEN046-000315	2024-04-14	S3	sur	79.47	F	12
SEN046-000316	2024-04-15	S1	norte	24.65	C	24
SEN046-000317	2024-04-15	S2	centro	27.45	C	12
SEN046-000318	2024-04-15	S3	sur	87.92	F	6
SEN046-000319	2024-04-16	S1	norte	26.12	C	24
SEN046-000320	2024-04-16	S2	centro	25.68	C	12
SEN046-000321	2024-04-16	S3	sur	85.15	F	18
SEN046-000322	2024-04-17	S1	norte	26.53	C	6
SEN046-000323	2024-04-17	S2	centro	28.73	C	12
SEN046-000324	2024-04-17	S3	sur	86.09	F	24
SEN046-000325	2024-04-18	S1	norte	20.03	C	12
SEN046-000326	2024-04-18	S2	centro	27.79	C	12
SEN046-000327	2024-04-18	S3	sur	81.95	F	18
SEN046-000328	2024-04-19	S1	norte	22.72	C	12
SEN046-000329	2024-04-19	S2	centro	26.07	C	18
SEN046-000330	2024-04-19	S3	sur	82.37	F	24
SEN046-000331	2024-04-20	S1	norte	21.62	C	24
SEN046-000332	2024-04-20	S2	centro	26.71	C	18
SEN046-000333	2024-04-20	S3	sur		F	24
SEN046-000334	2024-04-21	S1	norte	23.3	C	24
SEN046-000335	2024-04-21	S2	centro	26.09	C	24
SEN046-000337	2024-04-22	S1	norte	24.17	C	18
SEN046-000338	2024-04-22	S2	centro	28.51	C	12
SEN046-000339	2024-04-22	S3	sur	78.31	F	24
SEN046-000340	2024-04-23	S1	norte	23.24	C	6
SEN046-000341	2024-04-23	S2	centro	25.53	C	24
SEN046-000342	2024-04-23	S3	sur	85.37	F	18
SEN046-000343	2024-04-24	S1	norte	24.05	C	18
SEN046-000344	2024-04-24	S2	centro	29.27	C	18
SEN046-000345	2024-04-24	S3	sur	81.41	F	24
SEN046-000346	2024-04-25	S1	norte	26.73	C	24
SEN046-000347	2024-04-25	S2	centro	26.26	C	12
SEN046-000348	2024-04-25	S3	sur	80.35	F	12
SEN046-000349	2024-04-26	S1	norte	24.24	C	18
SEN046-000350	2024-04-26	S2	centro	26.66	C	24
SEN046-000351	2024-04-26	S3	sur	83.89	F	24
SEN046-000352	2024-04-27	S1	norte	23.69	C	6
SEN046-000353	2024-04-27	S2	centro	24.69	C	12
SEN046-000354	2024-04-27	S3	sur	80.13	F	18
SEN046-000355	2024-04-28	S1	norte	23.43	C	6
SEN046-000356	2024-04-28	S2	centro	27.02	C	12
SEN046-000357	2024-04-28	S3	sur	80.7	F	12
SEN046-000358	2024-04-29	S1	norte	23.73	C	24
SEN046-000359	2024-04-29	S2	centro	23.98	C	18
SEN046-000360	2024-04-29	S3	sur	80.73	F	18
SEN046-000361	2024-04-30	S1	norte	26.93	C	18
SEN046-000362	2024-04-30	S2	centro	25.75	C	6
SEN046-000363	2024-04-30	S3	sur	81.33	F	6
SEN046-000364	2024-05-01	S1	norte	25.11	C	6
SEN046-000365	2024-05-01	S2	centro	27.07	C	24
SEN046-000366	2024-05-01	S3	sur	78.74	F	18
SEN046-000367	2024-05-02	S1	norte	25.04	C	24
SEN046-000368	2024-05-02	S2	centro	26.9	C	24
SEN046-000369	2024-05-02	S3	sur	79.73	F	24
SEN046-000370	2024-05-03	S1	norte	24.69	C	18
SEN046-000371	2024-05-03	S2	centro	26.96	C	12
SEN046-000372	2024-05-03	S3	sur	82.79	F	24
SEN046-000373	2024-05-04	S1	norte	22.72	C	24
SEN046-000374	2024-05-04	S2	centro	26.71	C	24
SEN046-000375	2024-05-04	S3	sur	78.79	F	6
SEN046-000376	2024-05-05	S1	norte	24.94	C	24
SEN046-000377	2024-05-05	S2	centro	27.22	C	12
SEN046-000378	2024-05-05	S3	sur	79.44	F	12
SEN046-000379	2024-05-06	S1	norte	22.04	C	24
SEN046-000380	2024-05-06	S2	centro	26.23	C	12
SEN046-000381	2024-05-06	S3	sur	84.39	F	24
SEN046-000382	2024-05-07	S1	norte	25.89	C	12
SEN046-000383	2024-05-07	S2	centro	27.33	C	18
SEN046-000384	2024-05-07	S3	sur	81.87	F	12
SEN046-000385	2024-05-08	S1	norte	27.1	C	24
SEN046-000386	2024-05-08	S2	centro	25.08	C	24
SEN046-000387	2024-05-08	S3	sur	82.46	F	24
SEN046-000388	2024-05-09	S1	norte	26.36	C	24
SEN046-000390	2024-05-09	S3	sur	79.33	F	12
SEN046-000391	2024-05-10	S1	norte	26.31	C	18
SEN046-000392	2024-05-10	S2	centro	27.57	C	18
SEN046-000393	2024-05-10	S3	sur	83.67	F	24
SEN046-000394	2024-05-11	S1	norte	21.84	C	12
SEN046-000395	2024-05-11	S2	centro	23.55	C	12
SEN046-000396	2024-05-11	S3	sur	85.28	F	12
SEN046-000397	2024-05-12	S1	norte	22.08	C	18
SEN046-000398	2024-05-12	S2	centro	26.38	C	12
SEN046-000399	2024-05-12	S3	sur	83.58	F	12
SEN046-000400	2024-05-13	S1	norte	23.95	C	12
SEN046-000401	2024-05-13	S2	centro	24.47	C	24
SEN046-000402	2024-05-13	S3	sur	84.6	F	24
SEN046-000403	2024-05-14	S1	norte	23.51	C	18
SEN046-000404	2024-05-14	S2	centro	26.96	C	24
SEN046-000405	2024-05-14	S3	sur	77.04	F	24
SEN046-000406	2024-05-15	S1	norte	22.53	C	12
SEN046-000407	2024-05-15	S2	centro	25.73	C	24
SEN046-000408	2024-05-15	S3	sur	79.81	F	18
SEN046-000409	2024-05-16	S1	norte	23.14	C	24
SEN046-000410	2024-05-16	S2	centro	28.34	C	18
SEN046-000411	2024-05-16	S3	sur	83.64	F	24
SEN046-000412	2024-05-17	S1	norte	24.29	C	24
SEN046-000413	2024-05-17	S2	centro	24.3	C	12
SEN046-000414	2024-05-17	S3	sur	71.75	F	6
SEN046-000415	2024-05-18	S1	norte	19.0	C	6
SEN046-000416	2024-05-18	S2	centro		C	24
SEN046-000417	2024-05-18	S3	sur	86.47	F	12
SEN046-000418	2024-05-19	S1	norte	24.88	C	24
SEN046-000419	2024-05-19	S2	centro	25.41	C	24
SEN046-000420	2024-05-19	S3	sur	81.13	F	6
SEN046-000451	2024-05-30	S1	norte	21.96	C	18
SEN046-000452	2024-05-30	S2	centro	22.69	C	6
SEN046-000453	2024-05-30	S3	sur	75.78	F	12
SEN046-000454	2024-05-31	S1	norte	20.57	C	24
SEN046-000455	2024-05-31	S2	centro	24.25	C	6
SEN046-000456	2024-05-31	S3	sur	80.08	F	24
SEN046-000457	2024-06-01	S1	norte	23.72	C	24
SEN046-000458	2024-06-01	S2	centro	25.08	C	18
SEN046-000459	2024-06-01	S3	sur	75.52	F	18
SEN046-000460	2024-06-02	S1	norte	22.35	C	24
SEN046-000461	2024-06-02	S2	centro	24.17	C	18
SEN046-000462	2024-06-02	S3	sur	79.18	F	12
SEN046-000463	2024-06-03	S1	norte	23.12	C	18
SEN046-000464	2024-06-03	S2	centro	25.42	C	24
SEN046-000465	2024-06-03	S3	sur	84.57	F	24
SEN046-000466	2024-06-04	S1	norte	20.32	C	12
SEN046-000467	2024-06-04	S2	centro	24.35	C	24
SEN046-000468	2024-06-04	S3	sur	77.88	F	12
SEN046-000469	2024-06-05	S1	norte	20.86	C	24
SEN046-000470	2024-06-05	S2	centro	25.12	C	24
SEN046-000471	2024-06-05	S3	sur	73.74	F	24
SEN046-000472	2024-06-06	S1	norte	19.64	C	24
SEN046-000473	2024-06-06	S2	centro	21.76	C	6
SEN046-000474	2024-06-06	S3	sur	81.28	F	12
SEN046-000475	2024-06-07	S1	norte	23.82	C	18
SEN046-000476	2024-06-07	S2	centro	24.89	C	18
SEN046-000477	2024-06-07	S3	sur	77.43	F	12
SEN046-000478	2024-06-08	S1	norte	22.61	C	24
SEN046-000479	2024-06-08	S2	centro	23.64	C	24
SEN046-000480	2024-06-08	S3	sur	77.33	F	24
SEN046-000481	2024-06-09	S1	norte	19.83	C	24
SEN046-000482	2024-06-09	S2	centro	24.08	C	24
SEN046-000483	2024-06-09	S3	sur	79.59	F	12
SEN046-000484	2024-06-10	S1	norte	20.64	C	18
SEN046-000485	2024-06-10	S2	centro	23.68	C	24
SEN046-000486	2024-06-10	S3	 SUR 	79.22	F	12
SEN046-000487	2024-06-11	S1	norte	20.83	C	12
SEN046-000488	2024-06-11	S2	centro	21.19	C	18
SEN046-000489	2024-06-11	S3	sur	81.03	F	18
SEN046-000490	2024-06-12	S1	norte	23.08	C	12
SEN046-000491	2024-06-12	S2	centro	24.11	C	24
SEN046-000492	2024-06-12	S3	sur	78.28	F	12
SEN046-000493	2024-06-13	S1	norte	22.43	C	18
SEN046-000494	2024-06-13	S2	centro	22.4	C	24
SEN046-000496	2024-06-14	S1	norte	23.84	C	24
SEN046-000497	2024-06-14	S2	centro	17.61	C	24
SEN046-000498	2024-06-14	S3	sur	76.8	F	12
SEN046-000499	2024-06-15	S1	norte		C	24
SEN046-000500	2024-06-15	S2	centro	18.52	C	24
SEN046-000501	2024-06-15	S3	sur	78.4	F	12
SEN046-000502	2024-06-16	S1	norte	20.98	C	24
SEN046-000503	2024-06-16	S2	centro	23.06	C	24
SEN046-000504	2024-06-16	S3	sur	77.15	F	24
SEN046-000505	2024-06-17	S1	norte	21.2	C	18
SEN046-000506	2024-06-17	S2	centro	21.2	C	12
SEN046-000507	2024-06-17	S3	sur	78.44	F	6
SEN046-000508	2024-06-18	S1	norte	21.18	C	18
SEN046-000509	2024-06-18	S2	centro	24.67	C	18
SEN046-000510	2024-06-18	S3	sur	75.18	F	18
SEN046-000511	2024-06-19	S1	norte	21.75	C	24
SEN046-000512	2024-06-19	S2	centro	23.45	C	12
SEN046-000513	2024-06-19	S3	sur	78.22	F	24
SEN046-000514	2024-06-20	S1	norte	23.05	C	18
SEN046-000515	2024-06-20	S2	centro	22.33	C	18
SEN046-000516	2024-06-20	S3	sur	74.39	F	12
SEN046-000517	2024-06-21	S1	norte	17.69	C	24
SEN046-000518	2024-06-21	S2	centro	24.74	C	24
SEN046-000519	2024-06-21	S3	sur	78.0	F	24
SEN046-000520	2024-06-22	S1	norte	22.16	C	12
