registro_id,fecha,proveedor,producto,solicitado,recibido,prometido_dias,plazo_dias,estado
COM039-000131,2024-03-26,P11,P11,26,26,9,15,completo
COM039-000132,2024-03-27,P12,P11,111,111,10,14,completo
COM039-000133,2024-03-28,P01,P12,51,51,7,7,completo
COM039-000134,2024-03-28,P02,P12,167,167,8,7,completo
COM039-000135,2024-03-29,P03,P12,112,112,9,5,completo
COM039-000136,2024-03-30,P04,P12,170,0,10,641,pendiente
COM039-000137,2024-03-30,P05,P12,15,15,7,10,completo
COM039-000138,2024-03-31,P06,P12,141,110,8,8,parcial
COM039-000139,2024-04-01,P07,P12,53,53,9,3,completo
COM039-000140,2024-04-01,P08,P12,179,179,10,9,completo
COM039-000141,2024-04-02,P09,P12,114,114,7,12,completo
COM039-000142,2024-04-03,P10,P12,54,42,8,11,parcial
COM039-000143,2024-04-03,P11,P12,13,0,9,637,pendiente
COM039-000144,2024-04-04,P12,P12,112,112,10,9,completo
COM039-000145,2024-04-05,P01,P01,36,36,7,8,completo
COM039-000146,2024-04-05,P02,P01,157,157,8,8,completo
COM039-000147,2024-04-06,P03,P01,43,43,9,5,completo
COM039-000148,2024-04-07,P04,P01,54,54,10,4,completo
COM039-000149,2024-04-07,P05,P01,54,54,7,9,completo
COM039-000150,2024-04-08,P06,P01,78,78,8,9,completo
COM039-000151,2024-04-09,P07,P01,67,67,9,11,completo
COM039-000152,2024-04-09,P08,P01,11,11,10,9,completo
COM039-000153,2024-04-10,P09,P01,89,89,7,17,completo
COM039-000154,2024-04-11,P10,P01,45,45,8,11,completo
COM039-000155,2024-04-11,P11,P01,144,144,9,14,completo
COM039-000156,2024-04-12,P12,P01,156,156,10,8,completo
COM039-000157,2024-04-13,P01,P02,162,162,7,7,completo
COM039-000158,2024-04-13,P02,P02,80,30,8,7,parcial
COM039-000159,2024-04-14,P03,P02,12,7,9,8,parcial
COM039-000160,2024-04-15,P04,P02,27,27,10,6,completo
COM039-000161,2024-04-15,P05,P02,25,25,7,13,completo
COM039-000162,2024-04-16,P06,P02,180,180,8,12,completo
COM039-000163,2024-04-17,P07,P02,145,45,9,6,parcial
COM039-000164,2024-04-17,P08,P02,132,132,10,7,completo
COM039-000165,2024-04-18,P09,P02,171,171,7,7,completo
COM039-000166,2024-04-19,P10,P02,22,8,8,9,parcial
COM039-000167,2024-04-19,P11,P02,192,192,9,,completo
COM039-000168,2024-04-20,P12,P02,22,22,10,11,completo
COM039-000169,2024-04-21,P01,P03,51,0,7,619,pendiente
COM039-000170,2024-04-21,P02,P03,161,0,8,619,pendiente
COM039-000171,2024-04-22,P03,P03,76,76,9,17,completo
COM039-000172,2024-04-23,P04,P03,158,158,10,13,completo
COM039-000173,2024-04-23,P05,P03,185,93,7,10,parcial
COM039-000174,2024-04-24,P06,P03,170,170,8,6,completo
COM039-000175,2024-04-25,P07,P03,47,9,9,9,parcial
COM039-000176,2024-04-25,P08,P03,182,182,10,18,completo
COM039-000177,2024-04-26,P09,P03,62,62,7,9,completo
COM039-000178,2024-04-27,P10,P03,123,71,8,15,parcial
COM039-000179,2024-04-27,P11,P03,19,19,9,12,completo
COM039-000180,2024-04-28,P12,P03,194,194,10,14,completo
COM039-000181,2024-04-29,P01,P04,146,146,7,5,completo
COM039-000182,2024-04-29,P02,P04,112,112,8,5,completo
COM039-000183,2024-04-30,P03,P04,44,0,9,610,pendiente
COM039-000184,2024-05-01,P04,P04,168,168,10,9,completo
COM039-000185,2024-05-01,P05,P04,151,151,7,12,completo
COM039-000186,2024-05-02,P06,P04,59,59,8,12,completo
COM039-000187,2024-05-02,P07,P04,198,198,9,9,completo
COM039-000188,2024-05-03,P08,P04,114,114,10,13,completo
COM039-000189,2024-05-04,P09,P04,174,174,7,11,completo
COM039-000190,2024-05-04,P10,P04,163,163,8,13,completo
COM039-000191,2024-05-05,P11,P04,21,21,9,8,completo
COM039-000192,2024-05-06,P12,P04,191,191,10,15,completo
COM039-000193,2024-05-06,P01,P05,23,23,7,5,completo
COM039-000194,2024-05-07,P02,P05,50,50,8,11,completo
COM039-000195,2024-05-08,P03,P05,25,25,9,16, COMPLETO 
COM039-000196,2024-05-08,P04,P05,167,167,10,10,completo
COM039-000197,2024-05-09,P05,P05,55,55,7,7,completo
COM039-000198,2024-05-10,P06,P05,48,0,8,600,pendiente
COM039-000199,2024-05-10,P07,P05,39,39,9,15,completo
COM039-000200,2024-05-11,P08,P05,154,154,10,7,completo
COM039-000201,2024-05-12,P09,P05,106,106,7,9,completo
COM039-000202,2024-05-12,P10,P05,90,90,8,9,completo
COM039-000203,2024-05-13,P11,P05,84,84,9,12,completo
COM039-000204,2024-05-14,P12,P05,54,54,10,11,completo
COM039-000205,2024-05-14,P01,P06,59,59,7,8,completo
COM039-000206,2024-05-15,P02,P06,134,134,8,3,completo
COM039-000207,2024-05-16,P03,P06,12,12,9,10,completo
COM039-000208,2024-05-16,P04,P06,35,35,10,6,completo
COM039-000209,2024-05-17,P05,P06,194,194,7,10,completo
COM039-000210,2024-05-18,P06,P06,99,99,8,12,completo
COM039-000211,2024-05-18,P07,P06,161,161,9,17,completo
COM039-000212,2024-05-19,P08,P06,49,49,10,15,completo
COM039-000213,2024-05-20,P09,P06,26,26,7,11,completo
COM039-000214,2024-05-20,P10,P06,80,80,8,9,completo
COM039-000215,2024-05-21,P11,P06,89,89,9,13,completo
COM039-000216,2024-05-22,P12,P06,82,82,10,17,completo
COM039-000217,2024-05-22,P01,P07,28,5,7,10,parcial
COM039-000218,2024-05-23,P02,P07,198,198,8,14,completo
COM039-000219,2024-05-24,P03,P07,87,87,9,6,completo
COM039-000220,2024-05-24,P04,P07,148,148,10,10,completo
COM039-000221,2024-05-25,P05,P07,97,0,7,585,pendiente
COM039-000222,2024-05-26,P06,P07,183,0,8,584,pendiente
COM039-000223,2024-05-26,P07,P07,32,0,9,584,pendiente
COM039-000224,2024-05-27,P08,P07,153,153,10,10,completo
COM039-000225,2024-05-28,P09,P07,79,79,7,8,completo
COM039-000226,2024-05-28,P10,P07,102,102,8,6,completo
COM039-000227,2024-05-29,P11,P07,71,12,9,8,parcial
COM039-000228,2024-05-30,P12,P07,89,89,10,13,completo
COM039-000229,2024-05-30,P01,P08,13,13,7,4,completo
COM039-000230,2024-05-31,P02,P08,50,50,8,3,completo
COM039-000231,2024-06-01,P03,P08,187,187,9,11,completo
COM039-000232,2024-06-01,P04,P08,12,12,10,11,completo
COM039-000233,2024-06-02,P05,P08,80,80,7,7,completo
COM039-000234,2024-06-03,P06,P08,79,59,8,12,parcial
COM039-000235,2024-06-03,P07,P08,158,158,9,11,completo
COM039-000236,2024-06-04,P08,P08,133,133,10,11,completo
COM039-000237,2024-06-05,P09,P08,99,99,7,11,completo
COM039-000238,2024-06-05,P10,P08,68,68,8,13,completo
COM039-000239,2024-06-06,P11,P08,62,62,9,5,completo
COM039-000240,2024-06-07,P12,P08,50,50,10,15,completo
COM039-000241,2024-06-07,P01,P09,82,82,7,4,completo
COM039-000242,2024-06-08,P02,P09,140,140,8,5,completo
COM039-000243,2024-06-09,P03,P09,200,200,9,8,completo
COM039-000244,2024-06-09,P04,P09,148,108,10,7,parcial
COM039-000245,2024-06-10,P05,P09,73,73,7,8,completo
COM039-000246,2024-06-11,P06,P09,134,134,8,5,completo
COM039-000247,2024-06-11,P07,P09,127,0,9,568,pendiente
COM039-000248,2024-06-12,P08,P09,125,13,10,11,parcial
COM039-000249,2024-06-12,P09,P09,117,117,7,10,completo
COM039-000250,2024-06-13,P10,P09,61,50,8,,parcial
COM039-000251,2024-06-14,P11,P09,142,142,9,12,completo
COM039-000252,2024-06-14,P12,P09,55,53,10,11,parcial
COM039-000253,2024-06-15,P01,P10,175,175,7,6,completo
COM039-000254,2024-06-16,P02,P10,57,0,8,563,pendiente
COM039-000255,2024-06-16,P03,P10,65,65,9,10,completo
COM039-000256,2024-06-17,P04,P10,78,78,10,13,completo
COM039-000257,2024-06-18,P05,P10,35,0,7,561,pendiente
COM039-000258,2024-06-18,P06,P10,198,198,8,16,completo
COM039-000259,2024-06-19,P07,P10,54,54,9,7,completo
COM039-000260,2024-06-20,P08,P10,180,180,10,10,completo
COM039-000261,2024-06-20,P09,P10,155,155,7,8,completo
COM039-000262,2024-06-21,P10,P10,34,34,8,10,completo
COM039-000263,2024-06-22,P11,P10,65,65,9,13,completo
COM039-000264,2024-06-22,P12,P10,158,158,10,12,completo
COM039-000265,2024-06-23,P01,P11,80,80,7,11,completo
COM039-000266,2024-06-24,P02,P11,51,51,8,8,completo
COM039-000267,2024-06-24,P03,P11,54,54,9,8,completo
COM039-000268,2024-06-25,P04,P11,179,179,10,9,completo
COM039-000269,2024-06-26,P05,P11,141,119,7,6,parcial
COM039-000270,2024-06-26,P06,P11,95,95,8,8,completo
COM039-000271,2024-06-27,P07,P11,67,67,9,12,completo
COM039-000272,2024-06-28,P08,P11,88,88,10,10,completo
COM039-000273,2024-06-28,P09,P11,97,97,7,16,completo
COM039-000274,2024-06-29,P10,P11,44,44,8,13,completo
COM039-000275,2024-06-30,P11,P11,18,18,9,6,completo
COM039-000276,2024-06-30,P12,P11,53,53,10,15,completo
COM039-000277,2024-07-01,P01,P12,88,88,7,8,completo
COM039-000278,2024-07-02,P02,P12,156,156,8,9,completo
COM039-000279,2024-07-02,P03,P12,20,0,9,547,pendiente
COM039-000280,2024-07-03,P04,P12,65,65,10,10,completo
COM039-000281,2024-07-04,P05,P12,153,153,7,8,completo
COM039-000282,2024-07-04,P06,P12,100,100,8,5,completo
COM039-000283,2024-07-05,P07,P12,129,129,9,14,completo
COM039-000284,2024-07-06,P08,P12,192,192,10,8,completo
COM039-000285,2024-07-06,P09,P12,70,70,7,11,completo
COM039-000286,2024-07-07,P10,P12,21,0,8,542,pendiente
COM039-000287,2024-07-08,P11,P12,175,175,9,7,completo
COM039-000288,2024-07-08,P12,P12,156,156,10,11,completo
COM039-000289,2024-07-09,P01,P01,133,133,7,7,completo
COM039-000290,2024-07-10,P02,P01,106,106,8,9,completo
COM039-000291,2024-07-10,P03,P01,51,15,9,7,parcial
COM039-000292,2024-07-11,P04,P01,147,147,10,14, COMPLETO 
COM039-000293,2024-07-12,P05,P01,146,86,7,12,parcial
COM039-000294,2024-07-12,P06,P01,48,0,8,537,pendiente
COM039-000295,2024-07-13,P07,P01,69,0,9,536,pendiente
COM039-000296,2024-07-14,P08,P01,101,101,10,12,completo
COM039-000297,2024-07-14,P09,P01,20,20,7,11,completo
COM039-000298,2024-07-15,P10,P01,155,155,8,16,completo
COM039-000299,2024-07-16,P11,P01,113,113,9,13,completo
COM039-000300,2024-07-16,P12,P01,122,122,10,10,completo
COM039-000301,2024-07-17,P01,P02,11,11,7,6,completo
COM039-000302,2024-07-18,P02,P02,158,158,8,16,completo
COM039-000303,2024-07-18,P03,P02,122,122,9,3,completo
COM039-000304,2024-07-19,P04,P02,55,55,10,10,completo
COM039-000305,2024-07-20,P05,P02,55,55,7,3,completo
COM039-000306,2024-07-20,P06,P02,119,78,8,6,parcial
COM039-000307,2024-07-21,P07,P02,31,31,9,10,completo
COM039-000308,2024-07-21,P08,P02,116,116,10,15,completo
COM039-000309,2024-07-22,P09,P02,164,164,7,8,completo
COM039-000310,2024-07-23,P10,P02,193,0,8,526,pendiente
COM039-000311,2024-07-23,P11,P02,144,61,9,17,parcial
COM039-000312,2024-07-24,P12,P02,180,180,10,18,completo
COM039-000313,2024-07-25,P01,P03,104,0,7,524,pendiente
COM039-000314,2024-07-25,P02,P03,12,12,8,8,completo
COM039-000315,2024-07-26,P03,P03,138,138,9,1,completo
COM039-000316,2024-07-27,P04,P03,138,0,10,522,pendiente
COM039-000317,2024-07-27,P05,P03,51,51,7,11,completo
COM039-000318,2024-07-28,P06,P03,37,37,8,12,completo
COM039-000319,2024-07-29,P07,P03,42,24,9,7,parcial
COM039-000320,2024-07-29,P08,P03,150,150,10,13,completo
COM039-000321,2024-07-30,P09,P03,53,53,7,6,completo
COM039-000322,2024-07-31,P10,P03,186,169,8,12,parcial
COM039-000323,2024-07-31,P11,P03,24,24,9,11,completo
COM039-000324,2024-08-01,P12,P03,70,70,10,9,completo
COM039-000325,2024-08-02,P01,P04,54,54,7,4,completo
COM039-000326,2024-08-02,P02,P04,175,175,8,9,completo
COM039-000327,2024-08-03,P03,P04,178,178,9,4,completo
COM039-000328,2024-08-04,P04,P04,181,181,10,13,completo
COM039-000329,2024-08-04,P05,P04,93,93,7,8,completo
COM039-000330,2024-08-05,P06,P04,181,181,8,8,completo
COM039-000331,2024-08-06,P07,P04,76,76,9,9,completo
COM039-000332,2024-08-06,P08,P04,137,137,10,13,completo
COM039-000333,2024-08-07,P09,P04,20,0,7,,pendiente
COM039-000334,2024-08-08,P10,P04,126,126,8,12,completo
COM039-000335,2024-08-08,P11,P04,195,195,9,9,completo
COM039-000336,2024-08-09,P12,P04,10,10,10,7,completo
COM039-000337,2024-08-10,P01,P05,55,0,7,508,pendiente
COM039-000338,2024-08-10,P02,P05,49,49,8,8,completo
COM039-000339,2024-08-11,P03,P05,136,136,9,6,completo
COM039-000340,2024-08-12,P04,P05,25,25,10,8,completo
COM039-000341,2024-08-12,P05,P05,29,29,7,4,completo
COM039-000342,2024-08-13,P06,P05,193,0,8,505,pendiente
COM039-000343,2024-08-14,P07,P05,63,63,9,8,completo
COM039-000344,2024-08-14,P08,P05,42,40,10,14,parcial
COM039-000345,2024-08-15,P09,P05,152,152,7,8,completo
COM039-000346,2024-08-16,P10,P05,167,167,8,16,completo
COM039-000347,2024-08-16,P11,P05,75,0,9,502,pendiente
COM039-000348,2024-08-17,P12,P05,113,113,10,18,completo
COM039-000349,2024-08-18,P01,P06,106,106,7,1,completo
COM039-000350,2024-08-18,P02,P06,63,63,8,12,completo
COM039-000351,2024-08-19,P03,P06,44,15,9,9,parcial
COM039-000352,2024-08-20,P04,P06,30,30,10,5,completo
COM039-000353,2024-08-20,P05,P06,120,120,7,11,completo
COM039-000354,2024-08-21,P06,P06,136,136,8,1,completo
COM039-000355,2024-08-22,P07,P06,22,22,9,7,completo
COM039-000356,2024-08-22,P08,P06,189,189,10,7,completo
COM039-000357,2024-08-23,P09,P06,25,25,7,13,completo
COM039-000358,2024-08-24,P10,P06,132,132,8,16,completo
COM039-000359,2024-08-24,P11,P06,63,63,9,11,completo
COM039-000360,2024-08-25,P12,P06,165,165,10,19,completo
COM039-000361,2024-08-26,P01,P07,163,163,7,1,completo
COM039-000362,2024-08-26,P02,P07,107,107,8,8,completo
COM039-000363,2024-08-27,P03,P07,101,101,9,4,completo
COM039-000364,2024-08-28,P04,P07,56,56,10,4,completo
COM039-000365,2024-08-28,P05,P07,34,0,7,490,pendiente
COM039-000366,2024-08-29,P06,P07,47,47,8,11,completo
COM039-000367,2024-08-30,P07,P07,118,79,9,9,parcial
COM039-000368,2024-08-30,P08,P07,149,149,10,8,completo
COM039-000369,2024-08-31,P09,P07,165,103,7,8,parcial
COM039-000370,2024-08-31,P10,P07,52,52,8,13,completo
COM039-000371,2024-09-01,P11,P07,26,26,9,7,completo
COM039-000372,2024-09-02,P12,P07,173,173,10,15,completo
COM039-000373,2024-09-02,P01,P08,79,79,7,7,completo
COM039-000374,2024-09-03,P02,P08,179,0,8,484,pendiente
COM039-000375,2024-09-04,P03,P08,80,80,9,8,completo
COM039-000376,2024-09-04,P04,P08,26,26,10,10,completo
COM039-000377,2024-09-05,P05,P08,153,153,7,8,completo
COM039-000378,2024-09-06,P06,P08,41,17,8,9,parcial
COM039-000379,2024-09-06,P07,P08,190,190,9,9,completo
COM039-000380,2024-09-07,P08,P08,58,58,10,8,completo
COM039-000381,2024-09-08,P09,P08,77,31,7,11,parcial
COM039-000382,2024-09-08,P10,P08,200,200,8,13,completo
COM039-000383,2024-09-09,P11,P08,184,96,9,8,parcial
COM039-000384,2024-09-10,P12,P08,84,84,10,12,completo
COM039-000385,2024-09-10,P01,P09,12,12,7,8,completo
COM039-000386,2024-09-11,P02,P09,86,86,8,6,completo
COM039-000387,2024-09-12,P03,P09,60,60,9,5,completo
COM039-000388,2024-09-12,P04,P09,195,195,10,9,completo
COM039-000389,2024-09-13,P05,P09,113,91,7,5, PARCIAL 
COM039-000390,2024-02-30,P06,P09,80,80,8,6,completo
COM039-000391,2024-09-14,P07,P09,127,127,9,11,completo
COM039-000392,2024-09-15,P08,P09,187,10,10,16,parcial
COM039-000393,2024-09-16,P09,P09,29,29,7,12,completo
COM039-000394,2024-09-16,P10,P09,123,123,8,19,completo
COM039-000395,2024-09-17,P11,P09,191,111,9,17,parcial
COM039-000396,2024-09-18,P12,P09,49,49,10,13,completo
COM039-000397,2024-09-18,P01,P10,179,107,7,12,parcial
COM039-000398,2024-09-19,P02,P10,152,152,8,11,completo
COM039-000399,2024-09-20,P03,P10,80,80,9,14,completo
COM039-000400,2024-09-20,P04,P10,150,150,10,9,completo
COM039-000401,2024-09-21,P05,P10,80,0,7,466,pendiente
COM039-000402,2024-09-22,P06,P10,36,36,8,9,completo
COM039-000403,2024-09-22,P07,P10,152,152,9,8,completo
COM039-000404,2024-09-23,P08,P10,182,182,10,11,completo
COM039-000405,2024-09-24,P09,P10,130,130,7,7,completo
COM039-000406,2024-09-24,P10,P10,147,147,8,9,completo
COM039-000407,2024-09-25,P11,P10,21,21,9,11,completo
COM039-000408,2024-09-26,P12,P10,123,29,10,17,parcial
COM039-000409,2024-09-26,P01,P11,130,0,7,461,pendiente
COM039-000410,2024-09-27,P02,P11,70,70,8,5,completo
COM039-000411,2024-09-28,P03,P11,38,38,9,7,completo
COM039-000412,2024-09-28,P04,P11,62,47,10,8,parcial
COM039-000413,2024-09-29,P05,P11,88,0,7,458,pendiente
COM039-000414,2024-09-30,P06,P11,144,144,8,9,completo
COM039-000415,2024-09-30,P07,P11,50,50,9,7,completo
COM039-000416,2024-10-01,P08,P11,125,2,10,,parcial
COM039-000417,2024-10-02,P09,P11,164,164,7,10,completo
COM039-000418,2024-10-02,P10,P11,124,124,8,15,completo
COM039-000419,2024-10-03,P11,P11,161,161,9,14,completo
COM039-000420,2024-10-04,P12,P11,87,0,10,453,pendiente
COM039-000421,2024-10-04,P01,P12,87,87,7,3,completo
COM039-000422,2024-10-05,P02,P12,75,75,8,2,completo
COM039-000423,2024-10-06,P03,P12,40,40,9,6,completo
COM039-000424,2024-10-06,P04,P12,189,189,10,9,completo
COM039-000425,2024-10-07,P05,P12,161,161,7,10,completo
COM039-000426,2024-10-08,P06,P12,186,186,8,14,completo
COM039-000427,2024-10-08,P07,P12,124,124,9,11,completo
COM039-000428,2024-10-09,P08,P12,17,1,10,7,parcial
COM039-000429,2024-10-10,P09,P12,80,42,7,11,parcial
COM039-000430,2024-10-10,P10,P12,153,0,8,447,pendiente
COM039-000431,2024-10-11,P11,P12,14,14,9,13,completo
COM039-000432,2024-10-11,P12,P12,40,40,10,15,completo
COM039-000433,2024-10-12,P01,P01,38,38,7,10,completo
COM039-000434,2024-10-13,P02,P01,78,0,8,444,pendiente
COM039-000435,2024-10-13,P03,P01,97,97,9,8,completo
COM039-000436,2024-10-14,P04,P01,22,22,10,8,completo
COM039-000437,2024-10-15,P05,P01,71,71,7,10,completo
COM039-000438,2024-10-15,P06,P01,39,39,8,12,completo
COM039-000439,2024-10-16,P07,P01,163,163,9,8,completo
COM039-000440,2024-10-17,P08,P01,35,20,10,13,parcial
COM039-000441,2024-10-17,P09,P01,100,100,7,7,completo
COM039-000442,2024-10-18,P10,P01,122,122,8,9,completo
COM039-000443,2024-10-19,P11,P01,73,73,9,15,completo
