registro_id,fecha,proveedor,producto,solicitado,recibido,prometido_dias,plazo_dias,estado
COM059-000079,2024-02-11,P07,P07,128,128,9,4,completo
COM059-000080,2024-02-11,P08,P07,183,183,10,13,completo
COM059-000081,2024-02-12,P09,P07,94,0,7,688,pendiente
COM059-000082,2024-02-12,P10,P07,19,19,8,8,completo
COM059-000083,2024-02-13,P11,P07,191,191,9,15,completo
COM059-000084,2024-02-13,P12,P07,108,6,10,,parcial
COM059-000085,2024-02-14,P01,P08,11,11,7,9,completo
COM059-000086,2024-02-14,P02,P08,177,177,8,5,completo
COM059-000087,2024-02-15,P03,P08,76,0,9,685,pendiente
COM059-000088,2024-02-15,P04,P08,37,37,10,7,completo
COM059-000089,2024-02-16,P05,P08,161,161,7,10,completo
COM059-000090,2024-02-16,P06,P08,196,196,8,3,completo
COM059-000091,2024-02-17,P07,P08,174,174,9,12,completo
COM059-000092,2024-02-17,P08,P08,69,69,10,8,completo
COM059-000093,2024-02-18,P09,P08,139,139,7,9,completo
COM059-000094,2024-02-18,P10,P08,182,182,8,8,completo
COM059-000095,2024-02-19,P11,P08,197,197,9,14,completo
COM059-000096,2024-02-19,P12,P08,15,15,10,13,completo
COM059-000097,2024-02-20,P01,P09,18,15,7,2,parcial
COM059-000098,2024-02-21,P02,P09,55,55,8,12, COMPLETO 
COM059-000099,2024-02-21,P03,P09,87,87,9,10,completo
COM059-000100,2024-02-22,P04,P09,97,97,10,11,completo
COM059-000101,2024-02-22,P05,P09,138,138,7,5,completo
COM059-000102,2024-02-23,P06,P09,104,104,8,11,completo
COM059-000103,2024-02-23,P07,P09,38,12,9,16,parcial
COM059-000104,2024-02-24,P08,P09,59,59,10,9,completo
COM059-000105,2024-02-24,P09,P09,138,138,7,15,completo
COM059-000106,2024-02-25,P10,P09,112,112,8,13,completo
COM059-000107,2024-02-25,P11,P09,173,173,9,12,completo
COM059-000108,2024-02-26,P12,P09,22,22,10,13,completo
COM059-000109,2024-02-26,P01,P10,196,196,7,7,completo
COM059-000110,2024-02-27,P02,P10,87,0,8,673,pendiente
COM059-000111,2024-02-27,P03,P10,190,190,9,9,completo
COM059-000112,2024-02-28,P04,P10,142,142,10,5,completo
COM059-000113,2024-02-28,P05,P10,32,32,7,6,completo
COM059-000114,2024-02-29,P06,P10,75,75,8,13,completo
COM059-000115,2024-02-29,P07,P10,136,136,9,11,completo
COM059-000116,2024-03-01,P08,P10,16,16,10,6,completo
COM059-000117,2024-03-02,P09,P10,146,146,7,15,completo
COM059-000118,2024-03-02,P10,P10,146,146,8,11,completo
COM059-000119,2024-03-03,P11,P10,12,7,9,11,parcial
COM059-000120,2024-03-03,P12,P10,166,0,10,668,pendiente
COM059-000121,2024-03-04,P01,P11,119,0,7,667,pendiente
COM059-000122,2024-03-04,P02,P11,193,193,8,6,completo
COM059-000123,2024-03-05,P03,P11,179,179,9,12,completo
COM059-000124,2024-03-05,P04,P11,52,52,10,13,completo
COM059-000125,2024-03-06,P05,P11,32,32,7,10,completo
COM059-000126,2024-03-06,P06,P11,40,40,8,9,completo
COM059-000127,2024-03-07,P07,P11,176,176,9,7,completo
COM059-000128,2024-03-07,P08,P11,29,29,10,12,completo
COM059-000129,2024-03-08,P09,P11,159,159,7,12,completo
COM059-000130,2024-03-08,P10,P11,142,142,8,15,completo
COM059-000131,2024-03-09,P11,P11,141,141,9,8,completo
COM059-000132,2024-03-09,P12,P11,127,127,10,7,completo
COM059-000133,2024-03-10,P01,P12,163,163,7,10,completo
COM059-000134,2024-03-10,P02,P12,179,179,8,7,completo
COM059-000135,2024-03-11,P03,P12,19,19,9,5,completo
COM059-000136,2024-03-11,P04,P12,164,0,10,660,pendiente
COM059-000137,2024-03-12,P05,P12,98,98,7,8,completo
COM059-000138,2024-03-13,P06,P12,12,12,8,9,completo
COM059-000139,2024-03-13,P07,P12,162,162,9,10,completo
COM059-000140,2024-03-14,P08,P12,194,194,10,10,completo
COM059-000141,2024-03-14,P09,P12,168,0,7,657,pendiente
COM059-000142,2024-03-15,P10,P12,28,28,8,7,completo
COM059-000143,2024-03-15,P11,P12,175,175,9,10,completo
COM059-000144,2024-03-16,P12,P12,36,36,10,8,completo
COM059-000145,2024-03-16,P01,P01,33,23,7,12,parcial
COM059-000146,2024-03-17,P02,P01,117,117,8,9,completo
COM059-000147,2024-03-17,P03,P01,90,90,9,6,completo
COM059-000148,2024-03-18,P04,P01,77,77,10,3,completo
COM059-000149,2024-03-18,P05,P01,182,182,7,10,completo
COM059-000150,2024-03-19,P06,P01,106,106,8,4,completo
COM059-000151,2024-03-19,P07,P01,54,54,9,8,completo
COM059-000152,2024-03-20,P08,P01,55,55,10,7,completo
COM059-000153,2024-03-20,P09,P01,161,161,7,9,completo
COM059-000154,2024-03-21,P10,P01,114,114,8,14,completo
COM059-000155,2024-03-21,P11,P01,71,0,9,650,pendiente
COM059-000156,2024-03-22,P12,P01,72,72,10,15,completo
COM059-000157,2024-03-23,P01,P02,171,171,7,7,completo
COM059-000158,2024-03-23,P02,P02,101,101,8,11,completo
COM059-000159,2024-03-24,P03,P02,141,0,9,647,pendiente
COM059-000160,2024-03-24,P04,P02,15,12,10,9,parcial
COM059-000161,2024-03-25,P05,P02,89,76,7,4,parcial
COM059-000162,2024-03-25,P06,P02,51,51,8,6,completo
COM059-000163,2024-03-26,P07,P02,158,158,9,5,completo
COM059-000164,2024-03-26,P08,P02,38,38,10,15,completo
COM059-000165,2024-03-27,P09,P02,124,0,7,644,pendiente
COM059-000166,2024-03-27,P10,P02,137,137,8,8,completo
COM059-000167,2024-03-28,P11,P02,108,108,9,,completo
COM059-000168,2024-03-28,P12,P02,143,143,10,13,completo
COM059-000169,2024-03-29,P01,P03,140,140,7,9,completo
COM059-000170,2024-03-29,P02,P03,185,185,8,11,completo
COM059-000171,2024-03-30,P03,P03,111,111,9,5,completo
COM059-000172,2024-03-30,P04,P03,66,66,10,9,completo
COM059-000173,2024-03-31,P05,P03,155,155,7,11,completo
COM059-000174,2024-03-31,P06,P03,57,48,8,9,parcial
COM059-000175,2024-04-01,P07,P03,125,125,9,12,completo
COM059-000176,2024-04-02,P08,P03,152,152,10,9,completo
COM059-000177,2024-04-02,P09,P03,47,47,7,6,completo
COM059-000178,2024-04-03,P10,P03,132,132,8,13,completo
COM059-000179,2024-04-03,P11,P03,112,112,9,18,completo
COM059-000180,2024-04-04,P12,P03,199,199,10,12,completo
COM059-000181,2024-04-04,P01,P04,80,80,7,8,completo
COM059-000182,2024-04-05,P02,P04,32,0,8,635,pendiente
COM059-000183,2024-04-05,P03,P04,166,166,9,4,completo
COM059-000184,2024-04-06,P04,P04,110,0,10,634,pendiente
COM059-000185,2024-04-06,P05,P04,149,149,7,12,completo
COM059-000186,2024-04-07,P06,P04,173,0,8,633,pendiente
COM059-000187,2024-04-07,P07,P04,105,105,9,11,completo
COM059-000188,2024-04-08,P08,P04,51,51,10,9,completo
COM059-000189,2024-04-08,P09,P04,35,35,7,12,completo
COM059-000190,2024-04-09,P10,P04,87,87,8,11,completo
COM059-000191,2024-04-09,P11,P04,167,167,9,12,completo
COM059-000192,2024-04-10,P12,P04,123,123,10,5,completo
COM059-000193,2024-04-10,P01,P05,40,40,7,4,completo
COM059-000194,2024-04-11,P02,P05,137,69,8,11,parcial
COM059-000195,2024-04-12,P03,P05,83,83,9,9, COMPLETO 
COM059-000196,2024-04-12,P04,P05,35,35,10,10,completo
COM059-000197,2024-04-13,P05,P05,20,20,7,4,completo
COM059-000198,2024-04-13,P06,P05,24,24,8,3,completo
COM059-000199,2024-04-14,P07,P05,85,85,9,7,completo
COM059-000200,2024-04-14,P08,P05,33,33,10,8,completo
COM059-000201,2024-04-15,P09,P05,146,45,7,12,parcial
COM059-000202,2024-04-15,P10,P05,179,179,8,11,completo
COM059-000203,2024-04-16,P11,P05,101,101,9,12,completo
COM059-000204,2024-04-16,P12,P05,82,82,10,10,completo
COM059-000205,2024-04-17,P01,P06,190,190,7,3,completo
COM059-000206,2024-04-17,P02,P06,127,127,8,5,completo
COM059-000207,2024-04-18,P03,P06,79,79,9,10,completo
COM059-000208,2024-04-18,P04,P06,148,8,10,7,parcial
COM059-000209,2024-04-19,P05,P06,102,102,7,6,completo
COM059-000210,2024-04-19,P06,P06,70,70,8,12,completo
COM059-000211,2024-04-20,P07,P06,84,84,9,12,completo
COM059-000212,2024-04-20,P08,P06,17,17,10,6,completo
COM059-000213,2024-04-21,P09,P06,74,35,7,10,parcial
COM059-000214,2024-04-22,P10,P06,160,160,8,12,completo
COM059-000215,2024-04-22,P11,P06,48,12,9,10,parcial
COM059-000216,2024-04-23,P12,P06,78,0,10,617,pendiente
COM059-000217,2024-04-23,P01,P07,47,47,7,7,completo
COM059-000218,2024-04-24,P02,P07,66,39,8,4,parcial
COM059-000219,2024-04-24,P03,P07,178,178,9,3,completo
COM059-000220,2024-04-25,P04,P07,21,18,10,6,parcial
COM059-000221,2024-04-25,P05,P07,31,31,7,7,completo
COM059-000222,2024-04-26,P06,P07,63,32,8,13,parcial
COM059-000223,2024-04-26,P07,P07,88,88,9,12,completo
COM059-000224,2024-04-27,P08,P07,83,0,10,613,pendiente
COM059-000225,2024-04-27,P09,P07,89,89,7,6,completo
COM059-000226,2024-04-28,P10,P07,188,188,8,14,completo
COM059-000227,2024-04-28,P11,P07,77,77,9,12,completo
COM059-000228,2024-04-29,P12,P07,77,77,10,13,completo
COM059-000229,2024-04-29,P01,P08,66,0,7,611,pendiente
COM059-000230,2024-04-30,P02,P08,50,16,8,8,parcial
COM059-000231,2024-04-30,P03,P08,72,72,9,5,completo
COM059-000232,2024-05-01,P04,P08,89,66,10,11,parcial
COM059-000233,2024-05-02,P05,P08,36,21,7,9,parcial
COM059-000234,2024-05-02,P06,P08,153,153,8,9,completo
COM059-000235,2024-05-03,P07,P08,95,95,9,9,completo
COM059-000236,2024-05-03,P08,P08,41,0,10,607,pendiente
COM059-000237,2024-05-04,P09,P08,19,0,7,606,pendiente
COM059-000238,2024-05-04,P10,P08,169,169,8,10,completo
COM059-000239,2024-05-05,P11,P08,139,0,9,605,pendiente
COM059-000240,2024-05-05,P12,P08,135,20,10,13,parcial
COM059-000241,2024-05-06,P01,P09,192,192,7,7,completo
COM059-000242,2024-05-06,P02,P09,75,75,8,12,completo
COM059-000243,2024-05-07,P03,P09,46,8,9,7,parcial
COM059-000244,2024-05-07,P04,P09,28,28,10,3,completo
COM059-000245,2024-05-08,P05,P09,96,0,7,602,pendiente
COM059-000246,2024-05-08,P06,P09,151,151,8,10,completo
COM059-000247,2024-05-09,P07,P09,132,132,9,5,completo
COM059-000248,2024-05-09,P08,P09,103,103,10,15,completo
COM059-000249,2024-05-10,P09,P09,152,0,7,600,pendiente
COM059-000250,2024-05-10,P10,P09,62,62,8,,completo
COM059-000251,2024-05-11,P11,P09,135,135,9,11,completo
COM059-000252,2024-05-12,P12,P09,52,52,10,16,completo
COM059-000253,2024-05-12,P01,P10,77,77,7,3,completo
COM059-000254,2024-05-13,P02,P10,31,31,8,8,completo
COM059-000255,2024-05-13,P03,P10,99,47,9,7,parcial
COM059-000256,2024-05-14,P04,P10,109,109,10,6,completo
COM059-000257,2024-05-14,P05,P10,91,0,7,596,pendiente
COM059-000258,2024-05-15,P06,P10,162,162,8,10,completo
COM059-000259,2024-05-15,P07,P10,93,93,9,10,completo
COM059-000260,2024-05-16,P08,P10,88,65,10,16,parcial
COM059-000261,2024-05-16,P09,P10,130,100,7,11,parcial
COM059-000262,2024-05-17,P10,P10,163,163,8,7,completo
COM059-000263,2024-05-17,P11,P10,49,49,9,14,completo
COM059-000264,2024-05-18,P12,P10,46,46,10,10,completo
COM059-000265,2024-05-18,P01,P11,66,35,7,7,parcial
COM059-000266,2024-05-19,P02,P11,38,38,8,7,completo
COM059-000267,2024-05-19,P03,P11,103,103,9,9,completo
COM059-000268,2024-05-20,P04,P11,166,0,10,590,pendiente
COM059-000269,2024-05-20,P05,P11,157,157,7,5,completo
COM059-000270,2024-05-21,P06,P11,195,195,8,10,completo
COM059-000271,2024-05-21,P07,P11,170,170,9,11,completo
COM059-000272,2024-05-22,P08,P11,58,58,10,12,completo
COM059-000273,2024-05-23,P09,P11,131,131,7,12,completo
COM059-000274,2024-05-23,P10,P11,196,196,8,13,completo
COM059-000275,2024-05-24,P11,P11,31,31,9,14,completo
COM059-000276,2024-05-24,P12,P11,115,115,10,11,completo
COM059-000277,2024-05-25,P01,P12,175,0,7,585,pendiente
COM059-000278,2024-05-25,P02,P12,55,31,8,8,parcial
COM059-000279,2024-05-26,P03,P12,50,0,9,584,pendiente
COM059-000280,2024-05-26,P04,P12,88,36,10,7,parcial
COM059-000281,2024-05-27,P05,P12,11,0,7,583,pendiente
COM059-000282,2024-05-27,P06,P12,68,68,8,3,completo
COM059-000283,2024-05-28,P07,P12,191,191,9,13,completo
COM059-000284,2024-05-28,P08,P12,176,176,10,13,completo
COM059-000285,2024-05-29,P09,P12,25,0,7,581,pendiente
COM059-000286,2024-05-29,P10,P12,54,53,8,18,parcial
COM059-000287,2024-05-30,P11,P12,171,171,9,10,completo
COM059-000288,2024-05-30,P12,P12,93,93,10,11,completo
COM059-000289,2024-05-31,P01,P01,151,151,7,7,completo
COM059-000290,2024-05-31,P02,P01,127,83,8,10,parcial
COM059-000291,2024-06-01,P03,P01,72,72,9,7,completo
COM059-000292,2024-06-02,P04,P01,13,13,10,16, COMPLETO 
COM059-000293,2024-06-02,P05,P01,103,103,7,7,completo
COM059-000294,2024-06-03,P06,P01,10,10,8,12,completo
COM059-000295,2024-06-03,P07,P01,121,121,9,12,completo
COM059-000296,2024-06-04,P08,P01,100,100,10,4,completo
COM059-000297,2024-06-04,P09,P01,75,75,7,7,completo
COM059-000298,2024-06-05,P10,P01,38,38,8,8,completo
COM059-000299,2024-06-05,P11,P01,85,85,9,10,completo
COM059-000300,2024-06-06,P12,P01,99,99,10,12,completo
COM059-000301,2024-06-06,P01,P02,171,171,7,4,completo
COM059-000302,2024-06-07,P02,P02,62,62,8,9,completo
COM059-000303,2024-06-07,P03,P02,81,81,9,11,completo
COM059-000304,2024-06-08,P04,P02,93,0,10,571,pendiente
COM059-000305,2024-06-08,P05,P02,110,0,7,571,pendiente
COM059-000306,2024-06-09,P06,P02,183,183,8,10,completo
COM059-000307,2024-06-09,P07,P02,155,155,9,10,completo
COM059-000308,2024-06-10,P08,P02,83,83,10,7,completo
COM059-000309,2024-06-10,P09,P02,43,43,7,7,completo
COM059-000310,2024-06-11,P10,P02,54,39,8,10,parcial
COM059-000311,2024-06-12,P11,P02,14,9,9,14,parcial
COM059-000312,2024-06-12,P12,P02,112,112,10,12,completo
COM059-000313,2024-06-13,P01,P03,35,27,7,6,parcial
COM059-000314,2024-06-13,P02,P03,138,0,8,566,pendiente
COM059-000315,2024-06-14,P03,P03,180,77,9,7,parcial
COM059-000316,2024-06-14,P04,P03,136,0,10,565,pendiente
COM059-000317,2024-06-15,P05,P03,20,20,7,9,completo
COM059-000318,2024-06-15,P06,P03,186,186,8,14,completo
COM059-000319,2024-06-16,P07,P03,23,23,9,11,completo
COM059-000320,2024-06-16,P08,P03,177,177,10,6,completo
COM059-000321,2024-06-17,P09,P03,18,18,7,13,completo
COM059-000322,2024-06-17,P10,P03,138,138,8,13,completo
COM059-000323,2024-06-18,P11,P03,165,0,9,561,pendiente
COM059-000324,2024-06-18,P12,P03,111,111,10,10,completo
COM059-000325,2024-06-19,P01,P04,86,86,7,9,completo
COM059-000326,2024-06-19,P02,P04,79,79,8,12,completo
COM059-000327,2024-06-20,P03,P04,113,113,9,12,completo
COM059-000328,2024-06-20,P04,P04,193,0,10,559,pendiente
COM059-000329,2024-06-21,P05,P04,199,199,7,6,completo
COM059-000330,2024-06-22,P06,P04,153,153,8,7,completo
COM059-000331,2024-06-22,P07,P04,134,0,9,557,pendiente
COM059-000332,2024-06-23,P08,P04,182,182,10,8,completo
COM059-000333,2024-06-23,P09,P04,166,166,7,,completo
COM059-000334,2024-06-24,P10,P04,70,70,8,9,completo
COM059-000335,2024-06-24,P11,P04,195,195,9,14,completo
COM059-000336,2024-06-25,P12,P04,198,0,10,554,pendiente
COM059-000337,2024-06-25,P01,P05,76,76,7,6,completo
COM059-000338,2024-06-26,P02,P05,192,192,8,5,completo
COM059-000339,2024-06-26,P03,P05,155,155,9,10,completo
COM059-000340,2024-06-27,P04,P05,74,74,10,9,completo
COM059-000341,2024-06-27,P05,P05,122,122,7,8,completo
COM059-000342,2024-06-28,P06,P05,166,57,8,12,parcial
COM059-000343,2024-06-28,P07,P05,170,170,9,7,completo
COM059-000344,2024-06-29,P08,P05,113,113,10,7,completo
COM059-000345,2024-06-29,P09,P05,186,186,7,17,completo
COM059-000346,2024-06-30,P10,P05,42,42,8,8,completo
COM059-000347,2024-06-30,P11,P05,155,155,9,14,completo
COM059-000348,2024-07-01,P12,P05,76,76,10,10,completo
COM059-000349,2024-07-02,P01,P06,83,83,7,7,completo
COM059-000350,2024-07-02,P02,P06,40,40,8,8,completo
COM059-000351,2024-07-03,P03,P06,95,95,9,12,completo
COM059-000352,2024-07-03,P04,P06,161,161,10,6,completo
COM059-000353,2024-07-04,P05,P06,79,79,7,14,completo
COM059-000354,2024-07-04,P06,P06,192,0,8,545,pendiente
COM059-000355,2024-07-05,P07,P06,162,162,9,9,completo
COM059-000356,2024-07-05,P08,P06,31,0,10,544,pendiente
COM059-000357,2024-07-06,P09,P06,16,11,7,12,parcial
COM059-000358,2024-07-06,P10,P06,91,91,8,19,completo
COM059-000359,2024-07-07,P11,P06,25,0,9,542,pendiente
COM059-000360,2024-07-07,P12,P06,65,0,10,542,pendiente
COM059-000361,2024-07-08,P01,P07,173,173,7,7,completo
COM059-000362,2024-07-08,P02,P07,41,23,8,11,parcial
COM059-000363,2024-07-09,P03,P07,180,180,9,9,completo
COM059-000364,2024-07-09,P04,P07,190,190,10,6,completo
COM059-000365,2024-07-10,P05,P07,26,22,7,9,parcial
COM059-000366,2024-07-10,P06,P07,190,190,8,9,completo
COM059-000367,2024-07-11,P07,P07,16,16,9,10,completo
COM059-000368,2024-07-12,P08,P07,198,198,10,10,completo
COM059-000369,2024-07-12,P09,P07,175,175,7,11,completo
COM059-000370,2024-07-13,P10,P07,109,109,8,8,completo
COM059-000371,2024-07-13,P11,P07,79,79,9,14,completo
COM059-000372,2024-07-14,P12,P07,155,155,10,7,completo
COM059-000373,2024-07-14,P01,P08,184,184,7,7,completo
COM059-000374,2024-07-15,P02,P08,37,17,8,5,parcial
COM059-000375,2024-07-15,P03,P08,104,104,9,10,completo
COM059-000376,2024-07-16,P04,P08,94,50,10,6,parcial
COM059-000377,2024-07-16,P05,P08,173,173,7,6,completo
COM059-000378,2024-07-17,P06,P08,138,138,8,10,completo
COM059-000379,2024-07-17,P07,P08,199,199,9,11,completo
COM059-000380,2024-07-18,P08,P08,118,118,10,17,completo
COM059-000381,2024-07-18,P09,P08,62,0,7,531,pendiente
COM059-000382,2024-07-19,P10,P08,66,0,8,530,pendiente
COM059-000383,2024-07-19,P11,P08,163,163,9,15,completo
COM059-000384,2024-07-20,P12,P08,177,177,10,12,completo
COM059-000385,2024-07-20,P01,P09,121,121,7,9,completo
COM059-000386,2024-07-21,P02,P09,68,29,8,6,parcial
COM059-000387,2024-07-21,P03,P09,145,145,9,14,completo
COM059-000388,2024-07-22,P04,P09,37,0,10,527,pendiente
COM059-000389,2024-07-23,P05,P09,88,88,7,11, COMPLETO 
COM059-000390,2024-07-23,P06,P09,106,106,8,10,completo
COM059-000391,2024-07-24,P07,P09,66,42,9,8,parcial
COM059-000392,2024-07-24,P08,P09,186,186,10,12,completo
COM059-000393,2024-07-25,P09,P09,138,138,7,9,completo
COM059-000394,2024-07-25,P10,P09,157,157,8,14,completo
COM059-000395,2024-07-26,P11,P09,190,190,9,11,completo
COM059-000396,2024-07-26,P12,P09,160,160,10,13,completo
COM059-000397,2024-07-27,P01,P10,187,187,7,10,completo
COM059-000398,2024-07-27,P02,P10,173,173,8,8,completo
COM059-000399,2024-07-28,P03,P10,180,180,9,5,completo
COM059-000400,2024-07-28,P04,P10,132,132,10,9,completo
COM059-000401,2024-07-29,P05,P10,165,126,7,12,parcial
COM059-000402,2024-07-29,P06,P10,168,0,8,520,pendiente
COM059-000403,2024-07-30,P07,P10,95,95,9,10,completo
COM059-000404,2024-07-30,P08,P10,151,151,10,12,completo
COM059-000405,2024-07-31,P09,P10,44,44,7,10,completo
COM059-000406,2024-07-31,P10,P10,35,35,8,18,completo
COM059-000407,2024-08-01,P11,P10,67,66,9,12,parcial
COM059-000408,2024-08-02,P12,P10,136,136,10,15,completo
COM059-000409,2024-08-02,P01,P11,149,149,7,7,completo
COM059-000410,2024-08-03,P02,P11,72,72,8,9,completo
COM059-000411,2024-08-03,P03,P11,97,97,9,5,completo
COM059-000412,2024-08-04,P04,P11,93,0,10,514,pendiente
COM059-000413,2024-08-04,P05,P11,39,39,7,6,completo
COM059-000414,2024-08-05,P06,P11,50,50,8,12,completo
COM059-000415,2024-08-05,P07,P11,177,177,9,5,completo
COM059-000416,2024-08-06,P08,P11,31,31,10,,completo
COM059-000417,2024-08-06,P09,P11,31,31,7,5,completo
COM059-000418,2024-08-07,P10,P11,32,32,8,14,completo
COM059-000419,2024-08-07,P11,P11,155,155,9,6,completo
COM059-000420,2024-08-08,P12,P11,24,24,10,13,completo
COM059-000421,2024-08-08,P01,P12,94,94,7,1,completo
COM059-000422,2024-08-09,P02,P12,33,0,8,509,pendiente
COM059-000423,2024-08-09,P03,P12,197,197,9,9,completo
COM059-000424,2024-08-10,P04,P12,90,90,10,13,completo
COM059-000425,2024-08-10,P05,P12,183,183,7,12,completo
COM059-000426,2024-08-11,P06,P12,65,65,8,9,completo
COM059-000427,2024-08-12,P07,P12,144,0,9,506,pendiente
COM059-000428,2024-08-12,P08,P12,130,130,10,11,completo
COM059-000429,2024-08-13,P09,P12,13,13,7,10,completo
COM059-000430,2024-08-13,P10,P12,30,0,8,505,pendiente
COM059-000431,2024-08-14,P11,P12,173,173,9,12,completo
COM059-000432,2024-08-14,P12,P12,79,79,10,12,completo
COM059-000433,2024-08-15,P01,P01,164,164,7,5,completo
COM059-000434,2024-08-15,P02,P01,165,165,8,12,completo
COM059-000435,2024-08-16,P03,P01,125,125,9,14,completo
COM059-000436,2024-08-16,P04,P01,50,50,10,9,completo
COM059-000437,2024-08-17,P05,P01,115,115,7,6,completo
COM059-000438,2024-08-17,P06,P01,55,55,8,6,completo
COM059-000439,2024-08-18,P07,P01,158,158,9,9,completo
COM059-000440,2024-08-18,P08,P01,15,15,10,8,completo
COM059-000441,2024-08-19,P09,P01,71,71,7,12,completo
COM059-000442,2024-08-19,P10,P01,113,62,8,7,parcial
