registro_id,fecha,maquina,turno,unidades,defectos,horas,parada_min,vibracion,mantenimiento,fallo_7d,reparacion_coste
IND033-000099,2024-03-11,M3,dia,356,9,7.0,7.5,2.21,0,0,0
IND033-000100,2024-03-12,M4,dia,304,5,3.9,6.1,4.59,1,0,0
IND033-000101,2024-03-13,M5,dia,704,25,3.5,22.1,2.47,0,0,0
IND033-000102,2024-03-14,M6,dia,449,17,4.2,35.2,5.7,0,0,0
IND033-000103,2024-03-14,M1,noche,634,6,6.6,12.7,4.0,0,0,0
IND033-000104,2024-03-15,M2,noche,778,17,6.6,17.3,2.04,0,0,0
IND033-000105,2024-03-16,M3,noche,349,6,5.8,19.2,2.49,0,0,0
IND033-000106,2024-03-17,M4,noche,474,11,5.7,26.3,4.33,1,0,0
IND033-000107,2024-03-17,M5,noche,769,24,6.8,22.6,5.05,0,0,0
IND033-000108,2024-03-18,M6,noche,156,3,6.6,8.8,4.51,0,0,0
IND033-000109,2024-03-19,M1,dia,221,4,4.4,10.7,2.11,0,0,0
IND033-000110,2024-03-19,M2,dia,484,15,6.3,5.2,2.65,0,0,0
IND033-000111,2024-03-20,M3,dia,370,8,5.1,2.8,1.81,0,0,0
IND033-000112,2024-03-21,M4,dia,155,4,5.9,3.4,2.63,0,0,0
IND033-000113,2024-03-22,M5,dia,393,8,3.7,0.6,3.04,0,0,0
IND033-000114,2024-03-22,M6,dia,631,26,4.3,6.9,4.17,1,0,0
IND033-000115,2024-03-23,M1,noche,186,6,3.2,47.6,1.88,0,0,0
IND033-000116,2024-03-24,M2,noche,628,18,7.5,3.0,2.54,0,0,0
IND033-000117,2024-03-25,M3,noche,178,4,7.7,8.4,3.81,0,0,0
IND033-000118,2024-03-25,M4,noche,222,8,7.2,3.1,3.33,0,0,0
IND033-000119,2024-03-26,M5,noche,157,6,5.1,21.4,3.91,0,0,0
IND033-000120,2024-03-27,M6,noche,573,23,8.0,22.2,4.51,0,0,0
IND033-000121,2024-03-27,M1,dia,738,7,3.8,2.3,4.46,0,0,0
IND033-000122,2024-03-28,M2,dia,408,12,7.2,55.7,3.07,0,0,0
IND033-000123,2024-03-29,M3,dia,783,13,6.9,6.6,3.35,1,0,0
IND033-000124,2024-03-30,M4,dia,484,12,3.2,2.8,5.85,0,0,0
IND033-000125,2024-03-30,M5,dia,536,15,3.4,21.0,2.41,0,0,0
IND033-000126,2024-03-31,M6,dia,783,34,7.2,28.9,1.89,1,0,0
IND033-000127,2024-04-01,M1,noche,350,5,5.0,24.2,2.58,0,0,0
IND033-000128,2024-04-01,M2,noche,88,2,7.8,8.0,3.22,0,0,0
IND033-000129,2024-04-02,M3,noche,731,24,7.2,16.9,4.67,0,0,0
IND033-000130,2024-04-03,M4,noche,341,9,6.7,31.5,3.5,0,0,0
IND033-000131,2024-04-04,M5,noche,714,19,3.4,15.7,2.79,0,0,0
IND033-000132,2024-04-04,M6,noche,759,35,3.3,11.7,4.81,0,1,1634.44
IND033-000133,2024-04-05,M1,dia,554,7,4.4,8.5,2.62,0,0,0
IND033-000134,2024-04-06,M2,dia,223,6,7.7,16.4,1.03,0,0,0
IND033-000135,2024-04-07,M3,dia,208,4,6.1,24.8,3.56,0,0,0
IND033-000136,2024-04-07,M4,dia,156,7,4.3,32.2,2.11,1,0,0
IND033-000137,2024-04-08,M5,dia,461,13,5.6,14.3,5.84,1,1,2191.44
IND033-000138,2024-04-09,M6,dia,520,12,5.1,5.6,2.16,0,0,0
IND033-000139,2024-04-09,M1,noche,662,12,6.9,12.7,4.83,0,0,0
IND033-000140,2024-04-10,M2,noche,664,18,5.3,10.2,2.14,1,0,0
IND033-000141,2024-04-11,M3,noche,512,14,4.6,3.5,3.12,1,0,0
IND033-000142,2024-04-12,M4,noche,174,5,5.2,30.1,2.26,1,0,0
IND033-000143,2024-04-12,M5,noche,244,7,5.4,6.9,4.95,1,1,2648.89
IND033-000144,2024-04-13,M6,noche,147,5,7.5,4.8,4.93,1,0,0
IND033-000145,2024-04-14,M1,dia,780,16,5.5,15.3,2.39,1,0,0
IND033-000146,2024-04-15,M2,dia,222,8,6.4,29.0,1.24,0,0,0
IND033-000147,2024-04-15,M3,dia,205,3,5.4,2.1,4.26,0,0,0
IND033-000148,2024-04-16,M4,dia,120,5,7.5,0.7,3.46,0,0,0
IND033-000149,2024-04-17,M5,dia,551,15,7.4,0.4,2.96,1,0,0
IND033-000150,2024-04-17,M6,dia,132,8,4.5,17.5,3.15,0,0,0
IND033-000151,2024-04-18,M1,noche,312,7,4.2,56.1,1.79,0,0,0
IND033-000152,2024-04-19,M2,noche,425,4,7.4,3.5,3.86,0,0,0
IND033-000153,2024-04-20,M3,noche,510,13,3.9,2.7,2.95,0,0,0
IND033-000154,2024-04-20,M4,noche,765,20,3.0,2.2,3.52,0,0,0
IND033-000155,2024-04-21,M5,noche,633,20,5.8,14.4,3.79,0,0,0
IND033-000156,2024-04-22,M6,noche,797,29,4.0,15.1,4.21,0,0,0
IND033-000157,2024-04-22,M1,dia,787,14,7.4,12.5,2.59,1,0,0
IND033-000158,2024-04-23,M2,dia,543,10,6.2,1.8,3.49,1,0,0
IND033-000159,2024-04-24,M3,dia,492,11,3.7,24.4,3.45,1,0,0
IND033-000160,2024-04-25,M4,dia,428,15,4.7,1.0,3.63,0,0,0
IND033-000161,2024-04-25,M5,dia,509,13,6.1,17.7,2.05,0,0,0
IND033-000162,2024-04-26,M6,dia,448,7,5.1,23.1,4.57,1,0,0
IND033-000163,2024-04-27,M1,noche,756,12,7.9,1.7,1.88,0,0,0
IND033-000164,2024-04-28,M2,noche,85,1,7.0,2.5,3.08,0,1,2376.52
IND033-000165,2024-04-28,M3,noche,539,9,5.3,7.0,2.94,0,0,0
IND033-000166,2024-04-29,M4,noche,244,9,6.4,10.2,1.74,1,0,0
IND033-000167,2024-04-30,M5,noche,366,11,3.2,6.0,,0,0,0
IND033-000168,2024-04-30,M6,noche,668,23,3.4,3.1,4.02,1,0,0
IND033-000169,2024-05-01,M1,dia,224,4,4.6,10.7,1.32,0,0,0
IND033-000170,2024-05-02,M2,dia,455,18,3.4,12.3,4.01,0,1,2255.03
IND033-000171,2024-05-03,M3,dia,700,11,7.4,6.5,2.04,0,0,0
IND033-000172,2024-05-03,M4,dia,365,13,5.6,1.5,2.68,0,0,0
IND033-000173,2024-05-04,M5,dia,111,3,5.2,9.2,4.23,0,0,0
IND033-000174,2024-05-05,M6,dia,125,2,5.2,0.4,5.79,0,1,1816.02
IND033-000175,2024-05-06,M1,noche,501,11,3.8,1.4,2.0,0,0,0
IND033-000176,2024-05-06,M2,noche,221,4,3.2,19.3,1.91,0,0,0
IND033-000177,2024-05-07,M3,noche,298,9,7.2,40.8,3.45,0,0,0
IND033-000178,2024-05-08,M4,noche,497,13,5.0,13.0,4.09,1,0,0
IND033-000179,2024-05-08,M5,noche,416,10,4.5,12.9,2.02,0,0,0
IND033-000180,2024-05-09,M6,noche,357,8,3.4,35.1,4.53,0,1,712.13
IND033-000181,2024-05-10,M1,dia,642,14,4.1,29.3,5.12,0,0,0
IND033-000182,2024-05-11,M2,dia,543,12,6.6,22.4,2.54,0,0,0
IND033-000183,2024-05-11,M3,dia,697,12,3.2,13.1,2.5,0,0,0
IND033-000184,2024-05-12,M4,dia,644,17,5.7,32.4,4.02,0,0,0
IND033-000185,2024-05-13,M5,dia,587,21,5.3,11.6,4.58,1,1,276.81
IND033-000186,2024-05-13,M6,dia,174,5,6.0,16.0,4.08,1,0,0
IND033-000187,2024-05-14,M1,noche,659,7,5.3,3.0,1.17,0,0,0
IND033-000188,2024-05-15,M2,noche,764,16,5.8,29.2,2.76,1,0,0
IND033-000189,2024-05-16,M3,noche,587,9,5.9,34.4,4.26,0,0,0
IND033-000190,2024-05-16,M4,noche,313,14,4.6,74.6,3.72,0,0,0
IND033-000191,2024-05-17,M5,noche,414,11,4.6,11.7,5.17,0,1,1787.82
IND033-000192,2024-05-18,M6,noche,753,33,7.7,43.2,2.68,0,0,0
IND033-000193,2024-05-19,M1,dia,715,8,5.7,11.5,1.89,1,0,0
IND033-000194,2024-05-19,M2,dia,82,4,3.7,14.5,3.87,0,0,0
IND033-000195,2024-05-20,M3, DIA ,271,7,5.3,1.0,3.38,0,0,0
IND033-000196,2024-05-21,M4,dia,448,12,5.3,2.6,2.65,0,0,0
IND033-000197,2024-05-21,M5,dia,178,3,5.5,9.6,3.24,0,0,0
IND033-000198,2024-05-22,M6,dia,421,14,5.9,21.5,4.9,0,0,0
IND033-000199,2024-05-23,M1,noche,667,10,7.5,19.2,2.67,0,0,0
IND033-000200,2024-05-24,M2,noche,100,1,3.8,5.9,5.04,0,0,0
IND033-000201,2024-05-24,M3,noche,107,3,5.0,4.3,2.96,0,0,0
IND033-000202,2024-05-25,M4,noche,550,16,7.0,109.0,2.54,0,0,0
IND033-000203,2024-05-26,M5,noche,292,13,4.6,6.7,3.1,1,0,0
IND033-000204,2024-05-27,M6,noche,379,7,4.8,3.7,4.36,0,0,0
IND033-000205,2024-05-27,M1,dia,250,4,6.0,0.1,2.36,1,0,0
IND033-000206,2024-05-28,M2,dia,184,12,4.4,10.7,2.19,0,0,0
IND033-000207,2024-05-29,M3,dia,455,13,8.0,7.3,1.43,0,0,0
IND033-000208,2024-05-29,M4,dia,756,31,7.6,36.6,2.89,0,0,0
IND033-000209,2024-05-30,M5,dia,193,3,7.2,2.5,3.9,0,0,0
IND033-000210,2024-05-31,M6,dia,541,24,5.1,1.4,5.02,0,0,0
IND033-000211,2024-06-01,M1,noche,795,14,3.3,5.8,5.85,0,1,396.66
IND033-000212,2024-06-01,M2,noche,613,12,4.1,27.4,"4,17",0,0,0
IND033-000213,2024-06-02,M3,noche,735,17,5.4,11.3,3.73,1,0,0
IND033-000214,2024-06-03,M4,noche,528,25,6.8,29.8,3.65,1,0,0
IND033-000215,2024-06-03,M5,noche,323,11,7.9,4.0,3.61,0,0,0
IND033-000216,2024-06-04,M6,noche,723,22,3.4,2.7,3.95,0,0,0
IND033-000217,2024-06-05,M1,dia,120,2,3.1,59.3,3.32,1,1,265.01
IND033-000218,2024-06-06,M2,dia,530,9,3.2,15.7,3.96,0,0,0
IND033-000219,2024-06-06,M3,dia,416,8,5.0,16.5,3.44,0,0,0
IND033-000220,2024-06-07,M4,dia,660,22,6.7,11.2,3.56,0,0,0
IND033-000221,2024-06-08,M5,dia,162,2,7.0,1.3,2.31,0,0,0
IND033-000222,2024-06-09,M6,dia,88,4,7.5,4.2,3.47,1,0,0
IND033-000223,2024-06-09,M1,noche,284,2,4.8,18.7,2.52,0,0,0
IND033-000224,2024-06-10,M2,noche,138,2,7.9,0.5,3.32,0,0,0
IND033-000225,2024-06-11,M3,noche,657,16,4.6,13.8,4.34,0,1,844.04
IND033-000226,2024-06-11,M4,noche,222,9,3.5,23.1,3.15,0,0,0
IND033-000227,2024-06-12,M5,noche,800,21,6.5,6.4,3.36,0,0,0
IND033-000228,2024-06-13,M6,noche,794,29,5.5,17.7,3.57,0,0,0
IND033-000229,2024-06-14,M1,dia,203,0,3.0,33.6,2.54,0,0,0
IND033-000230,2024-06-14,M2,dia,758,15,6.0,56.5,3.02,0,0,0
IND033-000231,2024-06-15,M3,dia,367,8,5.4,30.5,4.44,0,0,0
IND033-000232,2024-06-16,M4,dia,188,5,4.9,40.6,2.73,0,0,0
IND033-000233,2024-06-17,M5,dia,448,6,3.7,33.1,3.18,0,0,0
IND033-000234,2024-06-17,M6,dia,598,21,6.6,22.2,3.57,1,0,0
IND033-000235,2024-06-18,M1,noche,149,4,3.5,52.5,2.37,0,0,0
IND033-000236,2024-06-19,M2,noche,437,9,5.6,23.6,2.88,1,0,0
IND033-000237,2024-06-19,M3,noche,247,3,7.4,36.4,4.28,0,0,0
IND033-000238,2024-06-20,M4,noche,232,7,5.9,17.0,2.96,0,0,0
IND033-000239,2024-06-21,M5,noche,518,19,5.6,52.9,3.7,0,0,0
IND033-000240,2024-06-22,M6,noche,161,0,5.6,7.4,3.55,1,0,0
IND033-000241,2024-06-22,M1,dia,487,12,4.0,7.8,2.56,0,0,0
IND033-000242,2024-06-23,M2,dia,748,21,6.3,20.0,2.47,0,0,0
IND033-000243,2024-06-24,M3,dia,656,8,6.3,7.6,1.44,0,0,0
IND033-000244,2024-06-24,M4,dia,241,6,4.7,23.3,2.51,0,0,0
IND033-000245,2024-06-25,M5,dia,637,15,7.8,37.2,3.63,0,0,0
IND033-000246,2024-06-26,M6,dia,701,31,3.7,8.4,4.63,1,1,851.74
IND033-000247,2024-06-27,M1,noche,479,7,3.7,20.9,1.05,1,0,0
IND033-000248,2024-06-27,M2,noche,736,20,5.4,9.9,2.79,0,0,0
IND033-000249,2024-06-28,M3,noche,309,7,7.5,15.2,4.4,0,0,0
IND033-000250,2024-06-29,M4,noche,484,10,5.9,3.6,,0,0,0
IND033-000251,2024-06-30,M5,noche,480,12,6.6,5.2,2.98,0,0,0
IND033-000252,2024-06-30,M6,noche,371,12,4.7,11.8,4.52,0,1,321.07
IND033-000253,2024-07-01,M1,dia,418,4,7.0,46.5,1.96,0,0,0
IND033-000254,2024-07-02,M2,dia,273,8,5.8,3.9,2.69,0,0,0
IND033-000255,2024-07-02,M3,dia,471,14,6.2,6.3,3.87,0,0,0
IND033-000256,2024-07-03,M4,dia,434,22,3.9,10.3,1.87,0,0,0
IND033-000257,2024-07-04,M5,dia,129,7,6.4,62.1,4.21,0,0,0
IND033-000258,2024-07-05,M6,dia,366,13,3.7,10.4,4.37,0,0,0
IND033-000259,2024-07-05,M1,noche,481,10,4.9,80.8,3.75,1,0,0
IND033-000260,2024-07-06,M2,noche,137,4,5.1,6.4,3.64,0,0,0
IND033-000261,2024-07-07,M3,noche,708,7,6.5,0.7,3.02,1,0,0
IND033-000262,2024-07-08,M4,noche,217,8,7.5,10.2,2.96,0,0,0
IND033-000263,2024-07-08,M5,noche,453,10,4.6,26.6,2.93,0,0,0
IND033-000264,2024-07-09,M6,noche,485,12,6.5,5.6,3.52,0,0,0
IND033-000265,2024-07-10,M1,dia,428,8,6.8,41.8,3.8,0,0,0
IND033-000266,2024-07-10,M2,dia,673,15,7.7,19.3,0.48,0,0,0
IND033-000267,2024-07-11,M3,dia,335,2,3.2,19.7,3.29,0,0,0
IND033-000268,2024-07-12,M4,dia,526,15,7.6,5.7,4.29,0,0,0
IND033-000269,2024-07-13,M5,dia,668,17,7.4,21.9,4.31,0,0,0
IND033-000270,2024-07-13,M6,dia,127,7,3.4,2.1,3.5,0,0,0
IND033-000271,2024-07-14,M1,noche,106,0,5.4,12.8,4.42,0,0,0
IND033-000272,2024-07-15,M2,noche,104,3,8.0,4.4,1.68,0,0,0
IND033-000273,2024-07-15,M3,noche,153,2,4.1,20.8,4.14,0,0,0
IND033-000274,2024-07-16,M4,noche,668,27,6.7,0.4,3.27,1,0,0
IND033-000275,2024-07-17,M5,noche,170,10,5.3,5.1,6.14,0,1,2805.52
IND033-000276,2024-07-18,M6,noche,504,21,6.1,5.0,5.19,0,0,0
IND033-000277,2024-07-18,M1,dia,464,5,4.9,32.8,3.34,0,0,0
IND033-000278,2024-07-19,M2,dia,774,18,3.3,4.6,1.9,0,0,0
IND033-000279,2024-07-20,M3,dia,455,9,7.3,5.5,1.53,0,0,0
IND033-000280,2024-07-21,M4,dia,200,5,3.6,0.9,3.0,1,0,0
IND033-000281,2024-07-21,M5,dia,543,18,3.3,20.6,4.33,0,1,1683.01
IND033-000282,2024-07-22,M6,dia,128,3,4.7,24.5,4.32,0,0,0
IND033-000283,2024-07-23,M1,noche,795,13,7.4,33.9,2.53,1,0,0
IND033-000284,2024-07-23,M2,noche,404,6,6.1,10.6,2.1,0,0,0
IND033-000285,2024-07-24,M3,noche,530,10,5.1,0.9,2.96,0,0,0
IND033-000286,2024-07-25,M4,noche,673,15,3.2,4.9,2.26,0,0,0
IND033-000287,2024-07-26,M5,noche,433,11,6.8,9.8,2.28,0,0,0
IND033-000288,2024-07-26,M6,noche,180,3,7.3,0.2,5.15,0,0,0
IND033-000289,2024-07-27,M1,dia,693,9,4.5,22.3,1.83,1,0,0
IND033-000290,2024-07-28,M2,dia,733,23,4.6,4.5,2.5,0,0,0
IND033-000291,2024-07-29,M3,dia,589,12,4.4,9.5,2.35,0,0,0
IND033-000292,2024-07-29,M4, DIA ,92,3,4.4,0.2,3.62,0,0,0
IND033-000293,2024-07-30,M5,dia,611,18,6.8,9.8,3.24,0,0,0
IND033-000294,2024-07-31,M6,dia,756,35,3.0,14.6,4.12,0,0,0
IND033-000295,2024-07-31,M1,noche,396,5,5.7,18.7,2.21,0,0,0
IND033-000296,2024-08-01,M2,noche,616,12,6.2,15.9,2.79,0,0,0
IND033-000297,2024-08-02,M3,noche,702,14,5.6,24.6,3.44,0,0,0
IND033-000298,2024-08-03,M4,noche,445,10,5.3,27.6,5.64,0,0,0
IND033-000299,2024-08-03,M5,noche,760,19,4.8,2.7,3.92,0,0,0
IND033-000300,2024-08-04,M6,noche,110,5,5.3,8.5,3.56,0,0,0
IND033-000301,2024-08-05,M1,dia,252,3,3.4,30.7,4.02,1,0,0
IND033-000302,2024-08-05,M2,dia,453,12,5.6,16.1,2.2,0,0,0
IND033-000303,2024-08-06,M3,dia,718,13,5.0,18.8,4.06,1,0,0
IND033-000304,2024-08-07,M4,dia,386,17,7.2,4.5,4.97,0,0,0
IND033-000305,2024-08-08,M5,dia,236,10,5.1,8.7,3.38,0,0,0
IND033-000306,2024-08-08,M6,dia,687,20,6.2,5.6,2.87,0,0,0
IND033-000307,2024-08-09,M1,noche,136,0,7.4,2.8,2.19,0,0,0
IND033-000308,2024-08-10,M2,noche,512,12,5.8,4.4,1.35,1,0,0
IND033-000309,2024-08-11,M3,noche,86,2,7.5,19.1,3.66,1,0,0
IND033-000310,2024-08-11,M4,noche,188,10,7.5,34.0,4.95,0,0,0
IND033-000311,2024-08-12,M5,noche,221,5,4.7,1.3,2.67,0,0,0
IND033-000312,2024-08-13,M6,noche,368,18,5.4,14.3,4.69,0,0,0
IND033-000313,2024-08-13,M1,dia,458,7,4.3,3.2,1.42,1,0,0
IND033-000314,2024-08-14,M2,dia,798,18,4.5,10.2,2.56,0,0,0
IND033-000315,2024-08-15,M3,dia,173,5,4.4,35.9,4.66,0,0,0
IND033-000316,2024-08-16,M4,dia,395,22,6.9,2.9,2.17,1,0,0
IND033-000317,2024-08-16,M5,dia,329,13,5.4,74.5,2.66,0,0,0
IND033-000318,2024-08-17,M6,dia,600,22,7.6,11.5,5.55,0,1,1872.54
IND033-000319,2024-08-18,M1,noche,652,4,3.7,32.0,2.82,0,0,0
IND033-000320,2024-08-19,M2,noche,358,8,3.5,6.1,3.38,0,0,0
IND033-000321,2024-08-19,M3,noche,778,15,5.7,3.1,4.05,0,1,1387.89
IND033-000322,2024-08-20,M4,noche,237,5,7.0,3.2,3.6,0,0,0
IND033-000323,2024-08-21,M5,noche,236,7,7.5,4.0,2.65,0,0,0
IND033-000324,2024-08-21,M6,noche,735,28,7.2,41.2,5.77,0,1,2310.88
IND033-000325,2024-08-22,M1,dia,278,5,5.3,49.7,2.71,0,0,0
IND033-000326,2024-08-23,M2,dia,462,11,7.1,37.6,2.14,0,0,0
IND033-000327,2024-08-24,M3,dia,351,7,3.8,9.8,2.9,0,0,0
IND033-000328,2024-08-24,M4,dia,346,9,3.1,0.3,2.24,0,0,0
