registro_id,fecha_reserva,fecha_llegada,hotel,canal,noches,tarifa,cancelada,pais
TUR031-000126,2024-04-03,2024-04-28,H3,plataforma,5,233.73,1,PE
TUR031-000127,2024-04-04,2024-06-25,H1,plataforma,5,126.61,0,ES
TUR031-000128,2024-04-04,2024-07-14,H2,directo,11,172.87,0,ES
TUR031-000129,2024-04-05,2024-08-21,H3,plataforma,8,231.11,0,CO
TUR031-000130,2024-04-06,2024-04-28,H1,plataforma,5,142.21,0,CL
TUR031-000131,2024-04-07,2024-04-26,H2,agencia,11,181.36,0,ES
TUR031-000132,2024-04-07,2024-06-29,H3,agencia,7,239.29,0,ES
TUR031-000133,2024-04-08,2024-05-01,H1,plataforma,2,141.92,0,CL
TUR031-000134,2024-04-09,2024-06-24,H2,plataforma,3,188.65,0,PE
TUR031-000135,2024-04-10,2024-08-17,H3,plataforma,5,224.37,1,PE
TUR031-000136,2024-04-10,2024-06-26,H1,plataforma,4,136.95,0,ES
TUR031-000137,2024-04-11,2024-04-29,H2,agencia,1,169.62,0,CL
TUR031-000138,2024-04-12,2024-05-12,H3,directo,11,215.61,0,CO
TUR031-000139,2024-04-13,2024-08-18,H1,plataforma,12,139.29,1,ES
TUR031-000140,2024-04-13,2024-07-11,H2,directo,9,190.92,0,CL
TUR031-000141,2024-04-14,2024-07-10,H3,directo,11,232.14,0,ES
TUR031-000142,2024-04-15,2024-05-02,H1,agencia,6,135.49,0,PE
TUR031-000143,2024-04-16,2024-07-23,H2,agencia,8,169.93,0,CL
TUR031-000144,2024-04-16,2024-05-23,H3,directo,1,217.65,0,CO
TUR031-000145,2024-04-17,2024-06-18,H1,directo,1,144.21,1,ES
TUR031-000146,2024-04-18,2024-06-12,H2,agencia,4,183.53,0,CL
TUR031-000147,2024-04-19,2024-07-01,H3,directo,7,231.84,0,PE
TUR031-000148,2024-04-19,2024-05-26,H1,directo,10,146.71,0,CL
TUR031-000149,2024-04-20,2024-06-16,H2,plataforma,3,180.97,0,CL
TUR031-000150,2024-04-21,2024-07-20,H3,agencia,1,219.49,0,CO
TUR031-000151,2024-04-22,2024-05-18,H1,plataforma,3,142.34,1,CL
TUR031-000152,2024-04-22,2024-06-15,H2,directo,11,185.96,1,ES
TUR031-000153,2024-04-23,2024-06-01,H3,agencia,8,217.57,0,PE
TUR031-000154,2024-04-24,2024-08-17,H1,agencia,11,142.5,0,ES
TUR031-000155,2024-04-25,2024-06-19,H2,agencia,11,175.76,0,PE
TUR031-000156,2024-04-25,2024-06-13,H3,agencia,8,235.21,0,CL
TUR031-000157,2024-04-26,2024-09-02,H1,directo,12,130.74,0,PE
TUR031-000158,2024-04-27,2024-05-26,H2,directo,6,189.46,0,ES
TUR031-000159,2024-04-28,2024-08-11,H3,directo,9,234.5,0,PE
TUR031-000160,2024-04-28,2024-05-13,H1,directo,9,132.72,0,CL
TUR031-000161,2024-04-29,2024-08-11,H2,agencia,6,187.18,0,CO
TUR031-000162,2024-04-30,2024-08-30,H3,plataforma,1,214.88,0,CO
TUR031-000163,2024-05-01,2024-09-13,H1,directo,5,136.86,1,CL
TUR031-000164,2024-05-01,2024-08-26,H2,plataforma,7,179.44,1,CL
TUR031-000165,2024-05-02,2024-05-29,H3,agencia,1,213.44,0,PE
TUR031-000166,2024-05-03,2024-08-04,H1,plataforma,3,121.05,1,CL
TUR031-000167,2024-05-04,2024-09-04,H2,plataforma,2,,1,ES
TUR031-000168,2024-05-04,2024-07-05,H3,directo,2,218.18,1,ES
TUR031-000169,2024-05-05,2024-09-19,H1,directo,1,127.71,0,ES
TUR031-000170,2024-05-06,2024-05-22,H2,plataforma,8,180.86,0,ES
TUR031-000171,2024-05-07,2024-06-27,H3,directo,4,210.37,0,ES
TUR031-000172,2024-05-07,2024-08-05,H1,agencia,7,135.63,0,CO
TUR031-000173,2024-05-08,2024-06-16,H2,agencia,7,174.44,0,CL
TUR031-000174,2024-05-09,2024-09-04,H3,plataforma,12,225.33,0,CL
TUR031-000175,2024-05-10,2024-09-29,H1,directo,12,140.85,0,PE
TUR031-000176,2024-05-10,2024-08-20,H2,plataforma,5,186.76,0,ES
TUR031-000177,2024-05-11,2024-08-23,H3,directo,8,214.09,0,PE
TUR031-000178,2024-05-12,2024-10-05,H1,plataforma,10,131.82,1,PE
TUR031-000179,2024-05-13,2024-10-03,H2,directo,9,163.83,0,PE
TUR031-000180,2024-05-13,2024-08-13,H3,plataforma,4,222.88,0,ES
TUR031-000181,2024-05-14,2024-06-25,H1,directo,11,137.59,0,CL
TUR031-000182,2024-05-15,2024-08-18,H2,directo,2,183.49,1,CO
TUR031-000183,2024-05-16,2024-07-17,H3,agencia,4,209.35,0,CO
TUR031-000184,2024-05-16,2024-06-05,H1,plataforma,2,137.12,0,PE
TUR031-000185,2024-05-17,2024-07-09,H2,plataforma,10,178.24,0,CO
TUR031-000186,2024-05-18,2024-09-29,H3,directo,2,210.58,0,ES
TUR031-000187,2024-05-19,2024-09-01,H1,directo,10,126.66,0,ES
TUR031-000188,2024-05-19,2024-06-30,H2,agencia,8,182.63,0,ES
TUR031-000189,2024-05-20,2024-06-15,H3,agencia,10,212.35,0,CO
TUR031-000190,2024-05-21,2024-07-21,H1,agencia,7,116.98,0,CL
TUR031-000191,2024-05-22,2024-07-16,H2,directo,12,180.99,0,CO
TUR031-000192,2024-05-22,2024-06-08,H3,directo,10,220.53,0,PE
TUR031-000193,2024-05-23,2024-08-08,H1,directo,12,118.34,0,CO
TUR031-000194,2024-05-24,2024-07-17,H2,plataforma,10,175.14,0,PE
TUR031-000195,2024-05-25,2024-09-07,H3, AGENCIA ,6,214.97,0,CO
TUR031-000196,2024-05-25,2024-08-21,H1,plataforma,10,133.74,0,ES
TUR031-000197,2024-05-26,2024-06-04,H2,plataforma,2,157.86,0,CO
TUR031-000198,2024-05-27,2024-08-24,H3,plataforma,10,206.89,0,CO
TUR031-000199,2024-05-28,2024-07-18,H1,plataforma,12,124.14,0,PE
TUR031-000200,2024-05-28,2024-08-27,H2,directo,12,164.97,0,CL
TUR031-000201,2024-05-29,2024-09-01,H3,agencia,3,209.85,0,ES
TUR031-000202,2024-05-30,2024-09-08,H1,agencia,1,118.8,0,PE
TUR031-000203,2024-05-31,2024-09-20,H2,directo,6,167.05,0,CL
TUR031-000204,2024-05-31,2024-07-15,H3,directo,8,224.72,0,PE
TUR031-000205,2024-06-01,2024-07-27,H1,agencia,4,134.32,1,CO
TUR031-000206,2024-06-02,2024-10-29,H2,directo,12,159.35,0,CL
TUR031-000207,2024-06-03,2024-08-31,H3,directo,7,211.77,1,ES
TUR031-000208,2024-06-03,2024-08-06,H1,directo,12,121.56,0,CO
TUR031-000209,2024-06-04,2024-08-28,H2,directo,4,154.75,0,ES
TUR031-000210,2024-06-05,2024-07-22,H3,agencia,11,220.05,1,CO
TUR031-000211,2024-06-06,2024-08-07,H1,plataforma,4,125.96,1,PE
TUR031-000212,2024-06-06,2024-07-04,H2,agencia,7,"169,44",0,CL
TUR031-000213,2024-06-07,2024-09-23,H3,agencia,4,200.56,0,PE
TUR031-000214,2024-06-08,2024-07-28,H1,directo,2,111.84,0,CL
TUR031-000215,2024-06-09,2024-09-18,H2,agencia,11,159.68,1,ES
TUR031-000216,2024-06-09,2024-10-21,H3,plataforma,11,200.02,0,CL
TUR031-000217,2024-06-10,2024-09-11,H1,agencia,3,121.61,0,PE
TUR031-000218,2024-06-11,2024-10-29,H2,agencia,11,161.66,0,ES
TUR031-000219,2024-06-12,2024-09-01,H3,agencia,9,206.07,0,CL
TUR031-000220,2024-06-12,2024-09-16,H1,plataforma,3,113.29,0,CL
TUR031-000221,2024-06-13,2024-10-30,H2,plataforma,5,163.42,1,PE
TUR031-000222,2024-06-14,2024-07-25,H3,agencia,11,214.42,0,PE
TUR031-000223,2024-06-15,2024-11-07,H1,agencia,11,109.23,1,CO
TUR031-000224,2024-06-15,2024-09-14,H2,plataforma,3,160.31,0,ES
TUR031-000225,2024-06-16,2024-09-01,H3,plataforma,2,210.79,0,CL
TUR031-000226,2024-06-17,2024-09-29,H1,agencia,12,110.22,1,CO
TUR031-000227,2024-06-18,2024-07-07,H2,agencia,11,148.38,0,ES
TUR031-000228,2024-06-18,2024-09-04,H3,plataforma,8,214.41,0,PE
TUR031-000229,2024-06-19,2024-07-26,H1,plataforma,7,113.89,0,ES
TUR031-000230,2024-06-20,2024-11-11,H2,agencia,2,149.86,0,ES
TUR031-000231,2024-06-21,2024-07-09,H3,agencia,4,197.59,0,CO
TUR031-000232,2024-06-21,2024-06-26,H1,plataforma,12,103.59,0,ES
TUR031-000233,2024-06-22,2024-07-02,H2,agencia,3,159.9,1,CO
TUR031-000234,2024-06-23,2024-09-29,H3,directo,1,189.92,0,PE
TUR031-000235,2024-06-24,2024-09-15,H1,directo,1,115.11,0,ES
TUR031-000236,2024-06-24,2024-10-29,H2,agencia,8,162.29,0,CO
TUR031-000237,2024-06-25,2024-07-06,H3,agencia,9,198.26,0,CL
TUR031-000238,2024-06-26,2024-07-30,H1,plataforma,6,111.11,0,PE
TUR031-000239,2024-06-27,2024-07-17,H2,agencia,12,167.13,0,CL
TUR031-000240,2024-06-27,2024-07-22,H3,plataforma,6,199.96,0,CO
TUR031-000241,2024-06-28,2024-09-02,H1,agencia,3,105.5,0,CO
TUR031-000242,2024-06-29,2024-09-14,H2,agencia,2,146.95,0,CL
TUR031-000243,2024-06-30,2024-10-29,H3,directo,12,197.64,0,ES
TUR031-000244,2024-06-30,2024-10-31,H1,agencia,11,109.71,0,PE
TUR031-000245,2024-07-01,2024-09-21,H2,directo,9,150.82,1,CL
TUR031-000246,2024-07-02,2024-07-18,H3,plataforma,8,196.39,0,ES
TUR031-000247,2024-07-02,2024-09-10,H1,agencia,7,97.52,0,ES
TUR031-000248,2024-07-03,2024-08-14,H2,plataforma,1,142.49,0,PE
TUR031-000249,2024-07-04,2024-11-12,H3,plataforma,10,203.73,1,PE
TUR031-000250,2024-07-05,2024-08-08,H1,plataforma,2,,0,CO
TUR031-000251,2024-07-05,2024-09-20,H2,agencia,5,141.03,0,PE
TUR031-000252,2024-07-06,2024-10-27,H3,directo,12,205.0,1,CO
TUR031-000253,2024-07-07,2024-08-11,H1,agencia,11,93.16,0,CO
TUR031-000254,2024-07-08,2024-10-22,H2,agencia,10,151.89,1,ES
TUR031-000255,2024-07-08,2024-09-29,H3,plataforma,10,183.83,0,ES
TUR031-000256,2024-07-09,2024-07-21,H1,plataforma,6,114.51,0,CL
TUR031-000257,2024-07-10,2024-11-01,H2,agencia,6,152.58,0,ES
TUR031-000258,2024-07-11,2024-10-19,H3,directo,1,180.6,0,ES
TUR031-000259,2024-07-11,2024-08-24,H1,agencia,2,101.07,0,PE
TUR031-000260,2024-07-12,2024-11-10,H2,plataforma,6,135.95,0,CO
TUR031-000261,2024-07-13,2024-08-21,H3,agencia,5,179.81,0,ES
TUR031-000262,2024-07-14,2024-09-01,H1,agencia,9,91.36,1,ES
TUR031-000263,2024-07-14,2024-12-04,H2,directo,6,156.1,1,ES
TUR031-000264,2024-07-15,2024-08-15,H3,agencia,4,192.46,0,ES
TUR031-000265,2024-07-16,2024-09-06,H1,agencia,1,103.22,0,ES
TUR031-000266,2024-07-17,2024-09-09,H2,agencia,8,145.12,1,CL
TUR031-000267,2024-07-17,2024-08-30,H3,directo,2,197.98,0,ES
TUR031-000268,2024-07-18,2024-11-19,H1,plataforma,9,93.61,0,PE
TUR031-000269,2024-07-19,2024-08-13,H2,plataforma,9,137.48,1,CO
TUR031-000270,2024-07-20,2024-10-16,H3,agencia,4,178.18,1,PE
TUR031-000271,2024-07-20,2024-08-05,H1,agencia,10,107.84,0,PE
TUR031-000272,2024-07-21,2024-11-17,H2,plataforma,1,132.04,0,ES
TUR031-000273,2024-07-22,2024-11-27,H3,agencia,8,192.76,0,ES
TUR031-000274,2024-07-23,2024-08-14,H1,plataforma,5,106.16,0,ES
TUR031-000275,2024-07-23,2024-09-26,H2,directo,4,144.72,0,PE
TUR031-000276,2024-07-24,2024-09-16,H3,directo,11,194.4,0,PE
TUR031-000277,2024-07-25,2024-10-08,H1,directo,9,98.98,0,CL
TUR031-000278,2024-07-26,2024-10-07,H2,plataforma,10,134.48,0,ES
TUR031-000279,2024-07-26,2024-10-13,H3,directo,4,190.77,0,ES
TUR031-000280,2024-07-27,2024-12-18,H1,directo,12,99.27,0,ES
TUR031-000281,2024-07-28,2024-08-09,H2,directo,12,126.92,0,PE
TUR031-000282,2024-07-29,2024-12-18,H3,plataforma,8,178.73,0,CO
TUR031-000283,2024-07-29,2024-09-27,H1,directo,10,104.17,0,PE
TUR031-000284,2024-07-30,2024-10-11,H2,agencia,4,139.21,0,ES
TUR031-000285,2024-07-31,2024-08-05,H3,directo,8,176.48,0,PE
TUR031-000286,2024-08-01,2024-10-08,H1,plataforma,7,103.04,0,ES
TUR031-000287,2024-08-01,2024-11-13,H2,directo,7,147.0,0,ES
TUR031-000288,2024-08-02,2024-10-01,H3,plataforma,1,171.39,0,CL
TUR031-000289,2024-08-03,2024-09-27,H1,directo,9,97.73,0,CO
TUR031-000290,2024-08-04,2024-10-24,H2,directo,2,141.55,0,PE
TUR031-000291,2024-08-04,2024-11-11,H3,directo,5,178.55,0,CO
TUR031-000292,2024-08-05,2024-11-03,H1, AGENCIA ,1,99.72,0,CO
TUR031-000293,2024-08-06,2024-12-11,H2,agencia,11,140.13,0,CO
TUR031-000294,2024-08-07,2024-11-06,H3,agencia,4,170.97,0,ES
TUR031-000295,2024-08-07,2024-09-30,H1,plataforma,11,92.72,0,PE
TUR031-000296,2024-08-08,2024-11-28,H2,directo,12,133.68,0,CL
TUR031-000297,2024-08-09,2024-09-13,H3,agencia,7,170.38,0,CL
TUR031-000298,2024-08-10,2024-12-18,H1,directo,12,78.51,1,ES
TUR031-000299,2024-08-10,2024-09-13,H2,directo,5,135.28,0,ES
TUR031-000300,2024-08-11,2024-12-01,H3,plataforma,10,175.17,1,CL
TUR031-000301,2024-08-12,2024-09-14,H1,directo,12,88.89,0,PE
TUR031-000302,2024-08-13,2024-09-26,H2,plataforma,6,130.5,0,PE
TUR031-000303,2024-08-13,2025-01-04,H3,plataforma,7,173.41,0,CL
TUR031-000304,2024-08-14,2024-12-09,H1,agencia,8,96.98,0,CO
TUR031-000305,2024-08-15,2024-09-22,H2,directo,7,139.88,1,CL
TUR031-000306,2024-08-16,2024-10-30,H3,agencia,5,172.24,0,PE
TUR031-000307,2024-08-16,2024-12-15,H1,directo,10,83.27,0,ES
TUR031-000308,2024-08-17,2025-01-06,H2,plataforma,6,124.45,1,PE
TUR031-000309,2024-08-18,2024-09-08,H3,plataforma,12,168.26,1,ES
TUR031-000310,2024-08-19,2024-11-16,H1,plataforma,3,75.43,0,PE
TUR031-000311,2024-08-19,2024-11-30,H2,plataforma,12,138.68,1,CL
TUR031-000312,2024-08-20,2025-01-13,H3,directo,1,177.33,0,ES
TUR031-000313,2024-08-21,2024-10-08,H1,plataforma,2,84.64,0,CL
TUR031-000314,2024-08-22,2024-10-20,H2,directo,2,122.88,0,ES
TUR031-000315,2024-08-22,2024-11-11,H3,plataforma,6,178.17,0,ES
TUR031-000316,2024-08-23,2025-01-16,H1,agencia,5,92.12,1,CO
TUR031-000317,2024-08-24,2025-01-21,H2,agencia,8,139.24,0,CL
TUR031-000318,2024-08-25,2024-09-12,H3,agencia,8,172.85,0,ES
TUR031-000319,2024-08-25,2024-11-10,H1,plataforma,4,75.92,0,ES
TUR031-000320,2024-08-26,2024-10-28,H2,directo,5,119.5,1,PE
TUR031-000321,2024-08-27,2024-11-26,H3,agencia,7,176.86,0,CL
TUR031-000322,2024-08-28,2024-10-25,H1,directo,1,87.36,0,CL
TUR031-000323,2024-08-28,2024-12-30,H2,directo,11,139.34,0,CL
TUR031-000324,2024-08-29,2024-11-18,H3,plataforma,3,183.31,0,PE
TUR031-000325,2024-08-30,2025-01-03,H1,agencia,9,80.92,0,PE
TUR031-000326,2024-08-31,2025-01-17,H2,directo,4,115.33,0,PE
TUR031-000327,2024-08-31,2024-10-25,H3,plataforma,2,174.78,0,CO
TUR031-000328,2024-09-01,2024-12-05,H1,directo,6,87.2,0,ES
TUR031-000329,2024-09-02,2024-10-23,H2,agencia,11,118.78,0,PE
TUR031-000330,2024-09-03,2025-01-08,H3,agencia,4,175.7,0,CO
TUR031-000331,2024-09-03,2025-01-19,H1,directo,11,84.62,0,CL
TUR031-000332,2024-09-04,2024-12-11,H2,directo,2,130.09,1,CO
TUR031-000333,2024-09-05,2024-09-21,H3,directo,8,,0,PE
TUR031-000334,2024-09-06,2024-10-23,H1,agencia,6,82.38,0,PE
TUR031-000335,2024-09-06,2024-10-06,H2,agencia,2,128.32,0,ES
TUR031-000336,2024-09-07,2024-12-28,H3,agencia,5,161.8,0,CL
TUR031-000337,2024-09-08,2024-09-28,H1,agencia,8,89.14,0,CO
TUR031-000338,2024-09-09,2024-10-06,H2,agencia,5,127.16,0,PE
TUR031-000339,2024-09-09,2024-11-07,H3,agencia,6,180.47,0,ES
TUR031-000340,2024-09-10,2024-12-05,H1,plataforma,8,89.58,0,PE
TUR031-000341,2024-09-11,2025-02-06,H2,directo,5,129.74,0,CO
TUR031-000342,2024-09-12,2025-01-13,H3,plataforma,8,171.3,0,CL
TUR031-000343,2024-09-12,2024-09-30,H1,plataforma,1,90.57,0,CO
TUR031-000344,2024-09-13,2024-12-19,H2,directo,8,118.07,0,CL
TUR031-000345,2024-09-14,2025-01-17,H3,agencia,11,179.76,0,CL
TUR031-000346,2024-09-15,2024-11-10,H1,plataforma,8,75.75,0,CO
TUR031-000347,2024-09-15,2024-12-08,H2,directo,11,131.38,0,CL
