registro_id,fecha,equipo,canal,prioridad,minutos_resolucion,estado,reabierto
SOP023-000109,2024-04-02,E1,correo,alta,164.0,cerrado,0
SOP023-000110,2024-04-03,E2,correo,normal,,abierto,0
SOP023-000111,2024-04-04,E3,correo,normal,,abierto,0
SOP023-000112,2024-04-05,E1,telefono,normal,154.5,cerrado,0
SOP023-000113,2024-04-06,E2,web,normal,4621.0,cerrado,1
SOP023-000114,2024-04-07,E3,correo,alta,,abierto,0
SOP023-000115,2024-04-08,E1,telefono,normal,,abierto,0
SOP023-000116,2024-04-08,E2,telefono,normal,1698.9,cerrado,0
SOP023-000117,2024-04-09,E3,correo,baja,1212.5,cerrado,0
SOP023-000118,2024-04-10,E1,telefono,normal,,abierto,0
SOP023-000119,2024-04-11,E2,telefono,alta,496.2,cerrado,0
SOP023-000120,2024-04-12,E3,correo,baja,863.6,cerrado,0
SOP023-000121,2024-04-13,E1,correo,normal,459.8,cerrado,0
SOP023-000122,2024-04-14,E2,web,baja,981.5,cerrado,0
SOP023-000123,2024-04-15,E3,web,normal,4878.2,cerrado,1
SOP023-000124,2024-04-15,E1,telefono,normal,4474.1,cerrado,1
SOP023-000125,2024-04-16,E2,web,normal,,abierto,0
SOP023-000126,2024-04-17,E3,web,alta,,abierto,0
SOP023-000127,2024-04-18,E1,correo,normal,1133.6,cerrado,0
SOP023-000128,2024-04-19,E2,correo,normal,770.9,cerrado,0
SOP023-000129,2024-04-20,E3,web,alta,556.8,cerrado,0
SOP023-000130,2024-04-21,E1,telefono,normal,373.1,cerrado,0
SOP023-000131,2024-04-21,E2,web,baja,935.0,cerrado,0
SOP023-000132,2024-04-22,E3,correo,normal,627.2,cerrado,0
SOP023-000133,2024-04-23,E1,web,baja,300.3,cerrado,0
SOP023-000134,2024-04-24,E2,correo,normal,4619.9,cerrado,1
SOP023-000135,2024-04-25,E3,correo,alta,,abierto,0
SOP023-000136,2024-04-26,E1,correo,normal,715.2,cerrado,0
SOP023-000137,2024-04-27,E2,correo,normal,275.2,cerrado,0
SOP023-000138,2024-04-27,E3,correo,normal,,abierto,0
SOP023-000139,2024-04-28,E1,telefono,normal,224.3,cerrado,0
SOP023-000140,2024-04-29,E2,correo,normal,354.9,cerrado,0
SOP023-000141,2024-04-30,E3,telefono,baja,,abierto,0
SOP023-000142,2024-05-01,E1,correo,baja,1303.5,cerrado,0
SOP023-000143,2024-05-02,E2,telefono,normal,517.0,cerrado,0
SOP023-000144,2024-05-03,E3,telefono,alta,1916.1,cerrado,0
SOP023-000145,2024-05-03,E1,correo,normal,459.0,cerrado,0
SOP023-000146,2024-05-04,E2,telefono,baja,983.5,cerrado,0
SOP023-000147,2024-05-05,E3,correo,baja,440.1,cerrado,0
SOP023-000148,2024-05-06,E1,web,normal,183.0,cerrado,0
SOP023-000149,2024-05-07,E2,correo,baja,529.2,cerrado,0
SOP023-000150,2024-05-08,E3,correo,alta,4891.0,cerrado,1
SOP023-000151,2024-05-09,E1,web,alta,2051.4,cerrado,0
SOP023-000152,2024-05-09,E2,web,normal,,abierto,0
SOP023-000153,2024-05-10,E3,telefono,normal,2074.6,cerrado,0
SOP023-000154,2024-05-11,E1,web,alta,1131.7,cerrado,0
SOP023-000155,2024-05-12,E2,web,alta,332.0,cerrado,0
SOP023-000156,2024-05-13,E3,web,baja,,abierto,0
SOP023-000157,2024-05-14,E1,correo,alta,535.2,cerrado,0
SOP023-000158,2024-05-15,E2,telefono,alta,236.9,cerrado,0
SOP023-000159,2024-05-16,E3,correo,alta,,abierto,0
SOP023-000160,2024-05-16,E1,telefono,normal,117.7,cerrado,0
SOP023-000161,2024-05-17,E2,correo,normal,4471.0,cerrado,1
SOP023-000162,2024-05-18,E3,telefono,normal,578.2,cerrado,0
SOP023-000163,2024-05-19,E1,web,alta,734.8,cerrado,0
SOP023-000164,2024-05-20,E2,telefono,normal,1102.0,cerrado,0
SOP023-000165,2024-05-21,E3,web,alta,587.8,cerrado,0
SOP023-000166,2024-05-22,E1,telefono,alta,67.6,cerrado,0
SOP023-000167,2024-05-22,E2,web,alta,,cerrado,1
SOP023-000168,2024-05-23,E3,web,baja,,abierto,0
SOP023-000169,2024-05-24,E1,correo,baja,4462.0,cerrado,1
SOP023-000170,2024-05-25,E2,telefono,alta,1113.0,cerrado,0
SOP023-000171,2024-05-26,E3,web,normal,4648.9,cerrado,1
SOP023-000172,2024-05-27,E1,telefono,baja,600.9,cerrado,0
SOP023-000173,2024-05-28,E2,web,alta,647.5,cerrado,0
SOP023-000174,2024-05-28,E3,telefono,alta,4623.1,cerrado,0
SOP023-000175,2024-05-29,E1,web,normal,,abierto,0
SOP023-000176,2024-05-30,E2,web,baja,3206.3,cerrado,0
SOP023-000177,2024-05-31,E3,telefono,normal,,abierto,0
SOP023-000178,2024-06-01,E1,telefono,baja,122.1,cerrado,0
SOP023-000179,2024-06-02,E2,telefono,normal,1863.2,cerrado,0
SOP023-000180,2024-06-03,E3,correo,normal,1248.5,cerrado,0
SOP023-000181,2024-06-03,E1,correo,baja,,abierto,0
SOP023-000182,2024-06-04,E2,web,normal,218.6,cerrado,0
SOP023-000183,2024-06-05,E3,web,alta,1070.5,cerrado,0
SOP023-000184,2024-06-06,E1,correo,normal,262.5,cerrado,0
SOP023-000185,2024-06-07,E2,correo,normal,797.1,cerrado,0
SOP023-000186,2024-06-08,E3,correo,normal,,abierto,0
SOP023-000187,2024-06-09,E1,telefono,normal,,abierto,0
SOP023-000188,2024-06-09,E2,web,baja,216.3,cerrado,0
SOP023-000189,2024-06-10,E3,telefono,normal,35.1,cerrado,0
SOP023-000190,2024-06-11,E1,correo,baja,158.5,cerrado,0
SOP023-000191,2024-06-12,E2,correo,normal,,abierto,0
SOP023-000192,2024-06-13,E3,web,baja,2508.4,cerrado,0
SOP023-000193,2024-06-14,E1,web,normal,,abierto,0
SOP023-000194,2024-06-15,E2,correo,normal,154.2,cerrado,0
SOP023-000195,2024-06-16,E3, WEB ,alta,1306.9,cerrado,0
SOP023-000196,2024-06-16,E1,web,normal,146.3,cerrado,0
SOP023-000197,2024-06-17,E2,telefono,baja,6910.3,cerrado,0
SOP023-000198,2024-06-18,E3,correo,alta,4787.6,cerrado,1
SOP023-000199,2024-06-19,E1,web,normal,4489.0,cerrado,1
SOP023-000200,2024-06-20,E2,web,normal,,abierto,0
SOP023-000201,2024-06-21,E3,correo,normal,247.0,cerrado,0
SOP023-000202,2024-06-22,E1,web,baja,312.0,cerrado,0
SOP023-000203,2024-06-22,E2,telefono,normal,5180.6,cerrado,1
SOP023-000204,2024-06-23,E3,telefono,normal,870.1,cerrado,0
SOP023-000205,2024-06-24,E1,web,alta,,abierto,0
SOP023-000206,2024-06-25,E2,web,normal,282.5,cerrado,0
SOP023-000207,2024-06-26,E3,web,normal,454.2,cerrado,0
SOP023-000208,2024-06-27,E1,web,normal,1989.6,cerrado,0
SOP023-000209,2024-06-28,E2,correo,normal,521.2,cerrado,0
SOP023-000210,2024-06-28,E3,web,baja,205.0,cerrado,0
SOP023-000211,2024-06-29,E1,correo,baja,807.4,cerrado,0
SOP023-000212,2024-06-30,E2,correo,normal,"390,0",cerrado,0
SOP023-000213,2024-07-01,E3,correo,alta,138.7,cerrado,0
SOP023-000214,2024-07-02,E1,correo,normal,1141.8,cerrado,0
SOP023-000215,2024-07-03,E2,telefono,baja,407.0,cerrado,0
SOP023-000216,2024-07-04,E3,correo,alta,420.9,cerrado,0
SOP023-000217,2024-07-04,E1,web,alta,345.7,cerrado,0
SOP023-000218,2024-07-05,E2,correo,normal,674.9,cerrado,0
SOP023-000219,2024-07-06,E3,web,alta,592.0,cerrado,0
SOP023-000220,2024-07-07,E1,telefono,normal,297.2,cerrado,0
SOP023-000221,2024-07-08,E2,telefono,alta,532.8,cerrado,0
SOP023-000222,2024-07-09,E3,telefono,normal,1112.7,cerrado,0
SOP023-000223,2024-07-10,E1,telefono,baja,410.1,cerrado,0
SOP023-000224,2024-07-10,E2,web,baja,374.2,cerrado,0
SOP023-000225,2024-07-11,E3,telefono,normal,117.9,cerrado,0
SOP023-000226,2024-07-12,E1,correo,alta,1420.3,cerrado,0
SOP023-000227,2024-07-13,E2,web,normal,306.3,cerrado,0
SOP023-000228,2024-07-14,E3,telefono,alta,901.1,cerrado,0
SOP023-000229,2024-07-15,E1,correo,normal,310.7,cerrado,0
SOP023-000230,2024-07-16,E2,web,normal,277.6,cerrado,0
SOP023-000231,2024-07-16,E3,correo,normal,951.8,cerrado,0
SOP023-000232,2024-07-17,E1,web,normal,364.0,cerrado,0
SOP023-000233,2024-07-18,E2,telefono,alta,994.2,cerrado,0
SOP023-000234,2024-07-19,E3,correo,normal,4835.4,cerrado,1
SOP023-000235,2024-07-20,E1,web,normal,187.5,cerrado,0
SOP023-000236,2024-07-21,E2,telefono,baja,129.3,cerrado,0
SOP023-000237,2024-07-22,E3,correo,alta,216.8,cerrado,0
SOP023-000238,2024-07-23,E1,correo,baja,520.5,cerrado,0
SOP023-000239,2024-07-23,E2,web,alta,983.3,cerrado,0
SOP023-000240,2024-07-24,E3,telefono,baja,1151.8,cerrado,0
SOP023-000241,2024-07-25,E1,correo,alta,1388.9,cerrado,0
SOP023-000242,2024-07-26,E2,web,alta,,abierto,0
SOP023-000243,2024-07-27,E3,web,normal,451.8,cerrado,0
SOP023-000244,2024-07-28,E1,telefono,alta,385.1,cerrado,0
SOP023-000245,2024-07-29,E2,correo,baja,981.6,cerrado,0
SOP023-000246,2024-07-29,E3,telefono,normal,536.1,cerrado,0
SOP023-000247,2024-07-30,E1,telefono,normal,695.8,cerrado,0
SOP023-000248,2024-07-31,E2,correo,normal,1842.6,cerrado,0
SOP023-000249,2024-08-01,E3,correo,baja,,abierto,0
SOP023-000250,2024-08-02,E1,telefono,normal,,cerrado,0
SOP023-000251,2024-08-03,E2,telefono,baja,760.5,cerrado,0
SOP023-000252,2024-08-04,E3,correo,baja,225.6,cerrado,0
SOP023-000253,2024-08-04,E1,correo,baja,6279.0,cerrado,1
SOP023-000254,2024-08-05,E2,telefono,normal,,abierto,0
SOP023-000255,2024-08-06,E3,telefono,normal,166.4,cerrado,0
SOP023-000256,2024-08-07,E1,telefono,baja,190.1,cerrado,0
SOP023-000257,2024-08-08,E2,web,baja,322.4,cerrado,0
SOP023-000258,2024-08-09,E3,correo,normal,948.5,cerrado,0
SOP023-000259,2024-08-10,E1,web,alta,129.0,cerrado,0
SOP023-000260,2024-08-10,E2,correo,normal,1137.3,cerrado,0
SOP023-000261,2024-08-11,E3,telefono,normal,1761.0,cerrado,0
SOP023-000262,2024-08-12,E1,telefono,alta,215.2,cerrado,0
SOP023-000263,2024-08-13,E2,web,normal,1153.3,cerrado,0
SOP023-000264,2024-08-14,E3,correo,baja,225.9,cerrado,0
SOP023-000265,2024-08-15,E1,web,normal,282.2,cerrado,0
SOP023-000266,2024-08-16,E2,web,baja,1289.8,cerrado,0
SOP023-000267,2024-08-16,E3,correo,baja,625.7,cerrado,0
SOP023-000268,2024-08-17,E1,correo,normal,,abierto,0
SOP023-000269,2024-08-18,E2,telefono,normal,1139.2,cerrado,0
SOP023-000270,2024-08-19,E3,web,normal,5552.2,cerrado,1
SOP023-000271,2024-08-20,E1,correo,baja,760.3,cerrado,0
SOP023-000272,2024-08-21,E2,web,alta,312.8,cerrado,0
SOP023-000273,2024-08-22,E3,telefono,baja,2058.3,cerrado,0
SOP023-000274,2024-08-23,E1,telefono,alta,234.3,cerrado,0
SOP023-000275,2024-08-23,E2,correo,baja,840.9,cerrado,0
SOP023-000276,2024-08-24,E3,correo,baja,,abierto,0
SOP023-000277,2024-08-25,E1,web,alta,602.7,cerrado,0
SOP023-000278,2024-08-26,E2,correo,baja,491.9,cerrado,0
SOP023-000279,2024-08-27,E3,web,alta,563.6,cerrado,0
SOP023-000280,2024-08-28,E1,telefono,baja,207.6,cerrado,0
SOP023-000281,2024-08-29,E2,telefono,alta,4766.9,cerrado,1
SOP023-000282,2024-08-29,E3,correo,baja,783.5,cerrado,0
SOP023-000283,2024-08-30,E1,telefono,normal,196.3,cerrado,0
SOP023-000284,2024-08-31,E2,web,baja,,abierto,0
SOP023-000285,2024-09-01,E3,web,alta,2707.3,cerrado,0
SOP023-000286,2024-09-02,E1,correo,alta,990.9,cerrado,0
SOP023-000287,2024-09-03,E2,correo,alta,586.4,cerrado,0
SOP023-000288,2024-09-04,E3,correo,normal,,abierto,0
SOP023-000289,2024-09-04,E1,correo,baja,5348.9,cerrado,1
SOP023-000290,2024-09-05,E2,correo,normal,3026.4,cerrado,0
SOP023-000291,2024-09-06,E3,web,normal,2383.9,cerrado,0
SOP023-000292,2024-09-07,E1, TELEFONO ,normal,1150.9,cerrado,0
SOP023-000293,2024-09-08,E2,web,normal,4821.3,cerrado,1
SOP023-000294,2024-09-09,E3,telefono,normal,957.8,cerrado,0
SOP023-000295,2024-09-10,E1,correo,baja,116.3,cerrado,0
SOP023-000296,2024-09-10,E2,telefono,normal,,abierto,0
SOP023-000297,2024-09-11,E3,web,normal,,abierto,0
SOP023-000298,2024-09-12,E1,correo,normal,389.3,cerrado,0
SOP023-000299,2024-09-13,E2,correo,baja,402.6,cerrado,0
SOP023-000300,2024-09-14,E3,telefono,alta,9286.1,cerrado,1
SOP023-000301,2024-09-15,E1,correo,normal,181.5,cerrado,0
SOP023-000302,2024-09-16,E2,web,normal,4830.9,cerrado,1
SOP023-000303,2024-09-16,E3,web,normal,608.2,cerrado,0
SOP023-000304,2024-09-17,E1,correo,alta,93.3,cerrado,0
SOP023-000305,2024-09-18,E2,correo,normal,359.0,cerrado,0
SOP023-000306,2024-09-19,E3,correo,alta,584.7,cerrado,0
SOP023-000307,2024-09-20,E1,telefono,normal,4402.6,cerrado,1
SOP023-000308,2024-09-21,E2,web,normal,7688.7,cerrado,1
SOP023-000309,2024-09-22,E3,web,normal,,abierto,0
SOP023-000310,2024-09-23,E1,web,normal,,abierto,0
SOP023-000311,2024-09-23,E2,telefono,baja,580.4,cerrado,0
SOP023-000312,2024-09-24,E3,web,normal,142.8,cerrado,0
SOP023-000313,2024-09-25,E1,correo,normal,,abierto,0
SOP023-000314,2024-09-26,E2,correo,normal,381.4,cerrado,0
SOP023-000315,2024-09-27,E3,telefono,alta,1313.0,cerrado,0
SOP023-000316,2024-09-28,E1,telefono,baja,630.6,cerrado,0
SOP023-000317,2024-09-29,E2,web,normal,271.7,cerrado,0
SOP023-000318,2024-09-29,E3,telefono,normal,464.2,cerrado,0
SOP023-000319,2024-09-30,E1,telefono,baja,560.7,cerrado,0
SOP023-000320,2024-10-01,E2,web,baja,249.6,cerrado,0
SOP023-000321,2024-10-02,E3,telefono,alta,951.7,cerrado,0
SOP023-000322,2024-10-03,E1,telefono,alta,999.3,cerrado,0
SOP023-000323,2024-10-04,E2,correo,normal,241.4,cerrado,0
SOP023-000324,2024-10-05,E3,web,normal,856.1,cerrado,0
SOP023-000325,2024-10-05,E1,telefono,baja,50.9,cerrado,0
SOP023-000326,2024-10-06,E2,web,baja,548.4,cerrado,0
SOP023-000327,2024-10-07,E3,web,baja,5411.7,cerrado,1
SOP023-000328,2024-10-08,E1,web,alta,686.7,cerrado,0
SOP023-000329,2024-10-09,E2,web,normal,5131.3,cerrado,1
SOP023-000330,2024-10-10,E3,telefono,baja,630.1,cerrado,0
SOP023-000331,2024-10-11,E1,correo,baja,142.3,cerrado,0
SOP023-000332,2024-10-11,E2,web,baja,448.7,cerrado,0
SOP023-000333,2024-10-12,E3,correo,alta,,cerrado,0
SOP023-000334,2024-10-13,E1,correo,baja,338.5,cerrado,0
SOP023-000335,2024-10-14,E2,correo,alta,,abierto,0
SOP023-000336,2024-10-15,E3,web,normal,4673.3,cerrado,1
SOP023-000337,2024-10-16,E1,correo,baja,166.9,cerrado,0
SOP023-000338,2024-10-17,E2,web,normal,214.0,cerrado,0
SOP023-000339,2024-10-17,E3,web,alta,1915.9,cerrado,0
SOP023-000340,2024-10-18,E1,web,alta,,abierto,0
SOP023-000341,2024-10-19,E2,correo,alta,,abierto,0
SOP023-000342,2024-10-20,E3,web,baja,646.1,cerrado,0
SOP023-000343,2024-10-21,E1,correo,baja,320.2,cerrado,0
SOP023-000344,2024-10-22,E2,web,alta,773.1,cerrado,0
SOP023-000345,2024-10-23,E3,web,normal,373.1,cerrado,0
SOP023-000346,2024-10-23,E1,web,normal,,abierto,0
SOP023-000347,2024-10-24,E2,telefono,normal,1594.0,cerrado,0
SOP023-000348,2024-10-25,E3,web,normal,,abierto,0
SOP023-000349,2024-10-26,E1,web,normal,,abierto,0
SOP023-000350,2024-10-27,E2,correo,alta,,abierto,0
SOP023-000351,2024-10-28,E3,telefono,normal,540.5,cerrado,0
SOP023-000352,2024-10-29,E1,correo,baja,1181.0,cerrado,0
SOP023-000353,2024-10-30,E2,telefono,alta,205.8,cerrado,0
SOP023-000354,2024-10-30,E3,correo,normal,840.4,cerrado,0
SOP023-000355,2024-10-31,E1,correo,normal,158.9,cerrado,0
SOP023-000356,2024-11-01,E2,telefono,alta,,abierto,0
SOP023-000357,2024-11-02,E3,correo,baja,527.4,cerrado,0
SOP023-000358,2024-11-03,E1,web,alta,353.0,cerrado,0
SOP023-000359,2024-11-04,E2,telefono,baja,380.7,cerrado,0
SOP023-000360,2024-11-05,E3,telefono,alta,2600.4,cerrado,0
SOP023-000361,2024-11-05,E1,web,normal,589.1,cerrado,0
SOP023-000362,2024-11-06,E2,correo,alta,724.1,cerrado,0
SOP023-000363,2024-11-07,E3,telefono,baja,1592.7,cerrado,0
SOP023-000364,2024-11-08,E1,correo,normal,381.0,cerrado,0
SOP023-000365,2024-11-09,E2,telefono,baja,4471.0,cerrado,1
SOP023-000366,2024-11-10,E3,telefono,normal,372.9,cerrado,0
SOP023-000367,2024-11-11,E1,telefono,normal,290.3,cerrado,0
SOP023-000368,2024-11-11,E2,correo,baja,,abierto,0
SOP023-000369,2024-11-12,E3,correo,normal,424.9,cerrado,0
SOP023-000370,2024-11-13,E1,telefono,normal,192.5,cerrado,0
SOP023-000371,2024-11-14,E2,correo,normal,4873.9,cerrado,1
SOP023-000372,2024-11-15,E3,correo,normal,,abierto,0
SOP023-000373,2024-11-16,E1,web,normal,250.0,cerrado,0
SOP023-000374,2024-11-17,E2,web,normal,257.8,cerrado,0
SOP023-000375,2024-11-17,E3,web,baja,5254.0,cerrado,1
SOP023-000376,2024-11-18,E1,telefono,normal,799.5,cerrado,0
SOP023-000377,2024-11-19,E2,telefono,baja,873.1,cerrado,0
SOP023-000378,2024-11-20,E3,telefono,baja,125.8,cerrado,0
SOP023-000379,2024-11-21,E1,telefono,normal,184.8,cerrado,0
SOP023-000380,2024-11-22,E2,telefono,normal,53.6,cerrado,0
SOP023-000381,2024-11-23,E3,correo,normal,666.8,cerrado,0
SOP023-000382,2024-11-23,E1,telefono,normal,561.2,cerrado,0
SOP023-000383,2024-11-24,E2,telefono,alta,,abierto,0
SOP023-000384,2024-11-25,E3,telefono,baja,,abierto,0
SOP023-000385,2024-11-26,E1,correo,alta,779.1,cerrado,0
SOP023-000386,2024-11-27,E2,web,alta,434.3,cerrado,0
SOP023-000387,2024-11-28,E3,web,normal,572.7,cerrado,0
SOP023-000388,2024-11-29,E1,correo,normal,113.6,cerrado,0
SOP023-000389,2024-11-30,E2, WEB ,alta,4530.3,cerrado,0
SOP023-000390,2024-11-30,E3,telefono,baja,1689.8,cerrado,0
SOP023-000391,2024-12-01,E1,correo,alta,315.6,cerrado,0
SOP023-000392,2024-12-02,E2,telefono,normal,,abierto,0
SOP023-000393,2024-12-03,E3,telefono,alta,610.7,cerrado,0
SOP023-000394,2024-12-04,E1,correo,alta,1135.5,cerrado,0
SOP023-000395,2024-12-05,E2,correo,normal,383.3,cerrado,0
SOP023-000396,2024-12-06,E3,web,baja,,abierto,0
SOP023-000397,2024-12-06,E1,correo,alta,421.4,cerrado,0
SOP023-000398,2024-12-07,E2,telefono,baja,258.4,cerrado,0
SOP023-000399,2024-12-08,E3,correo,alta,786.4,cerrado,0
SOP023-000400,2024-12-09,E1,correo,normal,751.6,cerrado,0
SOP023-000401,2024-12-10,E2,web,normal,1321.5,cerrado,0
SOP023-000402,2024-12-11,E3,correo,normal,378.0,cerrado,0
