registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE030-000113,2024-02-07,B2,22.8,80,246.66,1200,0.62
ENE030-000114,2024-02-07,B3,22.3,107,337.44,1800,0.62
ENE030-000115,2024-02-08,B1,22.7,45,144.85,600,0.62
ENE030-000116,2024-02-08,B2,24.4,59,250.09,1200,0.62
ENE030-000117,2024-02-08,B3,24.1,104,397.64,1800,0.62
ENE030-000118,2024-02-09,B1,22.8,28,101.05,600,0.62
ENE030-000119,2024-02-09,B2,20.7,49,175.19,1200,0.62
ENE030-000120,2024-02-09,B3,23.5,121,395.58,1800,0.62
ENE030-000121,2024-02-10,B1,21.9,9,73.47,600,0.62
ENE030-000122,2024-02-10,B2,24.3,13,184.3,1200,0.62
ENE030-000123,2024-02-10,B3,25.0,20,287.72,1800,0.62
ENE030-000125,2024-02-11,B2,25.2,14,204.41,1200,0.62
ENE030-000126,2024-02-11,B3,23.9,19,271.5,1800,0.62
ENE030-000127,2024-02-12,B1,23.3,45,124.11,600,0.62
ENE030-000128,2024-02-12,B2,25.4,82,316.45,1200,0.62
ENE030-000129,2024-02-12,B3,25.5,117,477.96,1800,0.62
ENE030-000130,2024-02-13,B1,25.7,58,199.54,600,0.62
ENE030-000131,2024-02-13,B2,24.0,80,276.09,1200,0.62
ENE030-000132,2024-02-13,B3,27.8,118,606.53,1800,0.62
ENE030-000133,2024-02-14,B1,24.2,54,154.76,600,0.62
ENE030-000134,2024-02-14,B2,24.1,71,266.38,1200,0.62
ENE030-000135,2024-02-14,B3,26.8,107,529.25,1800,0.62
ENE030-000136,2024-02-15,B1,29.0,43,222.63,600,0.62
ENE030-000137,2024-02-15,B2,26.2,81,338.48,1200,0.62
ENE030-000138,2024-02-15,B3,27.3,130,597.05,1800,0.62
ENE030-000139,2024-02-16,B1,27.3,48,193.22,600,0.62
ENE030-000140,2024-02-16,B2,25.1,83,309.2,1200,0.62
ENE030-000141,2024-02-16,B3,24.9,110,447.53,1800,0.62
ENE030-000142,2024-02-17,B1,22.2,4,60.58,600,0.62
ENE030-000143,2024-02-17,B2,25.7,13,207.53,1200,0.62
ENE030-000144,2024-02-17,B3,25.3,20,330.17,1800,0.62
ENE030-000145,2024-02-18,B1,26.2,11,121.78,600,0.62
ENE030-000146,2024-02-18,B2,26.2,12,221.18,1200,0.62
ENE030-000147,2024-02-18,B3,27.0,25,407.69,1800,0.62
ENE030-000148,2024-02-19,B1,24.4,63,183.18,600,0.62
ENE030-000149,2024-02-19,B2,26.0,74,319.46,1200,0.62
ENE030-000150,2024-02-19,B3,26.3,84,450.21,1800,0.62
ENE030-000151,2024-02-20,B1,24.5,49,172.12,600,0.62
ENE030-000152,2024-02-20,B2,24.9,72,292.18,1200,0.62
ENE030-000153,2024-02-20,B3,24.5,114,428.82,1800,0.62
ENE030-000154,2024-02-21,B1,23.6,60,163.43,600,0.62
ENE030-000155,2024-02-21,B2,25.3,72,299.13,1200,0.62
ENE030-000156,2024-02-21,B3,25.2,133,485.61,1800,0.62
ENE030-000157,2024-02-22,B1,25.8,43,174.51,600,0.62
ENE030-000158,2024-02-22,B2,25.2,62,290.11,1200,0.62
ENE030-000159,2024-02-22,B3,26.3,100,481.66,1800,0.62
ENE030-000160,2024-02-23,B1,26.0,39,158.58,600,0.62
ENE030-000161,2024-02-23,B2,23.6,92,291.84,1200,0.62
ENE030-000162,2024-02-23,B3,23.7,124,417.42,1800,0.62
ENE030-000163,2024-02-24,B1,26.7,4,108.16,600,0.62
ENE030-000164,2024-02-24,B2,25.1,14,194.97,1200,0.62
ENE030-000165,2024-02-24,B3,25.8,19,346.04,1800,0.62
ENE030-000166,2024-02-25,B1,28.2,9,165.75,600,0.62
ENE030-000167,2024-02-25,B2,25.6,15,,1200,0.62
ENE030-000168,2024-02-25,B3,26.1,20,351.62,1800,0.62
ENE030-000169,2024-02-26,B1,26.3,33,177.21,600,0.62
ENE030-000170,2024-02-26,B2,26.6,69,342.11,1200,0.62
ENE030-000171,2024-02-26,B3,24.2,80,361.75,1800,0.62
ENE030-000172,2024-02-27,B1,25.9,34,162.56,600,0.62
ENE030-000173,2024-02-27,B2,25.4,98,327.58,1200,0.62
ENE030-000174,2024-02-27,B3,26.0,102,477.86,1800,0.62
ENE030-000175,2024-02-28,B1,27.3,57,225.23,600,0.62
ENE030-000176,2024-02-28,B2,27.4,56,359.09,1200,0.62
ENE030-000178,2024-02-29,B1,25.9,57,182.24,600,0.62
ENE030-000179,2024-02-29,B2,26.6,68,347.4,1200,0.62
ENE030-000180,2024-02-29,B3,25.8,129,494.82,1800,0.62
ENE030-000181,2024-03-01,B1,26.8,30,167.55,600,0.62
ENE030-000182,2024-03-01,B2,27.6,78,381.6,1200,0.62
ENE030-000183,2024-03-01,B3,28.6,102,629.29,1800,0.62
ENE030-000184,2024-03-02,B1,27.6,6,146.0,600,0.62
ENE030-000185,2024-03-02,B2,24.5,15,184.81,1200,0.62
ENE030-000186,2024-03-02,B3,25.1,16,294.91,1800,0.62
ENE030-000187,2024-03-03,B1,28.0,8,174.04,600,0.62
ENE030-000188,2024-03-03,B2,25.6,13,220.74,1200,0.62
ENE030-000189,2024-03-03,B3,26.5,23,392.99,1800,0.62
ENE030-000190,2024-03-04,B1,26.0,40,172.19,600,0.62
ENE030-000191,2024-03-04,B2,28.2,68,393.24,1200,0.62
ENE030-000192,2024-03-04,B3,26.4,89,473.53,1800,0.62
ENE030-000193,2024-03-05,B1,23.5,47,146.2,600,0.62
ENE030-000194,2024-03-05,B2,26.9,86,369.64,1200,0.62
ENE030-000195,2024-03-05,B3,29.7,125,728.45,1800,0.62
ENE030-000196,2024-03-06,B1,28.2,53,236.09,600,0.62
ENE030-000197,2024-03-06,B2,27.4,65,362.42,1200,0.62
ENE030-000198,2024-03-06,B3,25.4,114,466.72,1800,0.62
ENE030-000199,2024-03-07,B1,25.9,55,184.25,600,0.62
ENE030-000200,2024-03-07,B2,29.0,93,471.04,1200,0.62
ENE030-000201,2024-03-07,B3,27.8,111,583.61,1800,0.62
ENE030-000202,2024-03-08,B1,28.9,58,245.55,600,0.62
ENE030-000203,2024-03-08,B2,28.8,77,438.37,1200,0.62
ENE030-000204,2024-03-08,B3,25.5,119,468.03,1800,0.62
ENE030-000205,2024-03-09,B1,26.7,11,152.52,600,0.62
ENE030-000206,2024-03-09,B2,27.6,16,306.76,1200,0.62
ENE030-000207,2024-03-09,B3,24.2,24,280.09,1800,0.62
ENE030-000208,2024-03-10,B1,26.7,10,130.75,600,0.62
ENE030-000209,2024-03-10,B2,28.4,16,339.81,1200,0.62
ENE030-000210,2024-03-10,B3,28.2,19,479.67,1800,0.62
ENE030-000211,2024-03-11,B1,26.6,42,181.96,600,0.62
ENE030-000212,2024-03-11,B2,27.2,82,"367,08",1200,0.62
ENE030-000213,2024-03-11,B3,29.0,123,686.92,1800,0.62
ENE030-000214,2024-03-12,B1,27.4,54,236.41,600,0.62
ENE030-000215,2024-03-12,B2,26.0,79,331.94,1200,0.62
ENE030-000216,2024-03-12,B3,26.7,103,503.96,1800,0.62
ENE030-000217,2024-03-13,B1,28.4,51,236.39,600,0.62
ENE030-000218,2024-03-13,B2,29.6,67,453.47,1200,0.62
ENE030-000219,2024-03-13,B3,26.6,92,501.02,1800,0.62
ENE030-000220,2024-03-14,B1,29.7,51,269.97,600,0.62
ENE030-000221,2024-03-14,B2,25.0,65,279.62,1200,0.62
ENE030-000222,2024-03-14,B3,29.5,92,679.72,1800,0.62
ENE030-000223,2024-03-15,B1,27.4,51,202.64,600,0.62
ENE030-000224,2024-03-15,B2,25.7,86,344.63,1200,0.62
ENE030-000225,2024-03-15,B3,28.1,87,561.71,1800,0.62
ENE030-000226,2024-03-16,B1,29.3,8,195.13,600,0.62
ENE030-000227,2024-03-16,B2,27.3,16,285.34,1200,0.62
ENE030-000228,2024-03-16,B3,26.9,25,397.2,1800,0.62
ENE030-000229,2024-03-17,B1,28.8,8,174.51,600,0.62
ENE030-000231,2024-03-17,B3,31.5,21,755.67,1800,0.62
ENE030-000232,2024-03-18,B1,26.1,51,189.87,600,0.62
ENE030-000233,2024-03-18,B2,26.7,80,362.13,1200,0.62
ENE030-000234,2024-03-18,B3,28.5,108,625.49,1800,0.62
ENE030-000235,2024-03-19,B1,30.0,37,255.75,600,0.62
ENE030-000236,2024-03-19,B2,29.2,78,472.36,1200,0.62
ENE030-000237,2024-03-19,B3,30.8,82,782.31,1800,0.62
ENE030-000238,2024-03-20,B1,26.3,67,214.02,600,0.62
ENE030-000239,2024-03-20,B2,31.5,92,615.59,1200,0.62
ENE030-000240,2024-03-20,B3,26.7,88,500.44,1800,0.62
ENE030-000241,2024-03-21,B1,27.0,55,204.37,600,0.62
ENE030-000242,2024-03-21,B2,27.1,78,386.13,1200,0.62
ENE030-000243,2024-03-21,B3,28.0,97,580.18,1800,0.62
ENE030-000244,2024-03-22,B1,24.6,34,140.19,600,0.62
ENE030-000245,2024-03-22,B2,30.1,77,525.36,1200,0.62
ENE030-000246,2024-03-22,B3,25.8,103,477.76,1800,0.62
ENE030-000247,2024-03-23,B1,25.7,11,128.38,600,0.62
ENE030-000248,2024-03-23,B2,27.2,16,272.65,1200,0.62
ENE030-000249,2024-03-23,B3,25.9,24,341.95,1800,0.62
ENE030-000250,2024-03-24,B1,27.7,8,,600,0.62
ENE030-000251,2024-03-24,B2,27.0,13,267.89,1200,0.62
ENE030-000252,2024-03-24,B3,25.5,21,317.77,1800,0.62
ENE030-000253,2024-03-25,B1,27.0,63,209.48,600,0.62
ENE030-000254,2024-03-25,B2,26.7,50,326.24,1200,0.62
ENE030-000255,2024-03-25,B3,26.9,117,546.9,1800,0.62
ENE030-000256,2024-03-26,B1,26.8,51,186.38,600,0.62
ENE030-000257,2024-03-26,B2,26.7,71,358.25,1200,0.62
ENE030-000258,2024-03-26,B3,28.9,120,684.03,1800,0.62
ENE030-000259,2024-03-27,B1,28.6,55,238.01,600,0.62
ENE030-000260,2024-03-27,B2,30.6,87,539.81,1200,0.62
ENE030-000261,2024-03-27,B3,25.9,107,492.85,1800,0.62
ENE030-000262,2024-03-28,B1,28.7,43,233.12,600,0.62
ENE030-000263,2024-03-28,B2,28.9,58,433.23,1200,0.62
ENE030-000264,2024-03-28,B3,30.2,120,780.19,1800,0.62
ENE030-000265,2024-03-29,B1,29.1,36,221.3,600,0.62
ENE030-000266,2024-03-29,B2,29.4,81,480.57,1200,0.62
ENE030-000267,2024-03-29,B3,28.1,102,603.97,1800,0.62
ENE030-000268,2024-03-30,B1,29.1,8,171.95,600,0.62
ENE030-000269,2024-03-30,B2,27.5,18,299.18,1200,0.62
ENE030-000270,2024-03-30,B3,29.5,24,574.81,1800,0.62
ENE030-000271,2024-03-31,B1,28.5,10,170.83,600,0.62
ENE030-000272,2024-03-31,B2,30.0,16,423.57,1200,0.62
ENE030-000273,2024-03-31,B3,25.6,23,332.3,1800,0.62
ENE030-000274,2024-04-01,B1,28.9,49,256.38,600,0.62
ENE030-000275,2024-04-01,B2,27.1,83,389.75,1200,0.62
ENE030-000276,2024-04-01,B3,29.9,100,709.9,1800,0.62
ENE030-000277,2024-04-02,B1,26.8,31,166.24,600,0.62
ENE030-000278,2024-04-02,B2,30.7,85,554.55,1200,0.62
ENE030-000279,2024-04-02,B3,27.4,83,526.14,1800,0.62
ENE030-000280,2024-04-03,B1,30.4,47,275.81,600,0.62
ENE030-000281,2024-04-03,B2,25.4,69,296.75,1200,0.62
ENE030-000282,2024-04-03,B3,27.2,96,526.05,1800,0.62
ENE030-000284,2024-04-04,B2,29.0,73,452.02,1200,0.62
ENE030-000285,2024-04-04,B3,27.4,111,564.05,1800,0.62
ENE030-000286,2024-04-05,B1,30.2,72,305.75,600,0.62
ENE030-000287,2024-04-05,B2,27.5,65,356.41,1200,0.62
ENE030-000288,2024-04-05,B3,25.4,104,443.81,1800,0.62
ENE030-000289,2024-04-06,B1,29.5,7,187.93,600,0.62
ENE030-000290,2024-04-06,B2,26.7,14,255.29,1200,0.62
ENE030-000291,2024-04-06,B3,27.8,22,445.3,1800,0.62
ENE030-000292,2024-04-07,B1,31.5,10,262.24,600,0.62
ENE030-000293,2024-04-07,B2,28.1,13,315.51,1200,0.62
ENE030-000294,2024-04-07,B3,26.4,21,382.07,1800,0.62
ENE030-000295,2024-04-08,B1,28.3,42,218.94,600,0.62
ENE030-000296,2024-04-08,B2,30.0,74,505.38,1200,0.62
ENE030-000297,2024-04-08,B3,28.4,118,641.98,1800,0.62
ENE030-000298,2024-04-09,B1,25.4,43,160.32,600,0.62
ENE030-000299,2024-04-09,B2,27.5,76,384.67,1200,0.62
ENE030-000300,2024-04-09,B3,27.3,138,591.99,1800,0.62
ENE030-000301,2024-04-10,B1,28.5,49,243.39,600,0.62
ENE030-000302,2024-04-10,B2,27.1,78,368.85,1200,0.62
ENE030-000303,2024-04-10,B3,28.6,120,646.72,1800,0.62
ENE030-000304,2024-04-11,B1,27.4,29,167.88,600,0.62
ENE030-000305,2024-04-11,B2,26.9,80,363.14,1200,0.62
ENE030-000306,2024-04-11,B3,29.0,107,672.22,1800,0.62
ENE030-000307,2024-04-12,B1,27.7,35,199.42,600,0.62
ENE030-000308,2024-04-12,B2,28.2,81,421.16,1200,0.62
ENE030-000309,2024-04-12,B3,27.6,101,556.4,1800,0.62
ENE030-000310,2024-04-13,B1,27.5,11,154.36,600,0.62
ENE030-000311,2024-04-13,B2,28.6,19,349.05,1200,0.62
ENE030-000312,2024-04-13,B3,25.7,20,341.69,1800,0.62
ENE030-000313,2024-04-14,B1,27.3,7,144.19,600,0.62
ENE030-000314,2024-04-14,B2,25.1,16,215.24,1200,0.62
ENE030-000315,2024-04-14,B3,28.3,16,481.58,1800,0.62
ENE030-000316,2024-04-15,B1,28.3,34,203.18,600,0.62
ENE030-000317,2024-04-15,B2,27.6,67,368.54,1200,0.62
ENE030-000318,2024-04-15,B3,26.7,117,542.89,1800,0.62
ENE030-000319,2024-04-16,B1,31.2,42,294.2,600,0.62
ENE030-000320,2024-04-16,B2,30.0,87,531.44,1200,0.62
ENE030-000321,2024-04-16,B3,28.9,121,685.59,1800,0.62
ENE030-000322,2024-04-17,B1,27.3,23,158.64,600,0.62
ENE030-000323,2024-04-17,B2,27.6,70,376.98,1200,0.62
ENE030-000324,2024-04-17,B3,28.0,100,587.29,1800,0.62
ENE030-000325,2024-04-18,B1,26.4,38,184.72,600,0.62
ENE030-000326,2024-04-18,B2,26.4,71,346.13,1200,0.62
ENE030-000327,2024-04-18,B3,29.7,113,721.49,1800,0.62
ENE030-000328,2024-04-19,B1,27.1,36,169.27,600,0.62
ENE030-000329,2024-04-19,B2,28.3,91,440.16,1200,0.62
ENE030-000330,2024-04-19,B3,27.5,116,578.42,1800,0.62
ENE030-000331,2024-04-20,B1,28.8,8,169.28,600,0.62
ENE030-000332,2024-04-20,B2,28.7,18,349.62,1200,0.62
ENE030-000333,2024-04-20,B3,29.3,25,,1800,0.62
ENE030-000334,2024-04-21,B1,26.9,8,140.27,600,0.62
ENE030-000335,2024-04-21,B2,29.0,12,360.92,1200,0.62
ENE030-000337,2024-04-22,B1,30.6,45,271.57,600,0.62
ENE030-000338,2024-04-22,B2,27.0,77,370.32,1200,0.62
ENE030-000339,2024-04-22,B3,29.3,104,690.93,1800,0.62
ENE030-000340,2024-04-23,B1,26.2,49,189.5,600,0.62
ENE030-000341,2024-04-23,B2,26.2,70,319.9,1200,0.62
ENE030-000342,2024-04-23,B3,25.6,114,473.04,1800,0.62
ENE030-000343,2024-04-24,B1,27.0,26,170.14,600,0.62
ENE030-000344,2024-04-24,B2,28.0,72,418.72,1200,0.62
ENE030-000345,2024-04-24,B3,26.2,117,498.71,1800,0.62
ENE030-000346,2024-04-25,B1,28.1,44,210.36,600,0.62
ENE030-000347,2024-04-25,B2,27.0,80,374.43,1200,0.62
ENE030-000348,2024-04-25,B3,23.5,107,376.75,1800,0.62
ENE030-000349,2024-04-26,B1,27.8,47,217.39,600,0.62
ENE030-000350,2024-04-26,B2,27.3,82,388.82,1200,0.62
ENE030-000351,2024-04-26,B3,27.1,117,572.88,1800,0.62
ENE030-000352,2024-04-27,B1,26.1,8,123.22,600,0.62
ENE030-000353,2024-04-27,B2,27.5,14,287.84,1200,0.62
ENE030-000354,2024-04-27,B3,27.0,25,406.91,1800,0.62
ENE030-000355,2024-04-28,B1,25.6,5,101.49,600,0.62
ENE030-000356,2024-04-28,B2,26.9,17,268.05,1200,0.62
ENE030-000357,2024-04-28,B3,28.3,24,482.75,1800,0.62
ENE030-000358,2024-04-29,B1,28.4,47,231.79,600,0.62
ENE030-000359,2024-04-29,B2,27.7,95,424.72,1200,0.62
ENE030-000360,2024-04-29,B3,27.2,111,545.38,1800,0.62
ENE030-000361,2024-04-30,B1,27.0,41,197.6,600,0.62
ENE030-000362,2024-04-30,B2,26.1,88,355.88,1200,0.62
ENE030-000363,2024-04-30,B3,26.4,109,514.13,1800,0.62
ENE030-000364,2024-05-01,B1,28.6,42,216.43,600,0.62
ENE030-000365,2024-05-01,B2,22.8,63,223.63,1200,0.62
ENE030-000366,2024-05-01,B3,25.3,119,465.19,1800,0.62
ENE030-000367,2024-05-02,B1,27.5,27,160.74,600,0.62
ENE030-000368,2024-05-02,B2,24.8,59,263.33,1200,0.62
ENE030-000369,2024-05-02,B3,25.2,75,396.68,1800,0.62
ENE030-000370,2024-05-03,B1,27.5,33,200.22,600,0.62
ENE030-000371,2024-05-03,B2,28.3,73,424.47,1200,0.62
ENE030-000372,2024-05-03,B3,24.0,107,399.39,1800,0.62
ENE030-000373,2024-05-04,B1,28.4,8,174.84,600,0.62
ENE030-000374,2024-05-04,B2,25.6,14,213.5,1200,0.62
ENE030-000375,2024-05-04,B3,25.1,20,310.38,1800,0.62
ENE030-000376,2024-05-05,B1,24.8,6,100.55,600,0.62
ENE030-000377,2024-05-05,B2,26.9,14,284.36,1200,0.62
ENE030-000378,2024-05-05,B3,27.3,22,424.23,1800,0.62
ENE030-000379,2024-05-06,B1,29.6,48,264.34,600,0.62
ENE030-000380,2024-05-06,B2,26.4,84,351.92,1200,0.62
ENE030-000381,2024-05-06,B3,24.9,88,404.92,1800,0.62
ENE030-000382,2024-05-07,B1,28.1,31,179.9,600,0.62
ENE030-000383,2024-05-07,B2,25.6,70,310.19,1200,0.62
ENE030-000384,2024-05-07,B3,25.8,86,435.42,1800,0.62
ENE030-000385,2024-05-08,B1,25.8,60,199.92,600,0.62
ENE030-000386,2024-05-08,B2,27.4,66,369.75,1200,0.62
ENE030-000387,2024-05-08,B3,25.9,97,475.35,1800,0.62
ENE030-000388,2024-05-09,B1,26.8,46,199.52,600,0.62
ENE030-000390,2024-02-30,B3,24.0,111,408.04,1800,0.62
ENE030-000391,2024-05-10,B1,25.3,54,174.7,600,0.62
ENE030-000392,2024-05-10,B2,26.3,73,331.2,1200,0.62
ENE030-000393,2024-05-10,B3,26.6,90,502.32,1800,0.62
ENE030-000394,2024-05-11,B1,28.3,7,151.77,600,0.62
ENE030-000395,2024-05-11,B2,23.8,17,191.59,1200,0.62
ENE030-000396,2024-05-11,B3,24.2,22,274.39,1800,0.62
ENE030-000397,2024-05-12,B1,26.6,12,141.02,600,0.62
ENE030-000398,2024-05-12,B2,24.7,20,203.54,1200,0.62
ENE030-000399,2024-05-12,B3,27.7,19,448.68,1800,0.62
ENE030-000400,2024-05-13,B1,24.8,52,156.63,600,0.62
ENE030-000401,2024-05-13,B2,25.5,66,293.36,1200,0.62
ENE030-000402,2024-05-13,B3,27.4,112,563.0,1800,0.62
ENE030-000403,2024-05-14,B1,23.4,36,122.27,600,0.62
ENE030-000404,2024-05-14,B2,24.0,73,266.8,1200,0.62
ENE030-000405,2024-05-14,B3,23.8,118,397.29,1800,0.62
ENE030-000406,2024-05-15,B1,26.1,34,153.76,600,0.62
ENE030-000407,2024-05-15,B2,24.8,78,294.0,1200,0.62
ENE030-000408,2024-05-15,B3,24.8,95,409.36,1800,0.62
ENE030-000409,2024-05-16,B1,26.0,53,184.3,600,0.62
