registro_id,fecha_reserva,fecha_llegada,hotel,canal,noches,tarifa,cancelada,pais
TUR011-000024,2024-01-06,2024-01-22,H3,plataforma,4,204.72,1,PE
TUR011-000025,2024-01-06,2024-03-24,H1,directo,12,112.06,0,ES
TUR011-000026,2024-01-06,2024-03-24,H2,plataforma,8,145.81,1,PE
TUR011-000027,2024-01-07,2024-03-09,H3,directo,2,192.33,0,PE
TUR011-000028,2024-01-07,2024-01-12,H1,agencia,9,101.76,0,ES
TUR011-000029,2024-01-07,2024-05-11,H2,directo,12,163.36,1,ES
TUR011-000030,2024-01-07,2024-04-23,H3,agencia,6,189.08,0,PE
TUR011-000031,2024-01-08,2024-03-19,H1,agencia,1,113.48,1,CL
TUR011-000032,2024-01-08,2024-02-02,H2,agencia,9,161.46,0,CO
TUR011-000033,2024-01-08,2024-05-02,H3,directo,1,199.62,0,ES
TUR011-000034,2024-01-08,2024-01-21,H1,directo,2,119.82,0,ES
TUR011-000035,2024-01-08,2024-02-10,H2,plataforma,2,162.82,1,CL
TUR011-000036,2024-01-09,2024-04-14,H3,plataforma,9,194.51,0,PE
TUR011-000037,2024-01-09,2024-05-23,H1,plataforma,2,116.52,1,ES
TUR011-000038,2024-01-09,2024-01-24,H2,directo,9,148.69,0,CO
TUR011-000039,2024-01-09,2024-03-15,H3,directo,4,203.22,0,ES
TUR011-000040,2024-01-10,2024-03-02,H1,directo,1,106.49,0,CL
TUR011-000041,2024-01-10,2024-03-03,H2,agencia,12,159.41,0,CO
TUR011-000042,2024-01-10,2024-02-24,H3,directo,3,199.58,0,CO
TUR011-000043,2024-01-10,2024-02-29,H1,plataforma,10,107.7,0,PE
TUR011-000044,2024-01-11,2024-05-29,H2,plataforma,4,151.39,1,ES
TUR011-000045,2024-01-11,2024-03-11,H3,plataforma,7,203.84,0,PE
TUR011-000046,2024-01-11,2024-06-02,H1,directo,12,104.48,0,CL
TUR011-000047,2024-01-11,2024-05-20,H2,directo,3,168.37,1,ES
TUR011-000048,2024-01-11,2024-06-07,H3,directo,11,190.24,0,CL
TUR011-000049,2024-01-12,2024-06-02,H1,agencia,7,120.56,0,CL
TUR011-000050,2024-01-12,2024-01-20,H2,agencia,7,166.83,0,ES
TUR011-000051,2024-01-12,2024-05-01,H3,directo,1,198.28,0,CL
TUR011-000052,2024-01-12,2024-03-30,H1,directo,4,101.14,0,ES
TUR011-000053,2024-01-13,2024-03-01,H2,plataforma,1,159.18,0,PE
TUR011-000054,2024-01-13,2024-03-23,H3,plataforma,4,201.48,1,PE
TUR011-000055,2024-01-13,2024-03-09,H1,plataforma,8,110.04,0,ES
TUR011-000056,2024-01-13,2024-03-15,H2,plataforma,10,156.67,0,PE
TUR011-000057,2024-01-14,2024-02-02,H3,plataforma,1,209.59,0,CL
TUR011-000058,2024-01-14,2024-04-23,H1,agencia,8,103.42,0,CO
TUR011-000059,2024-01-14,2024-05-12,H2,agencia,8,165.89,0,CL
TUR011-000060,2024-01-14,2024-04-20,H3,agencia,3,206.6,0,CO
TUR011-000061,2024-01-15,2024-05-13,H1,directo,10,104.69,1,ES
TUR011-000062,2024-01-15,2024-02-26,H2,directo,4,148.25,0,CL
TUR011-000063,2024-01-15,2024-04-20,H3,agencia,6,194.32,0,ES
TUR011-000064,2024-01-15,2024-03-12,H1,directo,5,123.74,0,CO
TUR011-000065,2024-01-15,2024-02-24,H2,plataforma,11,153.36,1,CO
TUR011-000066,2024-01-16,2024-04-01,H3,directo,6,214.89,0,PE
TUR011-000067,2024-01-16,2024-05-02,H1,directo,12,125.24,0,ES
TUR011-000068,2024-01-16,2024-03-18,H2,plataforma,1,160.89,0,CL
TUR011-000069,2024-01-16,2024-06-03,H3,directo,1,202.31,0,PE
TUR011-000070,2024-01-17,2024-04-10,H1,directo,11,113.71,1,CO
TUR011-000071,2024-01-17,2024-03-26,H2,agencia,5,172.49,0,CO
TUR011-000072,2024-01-17,2024-05-23,H3,directo,9,,1,CL
TUR011-000073,2024-01-17,2024-04-30,H1,plataforma,11,112.53,0,ES
TUR011-000074,2024-01-18,2024-02-10,H2,directo,7,153.44,0,PE
TUR011-000075,2024-01-18,2024-04-20,H3,agencia,3,207.0,1,PE
TUR011-000076,2024-01-18,2024-03-19,H1,agencia,7,114.21,0,PE
TUR011-000077,2024-01-18,2024-04-17,H2,directo,9,164.62,0,ES
TUR011-000078,2024-01-18,2024-06-06,H3,directo,9,204.53,0,CL
TUR011-000079,2024-01-19,2024-03-27,H1,plataforma,6,122.89,0,PE
TUR011-000080,2024-01-19,2024-03-01,H2,directo,4,155.49,0,PE
TUR011-000081,2024-01-19,2024-05-27,H3,agencia,12,201.64,0,CL
TUR011-000082,2024-01-19,2024-03-04,H1,plataforma,2,111.47,0,CO
TUR011-000083,2024-01-20,2024-05-31,H2,plataforma,2,150.85,0,PE
TUR011-000084,2024-01-20,2024-03-05,H3,agencia,7,195.38,0,CO
TUR011-000085,2024-01-20,2024-06-06,H1,directo,8,110.99,0,ES
TUR011-000086,2024-01-20,2024-01-29,H2,directo,4,157.92,0,CL
TUR011-000087,2024-01-21,2024-02-06,H3,agencia,7,207.52,0,PE
TUR011-000088,2024-01-21,2024-03-27,H1,plataforma,10,122.49,0,CO
TUR011-000089,2024-01-21,2024-01-30,H2,directo,4,172.26,0,CO
TUR011-000090,2024-01-21,2024-03-22,H3,directo,2,208.48,0,ES
TUR011-000045,2024-01-11,2024-03-11,H3,plataforma,7,203.84,0,PE
