registro_id	fecha	sensor	zona	valor	unidad	horas_operativas
SEN026-000147	2024-02-18	S3	sur	80.8	F	18
SEN026-000148	2024-02-19	S1	norte	21.6	C	18
SEN026-000149	2024-02-19	S2	centro	23.78	C	24
SEN026-000150	2024-02-19	S3	sur	81.9	F	6
SEN026-000151	2024-02-20	S1	norte	26.61	C	6
SEN026-000152	2024-02-20	S2	centro	22.7	C	6
SEN026-000153	2024-02-20	S3	sur	77.69	F	24
SEN026-000154	2024-02-21	S1	norte	26.03	C	24
SEN026-000155	2024-02-21	S2	centro	21.95	C	6
SEN026-000156	2024-02-21	S3	sur	86.34	F	6
SEN026-000157	2024-02-22	S1	norte	22.85	C	6
SEN026-000158	2024-02-22	S2	centro	27.56	C	6
SEN026-000159	2024-02-22	S3	sur	84.46	F	6
SEN026-000160	2024-02-23	S1	norte	22.16	C	18
SEN026-000161	2024-02-23	S2	centro	23.13	C	6
SEN026-000162	2024-02-23	S3	sur	82.01	F	24
SEN026-000163	2024-02-24	S1	norte	22.37	C	6
SEN026-000164	2024-02-24	S2	centro	28.57	C	12
SEN026-000165	2024-02-24	S3	sur	84.24	F	12
SEN026-000166	2024-02-25	S1	norte	23.8	C	24
SEN026-000167	2024-02-25	S2	centro		C	18
SEN026-000168	2024-02-25	S3	sur	79.56	F	24
SEN026-000169	2024-02-26	S1	norte	21.85	C	18
SEN026-000170	2024-02-26	S2	centro	27.17	C	24
SEN026-000171	2024-02-26	S3	sur	83.2	F	18
SEN026-000172	2024-02-27	S1	norte	24.13	C	24
SEN026-000173	2024-02-27	S2	centro	24.34	C	24
SEN026-000174	2024-02-27	S3	sur	79.23	F	24
SEN026-000175	2024-02-28	S1	norte	23.05	C	6
SEN026-000176	2024-02-28	S2	centro	26.31	C	12
SEN026-000178	2024-02-29	S1	norte	23.42	C	24
SEN026-000179	2024-02-29	S2	centro	22.87	C	24
SEN026-000180	2024-02-29	S3	sur	83.1	F	18
SEN026-000181	2024-03-01	S1	norte	24.2	C	24
SEN026-000182	2024-03-01	S2	centro	25.44	C	12
SEN026-000183	2024-03-01	S3	sur	83.92	F	6
SEN026-000184	2024-03-02	S1	norte	25.03	C	6
SEN026-000185	2024-03-02	S2	centro	23.22	C	6
SEN026-000186	2024-03-02	S3	sur	77.88	F	12
SEN026-000187	2024-03-03	S1	norte	23.63	C	18
SEN026-000188	2024-03-03	S2	centro	28.24	C	24
SEN026-000189	2024-03-03	S3	sur	86.16	F	24
SEN026-000190	2024-03-04	S1	norte	26.24	C	24
SEN026-000191	2024-03-04	S2	centro	22.63	C	24
SEN026-000192	2024-03-04	S3	sur	85.21	F	6
SEN026-000193	2024-03-05	S1	norte	25.81	C	24
SEN026-000194	2024-03-05	S2	centro	27.19	C	24
SEN026-000195	2024-03-05	S3	 SUR 	81.05	F	24
SEN026-000196	2024-03-06	S1	norte	25.15	C	24
SEN026-000197	2024-03-06	S2	centro	26.86	C	18
SEN026-000198	2024-03-06	S3	sur	84.81	F	24
SEN026-000199	2024-03-07	S1	norte	23.28	C	6
SEN026-000200	2024-03-07	S2	centro	26.05	C	18
SEN026-000201	2024-03-07	S3	sur	81.06	F	24
SEN026-000202	2024-03-08	S1	norte	22.87	C	24
SEN026-000203	2024-03-08	S2	centro	25.6	C	18
SEN026-000204	2024-03-08	S3	sur	82.29	F	6
SEN026-000205	2024-03-09	S1	norte	23.81	C	6
SEN026-000206	2024-03-09	S2	centro	28.09	C	18
SEN026-000207	2024-03-09	S3	sur	80.33	F	24
SEN026-000208	2024-03-10	S1	norte	24.45	C	12
SEN026-000209	2024-03-10	S2	centro	26.94	C	12
SEN026-000210	2024-03-10	S3	sur	81.96	F	24
SEN026-000211	2024-03-11	S1	norte	24.92	C	6
SEN026-000212	2024-03-11	S2	centro	26,42	C	24
SEN026-000213	2024-03-11	S3	sur	79.63	F	6
SEN026-000214	2024-03-12	S1	norte	25.97	C	6
SEN026-000215	2024-03-12	S2	centro	25.36	C	24
SEN026-000216	2024-03-12	S3	sur	84.6	F	18
SEN026-000217	2024-03-13	S1	norte	26.5	C	12
SEN026-000218	2024-03-13	S2	centro	30.63	C	12
SEN026-000219	2024-03-13	S3	sur	83.82	F	24
SEN026-000220	2024-03-14	S1	norte	24.94	C	18
SEN026-000221	2024-03-14	S2	centro	24.57	C	24
SEN026-000222	2024-03-14	S3	sur	83.12	F	24
SEN026-000223	2024-03-15	S1	norte	25.29	C	12
SEN026-000224	2024-03-15	S2	centro	21.87	C	18
SEN026-000225	2024-03-15	S3	sur	82.88	F	6
SEN026-000226	2024-03-16	S1	norte	21.97	C	18
SEN026-000227	2024-03-16	S2	centro	28.01	C	12
SEN026-000228	2024-03-16	S3	sur	80.88	F	24
SEN026-000229	2024-03-17	S1	norte	28.43	C	24
SEN026-000231	2024-03-17	S3	sur	81.07	F	6
SEN026-000232	2024-03-18	S1	norte	25.16	C	12
SEN026-000233	2024-03-18	S2	centro	24.97	C	24
SEN026-000234	2024-03-18	S3	sur	81.2	F	18
SEN026-000235	2024-03-19	S1	norte	24.05	C	12
SEN026-000236	2024-03-19	S2	centro	26.97	C	24
SEN026-000237	2024-03-19	S3	sur	80.21	F	24
SEN026-000238	2024-03-20	S1	norte	28.06	C	6
SEN026-000239	2024-03-20	S2	centro	26.23	C	24
SEN026-000240	2024-03-20	S3	sur	82.84	F	18
SEN026-000241	2024-03-21	S1	norte	23.64	C	12
SEN026-000242	2024-03-21	S2	centro	25.41	C	24
SEN026-000243	2024-03-21	S3	sur	83.95	F	24
SEN026-000244	2024-03-22	S1	norte	25.81	C	24
SEN026-000245	2024-03-22	S2	centro	25.64	C	24
SEN026-000246	2024-03-22	S3	sur	78.06	F	12
SEN026-000247	2024-03-23	S1	norte	22.31	C	24
SEN026-000248	2024-03-23	S2	centro	26.76	C	24
SEN026-000249	2024-03-23	S3	sur	81.64	F	6
SEN026-000250	2024-03-24	S1	norte		C	24
SEN026-000251	2024-03-24	S2	centro	25.01	C	12
SEN026-000252	2024-03-24	S3	sur	85.15	F	12
SEN026-000253	2024-03-25	S1	norte	25.54	C	18
SEN026-000254	2024-03-25	S2	centro	25.41	C	24
SEN026-000255	2024-03-25	S3	sur	82.89	F	24
SEN026-000256	2024-03-26	S1	norte	26.59	C	24
SEN026-000257	2024-03-26	S2	centro	28.15	C	6
SEN026-000258	2024-03-26	S3	sur	77.94	F	24
SEN026-000259	2024-03-27	S1	norte	24.32	C	24
SEN026-000260	2024-03-27	S2	centro	27.85	C	24
SEN026-000261	2024-03-27	S3	sur	87.0	F	24
SEN026-000262	2024-03-28	S1	norte	21.52	C	18
SEN026-000263	2024-03-28	S2	centro	23.8	C	24
SEN026-000264	2024-03-28	S3	sur	83.76	F	6
SEN026-000265	2024-03-29	S1	norte	26.35	C	18
SEN026-000266	2024-03-29	S2	centro	27.1	C	6
SEN026-000267	2024-03-29	S3	sur	84.76	F	18
SEN026-000268	2024-03-30	S1	norte	24.9	C	24
SEN026-000269	2024-03-30	S2	centro	27.22	C	24
SEN026-000270	2024-03-30	S3	sur	83.48	F	24
SEN026-000271	2024-03-31	S1	norte	23.76	C	12
SEN026-000272	2024-03-31	S2	centro	29.23	C	18
SEN026-000273	2024-03-31	S3	sur	91.41	F	12
SEN026-000274	2024-04-01	S1	norte	22.87	C	24
SEN026-000275	2024-04-01	S2	centro	25.09	C	24
SEN026-000276	2024-04-01	S3	sur	83.91	F	24
SEN026-000277	2024-04-02	S1	norte	28.76	C	12
SEN026-000278	2024-04-02	S2	centro	26.82	C	18
SEN026-000279	2024-04-02	S3	sur	83.49	F	12
SEN026-000280	2024-04-03	S1	norte	22.82	C	24
SEN026-000281	2024-04-03	S2	centro	25.4	C	12
SEN026-000282	2024-04-03	S3	sur	84.48	F	18
SEN026-000284	2024-04-04	S2	centro	27.45	C	24
SEN026-000285	2024-04-04	S3	sur	87.37	F	18
SEN026-000286	2024-04-05	S1	norte	25.54	C	24
SEN026-000287	2024-04-05	S2	centro	27.43	C	18
SEN026-000288	2024-04-05	S3	sur	82.13	F	12
SEN026-000289	2024-04-06	S1	norte	23.27	C	12
SEN026-000290	2024-04-06	S2	centro	27.09	C	24
SEN026-000291	2024-04-06	S3	sur	85.02	F	6
SEN026-000292	2024-04-07	S1	 NORTE 	25.03	C	12
SEN026-000293	2024-04-07	S2	centro	25.85	C	12
SEN026-000294	2024-04-07	S3	sur	81.37	F	24
SEN026-000295	2024-04-08	S1	norte	23.51	C	18
SEN026-000296	2024-04-08	S2	centro	26.29	C	24
SEN026-000297	2024-04-08	S3	sur	85.51	F	12
SEN026-000298	2024-04-09	S1	norte	26.69	C	24
SEN026-000299	2024-04-09	S2	centro	25.98	C	24
SEN026-000300	2024-04-09	S3	sur	83.46	F	24
SEN026-000301	2024-04-10	S1	norte	27.6	C	6
SEN026-000302	2024-04-10	S2	centro	29.08	C	24
SEN026-000303	2024-04-10	S3	sur	84.52	F	6
SEN026-000304	2024-04-11	S1	norte	25.14	C	24
SEN026-000305	2024-04-11	S2	centro	24.76	C	12
SEN026-000306	2024-04-11	S3	sur	81.96	F	18
SEN026-000307	2024-04-12	S1	norte	24.74	C	24
SEN026-000308	2024-04-12	S2	centro	30.43	C	12
SEN026-000309	2024-04-12	S3	sur	83.46	F	12
SEN026-000310	2024-04-13	S1	norte	27.92	C	6
SEN026-000311	2024-04-13	S2	centro	26.59	C	24
SEN026-000312	2024-04-13	S3	sur	86.43	F	18
SEN026-000313	2024-04-14	S1	norte	24.15	C	18
SEN026-000314	2024-04-14	S2	centro	27.0	C	6
SEN026-000315	2024-04-14	S3	sur	87.96	F	24
SEN026-000316	2024-04-15	S1	norte	25.49	C	6
SEN026-000317	2024-04-15	S2	centro	28.17	C	12
SEN026-000318	2024-04-15	S3	sur	89.49	F	6
SEN026-000319	2024-04-16	S1	norte	25.92	C	24
SEN026-000320	2024-04-16	S2	centro	26.92	C	12
SEN026-000321	2024-04-16	S3	sur	87.13	F	24
SEN026-000322	2024-04-17	S1	norte	22.26	C	24
SEN026-000323	2024-04-17	S2	centro	24.95	C	6
SEN026-000324	2024-04-17	S3	sur	79.07	F	24
SEN026-000325	2024-04-18	S1	norte	26.75	C	6
SEN026-000326	2024-04-18	S2	centro	28.46	C	12
SEN026-000327	2024-04-18	S3	sur	88.86	F	24
SEN026-000328	2024-04-19	S1	norte	23.19	C	24
SEN026-000329	2024-04-19	S2	centro	27.44	C	24
SEN026-000330	2024-04-19	S3	sur	80.91	F	12
SEN026-000331	2024-04-20	S1	norte	24.68	C	24
SEN026-000332	2024-04-20	S2	centro	22.79	C	24
SEN026-000333	2024-04-20	S3	sur		F	24
SEN026-000334	2024-04-21	S1	norte	23.14	C	18
SEN026-000335	2024-04-21	S2	centro	26.54	C	24
SEN026-000337	2024-04-22	S1	norte	26.81	C	18
SEN026-000338	2024-04-22	S2	centro	26.24	C	24
SEN026-000339	2024-04-22	S3	sur	85.29	F	12
SEN026-000340	2024-04-23	S1	norte	23.0	C	18
SEN026-000341	2024-04-23	S2	centro	25.62	C	12
SEN026-000342	2024-04-23	S3	sur	84.91	F	24
SEN026-000343	2024-04-24	S1	norte	22.23	C	24
SEN026-000344	2024-04-24	S2	centro	24.73	C	6
SEN026-000345	2024-04-24	S3	sur	80.96	F	24
SEN026-000346	2024-04-25	S1	norte	20.5	C	12
SEN026-000347	2024-04-25	S2	centro	24.54	C	24
SEN026-000348	2024-04-25	S3	sur	88.79	F	24
SEN026-000349	2024-04-26	S1	norte	23.76	C	6
SEN026-000350	2024-04-26	S2	centro	26.05	C	24
SEN026-000351	2024-04-26	S3	sur	80.66	F	24
SEN026-000352	2024-04-27	S1	norte	25.79	C	24
SEN026-000353	2024-04-27	S2	centro	27.52	C	12
SEN026-000354	2024-04-27	S3	sur	77.82	F	12
SEN026-000355	2024-04-28	S1	norte	24.68	C	24
SEN026-000356	2024-04-28	S2	centro	27.51	C	24
SEN026-000357	2024-04-28	S3	sur	82.85	F	6
SEN026-000358	2024-04-29	S1	norte	23.59	C	18
SEN026-000359	2024-04-29	S2	centro	29.25	C	12
SEN026-000360	2024-04-29	S3	sur	86.61	F	24
SEN026-000361	2024-04-30	S1	norte	26.98	C	18
SEN026-000362	2024-04-30	S2	centro	22.41	C	24
SEN026-000363	2024-04-30	S3	sur	86.62	F	24
SEN026-000364	2024-05-01	S1	norte	25.1	C	24
SEN026-000365	2024-05-01	S2	centro	24.23	C	24
SEN026-000366	2024-05-01	S3	sur	78.37	F	24
SEN026-000367	2024-05-02	S1	norte	25.13	C	24
SEN026-000368	2024-05-02	S2	centro	27.16	C	24
SEN026-000369	2024-05-02	S3	sur	79.76	F	18
SEN026-000370	2024-05-03	S1	norte	26.22	C	12
SEN026-000371	2024-05-03	S2	centro	28.42	C	24
SEN026-000372	2024-05-03	S3	sur	86.57	F	24
SEN026-000373	2024-05-04	S1	norte	22.57	C	24
SEN026-000374	2024-05-04	S2	centro	26.57	C	6
SEN026-000375	2024-05-04	S3	sur	82.16	F	24
SEN026-000376	2024-05-05	S1	norte	28.21	C	12
SEN026-000377	2024-05-05	S2	centro	25.5	C	24
SEN026-000378	2024-05-05	S3	sur	79.63	F	24
SEN026-000379	2024-05-06	S1	norte	24.61	C	6
SEN026-000380	2024-05-06	S2	centro	25.68	C	12
SEN026-000381	2024-05-06	S3	sur	79.3	F	12
SEN026-000382	2024-05-07	S1	norte	26.94	C	18
SEN026-000383	2024-05-07	S2	centro	23.76	C	24
SEN026-000384	2024-05-07	S3	sur	85.16	F	18
SEN026-000385	2024-05-08	S1	norte	25.42	C	6
SEN026-000386	2024-05-08	S2	centro	27.0	C	24
SEN026-000387	2024-05-08	S3	sur	79.15	F	24
SEN026-000388	2024-05-09	S1	norte	22.75	C	12
SEN026-000390	2024-05-09	S3	sur	83.44	F	24
SEN026-000391	2024-05-10	S1	norte	24.77	C	24
SEN026-000392	2024-05-10	S2	centro	22.29	C	24
SEN026-000393	2024-05-10	S3	sur	81.4	F	18
SEN026-000394	2024-05-11	S1	norte	22.61	C	12
SEN026-000395	2024-05-11	S2	centro	27.22	C	24
SEN026-000396	2024-05-11	S3	sur	77.99	F	6
SEN026-000397	2024-05-12	S1	norte	22.34	C	24
SEN026-000398	2024-05-12	S2	centro	24.73	C	18
SEN026-000399	2024-05-12	S3	sur	80.42	F	12
SEN026-000400	2024-05-13	S1	norte	23.96	C	6
SEN026-000401	2024-05-13	S2	centro	26.83	C	12
SEN026-000402	2024-05-13	S3	sur	83.58	F	24
SEN026-000403	2024-05-14	S1	norte	23.5	C	6
SEN026-000404	2024-05-14	S2	centro	23.1	C	24
SEN026-000405	2024-05-14	S3	sur	83.91	F	24
SEN026-000406	2024-05-15	S1	norte	20.9	C	24
SEN026-000407	2024-05-15	S2	centro	26.03	C	12
SEN026-000408	2024-05-15	S3	sur	79.84	F	24
SEN026-000409	2024-05-16	S1	norte	23.64	C	24
SEN026-000410	2024-05-16	S2	centro	26.55	C	24
SEN026-000411	2024-05-16	S3	sur	80.6	F	6
SEN026-000412	2024-05-17	S1	norte	21.03	C	24
SEN026-000413	2024-05-17	S2	centro	22.55	C	12
SEN026-000414	2024-05-17	S3	sur	83.4	F	24
SEN026-000415	2024-05-18	S1	norte	22.95	C	24
SEN026-000416	2024-05-18	S2	centro		C	24
SEN026-000417	2024-05-18	S3	sur	76.59	F	18
SEN026-000418	2024-05-19	S1	norte	24.65	C	6
SEN026-000419	2024-05-19	S2	centro	26.43	C	24
SEN026-000420	2024-05-19	S3	sur	79.21	F	24
