registro_id,fecha,almacen,producto,saldo,demanda,reposicion,plazo_dias,coste_unitario
STO093-000090,2024-01-15,A3,P06,17,22,24,8,15.0
STO093-000091,2024-01-15,A1,P07,47,21,0,9,17.2
STO093-000092,2024-01-15,A2,P07,60,31,24,9,17.2
STO093-000093,2024-01-15,A3,P07,24,34,0,9,17.2
STO093-000094,2024-01-16,A1,P08,37,17,12,3,19.4
STO093-000095,2024-01-16,A2,P08,69,27,0,3,19.4
STO093-000096,2024-01-16,A3,P08,37,21,24,3,19.4
STO093-000097,2024-01-16,A1,P09,40,29,0,4,21.6
STO093-000098,2024-01-16, A2 ,P09,55,33,24,4,21.6
STO093-000099,2024-01-16,A3,P09,1,9,24,4,21.6
STO093-000100,2024-01-17,A1,P10,19,28,12,5,23.8
STO093-000101,2024-01-17,A2,P10,54,23,12,5,23.8
STO093-000102,2024-01-17,A3,P10,19,23,24,5,23.8
STO093-000103,2024-01-17,A1,P11,14,18,0,6,26.0
STO093-000104,2024-01-17,A2,P11,49,32,0,6,26.0
STO093-000105,2024-01-17,A3,P11,25,13,24,6,26.0
STO093-000106,2024-01-18,A1,P12,2,15,12,7,28.2
STO093-000107,2024-01-18,A2,P12,51,30,0,7,28.2
STO093-000108,2024-01-18,A3,P12,21,26,24,7,28.2
STO093-000109,2024-01-18,A1,P01,70,14,24,3,4.0
STO093-000110,2024-01-18,A2,P01,12,17,0,3,4.0
STO093-000111,2024-01-18,A3,P01,6,8,0,3,4.0
STO093-000112,2024-01-19,A1,P02,10,14,0,4,6.2
STO093-000113,2024-01-19,A2,P02,19,29,0,4,6.2
STO093-000114,2024-01-19,A3,P02,65,30,0,4,6.2
STO093-000115,2024-01-19,A1,P03,46,13,12,5,8.4
STO093-000116,2024-01-19,A2,P03,3,17,0,5,8.4
STO093-000117,2024-01-19,A3,P03,64,2,0,5,8.4
STO093-000118,2024-01-20,A1,P04,66,23,0,6,10.6
STO093-000119,2024-01-20,A2,P04,19,19,12,6,10.6
STO093-000120,2024-01-20,A3,P04,8,21,0,6,10.6
STO093-000121,2024-01-20,A1,P05,8,19,24,7,12.8
STO093-000122,2024-01-20,A2,P05,20,16,12,7,12.8
STO093-000123,2024-01-20,A3,P05,56,16,12,7,12.8
STO093-000124,2024-01-20,A1,P06,39,14,12,8,15.0
STO093-000125,2024-01-21,A2,P06,54,21,12,8,15.0
STO093-000126,2024-01-21,A3,P06,47,18,0,8,15.0
STO093-000127,2024-01-21,A1,P07,13,24,24,9,17.2
STO093-000128,2024-01-21,A2,P07,41,12,24,9,17.2
STO093-000129,2024-01-21,A3,P07,42,18,24,9,17.2
STO093-000130,2024-01-21,A1,P08,4,13,0,3,19.4
STO093-000131,2024-01-22,A2,P08,34,21,24,3,19.4
STO093-000132,2024-01-22,A3,P08,29,26,0,3,19.4
STO093-000133,2024-01-22,A1,P09,48,21,0,4,21.6
STO093-000134,2024-01-22,A2,P09,70,29,0,4,21.6
STO093-000135,2024-01-22,A3,P09,51,36,0,4,21.6
STO093-000136,2024-01-22,A1,P10,3,23,24,5,23.8
STO093-000137,2024-01-23,A2,P10,63,26,0,5,23.8
STO093-000138,2024-01-23,A3,P10,55,23,12,5,23.8
STO093-000139,2024-01-23,A1,P11,8,26,0,6,26.0
STO093-000140,2024-01-23,A2,P11,50,15,12,6,26.0
STO093-000141,2024-01-23,A3,P11,54,19,0,6,26.0
STO093-000142,2024-01-23,A1,P12,49,22,0,7,28.2
STO093-000143,2024-01-24,A2,P12,10,0,12,7,28.2
STO093-000144,2024-01-24,A3,P12,36,16,0,7,28.2
STO093-000145,2024-01-24,A1,P01,15,14,24,3,4.0
STO093-000146,2024-01-24,A2,P01,67,16,0,3,4.0
STO093-000147,2024-01-24,A3,P01,17,31,0,3,4.0
STO093-000148,2024-01-24,A1,P02,58,8,12,4,6.2
STO093-000149,2024-01-25,A2,P02,29,26,0,4,6.2
STO093-000150,2024-01-25,A3,P02,23,16,24,4,6.2
STO093-000151,2024-01-25,A1,P03,64,17,12,5,8.4
STO093-000152,2024-01-25,A2,P03,65,29,24,5,8.4
STO093-000153,2024-01-25,A3,P03,5,15,12,5,8.4
STO093-000154,2024-01-25,A1,P04,58,13,24,6,10.6
STO093-000155,2024-01-26,A2,P04,44,34,0,6,10.6
STO093-000156,2024-01-26,A3,P04,44,16,0,6,10.6
STO093-000157,2024-01-26,A1,P05,58,15,12,7,12.8
STO093-000158,2024-01-26,A2,P05,34,20,0,7,12.8
STO093-000159,2024-01-26,A3,P05,67,9,0,7,12.8
STO093-000160,2024-01-26,A1,P06,0,11,0,8,15.0
STO093-000161,2024-01-26,A2,P06,9,20,0,8,15.0
STO093-000162,2024-01-27,A3,P06,17,12,24,8,15.0
STO093-000163,2024-01-27,A1,P07,16,8,0,9,17.2
STO093-000164,2024-01-27,A2,P07,3,18,24,9,17.2
STO093-000165,2024-01-27,A3,P07,40,35,0,9,17.2
STO093-000166,2024-01-27,A1,P08,8,23,0,3,19.4
STO093-000167,2024-01-27,A2,P08,,15,0,3,19.4
STO093-000168,2024-01-28,A3,P08,32,18,12,3,19.4
STO093-000169,2024-01-28,A1,P09,16,9,24,4,21.6
STO093-000170,2024-01-28,A2,P09,60,29,0,4,21.6
STO093-000171,2024-01-28,A3,P09,67,30,12,4,21.6
STO093-000172,2024-01-28,A1,P10,54,27,24,5,23.8
STO093-000173,2024-01-28,A2,P10,58,26,24,5,23.8
STO093-000174,2024-01-29,A3,P10,34,23,24,5,23.8
STO093-000175,2024-01-29,A1,P11,13,16,12,6,26.0
STO093-000176,2024-01-29,A2,P11,23,24,12,6,26.0
STO093-000177,2024-01-29,A3,P11,65,29,12,6,26.0
STO093-000178,2024-01-29,A1,P12,43,20,0,7,28.2
STO093-000179,2024-01-29,A2,P12,10,35,24,7,28.2
STO093-000180,2024-01-30,A3,P12,65,37,0,7,28.2
STO093-000181,2024-01-30,A1,P01,61,21,0,3,4.0
STO093-000182,2024-01-30,A2,P01,54,25,12,3,4.0
STO093-000183,2024-01-30,A3,P01,11,17,0,3,4.0
STO093-000184,2024-01-30,A1,P02,63,9,0,4,6.2
STO093-000185,2024-01-30,A2,P02,14,22,12,4,6.2
STO093-000186,2024-01-31,A3,P02,30,17,12,4,6.2
STO093-000187,2024-01-31,A1,P03,4,24,0,5,8.4
STO093-000188,2024-01-31,A2,P03,11,24,24,5,8.4
STO093-000189,2024-01-31,A3,P03,14,31,0,5,8.4
STO093-000190,2024-01-31,A1,P04,11,17,0,6,10.6
STO093-000191,2024-01-31,A2,P04,60,22,12,6,10.6
STO093-000192,2024-02-01,A3,P04,7,14,12,6,10.6
STO093-000193,2024-02-01,A1,P05,53,14,12,7,12.8
STO093-000194,2024-02-01,A2,P05,53,19,0,7,12.8
STO093-000195,2024-02-01, A3 ,P05,25,14,0,7,12.8
STO093-000196,2024-02-01,A1,P06,45,7,24,8,15.0
STO093-000197,2024-02-01,A2,P06,63,14,24,8,15.0
STO093-000198,2024-02-02,A3,P06,14,16,0,8,15.0
STO093-000199,2024-02-02,A1,P07,38,22,12,9,17.2
STO093-000200,2024-02-02,A2,P07,65,28,12,9,17.2
STO093-000201,2024-02-02,A3,P07,3,21,12,9,17.2
STO093-000202,2024-02-02,A1,P08,24,20,12,3,19.4
STO093-000203,2024-02-02,A2,P08,15,33,0,3,19.4
STO093-000204,2024-02-02,A3,P08,14,27,0,3,19.4
STO093-000205,2024-02-03,A1,P09,48,18,12,4,21.6
STO093-000206,2024-02-03,A2,P09,55,25,12,4,21.6
STO093-000207,2024-02-03,A3,P09,59,17,12,4,21.6
STO093-000208,2024-02-03,A1,P10,45,26,0,5,23.8
STO093-000209,2024-02-03,A2,P10,6,22,0,5,23.8
STO093-000210,2024-02-03,A3,P10,33,19,0,5,23.8
STO093-000211,2024-02-04,A1,P11,54,11,0,6,26.0
STO093-000212,2024-02-04,A2,P11,36,29,0,6,26.0
STO093-000213,2024-02-04,A3,P11,0,9,24,6,26.0
STO093-000214,2024-02-04,A1,P12,54,26,0,7,28.2
STO093-000215,2024-02-04,A2,P12,2,30,24,7,28.2
STO093-000216,2024-02-04,A3,P12,23,31,0,7,28.2
STO093-000217,2024-02-05,A1,P01,31,14,12,3,4.0
STO093-000218,2024-02-05,A2,P01,19,22,12,3,4.0
STO093-000219,2024-02-05,A3,P01,29,0,12,3,4.0
STO093-000220,2024-02-05,A1,P02,1,9,0,4,6.2
STO093-000221,2024-02-05,A2,P02,4,27,0,4,6.2
STO093-000222,2024-02-05,A3,P02,52,24,12,4,6.2
STO093-000223,2024-02-06,A1,P03,45,12,12,5,8.4
STO093-000224,2024-02-06,A2,P03,16,23,0,5,8.4
STO093-000225,2024-02-06,A3,P03,1,14,0,5,8.4
STO093-000226,2024-02-06,A1,P04,29,24,0,6,10.6
STO093-000227,2024-02-06,A2,P04,62,12,12,6,10.6
STO093-000228,2024-02-06,A3,P04,35,0,12,6,10.6
STO093-000229,2024-02-07,A1,P05,1,8,12,7,12.8
STO093-000230,2024-02-07,A2,P05,59,37,0,7,12.8
STO093-000231,2024-02-07,A3,P05,58,18,0,7,12.8
STO093-000232,2024-02-07,A1,P06,3,25,0,8,15.0
STO093-000233,2024-02-07,A2,P06,63,32,24,8,15.0
STO093-000234,2024-02-07,A3,P06,65,20,24,8,15.0
STO093-000235,2024-02-08,A1,P07,25,13,12,9,17.2
STO093-000236,2024-02-08,A2,P07,67,10,0,9,17.2
STO093-000237,2024-02-08,A3,P07,61,27,0,9,17.2
STO093-000238,2024-02-08,A1,P08,10,30,0,3,19.4
STO093-000239,2024-02-08,A2,P08,36,21,0,3,19.4
STO093-000240,2024-02-08,A3,P08,3,11,12,3,19.4
STO093-000241,2024-02-08,A1,P09,68,26,0,4,21.6
STO093-000242,2024-02-09,A2,P09,12,15,0,4,21.6
STO093-000243,2024-02-09,A3,P09,67,16,0,4,21.6
STO093-000244,2024-02-09,A1,P10,69,19,24,5,23.8
STO093-000245,2024-02-09,A2,P10,21,34,24,5,23.8
STO093-000246,2024-02-09,A3,P10,8,13,24,5,23.8
STO093-000247,2024-02-09,A1,P11,66,27,24,6,26.0
STO093-000248,2024-02-10,A2,P11,27,34,24,6,26.0
STO093-000249,2024-02-10,A3,P11,2,25,0,6,26.0
STO093-000250,2024-02-10,A1,P12,,41,24,7,28.2
STO093-000251,2024-02-10,A2,P12,16,15,12,7,28.2
STO093-000252,2024-02-10,A3,P12,65,23,24,7,28.2
STO093-000253,2024-02-10,A1,P01,70,24,12,3,4.0
STO093-000254,2024-02-11,A2,P01,9,18,24,3,4.0
STO093-000255,2024-02-11,A3,P01,29,0,0,3,4.0
STO093-000256,2024-02-11,A1,P02,10,22,0,4,6.2
STO093-000257,2024-02-11,A2,P02,36,9,0,4,6.2
STO093-000258,2024-02-11,A3,P02,2,5,0,4,6.2
STO093-000259,2024-02-11,A1,P03,36,13,0,5,8.4
STO093-000260,2024-02-12,A2,P03,14,11,0,5,8.4
STO093-000261,2024-02-12,A3,P03,50,8,0,5,8.4
STO093-000262,2024-02-12,A1,P04,52,7,0,6,10.6
STO093-000263,2024-02-12,A2,P04,27,15,0,6,10.6
STO093-000264,2024-02-12,A3,P04,31,15,12,6,10.6
STO093-000265,2024-02-12,A1,P05,6,13,0,7,12.8
STO093-000266,2024-02-13,A2,P05,14,15,0,7,12.8
STO093-000267,2024-02-13,A3,P05,41,14,12,7,12.8
STO093-000268,2024-02-13,A1,P06,3,8,12,8,15.0
STO093-000269,2024-02-13,A2,P06,54,13,0,8,15.0
STO093-000270,2024-02-13,A3,P06,64,6,12,8,15.0
STO093-000271,2024-02-13,A1,P07,30,15,0,9,17.2
STO093-000272,2024-02-14,A2,P07,6,28,24,9,17.2
STO093-000273,2024-02-14,A3,P07,12,19,12,9,17.2
STO093-000274,2024-02-14,A1,P08,34,30,12,3,19.4
STO093-000275,2024-02-14,A2,P08,43,20,0,3,19.4
STO093-000276,2024-02-14,A3,P08,33,13,24,3,19.4
STO093-000277,2024-02-14,A1,P09,9,20,24,4,21.6
STO093-000278,2024-02-14,A2,P09,34,34,24,4,21.6
STO093-000279,2024-02-15,A3,P09,34,11,24,4,21.6
STO093-000280,2024-02-15,A1,P10,0,23,24,5,23.8
STO093-000281,2024-02-15,A2,P10,2,33,12,5,23.8
STO093-000282,2024-02-15,A3,P10,45,21,24,5,23.8
STO093-000283,2024-02-15,A1,P11,53,21,0,6,26.0
STO093-000284,2024-02-15,A2,P11,52,19,24,6,26.0
STO093-000285,2024-02-16,A3,P11,1,33,24,6,26.0
STO093-000286,2024-02-16,A1,P12,15,23,0,7,28.2
STO093-000287,2024-02-16,A2,P12,19,15,0,7,28.2
STO093-000288,2024-02-16,A3,P12,40,32,12,7,28.2
STO093-000289,2024-02-16,A1,P01,47,15,24,3,4.0
STO093-000290,2024-02-16,A2,P01,45,20,0,3,4.0
STO093-000291,2024-02-17,A3,P01,11,24,0,3,4.0
STO093-000292,2024-02-17, A1 ,P02,45,21,24,4,6.2
STO093-000293,2024-02-17,A2,P02,44,21,24,4,6.2
STO093-000294,2024-02-17,A3,P02,54,19,0,4,6.2
STO093-000295,2024-02-17,A1,P03,12,3,0,5,8.4
STO093-000296,2024-02-17,A2,P03,2,8,24,5,8.4
STO093-000297,2024-02-18,A3,P03,1,23,0,5,8.4
STO093-000298,2024-02-18,A1,P04,47,31,24,6,10.6
STO093-000299,2024-02-18,A2,P04,7,9,0,6,10.6
STO093-000300,2024-02-18,A3,P04,59,10,0,6,10.6
STO093-000301,2024-02-18,A1,P05,40,18,0,7,12.8
STO093-000302,2024-02-18,A2,P05,19,22,12,7,12.8
STO093-000303,2024-02-19,A3,P05,20,16,0,7,12.8
STO093-000304,2024-02-19,A1,P06,49,29,12,8,15.0
STO093-000305,2024-02-19,A2,P06,39,14,24,8,15.0
STO093-000306,2024-02-19,A3,P06,39,20,0,8,15.0
STO093-000307,2024-02-19,A1,P07,30,18,24,9,17.2
STO093-000308,2024-02-19,A2,P07,62,12,0,9,17.2
STO093-000309,2024-02-20,A3,P07,67,19,0,9,17.2
STO093-000310,2024-02-20,A1,P08,25,15,12,3,19.4
STO093-000311,2024-02-20,A2,P08,70,15,0,3,19.4
STO093-000312,2024-02-20,A3,P08,20,16,0,3,19.4
STO093-000313,2024-02-20,A1,P09,60,27,24,4,21.6
STO093-000314,2024-02-20,A2,P09,9,13,24,4,21.6
STO093-000315,2024-02-21,A3,P09,8,22,0,4,21.6
STO093-000316,2024-02-21,A1,P10,4,19,0,5,23.8
STO093-000317,2024-02-21,A2,P10,5,25,24,5,23.8
STO093-000318,2024-02-21,A3,P10,33,30,24,5,23.8
STO093-000319,2024-02-21,A1,P11,58,22,24,6,26.0
STO093-000320,2024-02-21,A2,P11,48,31,0,6,26.0
STO093-000321,2024-02-21,A3,P11,19,21,0,6,26.0
STO093-000322,2024-02-22,A1,P12,21,34,12,7,28.2
STO093-000323,2024-02-22,A2,P12,19,16,0,7,28.2
STO093-000324,2024-02-22,A3,P12,16,24,0,7,28.2
STO093-000325,2024-02-22,A1,P01,33,28,24,3,4.0
STO093-000326,2024-02-22,A2,P01,55,28,12,3,4.0
STO093-000327,2024-02-22,A3,P01,58,15,12,3,4.0
STO093-000328,2024-02-23,A1,P02,49,30,12,4,6.2
STO093-000329,2024-02-23,A2,P02,48,28,12,4,6.2
STO093-000330,2024-02-23,A3,P02,30,7,0,4,6.2
STO093-000331,2024-02-23,A1,P03,46,19,0,5,8.4
STO093-000332,2024-02-23,A2,P03,31,18,0,5,8.4
STO093-000333,2024-02-23,A3,P03,,25,12,5,8.4
STO093-000334,2024-02-24,A1,P04,8,26,0,6,10.6
STO093-000335,2024-02-24,A2,P04,29,6,0,6,10.6
STO093-000336,2024-02-24,A3,P04,52,9,12,6,10.6
STO093-000337,2024-02-24,A1,P05,3,14,12,7,12.8
STO093-000338,2024-02-24,A2,P05,39,16,0,7,12.8
STO093-000339,2024-02-24,A3,P05,30,22,12,7,12.8
STO093-000340,2024-02-25,A1,P06,68,21,12,8,15.0
STO093-000341,2024-02-25,A2,P06,58,16,24,8,15.0
STO093-000342,2024-02-25,A3,P06,35,18,12,8,15.0
STO093-000343,2024-02-25,A1,P07,28,8,0,9,17.2
STO093-000344,2024-02-25,A2,P07,60,18,12,9,17.2
STO093-000345,2024-02-25,A3,P07,44,29,24,9,17.2
STO093-000346,2024-02-26,A1,P08,63,34,0,3,19.4
STO093-000347,2024-02-26,A2,P08,5,23,0,3,19.4
STO093-000348,2024-02-26,A3,P08,17,25,0,3,19.4
STO093-000349,2024-02-26,A1,P09,61,32,0,4,21.6
STO093-000350,2024-02-26,A2,P09,59,24,0,4,21.6
STO093-000351,2024-02-26,A3,P09,2,28,0,4,21.6
STO093-000352,2024-02-27,A1,P10,18,29,0,5,23.8
STO093-000353,2024-02-27,A2,P10,4,33,0,5,23.8
STO093-000354,2024-02-27,A3,P10,7,16,12,5,23.8
STO093-000355,2024-02-27,A1,P11,60,38,0,6,26.0
STO093-000356,2024-02-27,A2,P11,0,18,0,6,26.0
STO093-000357,2024-02-27,A3,P11,23,16,24,6,26.0
STO093-000358,2024-02-27,A1,P12,11,30,12,7,28.2
STO093-000359,2024-02-28,A2,P12,39,33,24,7,28.2
STO093-000360,2024-02-28,A3,P12,49,26,24,7,28.2
STO093-000361,2024-02-28,A1,P01,44,15,12,3,4.0
STO093-000362,2024-02-28,A2,P01,13,25,24,3,4.0
STO093-000363,2024-02-28,A3,P01,22,14,12,3,4.0
STO093-000364,2024-02-28,A1,P02,50,13,24,4,6.2
STO093-000365,2024-02-29,A2,P02,56,17,0,4,6.2
STO093-000366,2024-02-29,A3,P02,17,13,12,4,6.2
STO093-000367,2024-02-29,A1,P03,61,27,0,5,8.4
STO093-000368,2024-02-29,A2,P03,54,26,0,5,8.4
STO093-000369,2024-02-29,A3,P03,68,21,0,5,8.4
STO093-000370,2024-02-29,A1,P04,46,9,0,6,10.6
STO093-000371,2024-03-01,A2,P04,1,10,12,6,10.6
STO093-000372,2024-03-01,A3,P04,42,19,24,6,10.6
STO093-000373,2024-03-01,A1,P05,16,14,12,7,12.8
STO093-000374,2024-03-01,A2,P05,0,6,0,7,12.8
STO093-000375,2024-03-01,A3,P05,54,22,12,7,12.8
STO093-000376,2024-03-01,A1,P06,11,21,12,8,15.0
STO093-000377,2024-03-02,A2,P06,47,32,0,8,15.0
STO093-000378,2024-03-02,A3,P06,62,19,0,8,15.0
STO093-000379,2024-03-02,A1,P07,13,27,0,9,17.2
STO093-000380,2024-03-02,A2,P07,11,23,0,9,17.2
STO093-000381,2024-03-02,A3,P07,7,22,0,9,17.2
STO093-000382,2024-03-02,A1,P08,38,22,0,3,19.4
STO093-000383,2024-03-03,A2,P08,70,21,0,3,19.4
STO093-000384,2024-03-03,A3,P08,15,29,24,3,19.4
STO093-000385,2024-03-03,A1,P09,18,33,0,4,21.6
STO093-000386,2024-03-03,A2,P09,40,23,0,4,21.6
STO093-000387,2024-03-03,A3,P09,18,25,12,4,21.6
STO093-000388,2024-03-03,A1,P10,26,31,12,5,23.8
STO093-000389,2024-03-04, A2 ,P10,37,29,12,5,23.8
STO093-000390,2024-02-30,A3,P10,18,27,0,5,23.8
STO093-000391,2024-03-04,A1,P11,41,19,0,6,26.0
STO093-000392,2024-03-04,A2,P11,32,35,0,6,26.0
STO093-000393,2024-03-04,A3,P11,46,19,12,6,26.0
STO093-000394,2024-03-04,A1,P12,21,27,0,7,28.2
STO093-000395,2024-03-05,A2,P12,13,22,12,7,28.2
STO093-000396,2024-03-05,A3,P12,16,26,24,7,28.2
STO093-000397,2024-03-05,A1,P01,51,13,0,3,4.0
STO093-000398,2024-03-05,A2,P01,9,13,24,3,4.0
STO093-000399,2024-03-05,A3,P01,35,19,0,3,4.0
STO093-000400,2024-03-05,A1,P02,47,18,0,4,6.2
STO093-000401,2024-03-05,A2,P02,69,22,0,4,6.2
STO093-000402,2024-03-06,A3,P02,23,30,24,4,6.2
STO093-000403,2024-03-06,A1,P03,20,0,24,5,8.4
STO093-000404,2024-03-06,A2,P03,48,21,0,5,8.4
STO093-000405,2024-03-06,A3,P03,55,33,12,5,8.4
STO093-000406,2024-03-06,A1,P04,70,22,0,6,10.6
STO093-000407,2024-03-06,A2,P04,33,25,0,6,10.6
STO093-000408,2024-03-07,A3,P04,42,0,0,6,10.6
STO093-000409,2024-03-07,A1,P05,59,15,0,7,12.8
STO093-000410,2024-03-07,A2,P05,5,19,12,7,12.8
STO093-000411,2024-03-07,A3,P05,44,18,0,7,12.8
STO093-000412,2024-03-07,A1,P06,43,10,12,8,15.0
STO093-000413,2024-03-07,A2,P06,50,18,0,8,15.0
STO093-000414,2024-03-08,A3,P06,41,33,24,8,15.0
STO093-000415,2024-03-08,A1,P07,53,19,12,9,17.2
STO093-000416,2024-03-08,A2,P07,,15,12,9,17.2
STO093-000417,2024-03-08,A3,P07,23,29,24,9,17.2
STO093-000418,2024-03-08,A1,P08,25,26,0,3,19.4
STO093-000419,2024-03-08,A2,P08,38,16,0,3,19.4
STO093-000420,2024-03-09,A3,P08,6,29,24,3,19.4
STO093-000421,2024-03-09,A1,P09,15,28,0,4,21.6
STO093-000422,2024-03-09,A2,P09,31,33,12,4,21.6
STO093-000423,2024-03-09,A3,P09,39,19,0,4,21.6
STO093-000424,2024-03-09,A1,P10,32,24,0,5,23.8
STO093-000425,2024-03-09,A2,P10,10,12,12,5,23.8
STO093-000426,2024-03-10,A3,P10,14,13,0,5,23.8
STO093-000427,2024-03-10,A1,P11,13,30,0,6,26.0
STO093-000428,2024-03-10,A2,P11,4,52,12,6,26.0
STO093-000429,2024-03-10,A3,P11,8,32,0,6,26.0
STO093-000430,2024-03-10,A1,P12,54,37,24,7,28.2
STO093-000431,2024-03-10,A2,P12,54,18,0,7,28.2
STO093-000432,2024-03-11,A3,P12,4,30,0,7,28.2
STO093-000433,2024-03-11,A1,P01,15,10,0,3,4.0
STO093-000434,2024-03-11,A2,P01,20,14,12,3,4.0
