registro_id,fecha,sede,modalidad,asistencia_pct,nota_inicial,nota_final,horas_estudio,tutorias
NOT044-000044,2024-01-26,S2,virtual,100,8.6,12.1,7.4,8
NOT044-000045,2024-01-26,S3,presencial,100,11.3,15.4,10.9,2
NOT044-000046,2024-01-27,S1,presencial,80.5,10.3,10.9,9.1,2
NOT044-000047,2024-01-28,S2,presencial,77.1,9.8,7.7,0.2,7
NOT044-000048,2024-01-28,S3,presencial,85.8,10.2,8.0,6.7,2
NOT044-000049,2024-01-29,S1,presencial,94.2,10.7,12.7,10.2,3
NOT044-000050,2024-01-29,S2,virtual,47.1,11.9,13.1,6.8,0
NOT044-000051,2024-01-30,S3,virtual,92.6,9.6,10.7,1.9,4
NOT044-000052,2024-01-31,S1,virtual,83.3,14.3,13.3,7.8,0
NOT044-000053,2024-01-31,S2,virtual,68.8,7.6,7.8,1.6,5
NOT044-000054,2024-02-01,S3,virtual,98.5,5.1,9.2,10.4,3
NOT044-000055,2024-02-01,S1,virtual,68.4,10.4,11.0,10.9,0
NOT044-000056,2024-02-02,S2,virtual,62.0,10.1,13.9,0.3,2
NOT044-000057,2024-02-03,S3,presencial,68.0,14.7,15.3,4.5,3
NOT044-000058,2024-02-03,S1,virtual,87.8,9.4,10.5,2.1,3
NOT044-000059,2024-02-04,S2,virtual,66.9,13.3,13.8,4.5,1
NOT044-000060,2024-02-04,S3,virtual,45.3,12.1,12.1,7.7,1
NOT044-000061,2024-02-05,S1,virtual,97.8,10.8,12.9,7.5,1
NOT044-000062,2024-02-05,S2,virtual,91.2,11.3,10.7,2.6,0
NOT044-000063,2024-02-06,S3,virtual,77.7,9.9,10.8,7.6,3
NOT044-000064,2024-02-07,S1,virtual,66.2,10.9,8.9,3.2,1
NOT044-000065,2024-02-07,S2,presencial,86.2,6.4,8.1,3.3,10
NOT044-000066,2024-02-08,S3,presencial,63.0,11.3,10.8,8.3,2
NOT044-000067,2024-02-08,S1,virtual,65.5,5.1,11.6,10.3,4
NOT044-000068,2024-02-09,S2,virtual,59.2,10.0,8.3,5.3,0
NOT044-000069,2024-02-10,S3,virtual,71.0,11.7,7.8,11.8,3
NOT044-000070,2024-02-10,S1,presencial,75.8,9.2,10.0,4.7,3
NOT044-000071,2024-02-11,S2,presencial,91.4,8.7,10.6,4.4,3
NOT044-000072,2024-02-11,S3,presencial,45.3,14.6,12.3,6.7,0
NOT044-000073,2024-02-12,S1,presencial,80.3,10.8,10.2,4.3,1
NOT044-000074,2024-02-13,S2,presencial,82.6,5.3,11.1,9.1,5
NOT044-000075,2024-02-13,S3,presencial,85.9,13.0,13.8,1.2,0
NOT044-000076,2024-02-14,S1,presencial,57.8,8.9,8.9,9.1,5
NOT044-000077,2024-02-14,S2,presencial,76.8,8.0,6.9,11.3,2
NOT044-000078,2024-02-15,S3,presencial,71.2,9.7,12.1,8.1,6
NOT044-000079,2024-02-15,S1,presencial,84.8,7.5,8.0,4.4,5
NOT044-000080,2024-02-16,S2,presencial,66.4,14.2,14.6,9.0,1
NOT044-000081,2024-02-17,S3,presencial,100,13.1,15.4,11.6,1
NOT044-000082,2024-02-17,S1,virtual,69.1,11.9,9.4,5.8,0
NOT044-000083,2024-02-18,S2,presencial,85.3,14.4,16.1,8.8,1
NOT044-000084,2024-02-18,S3,presencial,93.0,8.8,,7.7,8
NOT044-000085,2024-02-19,S1,virtual,55.4,13.4,12.3,9.6,3
NOT044-000086,2024-02-20,S2,presencial,61.2,10.7,7.6,0.1,1
NOT044-000087,2024-02-20,S3,virtual,76.6,10.4,8.5,2.2,2
NOT044-000088,2024-02-21,S1,presencial,68.0,11.4,8.4,1.9,2
NOT044-000089,2024-02-21,S2,virtual,82.0,4.7,8.9,7.5,5
NOT044-000090,2024-02-22,S3,virtual,80.6,7.8,9.9,9.6,6
NOT044-000091,2024-02-23,S1,virtual,100,9.8,14.8,5.7,7
NOT044-000092,2024-02-23,S2,virtual,63.4,12.1,11.8,7.4,2
NOT044-000093,2024-02-24,S3,virtual,71.1,13.2,11.4,2.2,3
NOT044-000094,2024-02-24,S1,presencial,60.4,12.4,11.3,3.9,3
NOT044-000095,2024-02-25,S2,presencial,66.4,12.8,12.9,7.6,3
NOT044-000096,2024-02-26,S3,virtual,100,10.4,11.0,0.8,3
NOT044-000097,2024-02-26,S1,presencial,100,16.2,13.0,9.8,2
NOT044-000098,2024-02-27,S2, VIRTUAL ,67.4,11.7,10.5,2.1,1
NOT044-000099,2024-02-27,S3,virtual,66.8,10.0,7.2,3.7,2
NOT044-000100,2024-02-28,S1,presencial,90.8,10.0,10.7,4.9,0
NOT044-000101,2024-02-28,S2,virtual,78.9,9.5,10.0,7.1,4
NOT044-000102,2024-02-29,S3,virtual,65.5,18.3,16.4,2.6,2
NOT044-000103,2024-03-01,S1,virtual,99.7,14.7,15.6,7.3,0
NOT044-000104,2024-03-01,S2,presencial,100,10.9,9.5,5.8,3
NOT044-000105,2024-03-02,S3,virtual,80.6,13.4,11.1,6.2,3
NOT044-000106,2024-03-02,S1,presencial,61.9,9.1,10.8,10.2,9
NOT044-000107,2024-03-03,S2,presencial,91.9,8.8,11.2,0.9,9
NOT044-000108,2024-03-04,S3,virtual,81.5,7.1,9.6,3.1,4
NOT044-000109,2024-03-04,S1,presencial,90.1,7.1,9.9,3.3,4
NOT044-000110,2024-03-05,S2,virtual,72.6,13.3,16.1,10.7,0
NOT044-000111,2024-03-05,S3,virtual,96.3,10.9,13.7,0.2,1
NOT044-000112,2024-03-06,S1,virtual,79.2,10.2,14.7,10.0,3
NOT044-000113,2024-03-07,S2,virtual,64.7,9.1,14.6,11.0,7
NOT044-000114,2024-03-07,S3,virtual,59.6,9.6,11.0,10.4,2
NOT044-000115,2024-03-08,S1,presencial,73.4,12.0,14.0,8.1,0
NOT044-000116,2024-03-08,S2,presencial,90.8,8.8,9.6,0.9,8
NOT044-000117,2024-03-09,S3,virtual,76.0,8.7,12.1,6.6,9
NOT044-000118,2024-03-09,S1,virtual,59.3,4.6,6.1,6.2,8
NOT044-000119,2024-03-10,S2,presencial,93.9,8.6,15.3,0.7,10
NOT044-000120,2024-03-11,S3,presencial,69.3,14.9,12.8,3.4,3
NOT044-000121,2024-03-11,S1,virtual,44.7,13.7,9.3,1.4,3
NOT044-000122,2024-03-12,S2,presencial,93.9,8.7,11.7,2.8,6
NOT044-000123,2024-03-12,S3,virtual,68.9,18.0,16.4,7.1,2
NOT044-000124,2024-03-13,S1,virtual,84.8,15.4,16.1,8.9,0
NOT044-000125,2024-03-14,S2,virtual,55.5,9.4,9.5,11.8,4
NOT044-000126,2024-03-14,S3,virtual,78.3,9.2,14.2,9.7,8
NOT044-000127,2024-03-15,S1,virtual,52.1,19.2,16.5,4.3,0
NOT044-000128,2024-03-15,S2,virtual,96.9,14.2,14.7,10.7,2
NOT044-000129,2024-03-16,S3,presencial,74.7,4.6,9.0,9.0,9
NOT044-000130,2024-03-17,S1,presencial,65.3,8.0,8.7,5.7,7
NOT044-000131,2024-03-17,S2,presencial,62.7,13.7,17.0,10.7,2
NOT044-000132,2024-03-18,S3,virtual,59.6,11.8,10.6,1.1,1
NOT044-000133,2024-03-18,S1,presencial,74.7,15.0,13.0,1.0,3
NOT044-000134,2024-03-19,S2,virtual,63.0,7.8,5.4,4.0,3
NOT044-000135,2024-03-19,S3,virtual,73.2,10.7,11.2,8.0,0
NOT044-000136,2024-03-20,S1,virtual,95.2,7.3,8.0,1.4,8
NOT044-000137,2024-03-21,S2,virtual,69.2,12.9,13.7,2.2,1
NOT044-000138,2024-03-21,S3,presencial,94.6,11.5,9.9,5.4,1
NOT044-000139,2024-03-22,S1,virtual,98.5,7.0,9.7,5.5,6
NOT044-000140,2024-03-22,S2,presencial,100,15.8,14.0,6.8,0
NOT044-000141,2024-03-23,S3,presencial,80.3,7.0,8.0,6.3,6
NOT044-000142,2024-03-24,S1,presencial,84.1,15.1,13.5,2.5,3
NOT044-000143,2024-03-24,S2,presencial,82.9,6.1,7.2,7.1,5
NOT044-000144,2024-03-25,S3,virtual,71.6,10.5,8.4,6.6,1
NOT044-000145,2024-03-25,S1,presencial,70.7,11.4,11.0,4.8,3
NOT044-000146,2024-03-26,S2,virtual,86.5,10.5,10.6,0.4,0
NOT044-000147,2024-03-27,S3,presencial,82.9,8.9,9.2,4.8,3
NOT044-000148,2024-03-27,S1,virtual,54.9,15.0,15.1,11.0,0
NOT044-000149,2024-03-28,S2,virtual,73.7,7.3,10.0,0.8,7
NOT044-000150,2024-03-28,S3,presencial,100,14.0,13.8,0.5,1
NOT044-000151,2024-03-29,S1,presencial,72.0,8.1,13.7,10.9,10
NOT044-000152,2024-03-30,S2,virtual,68.1,12.9,10.1,7.1,3
NOT044-000153,2024-03-30,S3,virtual,93.4,14.1,16.5,2.5,0
NOT044-000154,2024-03-31,S1,virtual,100,13.5,11.1,3.3,1
NOT044-000155,2024-03-31,S2,presencial,100,10.0,9.4,4.5,2
NOT044-000156,2024-04-01,S3,presencial,43.1,11.3,7.8,7.3,3
NOT044-000157,2024-04-01,S1,virtual,100,13.6,11.4,3.4,0
NOT044-000158,2024-04-02,S2,presencial,89.5,16.6,13.5,7.9,2
NOT044-000159,2024-04-03,S3,virtual,67.8,9.2,11.4,0.9,3
NOT044-000160,2024-04-03,S1,presencial,68.3,10.5,11.8,4.4,1
NOT044-000161,2024-04-04,S2,presencial,95.9,12.3,14.5,10.5,0
NOT044-000162,2024-04-04,S3,presencial,100,10.6,16.2,3.1,0
NOT044-000163,2024-04-05,S1,virtual,87.4,14.5,11.7,10.2,0
NOT044-000164,2024-04-06,S2,presencial,86.9,6.8,9.4,0.5,2
NOT044-000165,2024-04-06,S3,virtual,95.5,11.5,14.1,10.5,2
NOT044-000166,2024-04-07,S1,virtual,84.3,9.6,13.3,3.3,8
NOT044-000167,2024-04-07,S2,presencial,80.6,8.4,,4.5,6
NOT044-000168,2024-04-08,S3,presencial,94.4,18.0,15.3,6.7,2
NOT044-000169,2024-04-09,S1,virtual,78.6,11.8,12.8,6.3,3
NOT044-000170,2024-04-09,S2,presencial,100,7.2,13.0,11.7,6
NOT044-000171,2024-04-10,S3,presencial,54.6,12.7,12.6,0.2,2
NOT044-000172,2024-04-10,S1,virtual,81.1,15.4,14.5,2.9,3
NOT044-000173,2024-04-11,S2,presencial,63.2,15.0,16.2,10.5,1
NOT044-000174,2024-04-11,S3,virtual,100,9.8,10.8,5.6,2
NOT044-000175,2024-04-12,S1,virtual,69.6,15.3,16.3,6.4,1
NOT044-000176,2024-04-13,S2,presencial,94.1,10.5,11.3,2.4,0
NOT044-000177,2024-04-13,S3,virtual,82.7,8.3,9.3,4.6,6
NOT044-000178,2024-04-14,S1,virtual,80.4,12.2,10.1,9.7,2
NOT044-000179,2024-04-14,S2,virtual,62.0,12.7,11.0,0.7,1
NOT044-000180,2024-04-15,S3,virtual,66.1,12.7,15.9,8.9,2
NOT044-000181,2024-04-16,S1,presencial,96.8,15.4,13.1,1.6,0
NOT044-000182,2024-04-16,S2,virtual,59.8,13.0,9.8,1.8,1
NOT044-000183,2024-04-17,S3,virtual,74.2,13.5,16.5,5.2,1
NOT044-000184,2024-04-17,S1,presencial,100,11.1,13.0,10.8,2
NOT044-000185,2024-04-18,S2,presencial,61.4,12.8,10.5,1.8,3
NOT044-000186,2024-04-19,S3,presencial,65.4,8.2,13.0,7.4,10
NOT044-000187,2024-04-19,S1,virtual,86.0,13.3,14.7,5.0,2
NOT044-000188,2024-04-20,S2,virtual,63.8,11.5,11.5,10.8,3
NOT044-000189,2024-04-20,S3,virtual,92.1,5.7,8.4,5.0,7
NOT044-000190,2024-04-21,S1,presencial,100,11.3,13.2,4.4,0
NOT044-000191,2024-04-22,S2,virtual,82.1,11.0,10.3,4.6,1
NOT044-000192,2024-04-22,S3,virtual,72.2,10.5,13.2,11.1,1
NOT044-000193,2024-04-23,S1,presencial,88.2,10.8,8.1,0.3,2
NOT044-000194,2024-04-23,S2,virtual,63.0,9.2,9.3,4.6,7
NOT044-000195,2024-04-24,S3, VIRTUAL ,87.9,11.1,12.2,2.0,2
NOT044-000196,2024-04-24,S1,presencial,77.6,9.5,11.2,8.4,2
NOT044-000197,2024-04-25,S2,virtual,58.6,6.1,4.4,1.8,8
NOT044-000198,2024-04-26,S3,virtual,100,9.8,9.4,7.1,9
NOT044-000199,2024-04-26,S1,presencial,75.9,10.0,9.4,8.2,0
NOT044-000200,2024-04-27,S2,virtual,81.9,11.2,16.0,10.9,1
NOT044-000201,2024-04-27,S3,presencial,93.0,10.2,8.2,6.6,2
NOT044-000202,2024-04-28,S1,presencial,80.2,10.8,11.7,9.7,1
NOT044-000203,2024-04-29,S2,virtual,98.2,14.7,15.4,11.2,1
NOT044-000204,2024-04-29,S3,presencial,100,8.8,14.6,10.1,4
NOT044-000205,2024-04-30,S1,virtual,91.7,10.1,14.2,11.2,3
NOT044-000206,2024-04-30,S2,virtual,93.9,10.0,14.5,9.2,2
NOT044-000207,2024-05-01,S3,virtual,83.3,5.7,8.4,10.2,5
NOT044-000208,2024-05-02,S1,presencial,64.7,5.6,5.7,1.0,6
NOT044-000209,2024-05-02,S2,virtual,91.0,7.4,7.4,1.6,3
NOT044-000210,2024-05-03,S3,virtual,85.0,10.1,13.0,10.6,1
NOT044-000211,2024-05-03,S1,presencial,87.5,10.3,11.0,10.7,1
NOT044-000212,2024-05-04,S2,presencial,94.1,5.3,"9,2",4.2,6
NOT044-000213,2024-05-04,S3,virtual,100,5.1,6.5,4.7,8
NOT044-000214,2024-05-05,S1,presencial,75.3,10.6,12.4,9.1,3
NOT044-000215,2024-05-06,S2,virtual,87.2,12.0,10.3,2.4,2
NOT044-000216,2024-05-06,S3,presencial,48.9,9.3,12.4,11.2,4
NOT044-000217,2024-05-07,S1,virtual,72.7,13.2,15.4,11.0,3
NOT044-000218,2024-05-07,S2,presencial,81.3,11.0,10.7,11.4,1
NOT044-000219,2024-05-08,S3,virtual,78.0,10.7,14.5,5.1,2
NOT044-000220,2024-05-09,S1,virtual,87.5,11.6,10.5,2.7,3
NOT044-000221,2024-05-09,S2,virtual,92.5,15.1,17.4,10.7,1
NOT044-000222,2024-05-10,S3,presencial,74.5,9.7,11.9,9.7,2
NOT044-000223,2024-05-10,S1,presencial,62.4,10.4,11.8,10.5,1
NOT044-000224,2024-05-11,S2,virtual,81.3,13.0,9.2,8.1,3
NOT044-000225,2024-05-12,S3,presencial,100,11.2,12.9,10.2,1
NOT044-000226,2024-05-12,S1,virtual,49.8,5.7,10.7,8.5,6
NOT044-000227,2024-05-13,S2,virtual,76.0,12.2,10.9,0.5,1
NOT044-000228,2024-05-13,S3,virtual,59.8,13.7,11.8,4.4,2
NOT044-000229,2024-05-14,S1,virtual,80.1,11.9,8.8,2.8,1
NOT044-000230,2024-05-14,S2,presencial,83.8,19.3,13.8,4.8,0
NOT044-000231,2024-05-15,S3,virtual,78.6,10.3,4.7,2.9,1
NOT044-000232,2024-05-16,S1,virtual,63.2,12.3,12.2,8.1,2
NOT044-000233,2024-05-16,S2,virtual,80.6,8.6,8.7,10.4,3
NOT044-000234,2024-05-17,S3,presencial,72.9,14.1,13.1,3.4,3
NOT044-000235,2024-05-17,S1,presencial,44.0,12.1,8.9,5.3,2
NOT044-000236,2024-05-18,S2,virtual,100,5.8,7.3,1.2,3
NOT044-000237,2024-05-19,S3,virtual,96.5,10.3,10.9,4.7,3
NOT044-000238,2024-05-19,S1,virtual,92.8,12.1,16.0,4.6,1
NOT044-000239,2024-05-20,S2,virtual,90.9,14.1,14.2,7.8,2
NOT044-000240,2024-05-20,S3,presencial,67.2,14.0,11.1,10.7,3
NOT044-000241,2024-05-21,S1,virtual,81.9,15.9,13.3,2.4,0
NOT044-000242,2024-05-22,S2,virtual,100,10.8,11.4,3.5,2
NOT044-000243,2024-05-22,S3,presencial,69.0,7.1,6.2,10.8,2
NOT044-000244,2024-05-23,S1,presencial,62.9,9.7,6.7,1.1,9
NOT044-000245,2024-05-23,S2,virtual,83.3,11.5,12.3,5.2,0
NOT044-000246,2024-05-24,S3,presencial,61.9,12.2,12.3,11.1,0
NOT044-000247,2024-05-25,S1,virtual,76.5,11.0,16.3,11.4,1
NOT044-000248,2024-05-25,S2,presencial,100,10.4,13.0,5.8,1
NOT044-000249,2024-05-26,S3,virtual,81.6,15.0,16.7,11.4,3
NOT044-000250,2024-05-26,S1,virtual,63.2,10.8,,7.9,0
NOT044-000251,2024-05-27,S2,virtual,74.2,4.6,8.6,0.8,2
NOT044-000252,2024-05-27,S3,presencial,82.0,11.0,11.4,9.9,3
NOT044-000253,2024-05-28,S1,virtual,66.7,3.6,9.4,10.3,8
NOT044-000254,2024-05-29,S2,presencial,100,10.8,12.9,11.4,2
NOT044-000255,2024-05-29,S3,virtual,70.8,6.0,5.9,7.4,8
NOT044-000256,2024-05-30,S1,virtual,40.9,13.2,13.0,1.9,0
NOT044-000257,2024-05-30,S2,virtual,52.2,12.2,11.3,7.5,2
NOT044-000258,2024-05-31,S3,presencial,57.1,12.5,9.4,4.8,3
NOT044-000259,2024-06-01,S1,presencial,67.4,12.7,13.0,2.6,0
NOT044-000260,2024-06-01,S2,virtual,71.2,13.1,13.6,8.0,0
NOT044-000261,2024-06-02,S3,virtual,85.7,6.6,8.2,4.3,9
NOT044-000262,2024-06-02,S1,virtual,78.2,16.1,12.0,2.1,1
NOT044-000263,2024-06-03,S2,virtual,17.0,12.9,7.2,5.3,1
NOT044-000264,2024-06-04,S3,presencial,85.7,10.4,11.4,3.3,1
NOT044-000265,2024-06-04,S1,virtual,100,12.6,13.8,10.5,1
NOT044-000266,2024-06-05,S2,virtual,93.2,11.6,10.0,9.0,1
NOT044-000267,2024-06-05,S3,virtual,75.2,7.7,10.7,7.7,3
NOT044-000268,2024-06-06,S1,virtual,74.2,10.7,9.5,4.4,3
NOT044-000269,2024-06-06,S2,virtual,99.6,7.8,10.8,9.4,6
NOT044-000270,2024-06-07,S3,presencial,99.5,9.8,11.4,11.9,10
NOT044-000271,2024-06-08,S1,virtual,100,8.4,12.4,11.1,7
NOT044-000272,2024-06-08,S2,virtual,76.4,16.8,16.5,7.9,3
NOT044-000273,2024-06-09,S3,virtual,95.5,13.1,13.0,6.0,0
NOT044-000274,2024-06-09,S1,presencial,67.5,12.0,8.8,6.4,1
NOT044-000275,2024-06-10,S2,virtual,76.1,13.5,11.2,8.9,0
NOT044-000276,2024-06-11,S3,presencial,75.2,8.7,7.8,2.8,6
NOT044-000277,2024-06-11,S1,virtual,81.7,5.3,4.0,2.5,2
NOT044-000278,2024-06-12,S2,virtual,49.1,14.0,14.4,0.5,3
NOT044-000279,2024-06-12,S3,virtual,59.7,14.5,12.2,8.6,2
NOT044-000280,2024-06-13,S1,presencial,57.1,7.9,5.4,2.6,3
NOT044-000281,2024-06-14,S2,virtual,71.3,9.2,8.9,8.2,4
NOT044-000282,2024-06-14,S3,presencial,81.6,8.5,15.3,8.6,2
NOT044-000283,2024-06-15,S1,presencial,90.8,11.2,11.9,6.4,0
NOT044-000284,2024-06-15,S2,virtual,97.6,8.7,13.2,9.3,10
NOT044-000285,2024-06-16,S3,presencial,95.8,6.9,9.2,3.3,2
NOT044-000286,2024-06-17,S1,virtual,51.7,11.0,11.6,4.2,3
NOT044-000287,2024-06-17,S2,virtual,94.7,9.3,13.1,5.4,3
NOT044-000288,2024-06-18,S3,presencial,82.0,10.7,10.4,11.1,1
NOT044-000289,2024-06-18,S1,virtual,86.6,12.0,8.5,0.1,1
NOT044-000290,2024-06-19,S2,virtual,65.5,11.0,10.9,2.7,1
NOT044-000291,2024-06-19,S3,virtual,59.1,11.1,9.7,6.3,0
NOT044-000292,2024-06-20,S1, PRESENCIAL ,91.5,15.6,20,4.7,3
NOT044-000293,2024-06-21,S2,virtual,61.3,15.5,13.6,2.6,3
NOT044-000294,2024-06-21,S3,virtual,84.7,9.1,9.5,0.7,7
NOT044-000295,2024-06-22,S1,presencial,66.5,9.8,11.6,6.6,5
NOT044-000296,2024-06-22,S2,presencial,47.7,8.7,8.8,7.1,6
NOT044-000297,2024-06-23,S3,presencial,85.1,8.3,10.6,6.1,9
NOT044-000298,2024-06-24,S1,virtual,90.3,8.2,10.7,4.9,2
NOT044-000299,2024-06-24,S2,virtual,61.0,12.4,11.0,5.9,1
NOT044-000300,2024-06-25,S3,virtual,92.2,11.8,15.2,11.6,2
NOT044-000301,2024-06-25,S1,virtual,71.1,10.8,10.9,1.9,0
NOT044-000302,2024-06-26,S2,presencial,53.8,12.5,7.7,6.1,0
NOT044-000303,2024-06-27,S3,virtual,84.5,8.8,11.3,4.7,10
NOT044-000304,2024-06-27,S1,virtual,100,8.8,8.6,1.7,2
NOT044-000305,2024-06-28,S2,virtual,77.1,10.4,11.4,8.2,3
NOT044-000306,2024-06-28,S3,presencial,74.9,8.7,7.1,0.5,3
NOT044-000307,2024-06-29,S1,presencial,67.8,12.4,12.9,9.2,3
NOT044-000308,2024-06-29,S2,virtual,63.2,13.8,14.9,11.2,1
NOT044-000309,2024-06-30,S3,presencial,60.4,9.4,11.3,0.5,9
NOT044-000310,2024-07-01,S1,virtual,85.7,12.5,13.0,10.2,0
NOT044-000311,2024-07-01,S2,virtual,64.0,8.5,11.9,3.7,10
NOT044-000312,2024-07-02,S3,presencial,83.5,14.8,14.7,4.1,1
NOT044-000313,2024-07-02,S1,presencial,70.3,8.3,12.6,2.2,10
NOT044-000314,2024-07-03,S2,virtual,97.0,12.4,13.4,11.4,3
NOT044-000315,2024-07-04,S3,presencial,74.2,11.7,10.8,8.1,1
NOT044-000316,2024-07-04,S1,presencial,69.1,13.8,13.0,10.3,0
NOT044-000317,2024-07-05,S2,presencial,89.5,17.9,16.3,4.1,0
NOT044-000318,2024-07-05,S3,virtual,94.5,13.9,12.5,2.9,2
NOT044-000319,2024-07-06,S1,presencial,55.7,15.9,13.6,7.4,2
NOT044-000320,2024-07-07,S2,virtual,79.1,8.1,8.7,10.0,3
NOT044-000321,2024-07-07,S3,virtual,56.4,8.3,10.7,8.6,9
NOT044-000322,2024-07-08,S1,virtual,89.2,13.3,17.6,9.0,3
NOT044-000323,2024-07-08,S2,presencial,87.1,11.5,10.9,4.3,1
NOT044-000324,2024-07-09,S3,presencial,81.1,10.2,15.5,11.7,2
NOT044-000325,2024-07-10,S1,presencial,57.2,10.9,8.5,3.2,1
NOT044-000326,2024-07-10,S2,presencial,100,12.0,17.9,4.3,3
NOT044-000327,2024-07-11,S3,presencial,83.3,13.7,15.4,0.7,2
NOT044-000328,2024-07-11,S1,presencial,90.6,6.8,8.2,5.5,4
NOT044-000329,2024-07-12,S2,presencial,83.9,16.6,15.7,9.5,0
NOT044-000330,2024-07-12,S3,presencial,69.2,14.5,15.7,11.7,1
NOT044-000331,2024-07-13,S1,presencial,74.6,7.7,13.8,9.3,9
NOT044-000332,2024-07-14,S2,virtual,76.5,11.9,12.3,9.5,0
NOT044-000333,2024-07-14,S3,virtual,100,12.2,,2.9,3
NOT044-000334,2024-07-15,S1,virtual,50.5,10.4,7.1,3.6,1
NOT044-000335,2024-07-15,S2,presencial,86.9,8.9,11.1,11.2,7
NOT044-000336,2024-07-16,S3,presencial,84.9,13.2,9.5,2.2,3
NOT044-000337,2024-07-17,S1,virtual,42.7,11.8,11.4,4.0,1
NOT044-000338,2024-07-17,S2,presencial,100,9.5,12.1,0.7,10
NOT044-000339,2024-07-18,S3,virtual,79.1,13.0,12.7,0.9,3
NOT044-000340,2024-07-18,S1,presencial,83.1,11.7,12.8,8.4,2
NOT044-000341,2024-07-19,S2,virtual,99.2,6.5,9.2,0.2,4
NOT044-000342,2024-07-20,S3,virtual,64.2,11.4,14.0,10.2,0
NOT044-000343,2024-07-20,S1,presencial,56.3,12.2,10.8,4.3,2
NOT044-000344,2024-07-21,S2,presencial,100,7.5,10.2,7.9,4
NOT044-000345,2024-07-21,S3,presencial,64.6,14.6,18.9,11.8,3
NOT044-000346,2024-07-22,S1,presencial,60.6,9.2,7.9,5.5,5
NOT044-000347,2024-07-22,S2,presencial,57.5,7.2,7.6,10.6,5
NOT044-000348,2024-07-23,S3,virtual,83.0,11.8,12.9,3.5,2
NOT044-000349,2024-07-24,S1,virtual,77.9,8.9,9.1,10.5,3
