registro_id,fecha,zona,canal,invitado,responde,satisfaccion,peso
ENC049-000037,2024-01-21,norte,telefono,1,0,,5.581395
ENC049-000038,2024-01-21,centro,web,1,0,,13.953488
ENC049-000039,2024-01-22,sur,web,1,1,3,8.372093
ENC049-000040,2024-01-23,norte,telefono,1,1,3,5.581395
ENC049-000041,2024-01-23,centro,telefono,1,1,3,13.953488
ENC049-000042,2024-01-24,sur,telefono,1,0,,8.372093
ENC049-000043,2024-01-24,norte,web,1,1,4,5.581395
ENC049-000044,2024-01-25,centro,telefono,1,0,,13.953488
ENC049-000045,2024-01-25,sur,telefono,1,1,5,8.372093
ENC049-000046,2024-01-26,norte,telefono,1,1,5,5.581395
ENC049-000047,2024-01-27,centro,web,1,1,3,13.953488
ENC049-000048,2024-01-27,sur,telefono,1,0,,8.372093
ENC049-000049,2024-01-28,norte,web,1,0,,5.581395
ENC049-000050,2024-01-28,centro,web,1,0,,13.953488
ENC049-000051,2024-01-29,sur,telefono,1,1,4,8.372093
ENC049-000052,2024-01-29,norte,web,1,0,,5.581395
ENC049-000053,2024-01-30,centro,web,1,1,2,13.953488
ENC049-000054,2024-01-31,sur,web,1,0,,8.372093
ENC049-000055,2024-01-31,norte,web,1,1,5,5.581395
ENC049-000056,2024-02-01,centro,web,1,1,4,13.953488
ENC049-000057,2024-02-01,sur,telefono,1,1,3,8.372093
ENC049-000058,2024-02-02,norte,telefono,1,1,3,5.581395
ENC049-000059,2024-02-02,centro,web,1,1,3,13.953488
ENC049-000060,2024-02-03,sur,telefono,1,0,,8.372093
ENC049-000061,2024-02-04,norte,telefono,1,1,3,5.581395
ENC049-000062,2024-02-04,centro,telefono,1,0,,13.953488
ENC049-000063,2024-02-05,sur,web,1,0,,8.372093
ENC049-000064,2024-02-05,norte,telefono,1,1,3,5.581395
ENC049-000065,2024-02-06,centro,telefono,1,1,2,13.953488
ENC049-000066,2024-02-06,sur,telefono,1,0,,8.372093
ENC049-000067,2024-02-07,norte,telefono,1,1,5,5.581395
ENC049-000068,2024-02-07,centro,web,1,1,2,13.953488
ENC049-000069,2024-02-08,sur,web,1,1,4,8.372093
ENC049-000070,2024-02-09,norte,telefono,1,1,3,5.581395
ENC049-000071,2024-02-09,centro,telefono,1,1,2,13.953488
ENC049-000072,2024-02-10,sur,telefono,1,1,4,8.372093
ENC049-000073,2024-02-10,norte,telefono,1,1,3,5.581395
ENC049-000074,2024-02-11,centro,web,1,1,4,13.953488
ENC049-000075,2024-02-11,sur,telefono,1,1,2,8.372093
ENC049-000076,2024-02-12,norte,web,1,1,5,5.581395
ENC049-000077,2024-02-13,centro,telefono,1,0,,13.953488
ENC049-000078,2024-02-13,sur,telefono,1,0,,8.372093
ENC049-000079,2024-02-14,norte,web,1,0,,5.581395
ENC049-000080,2024-02-14,centro,telefono,1,0,,13.953488
ENC049-000081,2024-02-15,sur,web,1,1,5,8.372093
ENC049-000082,2024-02-15,norte,telefono,1,1,3,5.581395
ENC049-000083,2024-02-16,centro,web,1,0,,13.953488
ENC049-000084,2024-02-17,sur,web,1,1,,8.372093
ENC049-000085,2024-02-17,norte,telefono,1,1,2,5.581395
ENC049-000086,2024-02-18,centro,web,1,1,3,13.953488
ENC049-000087,2024-02-18,sur,telefono,1,0,,8.372093
ENC049-000088,2024-02-19,norte,telefono,1,0,,5.581395
ENC049-000089,2024-02-19,centro,telefono,1,0,,13.953488
ENC049-000090,2024-02-20,sur,telefono,1,0,,8.372093
ENC049-000091,2024-02-21,norte,web,1,1,3,5.581395
ENC049-000092,2024-02-21,centro,telefono,1,1,1,13.953488
ENC049-000093,2024-02-22,sur,web,1,1,4,8.372093
ENC049-000094,2024-02-22,norte,telefono,1,1,4,5.581395
ENC049-000095,2024-02-23,centro,telefono,1,1,3,13.953488
ENC049-000096,2024-02-23,sur,telefono,1,1,4,8.372093
ENC049-000097,2024-02-24,norte,web,1,0,,5.581395
ENC049-000098,2024-02-24, CENTRO ,web,1,1,3,13.953488
ENC049-000099,2024-02-25,sur,telefono,1,1,4,8.372093
ENC049-000100,2024-02-26,norte,telefono,1,0,,5.581395
ENC049-000101,2024-02-26,centro,web,1,0,,13.953488
ENC049-000102,2024-02-27,sur,telefono,1,1,4,8.372093
ENC049-000103,2024-02-27,norte,web,1,1,3,5.581395
ENC049-000104,2024-02-28,centro,telefono,1,0,,13.953488
ENC049-000105,2024-02-28,sur,telefono,1,0,,8.372093
ENC049-000106,2024-02-29,norte,telefono,1,0,,5.581395
ENC049-000107,2024-03-01,centro,telefono,1,0,,13.953488
ENC049-000108,2024-03-01,sur,telefono,1,1,5,8.372093
ENC049-000109,2024-03-02,norte,web,1,1,5,5.581395
ENC049-000110,2024-03-02,centro,web,1,1,4,13.953488
ENC049-000111,2024-03-03,sur,telefono,1,1,3,8.372093
ENC049-000112,2024-03-03,norte,web,1,1,4,5.581395
ENC049-000113,2024-03-04,centro,web,1,0,,13.953488
ENC049-000114,2024-03-05,sur,telefono,1,1,4,8.372093
ENC049-000115,2024-03-05,norte,web,1,1,4,5.581395
ENC049-000116,2024-03-06,centro,telefono,1,1,2,13.953488
ENC049-000117,2024-03-06,sur,web,1,1,4,8.372093
ENC049-000118,2024-03-07,norte,web,1,1,3,5.581395
ENC049-000119,2024-03-07,centro,web,1,1,3,13.953488
ENC049-000120,2024-03-08,sur,web,1,1,3,8.372093
ENC049-000121,2024-03-09,norte,telefono,1,0,,5.581395
ENC049-000122,2024-03-09,centro,web,1,0,,13.953488
ENC049-000123,2024-03-10,sur,telefono,1,1,3,8.372093
ENC049-000124,2024-03-10,norte,telefono,1,1,4,5.581395
ENC049-000125,2024-03-11,centro,web,1,0,,13.953488
ENC049-000126,2024-03-11,sur,web,1,1,4,8.372093
ENC049-000127,2024-03-12,norte,web,1,1,4,5.581395
ENC049-000128,2024-03-12,centro,telefono,1,0,,13.953488
ENC049-000129,2024-03-13,sur,telefono,1,0,,8.372093
ENC049-000130,2024-03-14,norte,web,1,1,4,5.581395
ENC049-000131,2024-03-14,centro,web,1,1,2,13.953488
ENC049-000132,2024-03-15,sur,web,1,0,,8.372093
ENC049-000133,2024-03-15,norte,telefono,1,1,4,5.581395
ENC049-000134,2024-03-16,centro,web,1,1,4,13.953488
ENC049-000135,2024-03-16,sur,telefono,1,1,3,8.372093
ENC049-000136,2024-03-17,norte,web,1,0,,5.581395
ENC049-000137,2024-03-18,centro,web,1,0,,13.953488
ENC049-000138,2024-03-18,sur,web,1,1,4,8.372093
ENC049-000139,2024-03-19,norte,telefono,1,1,3,5.581395
ENC049-000140,2024-03-19,centro,web,1,1,2,13.953488
ENC049-000141,2024-03-20,sur,telefono,1,1,3,8.372093
ENC049-000142,2024-03-20,norte,web,1,0,,5.581395
ENC049-000143,2024-03-21,centro,web,1,1,3,13.953488
ENC049-000144,2024-03-22,sur,web,1,1,4,8.372093
ENC049-000145,2024-03-22,norte,web,1,0,,5.581395
ENC049-000146,2024-03-23,centro,telefono,1,0,,13.953488
ENC049-000147,2024-03-23,sur,telefono,1,1,1,8.372093
ENC049-000148,2024-03-24,norte,web,1,1,5,5.581395
ENC049-000149,2024-03-24,centro,web,1,0,,13.953488
ENC049-000150,2024-03-25,sur,telefono,1,1,5,8.372093
ENC049-000151,2024-03-26,norte,web,1,1,3,5.581395
ENC049-000152,2024-03-26,centro,web,1,1,3,13.953488
ENC049-000153,2024-03-27,sur,web,1,0,,8.372093
ENC049-000154,2024-03-27,norte,web,1,1,5,5.581395
ENC049-000155,2024-03-28,centro,web,1,0,,13.953488
ENC049-000156,2024-03-28,sur,telefono,1,1,3,8.372093
ENC049-000157,2024-03-29,norte,telefono,1,1,5,5.581395
ENC049-000158,2024-03-29,centro,web,1,0,,13.953488
ENC049-000159,2024-03-30,sur,web,1,0,,8.372093
ENC049-000160,2024-03-31,norte,telefono,1,1,4,5.581395
ENC049-000161,2024-03-31,centro,web,1,0,,13.953488
ENC049-000162,2024-04-01,sur,web,1,1,4,8.372093
ENC049-000163,2024-04-01,norte,telefono,1,1,3,5.581395
ENC049-000164,2024-04-02,centro,telefono,1,1,3,13.953488
ENC049-000165,2024-04-02,sur,telefono,1,1,3,8.372093
ENC049-000166,2024-04-03,norte,telefono,1,1,5,5.581395
ENC049-000167,2024-04-04,centro,web,1,0,,13.953488
ENC049-000168,2024-04-04,sur,web,1,0,,8.372093
ENC049-000169,2024-04-05,norte,web,1,1,4,5.581395
ENC049-000170,2024-04-05,centro,telefono,1,0,,13.953488
ENC049-000171,2024-04-06,sur,web,1,1,5,8.372093
ENC049-000172,2024-04-06,norte,web,1,1,3,5.581395
ENC049-000173,2024-04-07,centro,telefono,1,1,4,13.953488
ENC049-000174,2024-04-08,sur,telefono,1,1,5,8.372093
ENC049-000175,2024-04-08,norte,web,1,1,5,5.581395
ENC049-000176,2024-04-09,centro,web,1,0,,13.953488
ENC049-000177,2024-04-09,sur,web,1,0,,8.372093
ENC049-000178,2024-04-10,norte,telefono,1,1,3,5.581395
ENC049-000179,2024-04-10,centro,telefono,1,0,,13.953488
ENC049-000180,2024-04-11,sur,web,1,1,4,8.372093
ENC049-000181,2024-04-12,norte,web,1,1,4,5.581395
ENC049-000182,2024-04-12,centro,telefono,1,0,,13.953488
ENC049-000183,2024-04-13,sur,telefono,1,1,3,8.372093
ENC049-000184,2024-04-13,norte,web,1,1,3,5.581395
ENC049-000185,2024-04-14,centro,telefono,1,1,4,13.953488
ENC049-000186,2024-04-14,sur,web,1,0,,8.372093
ENC049-000187,2024-04-15,norte,telefono,1,1,5,5.581395
ENC049-000188,2024-04-15,centro,telefono,1,1,2,13.953488
ENC049-000189,2024-04-16,sur,web,1,0,,8.372093
ENC049-000190,2024-04-17,norte,telefono,1,1,2,5.581395
ENC049-000191,2024-04-17,centro,telefono,1,0,,13.953488
ENC049-000192,2024-04-18,sur,telefono,1,1,5,8.372093
ENC049-000193,2024-04-18,norte,web,1,1,4,5.581395
ENC049-000194,2024-04-19,centro,telefono,1,0,,13.953488
ENC049-000195,2024-04-19, SUR ,web,1,1,4,8.372093
ENC049-000196,2024-04-20,norte,telefono,1,1,3,5.581395
ENC049-000197,2024-04-21,centro,telefono,1,1,4,13.953488
ENC049-000198,2024-04-21,sur,web,1,0,,8.372093
ENC049-000199,2024-04-22,norte,telefono,1,1,3,5.581395
ENC049-000200,2024-04-22,centro,telefono,1,0,,13.953488
ENC049-000201,2024-04-23,sur,web,1,1,3,8.372093
ENC049-000202,2024-04-23,norte,telefono,1,0,,5.581395
ENC049-000203,2024-04-24,centro,web,1,1,4,13.953488
ENC049-000204,2024-04-25,sur,web,1,0,,8.372093
ENC049-000205,2024-04-25,norte,web,1,0,,5.581395
ENC049-000206,2024-04-26,centro,web,1,0,,13.953488
ENC049-000207,2024-04-26,sur,telefono,1,1,4,8.372093
ENC049-000208,2024-04-27,norte,telefono,1,0,,5.581395
ENC049-000209,2024-04-27,centro,telefono,1,1,2,13.953488
ENC049-000210,2024-04-28,sur,web,1,0,,8.372093
ENC049-000211,2024-04-29,norte,web,1,1,3,5.581395
ENC049-000212,2024-04-29,centro,telefono,1,1,5,13.953488
ENC049-000213,2024-04-30,sur,telefono,1,1,4,8.372093
ENC049-000214,2024-04-30,norte,telefono,1,1,3,5.581395
ENC049-000215,2024-05-01,centro,telefono,1,1,4,13.953488
ENC049-000216,2024-05-01,sur,telefono,1,0,,8.372093
ENC049-000217,2024-05-02,norte,web,1,1,3,5.581395
ENC049-000218,2024-05-02,centro,telefono,1,0,,13.953488
ENC049-000219,2024-05-03,sur,web,1,1,4,8.372093
ENC049-000220,2024-05-04,norte,web,1,1,4,5.581395
ENC049-000221,2024-05-04,centro,web,1,1,3,13.953488
ENC049-000222,2024-05-05,sur,web,1,1,3,8.372093
ENC049-000223,2024-05-05,norte,web,1,1,3,5.581395
ENC049-000224,2024-05-06,centro,web,1,0,,13.953488
ENC049-000225,2024-05-06,sur,web,1,1,5,8.372093
ENC049-000226,2024-05-07,norte,web,1,1,5,5.581395
ENC049-000227,2024-05-08,centro,web,1,1,2,13.953488
ENC049-000228,2024-05-08,sur,telefono,1,0,,8.372093
ENC049-000229,2024-05-09,norte,web,1,1,4,5.581395
ENC049-000230,2024-05-09,centro,web,1,1,2,13.953488
ENC049-000231,2024-05-10,sur,web,1,1,3,8.372093
ENC049-000232,2024-05-10,norte,telefono,1,1,2,5.581395
ENC049-000233,2024-05-11,centro,telefono,1,1,5,13.953488
ENC049-000234,2024-05-12,sur,web,1,1,4,8.372093
ENC049-000235,2024-05-12,norte,web,1,1,3,5.581395
ENC049-000236,2024-05-13,centro,web,1,0,,13.953488
ENC049-000237,2024-05-13,sur,web,1,0,,8.372093
ENC049-000238,2024-05-14,norte,telefono,1,1,5,5.581395
ENC049-000239,2024-05-14,centro,web,1,1,3,13.953488
ENC049-000240,2024-05-15,sur,web,1,0,,8.372093
ENC049-000241,2024-05-16,norte,web,1,1,4,5.581395
ENC049-000242,2024-05-16,centro,web,1,1,3,13.953488
ENC049-000243,2024-05-17,sur,web,1,1,2,8.372093
ENC049-000244,2024-05-17,norte,telefono,1,1,3,5.581395
ENC049-000245,2024-05-18,centro,web,1,0,,13.953488
ENC049-000246,2024-05-18,sur,telefono,1,0,,8.372093
ENC049-000247,2024-05-19,norte,web,1,0,,5.581395
ENC049-000248,2024-05-19,centro,web,1,0,,13.953488
ENC049-000249,2024-05-20,sur,telefono,1,1,5,8.372093
ENC049-000250,2024-05-21,norte,web,1,0,,5.581395
ENC049-000251,2024-05-21,centro,web,1,1,4,13.953488
ENC049-000252,2024-05-22,sur,web,1,1,4,8.372093
ENC049-000253,2024-05-22,norte,web,1,1,5,5.581395
ENC049-000254,2024-05-23,centro,web,1,1,2,13.953488
ENC049-000255,2024-05-23,sur,web,1,0,,8.372093
ENC049-000256,2024-05-24,norte,web,1,1,3,5.581395
ENC049-000257,2024-05-25,centro,telefono,1,0,,13.953488
ENC049-000258,2024-05-25,sur,web,1,1,5,8.372093
ENC049-000259,2024-05-26,norte,telefono,1,1,4,5.581395
ENC049-000260,2024-05-26,centro,web,1,0,,13.953488
ENC049-000261,2024-05-27,sur,telefono,1,1,4,8.372093
ENC049-000262,2024-05-27,norte,web,1,1,3,5.581395
ENC049-000263,2024-05-28,centro,telefono,1,0,,13.953488
ENC049-000264,2024-05-29,sur,web,1,0,,8.372093
ENC049-000265,2024-05-29,norte,web,1,1,3,5.581395
ENC049-000266,2024-05-30,centro,telefono,1,1,2,13.953488
ENC049-000267,2024-05-30,sur,telefono,1,0,,8.372093
ENC049-000268,2024-05-31,norte,telefono,1,1,3,5.581395
ENC049-000269,2024-05-31,centro,web,1,0,,13.953488
ENC049-000270,2024-06-01,sur,web,1,1,4,8.372093
ENC049-000271,2024-06-02,norte,web,1,1,5,5.581395
ENC049-000272,2024-06-02,centro,telefono,1,0,,13.953488
ENC049-000273,2024-06-03,sur,web,1,0,,8.372093
ENC049-000274,2024-06-03,norte,web,1,1,3,5.581395
ENC049-000275,2024-06-04,centro,web,1,0,,13.953488
ENC049-000276,2024-06-04,sur,telefono,1,1,4,8.372093
ENC049-000277,2024-06-05,norte,telefono,1,0,,5.581395
ENC049-000278,2024-06-05,centro,telefono,1,0,,13.953488
ENC049-000279,2024-06-06,sur,web,1,0,,8.372093
ENC049-000280,2024-06-07,norte,web,1,1,4,5.581395
ENC049-000281,2024-06-07,centro,web,1,0,,13.953488
ENC049-000282,2024-06-08,sur,telefono,1,1,5,8.372093
ENC049-000283,2024-06-08,norte,telefono,1,1,4,5.581395
ENC049-000284,2024-06-09,centro,telefono,1,0,,13.953488
ENC049-000285,2024-06-09,sur,telefono,1,1,4,8.372093
ENC049-000286,2024-06-10,norte,telefono,1,0,,5.581395
ENC049-000287,2024-06-11,centro,web,1,0,,13.953488
ENC049-000288,2024-06-11,sur,web,1,1,3,8.372093
ENC049-000289,2024-06-12,norte,telefono,1,1,3,5.581395
ENC049-000290,2024-06-12,centro,web,1,0,,13.953488
ENC049-000291,2024-06-13,sur,web,1,0,,8.372093
ENC049-000292,2024-06-13, NORTE ,web,1,1,5,5.581395
ENC049-000293,2024-06-14,centro,web,1,1,2,13.953488
ENC049-000294,2024-06-15,sur,telefono,1,0,,8.372093
ENC049-000295,2024-06-15,norte,web,1,1,4,5.581395
ENC049-000296,2024-06-16,centro,telefono,1,1,4,13.953488
ENC049-000297,2024-06-16,sur,web,1,1,3,8.372093
ENC049-000298,2024-06-17,norte,web,1,0,,5.581395
ENC049-000299,2024-06-17,centro,web,1,1,3,13.953488
ENC049-000300,2024-06-18,sur,telefono,1,0,,8.372093
ENC049-000301,2024-06-19,norte,telefono,1,0,,5.581395
ENC049-000302,2024-06-19,centro,telefono,1,0,,13.953488
ENC049-000303,2024-06-20,sur,web,1,1,3,8.372093
ENC049-000304,2024-06-20,norte,telefono,1,1,4,5.581395
ENC049-000305,2024-06-21,centro,telefono,1,0,,13.953488
ENC049-000306,2024-06-21,sur,web,1,0,,8.372093
ENC049-000307,2024-06-22,norte,telefono,1,1,5,5.581395
ENC049-000308,2024-06-22,centro,telefono,1,0,,13.953488
ENC049-000309,2024-06-23,sur,telefono,1,1,3,8.372093
ENC049-000310,2024-06-24,norte,telefono,1,1,5,5.581395
ENC049-000311,2024-06-24,centro,web,1,0,,13.953488
ENC049-000312,2024-06-25,sur,telefono,1,1,4,8.372093
ENC049-000313,2024-06-25,norte,web,1,1,5,5.581395
ENC049-000314,2024-06-26,centro,telefono,1,0,,13.953488
ENC049-000315,2024-06-26,sur,telefono,1,1,3,8.372093
ENC049-000316,2024-06-27,norte,web,1,1,5,5.581395
ENC049-000317,2024-06-28,centro,web,1,0,,13.953488
ENC049-000318,2024-06-28,sur,web,1,1,5,8.372093
ENC049-000319,2024-06-29,norte,web,1,1,3,5.581395
ENC049-000320,2024-06-29,centro,telefono,1,1,1,13.953488
ENC049-000321,2024-06-30,sur,telefono,1,1,4,8.372093
ENC049-000322,2024-06-30,norte,telefono,1,0,,5.581395
ENC049-000323,2024-07-01,centro,telefono,1,1,3,13.953488
ENC049-000324,2024-07-02,sur,web,1,1,3,8.372093
ENC049-000325,2024-07-02,norte,web,1,1,5,5.581395
ENC049-000326,2024-07-03,centro,web,1,1,3,13.953488
ENC049-000327,2024-07-03,sur,web,1,1,4,8.372093
ENC049-000328,2024-07-04,norte,web,1,1,5,5.581395
ENC049-000329,2024-07-04,centro,telefono,1,0,,13.953488
ENC049-000330,2024-07-05,sur,telefono,1,0,,8.372093
ENC049-000331,2024-07-06,norte,web,1,1,4,5.581395
ENC049-000332,2024-07-06,centro,web,1,1,4,13.953488
ENC049-000333,2024-07-07,sur,web,1,0,,8.372093
ENC049-000334,2024-07-07,norte,telefono,1,1,5,5.581395
ENC049-000335,2024-07-08,centro,web,1,0,,13.953488
ENC049-000336,2024-07-08,sur,web,1,1,3,8.372093
ENC049-000337,2024-07-09,norte,web,1,0,,5.581395
ENC049-000338,2024-07-09,centro,telefono,1,1,5,13.953488
ENC049-000339,2024-07-10,sur,web,1,1,4,8.372093
ENC049-000340,2024-07-11,norte,web,1,1,4,5.581395
ENC049-000341,2024-07-11,centro,web,1,0,,13.953488
ENC049-000342,2024-07-12,sur,web,1,1,5,8.372093
ENC049-000343,2024-07-12,norte,telefono,1,1,4,5.581395
ENC049-000344,2024-07-13,centro,telefono,1,1,3,13.953488
ENC049-000345,2024-07-13,sur,telefono,1,0,,8.372093
ENC049-000346,2024-07-14,norte,telefono,1,1,5,5.581395
ENC049-000347,2024-07-15,centro,web,1,0,,13.953488
ENC049-000348,2024-07-15,sur,telefono,1,0,,8.372093
ENC049-000349,2024-07-16,norte,web,1,1,4,5.581395
ENC049-000350,2024-07-16,centro,telefono,1,1,2,13.953488
ENC049-000351,2024-07-17,sur,telefono,1,0,,8.372093
ENC049-000352,2024-07-17,norte,web,1,1,4,5.581395
ENC049-000353,2024-07-18,centro,web,1,1,2,13.953488
ENC049-000354,2024-07-19,sur,web,1,0,,8.372093
ENC049-000355,2024-07-19,norte,telefono,1,0,,5.581395
ENC049-000356,2024-07-20,centro,web,1,1,2,13.953488
ENC049-000357,2024-07-20,sur,web,1,0,,8.372093
ENC049-000358,2024-07-21,norte,web,1,1,3,5.581395
ENC049-000359,2024-07-21,centro,web,1,0,,13.953488
ENC049-000360,2024-07-22,sur,telefono,1,1,4,8.372093
ENC049-000361,2024-07-23,norte,web,1,1,4,5.581395
ENC049-000362,2024-07-23,centro,telefono,1,0,,13.953488
ENC049-000363,2024-07-24,sur,web,1,1,5,8.372093
ENC049-000364,2024-07-24,norte,web,1,1,3,5.581395
ENC049-000365,2024-07-25,centro,web,1,0,,13.953488
ENC049-000366,2024-07-25,sur,telefono,1,1,2,8.372093
ENC049-000367,2024-07-26,norte,web,1,1,4,5.581395
ENC049-000368,2024-07-26,centro,web,1,0,,13.953488
ENC049-000369,2024-07-27,sur,telefono,1,1,3,8.372093
ENC049-000370,2024-07-28,norte,telefono,1,1,4,5.581395
ENC049-000371,2024-07-28,centro,telefono,1,1,1,13.953488
ENC049-000372,2024-07-29,sur,web,1,0,,8.372093
ENC049-000373,2024-07-29,norte,telefono,1,1,4,5.581395
ENC049-000374,2024-07-30,centro,web,1,0,,13.953488
ENC049-000375,2024-07-30,sur,telefono,1,1,3,8.372093
ENC049-000376,2024-07-31,norte,telefono,1,1,4,5.581395
ENC049-000377,2024-08-01,centro,web,1,0,,13.953488
ENC049-000378,2024-08-01,sur,telefono,1,1,5,8.372093
ENC049-000379,2024-08-02,norte,web,1,0,,5.581395
ENC049-000380,2024-08-02,centro,web,1,1,1,13.953488
ENC049-000381,2024-08-03,sur,telefono,1,0,,8.372093
ENC049-000382,2024-08-03,norte,web,1,1,3,5.581395
ENC049-000383,2024-08-04,centro,telefono,1,1,2,13.953488
ENC049-000384,2024-08-05,sur,web,1,0,,8.372093
ENC049-000385,2024-08-05,norte,web,1,1,3,5.581395
ENC049-000386,2024-08-06,centro,telefono,1,1,2,13.953488
ENC049-000387,2024-08-06,sur,web,1,0,,8.372093
ENC049-000388,2024-08-07,norte,telefono,1,1,3,5.581395
ENC049-000389,2024-08-07, CENTRO ,web,1,1,3,13.953488
ENC049-000390,2024-08-08,sur,telefono,1,0,,8.372093
ENC049-000391,2024-08-09,norte,web,1,1,3,5.581395
ENC049-000392,2024-08-09,centro,web,1,0,,13.953488
ENC049-000393,2024-08-10,sur,web,1,0,,8.372093
ENC049-000394,2024-08-10,norte,telefono,1,1,5,5.581395
ENC049-000395,2024-08-11,centro,web,1,1,2,13.953488
ENC049-000396,2024-08-11,sur,web,1,0,,8.372093
ENC049-000397,2024-08-12,norte,web,1,1,5,5.581395
ENC049-000398,2024-08-12,centro,web,1,0,,13.953488
ENC049-000399,2024-08-13,sur,web,1,0,,8.372093
ENC049-000400,2024-08-14,norte,web,1,0,,5.581395
ENC049-000401,2024-08-14,centro,web,1,0,,13.953488
ENC049-000402,2024-08-15,sur,telefono,1,1,5,8.372093
ENC049-000403,2024-08-15,norte,telefono,1,1,5,5.581395
ENC049-000404,2024-08-16,centro,web,1,1,3,13.953488
ENC049-000405,2024-08-16,sur,web,1,1,3,8.372093
ENC049-000406,2024-08-17,norte,telefono,1,0,,5.581395
ENC049-000407,2024-08-18,centro,web,1,0,,13.953488
ENC049-000408,2024-08-18,sur,web,1,1,4,8.372093
ENC049-000409,2024-08-19,norte,telefono,1,1,4,5.581395
ENC049-000410,2024-08-19,centro,web,1,0,,13.953488
ENC049-000411,2024-08-20,sur,telefono,1,1,4,8.372093
ENC049-000412,2024-08-20,norte,web,1,1,5,5.581395
ENC049-000413,2024-08-21,centro,telefono,1,1,3,13.953488
ENC049-000414,2024-08-22,sur,telefono,1,1,4,8.372093
ENC049-000415,2024-08-22,norte,web,1,0,,5.581395
ENC049-000416,2024-08-23,centro,telefono,1,0,,13.953488
ENC049-000417,2024-08-23,sur,web,1,1,3,8.372093
ENC049-000418,2024-08-24,norte,telefono,1,1,5,5.581395
ENC049-000419,2024-08-24,centro,telefono,1,0,,13.953488
ENC049-000420,2024-08-25,sur,telefono,1,1,4,8.372093
ENC049-000421,2024-08-26,norte,web,1,1,5,5.581395
ENC049-000422,2024-08-26,centro,web,1,0,,13.953488
ENC049-000423,2024-08-27,sur,web,1,1,5,8.372093
ENC049-000424,2024-08-27,norte,web,1,1,3,5.581395
ENC049-000425,2024-08-28,centro,web,1,1,4,13.953488
ENC049-000426,2024-08-28,sur,telefono,1,1,5,8.372093
ENC049-000427,2024-08-29,norte,web,1,0,,5.581395
ENC049-000428,2024-08-29,centro,web,1,0,,13.953488
ENC049-000429,2024-08-30,sur,telefono,1,1,4,8.372093
ENC049-000430,2024-08-31,norte,web,1,1,4,5.581395
ENC049-000431,2024-08-31,centro,telefono,1,1,2,13.953488
ENC049-000432,2024-09-01,sur,web,1,0,,8.372093
ENC049-000433,2024-09-01,norte,telefono,1,0,,5.581395
ENC049-000434,2024-09-02,centro,telefono,1,0,,13.953488
ENC049-000435,2024-09-02,sur,web,1,0,,8.372093
ENC049-000436,2024-09-03,norte,telefono,1,0,,5.581395
ENC049-000437,2024-09-04,centro,telefono,1,0,,13.953488
ENC049-000438,2024-09-04,sur,telefono,1,0,,8.372093
ENC049-000439,2024-09-05,norte,telefono,1,0,,5.581395
ENC049-000440,2024-09-05,centro,web,1,0,,13.953488
ENC049-000441,2024-09-06,sur,telefono,1,1,3,8.372093
