registro_id,fecha,ruta,transportista,distancia_km,carga_kg,tiempo_min,prometido_min,entregado
TRA067-000039,2024-01-14,R5,T3,55.3,99.0,103.6,93.6,1
TRA067-000040,2024-01-14,R3,T1,102.4,135.9,150.7,147.8,1
TRA067-000041,2024-01-14,R1,T2,135.0,87.6,194.8,185.2,1
TRA067-000042,2024-01-15,R5,T3,129.7,31.0,180.8,179.2,1
TRA067-000043,2024-01-15,R6,T1,84.5,103.3,131.0,127.2,1
TRA067-000044,2024-01-15,R3,T2,62.1,137.7,108.4,101.4,1
TRA067-000045,2024-01-16,R2,T3,135.8,132.3,200.1,186.2,1
TRA067-000046,2024-01-16,R1,T1,97.6,140.7,129.6,142.2,1
TRA067-000047,2024-01-17,R6,T2,91.3,19.6,137.2,135.0,1
TRA067-000048,2024-01-17,R4,T3,98.0,143.5,148.9,142.7,1
TRA067-000049,2024-01-17,R3,T1,113.2,21.8,134.5,160.2,1
TRA067-000050,2024-01-18,R4,T2,24.7,18.1,,58.4,0
TRA067-000051,2024-01-18,R1,T3,22.5,53.7,54.5,55.9,1
TRA067-000052,2024-01-18,R4,T1,119.5,112.7,147.8,167.4,1
TRA067-000053,2024-01-19,R5,T2,88.3,100.4,,131.5,0
TRA067-000054,2024-01-19,R4,T3,8.0,115.9,65.8,39.2,1
TRA067-000055,2024-01-19,R3,T1,98.2,69.0,122.2,142.9,1
TRA067-000056,2024-01-20,R4,T2,40.0,28.8,44.3,76.0,1
TRA067-000057,2024-01-20,R3,T3,125.1,72.0,148.1,173.9,1
TRA067-000058,2024-01-20,R6,T1,77.7,4.9,79.2,119.4,1
TRA067-000059,2024-01-21,R5,T2,15.3,78.0,35.2,47.6,1
TRA067-000060,2024-01-21,R4,T3,18.4,126.0,68.1,51.2,1
TRA067-000061,2024-01-21,R5,T1,122.0,147.1,182.0,170.3,1
TRA067-000062,2024-01-22,R3,T2,41.6,12.9,54.7,77.8,1
TRA067-000063,2024-01-22,R3,T3,6.8,144.8,33.1,37.8,1
TRA067-000064,2024-01-22,R6,T1,28.7,13.2,35.5,63.0,1
TRA067-000065,2024-01-23,R1,T2,4.4,24.7,10.1,35.1,1
TRA067-000066,2024-01-23,R2,T3,104.1,98.8,159.6,149.7,1
TRA067-000067,2024-01-23,R1,T1,86.6,123.1,139.7,129.6,1
TRA067-000068,2024-01-24,R5,T2,23.2,10.1,13.6,56.7,1
TRA067-000069,2024-01-24,R5,T3,125.1,57.2,,173.9,0
TRA067-000070,2024-01-25,R6,T1,62.4,15.9,85.3,101.8,1
TRA067-000071,2024-01-25,R1,T2,60.1,127.5,125.1,99.1,1
TRA067-000072,2024-01-25,R5,T3,76.5,54.2,119.5,118.0,1
TRA067-000073,2024-01-26,R1,T1,73.8,59.9,93.8,114.9,1
TRA067-000074,2024-01-26,R2,T2,44.6,22.2,64.4,81.3,1
TRA067-000075,2024-01-26,R2,T3,74.4,30.5,123.8,115.6,1
TRA067-000076,2024-01-27,R4,T1,90.7,1.5,,134.3,0
TRA067-000077,2024-01-27,R2,T2,59.0,52.8,83.6,97.8,1
TRA067-000078,2024-01-27,R2,T3,113.4,27.3,152.9,160.4,1
TRA067-000079,2024-01-28,R5,T1,145.6,3.0,142.5,197.4,1
TRA067-000080,2024-01-28,R4,T2,129.1,6.3,139.8,178.5,1
TRA067-000081,2024-01-28,R3,T3,79.3,49.3,104.5,121.2,1
TRA067-000082,2024-01-29,R4,T1,49.1,125.7,78.1,86.5,1
TRA067-000083,2024-01-29,R4,T2,138.3,66.7,198.4,189.0,1
TRA067-000084,2024-01-29,R2,T3,85.7,89.4,,128.6,1
TRA067-000085,2024-01-30,R3,T1,98.3,68.4,139.2,143.0,1
TRA067-000086,2024-01-30,R4,T2,38.1,145.8,82.9,73.8,1
TRA067-000087,2024-01-30,R6,T3,126.2,15.6,175.2,175.1,1
TRA067-000088,2024-01-31,R6,T1,34.8,100.0,57.2,70.0,1
TRA067-000089,2024-01-31,R1,T2,42.9,76.3,84.4,79.3,1
TRA067-000090,2024-01-31,R5,T3,140.5,148.1,211.9,191.6,1
TRA067-000091,2024-02-01,R3,T1,67.1,42.5,87.2,107.2,1
TRA067-000092,2024-02-01,R3,T2,24.1,72.2,37.6,57.7,1
TRA067-000093,2024-02-02,R5,T3,110.4,141.4,175.6,157.0,1
TRA067-000094,2024-02-02,R3,T1,140.0,82.9,172.2,191.0,1
TRA067-000095,2024-02-02,R6,T2,60.2,66.0,88.1,99.2,1
TRA067-000096,2024-02-03,R6,T3,126.5,31.7,186.6,175.5,1
TRA067-000097,2024-02-03,R3,T1,64.0,23.0,75.0,103.6,1
TRA067-000098,2024-02-03,R3,T2,34.3,41.9,79.8,69.4,1
TRA067-000099,2024-02-04,R4,T3,141.0,77.7,208.9,192.1,1
TRA067-000100,2024-02-04,R5,T1,26.2,15.3,55.0,60.1,1
TRA067-000101,2024-02-04,R1,T2,117.4,88.1,195.1,165.0,1
TRA067-000102,2024-02-05,R6,T3,56.6,86.8,100.5,95.1,1
TRA067-000103,2024-02-05,R6,T1,144.0,16.1,173.2,195.6,1
TRA067-000104,2024-02-05,R3,T2,148.4,56.0,161.9,200.7,1
TRA067-000105,2024-02-06,R5,T3,119.5,123.1,184.7,167.4,1
TRA067-000106,2024-02-06,R5,T1,49.7,145.0,65.2,87.2,1
TRA067-000107,2024-02-06,R6,T2,148.2,109.7,232.9,200.4,1
TRA067-000108,2024-02-07,R2,T3,28.9,8.2,49.3,63.2,1
TRA067-000109,2024-02-07,R2,T1,68.8,59.3,96.8,109.1,1
TRA067-000110,2024-02-07,R2,T2,22.0,130.8,77.4,55.3,1
TRA067-000111,2024-02-08,R4,T3,119.6,85.9,167.0,167.5,1
TRA067-000112,2024-02-08,R4,T1,14.8,118.9,69.6,47.0,1
TRA067-000113,2024-02-08,R2,T2,23.9,50.3,58.1,57.5,1
TRA067-000114,2024-02-09,R3,T3,116.9,36.8,145.3,164.4,1
TRA067-000115,2024-02-09,R4,T1,145.6,72.5,195.2,197.4,1
TRA067-000116,2024-02-10,R3,T2,105.1,143.5,138.0,150.9,1
TRA067-000117,2024-02-10,R4,T3,117.4,26.1,175.1,165.0,1
TRA067-000118,2024-02-10,R1,T1,89.5,148.6,144.7,132.9,1
TRA067-000119,2024-02-11,R2,T2,46.1,128.3,90.6,83.0,1
TRA067-000120,2024-02-11,R1,T3,21.9,68.0,46.2,55.2,1
TRA067-000121,2024-02-11,R2,T1,94.7,82.3,121.1,138.9,1
TRA067-000122,2024-02-12,R6,T2,50.4,115.2,105.4,88.0,1
TRA067-000123,2024-02-12,R4,T3,95.3,113.3,175.2,139.6,1
TRA067-000124,2024-02-12,R1,T1,131.6,142.1,201.6,181.3,1
TRA067-000125,2024-02-13,R2,T2,50.4,11.2,56.7,88.0,1
TRA067-000126,2024-02-13,R1,T3,58.1,16.2,91.2,96.8,1
TRA067-000127,2024-02-13,R6,T1,118.3,63.2,122.3,166.0,1
TRA067-000128,2024-02-14,R5,T2,18.7,58.0,62.8,51.5,1
TRA067-000129,2024-02-14,R3,T3,132.2,69.1,196.5,182.0,1
TRA067-000130,2024-02-14,R6,T1,140.4,96.1,206.3,191.5,1
TRA067-000131,2024-02-15,R6,T2,133.0,100.0,176.5,182.9,1
TRA067-000132,2024-02-15,R5,T3,32.6,82.9,64.0,67.5,1
TRA067-000133,2024-02-15,R4,T1,120.7,73.1,150.5,168.8,1
TRA067-000134,2024-02-16,R5,T2,56.2,18.8,43.9,94.6,1
TRA067-000135,2024-02-16,R4,T3,131.1,93.7,214.8,180.8,1
TRA067-000136,2024-02-16,R3,T1,94.2,65.8,121.0,138.3,1
TRA067-000137,2024-02-17,R6,T2,11.6,12.7,5,43.3,1
TRA067-000138,2024-02-17,R5,T3,73.3,147.0,131.3,114.3,1
TRA067-000139,2024-02-18,R5,T1,83.6,131.3,118.6,126.1,1
TRA067-000140,2024-02-18,R6,T2,99.7,45.7,144.8,144.7,1
TRA067-000141,2024-02-18,R1,T3,33.0,120.6,81.8,67.9,1
TRA067-000142,2024-02-19,R1,T1,12.5,133.7,45.8,44.4,1
TRA067-000143,2024-02-19,R2,T2,136.9,103.8,180.4,187.4,1
TRA067-000144,2024-02-19,R1,T3,75.4,111.3,145.1,116.7,1
TRA067-000145,2024-02-20,R1,T1,143.5,145.4,168.1,195.0,1
TRA067-000146,2024-02-20,R2,T2,63.1,74.4,89.3,102.6,1
TRA067-000147,2024-02-20,R2,T3,74.0,31.1,125.9,115.1,1
TRA067-000148,2024-02-21,R1,T1,131.1,77.4,151.1,180.8,1
TRA067-000149,2024-02-21,R5,T2,93.4,29.3,128.6,137.4,1
TRA067-000150,2024-02-21,R5,T3,149.1,105.4,205.4,201.5,1
TRA067-000151,2024-02-22,R3,T1,107.5,88.8,169.0,153.6,1
TRA067-000152,2024-02-22,R4,T2,87.6,17.3,130.7,130.7,1
TRA067-000153,2024-02-22,R1,T3,142.4,54.3,,193.8,0
TRA067-000154,2024-02-23,R1,T1,94.3,123.8,140.5,138.4,1
TRA067-000155,2024-02-23,R6,T2,72.9,141.4,96.3,113.8,1
TRA067-000156,2024-02-23,R3,T3,109.4,46.7,157.2,155.8,1
TRA067-000157,2024-02-24,R5,T1,48.9,36.5,70.4,86.2,1
TRA067-000158,2024-02-24,R6,T2,100.7,137.7,147.9,145.8,1
TRA067-000159,2024-02-24,R1,T3,125.2,149.5,227.8,174.0,1
TRA067-000160,2024-02-25,R5,T1,135.5,87.4,155.8,185.8,1
TRA067-000161,2024-02-25,R3,T2,7.7,25.5,42.5,38.9,1
TRA067-000162,2024-02-26,R4,T3,72.2,23.0,104.7,113.0,1
TRA067-000163,2024-02-26,R1,T1,35.4,18.3,,70.7,0
TRA067-000164,2024-02-26,R3,T2,107.0,111.3,135.9,153.1,1
TRA067-000165,2024-02-27,R1,T3,5.9,39.9,5,36.8,1
TRA067-000166,2024-02-27,R4,T1,53.6,106.5,85.4,91.6,1
TRA067-000167,2024-02-27,R6,T2,42.9,106.3,,79.3,1
TRA067-000168,2024-02-28,R6,T3,57.1,145.4,108.3,95.7,1
TRA067-000169,2024-02-28,R4,T1,113.4,46.0,,160.4,0
TRA067-000170,2024-02-28,R1,T2,149.9,40.6,181.6,202.4,1
TRA067-000171,2024-02-29,R2,T3,9.3,17.3,33.6,40.7,1
TRA067-000172,2024-02-29,R5,T1,30.1,51.0,78.8,64.6,1
TRA067-000173,2024-02-29,R2,T2,124.3,122.8,168.9,172.9,1
TRA067-000174,2024-03-01,R6,T3,61.7,11.3,90.6,101.0,1
TRA067-000175,2024-03-01,R2,T1,87.9,123.5,135.1,131.1,1
TRA067-000176,2024-03-01,R6,T2,69.0,93.3,117.2,109.3,1
TRA067-000177,2024-03-02,R1,T3,62.6,56.0,98.9,102.0,1
TRA067-000178,2024-03-02,R3,T1,93.4,116.1,118.9,137.4,1
TRA067-000179,2024-03-02,R5,T2,134.2,78.8,169.1,184.3,1
TRA067-000180,2024-03-03,R5,T3,4.7,57.2,22.4,35.4,1
TRA067-000181,2024-03-03,R4,T1,125.1,16.0,138.5,173.9,1
TRA067-000182,2024-03-04,R6,T2,124.2,108.3,131.9,172.8,1
TRA067-000183,2024-03-04,R5,T3,82.2,91.1,105.6,124.5,1
TRA067-000184,2024-03-04,R1,T1,29.0,119.1,,63.3,0
TRA067-000185,2024-03-05,R5,T2,96.5,9.3,118.2,141.0,1
TRA067-000186,2024-03-05,R4,T3,123.9,52.9,193.5,172.5,1
TRA067-000187,2024-03-05,R6,T1,75.7,2.0,95.7,117.1,1
TRA067-000188,2024-03-06,R5,T2,69.4,96.1,130.8,109.8,1
TRA067-000189,2024-03-06,R2,T3,62.4,6.7,79.0,101.8,1
TRA067-000190,2024-03-06,R4,T1,88.6,46.8,117.3,131.9,1
TRA067-000191,2024-03-07,R2,T2,121.9,97.2,175.7,170.2,1
TRA067-000192,2024-03-07,R4,T3,4.3,134.1,5,34.9,1
TRA067-000193,2024-03-07,R3,T1,86.6,135.5,155.3,129.6,1
TRA067-000194,2024-03-08,R5,T2,104.2,111.9,133.8,149.8,1
TRA067-000195,2024-03-08,R1,T3,24.7,102.9,60.4,58.4,1
TRA067-000196,2024-03-08,R4,T1,127.4,94.7,159.1,176.5,1
TRA067-000197,2024-03-09,R1,T2,129.0,42.0,166.4,178.3,1
TRA067-000198,2024-03-09,R1,T3,13.9,10.4,37.4,46.0,1
TRA067-000199,2024-03-09,R3,T1,57.3,58.8,87.3,95.9,1
TRA067-000200,2024-03-10,R6,T2,36.1,85.2,58.7,71.5,1
TRA067-000201,2024-03-10,R2,T3,51.3,89.6,93.2,89.0,1
TRA067-000202,2024-03-10,R1,T1,8.5,70.0,9.0,39.8,1
TRA067-000203,2024-03-11,R1,T2,145.0,25.9,163.0,196.8,1
TRA067-000204,2024-03-11,R2,T3,17.0,65.8,64.3,49.5,1
TRA067-000205,2024-03-12,R2,T1,144.0,73.9,188.1,195.6,1
TRA067-000206,2024-03-12,R3,T2,127.5,13.8,148.9,176.6,1
TRA067-000207,2024-03-12,R4,T3,61.9,129.3,131.3,101.2,1
TRA067-000208,2024-03-13,R2,T1,29.7,54.9,44.9,64.2,1
TRA067-000209,2024-03-13,R6,T2,148.3,93.9,216.4,200.5,1
TRA067-000210,2024-03-13,R4,T3,20.7,71.1,49.5,53.8,1
TRA067-000211,2024-03-14,R3,T1,118.3,56.2,136.5,166.0,1
TRA067-000212,2024-03-14,R5,T2,15.0,125.7,"48,6",47.2,1
TRA067-000213,2024-03-14,R6,T3,76.5,7.6,135.3,118.0,1
TRA067-000214,2024-03-15,R5,T1,111.3,49.1,123.6,158.0,1
TRA067-000215,2024-03-15,R1,T2,102.1,134.1,179.1,147.4,1
TRA067-000216,2024-03-15,R3,T3,36.6,108.0,90.8,72.1,1
TRA067-000217,2024-03-16,R3,T1,52.2,30.6,79.8,90.0,1
TRA067-000218,2024-03-16,R6,T2,28.5,86.4,37.6,62.8,1
TRA067-000219,2024-03-16,R5,T3,52.9,148.9,92.0,90.8,1
TRA067-000220,2024-03-17,R5,T1,25.7,14.8,29.8,59.6,1
TRA067-000221,2024-03-17,R3,T2,91.6,136.3,153.6,135.3,1
TRA067-000222,2024-03-17,R6,T3,87.1,116.2,156.7,130.2,1
TRA067-000223,2024-03-18,R2,T1,7.3,96.8,28.7,38.4,1
TRA067-000224,2024-03-18,R1,T2,58.7,141.4,,97.5,0
TRA067-000225,2024-03-18,R2,T3,76.5,32.7,128.4,118.0,1
TRA067-000226,2024-03-19,R3,T1,41.6,14.0,56.5,77.8,1
TRA067-000227,2024-03-19,R3,T2,55.9,34.8,79.2,94.3,1
TRA067-000228,2024-03-20,R4,T3,32.8,69.2,66.2,67.7,1
TRA067-000229,2024-03-20,R1,T1,25.3,134.1,64.5,59.1,1
TRA067-000230,2024-03-20,R5,T2,149.3,124.5,211.1,201.7,1
TRA067-000231,2024-03-21,R4,T3,77.2,82.0,89.1,118.8,1
TRA067-000232,2024-03-21,R1,T1,89.5,75.6,100.8,132.9,1
TRA067-000233,2024-03-21,R5,T2,140.7,117.7,193.8,191.8,1
TRA067-000234,2024-03-22,R1,T3,122.0,122.7,188.1,170.3,1
TRA067-000235,2024-03-22,R4,T1,3.2,90.4,24.2,33.7,1
TRA067-000236,2024-03-22,R4,T2,61.6,12.4,93.3,100.8,1
TRA067-000237,2024-03-23,R3,T3,97.9,81.3,159.8,142.6,1
TRA067-000238,2024-03-23,R2,T1,75.9,77.6,107.3,117.3,1
TRA067-000239,2024-03-23,R5,T2,67.5,74.7,87.6,107.6,1
TRA067-000240,2024-03-24,R6,T3,8.4,75.2,33.0,39.7,1
TRA067-000241,2024-03-24,R2,T1,136.7,97.6,167.1,187.2,1
TRA067-000242,2024-03-24,R1,T2,2.4,111.8,32.5,32.8,1
TRA067-000243,2024-03-25,R5,T3,140.4,12.5,216.7,191.5,1
TRA067-000244,2024-03-25,R3,T1,101.2,84.2,142.6,146.4,1
TRA067-000245,2024-03-25,R3,T2,8.6,8.9,31.0,39.9,1
TRA067-000246,2024-03-26,R4,T3,54.9,69.8,101.6,93.1,1
TRA067-000247,2024-03-26,R1,T1,67.2,118.7,83.8,107.3,1
TRA067-000248,2024-03-26,R5,T2,103.4,143.7,175.2,148.9,1
TRA067-000249,2024-03-27,R3,T3,87.9,30.3,106.3,131.1,1
TRA067-000250,2024-03-27,R2,T1,21.7,64.3,,55.0,1
TRA067-000251,2024-03-28,R6,T2,65.2,92.2,87.2,105.0,1
TRA067-000252,2024-03-28,R4,T3,110.9,6.5,150.7,157.5,1
TRA067-000253,2024-03-28,R5,T1,144.4,12.6,181.4,196.1,1
TRA067-000254,2024-03-29,R6,T2,147.2,25.6,195.9,199.3,1
TRA067-000255,2024-03-29,R3,T3,20.2,117.9,48.3,53.2,1
TRA067-000256,2024-03-29,R3,T1,113.1,111.1,136.9,160.1,1
TRA067-000257,2024-03-30,R4,T2,84.5,101.5,124.7,127.2,1
TRA067-000258,2024-03-30,R5,T3,49.3,40.7,64.1,86.7,1
TRA067-000259,2024-03-30,R1,T1,70.3,54.7,87.1,110.8,1
TRA067-000260,2024-03-31,R1,T2,22.6,49.3,44.8,56.0,1
TRA067-000261,2024-03-31,R2,T3,131.9,1.7,175.5,181.7,1
TRA067-000262,2024-03-31,R5,T1,125.6,126.7,154.6,174.4,1
TRA067-000263,2024-04-01,R6,T2,142.5,94.7,191.9,193.9,1
TRA067-000264,2024-04-01,R6,T3,117.3,146.7,156.6,164.9,1
TRA067-000265,2024-04-01,R3,T1,43.7,88.3,56.4,80.3,1
TRA067-000266,2024-04-02,R3,T2,27.6,72.6,58.7,61.7,1
TRA067-000267,2024-04-02,R5,T3,149.2,33.6,173.8,201.6,1
TRA067-000268,2024-04-02,R2,T1,26.8,62.1,37.1,60.8,1
TRA067-000269,2024-04-03,R2,T2,72.4,7.0,84.1,113.3,1
TRA067-000270,2024-04-03,R4,T3,46.5,62.1,63.6,83.5,1
TRA067-000271,2024-04-03,R4,T1,48.3,13.3,46.8,85.5,1
TRA067-000272,2024-04-04,R3,T2,79.1,28.3,94.4,121.0,1
TRA067-000273,2024-04-04,R4,T3,74.2,2.6,88.7,115.3,1
TRA067-000274,2024-04-05,R6,T1,68.1,78.7,103.8,108.3,1
TRA067-000275,2024-04-05,R3,T2,136.3,144.2,194.0,186.7,1
TRA067-000276,2024-04-05,R1,T3,96.6,104.0,150.9,141.1,1
TRA067-000277,2024-04-06,R2,T1,66.2,46.1,95.8,106.1,1
TRA067-000278,2024-04-06,R3,T2,84.3,145.8,148.7,126.9,1
TRA067-000279,2024-04-06,R4,T3,23.1,121.6,42.1,56.6,1
TRA067-000280,2024-04-07,R5,T1,60.6,2.9,72.8,99.7,1
TRA067-000281,2024-04-07,R6,T2,56.5,69.6,88.9,95.0,1
TRA067-000282,2024-04-07,R5,T3,31.1,82.3,51.3,65.8,1
TRA067-000283,2024-04-08,R4,T1,74.8,53.2,83.9,116.0,1
TRA067-000284,2024-04-08,R1,T2,4.9,85.0,43.9,35.6,1
TRA067-000285,2024-04-08,R4,T3,119.0,86.3,182.9,166.8,1
TRA067-000286,2024-04-09,R6,T1,47.7,33.0,99.1,84.9,1
TRA067-000287,2024-04-09,R3,T2,80.1,147.4,107.7,122.1,1
TRA067-000288,2024-04-09,R6,T3,14.4,46.8,56.9,46.6,1
TRA067-000289,2024-04-10,R1,T1,33.1,91.5,64.3,68.1,1
TRA067-000290,2024-04-10,R5,T2,112.5,51.5,160.9,159.4,1
TRA067-000291,2024-04-10,R5,T3,105.9,120.3,136.2,151.8,1
TRA067-000292,2024-04-11,R4,T1,60.4,20.6,52.0,99.5,1
TRA067-000293,2024-04-11,R5,T2,145.7,86.4,174.8,197.6,1
TRA067-000294,2024-04-11,R6,T3,102.1,59.6,136.8,147.4,1
TRA067-000295,2024-04-12,R4,T1,39.7,149.4,,75.7,0
TRA067-000296,2024-04-12,R2,T2,118.2,82.0,159.2,165.9,1
TRA067-000297,2024-04-13,R2,T3,148.9,101.0,216.3,201.2,1
TRA067-000298,2024-04-13,R6,T1,52.7,28.9,84.3,90.6,1
TRA067-000299,2024-04-13,R5,T2,114.1,81.2,168.6,161.2,1
TRA067-000300,2024-04-14,R4,T3,130.9,106.0,186.6,180.5,1
TRA067-000301,2024-04-14,R4,T1,117.3,110.8,151.5,164.9,1
TRA067-000302,2024-04-14,R1,T2,46.5,113.2,,83.5,0
TRA067-000303,2024-04-15,R1,T3,111.4,105.3,153.8,158.1,1
TRA067-000304,2024-04-15,R2,T1,51.8,101.9,101.5,89.6,1
TRA067-000305,2024-04-15,R4,T2,140.5,50.4,197.2,191.6,1
TRA067-000306,2024-04-16,R4,T3,104.2,36.0,153.0,149.8,1
TRA067-000307,2024-04-16,R2,T1,64.9,69.3,,104.6,0
TRA067-000308,2024-04-16,R3,T2,146.6,51.1,191.1,198.6,1
TRA067-000309,2024-04-17,R1,T3,39.9,44.5,80.0,75.9,1
TRA067-000310,2024-04-17,R3,T1,111.6,140.2,158.8,158.3,1
TRA067-000311,2024-04-17,R1,T2,77.9,94.5,104.2,119.6,1
TRA067-000312,2024-04-18,R6,T3,24.0,130.7,51.0,57.6,1
TRA067-000313,2024-04-18,R5,T1,71.6,84.1,87.2,112.3,1
TRA067-000314,2024-04-18,R6,T2,46.9,75.4,68.5,83.9,1
TRA067-000315,2024-04-19,R6,T3,106.9,54.8,155.9,152.9,1
TRA067-000316,2024-04-19,R1,T1,40.6,76.6,61.1,76.7,1
TRA067-000317,2024-04-19,R2,T2,139.7,97.6,,190.7,0
TRA067-000318,2024-04-20,R6,T3,53.7,6.7,71.1,91.8,1
TRA067-000319,2024-04-20,R5,T1,33.1,92.4,58.3,68.1,1
TRA067-000320,2024-04-21,R4,T2,115.8,110.4,171.5,163.2,1
TRA067-000321,2024-04-21,R5,T3,121.0,25.6,162.7,169.1,1
TRA067-000322,2024-04-21,R6,T1,28.8,139.3,91.5,63.1,1
TRA067-000323,2024-04-22,R4,T2,137.1,61.3,213.7,187.7,1
TRA067-000324,2024-04-22,R5,T3,18.7,141.8,49.5,51.5,1
TRA067-000325,2024-04-22,R4,T1,75.6,22.5,94.1,116.9,1
TRA067-000326,2024-04-23,R5,T2,122.3,50.1,149.3,170.6,1
TRA067-000327,2024-04-23,R5,T3,139.0,109.0,199.5,189.8,1
TRA067-000328,2024-04-23,R5,T1,108.4,47.2,154.1,154.7,1
TRA067-000329,2024-04-24,R2,T2,13.7,45.5,17.3,45.8,1
TRA067-000330,2024-04-24,R1,T3,11.3,19.5,51.9,43.0,1
TRA067-000331,2024-04-24,R3,T1,10.5,62.8,53.6,42.1,1
TRA067-000332,2024-04-25,R4,T2,120.7,91.9,168.3,168.8,1
TRA067-000333,2024-04-25,R4,T3,94.4,38.2,,138.6,1
TRA067-000334,2024-04-25,R2,T1,71.1,31.5,84.5,111.8,1
TRA067-000335,2024-04-26,R4,T2,139.7,58.5,207.3,190.7,1
TRA067-000336,2024-04-26,R2,T3,85.1,147.5,158.3,127.9,1
TRA067-000337,2024-04-26,R2,T1,4.7,95.6,52.5,35.4,1
TRA067-000338,2024-04-27,R4,T2,125.7,56.5,166.2,174.6,1
TRA067-000339,2024-04-27,R4,T3,80.6,135.8,132.3,122.7,1
TRA067-000340,2024-04-28,R5,T1,130.9,113.5,173.7,180.5,1
TRA067-000341,2024-04-28,R4,T2,41.6,128.3,82.9,77.8,1
TRA067-000342,2024-04-28,R1,T3,125.5,54.5,,174.3,0
TRA067-000343,2024-04-29,R6,T1,55.0,2.5,57.5,93.2,1
TRA067-000344,2024-04-29,R5,T2,27.0,61.1,77.9,61.0,1
TRA067-000345,2024-04-29,R3,T3,23.6,15.2,53.8,57.1,1
TRA067-000346,2024-04-30,R5,T1,15.5,8.2,10.2,47.8,1
TRA067-000347,2024-04-30,R5,T2,60.1,16.7,87.5,99.1,1
TRA067-000348,2024-04-30,R2,T3,17.9,10.6,48.6,50.6,1
TRA067-000349,2024-05-01,R1,T1,48.7,4.0,64.9,86.0,1
TRA067-000350,2024-05-01,R5,T2,60.1,66.4,74.7,99.1,1
TRA067-000351,2024-05-01,R2,T3,113.8,78.8,176.1,160.9,1
TRA067-000352,2024-05-02,R2,T1,26.0,139.0,66.1,59.9,1
TRA067-000353,2024-05-02,R1,T2,99.2,32.2,121.8,144.1,1
TRA067-000354,2024-05-02,R6,T3,94.0,54.4,125.7,138.1,1
TRA067-000355,2024-05-03,R5,T1,23.8,88.8,75.8,57.4,1
TRA067-000356,2024-05-03,R4,T2,37.0,48.8,41.9,72.5,1
TRA067-000357,2024-05-03,R1,T3,22.9,136.3,65.8,56.3,1
TRA067-000358,2024-05-04,R2,T1,40.1,95.5,67.0,76.1,1
