registro_id,fecha,maquina,turno,unidades,defectos,horas,parada_min,vibracion,mantenimiento,fallo_7d,reparacion_coste
IND079-000024,2024-01-06,M6,noche,303,14,7.5,3.4,1.69,0,0,0
IND079-000025,2024-01-06,M1,dia,155,2,7.1,6.7,3.33,0,0,0
IND079-000026,2024-01-07,M2,dia,423,15,7.9,6.6,2.57,0,0,0
IND079-000027,2024-01-07,M3,dia,497,11,3.7,31.5,3.55,0,0,0
IND079-000028,2024-01-07,M4,dia,754,26,4.3,36.8,3.79,0,0,0
IND079-000029,2024-01-07,M5,dia,112,0,4.6,3.2,2.75,0,0,0
IND079-000030,2024-01-08,M6,dia,207,8,4.8,5.7,5.1,0,0,0
IND079-000031,2024-01-08,M1,noche,685,11,6.9,14.3,1.85,0,0,0
IND079-000032,2024-01-08,M2,noche,476,21,3.7,1.0,1.9,1,0,0
IND079-000033,2024-01-08,M3,noche,674,8,5.7,15.4,4.31,0,0,0
IND079-000034,2024-01-09,M4,noche,545,15,4.8,2.1,3.0,0,0,0
IND079-000035,2024-01-09,M5,noche,127,3,3.9,3.7,4.85,1,0,0
IND079-000036,2024-01-09,M6,noche,445,11,3.4,16.4,2.92,1,0,0
IND079-000037,2024-01-09,M1,dia,99,0,3.5,9.4,2.59,0,0,0
IND079-000038,2024-01-10,M2,dia,588,14,6.7,2.3,3.62,0,0,0
IND079-000039,2024-01-10,M3,dia,646,13,3.9,47.0,3.24,0,0,0
IND079-000040,2024-01-10,M4,dia,534,12,5.4,0.3,3.5,0,0,0
IND079-000041,2024-01-10,M5,dia,130,1,3.0,131.9,2.75,1,0,0
IND079-000042,2024-01-10,M6,dia,295,15,6.6,2.8,0.18,0,0,0
IND079-000043,2024-01-11,M1,noche,733,10,3.6,0.0,4.23,0,0,0
IND079-000044,2024-01-11,M2,noche,280,5,7.2,1.5,3.09,0,0,0
IND079-000045,2024-01-11,M3,noche,730,13,7.6,19.5,4.37,0,0,0
IND079-000046,2024-01-11,M4,noche,588,21,3.1,8.3,2.49,0,0,0
IND079-000047,2024-01-12,M5,noche,333,14,3.1,3.1,4.91,0,0,0
IND079-000048,2024-01-12,M6,noche,195,6,6.8,35.9,4.68,0,0,0
IND079-000049,2024-01-12,M1,dia,162,3,3.3,62.8,3.13,0,0,0
IND079-000050,2024-01-12,M2,dia,590,14,5.5,6.3,2.13,0,0,0
IND079-000051,2024-01-13,M3,dia,207,6,6.7,36.4,1.67,1,0,0
IND079-000052,2024-01-13,M4,dia,783,15,6.3,6.6,5.42,0,0,0
IND079-000053,2024-01-13,M5,dia,371,8,6.9,5.8,4.29,0,0,0
IND079-000054,2024-01-13,M6,dia,618,26,6.9,83.7,1.96,0,0,0
IND079-000055,2024-01-14,M1,noche,617,14,7.0,66.0,3.81,0,0,0
IND079-000056,2024-01-14,M2,noche,171,3,7.6,0.4,1.03,0,0,0
IND079-000057,2024-01-14,M3,noche,387,11,6.1,19.4,2.87,0,0,0
IND079-000058,2024-01-14,M4,noche,357,11,7.5,21.2,4.98,0,1,2805.17
IND079-000059,2024-01-15,M5,noche,179,4,5.2,52.8,4.4,0,0,0
IND079-000060,2024-01-15,M6,noche,378,13,3.3,16.5,5.45,0,0,0
IND079-000061,2024-01-15,M1,dia,793,10,3.3,10.2,3.08,0,0,0
IND079-000062,2024-01-15,M2,dia,342,7,6.3,4.4,3.03,1,0,0
IND079-000063,2024-01-16,M3,dia,261,8,6.1,14.3,2.61,0,0,0
IND079-000064,2024-01-16,M4,dia,666,23,3.7,2.0,4.29,0,1,2664.4
IND079-000065,2024-01-16,M5,dia,531,8,5.6,11.2,3.48,1,0,0
IND079-000066,2024-01-16,M6,dia,799,27,5.4,6.4,3.78,0,0,0
IND079-000067,2024-01-17,M1,noche,227,2,5.5,79.5,2.07,1,0,0
IND079-000068,2024-01-17,M2,noche,567,16,3.7,37.3,2.85,1,0,0
IND079-000069,2024-01-17,M3,noche,217,7,7.8,2.2,4.28,0,0,0
IND079-000070,2024-01-17,M4,noche,452,12,6.5,0.3,4.2,0,1,2033.84
IND079-000071,2024-01-18,M5,noche,141,5,3.6,8.7,2.12,0,0,0
IND079-000072,2024-01-18,M6,noche,350,13,6.1,15.5,1.82,0,0,0
IND079-000073,2024-01-18,M1,dia,258,1,7.3,14.2,2.82,0,0,0
IND079-000074,2024-01-18,M2,dia,236,3,7.5,9.2,2.81,0,0,0
IND079-000075,2024-01-19,M3,dia,280,9,6.1,28.4,3.41,0,0,0
IND079-000076,2024-01-19,M4,dia,425,9,6.0,6.0,5.33,0,1,1871.83
IND079-000077,2024-01-19,M5,dia,500,14,6.3,22.9,3.83,0,0,0
IND079-000078,2024-01-19,M6,dia,682,17,3.9,20.5,2.48,0,0,0
IND079-000079,2024-01-20,M1,noche,98,5,6.3,0.8,2.56,0,0,0
IND079-000080,2024-01-20,M2,noche,483,16,4.4,17.3,2.61,0,0,0
IND079-000081,2024-01-20,M3,noche,523,7,3.6,23.7,3.95,0,0,0
IND079-000082,2024-01-20,M4,noche,344,8,7.9,41.4,3.6,1,1,845.58
IND079-000083,2024-01-20,M5,noche,405,17,4.9,14.1,3.36,0,0,0
IND079-000084,2024-01-21,M6,noche,355,10,5.1,22.5,,1,0,0
IND079-000085,2024-01-21,M1,dia,738,5,5.5,5.3,1.58,1,0,0
IND079-000086,2024-01-21,M2,dia,193,7,3.6,20.4,1.9,0,0,0
IND079-000087,2024-01-21,M3,dia,712,13,7.7,39.4,2.2,0,0,0
IND079-000088,2024-01-22,M4,dia,422,12,5.9,12.4,3.71,0,0,0
IND079-000089,2024-01-22,M5,dia,378,9,6.7,9.6,2.63,0,0,0
IND079-000090,2024-01-22,M6,dia,405,13,6.3,41.8,2.92,0,0,0
IND079-000091,2024-01-22,M1,noche,271,3,6.2,20.9,2.29,0,0,0
IND079-000092,2024-01-23,M2,noche,648,19,3.8,8.9,2.33,1,0,0
IND079-000093,2024-01-23,M3,noche,481,6,6.6,6.2,5.02,0,0,0
IND079-000094,2024-01-23,M4,noche,411,7,8.0,3.1,3.78,0,0,0
IND079-000095,2024-01-23,M5,noche,775,18,7.6,5.4,3.49,1,0,0
IND079-000096,2024-01-24,M6,noche,605,21,6.9,12.4,2.99,0,0,0
IND079-000097,2024-01-24,M1,dia,532,6,6.1,4.9,2.96,0,0,0
IND079-000098,2024-01-24,M2, DIA ,782,23,4.1,10.8,3.03,0,0,0
IND079-000099,2024-01-24,M3,dia,733,17,4.9,34.8,5.51,0,1,1796.22
IND079-000100,2024-01-25,M4,dia,203,5,5.8,1.3,3.2,0,0,0
IND079-000101,2024-01-25,M5,dia,238,7,7.7,4.4,4.85,0,0,0
IND079-000102,2024-01-25,M6,dia,566,25,3.3,1.7,2.45,0,0,0
IND079-000103,2024-01-25,M1,noche,396,7,7.3,9.2,2.7,0,0,0
IND079-000104,2024-01-26,M2,noche,738,18,5.5,1.3,3.03,0,0,0
IND079-000105,2024-01-26,M3,noche,652,13,4.5,29.9,3.93,0,1,338.26
IND079-000106,2024-01-26,M4,noche,481,15,6.1,10.0,2.96,1,0,0
IND079-000107,2024-01-26,M5,noche,733,15,7.3,2.0,1.73,1,0,0
IND079-000108,2024-01-27,M6,noche,423,13,5.8,2.0,4.71,0,0,0
IND079-000109,2024-01-27,M1,dia,343,6,3.9,19.1,2.58,0,0,0
IND079-000110,2024-01-27,M2,dia,231,2,5.7,4.0,1.74,0,0,0
IND079-000111,2024-01-27,M3,dia,421,9,5.5,31.6,3.84,0,1,1633.62
IND079-000112,2024-01-28,M4,dia,297,10,4.3,0.8,3.62,0,0,0
IND079-000113,2024-01-28,M5,dia,528,12,5.5,8.1,5.47,0,0,0
IND079-000114,2024-01-28,M6,dia,429,15,7.9,4.5,5.68,1,0,0
IND079-000115,2024-01-28,M1,noche,764,10,6.9,10.0,1.67,0,0,0
IND079-000116,2024-01-29,M2,noche,212,4,5.6,7.7,2.35,0,0,0
IND079-000117,2024-01-29,M3,noche,340,5,5.6,2.2,4.47,0,1,2530.15
IND079-000118,2024-01-29,M4,noche,210,3,3.3,49.2,2.35,0,0,0
IND079-000119,2024-01-29,M5,noche,391,16,5.4,2.9,3.29,0,0,0
IND079-000120,2024-01-29,M6,noche,621,24,5.2,6.2,3.78,0,0,0
IND079-000121,2024-01-30,M1,dia,487,12,4.9,28.3,2.84,0,0,0
IND079-000122,2024-01-30,M2,dia,210,5,7.4,28.3,0.99,0,0,0
IND079-000123,2024-01-30,M3,dia,788,12,6.5,0.8,4.24,0,1,539.74
IND079-000124,2024-01-30,M4,dia,253,5,5.5,2.4,3.8,1,0,0
IND079-000125,2024-01-31,M5,dia,331,10,4.5,26.7,2.85,0,0,0
IND079-000126,2024-01-31,M6,dia,246,7,5.5,16.4,3.1,0,0,0
IND079-000127,2024-01-31,M1,noche,115,1,5.0,61.4,1.48,0,0,0
IND079-000128,2024-01-31,M2,noche,654,27,4.6,18.2,1.74,0,0,0
IND079-000129,2024-02-01,M3,noche,698,12,3.9,3.7,2.87,0,0,0
IND079-000130,2024-02-01,M4,noche,689,31,6.6,34.5,4.33,0,0,0
IND079-000131,2024-02-01,M5,noche,334,7,7.9,10.7,3.68,0,0,0
IND079-000132,2024-02-01,M6,noche,91,1,4.1,2.3,4.07,0,0,0
IND079-000133,2024-02-02,M1,dia,157,5,6.2,13.5,2.96,0,0,0
IND079-000134,2024-02-02,M2,dia,263,2,5.9,13.3,2.81,0,0,0
IND079-000135,2024-02-02,M3,dia,342,14,5.7,1.2,2.51,0,0,0
IND079-000136,2024-02-02,M4,dia,409,7,6.0,13.3,3.32,0,0,0
IND079-000137,2024-02-03,M5,dia,470,13,4.9,29.0,4.28,0,0,0
IND079-000138,2024-02-03,M6,dia,311,4,3.4,61.4,4.93,0,0,0
IND079-000139,2024-02-03,M1,noche,510,2,5.6,19.3,2.78,0,0,0
IND079-000140,2024-02-03,M2,noche,230,7,4.3,22.7,2.24,0,0,0
IND079-000141,2024-02-04,M3,noche,455,7,6.4,16.5,2.95,0,0,0
IND079-000142,2024-02-04,M4,noche,610,21,7.3,66.3,4.02,0,0,0
IND079-000143,2024-02-04,M5,noche,527,15,4.0,4.3,3.91,0,0,0
IND079-000144,2024-02-04,M6,noche,789,33,4.4,8.5,5.1,0,0,0
IND079-000145,2024-02-05,M1,dia,798,8,7.5,26.5,1.82,0,0,0
IND079-000146,2024-02-05,M2,dia,770,15,7.2,1.1,2.35,0,0,0
IND079-000147,2024-02-05,M3,dia,686,19,4.0,30.2,2.26,0,0,0
IND079-000148,2024-02-05,M4,dia,723,18,7.8,12.6,4.23,0,0,0
IND079-000149,2024-02-06,M5,dia,654,16,4.0,17.0,3.62,0,0,0
IND079-000150,2024-02-06,M6,dia,779,35,6.8,16.3,2.85,0,0,0
IND079-000151,2024-02-06,M1,noche,369,3,4.5,2.4,3.29,0,0,0
IND079-000152,2024-02-06,M2,noche,483,16,4.5,4.9,3.13,0,0,0
IND079-000153,2024-02-07,M3,noche,274,4,5.1,16.8,3.12,0,0,0
IND079-000154,2024-02-07,M4,noche,561,18,5.2,11.7,2.38,0,0,0
IND079-000155,2024-02-07,M5,noche,510,12,5.3,38.7,4.1,1,0,0
IND079-000156,2024-02-07,M6,noche,500,16,5.3,22.6,4.06,0,0,0
IND079-000157,2024-02-08,M1,dia,509,7,3.1,13.2,3.5,0,0,0
IND079-000158,2024-02-08,M2,dia,344,11,7.7,3.1,2.06,0,0,0
IND079-000159,2024-02-08,M3,dia,583,11,6.8,22.4,5.62,0,0,0
IND079-000160,2024-02-08,M4,dia,266,7,8.0,18.7,2.4,0,0,0
IND079-000161,2024-02-08,M5,dia,730,23,7.8,2.8,3.01,1,0,0
IND079-000162,2024-02-09,M6,dia,642,22,3.4,17.7,4.85,0,0,0
IND079-000163,2024-02-09,M1,noche,797,10,5.2,33.5,2.25,1,0,0
IND079-000164,2024-02-09,M2,noche,227,1,3.7,3.0,3.13,0,0,0
IND079-000165,2024-02-09,M3,noche,348,8,3.1,6.7,4.09,1,0,0
IND079-000166,2024-02-10,M4,noche,696,21,7.8,6.9,1.23,0,0,0
IND079-000167,2024-02-10,M5,noche,208,6,3.7,1.3,,0,0,0
IND079-000168,2024-02-10,M6,noche,300,7,6.6,22.8,3.21,0,0,0
IND079-000169,2024-02-10,M1,dia,241,3,6.0,10.2,3.84,0,0,0
IND079-000170,2024-02-11,M2,dia,683,16,5.3,26.3,3.36,0,0,0
IND079-000171,2024-02-11,M3,dia,627,9,5.3,12.1,1.63,0,0,0
IND079-000172,2024-02-11,M4,dia,725,16,5.9,14.8,3.15,0,0,0
IND079-000173,2024-02-11,M5,dia,435,5,4.9,0.3,3.6,0,0,0
IND079-000174,2024-02-12,M6,dia,644,25,5.3,3.8,5.17,0,0,0
IND079-000175,2024-02-12,M1,noche,463,7,7.7,7.2,1.67,0,0,0
IND079-000176,2024-02-12,M2,noche,357,9,4.7,5.8,3.03,0,0,0
IND079-000177,2024-02-12,M3,noche,759,14,4.6,19.1,0.72,0,0,0
IND079-000178,2024-02-13,M4,noche,520,18,5.7,20.0,3.76,0,0,0
IND079-000179,2024-02-13,M5,noche,443,9,6.0,14.9,2.34,0,0,0
IND079-000180,2024-02-13,M6,noche,674,32,3.0,47.6,2.53,0,0,0
IND079-000181,2024-02-13,M1,dia,548,9,3.0,1.4,2.08,0,0,0
IND079-000182,2024-02-14,M2,dia,249,9,3.8,8.3,1.54,0,0,0
IND079-000183,2024-02-14,M3,dia,347,6,4.4,86.5,3.58,0,1,1521.86
IND079-000184,2024-02-14,M4,dia,104,1,6.8,1.1,4.76,0,0,0
IND079-000185,2024-02-14,M5,dia,420,16,7.8,10.8,4.89,0,0,0
IND079-000186,2024-02-15,M6,dia,115,4,4.1,21.4,4.08,0,0,0
IND079-000187,2024-02-15,M1,noche,326,7,5.2,17.6,2.83,0,0,0
IND079-000188,2024-02-15,M2,noche,147,3,7.5,27.2,3.79,0,0,0
IND079-000189,2024-02-15,M3,noche,330,5,3.0,9.8,3.2,0,1,2755.86
IND079-000190,2024-02-16,M4,noche,276,6,7.6,33.7,4.07,0,0,0
IND079-000191,2024-02-16,M5,noche,748,21,5.5,2.3,5.09,0,0,0
IND079-000192,2024-02-16,M6,noche,459,26,6.2,10.2,4.76,0,0,0
IND079-000193,2024-02-16,M1,dia,500,9,6.0,0.6,3.99,0,0,0
IND079-000194,2024-02-17,M2,dia,129,6,6.9,67.7,3.63,0,0,0
IND079-000195,2024-02-17,M3, DIA ,604,11,5.4,27.2,3.55,0,1,484.32
IND079-000196,2024-02-17,M4,dia,466,17,5.2,3.0,5.61,1,0,0
IND079-000197,2024-02-17,M5,dia,309,7,4.8,6.5,4.58,0,0,0
IND079-000198,2024-02-18,M6,dia,353,6,6.3,22.3,3.89,0,0,0
IND079-000199,2024-02-18,M1,noche,280,3,6.9,35.6,1.96,0,0,0
IND079-000200,2024-02-18,M2,noche,128,4,7.9,43.2,2.34,0,0,0
IND079-000201,2024-02-18,M3,noche,522,8,5.0,2.4,3.78,0,1,1713.41
IND079-000202,2024-02-18,M4,noche,683,23,7.4,9.7,2.93,0,0,0
IND079-000203,2024-02-19,M5,noche,637,18,3.3,2.2,3.79,0,0,0
IND079-000204,2024-02-19,M6,noche,237,7,5.6,4.5,3.13,0,0,0
IND079-000205,2024-02-19,M1,dia,462,5,5.0,101.9,2.36,0,0,0
IND079-000206,2024-02-19,M2,dia,577,11,5.2,12.1,2.8,0,0,0
IND079-000207,2024-02-20,M3,dia,517,12,7.1,7.8,5.03,0,0,0
IND079-000208,2024-02-20,M4,dia,766,25,4.9,34.2,4.01,0,0,0
IND079-000209,2024-02-20,M5,dia,462,13,6.3,10.3,3.96,0,0,0
IND079-000210,2024-02-20,M6,dia,644,29,5.2,12.8,3.9,0,0,0
IND079-000211,2024-02-21,M1,noche,229,4,7.7,2.9,3.76,0,0,0
IND079-000212,2024-02-21,M2,noche,435,12,3.1,13.5,"2,53",1,0,0
IND079-000213,2024-02-21,M3,noche,670,23,7.2,0.7,1.2,0,0,0
IND079-000214,2024-02-21,M4,noche,314,10,5.7,0.3,3.32,0,0,0
IND079-000215,2024-02-22,M5,noche,655,24,6.3,4.9,3.44,0,0,0
IND079-000216,2024-02-22,M6,noche,586,26,5.8,16.7,1.95,0,0,0
IND079-000217,2024-02-22,M1,dia,412,7,6.6,71.0,2.62,0,0,0
IND079-000218,2024-02-22,M2,dia,634,17,4.4,2.1,4.35,0,0,0
IND079-000219,2024-02-23,M3,dia,465,11,3.9,8.3,2.84,0,0,0
IND079-000220,2024-02-23,M4,dia,785,30,5.4,2.6,5.27,0,0,0
IND079-000221,2024-02-23,M5,dia,139,2,5.8,12.8,3.63,0,0,0
IND079-000222,2024-02-23,M6,dia,484,16,5.8,17.9,4.0,1,0,0
IND079-000223,2024-02-24,M1,noche,616,12,5.6,15.2,3.73,0,0,0
IND079-000224,2024-02-24,M2,noche,146,3,3.3,0.4,3.54,0,0,0
IND079-000225,2024-02-24,M3,noche,599,12,5.6,21.4,2.32,0,0,0
IND079-000226,2024-02-24,M4,noche,438,10,7.8,1.9,2.54,0,0,0
IND079-000227,2024-02-25,M5,noche,793,20,3.8,8.8,4.02,0,0,0
IND079-000228,2024-02-25,M6,noche,786,38,6.5,6.5,3.27,1,0,0
IND079-000229,2024-02-25,M1,dia,346,3,8.0,0.4,1.49,0,0,0
IND079-000230,2024-02-25,M2,dia,682,26,6.5,0.3,3.19,0,0,0
IND079-000231,2024-02-26,M3,dia,390,8,3.3,7.2,3.99,0,0,0
IND079-000232,2024-02-26,M4,dia,245,6,6.3,7.9,2.55,0,0,0
IND079-000233,2024-02-26,M5,dia,329,7,6.6,96.8,3.29,1,0,0
IND079-000234,2024-02-26,M6,dia,666,24,4.7,12.9,2.66,0,0,0
IND079-000235,2024-02-27,M1,noche,701,10,7.8,13.0,2.8,0,0,0
IND079-000236,2024-02-27,M2,noche,254,6,7.6,31.0,3.49,0,1,589.01
IND079-000237,2024-02-27,M3,noche,370,8,4.2,34.5,1.85,0,0,0
IND079-000238,2024-02-27,M4,noche,148,2,6.1,13.8,2.68,0,0,0
IND079-000239,2024-02-27,M5,noche,542,19,3.6,24.0,4.26,0,0,0
IND079-000240,2024-02-28,M6,noche,543,22,5.3,42.5,4.33,0,0,0
IND079-000241,2024-02-28,M1,dia,745,10,6.9,24.2,4.27,0,0,0
IND079-000242,2024-02-28,M2,dia,207,5,7.2,8.0,2.52,1,1,940.04
IND079-000243,2024-02-28,M3,dia,592,10,7.2,5.9,1.91,1,0,0
IND079-000244,2024-02-29,M4,dia,590,21,6.0,67.5,3.57,0,0,0
IND079-000245,2024-02-29,M5,dia,536,15,8.0,5.2,1.72,0,0,0
IND079-000246,2024-02-29,M6,dia,785,32,5.1,2.2,1.87,0,0,0
IND079-000247,2024-02-29,M1,noche,734,11,3.1,10.6,1.27,0,0,0
IND079-000248,2024-03-01,M2,noche,288,7,6.8,0.8,4.21,0,1,2408.16
IND079-000249,2024-03-01,M3,noche,670,18,7.7,22.7,2.21,0,0,0
IND079-000250,2024-03-01,M4,noche,423,14,6.2,1.0,,0,0,0
IND079-000251,2024-03-01,M5,noche,306,7,5.7,1.7,2.51,0,0,0
IND079-000252,2024-03-02,M6,noche,90,3,6.4,10.4,4.44,0,0,0
IND079-000253,2024-03-02,M1,dia,539,9,4.1,3.2,4.38,0,0,0
IND079-000254,2024-03-02,M2,dia,469,16,6.8,16.6,3.39,0,1,2086.93
IND079-000255,2024-03-02,M3,dia,175,4,6.3,24.5,4.01,0,0,0
IND079-000256,2024-03-03,M4,dia,677,15,7.8,2.7,3.59,1,0,0
IND079-000257,2024-03-03,M5,dia,699,22,6.9,7.5,4.01,0,0,0
IND079-000258,2024-03-03,M6,dia,669,15,6.8,5.7,3.8,0,0,0
IND079-000259,2024-03-03,M1,noche,739,16,3.8,3.0,2.17,0,0,0
IND079-000260,2024-03-04,M2,noche,708,15,5.9,1.7,2.82,0,0,0
IND079-000261,2024-03-04,M3,noche,395,10,5.6,7.6,3.91,0,0,0
IND079-000262,2024-03-04,M4,noche,555,21,3.1,27.8,3.16,0,0,0
IND079-000263,2024-03-04,M5,noche,583,16,6.4,1.7,4.77,0,0,0
IND079-000264,2024-03-05,M6,noche,436,18,4.4,25.1,2.33,0,0,0
IND079-000265,2024-03-05,M1,dia,793,11,5.8,10.8,1.96,0,0,0
IND079-000266,2024-03-05,M2,dia,708,15,6.6,3.7,4.4,0,0,0
IND079-000267,2024-03-05,M3,dia,296,6,4.9,59.0,4.79,0,1,2608.23
IND079-000268,2024-03-06,M4,dia,539,19,3.8,16.4,4.19,1,1,1815.06
IND079-000269,2024-03-06,M5,dia,775,24,6.6,10.4,2.99,0,0,0
IND079-000270,2024-03-06,M6,dia,401,12,4.1,19.6,4.23,1,0,0
IND079-000271,2024-03-06,M1,noche,242,1,5.3,15.7,2.59,0,0,0
IND079-000272,2024-03-07,M2,noche,623,16,7.5,10.2,2.44,0,0,0
IND079-000273,2024-03-07,M3,noche,407,8,4.4,1.8,3.61,0,1,1058.78
IND079-000274,2024-03-07,M4,noche,690,24,5.3,3.6,3.73,0,1,1017.29
IND079-000275,2024-03-07,M5,noche,649,24,7.9,12.4,3.03,0,0,0
IND079-000276,2024-03-08,M6,noche,655,25,4.9,7.7,5.02,0,0,0
IND079-000277,2024-03-08,M1,dia,154,1,7.6,2.6,3.75,0,0,0
IND079-000278,2024-03-08,M2,dia,731,17,6.3,5.5,2.06,0,0,0
IND079-000279,2024-03-08,M3,dia,702,24,3.6,25.1,3.87,0,1,2782.96
IND079-000280,2024-03-08,M4,dia,550,14,6.6,8.1,3.02,0,1,1452.62
IND079-000281,2024-03-09,M5,dia,148,6,5.8,40.8,3.5,0,0,0
IND079-000282,2024-03-09,M6,dia,519,12,6.0,7.4,2.67,0,0,0
IND079-000283,2024-03-09,M1,noche,694,6,7.6,9.6,3.71,0,0,0
IND079-000284,2024-03-09,M2,noche,210,3,4.4,22.0,2.65,1,0,0
IND079-000285,2024-03-10,M3,noche,588,13,6.9,37.4,2.73,0,1,978.28
IND079-000286,2024-03-10,M4,noche,92,2,6.7,11.0,5.42,0,1,1523.57
IND079-000287,2024-03-10,M5,noche,524,11,7.3,1.3,4.21,0,0,0
IND079-000288,2024-03-10,M6,noche,292,6,7.8,31.3,4.04,0,0,0
IND079-000289,2024-03-11,M1,dia,347,2,7.0,45.7,0.95,0,0,0
IND079-000290,2024-03-11,M2,dia,596,11,5.1,54.5,5.3,0,1,2128.66
IND079-000291,2024-03-11,M3,dia,344,8,3.5,5.8,3.63,0,1,1068.01
IND079-000292,2024-03-11,M4, DIA ,323,11,5.8,13.9,2.88,1,1,2561.97
IND079-000293,2024-03-12,M5,dia,400,14,6.2,3.8,4.01,1,0,0
IND079-000294,2024-03-12,M6,dia,402,9,6.7,2.1,4.27,0,0,0
IND079-000295,2024-03-12,M1,noche,660,7,7.3,4.0,2.38,0,0,0
IND079-000296,2024-03-12,M2,noche,213,8,7.3,7.2,3.22,0,1,2800.52
IND079-000297,2024-03-13,M3,noche,784,17,4.8,5.2,3.48,0,0,0
IND079-000298,2024-03-13,M4,noche,146,2,6.0,24.2,3.4,0,1,2220.46
IND079-000299,2024-03-13,M5,noche,436,12,6.3,6.6,1.22,0,0,0
IND079-000300,2024-03-13,M6,noche,208,9,4.8,16.8,4.71,0,0,0
IND079-000301,2024-03-14,M1,dia,95,0,6.6,12.8,3.63,0,0,0
IND079-000302,2024-03-14,M2,dia,243,5,7.2,34.2,4.42,0,1,1325.84
IND079-000303,2024-03-14,M3,dia,456,14,4.8,22.4,3.53,0,0,0
IND079-000304,2024-03-14,M4,dia,127,2,6.2,6.0,6.52,1,1,2471.14
IND079-000305,2024-03-15,M5,dia,228,6,6.7,13.4,3.21,0,0,0
IND079-000306,2024-03-15,M6,dia,661,27,3.3,11.6,2.66,0,0,0
IND079-000307,2024-03-15,M1,noche,185,4,6.9,51.8,1.92,1,0,0
IND079-000308,2024-03-15,M2,noche,101,1,6.5,90.0,4.18,0,1,673.3
IND079-000309,2024-03-16,M3,noche,761,16,3.8,3.8,3.04,0,0,0
IND079-000310,2024-03-16,M4,noche,132,5,8.0,5.3,5.1,0,1,1966.7
IND079-000311,2024-03-16,M5,noche,200,6,4.8,1.8,3.12,0,0,0
IND079-000312,2024-03-16,M6,noche,298,17,4.4,50.3,3.5,0,0,0
IND079-000313,2024-03-17,M1,dia,506,5,7.1,9.1,0.56,0,0,0
IND079-000314,2024-03-17,M2,dia,159,7,6.6,25.3,2.1,0,0,0
IND079-000315,2024-03-17,M3,dia,181,2,5.4,7.5,4.1,0,0,0
IND079-000316,2024-03-17,M4,dia,145,4,7.9,4.7,4.15,0,1,2025.32
IND079-000317,2024-03-17,M5,dia,161,5,5.5,15.7,3.62,0,0,0
IND079-000318,2024-03-18,M6,dia,251,12,3.9,29.0,2.4,0,0,0
IND079-000319,2024-03-18,M1,noche,580,9,8.0,0.9,0.87,1,0,0
IND079-000320,2024-03-18,M2,noche,236,12,7.8,30.3,4.07,0,0,0
IND079-000321,2024-03-18,M3,noche,298,4,7.2,5.7,3.0,0,0,0
IND079-000322,2024-03-19,M4,noche,425,10,7.5,21.0,2.97,0,0,0
IND079-000323,2024-03-19,M5,noche,542,12,5.2,11.4,4.1,0,0,0
IND079-000324,2024-03-19,M6,noche,168,3,7.6,44.4,3.77,0,0,0
IND079-000325,2024-03-19,M1,dia,598,4,7.1,27.1,4.24,0,0,0
IND079-000326,2024-03-20,M2,dia,633,13,4.9,5.0,3.99,0,0,0
IND079-000327,2024-03-20,M3,dia,662,14,3.6,5.6,4.35,0,0,0
IND079-000328,2024-03-20,M4,dia,149,4,4.2,6.5,1.98,0,0,0
