registro_id,fecha,distrito,kg,reciclable_kg,habitantes,km,cobertura_pct
RES057-000076,2024-01-26,norte,304.2,74.5,2400,15.3,80
RES057-000077,2024-01-26,centro,796.5,177.7,6000,21.3,80
RES057-000078,2024-01-26,sur,574.0,144.1,3600,26.0,100
RES057-000079,2024-01-27,norte,463.9,83.3,2400,23.0,100
RES057-000080,2024-01-27,centro,865.4,187.9,6000,13.1,80
RES057-000081,2024-01-27,sur,574.8,144.6,3600,25.9,80
RES057-000082,2024-01-28,norte,124.6,19.5,2400,19.6,60
RES057-000083,2024-01-28,centro,992.8,219.2,6000,24.6,100
RES057-000084,2024-01-28,sur,,128.4,3600,22.3,100
RES057-000085,2024-01-29,norte,555.3,99.2,2400,18.6,100
RES057-000086,2024-01-29,centro,1146.9,263.0,6000,21.3,100
RES057-000087,2024-01-29,sur,679.3,149.7,3600,9.1,80
RES057-000088,2024-01-30,norte,473.7,79.9,2400,10.9,100
RES057-000089,2024-01-30,centro,920.2,175.5,6000,18.6,80
RES057-000090,2024-01-30,sur,665.9,132.7,3600,23.4,100
RES057-000091,2024-01-31,norte,307.8,55.1,2400,9.6,60
RES057-000092,2024-01-31,centro,1095.8,258.1,6000,11.8,100
RES057-000093,2024-01-31,sur,665.8,169.4,3600,28.3,100
RES057-000094,2024-02-01,norte,370.5,67.5,2400,13.9,100
RES057-000095,2024-02-01,centro,1050.7,280.8,6000,17.3,100
RES057-000096,2024-02-01,sur,718.9,162.7,3600,16.4,100
RES057-000097,2024-02-02,norte,216.0,39.4,2400,25.2,60
RES057-000098,2024-02-02,centro,1149.4,273.5,6000,16.8,100
RES057-000099,2024-02-02,sur,634.3,148.2,3600,25.3,100
RES057-000100,2024-02-03,norte,235.8,50.1,2400,15.7,60
RES057-000101,2024-02-03,centro,1024.9,247.9,6000,12.9,100
RES057-000102,2024-02-03,sur,380.5,84.7,3600,16.2,60
RES057-000103,2024-02-04,norte,182.4,32.4,2400,29.3,60
RES057-000104,2024-02-04,centro,1044.9,240.5,6000,10.3,100
RES057-000105,2024-02-04,sur,715.4,159.1,3600,8.8,100
RES057-000106,2024-02-05,norte,478.0,63.8,2400,29.4,100
RES057-000107,2024-02-05,centro,1159.9,191.0,6000,27.7,100
RES057-000108,2024-02-05,sur,678.0,141.1,3600,17.0,100
RES057-000109,2024-02-06,norte,306.0,54.9,2400,9.2,60
RES057-000110,2024-02-06,centro,656.7,114.7,6000,8.3,60
RES057-000111,2024-02-06,sur,670.9,157.9,3600,15.8,100
RES057-000112,2024-02-07,norte,431.8,107.4,2400,24.4,100
RES057-000113,2024-02-07,centro,1030.8,227.5,6000,15.2,100
RES057-000114,2024-02-07,sur,666.5,162.1,3600,20.0,100
RES057-000115,2024-02-08,norte,411.0,95.8,2400,9.7,80
RES057-000116,2024-02-08,centro,916.2,233.7,6000,11.6,80
RES057-000117,2024-02-08,sur,623.8,138.5,3600,8.7,100
RES057-000118,2024-02-09,norte,287.9,67.9,2400,28.6,60
RES057-000119,2024-02-09,centro,1091.2,251.6,6000,8.7,100
RES057-000120,2024-02-09,sur,578.3,128.6,3600,9.6,80
RES057-000121,2024-02-10,norte,417.3,85.8,2400,9.9,100
RES057-000122,2024-02-10,centro,732.9,161.4,6000,18.9,60
RES057-000123,2024-02-10,sur,537.5,97.3,3600,10.2,80
RES057-000125,2024-02-11,centro,729.6,162.9,6000,15.8,60
RES057-000126,2024-02-11,sur,408.4,94.5,3600,22.8,60
RES057-000127,2024-02-12,norte,501.2,93.6,2400,20.7,100
RES057-000128,2024-02-12,centro,1200.9,279.4,6000,24.3,100
RES057-000129,2024-02-12,sur,784.0,182.9,3600,29.7,100
RES057-000130,2024-02-13,norte,434.5,72.9,2400,27.0,100
RES057-000131,2024-02-13,centro,1135.7,261.1,6000,24.9,100
RES057-000132,2024-02-13,sur,460.1,104.9,3600,25.1,80
RES057-000133,2024-02-14,norte,452.4,77.2,2400,10.7,100
RES057-000134,2024-02-14,centro,1077.8,201.2,6000,19.3,100
RES057-000135,2024-02-14,sur,540.0,107.6,3600,27.8,80
RES057-000136,2024-02-15,norte,420.3,97.2,2400,25.5,100
RES057-000137,2024-02-15,centro,1019.5,151.4,6000,11.1,100
RES057-000138,2024-02-15,sur,579.8,115.7,3600,20.3,80
RES057-000139,2024-02-16,norte,279.8,53.4,2400,20.0,80
RES057-000140,2024-02-16,centro,889.4,202.1,6000,13.1,80
RES057-000141,2024-02-16,sur,657.1,140.8,3600,25.3,100
RES057-000142,2024-02-17,norte,330.6,52.8,2400,28.5,80
RES057-000143,2024-02-17,centro,1101.8,189.8,6000,14.8,100
RES057-000144,2024-02-17,sur,400.9,91.4,3600,25.8,60
RES057-000145,2024-02-18,norte,450.2,70.9,2400,27.5,100
RES057-000146,2024-02-18,centro,1130.8,252.3,6000,12.7,100
RES057-000147,2024-02-18,sur,364.7,95.2,3600,23.9,60
RES057-000148,2024-02-19,norte,428.9,93.1,2400,22.1,100
RES057-000149,2024-02-19,centro,803.4,156.5,6000,10.2,60
RES057-000150,2024-02-19,sur,797.6,205.1,3600,11.4,100
RES057-000151,2024-02-20,norte,347.5,58.3,2400,18.5,80
RES057-000152,2024-02-20,centro,881.8,185.0,6000,20.2,80
RES057-000153,2024-02-20,sur,429.0,106.6,3600,23.5,60
RES057-000154,2024-02-21,norte,447.2,92.7,2400,12.2,100
RES057-000155,2024-02-21,centro,1021.8,198.7,6000,25.1,100
RES057-000156,2024-02-21,sur,667.6,136.9,3600,20.9,100
RES057-000157,2024-02-22,norte,437.7,84.6,2400,20.1,100
RES057-000158,2024-02-22,centro,1110.9,238.6,6000,22.7,100
RES057-000159,2024-02-22,sur,632.8,132.2,3600,24.1,100
RES057-000160,2024-02-23,norte,323.2,81.1,2400,28.7,80
RES057-000161,2024-02-23,centro,816.0,185.8,6000,11.8,80
RES057-000162,2024-02-23,sur,505.0,120.8,3600,18.5,80
RES057-000163,2024-02-24,norte,402.2,63.6,2400,21.2,100
RES057-000164,2024-02-24,centro,591.8,144.6,6000,20.6,60
RES057-000165,2024-02-24,sur,675.3,132.5,3600,16.1,100
RES057-000166,2024-02-25,norte,428.7,89.6,2400,8.3,100
RES057-000167,2024-02-25,centro,,208.1,6000,9.2,100
RES057-000168,2024-02-25,sur,596.8,151.6,3600,13.9,100
RES057-000169,2024-02-26,norte,461.4,89.3,2400,23.2,100
RES057-000170,2024-02-26,centro,1275.5,317.6,6000,23.5,100
RES057-000171,2024-02-26,sur,764.2,172.4,3600,21.8,100
RES057-000172,2024-02-27,norte,283.1,63.6,2400,21.2,60
RES057-000173,2024-02-27,centro,1075.6,229.9,6000,11.2,100
RES057-000174,2024-02-27,sur,610.8,148.5,3600,13.8,100
RES057-000175,2024-02-28,norte,317.5,66.4,2400,18.4,80
RES057-000176,2024-02-28,centro,1162.3,291.3,6000,25.7,100
RES057-000178,2024-02-29,norte,442.6,84.0,2400,11.8,100
RES057-000179,2024-02-29,centro,1095.3,225.9,6000,26.8,100
RES057-000180,2024-02-29,sur,644.6,129.5,3600,20.6,100
RES057-000181,2024-03-01,norte,461.5,82.7,2400,24.9,100
RES057-000182,2024-03-01,centro,1000.2,194.7,6000,12.8,100
RES057-000183,2024-03-01,sur,676.9,157.0,3600,17.5,100
RES057-000184,2024-03-02,norte,397.6,96.9,2400,16.2,100
RES057-000185,2024-03-02,centro,1054.3,209.0,6000,11.1,100
RES057-000186,2024-03-02,sur,474.8,138.5,3600,24.0,80
RES057-000187,2024-03-03,norte,431.6,80.6,2400,21.1,100
RES057-000188,2024-03-03,centro,851.5,195.7,6000,12.8,80
RES057-000189,2024-03-03,sur,627.9,144.2,3600,8.0,100
RES057-000190,2024-03-04,norte,359.9,73.8,2400,22.8,80
RES057-000191,2024-03-04,centro,1200.1,289.4,6000,17.9,100
RES057-000192,2024-03-04,sur,634.9,115.7,3600,18.3,100
RES057-000193,2024-03-05,norte,393.9,73.7,2400,24.1,100
RES057-000194,2024-03-05,centro,1030.7,185.8,6000,14.8,100
RES057-000195,2024-03-05,sur,646.6,166.6,3600,15.3,100
RES057-000196,2024-03-06,norte,394.3,76.7,2400,11.5,80
RES057-000197,2024-03-06,centro,1156.3,242.1,6000,23.3,100
RES057-000198,2024-03-06,sur,688.8,155.3,3600,21.4,100
RES057-000199,2024-03-07,norte,382.2,67.5,2400,8.6,80
RES057-000200,2024-03-07,centro,1083.0,206.6,6000,24.0,100
RES057-000201,2024-03-07,sur,477.2,127.2,3600,15.2,80
RES057-000202,2024-03-08,norte,457.0,83.0,2400,14.2,100
RES057-000203,2024-03-08,centro,905.3,158.3,6000,10.3,80
RES057-000204,2024-03-08,sur,649.4,183.8,3600,18.1,100
RES057-000205,2024-03-09,norte,342.1,71.4,2400,25.9,60
RES057-000206,2024-03-09,centro,929.2,163.7,6000,21.7,80
RES057-000207,2024-03-09,sur,583.4,141.6,3600,13.8,100
RES057-000208,2024-03-10,norte,305.4,53.2,2400,11.0,80
RES057-000209,2024-03-10,centro,635.1,134.2,6000,28.9,60
RES057-000210,2024-03-10,sur,627.7,107.6,3600,20.3,100
RES057-000211,2024-03-11,norte,379.8,61.7,2400,25.7,60
RES057-000212,2024-03-11,centro,"1196,7",234.7,6000,12.1,100
RES057-000213,2024-03-11,sur,799.9,219.6,3600,25.0,100
RES057-000214,2024-03-12,norte,371.1,69.7,2400,29.3,80
RES057-000215,2024-03-12,centro,1124.4,255.9,6000,24.4,100
RES057-000216,2024-03-12,sur,674.5,188.1,3600,10.3,100
RES057-000217,2024-03-13,norte,440.9,78.2,2400,8.5,100
RES057-000218,2024-03-13,centro,1125.4,293.8,6000,24.6,100
RES057-000219,2024-03-13,sur,348.8,74.2,3600,12.7,60
RES057-000220,2024-03-14,norte,413.3,86.2,2400,14.0,100
RES057-000221,2024-03-14,centro,582.2,126.1,6000,24.8,60
RES057-000222,2024-03-14,sur,551.7,138.7,3600,28.6,80
RES057-000223,2024-03-15,norte,525.8,90.6,2400,26.6,100
RES057-000224,2024-03-15,centro,1026.8,223.3,6000,14.5,100
RES057-000225,2024-03-15,sur,425.4,102.2,3600,17.5,60
RES057-000226,2024-03-16,norte,354.1,65.6,2400,9.1,100
RES057-000227,2024-03-16,centro,1042.5,242.3,6000,22.1,100
RES057-000228,2024-03-16,sur,462.6,93.4,3600,9.4,60
RES057-000229,2024-03-17,norte,256.4,46.4,2400,10.5,60
RES057-000231,2024-03-17,sur,647.9,149.6,3600,23.6,100
RES057-000232,2024-03-18,norte,446.5,94.3,2400,25.5,100
RES057-000233,2024-03-18,centro,1167.6,261.3,6000,19.4,100
RES057-000234,2024-03-18,sur,595.5,134.4,3600,8.8,80
RES057-000235,2024-03-19,norte,418.9,85.0,2400,17.9,100
RES057-000236,2024-03-19,centro,853.3,162.3,6000,10.5,80
RES057-000237,2024-03-19,sur,733.5,180.6,3600,27.2,100
RES057-000238,2024-03-20,norte,284.3,42.5,2400,20.1,80
RES057-000239,2024-03-20,centro,1024.6,270.7,6000,29.6,100
RES057-000240,2024-03-20,sur,734.8,178.0,3600,17.1,100
RES057-000241,2024-03-21,norte,414.1,56.7,2400,24.1,100
RES057-000242,2024-03-21,centro,1137.4,199.5,6000,27.8,100
RES057-000243,2024-03-21,sur,661.9,138.3,3600,15.0,100
RES057-000244,2024-03-22,norte,411.4,63.6,2400,25.9,100
RES057-000245,2024-03-22,centro,848.5,167.8,6000,10.4,80
RES057-000246,2024-03-22,sur,641.7,134.2,3600,10.2,100
RES057-000247,2024-03-23,norte,393.6,74.3,2400,20.1,100
RES057-000248,2024-03-23,centro,1062.6,276.4,6000,12.4,100
RES057-000249,2024-03-23,sur,659.1,165.1,3600,8.2,100
RES057-000250,2024-03-24,norte,,72.4,2400,8.2,100
RES057-000251,2024-03-24,centro,1100.7,313.5,6000,8.8,100
RES057-000252,2024-03-24,sur,663.4,137.0,3600,10.4,100
RES057-000253,2024-03-25,norte,520.4,97.9,2400,13.5,100
RES057-000254,2024-03-25,centro,1255.0,240.9,6000,24.7,100
RES057-000255,2024-03-25,sur,412.7,111.0,3600,26.8,60
RES057-000256,2024-03-26,norte,432.1,51.9,2400,12.9,100
RES057-000257,2024-03-26,centro,1037.0,236.2,6000,22.2,100
RES057-000258,2024-03-26,sur,480.9,122.4,3600,28.9,80
RES057-000259,2024-03-27,norte,436.5,101.6,2400,15.7,100
RES057-000260,2024-03-27,centro,865.5,202.4,6000,8.6,80
RES057-000261,2024-03-27,sur,661.4,141.9,3600,23.6,100
RES057-000262,2024-03-28,norte,439.2,70.0,2400,20.7,100
RES057-000263,2024-03-28,centro,1133.6,207.4,6000,23.4,100
RES057-000264,2024-03-28,sur,565.0,141.7,3600,9.7,80
RES057-000265,2024-03-29,norte,448.3,73.7,2400,9.6,100
RES057-000266,2024-03-29,centro,1095.1,222.4,6000,27.9,100
RES057-000267,2024-03-29,sur,623.4,148.0,3600,10.7,100
RES057-000268,2024-03-30,norte,402.3,85.3,2400,13.8,100
RES057-000269,2024-03-30,centro,710.7,185.0,6000,29.0,60
RES057-000270,2024-03-30,sur,626.6,146.4,3600,15.3,100
RES057-000271,2024-03-31,norte,448.2,84.4,2400,20.2,100
RES057-000272,2024-03-31,centro,1101.7,199.0,6000,28.7,100
RES057-000273,2024-03-31,sur,533.6,112.7,3600,12.3,80
RES057-000274,2024-04-01,norte,483.7,94.2,2400,17.5,100
RES057-000275,2024-04-01,centro,997.4,210.3,6000,11.9,80
RES057-000276,2024-04-01,sur,740.8,145.9,3600,26.5,100
RES057-000277,2024-04-02,norte,90.2,15.1,2400,12.9,60
RES057-000278,2024-04-02,centro,1085.8,210.7,6000,24.4,100
RES057-000279,2024-04-02,sur,648.7,159.5,3600,16.9,100
RES057-000280,2024-04-03,norte,249.9,53.6,2400,13.7,60
RES057-000281,2024-04-03,centro,1124.6,258.0,6000,28.9,100
RES057-000282,2024-04-03,sur,683.8,158.1,3600,21.3,100
RES057-000284,2024-04-04,centro,865.9,177.8,6000,10.1,80
RES057-000285,2024-04-04,sur,651.9,131.7,3600,9.9,100
RES057-000286,2024-04-05,norte,273.7,60.9,2400,27.1,60
RES057-000287,2024-04-05,centro,752.1,140.8,6000,25.9,60
RES057-000288,2024-04-05,sur,449.9,114.6,3600,23.6,60
RES057-000289,2024-04-06,norte,249.9,48.0,2400,12.8,60
RES057-000290,2024-04-06,centro,1174.4,238.6,6000,22.5,100
RES057-000291,2024-04-06,sur,323.1,78.9,3600,13.1,60
RES057-000292,2024-04-07,norte,410.4,74.8,2400,25.6,100
RES057-000293,2024-04-07,centro,630.5,116.9,6000,29.3,60
RES057-000294,2024-04-07,sur,606.7,152.0,3600,12.3,100
RES057-000295,2024-04-08,norte,518.9,102.3,2400,10.2,100
RES057-000296,2024-04-08,centro,714.8,121.1,6000,19.1,60
RES057-000297,2024-04-08,sur,609.4,128.3,3600,16.4,80
RES057-000298,2024-04-09,norte,386.6,70.0,2400,23.9,80
RES057-000299,2024-04-09,centro,844.8,172.0,6000,10.3,80
RES057-000300,2024-04-09,sur,475.9,86.2,3600,25.8,80
RES057-000301,2024-04-10,norte,478.9,114.6,2400,9.2,100
RES057-000302,2024-04-10,centro,823.8,122.7,6000,20.9,80
RES057-000303,2024-04-10,sur,562.4,119.9,3600,26.7,100
RES057-000304,2024-04-11,norte,396.0,76.5,2400,22.3,100
RES057-000305,2024-04-11,centro,1035.6,181.3,6000,16.3,100
RES057-000306,2024-04-11,sur,694.4,162.0,3600,25.3,100
RES057-000307,2024-04-12,norte,471.5,94.4,2400,26.1,100
RES057-000308,2024-04-12,centro,1124.4,221.4,6000,19.2,100
RES057-000309,2024-04-12,sur,604.3,141.7,3600,24.9,100
RES057-000310,2024-04-13,norte,404.4,67.7,2400,8.6,100
RES057-000311,2024-04-13,centro,1104.9,162.7,6000,15.8,100
RES057-000312,2024-04-13,sur,681.5,149.4,3600,25.1,100
RES057-000313,2024-04-14,norte,337.8,64.5,2400,12.3,80
RES057-000314,2024-04-14,centro,716.4,127.9,6000,22.8,60
RES057-000315,2024-04-14,sur,432.3,99.4,3600,12.9,60
RES057-000316,2024-04-15,norte,300.4,62.2,2400,26.7,60
RES057-000317,2024-04-15,centro,837.7,163.2,6000,21.4,60
RES057-000318,2024-04-15,sur,391.5,78.1,3600,12.6,60
RES057-000319,2024-04-16,norte,414.6,71.8,2400,23.4,80
RES057-000320,2024-04-16,centro,1053.5,229.5,6000,17.8,100
RES057-000321,2024-04-16,sur,689.0,159.1,3600,24.9,100
RES057-000322,2024-04-17,norte,403.3,62.2,2400,21.7,100
RES057-000323,2024-04-17,centro,1056.7,252.1,6000,28.4,100
RES057-000324,2024-04-17,sur,684.9,159.9,3600,10.3,100
RES057-000325,2024-04-18,norte,482.3,79.1,2400,8.8,100
RES057-000326,2024-04-18,centro,654.5,170.0,6000,11.4,60
RES057-000327,2024-04-18,sur,695.1,134.9,3600,29.8,100
RES057-000328,2024-04-19,norte,397.2,67.0,2400,28.1,100
RES057-000329,2024-04-19,centro,892.9,227.9,6000,27.1,80
RES057-000330,2024-04-19,sur,710.1,173.3,3600,9.4,100
RES057-000331,2024-04-20,norte,310.4,58.4,2400,16.6,80
RES057-000332,2024-04-20,centro,1122.2,233.3,6000,17.7,100
RES057-000333,2024-04-20,sur,,83.3,3600,8.5,60
RES057-000334,2024-04-21,norte,434.0,79.5,2400,25.8,100
RES057-000335,2024-04-21,centro,1144.8,296.8,6000,25.7,100
RES057-000337,2024-04-22,norte,487.2,97.5,2400,27.8,100
RES057-000338,2024-04-22,centro,1338.1,257.2,6000,19.6,100
RES057-000339,2024-04-22,sur,731.8,126.0,3600,23.8,100
RES057-000340,2024-04-23,norte,446.1,73.7,2400,28.3,100
RES057-000341,2024-04-23,centro,834.6,156.0,6000,13.7,80
RES057-000342,2024-04-23,sur,558.7,137.9,3600,12.9,100
RES057-000343,2024-04-24,norte,433.4,119.7,2400,10.2,100
RES057-000344,2024-04-24,centro,917.1,170.5,6000,20.3,80
RES057-000345,2024-04-24,sur,483.4,105.1,3600,28.5,80
RES057-000346,2024-04-25,norte,419.9,93.9,2400,11.2,100
RES057-000347,2024-04-25,centro,1110.3,212.6,6000,28.8,100
RES057-000348,2024-04-25,sur,335.4,60.7,3600,20.2,60
RES057-000349,2024-04-26,norte,491.5,92.1,2400,24.5,100
RES057-000350,2024-04-26,centro,1179.9,221.1,6000,20.3,100
RES057-000351,2024-04-26,sur,569.4,105.4,3600,21.0,100
RES057-000352,2024-04-27,norte,416.5,73.0,2400,20.3,100
RES057-000353,2024-04-27,centro,1109.1,246.3,6000,20.8,100
RES057-000354,2024-04-27,sur,661.6,122.0,3600,10.5,100
RES057-000355,2024-04-28,norte,238.2,31.6,2400,10.5,60
RES057-000356,2024-04-28,centro,985.3,224.0,6000,10.9,100
RES057-000357,2024-04-28,sur,737.8,138.0,3600,26.5,100
RES057-000358,2024-04-29,norte,365.5,69.7,2400,18.4,80
RES057-000359,2024-04-29,centro,976.2,187.7,6000,19.6,80
RES057-000360,2024-04-29,sur,554.1,150.6,3600,22.4,80
RES057-000361,2024-04-30,norte,416.5,73.5,2400,21.9,100
RES057-000362,2024-04-30,centro,1042.9,234.9,6000,15.6,100
RES057-000363,2024-04-30,sur,596.1,143.3,3600,11.9,100
RES057-000364,2024-05-01,norte,392.9,65.5,2400,29.9,100
RES057-000365,2024-05-01,centro,1027.2,216.2,6000,28.8,100
RES057-000366,2024-05-01,sur,663.2,157.0,3600,9.8,100
RES057-000367,2024-05-02,norte,370.3,62.1,2400,15.1,100
RES057-000368,2024-05-02,centro,1112.6,239.9,6000,25.7,100
RES057-000369,2024-05-02,sur,378.7,74.2,3600,12.4,60
RES057-000370,2024-05-03,norte,316.8,75.8,2400,23.9,80
RES057-000371,2024-05-03,centro,616.2,154.4,6000,14.5,60
RES057-000372,2024-05-03,sur,609.2,138.6,3600,10.4,80
RES057-000373,2024-05-04,norte,438.9,90.0,2400,13.3,100
RES057-000374,2024-05-04,centro,620.0,130.3,6000,29.3,60
RES057-000375,2024-05-04,sur,629.3,139.0,3600,10.7,100
RES057-000376,2024-05-05,norte,180.3,32.5,2400,9.8,60
RES057-000377,2024-05-05,centro,1079.9,213.9,6000,13.5,100
RES057-000378,2024-05-05,sur,513.3,123.6,3600,28.6,80
RES057-000379,2024-05-06,norte,285.2,46.0,2400,10.4,60
RES057-000380,2024-05-06,centro,1180.1,245.1,6000,26.9,100
RES057-000381,2024-05-06,sur,759.4,184.3,3600,14.7,100
RES057-000382,2024-05-07,norte,246.2,50.1,2400,18.0,60
RES057-000383,2024-05-07,centro,829.5,181.4,6000,29.7,80
RES057-000384,2024-05-07,sur,421.0,87.7,3600,22.1,60
RES057-000385,2024-05-08,norte,459.0,76.7,2400,29.5,100
RES057-000386,2024-05-08,centro,1009.7,202.7,6000,18.1,100
RES057-000387,2024-05-08,sur,404.2,106.0,3600,22.4,60
RES057-000388,2024-05-09,norte,373.9,75.4,2400,20.3,80
RES057-000390,2024-02-30,sur,680.4,168.3,3600,10.3,100
RES057-000391,2024-05-10,norte,502.2,75.1,2400,24.9,100
RES057-000392,2024-05-10,centro,779.3,181.7,6000,10.5,80
RES057-000393,2024-05-10,sur,653.1,153.6,3600,11.0,100
RES057-000394,2024-05-11,norte,374.9,82.5,2400,24.7,100
RES057-000395,2024-05-11,centro,635.4,154.2,6000,23.0,60
RES057-000396,2024-05-11,sur,418.2,103.6,3600,9.8,60
RES057-000397,2024-05-12,norte,526.7,85.6,2400,24.5,100
RES057-000398,2024-05-12,centro,1100.2,267.3,6000,16.7,100
RES057-000399,2024-05-12,sur,631.9,119.6,3600,22.3,100
RES057-000400,2024-05-13,norte,471.7,79.6,2400,16.6,80
RES057-000401,2024-05-13,centro,1258.5,252.4,6000,24.2,100
RES057-000402,2024-05-13,sur,686.8,176.1,3600,26.0,100
RES057-000403,2024-05-14,norte,510.7,100.8,2400,27.2,100
RES057-000404,2024-05-14,centro,1066.4,235.1,6000,21.2,100
RES057-000405,2024-05-14,sur,671.0,153.1,3600,13.2,100
RES057-000406,2024-05-15,norte,444.3,67.2,2400,29.4,100
RES057-000407,2024-05-15,centro,1048.3,197.2,6000,16.5,100
RES057-000408,2024-05-15,sur,329.2,75.2,3600,9.4,60
RES057-000409,2024-05-16,norte,423.8,88.3,2400,29.9,100
RES057-000410,2024-05-16,centro,1034.8,227.1,6000,17.9,100
RES057-000411,2024-05-16,sur,664.2,142.2,3600,12.9,100
RES057-000412,2024-05-17,norte,477.9,74.0,2400,19.4,100
RES057-000413,2024-05-17,centro,1069.0,246.7,6000,25.2,100
RES057-000414,2024-05-17,sur,531.0,123.0,3600,12.5,80
RES057-000415,2024-05-18,norte,422.9,86.5,2400,24.2,100
