registro_id,fecha,ruta,transportista,distancia_km,carga_kg,tiempo_min,prometido_min,entregado
TRA096-000032,2024-01-06,R2,T2,40.1,81.7,64.6,76.1,1
TRA096-000033,2024-01-06,R5,T3,23.7,126.4,71.8,57.3,1
TRA096-000034,2024-01-06,R5,T1,107.2,1.6,108.5,153.3,1
TRA096-000035,2024-01-06,R5,T2,111.3,41.6,158.1,158.0,1
TRA096-000036,2024-01-06,R6,T3,60.4,93.6,102.3,99.5,1
TRA096-000037,2024-01-06,R5,T1,24.8,143.7,37.9,58.5,1
TRA096-000038,2024-01-07,R5,T2,118.9,107.6,188.4,166.7,1
TRA096-000039,2024-01-07,R1,T3,21.9,86.8,41.5,55.2,1
TRA096-000040,2024-01-07,R2,T1,19.9,131.2,40.7,52.9,1
TRA096-000041,2024-01-07,R5,T2,18.3,144.6,78.6,51.0,1
TRA096-000042,2024-01-07,R1,T3,56.8,15.8,78.3,95.3,1
TRA096-000043,2024-01-07,R2,T1,137.9,73.7,145.8,188.6,1
TRA096-000044,2024-01-07,R3,T2,149.6,15.8,177.8,202.0,1
TRA096-000045,2024-01-08,R4,T3,99.5,93.1,163.2,144.4,1
TRA096-000046,2024-01-08,R2,T1,93.2,105.8,132.9,137.2,1
TRA096-000047,2024-01-08,R2,T2,41.7,80.3,70.3,78.0,1
TRA096-000048,2024-01-08,R3,T3,36.5,60.7,,72.0,0
TRA096-000049,2024-01-08,R5,T1,117.8,33.0,,165.5,0
TRA096-000050,2024-01-08,R6,T2,126.8,99.3,,175.8,0
TRA096-000051,2024-01-09,R3,T3,81.7,52.4,,124.0,0
TRA096-000052,2024-01-09,R6,T1,7.8,134.8,65.2,39.0,1
TRA096-000053,2024-01-09,R5,T2,112.1,46.5,183.8,158.9,1
TRA096-000054,2024-01-09,R2,T3,130.9,108.8,218.8,180.5,1
TRA096-000055,2024-01-09,R4,T1,144.9,119.0,203.7,196.6,1
TRA096-000056,2024-01-09,R4,T2,137.0,94.2,153.4,187.5,1
TRA096-000057,2024-01-10,R4,T3,142.5,86.1,218.5,193.9,1
TRA096-000058,2024-01-10,R4,T1,113.7,84.6,161.6,160.8,1
TRA096-000059,2024-01-10,R3,T2,64.2,22.8,64.5,103.8,1
TRA096-000060,2024-01-10,R4,T3,120.2,45.3,,168.2,0
TRA096-000061,2024-01-10,R3,T1,129.5,58.3,173.4,178.9,1
TRA096-000062,2024-01-10,R2,T2,77.4,79.7,127.9,119.0,1
TRA096-000063,2024-01-11,R1,T3,33.8,37.5,85.1,68.9,1
TRA096-000064,2024-01-11,R2,T1,122.1,56.7,155.3,170.4,1
TRA096-000065,2024-01-11,R1,T2,48.7,50.2,,86.0,0
TRA096-000066,2024-01-11,R3,T3,18.7,4.1,48.4,51.5,1
TRA096-000067,2024-01-11,R2,T1,61.8,126.8,88.2,101.1,1
TRA096-000068,2024-01-11,R2,T2,87.7,66.3,145.8,130.9,1
TRA096-000069,2024-01-12,R5,T3,131.0,30.0,173.2,180.6,1
TRA096-000070,2024-01-12,R5,T1,75.9,47.6,74.0,117.3,1
TRA096-000071,2024-01-12,R5,T2,115.2,97.8,162.8,162.5,1
TRA096-000072,2024-01-12,R1,T3,93.8,6.4,,137.9,0
TRA096-000073,2024-01-12,R5,T1,38.1,13.2,,73.8,0
TRA096-000074,2024-01-12,R3,T2,132.0,123.3,200.3,181.8,1
TRA096-000075,2024-01-13,R1,T3,26.1,67.3,34.1,60.0,1
TRA096-000076,2024-01-13,R2,T1,4.2,122.8,41.9,34.8,1
TRA096-000077,2024-01-13,R3,T2,136.8,130.0,178.7,187.3,1
TRA096-000078,2024-01-13,R5,T3,16.1,37.8,40.8,48.5,1
TRA096-000079,2024-01-13,R4,T1,105.1,40.9,119.2,150.9,1
TRA096-000080,2024-01-13,R5,T2,58.8,21.5,63.3,97.6,1
TRA096-000081,2024-01-13,R6,T3,57.4,117.3,76.1,96.0,1
TRA096-000082,2024-01-14,R1,T1,89.8,18.3,92.5,133.3,1
TRA096-000083,2024-01-14,R5,T2,24.7,108.7,46.0,58.4,1
TRA096-000084,2024-01-14,R1,T3,31.3,73.4,,66.0,1
TRA096-000085,2024-01-14,R1,T1,85.1,104.0,,127.9,0
TRA096-000086,2024-01-14,R6,T2,19.9,49.9,59.1,52.9,1
TRA096-000087,2024-01-14,R5,T3,3.1,12.8,43.1,33.6,1
TRA096-000088,2024-01-15,R5,T1,145.3,141.6,178.5,197.1,1
TRA096-000089,2024-01-15,R5,T2,116.6,63.9,137.7,164.1,1
TRA096-000090,2024-01-15,R6,T3,70.0,80.4,119.3,110.5,1
TRA096-000091,2024-01-15,R3,T1,29.7,39.0,42.7,64.2,1
TRA096-000092,2024-01-15,R6,T2,120.2,27.8,146.0,168.2,1
TRA096-000093,2024-01-15,R1,T3,115.9,131.9,182.7,163.3,1
TRA096-000094,2024-01-16,R4,T1,55.3,125.0,95.6,93.6,1
TRA096-000095,2024-01-16,R6,T2,88.7,127.7,135.8,132.0,1
TRA096-000096,2024-01-16,R2,T3,108.1,103.8,167.4,154.3,1
TRA096-000097,2024-01-16,R4,T1,118.4,47.2,106.9,166.2,1
TRA096-000098,2024-01-16,R5,T2,104.1,107.6,158.9,149.7,1
TRA096-000099,2024-01-16,R1,T3,103.4,91.5,184.7,148.9,1
TRA096-000100,2024-01-17,R5,T1,3.7,9.4,26.2,34.3,1
TRA096-000101,2024-01-17,R6,T2,130.7,86.0,167.2,180.3,1
TRA096-000102,2024-01-17,R4,T3,28.4,132.4,74.1,62.7,1
TRA096-000103,2024-01-17,R1,T1,62.5,36.4,77.8,101.9,1
TRA096-000104,2024-01-17,R3,T2,144.5,50.3,202.3,196.2,1
TRA096-000105,2024-01-17,R5,T3,93.3,39.3,148.3,137.3,1
TRA096-000106,2024-01-18,R5,T1,99.9,126.7,126.8,144.9,1
TRA096-000107,2024-01-18,R4,T2,85.6,70.2,119.3,128.4,1
TRA096-000108,2024-01-18,R6,T3,114.2,60.2,165.2,161.3,1
TRA096-000109,2024-01-18,R6,T1,22.2,124.2,51.7,55.5,1
TRA096-000110,2024-01-18,R4,T2,8.3,11.5,5,39.5,1
TRA096-000111,2024-01-18,R4,T3,119.7,117.9,164.6,167.7,1
TRA096-000112,2024-01-19,R1,T1,34.4,43.0,61.1,69.6,1
TRA096-000113,2024-01-19,R4,T2,28.3,129.8,64.6,62.5,1
TRA096-000114,2024-01-19,R6,T3,71.3,12.2,96.8,112.0,1
TRA096-000115,2024-01-19,R3,T1,49.3,68.1,76.2,86.7,1
TRA096-000116,2024-01-19,R2,T2,15.0,50.1,39.2,47.2,1
TRA096-000117,2024-01-19,R1,T3,131.7,38.4,184.1,181.5,1
TRA096-000118,2024-01-20,R5,T1,63.8,19.3,50.9,103.4,1
TRA096-000119,2024-01-20,R1,T2,72.5,3.0,105.9,113.4,1
TRA096-000120,2024-01-20,R5,T3,129.5,24.2,193.8,178.9,1
TRA096-000121,2024-01-20,R6,T1,90.3,18.6,112.8,133.8,1
TRA096-000122,2024-01-20,R5,T2,104.0,95.2,140.5,149.6,1
TRA096-000123,2024-01-20,R5,T3,129.3,137.9,200.5,178.7,1
TRA096-000124,2024-01-20,R3,T1,124.3,7.5,154.2,172.9,1
TRA096-000125,2024-01-21,R5,T2,122.4,27.2,132.5,170.8,1
TRA096-000126,2024-01-21,R1,T3,107.0,84.0,140.7,153.1,1
TRA096-000127,2024-01-21,R4,T1,74.0,126.4,114.9,115.1,1
TRA096-000128,2024-01-21,R5,T2,47.7,43.2,82.6,84.9,1
TRA096-000129,2024-01-21,R4,T3,75.2,126.6,130.3,116.5,1
TRA096-000130,2024-01-21,R1,T1,62.5,37.0,99.4,101.9,1
TRA096-000131,2024-01-22,R4,T2,10.3,127.7,54.8,41.8,1
TRA096-000132,2024-01-22,R5,T3,34.1,96.3,90.9,69.2,1
TRA096-000133,2024-01-22,R4,T1,6.2,18.1,34.1,37.1,1
TRA096-000134,2024-01-22,R4,T2,83.2,139.4,146.1,125.7,1
TRA096-000135,2024-01-22,R4,T3,125.8,76.5,197.7,174.7,1
TRA096-000136,2024-01-22,R5,T1,81.6,144.7,122.3,123.8,1
TRA096-000137,2024-01-23,R3,T2,143.8,86.2,173.6,195.4,1
TRA096-000138,2024-01-23,R3,T3,40.8,48.1,59.2,76.9,1
TRA096-000139,2024-01-23,R3,T1,33.6,101.0,78.2,68.6,1
TRA096-000140,2024-01-23,R6,T2,23.6,43.2,46.4,57.1,1
TRA096-000141,2024-01-23,R5,T3,94.5,113.6,158.6,138.7,1
TRA096-000142,2024-01-23,R5,T1,44.1,101.0,76.0,80.7,1
TRA096-000143,2024-01-24,R4,T2,64.1,3.3,91.7,103.7,1
TRA096-000144,2024-01-24,R3,T3,94.8,104.1,164.5,139.0,1
TRA096-000145,2024-01-24,R5,T1,81.7,38.9,106.6,124.0,1
TRA096-000146,2024-01-24,R3,T2,64.1,25.9,90.0,103.7,1
TRA096-000147,2024-01-24,R1,T3,80.7,48.3,149.1,122.8,1
TRA096-000148,2024-01-24,R4,T1,59.0,26.1,56.7,97.8,1
TRA096-000149,2024-01-25,R3,T2,46.2,3.4,,83.1,0
TRA096-000150,2024-01-25,R5,T3,14.5,135.7,36.7,46.7,1
TRA096-000151,2024-01-25,R6,T1,124.3,134.5,160.0,172.9,1
TRA096-000152,2024-01-25,R4,T2,85.5,22.3,104.2,128.3,1
TRA096-000153,2024-01-25,R3,T3,95.1,11.5,134.6,139.4,1
TRA096-000154,2024-01-25,R5,T1,126.7,136.5,180.0,175.7,1
TRA096-000155,2024-01-26,R1,T2,40.2,20.7,66.8,76.2,1
TRA096-000156,2024-01-26,R2,T3,17.9,50.4,,50.6,0
TRA096-000157,2024-01-26,R5,T1,28.7,43.1,56.4,63.0,1
TRA096-000158,2024-01-26,R4,T2,66.2,54.6,82.2,106.1,1
TRA096-000159,2024-01-26,R3,T3,73.9,149.2,124.0,115.0,1
TRA096-000160,2024-01-26,R3,T1,31.8,13.6,61.6,66.6,1
TRA096-000161,2024-01-26,R6,T2,12.4,102.8,40.9,44.3,1
TRA096-000162,2024-01-27,R2,T3,19.4,118.0,64.5,52.3,1
TRA096-000163,2024-01-27,R3,T1,9.7,16.3,54.2,41.2,1
TRA096-000164,2024-01-27,R2,T2,91.3,11.5,157.7,135.0,1
TRA096-000165,2024-01-27,R2,T3,4.9,49.4,35.4,35.6,1
TRA096-000166,2024-01-27,R4,T1,122.6,90.0,155.6,171.0,1
TRA096-000167,2024-01-27,R1,T2,118.1,1.3,,165.8,1
TRA096-000168,2024-01-28,R3,T3,81.5,113.8,101.6,123.7,1
TRA096-000169,2024-01-28,R5,T1,24.5,120.0,59.9,58.2,1
TRA096-000170,2024-01-28,R5,T2,98.0,50.5,141.4,142.7,1
TRA096-000171,2024-01-28,R5,T3,26.8,44.6,68.9,60.8,1
TRA096-000172,2024-01-28,R4,T1,77.0,88.6,107.2,118.5,1
TRA096-000173,2024-01-28,R4,T2,123.8,105.9,186.8,172.4,1
TRA096-000174,2024-01-29,R4,T3,130.5,15.9,190.0,180.1,1
TRA096-000175,2024-01-29,R6,T1,136.6,88.6,134.5,187.1,1
TRA096-000176,2024-01-29,R6,T2,93.0,82.6,140.8,136.9,1
TRA096-000177,2024-01-29,R2,T3,8.8,73.5,53.9,40.1,1
TRA096-000178,2024-01-29,R3,T1,72.2,25.4,90.0,113.0,1
TRA096-000179,2024-01-29,R3,T2,16.6,105.6,62.8,49.1,1
TRA096-000180,2024-01-30,R4,T3,127.3,146.7,202.8,176.4,1
TRA096-000181,2024-01-30,R4,T1,86.0,26.8,115.6,128.9,1
TRA096-000182,2024-01-30,R2,T2,72.8,42.6,90.0,113.7,1
TRA096-000183,2024-01-30,R4,T3,31.6,38.8,65.9,66.3,1
TRA096-000184,2024-01-30,R1,T1,86.6,108.0,120.5,129.6,1
TRA096-000185,2024-01-30,R1,T2,87.7,89.0,138.4,130.9,1
TRA096-000186,2024-01-31,R6,T3,137.7,6.7,211.3,188.4,1
TRA096-000187,2024-01-31,R5,T1,22.3,70.7,41.2,55.6,1
TRA096-000188,2024-01-31,R6,T2,27.6,69.6,42.7,61.7,1
TRA096-000189,2024-01-31,R2,T3,130.5,72.1,172.3,180.1,1
TRA096-000190,2024-01-31,R4,T1,145.9,102.0,,197.8,0
TRA096-000191,2024-01-31,R6,T2,23.7,110.5,43.0,57.3,1
TRA096-000192,2024-02-01,R5,T3,105.5,61.3,146.6,151.3,1
TRA096-000193,2024-02-01,R3,T1,26.1,129.4,84.4,60.0,1
TRA096-000194,2024-02-01,R1,T2,122.0,50.5,168.0,170.3,1
TRA096-000195,2024-02-01,R3,T3,53.5,148.8,108.1,91.5,1
TRA096-000196,2024-02-01,R6,T1,80.7,134.3,132.3,122.8,1
TRA096-000197,2024-02-01,R2,T2,127.2,140.7,201.0,176.3,1
TRA096-000198,2024-02-02,R1,T3,67.4,74.9,121.9,107.5,1
TRA096-000199,2024-02-02,R4,T1,95.6,86.3,162.3,139.9,1
TRA096-000200,2024-02-02,R3,T2,147.4,70.8,186.0,199.5,1
TRA096-000201,2024-02-02,R3,T3,92.8,107.4,164.2,136.7,1
TRA096-000202,2024-02-02,R4,T1,108.0,99.8,139.7,154.2,1
TRA096-000203,2024-02-02,R1,T2,77.5,21.5,116.6,119.1,1
TRA096-000204,2024-02-02,R6,T3,101.8,64.9,149.0,147.1,1
TRA096-000205,2024-02-03,R1,T1,36.7,132.2,77.2,72.2,1
TRA096-000206,2024-02-03,R2,T2,107.4,89.4,159.5,153.5,1
TRA096-000207,2024-02-03,R4,T3,52.8,11.8,45.1,90.7,1
TRA096-000208,2024-02-03,R2,T1,34.5,92.9,63.0,69.7,1
TRA096-000209,2024-02-03,R6,T2,145.1,30.2,183.5,196.9,1
TRA096-000210,2024-02-03,R5,T3,19.4,109.9,44.7,52.3,1
TRA096-000211,2024-02-04,R1,T1,126.2,88.4,142.0,175.1,1
TRA096-000212,2024-02-04,R1,T2,117.0,87.8,"157,2",164.5,1
TRA096-000213,2024-02-04,R5,T3,85.4,19.3,115.8,128.2,1
TRA096-000214,2024-02-04,R4,T1,57.0,81.9,109.9,95.5,1
TRA096-000215,2024-02-04,R6,T2,126.3,24.1,151.9,175.2,1
TRA096-000216,2024-02-04,R4,T3,89.2,28.7,,132.6,0
TRA096-000217,2024-02-05,R5,T1,45.4,42.1,38.8,82.2,1
TRA096-000218,2024-02-05,R2,T2,6.5,148.0,49.5,37.5,1
TRA096-000219,2024-02-05,R5,T3,73.9,114.1,,115.0,0
TRA096-000220,2024-02-05,R1,T1,135.0,120.0,158.8,185.2,1
TRA096-000221,2024-02-05,R5,T2,82.5,98.0,134.6,124.9,1
TRA096-000222,2024-02-05,R1,T3,125.8,7.2,158.5,174.7,1
TRA096-000223,2024-02-06,R6,T1,46.1,23.3,82.5,83.0,1
TRA096-000224,2024-02-06,R4,T2,122.8,53.1,161.1,171.2,1
TRA096-000225,2024-02-06,R6,T3,119.2,41.2,179.6,167.1,1
TRA096-000226,2024-02-06,R4,T1,38.5,90.7,54.6,74.3,1
TRA096-000227,2024-02-06,R6,T2,17.4,134.7,75.2,50.0,1
TRA096-000228,2024-02-06,R3,T3,46.5,132.8,110.5,83.5,1
TRA096-000229,2024-02-07,R1,T1,111.3,87.3,115.6,158.0,1
TRA096-000230,2024-02-07,R6,T2,76.6,46.8,114.7,118.1,1
TRA096-000231,2024-02-07,R2,T3,73.6,71.5,98.0,114.6,1
TRA096-000232,2024-02-07,R2,T1,19.0,71.1,22.9,51.8,1
TRA096-000233,2024-02-07,R5,T2,102.6,2.5,145.7,148.0,1
TRA096-000234,2024-02-07,R4,T3,10.7,9.9,7.8,42.3,1
TRA096-000235,2024-02-08,R6,T1,82.8,76.5,105.2,125.2,1
TRA096-000236,2024-02-08,R4,T2,54.6,49.1,69.2,92.8,1
TRA096-000237,2024-02-08,R4,T3,92.0,49.2,137.1,135.8,1
TRA096-000238,2024-02-08,R3,T1,123.0,145.1,173.0,171.4,1
TRA096-000239,2024-02-08,R5,T2,84.3,44.6,122.6,126.9,1
TRA096-000240,2024-02-08,R2,T3,30.8,81.5,66.6,65.4,1
TRA096-000241,2024-02-08,R4,T1,137.7,38.6,136.0,188.4,1
TRA096-000242,2024-02-09,R2,T2,25.0,52.7,47.2,58.8,1
TRA096-000243,2024-02-09,R4,T3,10.7,32.6,80.6,42.3,1
TRA096-000244,2024-02-09,R4,T1,30.9,135.0,77.8,65.5,1
TRA096-000245,2024-02-09,R2,T2,91.3,139.5,109.1,135.0,1
TRA096-000246,2024-02-09,R2,T3,72.5,100.8,118.5,113.4,1
TRA096-000247,2024-02-09,R5,T1,65.6,51.7,128.5,105.4,1
TRA096-000248,2024-02-10,R5,T2,139.6,121.9,179.8,190.5,1
TRA096-000249,2024-02-10,R1,T3,77.1,114.3,147.1,118.7,1
TRA096-000250,2024-02-10,R2,T1,17.1,101.0,,49.7,1
TRA096-000251,2024-02-10,R1,T2,18.1,20.8,27.5,50.8,1
TRA096-000252,2024-02-10,R1,T3,115.5,112.1,186.1,162.8,1
TRA096-000253,2024-02-10,R4,T1,72.2,8.5,95.1,113.0,1
TRA096-000254,2024-02-11,R3,T2,24.4,56.6,22.6,58.1,1
TRA096-000255,2024-02-11,R2,T3,133.9,45.1,185.7,184.0,1
TRA096-000256,2024-02-11,R2,T1,51.5,50.0,73.5,89.2,1
TRA096-000257,2024-02-11,R5,T2,89.7,102.9,105.6,133.2,1
TRA096-000258,2024-02-11,R5,T3,104.1,42.1,155.2,149.7,1
TRA096-000259,2024-02-11,R6,T1,89.2,58.7,118.9,132.6,1
TRA096-000260,2024-02-12,R6,T2,85.9,22.7,121.8,128.8,1
TRA096-000261,2024-02-12,R1,T3,71.0,12.9,,111.6,0
TRA096-000262,2024-02-12,R6,T1,115.3,32.4,147.5,162.6,1
TRA096-000263,2024-02-12,R1,T2,83.9,38.4,90.0,126.5,1
TRA096-000264,2024-02-12,R2,T3,41.5,73.9,83.0,77.7,1
TRA096-000265,2024-02-12,R2,T1,26.8,140.8,74.9,60.8,1
TRA096-000266,2024-02-13,R6,T2,48.4,4.3,62.1,85.7,1
TRA096-000267,2024-02-13,R5,T3,64.6,90.5,92.6,104.3,1
TRA096-000268,2024-02-13,R6,T1,19.6,68.9,34.0,52.5,1
TRA096-000269,2024-02-13,R6,T2,37.1,69.2,49.9,72.7,1
TRA096-000270,2024-02-13,R2,T3,74.6,82.4,123.7,115.8,1
TRA096-000271,2024-02-13,R1,T1,21.7,47.7,59.8,55.0,1
TRA096-000272,2024-02-14,R3,T2,62.9,140.6,107.2,102.3,1
TRA096-000273,2024-02-14,R2,T3,40.5,53.8,76.4,76.6,1
TRA096-000274,2024-02-14,R2,T1,79.8,14.4,99.3,121.8,1
TRA096-000275,2024-02-14,R4,T2,113.2,79.8,172.7,160.2,1
TRA096-000276,2024-02-14,R5,T3,138.0,23.4,209.6,188.7,1
TRA096-000277,2024-02-14,R1,T1,57.2,79.8,86.1,95.8,1
TRA096-000278,2024-02-14,R1,T2,83.1,33.3,107.7,125.6,1
TRA096-000279,2024-02-15,R2,T3,106.5,70.7,162.1,152.5,1
TRA096-000280,2024-02-15,R6,T1,96.5,32.0,105.2,141.0,1
TRA096-000281,2024-02-15,R3,T2,9.0,43.8,28.3,40.4,1
TRA096-000282,2024-02-15,R4,T3,77.2,48.4,116.6,118.8,1
TRA096-000283,2024-02-15,R5,T1,106.2,4.8,,152.1,0
TRA096-000284,2024-02-15,R6,T2,86.6,87.2,114.4,129.6,1
TRA096-000285,2024-02-16,R2,T3,102.8,149.8,171.1,148.2,1
TRA096-000286,2024-02-16,R1,T1,109.4,76.8,123.9,155.8,1
TRA096-000287,2024-02-16,R2,T2,9.5,12.9,21.5,40.9,1
TRA096-000288,2024-02-16,R1,T3,119.5,124.7,207.6,167.4,1
TRA096-000289,2024-02-16,R2,T1,145.3,54.9,203.3,197.1,1
TRA096-000290,2024-02-16,R6,T2,81.8,21.6,93.8,124.1,1
TRA096-000291,2024-02-17,R5,T3,147.7,13.1,199.0,199.9,1
TRA096-000292,2024-02-17,R2,T1,93.7,115.9,159.6,137.8,1
TRA096-000293,2024-02-17,R3,T2,68.2,67.2,,108.4,0
TRA096-000294,2024-02-17,R6,T3,52.3,19.7,85.6,90.1,1
TRA096-000295,2024-02-17,R5,T1,108.7,49.2,111.7,155.0,1
TRA096-000296,2024-02-17,R6,T2,95.6,88.8,157.3,139.9,1
TRA096-000297,2024-02-18,R4,T3,130.9,26.6,172.2,180.5,1
TRA096-000298,2024-02-18,R2,T1,103.4,59.6,,148.9,0
TRA096-000299,2024-02-18,R5,T2,107.4,15.7,154.7,153.5,1
TRA096-000300,2024-02-18,R4,T3,72.1,82.5,,112.9,0
TRA096-000301,2024-02-18,R6,T1,5.1,26.9,5,35.9,1
TRA096-000302,2024-02-18,R3,T2,30.4,63.1,42.1,65.0,1
TRA096-000303,2024-02-19,R2,T3,6.2,121.8,27.4,37.1,1
TRA096-000304,2024-02-19,R1,T1,40.9,63.4,60.0,77.0,1
TRA096-000305,2024-02-19,R1,T2,124.9,7.5,164.9,173.6,1
TRA096-000306,2024-02-19,R4,T3,40.6,93.1,39.6,76.7,1
TRA096-000307,2024-02-19,R4,T1,38.2,136.5,34.5,73.9,1
TRA096-000308,2024-02-19,R1,T2,40.9,97.6,87.0,77.0,1
TRA096-000309,2024-02-20,R3,T3,16.0,31.8,43.1,48.4,1
TRA096-000310,2024-02-20,R1,T1,115.7,84.0,144.2,163.1,1
TRA096-000311,2024-02-20,R2,T2,89.9,31.7,125.4,133.4,1
TRA096-000312,2024-02-20,R6,T3,69.7,82.9,88.3,110.2,1
TRA096-000313,2024-02-20,R2,T1,148.0,21.9,190.4,200.2,1
TRA096-000314,2024-02-20,R5,T2,145.7,137.1,195.8,197.6,1
TRA096-000315,2024-02-21,R3,T3,42.7,49.8,65.9,79.1,1
TRA096-000316,2024-02-21,R6,T1,121.2,109.1,173.5,169.4,1
TRA096-000317,2024-02-21,R2,T2,31.3,141.3,44.2,66.0,1
TRA096-000318,2024-02-21,R1,T3,88.3,54.8,122.0,131.5,1
TRA096-000319,2024-02-21,R6,T1,33.7,135.6,76.7,68.8,1
TRA096-000320,2024-02-21,R1,T2,127.0,55.7,187.1,176.0,1
TRA096-000321,2024-02-21,R6,T3,30.3,24.7,63.5,64.8,1
TRA096-000322,2024-02-22,R2,T1,72.0,95.9,109.6,112.8,1
TRA096-000323,2024-02-22,R2,T2,109.5,58.8,134.2,155.9,1
TRA096-000324,2024-02-22,R3,T3,79.1,27.9,105.1,121.0,1
TRA096-000325,2024-02-22,R1,T1,26.7,148.0,90.2,60.7,1
TRA096-000326,2024-02-22,R4,T2,128.6,92.0,163.1,177.9,1
TRA096-000327,2024-02-22,R4,T3,82.7,106.4,122.5,125.1,1
TRA096-000328,2024-02-23,R2,T1,63.2,72.0,91.5,102.7,1
TRA096-000329,2024-02-23,R2,T2,142.2,138.6,190.8,193.5,1
TRA096-000330,2024-02-23,R6,T3,111.4,27.6,144.7,158.1,1
TRA096-000331,2024-02-23,R6,T1,124.7,133.2,,173.4,0
TRA096-000332,2024-02-23,R4,T2,51.0,84.1,60.3,88.7,1
TRA096-000333,2024-02-23,R3,T3,70.4,90.0,,111.0,1
TRA096-000334,2024-02-24,R2,T1,95.5,80.5,136.7,139.8,1
TRA096-000335,2024-02-24,R5,T2,94.4,42.8,150.2,138.6,1
TRA096-000336,2024-02-24,R1,T3,106.3,147.7,178.1,152.2,1
TRA096-000337,2024-02-24,R5,T1,147.8,107.7,212.7,200.0,1
TRA096-000338,2024-02-24,R6,T2,12.6,109.1,51.2,44.5,1
TRA096-000339,2024-02-24,R3,T3,50.0,43.9,72.6,87.5,1
TRA096-000340,2024-02-25,R5,T1,139.0,12.8,181.8,189.8,1
TRA096-000341,2024-02-25,R4,T2,73.3,123.3,142.5,114.3,1
TRA096-000342,2024-02-25,R2,T3,107.0,4.3,156.9,153.1,1
TRA096-000343,2024-02-25,R1,T1,88.1,57.1,110.5,131.3,1
TRA096-000344,2024-02-25,R4,T2,32.2,45.3,26.3,67.0,1
TRA096-000345,2024-02-25,R1,T3,114.7,83.1,162.8,161.9,1
TRA096-000346,2024-02-26,R3,T1,77.5,70.8,83.5,119.1,1
TRA096-000347,2024-02-26,R5,T2,32.4,69.5,88.0,67.3,1
TRA096-000348,2024-02-26,R6,T3,79.4,55.6,96.3,121.3,1
TRA096-000349,2024-02-26,R5,T1,6.1,140.2,29.9,37.0,1
TRA096-000350,2024-02-26,R4,T2,32.0,15.6,38.3,66.8,1
TRA096-000351,2024-02-26,R1,T3,87.4,101.8,153.2,130.5,1
TRA096-000352,2024-02-27,R2,T1,108.8,46.6,151.2,155.1,1
TRA096-000353,2024-02-27,R1,T2,20.9,71.4,37.3,54.0,1
TRA096-000354,2024-02-27,R5,T3,98.5,17.8,182.4,143.3,1
TRA096-000355,2024-02-27,R6,T1,114.3,39.8,160.2,161.4,1
TRA096-000356,2024-02-27,R3,T2,96.7,130.5,150.4,141.2,1
TRA096-000357,2024-02-27,R5,T3,135.7,140.5,216.0,186.1,1
TRA096-000358,2024-02-27,R1,T1,30.6,98.7,40.2,65.2,1
