registro_id,fecha,equipo,canal,prioridad,minutos_resolucion,estado,reabierto
SOP071-000141,2024-02-18,E3,correo,baja,,abierto,0
SOP071-000142,2024-02-19,E1,telefono,baja,452.5,cerrado,0
SOP071-000143,2024-02-19,E2,telefono,normal,61.3,cerrado,0
SOP071-000144,2024-02-19,E3,web,alta,4843.3,cerrado,1
SOP071-000145,2024-02-20,E1,web,normal,349.1,cerrado,0
SOP071-000146,2024-02-20,E2,web,baja,,abierto,0
SOP071-000147,2024-02-20,E3,web,normal,634.3,cerrado,0
SOP071-000148,2024-02-21,E1,telefono,baja,407.3,cerrado,0
SOP071-000149,2024-02-21,E2,telefono,baja,3249.4,cerrado,0
SOP071-000150,2024-02-21,E3,correo,normal,2406.4,cerrado,0
SOP071-000151,2024-02-22,E1,correo,baja,214.0,cerrado,0
SOP071-000152,2024-02-22,E2,web,normal,,abierto,0
SOP071-000153,2024-02-22,E3,telefono,baja,4740.2,cerrado,0
SOP071-000154,2024-02-23,E1,correo,normal,,abierto,0
SOP071-000155,2024-02-23,E2,web,baja,175.8,cerrado,0
SOP071-000156,2024-02-23,E3,web,normal,4442.2,cerrado,1
SOP071-000157,2024-02-24,E1,web,normal,181.1,cerrado,0
SOP071-000158,2024-02-24,E2,web,baja,467.7,cerrado,0
SOP071-000159,2024-02-24,E3,web,normal,195.8,cerrado,0
SOP071-000160,2024-02-25,E1,web,normal,120.4,cerrado,0
SOP071-000161,2024-02-25,E2,telefono,normal,579.9,cerrado,0
SOP071-000162,2024-02-26,E3,web,baja,1375.7,cerrado,0
SOP071-000163,2024-02-26,E1,correo,normal,409.9,cerrado,0
SOP071-000164,2024-02-26,E2,telefono,baja,1056.3,cerrado,0
SOP071-000165,2024-02-27,E3,web,normal,3746.3,cerrado,0
SOP071-000166,2024-02-27,E1,telefono,alta,,abierto,0
SOP071-000167,2024-02-27,E2,telefono,baja,,cerrado,0
SOP071-000168,2024-02-28,E3,correo,baja,7874.3,cerrado,1
SOP071-000169,2024-02-28,E1,correo,normal,106.1,cerrado,0
SOP071-000170,2024-02-28,E2,web,normal,,abierto,0
SOP071-000171,2024-02-29,E3,web,normal,,abierto,0
SOP071-000172,2024-02-29,E1,web,normal,133.8,cerrado,0
SOP071-000173,2024-02-29,E2,telefono,alta,5495.8,cerrado,1
SOP071-000174,2024-03-01,E3,correo,alta,4746.7,cerrado,0
SOP071-000175,2024-03-01,E1,telefono,normal,,abierto,0
SOP071-000176,2024-03-01,E2,web,baja,,abierto,0
SOP071-000177,2024-03-02,E3,telefono,normal,463.2,cerrado,0
SOP071-000178,2024-03-02,E1,correo,baja,1069.7,cerrado,0
SOP071-000179,2024-03-02,E2,telefono,baja,681.3,cerrado,0
SOP071-000180,2024-03-03,E3,telefono,normal,690.3,cerrado,0
SOP071-000181,2024-03-03,E1,web,baja,543.0,cerrado,0
SOP071-000182,2024-03-04,E2,telefono,normal,611.5,cerrado,0
SOP071-000183,2024-03-04,E3,telefono,baja,2520.5,cerrado,0
SOP071-000184,2024-03-04,E1,telefono,normal,3723.5,cerrado,0
SOP071-000185,2024-03-05,E2,correo,normal,211.0,cerrado,0
SOP071-000186,2024-03-05,E3,web,normal,,abierto,0
SOP071-000187,2024-03-05,E1,telefono,normal,4679.3,cerrado,1
SOP071-000188,2024-03-06,E2,correo,baja,4792.8,cerrado,0
SOP071-000189,2024-03-06,E3,correo,normal,2063.4,cerrado,0
SOP071-000190,2024-03-06,E1,web,baja,165.1,cerrado,0
SOP071-000191,2024-03-07,E2,correo,normal,883.7,cerrado,0
SOP071-000192,2024-03-07,E3,telefono,normal,317.2,cerrado,0
SOP071-000193,2024-03-07,E1,web,baja,260.3,cerrado,0
SOP071-000194,2024-03-08,E2,telefono,alta,311.4,cerrado,0
SOP071-000195,2024-03-08,E3, WEB ,alta,4563.4,cerrado,1
SOP071-000196,2024-03-08,E1,web,baja,,abierto,0
SOP071-000197,2024-03-09,E2,telefono,normal,762.0,cerrado,0
SOP071-000198,2024-03-09,E3,telefono,alta,717.9,cerrado,0
SOP071-000199,2024-03-09,E1,web,normal,1672.2,cerrado,0
SOP071-000200,2024-03-10,E2,correo,alta,5011.4,cerrado,1
SOP071-000201,2024-03-10,E3,web,alta,,abierto,0
SOP071-000202,2024-03-10,E1,telefono,alta,1109.3,cerrado,0
SOP071-000203,2024-03-11,E2,telefono,normal,233.4,cerrado,0
SOP071-000204,2024-03-11,E3,correo,normal,1384.2,cerrado,0
SOP071-000205,2024-03-12,E1,correo,alta,502.8,cerrado,0
SOP071-000206,2024-03-12,E2,correo,normal,1453.3,cerrado,0
SOP071-000207,2024-03-12,E3,telefono,alta,4725.4,cerrado,1
SOP071-000208,2024-03-13,E1,telefono,alta,,abierto,0
SOP071-000209,2024-03-13,E2,telefono,normal,990.4,cerrado,0
SOP071-000210,2024-03-13,E3,correo,normal,605.8,cerrado,0
SOP071-000211,2024-03-14,E1,telefono,normal,192.1,cerrado,0
SOP071-000212,2024-03-14,E2,web,baja,"316,1",cerrado,0
SOP071-000213,2024-03-14,E3,correo,alta,651.2,cerrado,0
SOP071-000214,2024-03-15,E1,correo,baja,504.7,cerrado,0
SOP071-000215,2024-03-15,E2,web,alta,1017.7,cerrado,0
SOP071-000216,2024-03-15,E3,web,normal,329.7,cerrado,0
SOP071-000217,2024-03-16,E1,telefono,normal,878.2,cerrado,0
SOP071-000218,2024-03-16,E2,telefono,normal,167.2,cerrado,0
SOP071-000219,2024-03-16,E3,web,normal,,abierto,0
SOP071-000220,2024-03-17,E1,web,normal,1772.5,cerrado,0
SOP071-000221,2024-03-17,E2,correo,normal,143.8,cerrado,0
SOP071-000222,2024-03-17,E3,correo,normal,4658.5,cerrado,1
SOP071-000223,2024-03-18,E1,correo,alta,,abierto,0
SOP071-000224,2024-03-18,E2,web,normal,617.9,cerrado,0
SOP071-000225,2024-03-18,E3,telefono,normal,1504.5,cerrado,0
SOP071-000226,2024-03-19,E1,web,normal,100.2,cerrado,0
SOP071-000227,2024-03-19,E2,web,normal,551.6,cerrado,0
SOP071-000228,2024-03-20,E3,web,baja,5041.7,cerrado,1
SOP071-000229,2024-03-20,E1,correo,normal,5092.8,cerrado,1
SOP071-000230,2024-03-20,E2,web,normal,228.5,cerrado,0
SOP071-000231,2024-03-21,E3,correo,normal,,abierto,0
SOP071-000232,2024-03-21,E1,correo,normal,628.7,cerrado,0
SOP071-000233,2024-03-21,E2,web,baja,,abierto,0
SOP071-000234,2024-03-22,E3,correo,alta,359.8,cerrado,0
SOP071-000235,2024-03-22,E1,correo,normal,471.1,cerrado,0
SOP071-000236,2024-03-22,E2,telefono,baja,1277.6,cerrado,0
SOP071-000237,2024-03-23,E3,telefono,baja,,abierto,0
SOP071-000238,2024-03-23,E1,web,baja,,abierto,0
SOP071-000239,2024-03-23,E2,correo,alta,1372.4,cerrado,0
SOP071-000240,2024-03-24,E3,telefono,alta,,abierto,0
SOP071-000241,2024-03-24,E1,correo,normal,5414.5,cerrado,1
SOP071-000242,2024-03-24,E2,correo,normal,150.7,cerrado,0
SOP071-000243,2024-03-25,E3,web,alta,,abierto,0
SOP071-000244,2024-03-25,E1,correo,normal,4445.9,cerrado,1
SOP071-000245,2024-03-25,E2,web,alta,362.8,cerrado,0
SOP071-000246,2024-03-26,E3,correo,baja,3494.4,cerrado,0
SOP071-000247,2024-03-26,E1,web,normal,144.8,cerrado,0
SOP071-000248,2024-03-26,E2,telefono,alta,710.7,cerrado,0
SOP071-000249,2024-03-27,E3,web,alta,5499.7,cerrado,1
SOP071-000250,2024-03-27,E1,telefono,normal,,cerrado,0
SOP071-000251,2024-03-28,E2,correo,baja,484.2,cerrado,0
SOP071-000252,2024-03-28,E3,web,normal,,abierto,0
SOP071-000253,2024-03-28,E1,telefono,baja,,abierto,0
SOP071-000254,2024-03-29,E2,correo,normal,368.3,cerrado,0
SOP071-000255,2024-03-29,E3,web,normal,512.1,cerrado,0
SOP071-000256,2024-03-29,E1,web,alta,228.3,cerrado,0
SOP071-000257,2024-03-30,E2,correo,alta,1264.6,cerrado,0
SOP071-000258,2024-03-30,E3,web,alta,395.2,cerrado,0
SOP071-000259,2024-03-30,E1,correo,normal,,abierto,0
SOP071-000260,2024-03-31,E2,correo,baja,149.4,cerrado,0
SOP071-000261,2024-03-31,E3,web,normal,2347.8,cerrado,0
SOP071-000262,2024-03-31,E1,telefono,alta,212.8,cerrado,0
SOP071-000263,2024-04-01,E2,web,normal,4961.9,cerrado,1
SOP071-000264,2024-04-01,E3,telefono,baja,785.5,cerrado,0
SOP071-000265,2024-04-01,E1,telefono,normal,408.1,cerrado,0
SOP071-000266,2024-04-02,E2,web,baja,248.6,cerrado,0
SOP071-000267,2024-04-02,E3,correo,normal,,abierto,0
SOP071-000268,2024-04-02,E1,telefono,baja,198.9,cerrado,0
SOP071-000269,2024-04-03,E2,web,normal,,abierto,0
SOP071-000270,2024-04-03,E3,web,normal,4813.8,cerrado,1
SOP071-000271,2024-04-03,E1,correo,baja,92.6,cerrado,0
SOP071-000272,2024-04-04,E2,telefono,baja,4458.8,cerrado,1
SOP071-000273,2024-04-04,E3,correo,normal,5269.9,cerrado,1
SOP071-000274,2024-04-05,E1,telefono,normal,4599.0,cerrado,1
SOP071-000275,2024-04-05,E2,web,alta,212.2,cerrado,0
SOP071-000276,2024-04-05,E3,web,baja,,abierto,0
SOP071-000277,2024-04-06,E1,telefono,baja,517.2,cerrado,0
SOP071-000278,2024-04-06,E2,telefono,baja,481.1,cerrado,0
SOP071-000279,2024-04-06,E3,web,alta,84.3,cerrado,0
SOP071-000280,2024-04-07,E1,correo,baja,,abierto,0
SOP071-000281,2024-04-07,E2,web,alta,456.4,cerrado,0
SOP071-000282,2024-04-07,E3,telefono,normal,824.4,cerrado,0
SOP071-000283,2024-04-08,E1,correo,baja,4415.5,cerrado,1
SOP071-000284,2024-04-08,E2,telefono,normal,655.7,cerrado,0
SOP071-000285,2024-04-08,E3,correo,baja,,abierto,0
SOP071-000286,2024-04-09,E1,web,normal,135.6,cerrado,0
SOP071-000287,2024-04-09,E2,web,normal,1885.5,cerrado,0
SOP071-000288,2024-04-09,E3,web,normal,668.9,cerrado,0
SOP071-000289,2024-04-10,E1,telefono,baja,,abierto,0
SOP071-000290,2024-04-10,E2,web,baja,264.7,cerrado,0
SOP071-000291,2024-04-10,E3,telefono,baja,,abierto,0
SOP071-000292,2024-04-11,E1, CORREO ,normal,442.9,cerrado,0
SOP071-000293,2024-04-11,E2,correo,alta,182.7,cerrado,0
SOP071-000294,2024-04-11,E3,telefono,normal,547.8,cerrado,0
SOP071-000295,2024-04-12,E1,web,baja,36.4,cerrado,0
SOP071-000296,2024-04-12,E2,telefono,normal,,abierto,0
SOP071-000297,2024-04-13,E3,web,alta,592.3,cerrado,0
SOP071-000298,2024-04-13,E1,telefono,alta,4446.7,cerrado,1
SOP071-000299,2024-04-13,E2,telefono,normal,6352.5,cerrado,1
SOP071-000300,2024-04-14,E3,web,baja,,abierto,0
SOP071-000301,2024-04-14,E1,web,normal,4576.1,cerrado,1
SOP071-000302,2024-04-14,E2,web,normal,865.0,cerrado,0
SOP071-000303,2024-04-15,E3,web,alta,1580.1,cerrado,0
SOP071-000304,2024-04-15,E1,web,alta,,abierto,0
SOP071-000305,2024-04-15,E2,telefono,baja,5068.6,cerrado,1
SOP071-000306,2024-04-16,E3,telefono,normal,522.9,cerrado,0
SOP071-000307,2024-04-16,E1,web,normal,707.8,cerrado,0
SOP071-000308,2024-04-16,E2,telefono,baja,508.1,cerrado,0
SOP071-000309,2024-04-17,E3,web,normal,5088.7,cerrado,1
SOP071-000310,2024-04-17,E1,web,normal,1325.7,cerrado,0
SOP071-000311,2024-04-17,E2,web,normal,647.9,cerrado,0
SOP071-000312,2024-04-18,E3,telefono,normal,735.6,cerrado,0
SOP071-000313,2024-04-18,E1,web,normal,494.9,cerrado,0
SOP071-000314,2024-04-18,E2,web,normal,932.8,cerrado,0
SOP071-000315,2024-04-19,E3,web,normal,1092.7,cerrado,0
SOP071-000316,2024-04-19,E1,web,normal,5896.6,cerrado,1
SOP071-000317,2024-04-19,E2,correo,normal,2234.6,cerrado,0
SOP071-000318,2024-04-20,E3,correo,alta,2580.3,cerrado,0
SOP071-000319,2024-04-20,E1,correo,baja,4600.9,cerrado,1
SOP071-000320,2024-04-21,E2,web,normal,746.7,cerrado,0
SOP071-000321,2024-04-21,E3,web,normal,207.1,cerrado,0
SOP071-000322,2024-04-21,E1,correo,normal,646.9,cerrado,0
SOP071-000323,2024-04-22,E2,correo,alta,4510.1,cerrado,1
SOP071-000324,2024-04-22,E3,telefono,alta,5620.2,cerrado,1
SOP071-000325,2024-04-22,E1,telefono,baja,622.8,cerrado,0
SOP071-000326,2024-04-23,E2,web,normal,252.3,cerrado,0
SOP071-000327,2024-04-23,E3,telefono,baja,1698.4,cerrado,0
SOP071-000328,2024-04-23,E1,correo,alta,5160.9,cerrado,1
SOP071-000329,2024-04-24,E2,telefono,alta,1214.5,cerrado,0
SOP071-000330,2024-04-24,E3,telefono,baja,1107.2,cerrado,0
SOP071-000331,2024-04-24,E1,telefono,baja,199.3,cerrado,0
SOP071-000332,2024-04-25,E2,telefono,baja,330.6,cerrado,0
SOP071-000333,2024-04-25,E3,telefono,normal,,cerrado,0
SOP071-000334,2024-04-25,E1,web,baja,208.5,cerrado,0
SOP071-000335,2024-04-26,E2,telefono,alta,152.8,cerrado,0
SOP071-000336,2024-04-26,E3,web,alta,449.4,cerrado,0
SOP071-000337,2024-04-26,E1,correo,baja,783.6,cerrado,0
SOP071-000338,2024-04-27,E2,correo,normal,295.8,cerrado,0
SOP071-000339,2024-04-27,E3,web,normal,2229.9,cerrado,0
SOP071-000340,2024-04-28,E1,correo,normal,855.8,cerrado,0
SOP071-000341,2024-04-28,E2,telefono,alta,,abierto,0
SOP071-000342,2024-04-28,E3,web,normal,1114.0,cerrado,0
SOP071-000343,2024-04-29,E1,web,alta,811.4,cerrado,0
SOP071-000344,2024-04-29,E2,correo,baja,242.3,cerrado,0
SOP071-000345,2024-04-29,E3,correo,baja,533.0,cerrado,0
SOP071-000346,2024-04-30,E1,telefono,normal,413.5,cerrado,0
SOP071-000347,2024-04-30,E2,telefono,alta,92.2,cerrado,0
SOP071-000348,2024-04-30,E3,correo,normal,169.0,cerrado,0
SOP071-000349,2024-05-01,E1,telefono,baja,350.6,cerrado,0
SOP071-000350,2024-05-01,E2,telefono,alta,5347.5,cerrado,1
SOP071-000351,2024-05-01,E3,telefono,normal,449.8,cerrado,0
SOP071-000352,2024-05-02,E1,telefono,baja,208.1,cerrado,0
SOP071-000353,2024-05-02,E2,web,baja,330.5,cerrado,0
SOP071-000354,2024-05-02,E3,web,normal,4835.2,cerrado,1
SOP071-000355,2024-05-03,E1,web,normal,378.2,cerrado,0
SOP071-000356,2024-05-03,E2,web,baja,272.6,cerrado,0
SOP071-000357,2024-05-03,E3,web,normal,1075.0,cerrado,0
SOP071-000358,2024-05-04,E1,web,baja,,abierto,0
SOP071-000359,2024-05-04,E2,correo,normal,,abierto,0
SOP071-000360,2024-05-04,E3,web,alta,7431.1,cerrado,1
SOP071-000361,2024-05-05,E1,telefono,normal,144.5,cerrado,0
SOP071-000362,2024-05-05,E2,web,normal,795.1,cerrado,0
SOP071-000363,2024-05-06,E3,correo,alta,1135.4,cerrado,0
SOP071-000364,2024-05-06,E1,telefono,baja,110.3,cerrado,0
SOP071-000365,2024-05-06,E2,correo,normal,290.8,cerrado,0
SOP071-000366,2024-05-07,E3,telefono,normal,652.2,cerrado,0
SOP071-000367,2024-05-07,E1,web,alta,704.8,cerrado,0
SOP071-000368,2024-05-07,E2,web,alta,262.6,cerrado,0
SOP071-000369,2024-05-08,E3,correo,normal,,abierto,0
SOP071-000370,2024-05-08,E1,correo,alta,357.8,cerrado,0
SOP071-000371,2024-05-08,E2,web,baja,271.3,cerrado,0
SOP071-000372,2024-05-09,E3,correo,baja,204.5,cerrado,0
SOP071-000373,2024-05-09,E1,correo,alta,,abierto,0
SOP071-000374,2024-05-09,E2,telefono,normal,4553.7,cerrado,1
SOP071-000375,2024-05-10,E3,telefono,baja,,abierto,0
SOP071-000376,2024-05-10,E1,correo,normal,2154.0,cerrado,0
SOP071-000377,2024-05-10,E2,telefono,normal,4485.3,cerrado,1
SOP071-000378,2024-05-11,E3,correo,normal,668.4,cerrado,0
SOP071-000379,2024-05-11,E1,correo,normal,375.0,cerrado,0
SOP071-000380,2024-05-11,E2,telefono,normal,288.2,cerrado,0
SOP071-000381,2024-05-12,E3,telefono,normal,1259.6,cerrado,0
SOP071-000382,2024-05-12,E1,telefono,normal,2238.7,cerrado,0
SOP071-000383,2024-05-12,E2,correo,normal,407.3,cerrado,0
SOP071-000384,2024-05-13,E3,correo,baja,1005.2,cerrado,0
SOP071-000385,2024-05-13,E1,correo,alta,394.5,cerrado,0
SOP071-000386,2024-05-14,E2,telefono,normal,,abierto,0
SOP071-000387,2024-05-14,E3,correo,normal,,abierto,0
SOP071-000388,2024-05-14,E1,web,alta,647.5,cerrado,0
SOP071-000389,2024-05-15,E2, WEB ,baja,1525.9,cerrado,0
SOP071-000390,2024-05-15,E3,telefono,baja,6775.1,cerrado,1
SOP071-000391,2024-05-15,E1,correo,normal,325.4,cerrado,0
SOP071-000392,2024-05-16,E2,web,baja,652.1,cerrado,0
SOP071-000393,2024-05-16,E3,telefono,normal,583.7,cerrado,0
SOP071-000394,2024-05-16,E1,correo,alta,730.2,cerrado,0
SOP071-000395,2024-05-17,E2,web,alta,2232.7,cerrado,0
SOP071-000396,2024-05-17,E3,telefono,normal,,abierto,0
SOP071-000397,2024-05-17,E1,web,normal,620.1,cerrado,0
SOP071-000398,2024-05-18,E2,correo,baja,1247.8,cerrado,0
SOP071-000399,2024-05-18,E3,correo,normal,1393.1,cerrado,0
SOP071-000400,2024-05-18,E1,web,baja,4809.8,cerrado,1
SOP071-000401,2024-05-19,E2,correo,alta,453.6,cerrado,0
SOP071-000402,2024-05-19,E3,correo,baja,5224.7,cerrado,1
