evento_id,registro_id,fecha_evento,estado_evento
EV000172,SOP071-000083,2024-01-30,cerrado
EV000173,SOP071-000083,2024-01-31,abierto
EV000174,SOP071-000083,2024-02-03,cerrado
EV000175,SOP071-000084,2024-01-29,abierto
EV000176,SOP071-000084,2024-01-30,cerrado
EV000177,SOP071-000085,2024-01-30,abierto
EV000178,SOP071-000085,2024-01-31,cerrado
EV000179,SOP071-000086,2024-01-30,abierto
EV000180,SOP071-000086,2024-01-31,cerrado
EV000181,SOP071-000087,2024-01-30,abierto
EV000182,SOP071-000087,2024-01-31,cerrado
EV000183,SOP071-000088,2024-01-31,abierto
EV000184,SOP071-000089,2024-01-31,abierto
EV000185,SOP071-000090,2024-01-31,abierto
EV000186,SOP071-000090,2024-02-01,cerrado
EV000187,SOP071-000091,2024-02-01,abierto
EV000188,SOP071-000091,2024-02-02,cerrado
EV000189,SOP071-000092,2024-02-01,abierto
EV000190,SOP071-000092,2024-02-02,cerrado
EV000191,SOP071-000093,2024-02-02,abierto
EV000192,SOP071-000093,2024-02-04,cerrado
EV000193,SOP071-000094,2024-02-02,abierto
EV000194,SOP071-000094,2024-02-03,cerrado
EV000195,SOP071-000095,2024-02-02,abierto
EV000196,SOP071-000095,2024-02-03,cerrado
EV000197,SOP071-000095,2024-02-04,abierto
EV000198,SOP071-000095,2024-02-06,cerrado
EV000199,SOP071-000096,2024-02-03,abierto
EV000200,SOP071-000096,2024-02-04,cerrado
EV000201,SOP071-000097,2024-02-03,abierto
EV000202,SOP071-000097,2024-02-04,cerrado
EV000203,SOP071-000098,2024-02-03,abierto
EV000204,SOP071-000099,2024-02-04,abierto
EV000205,SOP071-000099,2024-02-05,cerrado
EV000206,SOP071-000100,2024-02-04,abierto
EV000207,SOP071-000100,2024-02-05,cerrado
EV000208,SOP071-000101,2024-02-04,abierto
EV000209,SOP071-000101,2024-02-05,cerrado
EV000210,SOP071-000102,2024-02-05,abierto
EV000211,SOP071-000102,2024-02-06,cerrado
EV000212,SOP071-000103,2024-02-05,abierto
EV000213,SOP071-000104,2024-02-05,abierto
EV000214,SOP071-000104,2024-02-06,cerrado
EV000215,SOP071-000105,2024-02-06,abierto
EV000216,SOP071-000106,2024-02-06,abierto
EV000217,SOP071-000106,2024-02-07,cerrado
EV000218,SOP071-000107,2024-02-06,abierto
EV000219,SOP071-000107,2024-02-09,cerrado
EV000220,SOP071-000108,2024-02-07,abierto
EV000221,SOP071-000108,2024-02-08,cerrado
EV000222,SOP071-000109,2024-02-07,abierto
EV000223,SOP071-000109,2024-02-08,cerrado
EV000224,SOP071-000110,2024-02-07,abierto
EV000225,SOP071-000111,2024-02-08,abierto
EV000226,SOP071-000112,2024-02-08,abierto
EV000227,SOP071-000112,2024-02-09,cerrado
EV000228,SOP071-000113,2024-02-08,abierto
EV000229,SOP071-000113,2024-02-09,cerrado
EV000230,SOP071-000114,2024-02-09,abierto
EV000231,SOP071-000114,2024-02-10,cerrado
EV000232,SOP071-000115,2024-02-09,abierto
EV000233,SOP071-000115,2024-02-10,cerrado
EV000234,SOP071-000116,2024-02-10,abierto
EV000235,SOP071-000116,2024-02-11,cerrado
EV000236,SOP071-000117,2024-02-10,abierto
EV000237,SOP071-000118,2024-02-10,abierto
EV000238,SOP071-000119,2024-02-11,abierto
EV000239,SOP071-000119,2024-02-12,cerrado
EV000240,SOP071-000120,2024-02-11,abierto
EV000241,SOP071-000120,2024-02-12,cerrado
EV000242,SOP071-000121,2024-02-11,abierto
EV000243,SOP071-000122,2024-02-12,abierto
EV000244,SOP071-000122,2024-02-13,cerrado
EV000245,SOP071-000123,2024-02-12,abierto
EV000246,SOP071-000124,2024-02-12,abierto
EV000247,SOP071-000125,2024-02-13,abierto
EV000248,SOP071-000126,2024-02-13,abierto
EV000249,SOP071-000127,2024-02-13,abierto
EV000250,SOP071-000127,2024-02-14,cerrado
EV000251,SOP071-000128,2024-02-14,abierto
EV000252,SOP071-000128,2024-02-15,cerrado
EV000253,SOP071-000129,2024-02-14,abierto
EV000254,SOP071-000129,2024-02-16,cerrado
EV000255,SOP071-000130,2024-02-14,abierto
EV000256,SOP071-000130,2024-02-15,cerrado
EV000257,SOP071-000131,2024-02-15,abierto
EV000258,SOP071-000131,2024-02-17,cerrado
EV000259,SOP071-000132,2024-02-15,abierto
EV000260,SOP071-000133,2024-02-15,abierto
EV000261,SOP071-000133,2024-02-16,cerrado
EV000262,SOP071-000133,2024-02-17,abierto
EV000263,SOP071-000133,2024-02-19,cerrado
EV000264,SOP071-000134,2024-02-16,abierto
EV000265,SOP071-000134,2024-02-18,cerrado
EV000266,SOP071-000135,2024-02-16,abierto
EV000267,SOP071-000135,2024-02-18,cerrado
EV000268,SOP071-000136,2024-02-16,abierto
EV000269,SOP071-000136,2024-02-17,cerrado
EV000270,SOP071-000137,2024-02-17,abierto
EV000271,SOP071-000137,2024-02-18,cerrado
EV000272,SOP071-000137,2024-02-19,abierto
EV000273,SOP071-000137,2024-02-21,cerrado
EV000274,SOP071-000138,2024-02-17,abierto
EV000275,SOP071-000138,2024-02-18,cerrado
EV000276,SOP071-000139,2024-02-18,abierto
EV000277,SOP071-000139,2024-02-19,cerrado
EV000278,SOP071-000139,2024-02-20,abierto
EV000279,SOP071-000139,2024-02-22,cerrado
EV000280,SOP071-000140,2024-02-18,abierto
EV000281,SOP071-000140,2024-02-19,cerrado
EV000282,SOP071-000141,2024-02-18,abierto
EV000283,SOP071-000142,2024-02-19,abierto
EV000284,SOP071-000142,2024-02-20,cerrado
EV000285,SOP071-000143,2024-02-19,abierto
EV000286,SOP071-000143,2024-02-20,cerrado
EV000287,SOP071-000144,2024-02-19,abierto
EV000288,SOP071-000144,2024-02-20,cerrado
EV000289,SOP071-000144,2024-02-21,abierto
EV000290,SOP071-000144,2024-02-23,cerrado
EV000291,SOP071-000145,2024-02-20,abierto
EV000292,SOP071-000145,2024-02-21,cerrado
EV000293,SOP071-000146,2024-02-20,abierto
EV000294,SOP071-000147,2024-02-20,abierto
EV000295,SOP071-000147,2024-02-21,cerrado
EV000296,SOP071-000148,2024-02-21,abierto
EV000297,SOP071-000148,2024-02-22,cerrado
EV000298,SOP071-000149,2024-02-21,abierto
EV000299,SOP071-000149,2024-02-24,cerrado
EV000300,SOP071-000150,2024-02-21,abierto
EV000301,SOP071-000150,2024-02-23,cerrado
EV000302,SOP071-000151,2024-02-22,abierto
EV000303,SOP071-000151,2024-02-23,cerrado
EV000304,SOP071-000152,2024-02-22,abierto
EV000305,SOP071-000153,2024-02-22,abierto
EV000306,SOP071-000153,2024-02-26,cerrado
EV000307,SOP071-000154,2024-02-23,abierto
EV000308,SOP071-000155,2024-02-23,abierto
EV000309,SOP071-000155,2024-02-24,cerrado
EV000310,SOP071-000156,2024-02-23,abierto
EV000311,SOP071-000156,2024-02-24,cerrado
EV000312,SOP071-000156,2024-02-25,abierto
EV000313,SOP071-000156,2024-02-27,cerrado
EV000314,SOP071-000157,2024-02-24,abierto
EV000315,SOP071-000157,2024-02-25,cerrado
EV000316,SOP071-000158,2024-02-24,abierto
EV000317,SOP071-000158,2024-02-25,cerrado
EV000318,SOP071-000159,2024-02-24,abierto
EV000319,SOP071-000159,2024-02-25,cerrado
EV000320,SOP071-000160,2024-02-25,abierto
EV000321,SOP071-000160,2024-02-26,cerrado
EV000322,SOP071-000161,2024-02-25,abierto
EV000323,SOP071-000161,2024-02-26,cerrado
EV000324,SOP071-000162,2024-02-26,abierto
EV000325,SOP071-000162,2024-02-27,cerrado
EV000326,SOP071-000163,2024-02-26,abierto
EV000327,SOP071-000163,2024-02-27,cerrado
EV000328,SOP071-000164,2024-02-26,abierto
EV000329,SOP071-000164,2024-02-27,cerrado
EV000330,SOP071-000165,2024-02-27,abierto
EV000331,SOP071-000165,2024-03-01,cerrado
EV000332,SOP071-000166,2024-02-27,abierto
EV000333,SOP071-000167,2024-02-27,abierto
EV000334,SOP071-000167,2024-02-28,cerrado
EV000335,SOP071-000168,2024-02-28,abierto
EV000336,SOP071-000168,2024-02-29,cerrado
EV000337,SOP071-000168,2024-03-01,abierto
EV000338,SOP071-000168,2024-03-05,cerrado
EV000339,SOP071-000169,2024-02-28,abierto
EV000340,SOP071-000169,2024-02-29,cerrado
EV000341,SOP071-000170,2024-02-28,abierto
EV000342,SOP071-000171,2024-02-29,abierto
EV000343,SOP071-000172,2024-02-29,abierto
EV000344,SOP071-000172,2024-03-01,cerrado
EV000345,SOP071-000173,2024-02-29,abierto
EV000346,SOP071-000173,2024-03-01,cerrado
EV000347,SOP071-000173,2024-03-02,abierto
EV000348,SOP071-000173,2024-03-04,cerrado
EV000349,SOP071-000174,2024-03-01,abierto
EV000350,SOP071-000174,2024-03-05,cerrado
EV000351,SOP071-000175,2024-03-01,abierto
EV000352,SOP071-000176,2024-03-01,abierto
EV000353,SOP071-000177,2024-03-02,abierto
EV000354,SOP071-000177,2024-03-03,cerrado
EV000355,SOP071-000178,2024-03-02,abierto
EV000356,SOP071-000178,2024-03-03,cerrado
EV000357,SOP071-000179,2024-03-02,abierto
EV000358,SOP071-000179,2024-03-03,cerrado
EV000359,SOP071-000180,2024-03-03,abierto
EV000360,SOP071-000180,2024-03-04,cerrado
EV000361,SOP071-000181,2024-03-03,abierto
EV000362,SOP071-000181,2024-03-04,cerrado
EV000363,SOP071-000182,2024-03-04,abierto
EV000364,SOP071-000182,2024-03-05,cerrado
EV000365,SOP071-000183,2024-03-04,abierto
EV000366,SOP071-000183,2024-03-06,cerrado
EV000367,SOP071-000184,2024-03-04,abierto
EV000368,SOP071-000184,2024-03-07,cerrado
EV000369,SOP071-000185,2024-03-05,abierto
EV000370,SOP071-000185,2024-03-06,cerrado
EV000371,SOP071-000186,2024-03-05,abierto
EV000372,SOP071-000187,2024-03-05,abierto
EV000373,SOP071-000187,2024-03-06,cerrado
EV000374,SOP071-000187,2024-03-07,abierto
EV000375,SOP071-000187,2024-03-09,cerrado
EV000376,SOP071-000188,2024-03-06,abierto
EV000377,SOP071-000188,2024-03-10,cerrado
EV000378,SOP071-000189,2024-03-06,abierto
EV000379,SOP071-000189,2024-03-08,cerrado
EV000380,SOP071-000190,2024-03-06,abierto
EV000381,SOP071-000190,2024-03-07,cerrado
EV000382,SOP071-000191,2024-03-07,abierto
EV000383,SOP071-000191,2024-03-08,cerrado
EV000384,SOP071-000192,2024-03-07,abierto
EV000385,SOP071-000192,2024-03-08,cerrado
EV000386,SOP071-000193,2024-03-07,abierto
EV000387,SOP071-000193,2024-03-08,cerrado
EV000388,SOP071-000194,2024-03-08,abierto
EV000389,SOP071-000194,2024-03-09,cerrado
EV000390,SOP071-000195,2024-03-08,abierto
EV000391,SOP071-000195,2024-03-09,cerrado
EV000392,SOP071-000195,2024-03-10,abierto
EV000393,SOP071-000195,2024-03-12,cerrado
EV000394,SOP071-000196,2024-03-08,abierto
EV000395,SOP071-000197,2024-03-09,abierto
EV000396,SOP071-000197,2024-03-10,cerrado
EV000397,SOP071-000198,2024-03-09,abierto
EV000398,SOP071-000198,2024-03-10,cerrado
EV000399,SOP071-000199,2024-03-09,abierto
EV000400,SOP071-000199,2024-03-11,cerrado
EV000401,SOP071-000200,2024-03-10,abierto
EV000402,SOP071-000200,2024-03-11,cerrado
EV000403,SOP071-000200,2024-03-12,abierto
EV000404,SOP071-000200,2024-03-14,cerrado
EV000405,SOP071-000201,2024-03-10,abierto
EV000406,SOP071-000202,2024-03-10,abierto
EV000407,SOP071-000202,2024-03-11,cerrado
EV000408,SOP071-000203,2024-03-11,abierto
EV000409,SOP071-000203,2024-03-12,cerrado
EV000410,SOP071-000204,2024-03-11,abierto
EV000411,SOP071-000204,2024-03-12,cerrado
EV000412,SOP071-000205,2024-03-12,abierto
EV000413,SOP071-000205,2024-03-13,cerrado
EV000414,SOP071-000206,2024-03-12,abierto
EV000415,SOP071-000206,2024-03-14,cerrado
EV000416,SOP071-000207,2024-03-12,abierto
EV000417,SOP071-000207,2024-03-13,cerrado
EV000418,SOP071-000207,2024-03-14,abierto
EV000419,SOP071-000207,2024-03-16,cerrado
EV000420,SOP071-000208,2024-03-13,abierto
EV000421,SOP071-000209,2024-03-13,abierto
EV000422,SOP071-000209,2024-03-14,cerrado
EV000423,SOP071-000210,2024-03-13,abierto
EV000424,SOP071-000210,2024-03-14,cerrado
EV000425,SOP071-000211,2024-03-14,abierto
EV000426,SOP071-000211,2024-03-15,cerrado
EV000427,SOP071-000212,2024-03-14,abierto
EV000428,SOP071-000212,2024-03-15,cerrado
EV000429,SOP071-000213,2024-03-14,abierto
EV000430,SOP071-000213,2024-03-15,cerrado
EV000431,SOP071-000214,2024-03-15,abierto
EV000432,SOP071-000214,2024-03-16,cerrado
EV000433,SOP071-000215,2024-03-15,abierto
EV000434,SOP071-000215,2024-03-16,cerrado
EV000435,SOP071-000216,2024-03-15,abierto
EV000436,SOP071-000216,2024-03-16,cerrado
EV000437,SOP071-000217,2024-03-16,abierto
EV000438,SOP071-000217,2024-03-17,cerrado
EV000439,SOP071-000218,2024-03-16,abierto
EV000440,SOP071-000218,2024-03-17,cerrado
EV000441,SOP071-000219,2024-03-16,abierto
EV000442,SOP071-000220,2024-03-17,abierto
EV000443,SOP071-000220,2024-03-19,cerrado
EV000444,SOP071-000221,2024-03-17,abierto
EV000445,SOP071-000221,2024-03-18,cerrado
EV000446,SOP071-000222,2024-03-17,abierto
EV000447,SOP071-000222,2024-03-18,cerrado
EV000448,SOP071-000222,2024-03-19,abierto
EV000449,SOP071-000222,2024-03-21,cerrado
EV000450,SOP071-000223,2024-03-18,abierto
EV000451,SOP071-000224,2024-03-18,abierto
EV000452,SOP071-000224,2024-03-19,cerrado
EV000453,SOP071-000225,2024-03-18,abierto
EV000454,SOP071-000225,2024-03-20,cerrado
EV000455,SOP071-000226,2024-03-19,abierto
EV000456,SOP071-000226,2024-03-20,cerrado
EV000457,SOP071-000227,2024-03-19,abierto
EV000458,SOP071-000227,2024-03-20,cerrado
EV000459,SOP071-000228,2024-03-20,abierto
EV000460,SOP071-000228,2024-03-21,cerrado
EV000461,SOP071-000228,2024-03-22,abierto
EV000462,SOP071-000228,2024-03-24,cerrado
EV000463,SOP071-000229,2024-03-20,abierto
EV000464,SOP071-000229,2024-03-21,cerrado
EV000465,SOP071-000229,2024-03-22,abierto
EV000466,SOP071-000229,2024-03-24,cerrado
EV000467,SOP071-000230,2024-03-20,abierto
EV000468,SOP071-000230,2024-03-21,cerrado
EV000469,SOP071-000231,2024-03-21,abierto
EV000470,SOP071-000232,2024-03-21,abierto
EV000471,SOP071-000232,2024-03-22,cerrado
EV000472,SOP071-000233,2024-03-21,abierto
EV000473,SOP071-000234,2024-03-22,abierto
EV000474,SOP071-000234,2024-03-23,cerrado
EV000475,SOP071-000235,2024-03-22,abierto
EV000476,SOP071-000235,2024-03-23,cerrado
EV000477,SOP071-000236,2024-03-22,abierto
EV000478,SOP071-000236,2024-03-23,cerrado
EV000479,SOP071-000237,2024-03-23,abierto
EV000480,SOP071-000238,2024-03-23,abierto
EV000481,SOP071-000239,2024-03-23,abierto
EV000482,SOP071-000239,2024-03-24,cerrado
EV000483,SOP071-000240,2024-03-24,abierto
EV000484,SOP071-000241,2024-03-24,abierto
EV000485,SOP071-000241,2024-03-25,cerrado
EV000486,SOP071-000241,2024-03-26,abierto
EV000487,SOP071-000241,2024-03-28,cerrado
EV000488,SOP071-000242,2024-03-24,abierto
EV000489,SOP071-000242,2024-03-25,cerrado
EV000490,SOP071-000243,2024-03-25,abierto
EV000491,SOP071-000244,2024-03-25,abierto
EV000492,SOP071-000244,2024-03-26,cerrado
EV000493,SOP071-000244,2024-03-27,abierto
EV000494,SOP071-000244,2024-03-29,cerrado
EV000495,SOP071-000245,2024-03-25,abierto
EV000496,SOP071-000245,2024-03-26,cerrado
EV000497,SOP071-000246,2024-03-26,abierto
EV000498,SOP071-000246,2024-03-29,cerrado
EV000499,SOP071-000247,2024-03-26,abierto
EV000500,SOP071-000247,2024-03-27,cerrado
EV000501,SOP071-000248,2024-03-26,abierto
EV000502,SOP071-000248,2024-03-27,cerrado
EV000503,SOP071-000249,2024-03-27,abierto
EV000504,SOP071-000249,2024-03-28,cerrado
EV000505,SOP071-000249,2024-03-29,abierto
EV000506,SOP071-000249,2024-03-31,cerrado
EV000507,SOP071-000250,2024-03-27,abierto
EV000508,SOP071-000250,2024-03-28,cerrado
EV000509,SOP071-000251,2024-03-28,abierto
EV000510,SOP071-000251,2024-03-29,cerrado
EV000511,SOP071-000252,2024-03-28,abierto
EV000512,SOP071-000253,2024-03-28,abierto
EV000513,SOP071-000254,2024-03-29,abierto
EV000514,SOP071-000254,2024-03-30,cerrado
EV000515,SOP071-000255,2024-03-29,abierto
EV000516,SOP071-000255,2024-03-30,cerrado
EV000517,SOP071-000256,2024-03-29,abierto
EV000518,SOP071-000256,2024-03-30,cerrado
EV000519,SOP071-000257,2024-03-30,abierto
EV000520,SOP071-000257,2024-03-31,cerrado
EV000521,SOP071-000258,2024-03-30,abierto
EV000522,SOP071-000258,2024-03-31,cerrado
EV000523,SOP071-000259,2024-03-30,abierto
EV000524,SOP071-000260,2024-03-31,abierto
EV000525,SOP071-000260,2024-04-01,cerrado
EV000526,SOP071-000261,2024-03-31,abierto
EV000527,SOP071-000261,2024-04-02,cerrado
EV000528,SOP071-000262,2024-03-31,abierto
EV000529,SOP071-000262,2024-04-01,cerrado
EV000530,SOP071-000263,2024-04-01,abierto
EV000531,SOP071-000263,2024-04-02,cerrado
EV000532,SOP071-000263,2024-04-03,abierto
EV000533,SOP071-000263,2024-04-05,cerrado
EV000534,SOP071-000264,2024-04-01,abierto
EV000535,SOP071-000264,2024-04-02,cerrado
EV000536,SOP071-000265,2024-04-01,abierto
EV000537,SOP071-000265,2024-04-02,cerrado
EV000538,SOP071-000266,2024-04-02,abierto
EV000539,SOP071-000266,2024-04-03,cerrado
EV000540,SOP071-000267,2024-04-02,abierto
EV000541,SOP071-000268,2024-04-02,abierto
EV000542,SOP071-000268,2024-04-03,cerrado
EV000543,SOP071-000269,2024-04-03,abierto
EV000544,SOP071-000270,2024-04-03,abierto
EV000545,SOP071-000270,2024-04-04,cerrado
EV000546,SOP071-000270,2024-04-05,abierto
EV000547,SOP071-000270,2024-04-07,cerrado
EV000548,SOP071-000271,2024-04-03,abierto
EV000549,SOP071-000271,2024-04-04,cerrado
EV000550,SOP071-000272,2024-04-04,abierto
EV000551,SOP071-000272,2024-04-05,cerrado
EV000552,SOP071-000272,2024-04-06,abierto
EV000553,SOP071-000272,2024-04-08,cerrado
EV000554,SOP071-000273,2024-04-04,abierto
EV000555,SOP071-000273,2024-04-05,cerrado
EV000556,SOP071-000273,2024-04-06,abierto
EV000557,SOP071-000273,2024-04-08,cerrado
EV000558,SOP071-000274,2024-04-05,abierto
EV000559,SOP071-000274,2024-04-06,cerrado
EV000560,SOP071-000274,2024-04-07,abierto
EV000561,SOP071-000274,2024-04-09,cerrado
EV000562,SOP071-000275,2024-04-05,abierto
EV000563,SOP071-000275,2024-04-06,cerrado
EV000564,SOP071-000276,2024-04-05,abierto
EV000565,SOP071-000277,2024-04-06,abierto
EV000566,SOP071-000277,2024-04-07,cerrado
EV000567,SOP071-000278,2024-04-06,abierto
EV000568,SOP071-000278,2024-04-07,cerrado
EV000569,SOP071-000279,2024-04-06,abierto
EV000570,SOP071-000279,2024-04-07,cerrado
