registro_id,fecha,equipo,canal,prioridad,minutos_resolucion,estado,reabierto
SOP091-000030,2024-01-05,E3,correo,normal,986.5,cerrado,0
SOP091-000031,2024-01-05,E1,web,alta,4632.5,cerrado,1
SOP091-000032,2024-01-06,E2,telefono,baja,150.9,cerrado,0
SOP091-000033,2024-01-06,E3,telefono,alta,273.5,cerrado,0
SOP091-000034,2024-01-06,E1,web,normal,1050.1,cerrado,0
SOP091-000035,2024-01-06,E2,correo,baja,200.8,cerrado,0
SOP091-000036,2024-01-06,E3,correo,normal,1148.6,cerrado,0
SOP091-000037,2024-01-06,E1,telefono,normal,4720.0,cerrado,1
SOP091-000038,2024-01-07,E2,telefono,baja,4373.1,cerrado,1
SOP091-000039,2024-01-07,E3,web,normal,430.8,cerrado,0
SOP091-000040,2024-01-07,E1,correo,normal,1401.7,cerrado,0
SOP091-000041,2024-01-07,E2,telefono,alta,2232.8,cerrado,0
SOP091-000042,2024-01-07,E3,correo,baja,954.4,cerrado,0
SOP091-000043,2024-01-07,E1,web,baja,619.1,cerrado,0
SOP091-000044,2024-01-07,E2,web,baja,2350.3,cerrado,0
SOP091-000045,2024-01-08,E3,correo,normal,720.3,cerrado,0
SOP091-000046,2024-01-08,E1,telefono,alta,525.4,cerrado,0
SOP091-000047,2024-01-08,E2,web,alta,4568.3,cerrado,0
SOP091-000048,2024-01-08,E3,correo,baja,,abierto,0
SOP091-000049,2024-01-08,E1,correo,baja,,abierto,0
SOP091-000050,2024-01-08,E2,web,alta,,abierto,0
SOP091-000051,2024-01-09,E3,correo,normal,305.9,cerrado,0
SOP091-000052,2024-01-09,E1,correo,baja,1238.2,cerrado,0
SOP091-000053,2024-01-09,E2,correo,baja,958.8,cerrado,0
SOP091-000054,2024-01-09,E3,telefono,normal,1540.4,cerrado,0
SOP091-000055,2024-01-09,E1,web,baja,639.2,cerrado,0
SOP091-000056,2024-01-09,E2,correo,normal,,abierto,0
SOP091-000057,2024-01-10,E3,web,baja,149.1,cerrado,0
SOP091-000058,2024-01-10,E1,correo,alta,429.2,cerrado,0
SOP091-000059,2024-01-10,E2,telefono,normal,,abierto,0
SOP091-000060,2024-01-10,E3,telefono,normal,1295.5,cerrado,0
SOP091-000061,2024-01-10,E1,web,normal,61.1,cerrado,0
SOP091-000062,2024-01-10,E2,correo,alta,495.9,cerrado,0
SOP091-000063,2024-01-11,E3,telefono,baja,598.1,cerrado,0
SOP091-000064,2024-01-11,E1,web,alta,372.4,cerrado,0
SOP091-000065,2024-01-11,E2,web,normal,864.8,cerrado,0
SOP091-000066,2024-01-11,E3,telefono,normal,259.3,cerrado,0
SOP091-000067,2024-01-11,E1,telefono,alta,591.5,cerrado,0
SOP091-000068,2024-01-11,E2,telefono,alta,308.2,cerrado,0
SOP091-000069,2024-01-12,E3,web,alta,3532.4,cerrado,0
SOP091-000070,2024-01-12,E1,telefono,alta,263.2,cerrado,0
SOP091-000071,2024-01-12,E2,telefono,normal,,abierto,0
SOP091-000072,2024-01-12,E3,telefono,alta,482.5,cerrado,0
SOP091-000073,2024-01-12,E1,telefono,normal,1059.5,cerrado,0
SOP091-000074,2024-01-12,E2,web,normal,4551.3,cerrado,1
SOP091-000075,2024-01-13,E3,correo,baja,382.2,cerrado,0
SOP091-000076,2024-01-13,E1,telefono,alta,3920.3,cerrado,0
SOP091-000077,2024-01-13,E2,web,baja,,abierto,0
SOP091-000078,2024-01-13,E3,web,normal,426.0,cerrado,0
SOP091-000079,2024-01-13,E1,telefono,baja,1020.7,cerrado,0
SOP091-000080,2024-01-13,E2,correo,normal,4719.5,cerrado,1
SOP091-000081,2024-01-13,E3,correo,normal,439.2,cerrado,0
SOP091-000082,2024-01-14,E1,web,normal,436.1,cerrado,0
SOP091-000083,2024-01-14,E2,correo,alta,1293.2,cerrado,0
SOP091-000084,2024-01-14,E3,telefono,normal,,cerrado,0
SOP091-000085,2024-01-14,E1,telefono,normal,790.3,cerrado,0
SOP091-000086,2024-01-14,E2,web,normal,451.3,cerrado,0
SOP091-000087,2024-01-14,E3,correo,normal,254.1,cerrado,0
SOP091-000088,2024-01-15,E1,telefono,normal,385.9,cerrado,0
SOP091-000089,2024-01-15,E2,web,normal,102.4,cerrado,0
SOP091-000090,2024-01-15,E3,correo,baja,646.5,cerrado,0
SOP091-000091,2024-01-15,E1,web,alta,,abierto,0
SOP091-000092,2024-01-15,E2,correo,alta,140.5,cerrado,0
SOP091-000093,2024-01-15,E3,telefono,normal,,abierto,0
SOP091-000094,2024-01-16,E1,web,normal,523.4,cerrado,0
SOP091-000095,2024-01-16,E2,web,baja,,abierto,0
SOP091-000096,2024-01-16,E3,correo,alta,1233.6,cerrado,0
SOP091-000097,2024-01-16,E1,web,alta,174.6,cerrado,0
SOP091-000098,2024-01-16,E2, WEB ,normal,319.8,cerrado,0
SOP091-000099,2024-01-16,E3,telefono,baja,4783.9,cerrado,1
SOP091-000100,2024-01-17,E1,correo,normal,311.2,cerrado,0
SOP091-000101,2024-01-17,E2,web,baja,2423.2,cerrado,0
SOP091-000102,2024-01-17,E3,web,baja,221.6,cerrado,0
SOP091-000103,2024-01-17,E1,correo,baja,262.8,cerrado,0
SOP091-000104,2024-01-17,E2,correo,baja,370.8,cerrado,0
SOP091-000105,2024-01-17,E3,web,alta,5396.4,cerrado,1
SOP091-000106,2024-01-18,E1,correo,alta,,abierto,0
SOP091-000107,2024-01-18,E2,web,normal,545.0,cerrado,0
SOP091-000108,2024-01-18,E3,telefono,normal,4659.2,cerrado,1
SOP091-000109,2024-01-18,E1,telefono,normal,5765.0,cerrado,1
SOP091-000110,2024-01-18,E2,web,alta,515.0,cerrado,0
SOP091-000111,2024-01-18,E3,web,baja,77.8,cerrado,0
SOP091-000112,2024-01-19,E1,telefono,baja,281.6,cerrado,0
SOP091-000113,2024-01-19,E2,telefono,normal,1127.0,cerrado,0
SOP091-000114,2024-01-19,E3,correo,baja,,abierto,0
SOP091-000115,2024-01-19,E1,telefono,normal,216.8,cerrado,0
SOP091-000116,2024-01-19,E2,correo,normal,1217.9,cerrado,0
SOP091-000117,2024-01-19,E3,web,normal,,abierto,0
SOP091-000118,2024-01-20,E1,telefono,normal,192.5,cerrado,0
SOP091-000119,2024-01-20,E2,web,normal,829.9,cerrado,0
SOP091-000120,2024-01-20,E3,correo,normal,439.6,cerrado,0
SOP091-000121,2024-01-20,E1,web,normal,377.8,cerrado,0
SOP091-000122,2024-01-20,E2,telefono,normal,1584.1,cerrado,0
SOP091-000123,2024-01-20,E3,telefono,baja,,abierto,0
SOP091-000124,2024-01-20,E1,web,normal,,abierto,0
SOP091-000125,2024-01-21,E2,correo,normal,895.3,cerrado,0
SOP091-000126,2024-01-21,E3,web,alta,4858.5,cerrado,1
SOP091-000127,2024-01-21,E1,web,normal,274.5,cerrado,0
SOP091-000128,2024-01-21,E2,web,normal,4623.8,cerrado,1
SOP091-000129,2024-01-21,E3,correo,normal,5800.0,cerrado,1
SOP091-000130,2024-01-21,E1,telefono,baja,471.9,cerrado,0
SOP091-000131,2024-01-22,E2,telefono,normal,658.6,cerrado,0
SOP091-000132,2024-01-22,E3,web,alta,2185.7,cerrado,0
SOP091-000133,2024-01-22,E1,telefono,normal,1292.2,cerrado,0
SOP091-000134,2024-01-22,E2,web,alta,398.5,cerrado,0
SOP091-000135,2024-01-22,E3,correo,normal,,abierto,0
SOP091-000136,2024-01-22,E1,telefono,normal,,abierto,0
SOP091-000137,2024-01-23,E2,correo,normal,1114.7,cerrado,0
SOP091-000138,2024-01-23,E3,telefono,normal,993.7,cerrado,0
SOP091-000139,2024-01-23,E1,telefono,baja,264.8,cerrado,0
SOP091-000140,2024-01-23,E2,correo,normal,338.7,cerrado,0
SOP091-000141,2024-01-23,E3,telefono,alta,,abierto,0
SOP091-000142,2024-01-23,E1,correo,baja,623.6,cerrado,0
SOP091-000143,2024-01-24,E2,web,normal,349.2,cerrado,0
SOP091-000144,2024-01-24,E3,telefono,baja,1673.9,cerrado,0
SOP091-000145,2024-01-24,E1,web,alta,295.8,cerrado,0
SOP091-000146,2024-01-24,E2,web,normal,944.9,cerrado,0
SOP091-000147,2024-01-24,E3,telefono,normal,814.8,cerrado,0
SOP091-000148,2024-01-24,E1,web,normal,462.2,cerrado,0
SOP091-000149,2024-01-25,E2,web,normal,4904.7,cerrado,1
SOP091-000150,2024-01-25,E3,correo,baja,729.9,cerrado,0
SOP091-000151,2024-01-25,E1,telefono,baja,60.7,cerrado,0
SOP091-000152,2024-01-25,E2,telefono,baja,455.1,cerrado,0
SOP091-000153,2024-01-25,E3,web,baja,4900.3,cerrado,0
SOP091-000154,2024-01-25,E1,correo,normal,451.4,cerrado,0
SOP091-000155,2024-01-26,E2,web,baja,,abierto,0
SOP091-000156,2024-01-26,E3,telefono,alta,299.1,cerrado,0
SOP091-000157,2024-01-26,E1,web,normal,178.2,cerrado,0
SOP091-000158,2024-01-26,E2,correo,normal,1119.6,cerrado,0
SOP091-000159,2024-01-26,E3,web,normal,182.9,cerrado,0
SOP091-000160,2024-01-26,E1,correo,baja,4633.8,cerrado,1
SOP091-000161,2024-01-26,E2,web,alta,,abierto,0
SOP091-000162,2024-01-27,E3,web,alta,5015.8,cerrado,1
SOP091-000163,2024-01-27,E1,telefono,normal,,abierto,0
SOP091-000164,2024-01-27,E2,correo,normal,,abierto,0
SOP091-000165,2024-01-27,E3,web,normal,821.4,cerrado,0
SOP091-000166,2024-01-27,E1,telefono,alta,4621.7,cerrado,1
SOP091-000167,2024-01-27,E2,correo,normal,,cerrado,1
SOP091-000168,2024-01-28,E3,telefono,baja,333.7,cerrado,0
SOP091-000169,2024-01-28,E1,telefono,normal,654.9,cerrado,0
SOP091-000170,2024-01-28,E2,correo,normal,3288.0,cerrado,0
SOP091-000171,2024-01-28,E3,web,normal,340.4,cerrado,0
SOP091-000172,2024-01-28,E1,web,baja,4517.5,cerrado,1
SOP091-000173,2024-01-28,E2,correo,baja,688.6,cerrado,0
SOP091-000174,2024-01-29,E3,web,alta,2026.4,cerrado,0
SOP091-000175,2024-01-29,E1,telefono,baja,5773.6,cerrado,0
SOP091-000176,2024-01-29,E2,correo,alta,802.8,cerrado,0
SOP091-000177,2024-01-29,E3,web,normal,1143.3,cerrado,0
SOP091-000178,2024-01-29,E1,correo,normal,4755.4,cerrado,1
SOP091-000179,2024-01-29,E2,telefono,baja,622.7,cerrado,0
SOP091-000180,2024-01-30,E3,web,alta,385.0,cerrado,0
SOP091-000181,2024-01-30,E1,correo,alta,4584.3,cerrado,1
SOP091-000182,2024-01-30,E2,correo,baja,,abierto,0
SOP091-000183,2024-01-30,E3,web,baja,491.1,cerrado,0
SOP091-000184,2024-01-30,E1,correo,normal,401.9,cerrado,0
SOP091-000185,2024-01-30,E2,web,alta,1574.3,cerrado,0
SOP091-000186,2024-01-31,E3,correo,normal,4296.1,cerrado,0
SOP091-000187,2024-01-31,E1,telefono,normal,628.6,cerrado,0
SOP091-000188,2024-01-31,E2,telefono,baja,311.3,cerrado,0
SOP091-000189,2024-01-31,E3,telefono,normal,509.8,cerrado,0
SOP091-000190,2024-01-31,E1,telefono,normal,,abierto,0
SOP091-000191,2024-01-31,E2,telefono,baja,559.7,cerrado,0
SOP091-000192,2024-02-01,E3,telefono,normal,368.6,cerrado,0
SOP091-000193,2024-02-01,E1,telefono,normal,459.9,cerrado,0
SOP091-000194,2024-02-01,E2,correo,alta,645.6,cerrado,0
SOP091-000195,2024-02-01,E3, WEB ,baja,4676.0,cerrado,1
SOP091-000196,2024-02-01,E1,telefono,normal,745.8,cerrado,0
SOP091-000197,2024-02-01,E2,correo,normal,4820.9,cerrado,1
SOP091-000198,2024-02-02,E3,telefono,baja,1032.1,cerrado,0
SOP091-000199,2024-02-02,E1,telefono,alta,3550.3,cerrado,0
SOP091-000200,2024-02-02,E2,web,normal,504.6,cerrado,0
SOP091-000201,2024-02-02,E3,correo,normal,,abierto,0
SOP091-000202,2024-02-02,E1,telefono,baja,172.3,cerrado,0
SOP091-000203,2024-02-02,E2,correo,baja,416.4,cerrado,0
SOP091-000204,2024-02-02,E3,web,normal,191.9,cerrado,0
SOP091-000205,2024-02-03,E1,web,baja,,abierto,0
SOP091-000206,2024-02-03,E2,correo,normal,4115.8,cerrado,0
SOP091-000207,2024-02-03,E3,web,normal,206.2,cerrado,0
SOP091-000208,2024-02-03,E1,telefono,normal,287.7,cerrado,0
SOP091-000209,2024-02-03,E2,correo,alta,,abierto,0
SOP091-000210,2024-02-03,E3,web,alta,912.8,cerrado,0
SOP091-000211,2024-02-04,E1,correo,alta,1190.3,cerrado,0
SOP091-000212,2024-02-04,E2,correo,alta,"1890,5",cerrado,0
SOP091-000213,2024-02-04,E3,telefono,normal,2579.6,cerrado,0
SOP091-000214,2024-02-04,E1,correo,normal,,abierto,0
SOP091-000215,2024-02-04,E2,correo,baja,4983.3,cerrado,1
SOP091-000216,2024-02-04,E3,web,alta,313.7,cerrado,0
SOP091-000217,2024-02-05,E1,correo,normal,,abierto,0
SOP091-000218,2024-02-05,E2,web,baja,327.8,cerrado,0
SOP091-000219,2024-02-05,E3,correo,normal,526.8,cerrado,0
SOP091-000220,2024-02-05,E1,correo,alta,4598.4,cerrado,1
SOP091-000221,2024-02-05,E2,correo,normal,1059.2,cerrado,0
SOP091-000222,2024-02-05,E3,correo,normal,6021.2,cerrado,1
SOP091-000223,2024-02-06,E1,web,alta,4460.1,cerrado,1
SOP091-000224,2024-02-06,E2,correo,normal,712.4,cerrado,0
SOP091-000225,2024-02-06,E3,telefono,normal,913.0,cerrado,0
SOP091-000226,2024-02-06,E1,correo,baja,39.1,cerrado,0
SOP091-000227,2024-02-06,E2,telefono,baja,510.1,cerrado,0
SOP091-000228,2024-02-06,E3,correo,alta,313.5,cerrado,0
SOP091-000229,2024-02-07,E1,telefono,normal,,abierto,0
SOP091-000230,2024-02-07,E2,telefono,normal,393.4,cerrado,0
SOP091-000231,2024-02-07,E3,telefono,normal,5864.0,cerrado,1
SOP091-000232,2024-02-07,E1,telefono,baja,1324.9,cerrado,0
SOP091-000233,2024-02-07,E2,correo,baja,,abierto,0
SOP091-000234,2024-02-07,E3,telefono,baja,113.0,cerrado,0
SOP091-000235,2024-02-08,E1,telefono,normal,793.8,cerrado,0
SOP091-000236,2024-02-08,E2,web,baja,99.3,cerrado,0
SOP091-000237,2024-02-08,E3,web,normal,1179.3,cerrado,0
SOP091-000238,2024-02-08,E1,web,baja,599.0,cerrado,0
SOP091-000239,2024-02-08,E2,correo,normal,106.8,cerrado,0
SOP091-000240,2024-02-08,E3,correo,normal,451.4,cerrado,0
SOP091-000241,2024-02-08,E1,web,baja,4603.8,cerrado,1
SOP091-000242,2024-02-09,E2,telefono,alta,212.4,cerrado,0
SOP091-000243,2024-02-09,E3,web,normal,186.3,cerrado,0
SOP091-000244,2024-02-09,E1,correo,normal,4707.9,cerrado,1
SOP091-000245,2024-02-09,E2,web,baja,,abierto,0
SOP091-000246,2024-02-09,E3,web,alta,940.3,cerrado,0
SOP091-000247,2024-02-09,E1,correo,alta,886.1,cerrado,0
SOP091-000248,2024-02-10,E2,web,normal,1995.1,cerrado,0
SOP091-000249,2024-02-10,E3,web,alta,331.7,cerrado,0
SOP091-000250,2024-02-10,E1,web,normal,,cerrado,0
SOP091-000251,2024-02-10,E2,correo,alta,273.0,cerrado,0
SOP091-000252,2024-02-10,E3,web,baja,873.9,cerrado,0
SOP091-000253,2024-02-10,E1,telefono,alta,,abierto,0
SOP091-000254,2024-02-11,E2,web,baja,298.0,cerrado,0
SOP091-000255,2024-02-11,E3,web,alta,4782.8,cerrado,1
SOP091-000256,2024-02-11,E1,correo,normal,1890.4,cerrado,0
SOP091-000257,2024-02-11,E2,web,baja,582.1,cerrado,0
SOP091-000258,2024-02-11,E3,correo,baja,2950.5,cerrado,0
SOP091-000259,2024-02-11,E1,telefono,baja,114.9,cerrado,0
SOP091-000260,2024-02-12,E2,telefono,alta,,abierto,0
SOP091-000261,2024-02-12,E3,correo,alta,1497.5,cerrado,0
SOP091-000262,2024-02-12,E1,telefono,normal,1039.6,cerrado,0
SOP091-000263,2024-02-12,E2,telefono,normal,919.3,cerrado,0
SOP091-000264,2024-02-12,E3,correo,normal,1243.9,cerrado,0
SOP091-000265,2024-02-12,E1,web,baja,314.0,cerrado,0
SOP091-000266,2024-02-13,E2,web,baja,146.4,cerrado,0
SOP091-000267,2024-02-13,E3,telefono,normal,2454.0,cerrado,0
SOP091-000268,2024-02-13,E1,telefono,normal,267.2,cerrado,0
SOP091-000269,2024-02-13,E2,correo,baja,,abierto,0
SOP091-000270,2024-02-13,E3,correo,normal,772.0,cerrado,0
SOP091-000271,2024-02-13,E1,telefono,alta,598.4,cerrado,0
SOP091-000272,2024-02-14,E2,correo,normal,443.4,cerrado,0
SOP091-000273,2024-02-14,E3,telefono,alta,1353.0,cerrado,0
SOP091-000274,2024-02-14,E1,web,baja,4869.3,cerrado,1
SOP091-000275,2024-02-14,E2,web,baja,772.6,cerrado,0
SOP091-000276,2024-02-14,E3,telefono,alta,4768.6,cerrado,1
SOP091-000277,2024-02-14,E1,web,alta,444.7,cerrado,0
SOP091-000278,2024-02-14,E2,web,normal,211.1,cerrado,0
SOP091-000279,2024-02-15,E3,telefono,normal,,abierto,0
SOP091-000280,2024-02-15,E1,web,normal,466.5,cerrado,0
SOP091-000281,2024-02-15,E2,telefono,normal,606.2,cerrado,0
SOP091-000282,2024-02-15,E3,correo,baja,322.7,cerrado,0
SOP091-000283,2024-02-15,E1,telefono,normal,301.7,cerrado,0
SOP091-000284,2024-02-15,E2,web,normal,431.4,cerrado,0
SOP091-000285,2024-02-16,E3,web,alta,513.2,cerrado,0
SOP091-000286,2024-02-16,E1,telefono,normal,290.8,cerrado,0
SOP091-000287,2024-02-16,E2,telefono,alta,,abierto,0
SOP091-000288,2024-02-16,E3,telefono,normal,1633.3,cerrado,0
SOP091-000289,2024-02-16,E1,web,normal,347.8,cerrado,0
SOP091-000290,2024-02-16,E2,correo,normal,280.4,cerrado,0
SOP091-000291,2024-02-17,E3,web,alta,,abierto,0
SOP091-000292,2024-02-17,E1, CORREO ,normal,653.8,cerrado,0
SOP091-000293,2024-02-17,E2,web,normal,384.4,cerrado,0
SOP091-000294,2024-02-17,E3,web,normal,,abierto,0
SOP091-000295,2024-02-17,E1,telefono,normal,238.5,cerrado,0
SOP091-000296,2024-02-17,E2,telefono,normal,242.8,cerrado,0
SOP091-000297,2024-02-18,E3,web,normal,4871.0,cerrado,1
SOP091-000298,2024-02-18,E1,telefono,alta,501.6,cerrado,0
SOP091-000299,2024-02-18,E2,telefono,normal,1163.7,cerrado,0
SOP091-000300,2024-02-18,E3,telefono,baja,534.9,cerrado,0
SOP091-000301,2024-02-18,E1,telefono,baja,320.1,cerrado,0
SOP091-000302,2024-02-18,E2,telefono,normal,240.4,cerrado,0
SOP091-000303,2024-02-19,E3,web,normal,6384.0,cerrado,1
SOP091-000304,2024-02-19,E1,web,alta,4404.2,cerrado,1
SOP091-000305,2024-02-19,E2,web,normal,311.5,cerrado,0
SOP091-000306,2024-02-19,E3,web,alta,167.6,cerrado,0
SOP091-000307,2024-02-19,E1,web,alta,4895.8,cerrado,1
SOP091-000308,2024-02-19,E2,web,normal,1293.1,cerrado,0
SOP091-000309,2024-02-20,E3,web,baja,499.4,cerrado,0
SOP091-000310,2024-02-20,E1,web,baja,4560.8,cerrado,1
SOP091-000311,2024-02-20,E2,correo,baja,,abierto,0
SOP091-000312,2024-02-20,E3,correo,normal,725.6,cerrado,0
SOP091-000313,2024-02-20,E1,web,alta,295.4,cerrado,0
SOP091-000314,2024-02-20,E2,telefono,normal,,abierto,0
SOP091-000315,2024-02-21,E3,web,alta,6448.0,cerrado,1
SOP091-000316,2024-02-21,E1,web,normal,825.5,cerrado,0
SOP091-000317,2024-02-21,E2,correo,normal,280.5,cerrado,0
SOP091-000318,2024-02-21,E3,web,normal,638.0,cerrado,0
SOP091-000319,2024-02-21,E1,web,normal,,abierto,0
SOP091-000320,2024-02-21,E2,telefono,alta,4646.4,cerrado,1
SOP091-000321,2024-02-21,E3,web,normal,652.3,cerrado,0
SOP091-000322,2024-02-22,E1,telefono,alta,432.1,cerrado,0
SOP091-000323,2024-02-22,E2,correo,normal,,abierto,0
SOP091-000324,2024-02-22,E3,web,alta,118.1,cerrado,0
SOP091-000325,2024-02-22,E1,telefono,baja,179.4,cerrado,0
SOP091-000326,2024-02-22,E2,web,alta,429.8,cerrado,0
SOP091-000327,2024-02-22,E3,web,normal,1711.9,cerrado,0
SOP091-000328,2024-02-23,E1,web,alta,,abierto,0
SOP091-000329,2024-02-23,E2,web,normal,6197.2,cerrado,1
SOP091-000330,2024-02-23,E3,telefono,alta,4528.9,cerrado,1
SOP091-000331,2024-02-23,E1,web,normal,4493.4,cerrado,1
SOP091-000332,2024-02-23,E2,telefono,normal,,abierto,0
SOP091-000333,2024-02-23,E3,telefono,alta,,cerrado,0
SOP091-000334,2024-02-24,E1,correo,baja,282.5,cerrado,0
SOP091-000335,2024-02-24,E2,telefono,alta,667.0,cerrado,0
SOP091-000336,2024-02-24,E3,correo,baja,188.7,cerrado,0
SOP091-000337,2024-02-24,E1,correo,baja,152.7,cerrado,0
SOP091-000338,2024-02-24,E2,web,alta,3561.4,cerrado,0
SOP091-000339,2024-02-24,E3,correo,alta,,abierto,0
SOP091-000340,2024-02-25,E1,web,normal,680.4,cerrado,0
SOP091-000341,2024-02-25,E2,telefono,normal,212.3,cerrado,0
SOP091-000342,2024-02-25,E3,web,normal,,abierto,0
SOP091-000343,2024-02-25,E1,web,baja,,abierto,0
SOP091-000344,2024-02-25,E2,correo,normal,3039.6,cerrado,0
SOP091-000345,2024-02-25,E3,correo,baja,146.0,cerrado,0
SOP091-000346,2024-02-26,E1,web,normal,6323.7,cerrado,0
SOP091-000347,2024-02-26,E2,correo,baja,128.5,cerrado,0
SOP091-000348,2024-02-26,E3,web,alta,549.4,cerrado,0
SOP091-000349,2024-02-26,E1,web,normal,1013.9,cerrado,0
SOP091-000350,2024-02-26,E2,web,normal,627.3,cerrado,0
SOP091-000351,2024-02-26,E3,telefono,normal,,abierto,0
SOP091-000352,2024-02-27,E1,telefono,normal,248.8,cerrado,0
SOP091-000353,2024-02-27,E2,telefono,normal,163.5,cerrado,0
SOP091-000354,2024-02-27,E3,telefono,alta,,abierto,0
SOP091-000355,2024-02-27,E1,web,alta,,abierto,0
SOP091-000356,2024-02-27,E2,web,normal,821.6,cerrado,0
SOP091-000357,2024-02-27,E3,telefono,baja,2290.9,cerrado,0
SOP091-000358,2024-02-27,E1,telefono,normal,253.8,cerrado,0
SOP091-000359,2024-02-28,E2,web,alta,2536.3,cerrado,0
SOP091-000360,2024-02-28,E3,correo,baja,912.0,cerrado,0
SOP091-000361,2024-02-28,E1,web,normal,126.9,cerrado,0
SOP091-000362,2024-02-28,E2,telefono,normal,,abierto,0
SOP091-000363,2024-02-28,E3,correo,normal,521.5,cerrado,0
SOP091-000364,2024-02-28,E1,correo,baja,228.4,cerrado,0
SOP091-000365,2024-02-29,E2,web,normal,5309.7,cerrado,1
SOP091-000366,2024-02-29,E3,correo,normal,1640.9,cerrado,0
SOP091-000367,2024-02-29,E1,correo,baja,177.8,cerrado,0
SOP091-000368,2024-02-29,E2,web,alta,191.0,cerrado,0
SOP091-000369,2024-02-29,E3,correo,alta,537.9,cerrado,0
SOP091-000370,2024-02-29,E1,correo,normal,960.5,cerrado,0
SOP091-000371,2024-03-01,E2,web,baja,,abierto,0
SOP091-000372,2024-03-01,E3,telefono,normal,327.0,cerrado,0
SOP091-000373,2024-03-01,E1,telefono,alta,1483.7,cerrado,0
SOP091-000374,2024-03-01,E2,correo,normal,730.5,cerrado,0
SOP091-000375,2024-03-01,E3,telefono,normal,2201.1,cerrado,0
SOP091-000376,2024-03-01,E1,correo,normal,365.0,cerrado,0
SOP091-000377,2024-03-02,E2,correo,baja,954.3,cerrado,0
SOP091-000378,2024-03-02,E3,correo,normal,3292.1,cerrado,0
SOP091-000379,2024-03-02,E1,telefono,normal,308.3,cerrado,0
SOP091-000380,2024-03-02,E2,web,normal,612.5,cerrado,0
SOP091-000381,2024-03-02,E3,correo,baja,,abierto,0
SOP091-000382,2024-03-02,E1,correo,baja,833.6,cerrado,0
SOP091-000383,2024-03-03,E2,web,normal,548.1,cerrado,0
SOP091-000384,2024-03-03,E3,correo,normal,7119.2,cerrado,0
SOP091-000385,2024-03-03,E1,correo,baja,1773.2,cerrado,0
SOP091-000386,2024-03-03,E2,telefono,normal,448.7,cerrado,0
SOP091-000387,2024-03-03,E3,correo,alta,5472.7,cerrado,1
SOP091-000388,2024-03-03,E1,web,alta,,abierto,0
SOP091-000389,2024-03-04,E2, TELEFONO ,alta,454.2,cerrado,0
SOP091-000390,2024-03-04,E3,web,baja,5579.7,cerrado,1
SOP091-000391,2024-03-04,E1,correo,normal,206.4,cerrado,0
SOP091-000392,2024-03-04,E2,web,baja,1820.8,cerrado,0
SOP091-000393,2024-03-04,E3,telefono,normal,1884.9,cerrado,0
SOP091-000394,2024-03-04,E1,telefono,baja,,abierto,0
SOP091-000395,2024-03-05,E2,telefono,alta,182.4,cerrado,0
SOP091-000396,2024-03-05,E3,telefono,normal,880.3,cerrado,0
SOP091-000397,2024-03-05,E1,telefono,baja,2274.9,cerrado,0
SOP091-000398,2024-03-05,E2,telefono,alta,78.8,cerrado,0
SOP091-000399,2024-03-05,E3,web,normal,875.2,cerrado,0
SOP091-000400,2024-03-05,E1,web,alta,226.1,cerrado,0
SOP091-000401,2024-03-05,E2,telefono,normal,843.6,cerrado,0
