registro_id,fecha,zona,canal,invitado,responde,satisfaccion,peso
ENC029-000216,2024-06-15,sur,telefono,1,1,3,22.929936
ENC029-000217,2024-06-16,norte,web,1,1,4,15.189873
ENC029-000218,2024-06-16,centro,web,1,1,2,38.216561
ENC029-000219,2024-06-17,sur,telefono,1,1,4,22.929936
ENC029-000220,2024-06-18,norte,web,1,1,5,15.189873
ENC029-000221,2024-06-19,centro,telefono,1,0,,38.216561
ENC029-000222,2024-06-19,sur,telefono,1,0,,22.929936
ENC029-000223,2024-06-20,norte,web,1,1,5,15.189873
ENC029-000224,2024-06-21,centro,web,1,0,,38.216561
ENC029-000225,2024-06-22,sur,telefono,1,1,3,22.929936
ENC029-000226,2024-06-22,norte,telefono,1,1,5,15.189873
ENC029-000227,2024-06-23,centro,web,1,1,3,38.216561
ENC029-000228,2024-06-24,sur,web,1,1,3,22.929936
ENC029-000229,2024-06-25,norte,telefono,1,0,,15.189873
ENC029-000230,2024-06-26,centro,web,1,0,,38.216561
ENC029-000231,2024-06-26,sur,telefono,1,1,4,22.929936
ENC029-000232,2024-06-27,norte,telefono,1,1,5,15.189873
ENC029-000233,2024-06-28,centro,telefono,1,0,,38.216561
ENC029-000234,2024-06-29,sur,telefono,1,1,4,22.929936
ENC029-000235,2024-06-29,norte,web,1,0,,15.189873
ENC029-000236,2024-06-30,centro,telefono,1,1,4,38.216561
ENC029-000237,2024-07-01,sur,telefono,1,1,2,22.929936
ENC029-000238,2024-07-02,norte,web,1,1,5,15.189873
ENC029-000239,2024-07-03,centro,web,1,1,3,38.216561
ENC029-000240,2024-07-03,sur,telefono,1,0,,22.929936
ENC029-000241,2024-07-04,norte,web,1,1,4,15.189873
ENC029-000242,2024-07-05,centro,telefono,1,1,3,38.216561
ENC029-000243,2024-07-06,sur,telefono,1,0,,22.929936
ENC029-000244,2024-07-06,norte,web,1,0,,15.189873
ENC029-000245,2024-07-07,centro,web,1,1,3,38.216561
ENC029-000246,2024-07-08,sur,web,1,0,,22.929936
ENC029-000247,2024-07-09,norte,telefono,1,0,,15.189873
ENC029-000248,2024-07-10,centro,web,1,0,,38.216561
ENC029-000249,2024-07-10,sur,telefono,1,1,2,22.929936
ENC029-000250,2024-07-11,norte,web,1,0,,15.189873
ENC029-000251,2024-07-12,centro,telefono,1,0,,38.216561
ENC029-000252,2024-07-13,sur,web,1,1,2,22.929936
ENC029-000253,2024-07-13,norte,telefono,1,0,,15.189873
ENC029-000254,2024-07-14,centro,telefono,1,0,,38.216561
ENC029-000255,2024-07-15,sur,web,1,1,5,22.929936
ENC029-000256,2024-07-16,norte,web,1,0,,15.189873
ENC029-000257,2024-07-16,centro,web,1,0,,38.216561
ENC029-000258,2024-07-17,sur,web,1,1,4,22.929936
ENC029-000259,2024-07-18,norte,web,1,0,,15.189873
ENC029-000260,2024-07-19,centro,web,1,0,,38.216561
ENC029-000261,2024-07-20,sur,telefono,1,1,5,22.929936
ENC029-000262,2024-07-20,norte,telefono,1,1,4,15.189873
ENC029-000263,2024-07-21,centro,web,1,0,,38.216561
ENC029-000264,2024-07-22,sur,telefono,1,1,3,22.929936
ENC029-000265,2024-07-23,norte,telefono,1,1,5,15.189873
ENC029-000266,2024-07-23,centro,telefono,1,1,4,38.216561
ENC029-000267,2024-07-24,sur,web,1,1,4,22.929936
ENC029-000268,2024-07-25,norte,telefono,1,1,4,15.189873
ENC029-000269,2024-07-26,centro,web,1,0,,38.216561
ENC029-000270,2024-07-27,sur,telefono,1,0,,22.929936
ENC029-000271,2024-07-27,norte,web,1,1,4,15.189873
ENC029-000272,2024-07-28,centro,telefono,1,0,,38.216561
ENC029-000273,2024-07-29,sur,telefono,1,1,5,22.929936
ENC029-000274,2024-07-30,norte,telefono,1,0,,15.189873
ENC029-000275,2024-07-30,centro,telefono,1,1,5,38.216561
ENC029-000276,2024-07-31,sur,telefono,1,0,,22.929936
ENC029-000277,2024-08-01,norte,telefono,1,1,3,15.189873
ENC029-000278,2024-08-02,centro,telefono,1,1,3,38.216561
ENC029-000279,2024-08-02,sur,web,1,0,,22.929936
ENC029-000280,2024-08-03,norte,web,1,1,5,15.189873
ENC029-000281,2024-08-04,centro,telefono,1,0,,38.216561
ENC029-000282,2024-08-05,sur,web,1,1,4,22.929936
ENC029-000283,2024-08-06,norte,web,1,1,5,15.189873
ENC029-000284,2024-08-06,centro,web,1,1,2,38.216561
ENC029-000285,2024-08-07,sur,telefono,1,1,3,22.929936
ENC029-000286,2024-08-08,norte,telefono,1,1,5,15.189873
ENC029-000287,2024-08-09,centro,telefono,1,0,,38.216561
ENC029-000288,2024-08-09,sur,web,1,1,3,22.929936
ENC029-000289,2024-08-10,norte,web,1,1,5,15.189873
ENC029-000290,2024-08-11,centro,web,1,1,3,38.216561
ENC029-000291,2024-08-12,sur,telefono,1,1,5,22.929936
ENC029-000292,2024-08-13, NORTE ,web,1,1,4,15.189873
ENC029-000293,2024-08-13,centro,telefono,1,1,2,38.216561
ENC029-000294,2024-08-14,sur,web,1,0,,22.929936
ENC029-000295,2024-08-15,norte,telefono,1,1,5,15.189873
ENC029-000296,2024-08-16,centro,web,1,0,,38.216561
ENC029-000297,2024-08-16,sur,web,1,1,4,22.929936
ENC029-000298,2024-08-17,norte,telefono,1,1,2,15.189873
ENC029-000299,2024-08-18,centro,telefono,1,1,2,38.216561
ENC029-000300,2024-08-19,sur,web,1,1,4,22.929936
ENC029-000301,2024-08-19,norte,telefono,1,1,4,15.189873
ENC029-000302,2024-08-20,centro,web,1,0,,38.216561
ENC029-000303,2024-08-21,sur,web,1,0,,22.929936
ENC029-000304,2024-08-22,norte,telefono,1,1,4,15.189873
ENC029-000305,2024-08-23,centro,telefono,1,0,,38.216561
ENC029-000306,2024-08-23,sur,web,1,1,4,22.929936
ENC029-000307,2024-08-24,norte,web,1,1,4,15.189873
ENC029-000308,2024-08-25,centro,telefono,1,0,,38.216561
ENC029-000309,2024-08-26,sur,telefono,1,0,,22.929936
ENC029-000310,2024-08-26,norte,web,1,0,,15.189873
ENC029-000311,2024-08-27,centro,telefono,1,0,,38.216561
ENC029-000312,2024-08-28,sur,web,1,1,4,22.929936
ENC029-000313,2024-08-29,norte,telefono,1,1,5,15.189873
ENC029-000314,2024-08-30,centro,telefono,1,1,5,38.216561
ENC029-000315,2024-08-30,sur,telefono,1,1,5,22.929936
ENC029-000316,2024-08-31,norte,web,1,1,4,15.189873
ENC029-000317,2024-09-01,centro,telefono,1,1,4,38.216561
ENC029-000318,2024-09-02,sur,telefono,1,1,3,22.929936
ENC029-000319,2024-09-02,norte,web,1,1,4,15.189873
ENC029-000320,2024-09-03,centro,web,1,1,1,38.216561
ENC029-000321,2024-09-04,sur,web,1,0,,22.929936
ENC029-000322,2024-09-05,norte,telefono,1,1,3,15.189873
ENC029-000323,2024-09-06,centro,web,1,0,,38.216561
ENC029-000324,2024-09-06,sur,web,1,1,4,22.929936
ENC029-000325,2024-09-07,norte,web,1,1,4,15.189873
ENC029-000326,2024-09-08,centro,web,1,1,4,38.216561
ENC029-000327,2024-09-09,sur,telefono,1,0,,22.929936
ENC029-000328,2024-09-09,norte,telefono,1,1,3,15.189873
ENC029-000329,2024-09-10,centro,web,1,1,3,38.216561
ENC029-000330,2024-09-11,sur,telefono,1,1,1,22.929936
ENC029-000331,2024-09-12,norte,web,1,0,,15.189873
ENC029-000332,2024-09-12,centro,web,1,1,3,38.216561
ENC029-000333,2024-09-13,sur,telefono,1,1,,22.929936
ENC029-000334,2024-09-14,norte,web,1,1,3,15.189873
ENC029-000335,2024-09-15,centro,telefono,1,0,,38.216561
ENC029-000336,2024-09-16,sur,telefono,1,0,,22.929936
ENC029-000337,2024-09-16,norte,web,1,1,5,15.189873
ENC029-000338,2024-09-17,centro,telefono,1,1,1,38.216561
ENC029-000339,2024-09-18,sur,telefono,1,0,,22.929936
ENC029-000340,2024-09-19,norte,web,1,0,,15.189873
ENC029-000341,2024-09-19,centro,telefono,1,1,2,38.216561
ENC029-000342,2024-09-20,sur,telefono,1,0,,22.929936
ENC029-000343,2024-09-21,norte,telefono,1,0,,15.189873
ENC029-000344,2024-09-22,centro,telefono,1,1,3,38.216561
ENC029-000345,2024-09-23,sur,telefono,1,1,5,22.929936
ENC029-000346,2024-09-23,norte,telefono,1,1,3,15.189873
ENC029-000347,2024-09-24,centro,web,1,1,2,38.216561
ENC029-000348,2024-09-25,sur,web,1,1,5,22.929936
ENC029-000349,2024-09-26,norte,telefono,1,1,4,15.189873
ENC029-000350,2024-09-26,centro,telefono,1,0,,38.216561
ENC029-000351,2024-09-27,sur,web,1,0,,22.929936
ENC029-000352,2024-09-28,norte,telefono,1,1,5,15.189873
ENC029-000353,2024-09-29,centro,telefono,1,0,,38.216561
ENC029-000354,2024-09-29,sur,telefono,1,0,,22.929936
ENC029-000355,2024-09-30,norte,web,1,1,3,15.189873
ENC029-000356,2024-10-01,centro,telefono,1,0,,38.216561
ENC029-000357,2024-10-02,sur,web,1,1,3,22.929936
ENC029-000358,2024-10-03,norte,web,1,1,3,15.189873
ENC029-000359,2024-10-03,centro,telefono,1,1,4,38.216561
ENC029-000360,2024-10-04,sur,web,1,0,,22.929936
ENC029-000361,2024-10-05,norte,telefono,1,1,4,15.189873
ENC029-000362,2024-10-06,centro,web,1,0,,38.216561
ENC029-000363,2024-10-06,sur,telefono,1,1,3,22.929936
ENC029-000364,2024-10-07,norte,web,1,1,5,15.189873
ENC029-000365,2024-10-08,centro,web,1,0,,38.216561
ENC029-000366,2024-10-09,sur,telefono,1,1,3,22.929936
ENC029-000367,2024-10-10,norte,web,1,1,4,15.189873
ENC029-000368,2024-10-10,centro,web,1,0,,38.216561
ENC029-000369,2024-10-11,sur,telefono,1,1,3,22.929936
ENC029-000370,2024-10-12,norte,web,1,1,3,15.189873
ENC029-000371,2024-10-13,centro,telefono,1,0,,38.216561
ENC029-000372,2024-10-13,sur,telefono,1,0,,22.929936
ENC029-000373,2024-10-14,norte,telefono,1,1,4,15.189873
ENC029-000374,2024-10-15,centro,web,1,1,3,38.216561
ENC029-000375,2024-10-16,sur,web,1,1,4,22.929936
ENC029-000376,2024-10-16,norte,telefono,1,1,4,15.189873
ENC029-000377,2024-10-17,centro,web,1,0,,38.216561
ENC029-000378,2024-10-18,sur,web,1,1,4,22.929936
ENC029-000379,2024-10-19,norte,web,1,0,,15.189873
ENC029-000380,2024-10-20,centro,telefono,1,1,3,38.216561
ENC029-000381,2024-10-20,sur,telefono,1,1,5,22.929936
ENC029-000382,2024-10-21,norte,telefono,1,1,5,15.189873
ENC029-000383,2024-10-22,centro,web,1,1,3,38.216561
ENC029-000384,2024-10-23,sur,telefono,1,1,2,22.929936
ENC029-000385,2024-10-23,norte,web,1,1,4,15.189873
ENC029-000386,2024-10-24,centro,telefono,1,0,,38.216561
ENC029-000387,2024-10-25,sur,telefono,1,1,4,22.929936
ENC029-000388,2024-10-26,norte,web,1,1,3,15.189873
ENC029-000389,2024-10-27, CENTRO ,telefono,1,0,,38.216561
ENC029-000390,2024-10-27,sur,telefono,1,1,4,22.929936
ENC029-000391,2024-10-28,norte,web,1,1,5,15.189873
ENC029-000392,2024-10-29,centro,telefono,1,0,,38.216561
ENC029-000393,2024-10-30,sur,web,1,1,3,22.929936
ENC029-000394,2024-10-30,norte,web,1,0,,15.189873
ENC029-000395,2024-10-31,centro,telefono,1,0,,38.216561
ENC029-000396,2024-11-01,sur,telefono,1,1,4,22.929936
ENC029-000397,2024-11-02,norte,telefono,1,1,3,15.189873
ENC029-000398,2024-11-03,centro,web,1,1,3,38.216561
ENC029-000399,2024-11-03,sur,telefono,1,1,4,22.929936
ENC029-000400,2024-11-04,norte,web,1,1,5,15.189873
ENC029-000401,2024-11-05,centro,telefono,1,1,2,38.216561
ENC029-000402,2024-11-06,sur,web,1,1,4,22.929936
ENC029-000403,2024-11-06,norte,telefono,1,1,5,15.189873
ENC029-000404,2024-11-07,centro,telefono,1,1,2,38.216561
ENC029-000405,2024-11-08,sur,telefono,1,0,,22.929936
ENC029-000406,2024-11-09,norte,telefono,1,1,4,15.189873
ENC029-000407,2024-11-09,centro,web,1,1,4,38.216561
ENC029-000408,2024-11-10,sur,web,1,0,,22.929936
ENC029-000409,2024-11-11,norte,web,1,1,4,15.189873
ENC029-000410,2024-11-12,centro,telefono,1,1,1,38.216561
ENC029-000411,2024-11-13,sur,telefono,1,1,5,22.929936
ENC029-000412,2024-11-13,norte,telefono,1,1,4,15.189873
ENC029-000413,2024-11-14,centro,web,1,0,,38.216561
ENC029-000414,2024-11-15,sur,web,1,1,4,22.929936
ENC029-000415,2024-11-16,norte,telefono,1,1,3,15.189873
ENC029-000416,2024-11-16,centro,web,1,0,,38.216561
ENC029-000417,2024-11-17,sur,telefono,1,0,,22.929936
ENC029-000418,2024-11-18,norte,web,1,1,5,15.189873
ENC029-000419,2024-11-19,centro,web,1,0,,38.216561
ENC029-000420,2024-11-20,sur,telefono,1,0,,22.929936
ENC029-000421,2024-11-20,norte,web,1,0,,15.189873
ENC029-000422,2024-11-21,centro,web,1,0,,38.216561
ENC029-000423,2024-11-22,sur,telefono,1,0,,22.929936
ENC029-000424,2024-11-23,norte,telefono,1,0,,15.189873
ENC029-000425,2024-11-23,centro,web,1,1,3,38.216561
ENC029-000426,2024-11-24,sur,web,1,0,,22.929936
ENC029-000427,2024-11-25,norte,telefono,1,0,,15.189873
ENC029-000428,2024-11-26,centro,web,1,0,,38.216561
ENC029-000429,2024-11-26,sur,telefono,1,0,,22.929936
ENC029-000430,2024-11-27,norte,web,1,0,,15.189873
ENC029-000431,2024-11-28,centro,telefono,1,0,,38.216561
ENC029-000432,2024-11-29,sur,telefono,1,0,,22.929936
ENC029-000433,2024-11-30,norte,web,1,1,4,15.189873
ENC029-000434,2024-11-30,centro,web,1,0,,38.216561
ENC029-000435,2024-12-01,sur,telefono,1,1,4,22.929936
ENC029-000436,2024-12-02,norte,web,1,0,,15.189873
ENC029-000437,2024-12-03,centro,telefono,1,0,,38.216561
ENC029-000438,2024-12-03,sur,telefono,1,1,5,22.929936
ENC029-000439,2024-12-04,norte,telefono,1,1,5,15.189873
