registro_id,fecha,sede,espera_min,atencion_min,estado,prioridad
TUR041-000031,2024-01-19,S1,22.9,10.4,atendido,ordinaria
TUR041-000032,2024-01-19,S2,0.9,7.6,atendido,preferente
TUR041-000033,2024-01-20,S3,8.3,3.3,atendido,preferente
TUR041-000034,2024-01-20,S1,3.6,17.2,atendido,ordinaria
TUR041-000035,2024-01-21,S2,16.2,16.0,atendido,preferente
TUR041-000036,2024-01-22,S3,8.2,6.1,atendido,ordinaria
TUR041-000037,2024-01-22,S1,11.4,5.7,atendido,ordinaria
TUR041-000038,2024-01-23,S2,6.1,8.3,atendido,ordinaria
TUR041-000039,2024-01-23,S3,9.7,14.9,atendido,preferente
TUR041-000040,2024-01-24,S1,2.5,17.0,atendido,ordinaria
TUR041-000041,2024-01-25,S2,19.1,12.2,atendido,ordinaria
TUR041-000042,2024-01-25,S3,8.5,6.2,atendido,ordinaria
TUR041-000043,2024-01-26,S1,7.1,8.9,atendido,preferente
TUR041-000044,2024-01-26,S2,4.9,15.8,atendido,preferente
TUR041-000045,2024-01-27,S3,11.2,15.3,atendido,ordinaria
TUR041-000046,2024-01-28,S1,5.4,8.1,atendido,ordinaria
TUR041-000047,2024-01-28,S2,3.7,8.5,atendido,preferente
TUR041-000048,2024-01-29,S3,10.2,12.3,atendido,ordinaria
TUR041-000049,2024-01-29,S1,1.8,3.3,atendido,preferente
TUR041-000050,2024-01-30,S2,5.9,13.2,atendido,preferente
TUR041-000051,2024-01-31,S3,29.0,6.5,atendido,ordinaria
TUR041-000052,2024-01-31,S1,16.2,6.7,atendido,ordinaria
TUR041-000053,2024-02-01,S2,20.1,6.0,atendido,ordinaria
TUR041-000054,2024-02-02,S3,50.1,15.8,atendido,preferente
TUR041-000055,2024-02-02,S1,3.0,4.9,atendido,ordinaria
TUR041-000056,2024-02-03,S2,5.2,6.4,atendido,preferente
TUR041-000057,2024-02-03,S3,16.3,17.5,atendido,ordinaria
TUR041-000058,2024-02-04,S1,6.4,11.8,atendido,preferente
TUR041-000059,2024-02-05,S2,5.8,4.6,atendido,ordinaria
TUR041-000060,2024-02-05,S3,6.3,3.9,atendido,preferente
TUR041-000061,2024-02-06,S1,2.2,7.8,atendido,preferente
TUR041-000062,2024-02-06,S2,13.2,13.4,atendido,ordinaria
TUR041-000063,2024-02-07,S3,16.8,7.5,atendido,ordinaria
TUR041-000064,2024-02-08,S1,6.7,10.2,atendido,ordinaria
TUR041-000065,2024-02-08,S2,5.8,6.6,atendido,ordinaria
TUR041-000066,2024-02-09,S3,13.5,10.0,atendido,preferente
TUR041-000067,2024-02-09,S1,5.1,15.3,atendido,ordinaria
TUR041-000068,2024-02-10,S2,22.9,14.0,atendido,ordinaria
TUR041-000069,2024-02-11,S3,11.9,4.0,atendido,ordinaria
TUR041-000070,2024-02-11,S1,6.1,16.1,atendido,preferente
TUR041-000071,2024-02-12,S2,2.8,12.1,atendido,ordinaria
TUR041-000072,2024-02-12,S3,11.0,15.0,atendido,preferente
TUR041-000073,2024-02-13,S1,3.2,16.7,atendido,ordinaria
TUR041-000074,2024-02-14,S2,4.5,8.9,atendido,preferente
TUR041-000075,2024-02-14,S3,6.1,8.9,atendido,ordinaria
TUR041-000076,2024-02-15,S1,6.1,7.7,atendido,preferente
TUR041-000077,2024-02-15,S2,2.3,4.2,atendido,ordinaria
TUR041-000078,2024-02-16,S3,11.1,10.7,atendido,preferente
TUR041-000079,2024-02-17,S1,45.3,4.1,atendido,ordinaria
TUR041-000080,2024-02-17,S2,9.6,,abandono,ordinaria
TUR041-000081,2024-02-18,S3,45.6,17.7,atendido,ordinaria
TUR041-000082,2024-02-18,S1,4.5,6.9,atendido,ordinaria
TUR041-000083,2024-02-19,S2,16.6,6.0,atendido,preferente
TUR041-000084,2024-02-20,S3,,3.0,atendido,ordinaria
TUR041-000085,2024-02-20,S1,7.5,15.8,atendido,ordinaria
TUR041-000086,2024-02-21,S2,4.3,,abandono,ordinaria
TUR041-000087,2024-02-21,S3,11.3,,abandono,ordinaria
TUR041-000088,2024-02-22,S1,12.7,,abandono,preferente
TUR041-000089,2024-02-23,S2,23.9,10.9,atendido,ordinaria
TUR041-000090,2024-02-23,S3,6.9,16.7,atendido,ordinaria
TUR041-000091,2024-02-24,S1,10.9,9.0,atendido,ordinaria
TUR041-000092,2024-02-24,S2,22.6,8.4,atendido,ordinaria
TUR041-000093,2024-02-25,S3,15.3,11.9,atendido,ordinaria
TUR041-000094,2024-02-26,S1,2.8,5.7,atendido,preferente
TUR041-000095,2024-02-26,S2,21.9,5.1,atendido,ordinaria
TUR041-000096,2024-02-27,S3,9.4,16.7,atendido,preferente
TUR041-000097,2024-02-27,S1,18.6,4.6,atendido,ordinaria
TUR041-000098,2024-02-28,S2,7.3,14.3, ATENDIDO ,ordinaria
TUR041-000099,2024-02-29,S3,12.8,8.1,atendido,ordinaria
TUR041-000100,2024-02-29,S1,7.0,6.8,atendido,preferente
TUR041-000101,2024-03-01,S2,4.1,13.4,atendido,ordinaria
TUR041-000102,2024-03-02,S3,26.6,14.9,atendido,ordinaria
TUR041-000103,2024-03-02,S1,5.2,3.8,atendido,preferente
TUR041-000104,2024-03-03,S2,19.2,3.9,atendido,preferente
TUR041-000105,2024-03-03,S3,3.8,7.1,atendido,ordinaria
TUR041-000106,2024-03-04,S1,7.2,4.3,atendido,ordinaria
TUR041-000107,2024-03-05,S2,21.5,,abandono,ordinaria
TUR041-000108,2024-03-05,S3,10.1,7.3,atendido,preferente
TUR041-000109,2024-03-06,S1,16.1,10.5,atendido,ordinaria
TUR041-000110,2024-03-06,S2,13.6,6.5,atendido,ordinaria
TUR041-000111,2024-03-07,S3,4.8,8.1,atendido,ordinaria
TUR041-000112,2024-03-08,S1,2.9,17.5,atendido,preferente
TUR041-000113,2024-03-08,S2,14.0,15.8,atendido,ordinaria
TUR041-000114,2024-03-09,S3,46.5,7.3,atendido,ordinaria
TUR041-000115,2024-03-09,S1,13.8,4.3,atendido,preferente
TUR041-000116,2024-03-10,S2,13.5,10.6,atendido,ordinaria
TUR041-000117,2024-03-11,S3,18.4,,abandono,ordinaria
TUR041-000118,2024-03-11,S1,5.2,14.2,atendido,ordinaria
TUR041-000119,2024-03-12,S2,12.5,10.8,atendido,ordinaria
TUR041-000120,2024-03-12,S3,9.2,12.0,atendido,ordinaria
TUR041-000121,2024-03-13,S1,2.9,13.2,atendido,ordinaria
TUR041-000122,2024-03-14,S2,6.1,13.0,atendido,ordinaria
TUR041-000123,2024-03-14,S3,10.7,7.0,atendido,ordinaria
TUR041-000124,2024-03-15,S1,14.4,6.4,atendido,ordinaria
TUR041-000125,2024-03-15,S2,13.1,3.8,atendido,preferente
TUR041-000126,2024-03-16,S3,11.7,,abandono,ordinaria
TUR041-000127,2024-03-17,S1,5.2,6.8,atendido,ordinaria
TUR041-000128,2024-03-17,S2,9.0,9.6,atendido,ordinaria
TUR041-000129,2024-03-18,S3,6.7,16.7,atendido,preferente
TUR041-000130,2024-03-18,S1,11.6,16.3,atendido,ordinaria
TUR041-000131,2024-03-19,S2,32.4,15.9,atendido,preferente
TUR041-000132,2024-03-20,S3,9.5,9.9,atendido,preferente
TUR041-000133,2024-03-20,S1,3.9,7.6,atendido,ordinaria
TUR041-000134,2024-03-21,S2,6.9,6.8,atendido,ordinaria
TUR041-000135,2024-03-21,S3,26.0,14.6,atendido,ordinaria
TUR041-000136,2024-03-22,S1,6.4,9.2,atendido,ordinaria
TUR041-000137,2024-03-23,S2,6.4,16.5,atendido,ordinaria
TUR041-000138,2024-03-23,S3,18.1,6.6,atendido,ordinaria
TUR041-000139,2024-03-24,S1,11.8,,abandono,ordinaria
TUR041-000140,2024-03-24,S2,13.8,12.3,atendido,ordinaria
TUR041-000141,2024-03-25,S3,28.1,9.5,atendido,preferente
TUR041-000142,2024-03-26,S1,1.5,7.6,atendido,ordinaria
TUR041-000143,2024-03-26,S2,5.3,7.5,atendido,ordinaria
TUR041-000144,2024-03-27,S3,5.3,15.8,atendido,preferente
TUR041-000145,2024-03-27,S1,15.2,7.7,atendido,preferente
TUR041-000146,2024-03-28,S2,17.2,,abandono,ordinaria
TUR041-000147,2024-03-29,S3,9.0,3.3,atendido,ordinaria
TUR041-000148,2024-03-29,S1,3.1,17.5,atendido,ordinaria
TUR041-000149,2024-03-30,S2,7.9,3.1,atendido,ordinaria
TUR041-000150,2024-03-31,S3,3.9,8.2,atendido,ordinaria
TUR041-000151,2024-03-31,S1,8.2,,abandono,ordinaria
TUR041-000152,2024-04-01,S2,17.8,15.4,atendido,ordinaria
TUR041-000153,2024-04-01,S3,5.6,5.4,atendido,ordinaria
TUR041-000154,2024-04-02,S1,16.6,10.4,atendido,ordinaria
TUR041-000155,2024-04-03,S2,12.1,12.4,atendido,ordinaria
TUR041-000156,2024-04-03,S3,25.8,8.8,atendido,ordinaria
TUR041-000157,2024-04-04,S1,9.3,9.8,atendido,ordinaria
TUR041-000158,2024-04-04,S2,10.0,7.5,atendido,ordinaria
TUR041-000159,2024-04-05,S3,12.7,9.1,atendido,ordinaria
TUR041-000160,2024-04-06,S1,4.7,13.4,atendido,ordinaria
TUR041-000161,2024-04-06,S2,10.6,10.4,atendido,ordinaria
TUR041-000162,2024-04-07,S3,9.5,15.7,atendido,ordinaria
TUR041-000163,2024-04-07,S1,13.3,11.0,atendido,ordinaria
TUR041-000164,2024-04-08,S2,9.6,6.6,atendido,preferente
TUR041-000165,2024-04-09,S3,5.0,14.3,atendido,preferente
TUR041-000166,2024-04-09,S1,9.6,16.3,atendido,preferente
TUR041-000167,2024-04-10,S2,,8.1,atendido,ordinaria
TUR041-000168,2024-04-10,S3,10.5,16.2,atendido,ordinaria
TUR041-000169,2024-04-11,S1,4.6,8.9,atendido,preferente
TUR041-000170,2024-04-12,S2,4.2,7.7,atendido,preferente
TUR041-000171,2024-04-12,S3,21.9,16.7,atendido,preferente
TUR041-000172,2024-04-13,S1,31.3,15.8,atendido,ordinaria
TUR041-000173,2024-04-13,S2,17.7,,abandono,ordinaria
TUR041-000174,2024-04-14,S3,7.8,11.1,atendido,preferente
TUR041-000175,2024-04-15,S1,4.3,4.8,atendido,preferente
TUR041-000176,2024-04-15,S2,2.8,6.9,atendido,preferente
TUR041-000177,2024-04-16,S3,19.5,13.4,atendido,preferente
TUR041-000178,2024-04-16,S1,9.2,14.2,atendido,ordinaria
TUR041-000179,2024-04-17,S2,7.9,12.1,atendido,ordinaria
TUR041-000180,2024-04-18,S3,9.7,9.2,atendido,preferente
TUR041-000181,2024-04-18,S1,8.1,8.5,atendido,ordinaria
TUR041-000182,2024-04-19,S2,7.3,6.9,atendido,ordinaria
TUR041-000183,2024-04-19,S3,11.3,16.0,atendido,ordinaria
TUR041-000184,2024-04-20,S1,11.1,7.5,atendido,ordinaria
TUR041-000185,2024-04-21,S2,14.3,15.5,atendido,preferente
TUR041-000186,2024-04-21,S3,16.0,14.3,atendido,ordinaria
TUR041-000187,2024-04-22,S1,5.2,7.4,atendido,preferente
TUR041-000188,2024-04-22,S2,8.5,17.5,atendido,preferente
TUR041-000189,2024-04-23,S3,24.2,8.5,atendido,ordinaria
TUR041-000190,2024-04-24,S1,9.4,13.0,atendido,ordinaria
TUR041-000191,2024-04-24,S2,18.9,14.7,atendido,ordinaria
TUR041-000192,2024-04-25,S3,20.4,10.3,atendido,ordinaria
TUR041-000193,2024-04-25,S1,4.2,17.1,atendido,preferente
TUR041-000194,2024-04-26,S2,5.7,15.7,atendido,ordinaria
TUR041-000195,2024-04-27,S3,26.8,14.1, ATENDIDO ,ordinaria
TUR041-000196,2024-04-27,S1,12.7,6.9,atendido,ordinaria
TUR041-000197,2024-04-28,S2,8.4,3.4,atendido,ordinaria
TUR041-000198,2024-04-29,S3,5.1,7.4,atendido,ordinaria
TUR041-000199,2024-04-29,S1,10.0,7.9,atendido,ordinaria
TUR041-000200,2024-04-30,S2,16.7,,abandono,ordinaria
TUR041-000201,2024-04-30,S3,12.4,17.0,atendido,ordinaria
TUR041-000202,2024-05-01,S1,6.9,6.2,atendido,ordinaria
TUR041-000203,2024-05-02,S2,17.2,11.2,atendido,ordinaria
TUR041-000204,2024-05-02,S3,4.1,11.2,atendido,preferente
TUR041-000205,2024-05-03,S1,6.2,5.6,atendido,ordinaria
TUR041-000206,2024-05-03,S2,22.1,6.4,atendido,ordinaria
TUR041-000207,2024-05-04,S3,6.8,14.4,atendido,ordinaria
TUR041-000208,2024-05-05,S1,15.3,11.4,atendido,ordinaria
TUR041-000209,2024-05-05,S2,24.3,5.0,atendido,ordinaria
TUR041-000210,2024-05-06,S3,12.0,9.7,atendido,preferente
TUR041-000211,2024-05-06,S1,3.7,15.7,atendido,ordinaria
TUR041-000212,2024-05-07,S2,"12,2",13.7,atendido,ordinaria
TUR041-000213,2024-05-08,S3,25.2,6.4,atendido,preferente
TUR041-000214,2024-05-08,S1,2.3,13.2,atendido,preferente
TUR041-000215,2024-05-09,S2,16.6,4.7,atendido,ordinaria
TUR041-000216,2024-05-09,S3,2.3,4.8,atendido,preferente
TUR041-000217,2024-05-10,S1,10.3,6.9,atendido,ordinaria
TUR041-000218,2024-05-11,S2,6.0,13.9,atendido,ordinaria
TUR041-000219,2024-05-11,S3,10.9,16.9,atendido,preferente
TUR041-000220,2024-05-12,S1,7.9,16.3,atendido,ordinaria
TUR041-000221,2024-05-12,S2,22.6,,abandono,ordinaria
TUR041-000222,2024-05-13,S3,10.3,5.8,atendido,ordinaria
TUR041-000223,2024-05-14,S1,8.8,5.7,atendido,ordinaria
TUR041-000224,2024-05-14,S2,11.3,15.3,atendido,ordinaria
TUR041-000225,2024-05-15,S3,2.8,12.3,atendido,preferente
TUR041-000226,2024-05-15,S1,15.5,18.0,atendido,ordinaria
TUR041-000227,2024-05-16,S2,6.4,13.4,atendido,ordinaria
TUR041-000228,2024-05-17,S3,15.9,9.4,atendido,ordinaria
TUR041-000229,2024-05-17,S1,5.8,11.8,atendido,ordinaria
TUR041-000230,2024-05-18,S2,23.3,4.1,atendido,ordinaria
TUR041-000231,2024-05-18,S3,9.0,14.8,atendido,preferente
TUR041-000232,2024-05-19,S1,3.4,3.8,atendido,ordinaria
TUR041-000233,2024-05-20,S2,4.9,10.7,atendido,preferente
TUR041-000234,2024-05-20,S3,29.4,12.3,atendido,preferente
TUR041-000235,2024-05-21,S1,4.7,12.2,atendido,ordinaria
TUR041-000236,2024-05-21,S2,1.5,9.6,atendido,ordinaria
TUR041-000237,2024-05-22,S3,21.4,10.1,atendido,preferente
TUR041-000238,2024-05-23,S1,14.7,6.4,atendido,ordinaria
TUR041-000239,2024-05-23,S2,8.2,10.4,atendido,ordinaria
TUR041-000240,2024-05-24,S3,11.6,17.3,atendido,preferente
TUR041-000241,2024-05-24,S1,18.1,4.8,atendido,ordinaria
TUR041-000242,2024-05-25,S2,7.6,10.7,atendido,ordinaria
TUR041-000243,2024-05-26,S3,27.9,13.7,atendido,ordinaria
TUR041-000244,2024-05-26,S1,2.6,15.0,atendido,preferente
TUR041-000245,2024-05-27,S2,7.3,15.1,atendido,ordinaria
TUR041-000246,2024-05-28,S3,9.4,17.0,atendido,ordinaria
TUR041-000247,2024-05-28,S1,6.5,10.1,atendido,preferente
TUR041-000248,2024-05-29,S2,8.6,14.0,atendido,ordinaria
TUR041-000249,2024-05-29,S3,18.1,13.8,atendido,ordinaria
TUR041-000250,2024-05-30,S1,,14.3,atendido,preferente
TUR041-000251,2024-05-31,S2,11.6,15.6,atendido,ordinaria
TUR041-000252,2024-05-31,S3,10.3,,abandono,ordinaria
TUR041-000253,2024-06-01,S1,7.8,4.3,atendido,ordinaria
TUR041-000254,2024-06-01,S2,7.0,15.5,atendido,preferente
TUR041-000255,2024-06-02,S3,9.3,11.8,atendido,ordinaria
TUR041-000256,2024-06-03,S1,14.8,9.8,atendido,ordinaria
TUR041-000257,2024-06-03,S2,5.6,16.4,atendido,ordinaria
TUR041-000258,2024-06-04,S3,13.2,7.6,atendido,ordinaria
TUR041-000259,2024-06-04,S1,9.8,4.9,atendido,ordinaria
TUR041-000260,2024-06-05,S2,16.0,6.7,atendido,ordinaria
TUR041-000261,2024-06-06,S3,9.5,12.8,atendido,ordinaria
TUR041-000262,2024-06-06,S1,4.7,16.0,atendido,ordinaria
TUR041-000263,2024-06-07,S2,2.8,7.9,atendido,preferente
TUR041-000264,2024-06-07,S3,11.8,7.7,atendido,preferente
TUR041-000265,2024-06-08,S1,5.6,10.2,atendido,preferente
TUR041-000266,2024-06-09,S2,3.9,6.7,atendido,ordinaria
TUR041-000267,2024-06-09,S3,25.6,4.1,atendido,ordinaria
TUR041-000268,2024-06-10,S1,7.6,6.3,atendido,ordinaria
TUR041-000269,2024-06-10,S2,7.8,5.9,atendido,ordinaria
TUR041-000270,2024-06-11,S3,16.2,7.9,atendido,preferente
TUR041-000271,2024-06-12,S1,4.2,10.3,atendido,preferente
TUR041-000272,2024-06-12,S2,6.4,14.8,atendido,ordinaria
TUR041-000273,2024-06-13,S3,2.7,16.0,atendido,ordinaria
TUR041-000274,2024-06-13,S1,10.0,5.8,atendido,preferente
TUR041-000275,2024-06-14,S2,2.9,7.4,atendido,preferente
TUR041-000276,2024-06-15,S3,25.7,3.1,atendido,ordinaria
TUR041-000277,2024-06-15,S1,13.6,4.0,atendido,ordinaria
TUR041-000278,2024-06-16,S2,12.7,4.0,atendido,preferente
TUR041-000279,2024-06-16,S3,20.0,,abandono,ordinaria
TUR041-000280,2024-06-17,S1,3.6,16.4,atendido,ordinaria
TUR041-000281,2024-06-18,S2,13.2,12.8,atendido,preferente
TUR041-000282,2024-06-18,S3,4.6,7.5,atendido,ordinaria
TUR041-000283,2024-06-19,S1,14.2,13.3,atendido,ordinaria
TUR041-000284,2024-06-19,S2,15.5,12.8,atendido,ordinaria
TUR041-000285,2024-06-20,S3,6.9,12.7,atendido,preferente
TUR041-000286,2024-06-21,S1,5.6,15.2,atendido,preferente
TUR041-000287,2024-06-21,S2,28.8,13.3,atendido,ordinaria
TUR041-000288,2024-06-22,S3,20.2,,abandono,ordinaria
TUR041-000289,2024-06-22,S1,19.6,15.5,atendido,ordinaria
TUR041-000290,2024-06-23,S2,26.3,,abandono,ordinaria
TUR041-000291,2024-06-24,S3,7.0,13.1,atendido,ordinaria
TUR041-000292,2024-06-24,S1,16.8,3.0, ATENDIDO ,ordinaria
TUR041-000293,2024-06-25,S2,5.8,4.2,atendido,preferente
TUR041-000294,2024-06-26,S3,6.1,6.0,atendido,preferente
TUR041-000295,2024-06-26,S1,6.5,17.1,atendido,preferente
TUR041-000296,2024-06-27,S2,7.5,11.3,atendido,ordinaria
TUR041-000297,2024-06-27,S3,5.9,16.4,atendido,ordinaria
TUR041-000298,2024-06-28,S1,6.9,12.9,atendido,ordinaria
TUR041-000299,2024-06-29,S2,14.8,14.5,atendido,ordinaria
TUR041-000300,2024-06-29,S3,34.4,7.5,atendido,ordinaria
TUR041-000301,2024-06-30,S1,11.0,13.2,atendido,ordinaria
TUR041-000302,2024-06-30,S2,5.7,9.4,atendido,ordinaria
TUR041-000303,2024-07-01,S3,7.7,9.7,atendido,ordinaria
TUR041-000304,2024-07-02,S1,12.1,,abandono,preferente
TUR041-000305,2024-07-02,S2,10.8,5.4,atendido,ordinaria
TUR041-000306,2024-07-03,S3,6.3,13.6,atendido,ordinaria
TUR041-000307,2024-07-03,S1,8.9,16.6,atendido,ordinaria
TUR041-000308,2024-07-04,S2,12.0,10.8,atendido,ordinaria
TUR041-000309,2024-07-05,S3,22.3,12.8,atendido,preferente
TUR041-000310,2024-07-05,S1,8.9,15.7,atendido,ordinaria
TUR041-000311,2024-07-06,S2,9.6,12.7,atendido,ordinaria
TUR041-000312,2024-07-06,S3,10.5,16.6,atendido,ordinaria
TUR041-000313,2024-07-07,S1,15.7,16.6,atendido,ordinaria
TUR041-000314,2024-07-08,S2,16.7,7.0,atendido,ordinaria
TUR041-000315,2024-07-08,S3,3.9,12.5,atendido,preferente
TUR041-000316,2024-07-09,S1,7.4,16.8,atendido,preferente
TUR041-000317,2024-07-09,S2,7.4,7.0,atendido,ordinaria
TUR041-000318,2024-07-10,S3,15.0,17.7,atendido,preferente
TUR041-000319,2024-07-11,S1,6.3,3.9,atendido,ordinaria
TUR041-000320,2024-07-11,S2,2.0,6.0,atendido,preferente
TUR041-000321,2024-07-12,S3,3.9,15.3,atendido,preferente
TUR041-000322,2024-07-12,S1,2.5,11.7,atendido,preferente
TUR041-000323,2024-07-13,S2,12.0,16.5,atendido,ordinaria
TUR041-000324,2024-07-14,S3,6.1,13.9,atendido,preferente
TUR041-000325,2024-07-14,S1,5.0,10.7,atendido,ordinaria
TUR041-000326,2024-07-15,S2,37.0,13.0,atendido,ordinaria
TUR041-000327,2024-07-15,S3,20.1,10.1,atendido,ordinaria
TUR041-000328,2024-07-16,S1,2.9,11.5,atendido,preferente
TUR041-000329,2024-07-17,S2,44.2,12.9,atendido,ordinaria
TUR041-000330,2024-07-17,S3,14.0,5.5,atendido,ordinaria
TUR041-000331,2024-07-18,S1,4.8,13.2,atendido,preferente
TUR041-000332,2024-07-18,S2,8.2,4.2,atendido,ordinaria
TUR041-000333,2024-07-19,S3,,7.3,atendido,ordinaria
TUR041-000334,2024-07-20,S1,4.4,11.2,atendido,preferente
TUR041-000335,2024-07-20,S2,12.7,10.9,atendido,ordinaria
TUR041-000336,2024-07-21,S3,6.2,8.2,atendido,ordinaria
TUR041-000337,2024-07-21,S1,7.9,9.0,atendido,preferente
TUR041-000338,2024-07-22,S2,8.0,,abandono,ordinaria
TUR041-000339,2024-07-23,S3,33.1,6.6,atendido,ordinaria
TUR041-000340,2024-07-23,S1,2.6,13.1,atendido,ordinaria
TUR041-000341,2024-07-24,S2,2.4,3.4,atendido,ordinaria
TUR041-000342,2024-07-25,S3,22.7,,abandono,preferente
TUR041-000343,2024-07-25,S1,7.6,17.5,atendido,ordinaria
TUR041-000344,2024-07-26,S2,18.1,4.8,atendido,ordinaria
TUR041-000345,2024-07-26,S3,14.3,14.9,atendido,ordinaria
TUR041-000346,2024-07-27,S1,4.8,5.5,atendido,ordinaria
TUR041-000347,2024-07-28,S2,27.0,17.7,atendido,preferente
TUR041-000348,2024-07-28,S3,7.7,6.3,atendido,preferente
TUR041-000349,2024-07-29,S1,2.5,6.4,atendido,preferente
TUR041-000350,2024-07-29,S2,11.0,16.0,atendido,ordinaria
TUR041-000351,2024-07-30,S3,11.0,7.0,atendido,ordinaria
TUR041-000352,2024-07-31,S1,3.9,17.7,atendido,ordinaria
TUR041-000353,2024-07-31,S2,5.2,7.9,atendido,ordinaria
TUR041-000354,2024-08-01,S3,9.2,4.5,atendido,preferente
TUR041-000355,2024-08-01,S1,14.2,6.1,atendido,ordinaria
TUR041-000356,2024-08-02,S2,24.7,4.7,atendido,ordinaria
TUR041-000357,2024-08-03,S3,1.5,6.1,atendido,ordinaria
TUR041-000358,2024-08-03,S1,3.8,5.6,atendido,ordinaria
TUR041-000359,2024-08-04,S2,14.0,11.0,atendido,preferente
TUR041-000360,2024-08-04,S3,8.2,10.2,atendido,ordinaria
TUR041-000361,2024-08-05,S1,7.5,4.4,atendido,ordinaria
TUR041-000362,2024-08-06,S2,2.7,7.5,atendido,preferente
TUR041-000363,2024-08-06,S3,7.8,17.5,atendido,ordinaria
TUR041-000364,2024-08-07,S1,13.7,4.2,atendido,ordinaria
TUR041-000365,2024-08-07,S2,24.6,15.1,atendido,ordinaria
TUR041-000366,2024-08-08,S3,15.3,4.2,atendido,ordinaria
TUR041-000367,2024-08-09,S1,15.0,4.6,atendido,ordinaria
TUR041-000368,2024-08-09,S2,5.9,9.5,atendido,ordinaria
TUR041-000369,2024-08-10,S3,7.0,9.8,atendido,preferente
TUR041-000370,2024-08-10,S1,15.4,14.1,atendido,ordinaria
TUR041-000371,2024-08-11,S2,3.5,14.3,atendido,preferente
TUR041-000372,2024-08-12,S3,15.2,13.9,atendido,ordinaria
TUR041-000373,2024-08-12,S1,16.4,7.8,atendido,preferente
TUR041-000374,2024-08-13,S2,11.6,11.0,atendido,ordinaria
TUR041-000375,2024-08-13,S3,5.7,10.3,atendido,preferente
TUR041-000376,2024-08-14,S1,12.2,9.2,atendido,preferente
TUR041-000377,2024-08-15,S2,27.2,15.4,atendido,ordinaria
TUR041-000378,2024-08-15,S3,9.6,13.0,atendido,ordinaria
TUR041-000379,2024-08-16,S1,8.8,15.1,atendido,preferente
TUR041-000380,2024-08-16,S2,16.4,15.1,atendido,ordinaria
TUR041-000381,2024-08-17,S3,9.1,9.8,atendido,preferente
TUR041-000382,2024-08-18,S1,8.5,16.6,atendido,ordinaria
TUR041-000383,2024-08-18,S2,7.2,16.8,atendido,preferente
TUR041-000384,2024-08-19,S3,49.3,,abandono,ordinaria
TUR041-000385,2024-08-19,S1,7.6,10.3,atendido,ordinaria
TUR041-000386,2024-08-20,S2,44.4,,abandono,ordinaria
TUR041-000387,2024-08-21,S3,3.3,12.8,atendido,ordinaria
TUR041-000388,2024-08-21,S1,3.4,,abandono,preferente
TUR041-000389,2024-08-22,S2,12.3,10.4, ATENDIDO ,ordinaria
TUR041-000390,2024-08-23,S3,21.4,8.1,atendido,ordinaria
TUR041-000391,2024-08-23,S1,8.7,,abandono,ordinaria
TUR041-000392,2024-08-24,S2,20.1,3.1,atendido,ordinaria
TUR041-000393,2024-08-24,S3,42.0,4.0,atendido,ordinaria
TUR041-000394,2024-08-25,S1,27.8,4.2,atendido,ordinaria
TUR041-000395,2024-08-26,S2,8.7,8.6,atendido,preferente
