registro_id,fecha_reserva,fecha_llegada,hotel,canal,noches,tarifa,cancelada,pais
TUR051-000132,2024-03-14,2024-06-28,H3,plataforma,9,233.35,0,CL
TUR051-000133,2024-03-14,2024-06-19,H1,agencia,4,133.68,0,PE
TUR051-000134,2024-03-15,2024-07-30,H2,plataforma,7,183.7,0,CO
TUR051-000135,2024-03-15,2024-03-18,H3,agencia,11,237.73,0,CO
TUR051-000136,2024-03-16,2024-04-19,H1,plataforma,4,140.91,0,ES
TUR051-000137,2024-03-16,2024-05-13,H2,agencia,6,182.96,0,CO
TUR051-000138,2024-03-17,2024-05-09,H3,directo,4,215.04,0,CO
TUR051-000139,2024-03-18,2024-06-07,H1,plataforma,4,136.03,0,ES
TUR051-000140,2024-03-18,2024-06-30,H2,plataforma,10,181.73,0,CL
TUR051-000141,2024-03-19,2024-05-23,H3,plataforma,6,237.59,0,ES
TUR051-000142,2024-03-19,2024-05-03,H1,directo,6,141.36,0,PE
TUR051-000143,2024-03-20,2024-06-08,H2,plataforma,4,176.23,0,PE
TUR051-000144,2024-03-20,2024-07-16,H3,directo,4,237.22,1,PE
TUR051-000145,2024-03-21,2024-05-19,H1,agencia,9,141.97,0,PE
TUR051-000146,2024-03-21,2024-05-14,H2,plataforma,3,175.12,0,ES
TUR051-000147,2024-03-22,2024-08-01,H3,directo,7,233.62,0,CO
TUR051-000148,2024-03-23,2024-07-11,H1,plataforma,5,138.5,0,CO
TUR051-000149,2024-03-23,2024-06-28,H2,plataforma,4,187.58,0,PE
TUR051-000150,2024-03-24,2024-06-06,H3,directo,11,230.18,0,ES
TUR051-000151,2024-03-24,2024-04-25,H1,plataforma,7,134.92,0,PE
TUR051-000152,2024-03-25,2024-07-12,H2,plataforma,7,183.73,0,CL
TUR051-000153,2024-03-25,2024-05-11,H3,directo,8,232.42,0,CL
TUR051-000154,2024-03-26,2024-05-25,H1,plataforma,9,126.14,0,ES
TUR051-000155,2024-03-26,2024-06-02,H2,agencia,2,172.71,0,ES
TUR051-000156,2024-03-27,2024-04-13,H3,agencia,9,239.74,0,ES
TUR051-000157,2024-03-28,2024-05-19,H1,directo,3,147.71,0,PE
TUR051-000158,2024-03-28,2024-08-09,H2,directo,5,179.88,0,PE
TUR051-000159,2024-03-29,2024-05-04,H3,plataforma,8,230.02,0,ES
TUR051-000160,2024-03-29,2024-04-26,H1,agencia,4,148.1,0,ES
TUR051-000161,2024-03-30,2024-06-26,H2,plataforma,3,188.4,0,CO
TUR051-000162,2024-03-30,2024-07-31,H3,plataforma,12,229.51,0,CO
TUR051-000163,2024-03-31,2024-04-22,H1,plataforma,11,138.9,1,CO
TUR051-000164,2024-03-31,2024-06-05,H2,directo,5,171.79,0,CL
TUR051-000165,2024-04-01,2024-08-23,H3,plataforma,3,215.56,0,CO
TUR051-000166,2024-04-02,2024-08-01,H1,plataforma,7,144.19,0,PE
TUR051-000167,2024-04-02,2024-06-25,H2,agencia,9,,0,CO
TUR051-000168,2024-04-03,2024-07-29,H3,agencia,4,221.53,0,ES
TUR051-000169,2024-04-03,2024-06-02,H1,agencia,5,128.18,0,ES
TUR051-000170,2024-04-04,2024-06-20,H2,plataforma,6,170.93,0,CL
TUR051-000171,2024-04-04,2024-08-18,H3,directo,5,224.0,0,CL
TUR051-000172,2024-04-05,2024-04-19,H1,plataforma,3,143.51,0,CO
TUR051-000173,2024-04-05,2024-08-12,H2,agencia,1,193.58,0,CL
TUR051-000174,2024-04-06,2024-05-14,H3,plataforma,12,223.02,0,CL
TUR051-000175,2024-04-07,2024-06-02,H1,agencia,4,127.04,0,CL
TUR051-000176,2024-04-07,2024-07-18,H2,plataforma,7,186.78,1,ES
TUR051-000177,2024-04-08,2024-07-16,H3,directo,6,217.63,1,CL
TUR051-000178,2024-04-08,2024-06-28,H1,agencia,8,141.76,0,ES
TUR051-000179,2024-04-09,2024-07-18,H2,directo,5,177.32,0,CL
TUR051-000180,2024-04-09,2024-09-03,H3,directo,1,227.51,0,PE
TUR051-000181,2024-04-10,2024-07-18,H1,plataforma,6,134.02,0,CL
TUR051-000182,2024-04-11,2024-05-30,H2,directo,5,175.29,0,CL
TUR051-000183,2024-04-11,2024-05-09,H3,agencia,5,238.82,0,CL
TUR051-000184,2024-04-12,2024-06-11,H1,agencia,4,148.13,0,CL
TUR051-000185,2024-04-12,2024-08-21,H2,directo,5,187.78,0,ES
TUR051-000186,2024-04-13,2024-08-26,H3,agencia,2,230.34,0,CO
TUR051-000187,2024-04-13,2024-07-25,H1,directo,5,141.35,0,PE
TUR051-000188,2024-04-14,2024-05-01,H2,agencia,2,170.22,0,PE
TUR051-000189,2024-04-14,2024-06-13,H3,plataforma,5,230.06,0,ES
TUR051-000190,2024-04-15,2024-07-28,H1,agencia,7,136.51,0,CL
TUR051-000191,2024-04-16,2024-04-19,H2,agencia,6,189.43,0,CL
TUR051-000192,2024-04-16,2024-08-13,H3,agencia,5,236.87,1,CO
TUR051-000193,2024-04-17,2024-06-06,H1,directo,6,136.51,1,CO
TUR051-000194,2024-04-17,2024-06-06,H2,directo,11,192.18,0,CO
TUR051-000195,2024-04-18,2024-07-21,H3, PLATAFORMA ,9,228.36,1,PE
TUR051-000196,2024-04-18,2024-04-24,H1,directo,10,130.07,0,PE
TUR051-000197,2024-04-19,2024-07-26,H2,plataforma,10,193.36,0,ES
TUR051-000198,2024-04-19,2024-06-12,H3,directo,8,230.27,0,PE
TUR051-000199,2024-04-20,2024-08-30,H1,plataforma,6,124.67,0,PE
TUR051-000200,2024-04-21,2024-07-04,H2,agencia,1,193.12,1,CL
TUR051-000201,2024-04-21,2024-09-06,H3,directo,3,231.18,1,ES
TUR051-000202,2024-04-22,2024-06-26,H1,directo,3,138.85,0,CO
TUR051-000203,2024-04-22,2024-07-04,H2,plataforma,8,179.17,0,CO
TUR051-000204,2024-04-23,2024-08-07,H3,agencia,2,225.99,1,PE
TUR051-000205,2024-04-23,2024-08-01,H1,directo,5,145.42,1,PE
TUR051-000206,2024-04-24,2024-07-30,H2,agencia,5,186.02,0,PE
TUR051-000207,2024-04-24,2024-07-22,H3,agencia,4,235.05,0,CO
TUR051-000208,2024-04-25,2024-07-06,H1,directo,5,129.17,0,ES
TUR051-000209,2024-04-26,2024-09-15,H2,agencia,7,178.38,0,PE
TUR051-000210,2024-04-26,2024-06-17,H3,plataforma,1,214.89,0,CL
TUR051-000211,2024-04-27,2024-05-23,H1,directo,4,135.67,0,CL
TUR051-000212,2024-04-27,2024-07-18,H2,agencia,7,"181,5",0,PE
TUR051-000213,2024-04-28,2024-08-13,H3,plataforma,8,214.44,0,PE
TUR051-000214,2024-04-28,2024-07-07,H1,directo,4,128.71,0,PE
TUR051-000215,2024-04-29,2024-06-26,H2,agencia,1,184.61,0,ES
TUR051-000216,2024-04-29,2024-08-25,H3,plataforma,12,229.88,0,CO
TUR051-000217,2024-04-30,2024-08-20,H1,agencia,12,142.53,1,CL
TUR051-000218,2024-05-01,2024-08-14,H2,directo,2,186.22,1,CO
TUR051-000219,2024-05-01,2024-09-13,H3,directo,11,230.26,1,PE
TUR051-000220,2024-05-02,2024-05-13,H1,plataforma,11,123.19,1,CL
TUR051-000221,2024-05-02,2024-07-23,H2,directo,2,170.93,0,CO
TUR051-000222,2024-05-03,2024-07-10,H3,plataforma,10,233.13,0,ES
TUR051-000223,2024-05-03,2024-09-13,H1,directo,7,123.12,0,CL
TUR051-000224,2024-05-04,2024-09-18,H2,directo,3,177.48,0,CL
TUR051-000225,2024-05-04,2024-09-26,H3,directo,5,224.81,0,CL
TUR051-000226,2024-05-05,2024-09-20,H1,directo,12,144.15,0,CL
TUR051-000227,2024-05-06,2024-08-02,H2,agencia,9,187.69,0,CO
TUR051-000228,2024-05-06,2024-08-18,H3,plataforma,7,219.27,0,CO
TUR051-000229,2024-05-07,2024-07-13,H1,directo,4,138.06,0,PE
TUR051-000230,2024-05-07,2024-05-23,H2,agencia,12,183.98,0,CO
TUR051-000231,2024-05-08,2024-06-20,H3,agencia,8,228.65,0,CO
TUR051-000232,2024-05-08,2024-07-31,H1,directo,10,127.74,0,PE
TUR051-000233,2024-05-09,2024-09-23,H2,plataforma,5,175.71,0,CL
TUR051-000234,2024-05-10,2024-05-26,H3,plataforma,12,226.27,0,PE
TUR051-000235,2024-05-10,2024-05-21,H1,plataforma,3,126.82,0,CL
TUR051-000236,2024-05-11,2024-08-04,H2,plataforma,2,178.23,1,PE
TUR051-000237,2024-05-11,2024-05-18,H3,plataforma,6,218.44,0,CO
TUR051-000238,2024-05-12,2024-08-23,H1,agencia,7,138.11,0,CO
TUR051-000239,2024-05-12,2024-07-01,H2,plataforma,7,175.39,1,PE
TUR051-000240,2024-05-13,2024-06-14,H3,plataforma,12,211.87,0,CL
TUR051-000241,2024-05-13,2024-07-24,H1,agencia,5,135.73,0,CO
TUR051-000242,2024-05-14,2024-06-26,H2,plataforma,9,172.68,0,CL
TUR051-000243,2024-05-15,2024-06-07,H3,directo,6,219.19,0,CL
TUR051-000244,2024-05-15,2024-07-30,H1,agencia,11,130.15,0,CO
TUR051-000245,2024-05-16,2024-07-09,H2,agencia,1,183.13,0,ES
TUR051-000246,2024-05-16,2024-05-28,H3,directo,9,215.77,0,PE
TUR051-000247,2024-05-17,2024-08-19,H1,agencia,8,120.95,0,PE
TUR051-000248,2024-05-17,2024-08-28,H2,agencia,10,171.98,1,PE
TUR051-000249,2024-05-18,2024-06-13,H3,agencia,2,219.3,0,PE
TUR051-000250,2024-05-18,2024-10-04,H1,plataforma,11,,0,PE
TUR051-000251,2024-05-19,2024-10-11,H2,agencia,8,180.57,0,ES
TUR051-000252,2024-05-20,2024-10-13,H3,directo,11,205.65,0,ES
TUR051-000253,2024-05-20,2024-08-24,H1,agencia,5,132.32,0,PE
TUR051-000254,2024-05-21,2024-09-09,H2,agencia,7,178.07,1,ES
TUR051-000255,2024-05-21,2024-05-24,H3,agencia,4,227.56,0,CO
TUR051-000256,2024-05-22,2024-06-13,H1,agencia,9,127.76,0,CL
TUR051-000257,2024-05-22,2024-08-31,H2,directo,11,172.25,1,ES
TUR051-000258,2024-05-23,2024-08-08,H3,agencia,12,218.81,0,CL
TUR051-000259,2024-05-23,2024-10-20,H1,directo,12,118.6,0,ES
TUR051-000260,2024-05-24,2024-10-14,H2,directo,12,170.84,0,CL
TUR051-000261,2024-05-25,2024-08-19,H3,plataforma,9,212.12,1,CO
TUR051-000262,2024-05-25,2024-09-06,H1,plataforma,8,128.22,1,PE
TUR051-000263,2024-05-26,2024-10-05,H2,plataforma,12,178.48,0,CL
TUR051-000264,2024-05-26,2024-08-15,H3,agencia,10,226.18,0,PE
TUR051-000265,2024-05-27,2024-09-14,H1,plataforma,11,134.21,0,PE
TUR051-000266,2024-05-27,2024-08-03,H2,directo,9,180.56,1,CO
TUR051-000267,2024-05-28,2024-08-04,H3,agencia,5,213.55,0,CL
TUR051-000268,2024-05-28,2024-10-12,H1,plataforma,5,134.05,0,PE
TUR051-000269,2024-05-29,2024-08-20,H2,directo,12,161.31,0,ES
TUR051-000270,2024-05-30,2024-09-29,H3,directo,1,222.62,0,PE
TUR051-000271,2024-05-30,2024-06-29,H1,agencia,2,126.62,0,ES
TUR051-000272,2024-05-31,2024-06-14,H2,plataforma,6,167.81,0,ES
TUR051-000273,2024-05-31,2024-06-01,H3,plataforma,9,210.43,0,PE
TUR051-000274,2024-06-01,2024-07-01,H1,agencia,6,118.19,0,CO
TUR051-000275,2024-06-01,2024-09-14,H2,plataforma,10,166.12,0,CL
TUR051-000276,2024-06-02,2024-09-02,H3,plataforma,3,209.24,0,PE
TUR051-000277,2024-06-03,2024-10-09,H1,plataforma,11,110.24,0,ES
TUR051-000278,2024-06-03,2024-10-20,H2,plataforma,4,154.32,0,CL
TUR051-000279,2024-06-04,2024-06-16,H3,agencia,7,202.64,0,PE
TUR051-000280,2024-06-04,2024-09-26,H1,plataforma,7,128.9,0,ES
TUR051-000281,2024-06-05,2024-10-13,H2,directo,5,174.16,0,PE
TUR051-000282,2024-06-05,2024-08-05,H3,plataforma,2,221.54,0,CL
TUR051-000283,2024-06-06,2024-08-18,H1,plataforma,1,115.87,1,PE
TUR051-000284,2024-06-06,2024-06-07,H2,directo,6,164.75,0,CO
TUR051-000285,2024-06-07,2024-10-16,H3,agencia,4,217.84,0,CO
TUR051-000286,2024-06-08,2024-08-17,H1,agencia,5,126.47,0,ES
TUR051-000287,2024-06-08,2024-10-25,H2,agencia,6,152.71,0,CO
TUR051-000288,2024-06-09,2024-09-24,H3,agencia,8,202.02,1,ES
TUR051-000289,2024-06-09,2024-10-06,H1,agencia,12,112.7,0,CL
TUR051-000290,2024-06-10,2024-09-10,H2,plataforma,7,164.05,0,ES
TUR051-000291,2024-06-10,2024-09-14,H3,directo,6,202.85,1,CO
TUR051-000292,2024-06-11,2024-09-18,H1, DIRECTO ,10,121.76,0,CO
TUR051-000293,2024-06-11,2024-08-02,H2,plataforma,8,150.91,0,PE
TUR051-000294,2024-06-12,2024-08-25,H3,directo,10,204.45,0,PE
TUR051-000295,2024-06-13,2024-09-11,H1,plataforma,4,123.91,0,PE
TUR051-000296,2024-06-13,2024-07-20,H2,plataforma,6,169.1,1,CO
TUR051-000297,2024-06-14,2024-08-15,H3,agencia,2,205.66,0,PE
TUR051-000298,2024-06-14,2024-09-26,H1,agencia,12,125.25,0,ES
TUR051-000299,2024-06-15,2024-07-02,H2,directo,6,168.9,0,ES
TUR051-000300,2024-06-15,2024-06-29,H3,agencia,6,202.76,0,CL
TUR051-000301,2024-06-16,2024-10-26,H1,directo,8,112.73,1,CO
TUR051-000302,2024-06-16,2024-08-11,H2,directo,11,153.03,0,CO
TUR051-000303,2024-06-17,2024-09-08,H3,directo,6,199.8,0,CO
TUR051-000304,2024-06-18,2024-08-06,H1,plataforma,2,104.54,0,ES
TUR051-000305,2024-06-18,2024-09-14,H2,plataforma,5,168.01,0,ES
TUR051-000306,2024-06-19,2024-09-29,H3,plataforma,1,204.94,1,ES
TUR051-000307,2024-06-19,2024-07-26,H1,plataforma,10,103.35,0,CL
TUR051-000308,2024-06-20,2024-07-09,H2,plataforma,3,165.18,0,CO
TUR051-000309,2024-06-20,2024-08-14,H3,directo,11,214.88,0,ES
TUR051-000310,2024-06-21,2024-07-22,H1,plataforma,2,104.81,0,CO
TUR051-000311,2024-06-21,2024-09-22,H2,directo,6,154.34,0,PE
TUR051-000312,2024-06-22,2024-10-12,H3,agencia,8,213.1,1,CL
TUR051-000313,2024-06-23,2024-09-10,H1,plataforma,10,100.03,0,ES
TUR051-000314,2024-06-23,2024-08-28,H2,agencia,7,151.0,0,CL
TUR051-000315,2024-06-24,2024-07-07,H3,agencia,3,209.89,0,PE
TUR051-000316,2024-06-24,2024-11-06,H1,plataforma,1,122.52,0,ES
TUR051-000317,2024-06-25,2024-10-25,H2,plataforma,8,160.46,0,PE
TUR051-000318,2024-06-25,2024-10-27,H3,agencia,11,191.74,0,PE
TUR051-000319,2024-06-26,2024-07-17,H1,directo,8,105.32,0,CL
TUR051-000320,2024-06-27,2024-09-15,H2,directo,3,161.22,0,CL
TUR051-000321,2024-06-27,2024-07-21,H3,directo,6,202.02,0,ES
TUR051-000322,2024-06-28,2024-09-20,H1,plataforma,11,117.42,1,CO
TUR051-000323,2024-06-28,2024-09-24,H2,agencia,12,164.5,0,ES
TUR051-000324,2024-06-29,2024-08-07,H3,directo,3,207.64,0,CL
TUR051-000325,2024-06-29,2024-09-26,H1,directo,11,100.58,1,CL
TUR051-000326,2024-06-30,2024-08-13,H2,directo,2,165.49,0,CO
TUR051-000327,2024-06-30,2024-08-19,H3,directo,3,200.59,0,PE
TUR051-000328,2024-07-01,2024-10-17,H1,directo,10,105.78,0,ES
TUR051-000329,2024-07-02,2024-10-29,H2,plataforma,9,147.51,0,CO
TUR051-000330,2024-07-02,2024-08-18,H3,plataforma,5,190.49,0,ES
TUR051-000331,2024-07-03,2024-08-10,H1,agencia,7,97.42,1,ES
TUR051-000332,2024-07-03,2024-11-03,H2,plataforma,9,159.67,0,CL
TUR051-000333,2024-07-04,2024-10-07,H3,plataforma,6,,0,CL
TUR051-000334,2024-07-04,2024-10-01,H1,agencia,12,97.07,0,CL
TUR051-000335,2024-07-05,2024-11-18,H2,agencia,5,141.7,0,CO
TUR051-000336,2024-07-05,2024-12-02,H3,plataforma,11,186.55,0,CL
TUR051-000337,2024-07-06,2024-11-19,H1,agencia,8,105.79,0,PE
TUR051-000338,2024-07-07,2024-08-07,H2,directo,2,154.86,0,ES
TUR051-000339,2024-07-07,2024-09-28,H3,plataforma,12,202.57,0,CL
TUR051-000340,2024-07-08,2024-11-14,H1,plataforma,9,99.39,1,CO
TUR051-000341,2024-07-08,2024-07-12,H2,plataforma,7,157.5,0,CL
TUR051-000342,2024-07-09,2024-10-06,H3,plataforma,8,204.65,0,PE
TUR051-000343,2024-07-09,2024-12-04,H1,directo,5,98.46,0,CL
TUR051-000344,2024-07-10,2024-10-09,H2,agencia,6,146.57,0,CL
TUR051-000345,2024-07-10,2024-10-04,H3,agencia,5,190.88,0,CL
TUR051-000346,2024-07-11,2024-09-09,H1,agencia,4,105.24,0,CL
TUR051-000347,2024-07-12,2024-08-19,H2,directo,10,149.29,0,ES
