registro_id,fecha,almacen,producto,saldo,demanda,reposicion,plazo_dias,coste_unitario
STO045-000096,2024-02-25,A3,P08,52,23,0,3,19.4
STO045-000097,2024-02-26,A1,P09,4,25,12,4,21.6
STO045-000098,2024-02-26, A2 ,P09,13,21,12,4,21.6
STO045-000099,2024-02-27,A3,P09,33,10,0,4,21.6
STO045-000100,2024-02-27,A1,P10,64,23,24,5,23.8
STO045-000101,2024-02-28,A2,P10,66,19,0,5,23.8
STO045-000102,2024-02-29,A3,P10,55,20,0,5,23.8
STO045-000103,2024-02-29,A1,P11,7,42,0,6,26.0
STO045-000104,2024-03-01,A2,P11,49,7,12,6,26.0
STO045-000105,2024-03-01,A3,P11,40,32,0,6,26.0
STO045-000106,2024-03-02,A1,P12,21,24,0,7,28.2
STO045-000107,2024-03-02,A2,P12,14,27,24,7,28.2
STO045-000108,2024-03-03,A3,P12,15,30,24,7,28.2
STO045-000109,2024-03-04,A1,P01,56,22,0,3,4.0
STO045-000110,2024-03-04,A2,P01,53,9,0,3,4.0
STO045-000111,2024-03-05,A3,P01,57,13,24,3,4.0
STO045-000112,2024-03-05,A1,P02,62,0,0,4,6.2
STO045-000113,2024-03-06,A2,P02,69,3,0,4,6.2
STO045-000114,2024-03-07,A3,P02,10,13,0,4,6.2
STO045-000115,2024-03-07,A1,P03,41,9,24,5,8.4
STO045-000116,2024-03-08,A2,P03,49,20,24,5,8.4
STO045-000117,2024-03-08,A3,P03,40,14,0,5,8.4
STO045-000118,2024-03-09,A1,P04,34,15,0,6,10.6
STO045-000119,2024-03-10,A2,P04,47,19,24,6,10.6
STO045-000120,2024-03-10,A3,P04,22,29,0,6,10.6
STO045-000121,2024-03-11,A1,P05,59,18,24,7,12.8
STO045-000122,2024-03-11,A2,P05,1,23,0,7,12.8
STO045-000123,2024-03-12,A3,P05,66,7,0,7,12.8
STO045-000124,2024-03-12,A1,P06,6,22,0,8,15.0
STO045-000125,2024-03-13,A2,P06,44,15,12,8,15.0
STO045-000126,2024-03-14,A3,P06,19,9,0,8,15.0
STO045-000127,2024-03-14,A1,P07,28,2,0,9,17.2
STO045-000128,2024-03-15,A2,P07,14,17,12,9,17.2
STO045-000129,2024-03-15,A3,P07,4,27,0,9,17.2
STO045-000130,2024-03-16,A1,P08,11,26,0,3,19.4
STO045-000131,2024-03-17,A2,P08,60,8,0,3,19.4
STO045-000132,2024-03-17,A3,P08,35,23,24,3,19.4
STO045-000133,2024-03-18,A1,P09,5,28,0,4,21.6
STO045-000134,2024-03-18,A2,P09,60,19,0,4,21.6
STO045-000135,2024-03-19,A3,P09,45,28,24,4,21.6
STO045-000136,2024-03-19,A1,P10,13,25,0,5,23.8
STO045-000137,2024-03-20,A2,P10,63,20,24,5,23.8
STO045-000138,2024-03-21,A3,P10,9,33,0,5,23.8
STO045-000139,2024-03-21,A1,P11,31,17,24,6,26.0
STO045-000140,2024-03-22,A2,P11,64,29,0,6,26.0
STO045-000141,2024-03-22,A3,P11,52,24,24,6,26.0
STO045-000142,2024-03-23,A1,P12,51,16,12,7,28.2
STO045-000143,2024-03-24,A2,P12,6,27,0,7,28.2
STO045-000144,2024-03-24,A3,P12,32,18,0,7,28.2
STO045-000145,2024-03-25,A1,P01,60,9,24,3,4.0
STO045-000146,2024-03-25,A2,P01,15,19,0,3,4.0
STO045-000147,2024-03-26,A3,P01,69,6,0,3,4.0
STO045-000148,2024-03-26,A1,P02,29,10,0,4,6.2
STO045-000149,2024-03-27,A2,P02,23,20,0,4,6.2
STO045-000150,2024-03-28,A3,P02,57,10,0,4,6.2
STO045-000151,2024-03-28,A1,P03,30,14,0,5,8.4
STO045-000152,2024-03-29,A2,P03,44,23,0,5,8.4
STO045-000153,2024-03-29,A3,P03,39,17,0,5,8.4
STO045-000154,2024-03-30,A1,P04,18,28,0,6,10.6
STO045-000155,2024-03-31,A2,P04,63,17,24,6,10.6
STO045-000156,2024-03-31,A3,P04,59,23,24,6,10.6
STO045-000157,2024-04-01,A1,P05,26,26,24,7,12.8
STO045-000158,2024-04-01,A2,P05,61,14,0,7,12.8
STO045-000159,2024-04-02,A3,P05,29,16,0,7,12.8
STO045-000160,2024-04-02,A1,P06,67,18,0,8,15.0
STO045-000161,2024-04-03,A2,P06,55,19,24,8,15.0
STO045-000162,2024-04-04,A3,P06,28,7,12,8,15.0
STO045-000163,2024-04-04,A1,P07,6,18,24,9,17.2
STO045-000164,2024-04-05,A2,P07,5,15,0,9,17.2
STO045-000165,2024-04-05,A3,P07,5,21,12,9,17.2
STO045-000166,2024-04-06,A1,P08,6,25,0,3,19.4
STO045-000167,2024-04-07,A2,P08,,33,0,3,19.4
STO045-000168,2024-04-07,A3,P08,23,29,0,3,19.4
STO045-000169,2024-04-08,A1,P09,25,23,12,4,21.6
STO045-000170,2024-04-08,A2,P09,34,21,12,4,21.6
STO045-000171,2024-04-09,A3,P09,41,11,24,4,21.6
STO045-000172,2024-04-10,A1,P10,53,25,0,5,23.8
STO045-000173,2024-04-10,A2,P10,59,22,24,5,23.8
STO045-000174,2024-04-11,A3,P10,20,22,0,5,23.8
STO045-000175,2024-04-11,A1,P11,1,16,0,6,26.0
STO045-000176,2024-04-12,A2,P11,13,40,12,6,26.0
STO045-000177,2024-04-12,A3,P11,4,23,0,6,26.0
STO045-000178,2024-04-13,A1,P12,41,24,12,7,28.2
STO045-000179,2024-04-14,A2,P12,40,27,12,7,28.2
STO045-000180,2024-04-14,A3,P12,70,16,24,7,28.2
STO045-000181,2024-04-15,A1,P01,63,8,24,3,4.0
STO045-000182,2024-04-15,A2,P01,30,12,0,3,4.0
STO045-000183,2024-04-16,A3,P01,20,9,0,3,4.0
STO045-000184,2024-04-17,A1,P02,67,25,24,4,6.2
STO045-000185,2024-04-17,A2,P02,25,15,24,4,6.2
STO045-000186,2024-04-18,A3,P02,31,6,24,4,6.2
STO045-000187,2024-04-18,A1,P03,65,22,12,5,8.4
STO045-000188,2024-04-19,A2,P03,40,16,0,5,8.4
STO045-000189,2024-04-19,A3,P03,46,24,0,5,8.4
STO045-000190,2024-04-20,A1,P04,13,14,24,6,10.6
STO045-000191,2024-04-21,A2,P04,5,30,0,6,10.6
STO045-000192,2024-04-21,A3,P04,46,24,0,6,10.6
STO045-000193,2024-04-22,A1,P05,27,33,24,7,12.8
STO045-000194,2024-04-22,A2,P05,42,26,0,7,12.8
STO045-000195,2024-04-23, A3 ,P05,29,15,0,7,12.8
STO045-000196,2024-04-24,A1,P06,30,28,0,8,15.0
STO045-000197,2024-04-24,A2,P06,47,19,0,8,15.0
STO045-000198,2024-04-25,A3,P06,49,24,0,8,15.0
STO045-000199,2024-04-25,A1,P07,19,21,24,9,17.2
STO045-000200,2024-04-26,A2,P07,33,15,0,9,17.2
STO045-000201,2024-04-26,A3,P07,60,22,12,9,17.2
STO045-000202,2024-04-27,A1,P08,47,23,0,3,19.4
STO045-000203,2024-04-28,A2,P08,17,31,0,3,19.4
STO045-000204,2024-04-28,A3,P08,50,23,24,3,19.4
STO045-000205,2024-04-29,A1,P09,46,36,12,4,21.6
STO045-000206,2024-04-29,A2,P09,59,21,0,4,21.6
STO045-000207,2024-04-30,A3,P09,64,36,0,4,21.6
STO045-000208,2024-05-01,A1,P10,48,23,0,5,23.8
STO045-000209,2024-05-01,A2,P10,30,22,0,5,23.8
STO045-000210,2024-05-02,A3,P10,12,21,24,5,23.8
STO045-000211,2024-05-02,A1,P11,53,35,0,6,26.0
STO045-000212,2024-05-03,A2,P11,39,35,24,6,26.0
STO045-000213,2024-05-03,A3,P11,48,33,12,6,26.0
STO045-000214,2024-05-04,A1,P12,50,24,0,7,28.2
STO045-000215,2024-05-05,A2,P12,47,26,0,7,28.2
STO045-000216,2024-05-05,A3,P12,1,23,12,7,28.2
STO045-000217,2024-05-06,A1,P01,57,11,0,3,4.0
STO045-000218,2024-05-06,A2,P01,12,21,0,3,4.0
STO045-000219,2024-05-07,A3,P01,17,18,24,3,4.0
STO045-000220,2024-05-08,A1,P02,9,11,24,4,6.2
STO045-000221,2024-05-08,A2,P02,3,11,12,4,6.2
STO045-000222,2024-05-09,A3,P02,29,8,24,4,6.2
STO045-000223,2024-05-09,A1,P03,37,26,0,5,8.4
STO045-000224,2024-05-10,A2,P03,4,12,0,5,8.4
STO045-000225,2024-05-10,A3,P03,45,10,0,5,8.4
STO045-000226,2024-05-11,A1,P04,40,21,0,6,10.6
STO045-000227,2024-05-12,A2,P04,59,27,0,6,10.6
STO045-000228,2024-05-12,A3,P04,11,12,0,6,10.6
STO045-000229,2024-05-13,A1,P05,27,19,0,7,12.8
STO045-000230,2024-05-13,A2,P05,65,29,0,7,12.8
STO045-000231,2024-05-14,A3,P05,12,5,12,7,12.8
STO045-000232,2024-05-15,A1,P06,60,16,12,8,15.0
STO045-000233,2024-05-15,A2,P06,38,16,24,8,15.0
STO045-000234,2024-05-16,A3,P06,14,17,12,8,15.0
STO045-000235,2024-05-16,A1,P07,18,23,12,9,17.2
STO045-000236,2024-05-17,A2,P07,66,21,12,9,17.2
STO045-000237,2024-05-18,A3,P07,28,19,0,9,17.2
STO045-000238,2024-05-18,A1,P08,8,28,24,3,19.4
STO045-000239,2024-05-19,A2,P08,50,19,12,3,19.4
STO045-000240,2024-05-19,A3,P08,29,28,12,3,19.4
STO045-000241,2024-05-20,A1,P09,4,22,0,4,21.6
STO045-000242,2024-05-20,A2,P09,6,13,0,4,21.6
STO045-000243,2024-05-21,A3,P09,58,18,24,4,21.6
STO045-000244,2024-05-22,A1,P10,24,27,24,5,23.8
STO045-000245,2024-05-22,A2,P10,9,31,0,5,23.8
STO045-000246,2024-05-23,A3,P10,45,36,0,5,23.8
STO045-000247,2024-05-23,A1,P11,6,17,0,6,26.0
STO045-000248,2024-05-24,A2,P11,63,12,12,6,26.0
STO045-000249,2024-05-25,A3,P11,38,36,12,6,26.0
STO045-000250,2024-05-25,A1,P12,,22,24,7,28.2
STO045-000251,2024-05-26,A2,P12,47,22,24,7,28.2
STO045-000252,2024-05-26,A3,P12,35,27,12,7,28.2
STO045-000253,2024-05-27,A1,P01,38,13,0,3,4.0
STO045-000254,2024-05-27,A2,P01,57,14,12,3,4.0
STO045-000255,2024-05-28,A3,P01,41,1,0,3,4.0
STO045-000256,2024-05-29,A1,P02,9,26,0,4,6.2
STO045-000257,2024-05-29,A2,P02,41,22,24,4,6.2
STO045-000258,2024-05-30,A3,P02,60,17,24,4,6.2
STO045-000259,2024-05-30,A1,P03,12,16,0,5,8.4
STO045-000260,2024-05-31,A2,P03,9,16,12,5,8.4
STO045-000261,2024-06-01,A3,P03,4,14,12,5,8.4
STO045-000262,2024-06-01,A1,P04,25,10,24,6,10.6
STO045-000263,2024-06-02,A2,P04,42,19,0,6,10.6
STO045-000264,2024-06-02,A3,P04,54,21,24,6,10.6
STO045-000265,2024-06-03,A1,P05,60,0,0,7,12.8
STO045-000266,2024-06-03,A2,P05,11,15,0,7,12.8
STO045-000267,2024-06-04,A3,P05,16,5,0,7,12.8
STO045-000268,2024-06-05,A1,P06,59,12,12,8,15.0
STO045-000269,2024-06-05,A2,P06,26,29,24,8,15.0
STO045-000270,2024-06-06,A3,P06,65,18,12,8,15.0
STO045-000271,2024-06-06,A1,P07,37,29,24,9,17.2
STO045-000272,2024-06-07,A2,P07,67,28,24,9,17.2
STO045-000273,2024-06-08,A3,P07,24,22,24,9,17.2
STO045-000274,2024-06-08,A1,P08,2,21,0,3,19.4
STO045-000275,2024-06-09,A2,P08,70,19,0,3,19.4
STO045-000276,2024-06-09,A3,P08,22,22,12,3,19.4
STO045-000277,2024-06-10,A1,P09,64,35,24,4,21.6
STO045-000278,2024-06-10,A2,P09,10,26,24,4,21.6
STO045-000279,2024-06-11,A3,P09,45,9,24,4,21.6
STO045-000280,2024-06-12,A1,P10,57,17,24,5,23.8
STO045-000281,2024-06-12,A2,P10,25,20,0,5,23.8
STO045-000282,2024-06-13,A3,P10,68,21,0,5,23.8
STO045-000283,2024-06-13,A1,P11,13,36,0,6,26.0
STO045-000284,2024-06-14,A2,P11,15,36,0,6,26.0
STO045-000285,2024-06-15,A3,P11,62,17,0,6,26.0
STO045-000286,2024-06-15,A1,P12,24,19,0,7,28.2
STO045-000287,2024-06-16,A2,P12,40,42,24,7,28.2
STO045-000288,2024-06-16,A3,P12,65,20,12,7,28.2
STO045-000289,2024-06-17,A1,P01,32,18,24,3,4.0
STO045-000290,2024-06-18,A2,P01,50,17,0,3,4.0
STO045-000291,2024-06-18,A3,P01,5,11,12,3,4.0
STO045-000292,2024-06-19, A1 ,P02,15,19,12,4,6.2
STO045-000293,2024-06-19,A2,P02,23,9,0,4,6.2
STO045-000294,2024-06-20,A3,P02,14,18,0,4,6.2
STO045-000295,2024-06-20,A1,P03,46,18,0,5,8.4
STO045-000296,2024-06-21,A2,P03,45,4,0,5,8.4
STO045-000297,2024-06-22,A3,P03,64,12,0,5,8.4
STO045-000298,2024-06-22,A1,P04,48,15,0,6,10.6
STO045-000299,2024-06-23,A2,P04,44,19,24,6,10.6
STO045-000300,2024-06-23,A3,P04,64,19,12,6,10.6
STO045-000301,2024-06-24,A1,P05,40,10,24,7,12.8
STO045-000302,2024-06-25,A2,P05,63,24,24,7,12.8
STO045-000303,2024-06-25,A3,P05,22,11,0,7,12.8
STO045-000304,2024-06-26,A1,P06,65,9,0,8,15.0
STO045-000305,2024-06-26,A2,P06,15,26,0,8,15.0
STO045-000306,2024-06-27,A3,P06,48,25,24,8,15.0
STO045-000307,2024-06-27,A1,P07,24,25,24,9,17.2
STO045-000308,2024-06-28,A2,P07,38,18,0,9,17.2
STO045-000309,2024-06-29,A3,P07,61,27,12,9,17.2
STO045-000310,2024-06-29,A1,P08,8,20,24,3,19.4
STO045-000311,2024-06-30,A2,P08,54,25,12,3,19.4
STO045-000312,2024-06-30,A3,P08,6,25,0,3,19.4
STO045-000313,2024-07-01,A1,P09,35,26,12,4,21.6
STO045-000314,2024-07-02,A2,P09,27,20,24,4,21.6
STO045-000315,2024-07-02,A3,P09,49,28,0,4,21.6
STO045-000316,2024-07-03,A1,P10,29,34,12,5,23.8
STO045-000317,2024-07-03,A2,P10,28,23,0,5,23.8
STO045-000318,2024-07-04,A3,P10,31,27,12,5,23.8
STO045-000319,2024-07-04,A1,P11,12,17,24,6,26.0
STO045-000320,2024-07-05,A2,P11,7,21,0,6,26.0
STO045-000321,2024-07-06,A3,P11,41,32,0,6,26.0
STO045-000322,2024-07-06,A1,P12,13,9,12,7,28.2
STO045-000323,2024-07-07,A2,P12,22,21,0,7,28.2
STO045-000324,2024-07-07,A3,P12,7,19,0,7,28.2
STO045-000325,2024-07-08,A1,P01,43,6,0,3,4.0
STO045-000326,2024-07-09,A2,P01,51,20,0,3,4.0
STO045-000327,2024-07-09,A3,P01,34,10,0,3,4.0
STO045-000328,2024-07-10,A1,P02,3,27,0,4,6.2
STO045-000329,2024-07-10,A2,P02,2,22,0,4,6.2
STO045-000330,2024-07-11,A3,P02,59,20,0,4,6.2
STO045-000331,2024-07-11,A1,P03,17,14,0,5,8.4
STO045-000332,2024-07-12,A2,P03,21,13,0,5,8.4
STO045-000333,2024-07-13,A3,P03,,35,0,5,8.4
STO045-000334,2024-07-13,A1,P04,13,27,0,6,10.6
STO045-000335,2024-07-14,A2,P04,56,43,0,6,10.6
STO045-000336,2024-07-14,A3,P04,51,11,12,6,10.6
STO045-000337,2024-07-15,A1,P05,17,27,24,7,12.8
STO045-000338,2024-07-16,A2,P05,11,2,0,7,12.8
STO045-000339,2024-07-16,A3,P05,22,23,0,7,12.8
STO045-000340,2024-07-17,A1,P06,16,26,0,8,15.0
STO045-000341,2024-07-17,A2,P06,52,20,0,8,15.0
STO045-000342,2024-07-18,A3,P06,50,16,12,8,15.0
STO045-000343,2024-07-19,A1,P07,27,17,24,9,17.2
STO045-000344,2024-07-19,A2,P07,12,19,12,9,17.2
STO045-000345,2024-07-20,A3,P07,52,31,12,9,17.2
STO045-000346,2024-07-20,A1,P08,46,13,0,3,19.4
STO045-000347,2024-07-21,A2,P08,43,22,0,3,19.4
STO045-000348,2024-07-21,A3,P08,40,21,0,3,19.4
STO045-000349,2024-07-22,A1,P09,36,20,12,4,21.6
STO045-000350,2024-07-23,A2,P09,57,13,0,4,21.6
STO045-000351,2024-07-23,A3,P09,5,18,0,4,21.6
STO045-000352,2024-07-24,A1,P10,52,14,12,5,23.8
STO045-000353,2024-07-24,A2,P10,27,10,0,5,23.8
STO045-000354,2024-07-25,A3,P10,57,32,0,5,23.8
STO045-000355,2024-07-26,A1,P11,54,21,12,6,26.0
STO045-000356,2024-07-26,A2,P11,59,22,24,6,26.0
STO045-000357,2024-07-27,A3,P11,2,35,0,6,26.0
STO045-000358,2024-07-27,A1,P12,14,24,24,7,28.2
STO045-000359,2024-07-28,A2,P12,42,23,0,7,28.2
STO045-000360,2024-07-28,A3,P12,7,24,12,7,28.2
STO045-000361,2024-07-29,A1,P01,42,7,0,3,4.0
STO045-000362,2024-07-30,A2,P01,19,20,12,3,4.0
STO045-000363,2024-07-30,A3,P01,3,22,0,3,4.0
STO045-000364,2024-07-31,A1,P02,21,16,0,4,6.2
STO045-000365,2024-07-31,A2,P02,17,20,12,4,6.2
STO045-000366,2024-08-01,A3,P02,5,2,0,4,6.2
STO045-000367,2024-08-02,A1,P03,29,25,0,5,8.4
STO045-000368,2024-08-02,A2,P03,0,29,24,5,8.4
STO045-000369,2024-08-03,A3,P03,26,1,0,5,8.4
STO045-000370,2024-08-03,A1,P04,56,25,0,6,10.6
STO045-000371,2024-08-04,A2,P04,58,16,12,6,10.6
STO045-000372,2024-08-04,A3,P04,59,16,0,6,10.6
STO045-000373,2024-08-05,A1,P05,62,27,0,7,12.8
STO045-000374,2024-08-06,A2,P05,62,27,12,7,12.8
STO045-000375,2024-08-06,A3,P05,17,22,12,7,12.8
STO045-000376,2024-08-07,A1,P06,13,9,12,8,15.0
STO045-000377,2024-08-07,A2,P06,54,23,24,8,15.0
STO045-000378,2024-08-08,A3,P06,27,22,0,8,15.0
STO045-000379,2024-08-09,A1,P07,3,8,12,9,17.2
STO045-000380,2024-08-09,A2,P07,4,30,24,9,17.2
STO045-000381,2024-08-10,A3,P07,68,10,12,9,17.2
STO045-000382,2024-08-10,A1,P08,33,28,12,3,19.4
STO045-000383,2024-08-11,A2,P08,63,23,24,3,19.4
STO045-000384,2024-08-11,A3,P08,51,14,0,3,19.4
STO045-000385,2024-08-12,A1,P09,30,18,24,4,21.6
STO045-000386,2024-08-13,A2,P09,48,14,12,4,21.6
STO045-000387,2024-08-13,A3,P09,51,34,24,4,21.6
STO045-000388,2024-08-14,A1,P10,55,28,0,5,23.8
STO045-000389,2024-08-14, A2 ,P10,23,21,0,5,23.8
STO045-000390,2024-02-30,A3,P10,69,13,24,5,23.8
STO045-000391,2024-08-16,A1,P11,29,30,12,6,26.0
STO045-000392,2024-08-16,A2,P11,39,33,24,6,26.0
STO045-000393,2024-08-17,A3,P11,62,24,0,6,26.0
STO045-000394,2024-08-17,A1,P12,62,31,0,7,28.2
STO045-000395,2024-08-18,A2,P12,37,47,12,7,28.2
STO045-000396,2024-08-18,A3,P12,10,23,0,7,28.2
STO045-000397,2024-08-19,A1,P01,21,12,24,3,4.0
STO045-000398,2024-08-20,A2,P01,25,11,0,3,4.0
STO045-000399,2024-08-20,A3,P01,29,21,24,3,4.0
STO045-000400,2024-08-21,A1,P02,20,14,0,4,6.2
STO045-000401,2024-08-21,A2,P02,21,9,0,4,6.2
STO045-000402,2024-08-22,A3,P02,33,13,12,4,6.2
STO045-000403,2024-08-23,A1,P03,54,22,0,5,8.4
STO045-000404,2024-08-23,A2,P03,43,9,24,5,8.4
STO045-000405,2024-08-24,A3,P03,55,26,24,5,8.4
STO045-000406,2024-08-24,A1,P04,57,23,12,6,10.6
STO045-000407,2024-08-25,A2,P04,1,18,24,6,10.6
STO045-000408,2024-08-26,A3,P04,48,24,0,6,10.6
STO045-000409,2024-08-26,A1,P05,58,15,24,7,12.8
STO045-000410,2024-08-27,A2,P05,38,32,0,7,12.8
STO045-000411,2024-08-27,A3,P05,3,10,12,7,12.8
STO045-000412,2024-08-28,A1,P06,22,15,0,8,15.0
STO045-000413,2024-08-28,A2,P06,47,27,12,8,15.0
STO045-000414,2024-08-29,A3,P06,6,12,0,8,15.0
STO045-000415,2024-08-30,A1,P07,4,13,24,9,17.2
STO045-000416,2024-08-30,A2,P07,,32,0,9,17.2
STO045-000417,2024-08-31,A3,P07,19,21,0,9,17.2
STO045-000418,2024-08-31,A1,P08,34,17,0,3,19.4
STO045-000419,2024-09-01,A2,P08,69,18,0,3,19.4
STO045-000420,2024-09-02,A3,P08,50,8,0,3,19.4
STO045-000421,2024-09-02,A1,P09,46,18,12,4,21.6
STO045-000422,2024-09-03,A2,P09,12,25,12,4,21.6
STO045-000423,2024-09-03,A3,P09,43,17,0,4,21.6
STO045-000424,2024-09-04,A1,P10,59,25,12,5,23.8
STO045-000425,2024-09-04,A2,P10,70,25,12,5,23.8
STO045-000426,2024-09-05,A3,P10,64,25,0,5,23.8
STO045-000427,2024-09-06,A1,P11,51,23,0,6,26.0
STO045-000428,2024-09-06,A2,P11,69,23,0,6,26.0
STO045-000429,2024-09-07,A3,P11,24,25,0,6,26.0
STO045-000430,2024-09-07,A1,P12,53,12,0,7,28.2
STO045-000431,2024-09-08,A2,P12,24,29,0,7,28.2
STO045-000432,2024-09-09,A3,P12,2,32,0,7,28.2
STO045-000433,2024-09-09,A1,P01,6,20,0,3,4.0
STO045-000434,2024-09-10,A2,P01,61,7,24,3,4.0
