registro_id,fecha,cliente,plan,zona,antiguedad_meses,consumo_gb,incidencias,baja_30d,motivo_baja
TEL088-000051,2024-01-01,C0051,total,centro,69,41.9,0,1,servicio
TEL088-000052,2024-01-01,C0052,esencial,norte,85,18.45,0,0,
TEL088-000053,2024-01-01,C0053,plus,centro,47,26.63,0,0,
TEL088-000054,2024-01-01,C0054,total,sur,48,46.95,2,0,
TEL088-000055,2024-01-01,C0055,esencial,norte,32,20.67,1,0,
TEL088-000056,2024-01-01,C0056,plus,centro,64,28.69,1,1,precio
TEL088-000057,2024-01-01,C0057,total,sur,34,46.89,0,0,
TEL088-000058,2024-01-01,C0058,esencial,centro,54,11.66,0,0,
TEL088-000059,2024-01-01,C0059,plus,centro,85,27.73,2,0,
TEL088-000060,2024-01-01,C0060,total,norte,57,51.3,0,0,
TEL088-000061,2024-01-01,C0061,esencial,centro,10,9.38,1,0,
TEL088-000062,2024-01-01,C0062,plus,centro,32,35.78,1,0,
TEL088-000063,2024-01-01,C0063,total,centro,3,42.39,0,0,
TEL088-000064,2024-01-01,C0064,esencial,centro,82,20.22,1,0,
TEL088-000065,2024-01-01,C0065,plus,centro,6,31.28,0,0,
TEL088-000066,2024-01-01,C0066,total,sur,42,54.55,3,0,
TEL088-000067,2024-01-01,C0067,esencial,sur,64,4.05,2,1,mudanza
TEL088-000068,2024-01-01,C0068,plus,norte,26,20.8,0,0,
TEL088-000069,2024-01-01,C0069,total,sur,48,46.78,0,0,
TEL088-000070,2024-01-01,C0070,esencial,centro,2,21.89,0,0,
TEL088-000071,2024-01-01,C0071,plus,centro,68,30.38,2,0,
TEL088-000072,2024-01-01,C0072,total,norte,27,46.63,2,0,
TEL088-000073,2024-01-01,C0073,esencial,sur,21,15.76,3,0,
TEL088-000074,2024-01-01,C0074,plus,centro,42,19.23,0,0,
TEL088-000075,2024-01-01,C0075,total,sur,52,51.9,2,0,
TEL088-000076,2024-01-01,C0076,esencial,centro,45,20.44,2,0,
TEL088-000077,2024-01-01,C0077,plus,sur,27,35.68,2,0,
TEL088-000078,2024-01-01,C0078,total,centro,69,60.89,0,0,
TEL088-000079,2024-01-01,C0079,esencial,sur,77,7.33,1,0,
TEL088-000080,2024-01-01,C0080,plus,sur,72,23.44,0,0,
TEL088-000081,2024-01-01,C0081,total,norte,19,32.6,0,0,
TEL088-000082,2024-01-01,C0082,esencial,centro,26,16.4,1,0,
TEL088-000083,2024-01-01,C0083,plus,centro,30,23.99,0,0,
TEL088-000084,2024-01-01,C0084,total,norte,18,,1,0,
TEL088-000085,2024-01-01,C0085,esencial,centro,37,17.25,0,0,
TEL088-000086,2024-01-01,C0086,plus,norte,65,22.71,0,0,
TEL088-000087,2024-01-01,C0087,total,centro,46,47.99,1,0,
TEL088-000088,2024-01-01,C0088,esencial,norte,10,19.05,0,0,
TEL088-000089,2024-01-01,C0089,plus,sur,31,34.51,0,1,mudanza
TEL088-000090,2024-01-01,C0090,total,sur,32,55.85,1,0,
TEL088-000091,2024-01-01,C0091,esencial,norte,52,7.64,2,0,
TEL088-000092,2024-01-01,C0092,plus,sur,28,28.15,0,0,
TEL088-000093,2024-01-01,C0093,total,centro,53,39.87,1,0,
TEL088-000094,2024-01-01,C0094,esencial,norte,34,13.5,1,0,
TEL088-000095,2024-01-01,C0095,plus,norte,75,30.69,2,0,
TEL088-000096,2024-01-01,C0096,total,sur,67,52.99,1,0,
TEL088-000097,2024-01-01,C0097,esencial,norte,20,8.34,0,0,
TEL088-000098,2024-01-01,C0098, PLUS ,centro,20,44.1,0,0,
TEL088-000099,2024-01-01,C0099,total,sur,75,42.92,0,0,
TEL088-000100,2024-01-01,C0100,esencial,norte,4,17.77,0,1,mudanza
TEL088-000101,2024-01-01,C0101,plus,sur,19,13.89,1,0,
TEL088-000102,2024-01-01,C0102,total,centro,68,51.78,1,0,
TEL088-000103,2024-01-01,C0103,esencial,sur,40,1.46,0,0,
TEL088-000104,2024-01-01,C0104,plus,centro,10,36.86,0,0,
TEL088-000105,2024-01-01,C0105,total,norte,15,37.26,0,0,
TEL088-000106,2024-01-01,C0106,esencial,centro,53,12.31,1,0,
TEL088-000107,2024-01-01,C0107,plus,centro,5,22.64,0,0,
TEL088-000108,2024-01-01,C0108,total,centro,1,47.93,1,0,
TEL088-000109,2024-01-01,C0109,esencial,sur,65,12.23,1,0,
TEL088-000110,2024-01-01,C0110,plus,centro,83,31.12,0,0,
TEL088-000111,2024-01-01,C0111,total,norte,23,55.18,0,0,
TEL088-000112,2024-01-01,C0112,esencial,norte,22,10.05,0,1,mudanza
TEL088-000113,2024-01-01,C0113,plus,sur,31,30.72,0,0,
TEL088-000114,2024-01-01,C0114,total,norte,20,55.96,0,0,
TEL088-000115,2024-01-01,C0115,esencial,centro,22,1.19,1,0,
TEL088-000116,2024-01-01,C0116,plus,centro,12,37.24,0,0,
TEL088-000117,2024-01-01,C0117,total,sur,60,57.46,2,0,
TEL088-000118,2024-01-01,C0118,esencial,norte,14,15.81,1,0,
TEL088-000119,2024-01-01,C0119,plus,sur,46,38.6,0,0,
TEL088-000120,2024-01-01,C0120,total,norte,84,47.86,1,0,
TEL088-000121,2024-02-01,C0001,esencial,norte,8,11.37,1,1,servicio
TEL088-000122,2024-02-01,C0002,plus,norte,9,28.17,3,0,
TEL088-000123,2024-02-01,C0003,total,sur,32,40.45,0,0,
TEL088-000124,2024-02-01,C0004,esencial,norte,81,8.75,0,0,
TEL088-000125,2024-02-01,C0005,plus,sur,18,34.74,2,1,servicio
TEL088-000126,2024-02-01,C0006,total,norte,3,42.4,0,0,
TEL088-000127,2024-02-01,C0007,esencial,centro,76,6.12,3,0,
TEL088-000128,2024-02-01,C0008,plus,norte,71,24.61,0,0,
TEL088-000129,2024-02-01,C0009,total,sur,44,56.58,0,0,
TEL088-000130,2024-02-01,C0010,esencial,sur,88,17.96,2,0,
TEL088-000131,2024-02-01,C0011,plus,norte,90,20.29,1,0,
TEL088-000132,2024-02-01,C0012,total,sur,13,57.36,1,0,
TEL088-000133,2024-02-01,C0013,esencial,norte,6,11.5,0,0,
TEL088-000134,2024-02-01,C0014,plus,centro,71,24.77,0,0,
TEL088-000135,2024-02-01,C0015,total,centro,91,47.69,0,0,
TEL088-000136,2024-02-01,C0016,esencial,sur,52,7.02,1,0,
TEL088-000137,2024-02-01,C0017,plus,sur,61,34.87,1,0,
TEL088-000138,2024-02-01,C0018,total,sur,15,46.84,1,0,
TEL088-000139,2024-02-01,C0019,esencial,norte,36,23.65,0,0,
TEL088-000140,2024-02-01,C0020,plus,sur,74,51.6,0,0,
TEL088-000141,2024-02-01,C0021,total,sur,14,56.17,3,0,
TEL088-000142,2024-02-01,C0022,esencial,centro,91,11.12,0,0,
TEL088-000143,2024-02-01,C0023,plus,centro,51,35.55,0,0,
TEL088-000144,2024-02-01,C0024,total,sur,90,47.38,0,0,
TEL088-000145,2024-02-01,C0025,esencial,centro,30,3.44,2,0,
TEL088-000146,2024-02-01,C0026,plus,sur,57,25.47,1,0,
TEL088-000147,2024-02-01,C0027,total,centro,14,52.38,1,0,
TEL088-000148,2024-02-01,C0028,esencial,norte,51,2.83,0,0,
TEL088-000149,2024-02-01,C0029,plus,centro,38,24.69,2,0,
TEL088-000150,2024-02-01,C0030,total,norte,43,34.26,1,0,
TEL088-000151,2024-02-01,C0031,esencial,centro,11,21.0,1,0,
TEL088-000152,2024-02-01,C0032,plus,norte,33,31.55,2,1,servicio
TEL088-000153,2024-02-01,C0033,total,sur,90,60.62,1,0,
TEL088-000154,2024-02-01,C0034,esencial,norte,70,10.38,1,0,
TEL088-000155,2024-02-01,C0035,plus,sur,82,24.56,1,1,mudanza
TEL088-000156,2024-02-01,C0036,total,norte,52,44.14,0,0,
TEL088-000157,2024-02-01,C0037,esencial,norte,34,22.94,1,0,
TEL088-000158,2024-02-01,C0038,plus,centro,38,22.15,1,0,
TEL088-000159,2024-02-01,C0039,total,norte,82,43.5,1,0,
TEL088-000160,2024-02-01,C0040,esencial,norte,75,5.78,0,0,
TEL088-000161,2024-02-01,C0041,plus,norte,74,34.67,0,0,
TEL088-000162,2024-02-01,C0042,total,norte,23,27.51,0,0,
TEL088-000163,2024-02-01,C0043,esencial,centro,8,8.21,0,0,
TEL088-000164,2024-02-01,C0044,plus,centro,91,22.77,3,0,
TEL088-000165,2024-02-01,C0045,total,norte,53,44.07,3,1,mudanza
TEL088-000166,2024-02-01,C0046,esencial,norte,14,16.28,2,1,servicio
TEL088-000167,2024-02-01,C0047,plus,centro,63,,0,0,
TEL088-000168,2024-02-01,C0048,total,sur,63,62.55,0,0,
TEL088-000169,2024-02-01,C0049,esencial,centro,87,22.65,1,0,
TEL088-000170,2024-02-01,C0050,plus,norte,35,31.8,1,0,
TEL088-000171,2024-02-01,C0051,total,centro,70,57.12,2,0,
TEL088-000172,2024-02-01,C0052,esencial,norte,86,4.89,1,0,
TEL088-000173,2024-02-01,C0053,plus,centro,48,39.79,0,0,
TEL088-000174,2024-02-01,C0054,total,sur,49,47.09,0,0,
TEL088-000175,2024-02-01,C0055,esencial,norte,33,8.47,1,0,
TEL088-000176,2024-02-01,C0056,plus,centro,65,30.97,0,0,
TEL088-000177,2024-02-01,C0057,total,sur,35,35.56,0,0,
TEL088-000178,2024-02-01,C0058,esencial,centro,55,15.78,0,0,
TEL088-000179,2024-02-01,C0059,plus,centro,86,23.89,1,0,
TEL088-000180,2024-02-01,C0060,total,norte,58,52.31,0,0,
TEL088-000181,2024-02-01,C0061,esencial,centro,11,26.79,0,0,
TEL088-000182,2024-02-01,C0062,plus,centro,33,48.73,0,0,
TEL088-000183,2024-02-01,C0063,total,centro,4,31.29,0,0,
TEL088-000184,2024-02-01,C0064,esencial,centro,83,0,0,0,
TEL088-000185,2024-02-01,C0065,plus,centro,7,31.57,0,0,
TEL088-000186,2024-02-01,C0066,total,sur,43,48.87,1,0,
TEL088-000187,2024-02-01,C0067,esencial,sur,65,17.4,0,0,
TEL088-000188,2024-02-01,C0068,plus,norte,27,30.35,0,0,
TEL088-000189,2024-02-01,C0069,total,sur,49,54.14,0,0,
TEL088-000190,2024-02-01,C0070,esencial,centro,3,0,0,1,mudanza
TEL088-000191,2024-02-01,C0071,plus,centro,69,40.93,1,0,
TEL088-000192,2024-02-01,C0072,total,norte,28,37.06,3,0,
TEL088-000193,2024-02-01,C0073,esencial,sur,22,19.42,2,0,
TEL088-000194,2024-02-01,C0074,plus,centro,43,40.15,3,0,
TEL088-000195,2024-02-01,C0075, TOTAL ,sur,53,44.53,1,0,
TEL088-000196,2024-02-01,C0076,esencial,centro,46,10.98,2,0,
TEL088-000197,2024-02-01,C0077,plus,sur,28,27.93,0,0,
TEL088-000198,2024-02-01,C0078,total,centro,70,37.65,0,0,
TEL088-000199,2024-02-01,C0079,esencial,sur,78,0,1,0,
TEL088-000200,2024-02-01,C0080,plus,sur,73,23.82,1,0,
TEL088-000201,2024-02-01,C0081,total,norte,20,48.47,2,0,
TEL088-000202,2024-02-01,C0082,esencial,centro,27,14.91,0,0,
TEL088-000203,2024-02-01,C0083,plus,centro,31,31.6,2,0,
TEL088-000204,2024-02-01,C0084,total,norte,19,54.77,0,0,
TEL088-000205,2024-02-01,C0085,esencial,centro,38,19.21,1,0,
TEL088-000206,2024-02-01,C0086,plus,norte,66,30.43,1,0,
TEL088-000207,2024-02-01,C0087,total,centro,47,40.42,0,0,
TEL088-000208,2024-02-01,C0088,esencial,norte,11,19.4,0,0,
TEL088-000209,2024-02-01,C0089,plus,sur,32,25.87,0,0,
TEL088-000210,2024-02-01,C0090,total,sur,33,42.71,1,1,servicio
TEL088-000211,2024-02-01,C0091,esencial,norte,53,25.38,2,0,
TEL088-000212,2024-02-01,C0092,plus,sur,29,"35,06",1,0,
TEL088-000213,2024-02-01,C0093,total,centro,54,46.18,1,0,
TEL088-000214,2024-02-01,C0094,esencial,norte,35,7.88,1,0,
TEL088-000215,2024-02-01,C0095,plus,norte,76,10.47,0,0,
TEL088-000216,2024-02-01,C0096,total,sur,68,54.89,3,0,
TEL088-000217,2024-02-01,C0097,esencial,norte,21,23.37,1,0,
TEL088-000218,2024-02-01,C0098,plus,centro,21,48.4,0,0,
TEL088-000219,2024-02-01,C0099,total,sur,76,59.93,1,0,
TEL088-000220,2024-02-01,C0100,esencial,norte,5,17.48,1,0,
TEL088-000221,2024-02-01,C0101,plus,sur,20,29.27,1,0,
TEL088-000222,2024-02-01,C0102,total,centro,69,51.18,0,0,
TEL088-000223,2024-02-01,C0103,esencial,sur,41,11.85,0,0,
TEL088-000224,2024-02-01,C0104,plus,centro,11,31.27,2,0,
TEL088-000225,2024-02-01,C0105,total,norte,16,57.74,0,0,
TEL088-000226,2024-02-01,C0106,esencial,centro,54,11.22,1,0,
TEL088-000227,2024-02-01,C0107,plus,centro,6,34.34,1,0,
TEL088-000228,2024-02-01,C0108,total,centro,2,45.81,0,0,
TEL088-000229,2024-02-01,C0109,esencial,sur,66,7.38,0,0,
TEL088-000230,2024-02-01,C0110,plus,centro,84,34.93,0,0,
TEL088-000231,2024-02-01,C0111,total,norte,24,53.33,0,0,
TEL088-000232,2024-02-01,C0112,esencial,norte,23,14.14,2,0,
TEL088-000233,2024-02-01,C0113,plus,sur,32,28.08,0,0,
TEL088-000234,2024-02-01,C0114,total,norte,21,45.54,1,0,
TEL088-000235,2024-02-01,C0115,esencial,centro,23,15.85,0,0,
TEL088-000236,2024-02-01,C0116,plus,centro,13,31.52,0,0,
TEL088-000237,2024-02-01,C0117,total,sur,61,49.08,2,1,mudanza
TEL088-000238,2024-02-01,C0118,esencial,norte,15,33.16,2,0,
TEL088-000239,2024-02-01,C0119,plus,sur,47,40.49,3,0,
TEL088-000240,2024-02-01,C0120,total,norte,85,43.28,0,0,
TEL088-000241,2024-03-03,C0001,esencial,norte,9,21.86,0,0,
TEL088-000242,2024-03-03,C0002,plus,norte,10,42.45,1,0,
TEL088-000243,2024-03-03,C0003,total,sur,33,49.31,0,0,
TEL088-000244,2024-03-03,C0004,esencial,norte,82,14.45,0,0,
TEL088-000245,2024-03-03,C0005,plus,sur,19,35.99,1,1,mudanza
TEL088-000246,2024-03-03,C0006,total,norte,4,43.15,0,0,
TEL088-000247,2024-03-03,C0007,esencial,centro,77,4.59,0,0,
TEL088-000248,2024-03-03,C0008,plus,norte,72,21.72,3,0,
TEL088-000249,2024-03-03,C0009,total,sur,45,42.26,0,0,
TEL088-000250,2024-03-03,C0010,esencial,sur,89,,0,0,
TEL088-000251,2024-03-03,C0011,plus,norte,91,25.36,2,0,
TEL088-000252,2024-03-03,C0012,total,sur,14,50.06,0,0,
TEL088-000253,2024-03-03,C0013,esencial,norte,7,14.42,1,0,
TEL088-000254,2024-03-03,C0014,plus,centro,72,30.78,1,0,
TEL088-000255,2024-03-03,C0015,total,centro,92,50.31,3,0,
TEL088-000256,2024-03-03,C0016,esencial,sur,53,20.82,0,0,
TEL088-000257,2024-03-03,C0017,plus,sur,62,18.52,0,0,
TEL088-000258,2024-03-03,C0018,total,sur,16,45.13,0,0,
TEL088-000259,2024-03-03,C0019,esencial,norte,37,20.21,0,0,
TEL088-000260,2024-03-03,C0020,plus,sur,75,23.56,0,0,
TEL088-000261,2024-03-03,C0021,total,sur,15,48.59,1,1,servicio
TEL088-000262,2024-03-03,C0022,esencial,centro,92,5.02,0,0,
TEL088-000263,2024-03-03,C0023,plus,centro,52,26.97,0,0,
TEL088-000264,2024-03-03,C0024,total,sur,91,30.83,0,0,
TEL088-000265,2024-03-03,C0025,esencial,centro,31,10.28,0,0,
TEL088-000266,2024-03-03,C0026,plus,sur,58,27.3,0,0,
TEL088-000267,2024-03-03,C0027,total,centro,15,47.28,0,0,
TEL088-000268,2024-03-03,C0028,esencial,norte,52,0.12,1,0,
TEL088-000269,2024-03-03,C0029,plus,centro,39,23.9,0,0,
TEL088-000270,2024-03-03,C0030,total,norte,44,50.15,0,0,
TEL088-000271,2024-03-03,C0031,esencial,centro,12,12.16,0,0,
TEL088-000272,2024-03-03,C0032,plus,norte,34,27.0,0,0,
TEL088-000273,2024-03-03,C0033,total,sur,91,54.69,0,0,
TEL088-000274,2024-03-03,C0034,esencial,norte,71,9.05,0,0,
TEL088-000275,2024-03-03,C0035,plus,sur,83,36.36,1,0,
TEL088-000276,2024-03-03,C0036,total,norte,53,43.21,1,0,
TEL088-000277,2024-03-03,C0037,esencial,norte,35,13.67,0,0,
TEL088-000278,2024-03-03,C0038,plus,centro,39,29.29,0,0,
TEL088-000279,2024-03-03,C0039,total,norte,83,47.85,2,0,
TEL088-000280,2024-03-03,C0040,esencial,norte,76,13.39,0,0,
TEL088-000281,2024-03-03,C0041,plus,norte,75,27.81,0,0,
TEL088-000282,2024-03-03,C0042,total,norte,24,53.87,0,0,
TEL088-000283,2024-03-03,C0043,esencial,centro,9,16.34,0,0,
TEL088-000284,2024-03-03,C0044,plus,centro,92,36.0,0,0,
TEL088-000285,2024-03-03,C0045,total,norte,54,54.44,0,0,
TEL088-000286,2024-03-03,C0046,esencial,norte,15,8.19,0,0,
TEL088-000287,2024-03-03,C0047,plus,centro,64,24.39,0,0,
TEL088-000288,2024-03-03,C0048,total,sur,64,45.61,0,0,
TEL088-000289,2024-03-03,C0049,esencial,centro,88,18.38,0,1,servicio
TEL088-000290,2024-03-03,C0050,plus,norte,36,16.95,0,0,
TEL088-000291,2024-03-03,C0051,total,centro,71,40.53,0,0,
TEL088-000292,2024-03-03,C0052, ESENCIAL ,norte,87,29.34,1,0,
TEL088-000293,2024-03-03,C0053,plus,centro,49,17.85,4,1,servicio
TEL088-000294,2024-03-03,C0054,total,sur,50,52.67,0,0,
TEL088-000295,2024-03-03,C0055,esencial,norte,34,16.88,0,0,
TEL088-000296,2024-03-03,C0056,plus,centro,66,32.05,1,0,
TEL088-000297,2024-03-03,C0057,total,sur,36,35.31,0,0,
TEL088-000298,2024-03-03,C0058,esencial,centro,56,18.8,0,0,
TEL088-000299,2024-03-03,C0059,plus,centro,87,28.15,1,0,
TEL088-000300,2024-03-03,C0060,total,norte,59,56.0,0,0,
TEL088-000301,2024-03-03,C0061,esencial,centro,12,27.71,0,0,
TEL088-000302,2024-03-03,C0062,plus,centro,34,33.14,0,0,
TEL088-000303,2024-03-03,C0063,total,centro,5,57.73,2,0,
TEL088-000304,2024-03-03,C0064,esencial,centro,84,1.97,0,0,
TEL088-000305,2024-03-03,C0065,plus,centro,8,13.96,1,0,
TEL088-000306,2024-03-03,C0066,total,sur,44,46.52,0,0,
TEL088-000307,2024-03-03,C0067,esencial,sur,66,3.57,2,0,
TEL088-000308,2024-03-03,C0068,plus,norte,28,36.74,1,0,
TEL088-000309,2024-03-03,C0069,total,sur,50,48.12,0,0,
TEL088-000310,2024-03-03,C0070,esencial,centro,4,1.66,0,0,
TEL088-000311,2024-03-03,C0071,plus,centro,70,32.54,0,0,
TEL088-000312,2024-03-03,C0072,total,norte,29,51.66,2,0,
TEL088-000313,2024-03-03,C0073,esencial,sur,23,12.02,0,0,
TEL088-000314,2024-03-03,C0074,plus,centro,44,35.77,2,0,
TEL088-000315,2024-03-03,C0075,total,sur,54,37.2,0,0,
TEL088-000316,2024-03-03,C0076,esencial,centro,47,19.7,1,0,
TEL088-000317,2024-03-03,C0077,plus,sur,29,25.69,3,1,mudanza
TEL088-000318,2024-03-03,C0078,total,centro,71,41.84,0,0,
TEL088-000319,2024-03-03,C0079,esencial,sur,79,13.26,0,0,
TEL088-000320,2024-03-03,C0080,plus,sur,74,33.74,0,0,
TEL088-000321,2024-03-03,C0081,total,norte,21,56.03,1,0,
TEL088-000322,2024-03-03,C0082,esencial,centro,28,10.26,2,1,mudanza
TEL088-000323,2024-03-03,C0083,plus,centro,32,28.87,0,1,servicio
TEL088-000324,2024-03-03,C0084,total,norte,20,48.81,0,0,
TEL088-000325,2024-03-03,C0085,esencial,centro,39,18.78,2,0,
TEL088-000326,2024-03-03,C0086,plus,norte,67,31.27,1,0,
TEL088-000327,2024-03-03,C0087,total,centro,48,45.41,0,0,
TEL088-000328,2024-03-03,C0088,esencial,norte,12,13.79,1,0,
TEL088-000329,2024-03-03,C0089,plus,sur,33,23.18,1,1,servicio
TEL088-000330,2024-03-03,C0090,total,sur,34,47.19,1,0,
TEL088-000331,2024-03-03,C0091,esencial,norte,54,23.47,0,0,
TEL088-000332,2024-03-03,C0092,plus,sur,30,22.13,2,0,
TEL088-000333,2024-03-03,C0093,total,centro,55,,0,0,
TEL088-000334,2024-03-03,C0094,esencial,norte,36,17.38,2,0,
TEL088-000335,2024-03-03,C0095,plus,norte,77,47.33,3,1,precio
TEL088-000336,2024-03-03,C0096,total,sur,69,38.92,4,0,
TEL088-000337,2024-03-03,C0097,esencial,norte,22,4.7,0,0,
TEL088-000338,2024-03-03,C0098,plus,centro,22,16.6,1,0,
TEL088-000339,2024-03-03,C0099,total,sur,77,49.05,2,0,
TEL088-000340,2024-03-03,C0100,esencial,norte,6,24.13,1,1,precio
TEL088-000341,2024-03-03,C0101,plus,sur,21,33.57,2,0,
TEL088-000342,2024-03-03,C0102,total,centro,70,55.95,0,0,
TEL088-000343,2024-03-03,C0103,esencial,sur,42,0,0,0,
TEL088-000344,2024-03-03,C0104,plus,centro,12,49.07,1,0,
TEL088-000345,2024-03-03,C0105,total,norte,17,42.96,4,0,
TEL088-000346,2024-03-03,C0106,esencial,centro,55,16.24,0,0,
TEL088-000347,2024-03-03,C0107,plus,centro,7,20.84,1,0,
TEL088-000348,2024-03-03,C0108,total,centro,3,39.52,3,0,
TEL088-000349,2024-03-03,C0109,esencial,sur,67,20.73,0,0,
TEL088-000350,2024-03-03,C0110,plus,centro,85,39.27,0,0,
TEL088-000351,2024-03-03,C0111,total,norte,25,44.87,0,0,
TEL088-000352,2024-03-03,C0112,esencial,norte,24,19.27,0,0,
TEL088-000353,2024-03-03,C0113,plus,sur,33,11.41,2,1,mudanza
TEL088-000354,2024-03-03,C0114,total,norte,22,59.46,0,0,
TEL088-000355,2024-03-03,C0115,esencial,centro,24,13.66,0,0,
TEL088-000356,2024-03-03,C0116,plus,centro,14,14.55,3,0,
TEL088-000357,2024-03-03,C0117,total,sur,62,45.27,1,0,
TEL088-000358,2024-03-03,C0118,esencial,norte,16,17.41,0,0,
TEL088-000359,2024-03-03,C0119,plus,sur,48,35.77,0,0,
TEL088-000360,2024-03-03,C0120,total,norte,86,44.57,2,0,
TEL088-000361,2024-04-03,C0001,esencial,norte,10,19.76,0,0,
TEL088-000362,2024-04-03,C0002,plus,norte,11,26.11,2,0,
TEL088-000363,2024-04-03,C0003,total,sur,34,41.83,0,1,mudanza
TEL088-000364,2024-04-03,C0004,esencial,norte,83,7.29,1,0,
TEL088-000365,2024-04-03,C0005,plus,sur,20,19.42,1,0,
TEL088-000366,2024-04-03,C0006,total,norte,5,47.42,0,0,
TEL088-000367,2024-04-03,C0007,esencial,centro,78,17.81,0,0,
TEL088-000368,2024-04-03,C0008,plus,norte,73,20.91,0,0,
TEL088-000369,2024-04-03,C0009,total,sur,46,41.47,0,1,precio
TEL088-000370,2024-04-03,C0010,esencial,sur,90,10.37,1,0,
TEL088-000371,2024-04-03,C0011,plus,norte,92,50.63,1,0,
TEL088-000372,2024-04-03,C0012,total,sur,15,60.43,3,0,
TEL088-000373,2024-04-03,C0013,esencial,norte,8,13.43,1,0,
TEL088-000374,2024-04-03,C0014,plus,centro,73,30.99,2,0,
TEL088-000375,2024-04-03,C0015,total,centro,93,34.73,1,0,
TEL088-000376,2024-04-03,C0016,esencial,sur,54,16.11,1,0,
TEL088-000377,2024-04-03,C0017,plus,sur,63,6.62,1,0,
TEL088-000378,2024-04-03,C0018,total,sur,17,44.87,0,0,
TEL088-000379,2024-04-03,C0019,esencial,norte,38,7.15,0,0,
TEL088-000380,2024-04-03,C0020,plus,sur,76,23.39,0,0,
TEL088-000381,2024-04-03,C0021,total,sur,16,51.56,0,0,
TEL088-000382,2024-04-03,C0022,esencial,centro,93,12.93,0,0,
TEL088-000383,2024-04-03,C0023,plus,centro,53,28.38,1,0,
