registro_id,fecha,muestra,replica,instrumento,concentracion,limite,bajo_limite,unidad
LAB038-000111,2024-01-05,Q00019,3,A,14.534,2,0,mg/L
LAB038-000112,2024-01-05,Q00019,1,B,13.488,3,0,mg/L
LAB038-000113,2024-01-05,Q00019,2,B,14.866,3,0,mg/L
LAB038-000114,2024-01-05,Q00019,3,B,14.59,3,0,mg/L
LAB038-000115,2024-01-05,Q00020,1,A,20.632,2,0,mg/L
LAB038-000116,2024-01-05,Q00020,2,A,21.54,2,0,mg/L
LAB038-000117,2024-01-05,Q00020,3,A,20.79,2,0,mg/L
LAB038-000118,2024-01-05,Q00020,1,B,21.267,3,0,mg/L
LAB038-000119,2024-01-05,Q00020,2,B,21.932,3,0,mg/L
LAB038-000120,2024-01-05,Q00020,3,B,21.926,3,0,mg/L
LAB038-000121,2024-01-06,Q00021,1,A,6.406,2,0,mg/L
LAB038-000122,2024-01-06,Q00021,2,A,6.183,2,0,mg/L
LAB038-000123,2024-01-06,Q00021,3,A,7.002,2,0,mg/L
LAB038-000124,2024-01-06,Q00021,1,B,7.027,3,0,mg/L
LAB038-000125,2024-01-06,Q00021,2,B,8.578,3,0,mg/L
LAB038-000126,2024-01-06,Q00021,3,B,6.56,3,0,mg/L
LAB038-000127,2024-01-06,Q00022,1,A,7.25,2,0,mg/L
LAB038-000128,2024-01-06,Q00022,2,A,4.93,2,0,mg/L
LAB038-000129,2024-01-06,Q00022,3,A,5.158,2,0,mg/L
LAB038-000130,2024-01-06,Q00022,1,B,7.385,3,0,mg/L
LAB038-000131,2024-01-06,Q00022,2,B,6.378,3,0,mg/L
LAB038-000132,2024-01-06,Q00022,3,B,7.448,3,0,mg/L
LAB038-000133,2024-01-06,Q00023,1,A,7.859,2,0,mg/L
LAB038-000134,2024-01-06,Q00023,2,A,7.349,2,0,mg/L
LAB038-000135,2024-01-06,Q00023,3,A,7.606,2,0,mg/L
LAB038-000136,2024-01-06,Q00023,1,B,7.548,3,0,mg/L
LAB038-000137,2024-01-06,Q00023,2,B,8.468,3,0,mg/L
LAB038-000138,2024-01-06,Q00023,3,B,9.13,3,0,mg/L
LAB038-000139,2024-01-06,Q00024,1,A,6.658,2,0,mg/L
LAB038-000140,2024-01-06,Q00024,2,A,6.809,2,0,mg/L
LAB038-000141,2024-01-06,Q00024,3,A,7.724,2,0,mg/L
LAB038-000142,2024-01-06,Q00024,1,B,8.326,3,0,mg/L
LAB038-000143,2024-01-06,Q00024,2,B,8.683,3,0,mg/L
LAB038-000144,2024-01-06,Q00024,3,B,8.078,3,0,mg/L
LAB038-000145,2024-01-07,Q00025,1,A,6.357,2,0,mg/L
LAB038-000146,2024-01-07,Q00025,2,A,6.242,2,0,mg/L
LAB038-000147,2024-01-07,Q00025,3,A,6.08,2,0,mg/L
LAB038-000148,2024-01-07,Q00025,1,B,6.208,3,0,mg/L
LAB038-000149,2024-01-07,Q00025,2,B,6.487,3,0,mg/L
LAB038-000150,2024-01-07,Q00025,3,B,5.922,3,0,mg/L
LAB038-000151,2024-01-07,Q00026,1,A,3.536,2,0,mg/L
LAB038-000152,2024-01-07,Q00026,2,A,4.707,2,0,mg/L
LAB038-000153,2024-01-07,Q00026,3,A,5.583,2,0,mg/L
LAB038-000154,2024-01-07,Q00026,1,B,5.156,3,0,mg/L
LAB038-000155,2024-01-07,Q00026,2,B,4.633,3,0,mg/L
LAB038-000156,2024-01-07,Q00026,3,B,4.432,3,0,mg/L
LAB038-000157,2024-01-07,Q00027,1,A,3.335,2,0,mg/L
LAB038-000158,2024-01-07,Q00027,2,A,3.534,2,0,mg/L
LAB038-000159,2024-01-07,Q00027,3,A,3.983,2,0,mg/L
LAB038-000160,2024-01-07,Q00027,1,B,4.036,3,0,mg/L
LAB038-000161,2024-01-07,Q00027,2,B,3.746,3,0,mg/L
LAB038-000162,2024-01-07,Q00027,3,B,,3,1,mg/L
LAB038-000163,2024-01-07,Q00028,1,A,12.768,2,0,mg/L
LAB038-000164,2024-01-07,Q00028,2,A,12.425,2,0,mg/L
LAB038-000165,2024-01-07,Q00028,3,A,12.494,2,0,mg/L
LAB038-000166,2024-01-07,Q00028,1,B,13.921,3,0,mg/L
LAB038-000167,2024-01-07,Q00028,2,B,,3,0,mg/L
LAB038-000168,2024-01-07,Q00028,3,B,12.983,3,0,mg/L
LAB038-000169,2024-01-08,Q00029,1,A,3.85,2,0,mg/L
LAB038-000170,2024-01-08,Q00029,2,A,3.656,2,0,mg/L
LAB038-000171,2024-01-08,Q00029,3,A,4.358,2,0,mg/L
LAB038-000172,2024-01-08,Q00029,1,B,4.771,3,0,mg/L
LAB038-000173,2024-01-08,Q00029,2,B,6.461,3,0,mg/L
LAB038-000174,2024-01-08,Q00029,3,B,5.208,3,0,mg/L
LAB038-000175,2024-01-08,Q00030,1,A,4.234,2,0,mg/L
LAB038-000176,2024-01-08,Q00030,2,A,4.164,2,0,mg/L
LAB038-000177,2024-01-08,Q00030,3,A,2.952,2,0,mg/L
LAB038-000178,2024-01-08,Q00030,1,B,5.435,3,0,mg/L
LAB038-000179,2024-01-08,Q00030,2,B,3.813,3,0,mg/L
LAB038-000180,2024-01-08,Q00030,3,B,4.867,3,0,mg/L
LAB038-000181,2024-01-08,Q00031,1,A,3.284,2,0,mg/L
LAB038-000182,2024-01-08,Q00031,2,A,3.773,2,0,mg/L
LAB038-000183,2024-01-08,Q00031,3,A,2.985,2,0,mg/L
LAB038-000184,2024-01-08,Q00031,1,B,,3,1,mg/L
LAB038-000185,2024-01-08,Q00031,2,B,,3,1,mg/L
LAB038-000186,2024-01-08,Q00031,3,B,3.751,3,0,mg/L
LAB038-000187,2024-01-08,Q00032,1,A,31.91,2,0,mg/L
LAB038-000188,2024-01-08,Q00032,2,A,31.916,2,0,mg/L
LAB038-000189,2024-01-08,Q00032,3,A,32.103,2,0,mg/L
LAB038-000190,2024-01-08,Q00032,1,B,32.366,3,0,mg/L
LAB038-000191,2024-01-08,Q00032,2,B,33.186,3,0,mg/L
LAB038-000192,2024-01-08,Q00032,3,B,32.317,3,0,mg/L
LAB038-000193,2024-01-09,Q00033,1,A,11.155,2,0,mg/L
LAB038-000194,2024-01-09,Q00033,2,A,12.145,2,0,mg/L
LAB038-000195,2024-01-09,Q00033,3,A,12.538,2,0, MG/L 
LAB038-000196,2024-01-09,Q00033,1,B,14.239,3,0,mg/L
LAB038-000197,2024-01-09,Q00033,2,B,13.565,3,0,mg/L
LAB038-000198,2024-01-09,Q00033,3,B,12.716,3,0,mg/L
LAB038-000199,2024-01-09,Q00034,1,A,2.734,2,0,mg/L
LAB038-000200,2024-01-09,Q00034,2,A,2.85,2,0,mg/L
LAB038-000201,2024-01-09,Q00034,3,A,2.791,2,0,mg/L
LAB038-000202,2024-01-09,Q00034,1,B,4.415,3,0,mg/L
LAB038-000203,2024-01-09,Q00034,2,B,3.64,3,0,mg/L
LAB038-000204,2024-01-09,Q00034,3,B,5.103,3,0,mg/L
LAB038-000205,2024-01-09,Q00035,1,A,12.665,2,0,mg/L
LAB038-000206,2024-01-09,Q00035,2,A,12.157,2,0,mg/L
LAB038-000207,2024-01-09,Q00035,3,A,12.609,2,0,mg/L
LAB038-000208,2024-01-09,Q00035,1,B,13.655,3,0,mg/L
LAB038-000209,2024-01-09,Q00035,2,B,13.435,3,0,mg/L
LAB038-000210,2024-01-09,Q00035,3,B,13.719,3,0,mg/L
LAB038-000211,2024-01-09,Q00036,1,A,43.217,2,0,mg/L
LAB038-000212,2024-01-09,Q00036,2,A,"44,261",2,0,mg/L
LAB038-000213,2024-01-09,Q00036,3,A,44.075,2,0,mg/L
LAB038-000214,2024-01-09,Q00036,1,B,44.591,3,0,mg/L
LAB038-000215,2024-01-09,Q00036,2,B,43.684,3,0,mg/L
LAB038-000216,2024-01-09,Q00036,3,B,43.507,3,0,mg/L
LAB038-000217,2024-01-10,Q00037,1,A,8.008,2,0,mg/L
LAB038-000218,2024-01-10,Q00037,2,A,8.346,2,0,mg/L
LAB038-000219,2024-01-10,Q00037,3,A,9.665,2,0,mg/L
LAB038-000220,2024-01-10,Q00037,1,B,10.125,3,0,mg/L
LAB038-000221,2024-01-10,Q00037,2,B,8.641,3,0,mg/L
LAB038-000222,2024-01-10,Q00037,3,B,9.285,3,0,mg/L
LAB038-000223,2024-01-10,Q00038,1,A,4.658,2,0,mg/L
LAB038-000224,2024-01-10,Q00038,2,A,4.865,2,0,mg/L
LAB038-000225,2024-01-10,Q00038,3,A,5.157,2,0,mg/L
LAB038-000226,2024-01-10,Q00038,1,B,5.42,3,0,mg/L
LAB038-000227,2024-01-10,Q00038,2,B,5.789,3,0,mg/L
LAB038-000228,2024-01-10,Q00038,3,B,6.344,3,0,mg/L
LAB038-000229,2024-01-10,Q00039,1,A,9.848,2,0,mg/L
LAB038-000230,2024-01-10,Q00039,2,A,8.095,2,0,mg/L
LAB038-000231,2024-01-10,Q00039,3,A,9.52,2,0,mg/L
LAB038-000232,2024-01-10,Q00039,1,B,10.178,3,0,mg/L
LAB038-000233,2024-01-10,Q00039,2,B,9.165,3,0,mg/L
LAB038-000234,2024-01-10,Q00039,3,B,9.235,3,0,mg/L
LAB038-000235,2024-01-10,Q00040,1,A,23.223,2,0,mg/L
LAB038-000236,2024-01-10,Q00040,2,A,23.771,2,0,mg/L
LAB038-000237,2024-01-10,Q00040,3,A,22.915,2,0,mg/L
LAB038-000238,2024-01-10,Q00040,1,B,24.698,3,0,mg/L
LAB038-000239,2024-01-10,Q00040,2,B,24.775,3,0,mg/L
LAB038-000240,2024-01-10,Q00040,3,B,23.432,3,0,mg/L
LAB038-000241,2024-01-11,Q00041,1,A,2.53,2,0,mg/L
LAB038-000242,2024-01-11,Q00041,2,A,3.531,2,0,mg/L
LAB038-000243,2024-01-11,Q00041,3,A,4.069,2,0,mg/L
LAB038-000244,2024-01-11,Q00041,1,B,3.947,3,0,mg/L
LAB038-000245,2024-01-11,Q00041,2,B,3.58,3,0,mg/L
LAB038-000246,2024-01-11,Q00041,3,B,3.537,3,0,mg/L
LAB038-000247,2024-01-11,Q00042,1,A,9.909,2,0,mg/L
LAB038-000248,2024-01-11,Q00042,2,A,10.237,2,0,mg/L
LAB038-000249,2024-01-11,Q00042,3,A,9.755,2,0,mg/L
LAB038-000250,2024-01-11,Q00042,1,B,,3,0,mg/L
LAB038-000251,2024-01-11,Q00042,2,B,9.768,3,0,mg/L
LAB038-000252,2024-01-11,Q00042,3,B,9.865,3,0,mg/L
LAB038-000253,2024-01-11,Q00043,1,A,,2,1,mg/L
LAB038-000254,2024-01-11,Q00043,2,A,,2,1,mg/L
LAB038-000255,2024-01-11,Q00043,3,A,,2,1,mg/L
LAB038-000256,2024-01-11,Q00043,1,B,,3,1,mg/L
LAB038-000257,2024-01-11,Q00043,2,B,,3,1,mg/L
LAB038-000258,2024-01-11,Q00043,3,B,,3,1,mg/L
LAB038-000259,2024-01-11,Q00044,1,A,2.531,2,0,mg/L
LAB038-000260,2024-01-11,Q00044,2,A,,2,1,mg/L
LAB038-000261,2024-01-11,Q00044,3,A,,2,1,mg/L
LAB038-000262,2024-01-11,Q00044,1,B,,3,1,mg/L
LAB038-000263,2024-01-11,Q00044,2,B,,3,1,mg/L
LAB038-000264,2024-01-11,Q00044,3,B,,3,1,mg/L
LAB038-000265,2024-01-12,Q00045,1,A,2.338,2,0,mg/L
LAB038-000266,2024-01-12,Q00045,2,A,3.318,2,0,mg/L
LAB038-000267,2024-01-12,Q00045,3,A,3.038,2,0,mg/L
LAB038-000268,2024-01-12,Q00045,1,B,3.634,3,0,mg/L
LAB038-000269,2024-01-12,Q00045,2,B,3.474,3,0,mg/L
LAB038-000270,2024-01-12,Q00045,3,B,3.791,3,0,mg/L
LAB038-000271,2024-01-12,Q00046,1,A,16.902,2,0,mg/L
LAB038-000272,2024-01-12,Q00046,2,A,17.856,2,0,mg/L
LAB038-000273,2024-01-12,Q00046,3,A,18.862,2,0,mg/L
LAB038-000274,2024-01-12,Q00046,1,B,18.104,3,0,mg/L
LAB038-000275,2024-01-12,Q00046,2,B,18.83,3,0,mg/L
LAB038-000276,2024-01-12,Q00046,3,B,18.499,3,0,mg/L
LAB038-000277,2024-01-12,Q00047,1,A,18.081,2,0,mg/L
LAB038-000278,2024-01-12,Q00047,2,A,18.978,2,0,mg/L
LAB038-000279,2024-01-12,Q00047,3,A,18.84,2,0,mg/L
LAB038-000280,2024-01-12,Q00047,1,B,18.097,3,0,mg/L
LAB038-000281,2024-01-12,Q00047,2,B,18.505,3,0,mg/L
LAB038-000282,2024-01-12,Q00047,3,B,18.37,3,0,mg/L
LAB038-000283,2024-01-12,Q00048,1,A,8.184,2,0,mg/L
LAB038-000284,2024-01-12,Q00048,2,A,8.334,2,0,mg/L
LAB038-000285,2024-01-12,Q00048,3,A,7.229,2,0,mg/L
LAB038-000286,2024-01-12,Q00048,1,B,8.043,3,0,mg/L
LAB038-000287,2024-01-12,Q00048,2,B,7.659,3,0,mg/L
LAB038-000288,2024-01-12,Q00048,3,B,7.931,3,0,mg/L
LAB038-000289,2024-01-13,Q00049,1,A,22.673,2,0,mg/L
LAB038-000290,2024-01-13,Q00049,2,A,21.457,2,0,mg/L
LAB038-000291,2024-01-13,Q00049,3,A,21.742,2,0,mg/L
LAB038-000292,2024-01-13,Q00049,1,B,22.793,3,0, MG/L 
LAB038-000293,2024-01-13,Q00049,2,B,23.127,3,0,mg/L
LAB038-000294,2024-01-13,Q00049,3,B,21.644,3,0,mg/L
LAB038-000295,2024-01-13,Q00050,1,A,14.4,2,0,mg/L
LAB038-000296,2024-01-13,Q00050,2,A,13.994,2,0,mg/L
LAB038-000297,2024-01-13,Q00050,3,A,12.907,2,0,mg/L
LAB038-000298,2024-01-13,Q00050,1,B,15.342,3,0,mg/L
LAB038-000299,2024-01-13,Q00050,2,B,14.281,3,0,mg/L
LAB038-000300,2024-01-13,Q00050,3,B,14.752,3,0,mg/L
LAB038-000301,2024-01-13,Q00051,1,A,7.811,2,0,mg/L
LAB038-000302,2024-01-13,Q00051,2,A,7.507,2,0,mg/L
LAB038-000303,2024-01-13,Q00051,3,A,6.176,2,0,mg/L
LAB038-000304,2024-01-13,Q00051,1,B,6.719,3,0,mg/L
LAB038-000305,2024-01-13,Q00051,2,B,7.682,3,0,mg/L
LAB038-000306,2024-01-13,Q00051,3,B,7.943,3,0,mg/L
LAB038-000307,2024-01-13,Q00052,1,A,4.114,2,0,mg/L
LAB038-000308,2024-01-13,Q00052,2,A,4.662,2,0,mg/L
LAB038-000309,2024-01-13,Q00052,3,A,3.99,2,0,mg/L
LAB038-000310,2024-01-13,Q00052,1,B,5.809,3,0,mg/L
LAB038-000311,2024-01-13,Q00052,2,B,5.524,3,0,mg/L
LAB038-000312,2024-01-13,Q00052,3,B,5.078,3,0,mg/L
LAB038-000313,2024-01-14,Q00053,1,A,5.177,2,0,mg/L
LAB038-000314,2024-01-14,Q00053,2,A,5.106,2,0,mg/L
LAB038-000315,2024-01-14,Q00053,3,A,6.891,2,0,mg/L
LAB038-000316,2024-01-14,Q00053,1,B,5.927,3,0,mg/L
LAB038-000317,2024-01-14,Q00053,2,B,6.599,3,0,mg/L
LAB038-000318,2024-01-14,Q00053,3,B,5.687,3,0,mg/L
LAB038-000319,2024-01-14,Q00054,1,A,3.737,2,0,mg/L
LAB038-000320,2024-01-14,Q00054,2,A,4.146,2,0,mg/L
LAB038-000321,2024-01-14,Q00054,3,A,3.593,2,0,mg/L
LAB038-000322,2024-01-14,Q00054,1,B,4.667,3,0,mg/L
LAB038-000323,2024-01-14,Q00054,2,B,4.196,3,0,mg/L
LAB038-000324,2024-01-14,Q00054,3,B,4.064,3,0,mg/L
LAB038-000325,2024-01-14,Q00055,1,A,29.482,2,0,mg/L
LAB038-000326,2024-01-14,Q00055,2,A,30.353,2,0,mg/L
LAB038-000327,2024-01-14,Q00055,3,A,30.958,2,0,mg/L
LAB038-000328,2024-01-14,Q00055,1,B,30.933,3,0,mg/L
LAB038-000329,2024-01-14,Q00055,2,B,31.393,3,0,mg/L
LAB038-000330,2024-01-14,Q00055,3,B,30.812,3,0,mg/L
LAB038-000331,2024-01-14,Q00056,1,A,10.208,2,0,mg/L
LAB038-000332,2024-01-14,Q00056,2,A,9.841,2,0,mg/L
LAB038-000333,2024-01-14,Q00056,3,A,,2,0,mg/L
LAB038-000334,2024-01-14,Q00056,1,B,11.164,3,0,mg/L
LAB038-000335,2024-01-14,Q00056,2,B,10.955,3,0,mg/L
LAB038-000336,2024-01-14,Q00056,3,B,11.585,3,0,mg/L
LAB038-000337,2024-01-15,Q00057,1,A,5.449,2,0,mg/L
LAB038-000338,2024-01-15,Q00057,2,A,3.228,2,0,mg/L
LAB038-000339,2024-01-15,Q00057,3,A,4.043,2,0,mg/L
LAB038-000340,2024-01-15,Q00057,1,B,4.891,3,0,mg/L
LAB038-000341,2024-01-15,Q00057,2,B,5.361,3,0,mg/L
LAB038-000342,2024-01-15,Q00057,3,B,5.7,3,0,mg/L
LAB038-000343,2024-01-15,Q00058,1,A,8.993,2,0,mg/L
LAB038-000344,2024-01-15,Q00058,2,A,9.391,2,0,mg/L
LAB038-000345,2024-01-15,Q00058,3,A,8.586,2,0,mg/L
LAB038-000346,2024-01-15,Q00058,1,B,10.288,3,0,mg/L
LAB038-000347,2024-01-15,Q00058,2,B,9.669,3,0,mg/L
LAB038-000348,2024-01-15,Q00058,3,B,10.067,3,0,mg/L
LAB038-000349,2024-01-15,Q00059,1,A,4.565,2,0,mg/L
LAB038-000350,2024-01-15,Q00059,2,A,7.047,2,0,mg/L
LAB038-000351,2024-01-15,Q00059,3,A,5.627,2,0,mg/L
LAB038-000352,2024-01-15,Q00059,1,B,6.913,3,0,mg/L
LAB038-000353,2024-01-15,Q00059,2,B,6.395,3,0,mg/L
LAB038-000354,2024-01-15,Q00059,3,B,6.295,3,0,mg/L
LAB038-000355,2024-01-15,Q00060,1,A,5.622,2,0,mg/L
LAB038-000356,2024-01-15,Q00060,2,A,5.765,2,0,mg/L
LAB038-000357,2024-01-15,Q00060,3,A,3.576,2,0,mg/L
LAB038-000358,2024-01-15,Q00060,1,B,6.03,3,0,mg/L
LAB038-000359,2024-01-15,Q00060,2,B,7.212,3,0,mg/L
LAB038-000360,2024-01-15,Q00060,3,B,5.983,3,0,mg/L
LAB038-000361,2024-01-16,Q00061,1,A,18.956,2,0,mg/L
LAB038-000362,2024-01-16,Q00061,2,A,18.419,2,0,mg/L
LAB038-000363,2024-01-16,Q00061,3,A,17.473,2,0,mg/L
LAB038-000364,2024-01-16,Q00061,1,B,18.446,3,0,mg/L
LAB038-000365,2024-01-16,Q00061,2,B,19.405,3,0,mg/L
LAB038-000366,2024-01-16,Q00061,3,B,17.746,3,0,mg/L
LAB038-000367,2024-01-16,Q00062,1,A,,2,1,mg/L
LAB038-000368,2024-01-16,Q00062,2,A,,2,1,mg/L
LAB038-000369,2024-01-16,Q00062,3,A,2.108,2,0,mg/L
LAB038-000370,2024-01-16,Q00062,1,B,,3,1,mg/L
LAB038-000371,2024-01-16,Q00062,2,B,,3,1,mg/L
LAB038-000372,2024-01-16,Q00062,3,B,,3,1,mg/L
LAB038-000373,2024-01-16,Q00063,1,A,7.442,2,0,mg/L
LAB038-000374,2024-01-16,Q00063,2,A,6.716,2,0,mg/L
LAB038-000375,2024-01-16,Q00063,3,A,7.12,2,0,mg/L
LAB038-000376,2024-01-16,Q00063,1,B,7.771,3,0,mg/L
LAB038-000377,2024-01-16,Q00063,2,B,7.512,3,0,mg/L
LAB038-000378,2024-01-16,Q00063,3,B,8.205,3,0,mg/L
