registro_id,fecha,distrito,kg,reciclable_kg,habitantes,km,cobertura_pct
RES072-000224,2024-03-15,centro,948.4,170.9,6000,8.3,80
RES072-000225,2024-03-15,sur,663.7,159.1,3600,14.4,100
RES072-000226,2024-03-16,norte,387.8,65.1,2400,15.7,100
RES072-000227,2024-03-16,centro,1048.6,223.0,6000,15.1,100
RES072-000228,2024-03-16,sur,605.5,140.8,3600,9.5,100
RES072-000229,2024-03-17,norte,222.5,39.4,2400,9.3,60
RES072-000231,2024-03-17,sur,434.1,85.1,3600,8.6,60
RES072-000232,2024-03-18,norte,301.9,62.7,2400,12.6,60
RES072-000233,2024-03-18,centro,1132.9,271.7,6000,18.8,80
RES072-000234,2024-03-18,sur,768.8,176.3,3600,11.8,100
RES072-000235,2024-03-19,norte,457.6,77.3,2400,9.0,100
RES072-000236,2024-03-19,centro,1057.4,196.0,6000,26.0,100
RES072-000237,2024-03-19,sur,591.5,132.0,3600,22.6,80
RES072-000238,2024-03-20,norte,232.4,40.4,2400,15.1,60
RES072-000239,2024-03-20,centro,1111.6,190.6,6000,22.2,100
RES072-000240,2024-03-20,sur,603.7,139.8,3600,22.8,100
RES072-000241,2024-03-21,norte,412.9,96.1,2400,27.7,100
RES072-000242,2024-03-21,centro,1008.2,159.9,6000,18.6,100
RES072-000243,2024-03-21,sur,691.8,162.2,3600,20.3,100
RES072-000244,2024-03-22,norte,465.9,79.9,2400,18.0,100
RES072-000245,2024-03-22,centro,1092.4,245.3,6000,22.5,100
RES072-000246,2024-03-22,sur,643.4,138.1,3600,12.7,100
RES072-000247,2024-03-23,norte,462.0,114.8,2400,21.3,100
RES072-000248,2024-03-23,centro,975.2,237.0,6000,20.6,100
RES072-000249,2024-03-23,sur,696.3,150.0,3600,10.9,100
RES072-000250,2024-03-24,norte,,89.7,2400,22.9,100
RES072-000251,2024-03-24,centro,1132.5,238.6,6000,25.5,100
RES072-000252,2024-03-24,sur,630.1,145.1,3600,12.8,100
RES072-000253,2024-03-25,norte,448.4,79.9,2400,15.5,100
RES072-000254,2024-03-25,centro,726.5,154.3,6000,23.1,60
RES072-000255,2024-03-25,sur,714.4,163.1,3600,19.3,100
RES072-000256,2024-03-26,norte,338.8,68.9,2400,20.6,80
RES072-000257,2024-03-26,centro,1084.6,247.2,6000,16.9,100
RES072-000258,2024-03-26,sur,341.5,81.3,3600,17.4,60
RES072-000259,2024-03-27,norte,391.4,74.4,2400,15.5,100
RES072-000260,2024-03-27,centro,1092.9,249.6,6000,29.9,100
RES072-000261,2024-03-27,sur,634.2,117.8,3600,8.9,100
RES072-000262,2024-03-28,norte,226.5,40.9,2400,9.2,60
RES072-000263,2024-03-28,centro,716.8,155.2,6000,25.1,60
RES072-000264,2024-03-28,sur,691.9,165.3,3600,11.8,100
RES072-000265,2024-03-29,norte,381.9,74.6,2400,16.4,100
RES072-000266,2024-03-29,centro,550.6,113.0,6000,24.5,60
RES072-000267,2024-03-29,sur,597.5,130.1,3600,22.1,100
RES072-000268,2024-03-30,norte,357.4,79.7,2400,23.6,80
RES072-000269,2024-03-30,centro,1074.7,237.6,6000,11.4,100
RES072-000270,2024-03-30,sur,755.8,193.2,3600,19.0,100
RES072-000271,2024-03-31,norte,440.6,88.2,2400,17.6,100
RES072-000272,2024-03-31,centro,995.2,196.6,6000,8.8,100
RES072-000273,2024-03-31,sur,706.1,173.0,3600,29.0,100
RES072-000274,2024-04-01,norte,311.3,49.9,2400,27.0,60
RES072-000275,2024-04-01,centro,779.8,198.9,6000,22.4,60
RES072-000276,2024-04-01,sur,649.0,147.6,3600,20.5,80
RES072-000277,2024-04-02,norte,441.4,60.9,2400,20.8,100
RES072-000278,2024-04-02,centro,861.1,152.2,6000,29.1,80
RES072-000279,2024-04-02,sur,358.6,87.0,3600,10.0,60
RES072-000280,2024-04-03,norte,487.7,86.9,2400,11.1,100
RES072-000281,2024-04-03,centro,1039.2,221.8,6000,16.4,100
RES072-000282,2024-04-03,sur,568.8,123.2,3600,8.8,100
RES072-000284,2024-04-04,centro,702.2,154.6,6000,24.2,60
RES072-000285,2024-04-04,sur,499.4,105.9,3600,19.8,80
RES072-000286,2024-04-05,norte,461.8,97.6,2400,8.7,100
RES072-000287,2024-04-05,centro,1055.4,242.7,6000,26.3,100
RES072-000288,2024-04-05,sur,563.9,119.7,3600,12.4,100
RES072-000289,2024-04-06,norte,282.2,62.1,2400,17.3,60
RES072-000290,2024-04-06,centro,689.6,146.8,6000,27.4,60
RES072-000291,2024-04-06,sur,708.5,153.5,3600,20.6,100
RES072-000292,2024-04-07,norte,340.5,57.7,2400,23.2,100
RES072-000293,2024-04-07,centro,1127.0,255.7,6000,19.5,100
RES072-000294,2024-04-07,sur,655.6,154.1,3600,28.6,100
RES072-000295,2024-04-08,norte,176.8,27.9,2400,15.5,60
RES072-000296,2024-04-08,centro,1256.5,223.2,6000,21.9,100
RES072-000297,2024-04-08,sur,570.0,102.4,3600,14.2,80
RES072-000298,2024-04-09,norte,109.0,24.3,2400,12.1,60
RES072-000299,2024-04-09,centro,625.1,143.9,6000,29.5,60
RES072-000300,2024-04-09,sur,699.7,162.7,3600,15.3,100
RES072-000301,2024-04-10,norte,441.2,87.9,2400,12.8,100
RES072-000302,2024-04-10,centro,1032.7,221.4,6000,16.5,100
RES072-000303,2024-04-10,sur,746.3,181.4,3600,18.8,100
RES072-000304,2024-04-11,norte,569.9,97.6,2400,11.0,100
RES072-000305,2024-04-11,centro,880.7,152.8,6000,15.3,80
RES072-000306,2024-04-11,sur,557.1,123.3,3600,20.0,100
RES072-000307,2024-04-12,norte,303.9,42.3,2400,19.7,60
RES072-000308,2024-04-12,centro,1112.1,276.9,6000,23.3,100
RES072-000309,2024-04-12,sur,627.1,146.4,3600,9.6,100
RES072-000310,2024-04-13,norte,356.6,91.7,2400,15.2,80
RES072-000311,2024-04-13,centro,1082.4,249.1,6000,13.6,100
RES072-000312,2024-04-13,sur,492.2,78.4,3600,23.3,80
RES072-000313,2024-04-14,norte,387.1,80.7,2400,27.9,100
RES072-000314,2024-04-14,centro,1058.4,196.4,6000,16.9,100
RES072-000315,2024-04-14,sur,588.1,127.5,3600,10.8,100
RES072-000316,2024-04-15,norte,537.2,89.7,2400,11.9,100
RES072-000317,2024-04-15,centro,1188.5,231.3,6000,13.6,100
RES072-000318,2024-04-15,sur,751.2,134.8,3600,28.0,100
RES072-000319,2024-04-16,norte,382.3,89.9,2400,21.0,80
RES072-000320,2024-04-16,centro,1022.9,228.9,6000,27.2,100
RES072-000321,2024-04-16,sur,687.2,162.0,3600,27.3,100
RES072-000322,2024-04-17,norte,467.3,100.8,2400,21.2,100
RES072-000323,2024-04-17,centro,1068.2,253.8,6000,27.9,100
RES072-000324,2024-04-17,sur,554.0,107.5,3600,23.4,80
RES072-000325,2024-04-18,norte,319.2,62.2,2400,15.7,80
RES072-000326,2024-04-18,centro,863.2,148.6,6000,22.7,80
RES072-000327,2024-04-18,sur,624.5,149.2,3600,8.6,100
RES072-000328,2024-04-19,norte,385.4,55.6,2400,29.1,80
RES072-000329,2024-04-19,centro,1080.6,279.0,6000,21.4,100
RES072-000330,2024-04-19,sur,590.4,158.1,3600,23.9,100
RES072-000331,2024-04-20,norte,363.6,66.0,2400,9.5,80
RES072-000332,2024-04-20,centro,1060.3,230.6,6000,20.8,100
RES072-000333,2024-04-20,sur,,92.2,3600,15.0,60
RES072-000334,2024-04-21,norte,463.5,89.6,2400,28.8,100
RES072-000335,2024-04-21,centro,939.9,141.2,6000,20.2,80
RES072-000337,2024-04-22,norte,422.2,72.9,2400,29.6,80
RES072-000338,2024-04-22,centro,983.2,183.5,6000,22.0,80
RES072-000339,2024-04-22,sur,424.2,93.3,3600,19.2,60
RES072-000340,2024-04-23,norte,292.3,29.3,2400,9.9,80
RES072-000341,2024-04-23,centro,1113.5,228.4,6000,16.5,100
RES072-000342,2024-04-23,sur,641.8,142.5,3600,17.3,100
RES072-000343,2024-04-24,norte,233.6,48.6,2400,25.4,60
RES072-000344,2024-04-24,centro,794.7,183.4,6000,9.7,80
RES072-000345,2024-04-24,sur,635.8,169.2,3600,11.0,100
RES072-000346,2024-04-25,norte,478.3,83.8,2400,26.1,100
RES072-000347,2024-04-25,centro,1080.6,259.3,6000,24.3,100
RES072-000348,2024-04-25,sur,572.3,170.7,3600,22.2,80
RES072-000349,2024-04-26,norte,207.8,44.8,2400,27.5,60
RES072-000350,2024-04-26,centro,1142.7,247.8,6000,11.9,100
RES072-000351,2024-04-26,sur,675.2,159.1,3600,22.3,100
RES072-000352,2024-04-27,norte,504.6,107.8,2400,25.2,100
RES072-000353,2024-04-27,centro,1122.5,235.8,6000,10.6,100
RES072-000354,2024-04-27,sur,681.9,155.1,3600,8.5,100
RES072-000355,2024-04-28,norte,433.9,74.7,2400,17.3,100
RES072-000356,2024-04-28,centro,932.6,189.9,6000,13.9,80
RES072-000357,2024-04-28,sur,313.4,60.2,3600,10.8,60
RES072-000358,2024-04-29,norte,544.8,114.3,2400,28.6,100
RES072-000359,2024-04-29,centro,1252.1,277.2,6000,27.1,100
RES072-000360,2024-04-29,sur,760.8,151.5,3600,10.4,100
RES072-000361,2024-04-30,norte,366.1,76.5,2400,12.9,80
RES072-000362,2024-04-30,centro,1069.6,245.7,6000,25.6,100
RES072-000363,2024-04-30,sur,622.1,141.2,3600,8.1,100
RES072-000364,2024-05-01,norte,395.3,48.6,2400,29.3,100
RES072-000365,2024-05-01,centro,643.7,153.3,6000,22.9,60
RES072-000366,2024-05-01,sur,613.8,155.3,3600,25.2,100
RES072-000367,2024-05-02,norte,368.4,73.2,2400,21.5,80
RES072-000368,2024-05-02,centro,658.2,149.7,6000,12.8,60
RES072-000369,2024-05-02,sur,385.6,92.8,3600,21.4,60
RES072-000370,2024-05-03,norte,304.3,50.9,2400,25.9,60
RES072-000371,2024-05-03,centro,1113.2,210.2,6000,9.3,100
RES072-000372,2024-05-03,sur,719.9,159.4,3600,29.9,100
RES072-000373,2024-05-04,norte,370.7,69.6,2400,15.9,100
RES072-000374,2024-05-04,centro,616.9,144.6,6000,22.4,60
RES072-000375,2024-05-04,sur,700.2,143.6,3600,25.4,100
RES072-000376,2024-05-05,norte,256.5,48.9,2400,22.0,60
RES072-000377,2024-05-05,centro,777.2,158.3,6000,10.1,80
RES072-000378,2024-05-05,sur,600.4,144.8,3600,20.1,100
RES072-000379,2024-05-06,norte,494.5,97.2,2400,18.2,80
RES072-000380,2024-05-06,centro,1283.6,265.8,6000,28.0,100
RES072-000381,2024-05-06,sur,760.7,156.8,3600,25.8,100
RES072-000382,2024-05-07,norte,271.3,51.5,2400,28.5,60
RES072-000383,2024-05-07,centro,1086.1,214.2,6000,22.3,100
RES072-000384,2024-05-07,sur,400.4,91.6,3600,20.4,60
RES072-000385,2024-05-08,norte,463.2,90.7,2400,16.1,100
RES072-000386,2024-05-08,centro,872.5,166.8,6000,13.9,80
RES072-000387,2024-05-08,sur,644.9,143.9,3600,25.3,100
RES072-000388,2024-05-09,norte,293.4,57.5,2400,11.0,80
RES072-000390,2024-02-30,sur,587.3,114.4,3600,17.6,80
RES072-000391,2024-05-10,norte,443.4,99.2,2400,19.5,100
RES072-000392,2024-05-10,centro,794.6,157.8,6000,26.6,80
RES072-000393,2024-05-10,sur,577.3,149.0,3600,18.1,80
RES072-000394,2024-05-11,norte,435.7,93.2,2400,23.6,100
RES072-000395,2024-05-11,centro,1112.5,289.8,6000,11.8,100
RES072-000396,2024-05-11,sur,428.1,86.8,3600,14.0,60
RES072-000397,2024-05-12,norte,311.2,49.1,2400,16.9,60
RES072-000398,2024-05-12,centro,1005.0,189.9,6000,20.1,100
RES072-000399,2024-05-12,sur,380.6,84.3,3600,26.7,60
RES072-000400,2024-05-13,norte,367.5,81.7,2400,24.2,80
RES072-000401,2024-05-13,centro,1270.9,273.3,6000,9.2,100
RES072-000402,2024-05-13,sur,889.1,192.3,3600,23.4,100
RES072-000403,2024-05-14,norte,288.1,57.0,2400,22.6,60
RES072-000404,2024-05-14,centro,887.5,143.4,6000,12.4,80
RES072-000405,2024-05-14,sur,737.1,167.7,3600,28.5,100
RES072-000406,2024-05-15,norte,433.0,74.4,2400,22.3,100
RES072-000407,2024-05-15,centro,1148.9,253.5,6000,19.7,100
RES072-000408,2024-05-15,sur,562.8,143.2,3600,18.0,80
RES072-000409,2024-05-16,norte,397.7,68.8,2400,27.5,100
RES072-000410,2024-05-16,centro,1049.3,209.1,6000,25.0,100
RES072-000411,2024-05-16,sur,641.3,151.0,3600,15.7,100
RES072-000412,2024-05-17,norte,429.3,75.1,2400,13.0,100
RES072-000413,2024-05-17,centro,883.9,138.1,6000,8.8,80
RES072-000414,2024-05-17,sur,656.1,169.7,3600,14.2,100
RES072-000415,2024-05-18,norte,402.0,70.1,2400,23.6,100
