registro_id,fecha,sede,modalidad,asistencia_pct,nota_inicial,nota_final,horas_estudio,tutorias
NOT092-000026,2024-01-05,S2,virtual,55.8,13.6,13.0,8.0,0
NOT092-000027,2024-01-05,S3,virtual,76.0,7.6,9.4,11.1,4
NOT092-000028,2024-01-05,S1,presencial,86.2,9.5,12.1,1.4,10
NOT092-000029,2024-01-05,S2,virtual,80.3,10.1,9.2,1.1,1
NOT092-000030,2024-01-05,S3,presencial,84.1,10.7,10.2,10.0,1
NOT092-000031,2024-01-05,S1,virtual,63.7,8.5,7.8,4.8,6
NOT092-000032,2024-01-06,S2,presencial,78.7,11.8,11.5,2.1,0
NOT092-000033,2024-01-06,S3,presencial,65.6,7.4,7.5,4.1,9
NOT092-000034,2024-01-06,S1,presencial,100,12.6,13.0,8.1,0
NOT092-000035,2024-01-06,S2,virtual,100,13.3,10.8,4.0,2
NOT092-000036,2024-01-06,S3,presencial,87.1,5.6,9.8,9.3,5
NOT092-000037,2024-01-06,S1,presencial,82.4,15.4,14.1,5.4,1
NOT092-000038,2024-01-07,S2,presencial,69.2,13.9,9.3,1.5,0
NOT092-000039,2024-01-07,S3,presencial,91.9,13.8,12.1,2.2,1
NOT092-000040,2024-01-07,S1,presencial,76.3,17.6,13.4,11.1,3
NOT092-000041,2024-01-07,S2,virtual,67.5,16.1,9.3,5.9,0
NOT092-000042,2024-01-07,S3,virtual,77.6,8.5,11.6,5.3,9
NOT092-000043,2024-01-07,S1,virtual,97.1,8.4,9.3,3.2,2
NOT092-000044,2024-01-07,S2,virtual,100,11.6,12.0,3.4,1
NOT092-000045,2024-01-08,S3,presencial,85.0,10.8,11.2,8.7,3
NOT092-000046,2024-01-08,S1,presencial,100,11.9,17.1,7.0,0
NOT092-000047,2024-01-08,S2,virtual,57.8,16.2,14.3,5.2,3
NOT092-000048,2024-01-08,S3,presencial,70.8,11.2,11.3,6.8,2
NOT092-000049,2024-01-08,S1,virtual,88.2,13.0,13.2,1.5,1
NOT092-000050,2024-01-08,S2,virtual,79.1,8.6,12.3,11.7,7
NOT092-000051,2024-01-09,S3,virtual,100,11.3,12.0,8.8,3
NOT092-000052,2024-01-09,S1,presencial,82.0,14.5,14.2,10.7,2
NOT092-000053,2024-01-09,S2,presencial,69.6,13.9,11.4,1.4,2
NOT092-000054,2024-01-09,S3,presencial,94.7,9.1,10.2,5.1,3
NOT092-000055,2024-01-09,S1,virtual,58.7,9.6,11.2,9.0,5
NOT092-000056,2024-01-09,S2,virtual,88.2,12.4,9.9,0.0,0
NOT092-000057,2024-01-10,S3,presencial,60.2,13.1,15.5,7.4,0
NOT092-000058,2024-01-10,S1,presencial,92.2,11.9,12.5,5.5,0
NOT092-000059,2024-01-10,S2,virtual,76.5,7.7,9.4,5.0,10
NOT092-000060,2024-01-10,S3,virtual,78.1,8.9,11.4,0.2,6
NOT092-000061,2024-01-10,S1,presencial,28.6,11.9,9.3,7.3,2
NOT092-000062,2024-01-10,S2,virtual,54.3,12.6,10.4,9.6,0
NOT092-000063,2024-01-11,S3,virtual,72.6,16.3,14.9,7.0,0
NOT092-000064,2024-01-11,S1,virtual,84.9,4.6,9.5,8.6,10
NOT092-000065,2024-01-11,S2,virtual,100,12.2,14.3,9.8,1
NOT092-000066,2024-01-11,S3,presencial,65.0,14.1,11.9,3.1,0
NOT092-000067,2024-01-11,S1,virtual,69.8,11.4,14.3,11.6,0
NOT092-000068,2024-01-11,S2,virtual,67.2,12.5,13.6,11.7,3
NOT092-000069,2024-01-12,S3,presencial,68.8,17.9,16.1,6.2,1
NOT092-000070,2024-01-12,S1,presencial,80.4,8.9,10.3,3.0,8
NOT092-000071,2024-01-12,S2,virtual,96.4,11.8,12.1,5.3,0
NOT092-000072,2024-01-12,S3,virtual,59.1,6.1,10.6,0.9,9
NOT092-000073,2024-01-12,S1,presencial,67.0,11.4,9.4,7.8,0
NOT092-000074,2024-01-12,S2,presencial,69.3,10.8,8.2,7.1,1
NOT092-000075,2024-01-13,S3,presencial,59.5,9.9,8.4,0.0,5
NOT092-000076,2024-01-13,S1,virtual,69.3,13.1,14.9,9.7,0
NOT092-000077,2024-01-13,S2,virtual,91.5,10.3,12.1,4.8,0
NOT092-000078,2024-01-13,S3,virtual,71.6,13.0,17.6,10.3,0
NOT092-000079,2024-01-13,S1,presencial,83.9,12.0,12.2,7.1,2
NOT092-000080,2024-01-13,S2,presencial,79.8,11.1,13.3,3.3,3
NOT092-000081,2024-01-13,S3,virtual,60.9,10.3,8.2,2.7,2
NOT092-000082,2024-01-14,S1,virtual,90.2,13.6,12.1,2.3,3
NOT092-000083,2024-01-14,S2,presencial,70.9,6.1,13.4,9.5,2
NOT092-000084,2024-01-14,S3,presencial,79.3,13.5,,11.2,2
NOT092-000085,2024-01-14,S1,presencial,85.0,10.6,11.1,3.5,3
NOT092-000086,2024-01-14,S2,presencial,100,9.9,11.5,6.3,5
NOT092-000087,2024-01-14,S3,presencial,95.4,10.1,9.4,0.1,3
NOT092-000088,2024-01-15,S1,virtual,97.8,14.0,12.6,5.6,0
NOT092-000089,2024-01-15,S2,virtual,75.7,10.2,10.5,11.9,3
NOT092-000090,2024-01-15,S3,virtual,82.8,10.4,11.4,8.1,0
NOT092-000091,2024-01-15,S1,presencial,75.4,7.5,7.9,5.6,5
NOT092-000092,2024-01-15,S2,presencial,79.1,14.2,14.0,3.9,2
NOT092-000093,2024-01-15,S3,presencial,62.8,9.5,9.1,11.1,5
NOT092-000094,2024-01-16,S1,presencial,83.8,7.9,11.4,6.3,5
NOT092-000095,2024-01-16,S2,virtual,76.3,10.4,10.1,4.0,0
NOT092-000096,2024-01-16,S3,virtual,94.5,10.5,11.5,3.0,2
NOT092-000097,2024-01-16,S1,presencial,75.9,6.0,7.3,1.7,8
NOT092-000098,2024-01-16,S2, VIRTUAL ,95.7,13.0,15.9,5.8,2
NOT092-000099,2024-01-16,S3,presencial,76.3,14.3,11.0,4.8,0
NOT092-000100,2024-01-17,S1,presencial,100,10.3,8.9,11.6,1
NOT092-000101,2024-01-17,S2,virtual,100,9.7,12.7,11.9,3
NOT092-000102,2024-01-17,S3,presencial,86.3,8.1,15.3,11.7,9
NOT092-000103,2024-01-17,S1,virtual,100,11.0,15.3,11.0,2
NOT092-000104,2024-01-17,S2,presencial,68.1,12.3,14.3,7.8,1
NOT092-000105,2024-01-17,S3,presencial,73.7,12.2,7.2,6.1,3
NOT092-000106,2024-01-18,S1,virtual,72.1,9.5,10.5,1.2,9
NOT092-000107,2024-01-18,S2,presencial,100,9.4,10.6,3.2,3
NOT092-000108,2024-01-18,S3,presencial,94.0,9.1,9.9,5.4,4
NOT092-000109,2024-01-18,S1,virtual,95.4,13.7,16.1,6.5,0
NOT092-000110,2024-01-18,S2,virtual,100,5.9,10.9,3.4,5
NOT092-000111,2024-01-18,S3,presencial,72.5,7.6,5.0,3.8,10
NOT092-000112,2024-01-19,S1,virtual,50.1,8.6,11.4,1.7,4
NOT092-000113,2024-01-19,S2,presencial,63.0,8.4,10.6,7.4,10
NOT092-000114,2024-01-19,S3,virtual,96.8,10.9,15.2,5.8,2
NOT092-000115,2024-01-19,S1,virtual,53.8,11.7,10.7,5.2,3
NOT092-000116,2024-01-19,S2,presencial,91.8,9.2,7.2,3.2,2
NOT092-000117,2024-01-19,S3,virtual,74.9,12.0,13.0,2.6,3
NOT092-000118,2024-01-20,S1,presencial,94.2,10.6,10.3,3.4,0
NOT092-000119,2024-01-20,S2,presencial,76.5,11.6,15.4,9.4,3
NOT092-000120,2024-01-20,S3,virtual,85.2,8.4,12.5,1.2,9
NOT092-000121,2024-01-20,S1,virtual,97.2,13.1,12.2,4.0,1
NOT092-000122,2024-01-20,S2,virtual,78.4,11.8,9.0,9.5,0
NOT092-000123,2024-01-20,S3,virtual,80.8,10.3,11.3,9.9,0
NOT092-000124,2024-01-20,S1,presencial,36.0,13.6,13.2,8.2,0
NOT092-000125,2024-01-21,S2,virtual,92.3,15.0,14.8,9.2,3
NOT092-000126,2024-01-21,S3,presencial,74.2,8.3,8.9,7.1,8
NOT092-000127,2024-01-21,S1,presencial,91.3,15.5,12.0,8.9,2
NOT092-000128,2024-01-21,S2,virtual,72.7,11.2,12.4,3.2,3
NOT092-000129,2024-01-21,S3,presencial,100,13.8,15.7,7.8,1
NOT092-000130,2024-01-21,S1,presencial,95.2,7.1,9.7,11.5,4
NOT092-000131,2024-01-22,S2,virtual,66.2,14.4,11.2,1.3,0
NOT092-000132,2024-01-22,S3,presencial,58.6,13.3,11.6,6.9,0
NOT092-000133,2024-01-22,S1,presencial,77.1,12.8,13.3,0.7,2
NOT092-000134,2024-01-22,S2,virtual,100,6.9,9.6,4.3,2
NOT092-000135,2024-01-22,S3,virtual,69.8,12.6,12.4,1.1,0
NOT092-000136,2024-01-22,S1,virtual,49.0,12.8,12.0,9.4,1
NOT092-000137,2024-01-23,S2,virtual,76.2,14.3,12.2,5.4,2
NOT092-000138,2024-01-23,S3,virtual,70.2,11.5,10.6,0.8,1
NOT092-000139,2024-01-23,S1,presencial,86.5,6.8,9.4,9.5,4
NOT092-000140,2024-01-23,S2,presencial,89.6,13.6,13.8,11.0,1
NOT092-000141,2024-01-23,S3,presencial,87.4,10.2,7.7,3.5,2
NOT092-000142,2024-01-23,S1,virtual,73.4,14.4,13.7,11.1,1
NOT092-000143,2024-01-24,S2,presencial,59.2,6.7,6.3,3.1,3
NOT092-000144,2024-01-24,S3,presencial,43.6,14.5,10.7,5.6,0
NOT092-000145,2024-01-24,S1,presencial,100,12.3,13.3,10.1,2
NOT092-000146,2024-01-24,S2,presencial,75.3,10.9,13.6,10.8,2
NOT092-000147,2024-01-24,S3,virtual,95.9,12.2,14.3,8.6,0
NOT092-000148,2024-01-24,S1,virtual,84.6,8.6,10.0,11.9,4
NOT092-000149,2024-01-25,S2,virtual,61.6,12.8,16.0,2.7,0
NOT092-000150,2024-01-25,S3,virtual,45.4,7.7,6.5,1.2,7
NOT092-000151,2024-01-25,S1,virtual,63.2,9.7,8.4,4.0,3
NOT092-000152,2024-01-25,S2,virtual,67.7,11.3,11.5,10.0,1
NOT092-000153,2024-01-25,S3,virtual,70.2,7.9,9.4,2.1,10
NOT092-000154,2024-01-25,S1,presencial,37.7,7.0,5.9,1.5,6
NOT092-000155,2024-01-26,S2,virtual,80.6,9.8,13.4,10.5,6
NOT092-000156,2024-01-26,S3,virtual,82.6,10.9,8.6,1.3,0
NOT092-000157,2024-01-26,S1,presencial,80.3,8.8,12.9,1.7,9
NOT092-000158,2024-01-26,S2,virtual,61.2,6.8,8.7,3.9,2
NOT092-000159,2024-01-26,S3,presencial,89.9,8.3,7.3,1.1,10
NOT092-000160,2024-01-26,S1,presencial,60.6,10.9,12.6,1.2,3
NOT092-000161,2024-01-26,S2,virtual,95.3,7.9,11.8,10.8,7
NOT092-000162,2024-01-27,S3,virtual,100,13.7,17.3,8.3,0
NOT092-000163,2024-01-27,S1,virtual,100,8.1,9.2,6.8,5
NOT092-000164,2024-01-27,S2,presencial,95.1,9.1,10.6,8.3,5
NOT092-000165,2024-01-27,S3,virtual,100,9.4,7.7,1.7,7
NOT092-000166,2024-01-27,S1,presencial,76.6,10.8,12.9,2.7,2
NOT092-000167,2024-01-27,S2,virtual,78.8,12.4,,9.6,3
NOT092-000168,2024-01-28,S3,virtual,76.0,8.0,13.1,6.9,7
NOT092-000169,2024-01-28,S1,presencial,78.2,12.3,11.9,3.9,2
NOT092-000170,2024-01-28,S2,virtual,84.2,8.6,10.8,2.5,3
NOT092-000171,2024-01-28,S3,virtual,48.2,10.7,10.6,7.2,0
NOT092-000172,2024-01-28,S1,virtual,51.6,12.3,10.6,3.6,0
NOT092-000173,2024-01-28,S2,presencial,100,17.0,16.3,4.1,3
NOT092-000174,2024-01-29,S3,virtual,70.9,13.9,12.1,2.0,3
NOT092-000175,2024-01-29,S1,presencial,99.0,15.4,13.3,7.4,0
NOT092-000176,2024-01-29,S2,presencial,68.8,12.2,11.3,10.9,2
NOT092-000177,2024-01-29,S3,virtual,55.7,13.9,12.1,8.8,0
NOT092-000178,2024-01-29,S1,virtual,80.5,11.5,13.5,10.9,2
NOT092-000179,2024-01-29,S2,virtual,65.7,10.7,10.7,7.8,3
NOT092-000180,2024-01-30,S3,virtual,64.1,12.6,16.6,4.6,3
NOT092-000181,2024-01-30,S1,presencial,78.3,11.8,12.4,11.5,0
NOT092-000182,2024-01-30,S2,virtual,83.2,12.9,13.8,9.5,1
NOT092-000183,2024-01-30,S3,presencial,100,14.3,12.9,4.4,0
NOT092-000184,2024-01-30,S1,virtual,62.6,11.0,10.1,7.2,3
NOT092-000185,2024-01-30,S2,presencial,80.5,9.9,9.0,5.1,2
NOT092-000186,2024-01-31,S3,virtual,89.2,12.0,8.6,7.0,1
NOT092-000187,2024-01-31,S1,presencial,83.8,13.4,11.5,0.4,1
NOT092-000188,2024-01-31,S2,virtual,96.8,11.6,14.0,7.8,2
NOT092-000189,2024-01-31,S3,presencial,78.5,12.3,9.7,2.3,0
NOT092-000190,2024-01-31,S1,presencial,100,8.3,10.1,0.3,10
NOT092-000191,2024-01-31,S2,presencial,49.4,9.5,8.9,2.3,6
NOT092-000192,2024-02-01,S3,presencial,60.3,11.5,9.3,3.7,0
NOT092-000193,2024-02-01,S1,virtual,83.3,15.2,16.6,0.3,3
NOT092-000194,2024-02-01,S2,presencial,87.9,14.3,11.5,6.2,1
NOT092-000195,2024-02-01,S3, VIRTUAL ,68.8,8.1,8.3,3.8,4
NOT092-000196,2024-02-01,S1,presencial,100,9.5,10.4,8.5,2
NOT092-000197,2024-02-01,S2,virtual,76.9,9.5,8.3,5.9,7
NOT092-000198,2024-02-02,S3,virtual,68.0,5.8,6.9,5.3,4
NOT092-000199,2024-02-02,S1,presencial,58.0,13.6,10.1,3.0,0
NOT092-000200,2024-02-02,S2,presencial,94.7,14.3,14.5,9.5,1
NOT092-000201,2024-02-02,S3,virtual,91.0,8.6,8.3,1.4,2
NOT092-000202,2024-02-02,S1,virtual,78.9,14.0,13.7,4.2,1
NOT092-000203,2024-02-02,S2,presencial,65.6,15.0,9.5,0.5,3
NOT092-000204,2024-02-02,S3,presencial,68.6,13.2,13.3,2.1,3
NOT092-000205,2024-02-03,S1,virtual,78.0,5.3,5.7,3.9,8
NOT092-000206,2024-02-03,S2,presencial,72.4,13.3,17.0,11.7,3
NOT092-000207,2024-02-03,S3,virtual,51.6,11.1,10.0,8.4,2
NOT092-000208,2024-02-03,S1,presencial,72.0,10.4,10.5,1.2,1
NOT092-000209,2024-02-03,S2,presencial,52.6,8.5,8.5,7.5,5
NOT092-000210,2024-02-03,S3,presencial,100,14.3,11.0,11.7,1
NOT092-000211,2024-02-04,S1,virtual,85.7,9.4,11.7,12.0,10
NOT092-000212,2024-02-04,S2,virtual,88.6,5.7,"10,7",7.8,7
NOT092-000213,2024-02-04,S3,presencial,68.2,16.6,17.2,7.7,3
NOT092-000214,2024-02-04,S1,presencial,59.7,12.6,13.4,6.7,3
NOT092-000215,2024-02-04,S2,virtual,63.8,12.0,8.0,2.0,2
NOT092-000216,2024-02-04,S3,presencial,71.7,12.4,8.9,9.4,0
NOT092-000217,2024-02-05,S1,presencial,78.3,10.3,10.9,1.6,2
NOT092-000218,2024-02-05,S2,virtual,54.8,9.8,9.0,8.9,8
NOT092-000219,2024-02-05,S3,presencial,81.1,3.8,8.3,2.1,8
NOT092-000220,2024-02-05,S1,presencial,70.5,9.6,9.1,9.3,5
NOT092-000221,2024-02-05,S2,virtual,85.6,6.4,8.7,3.2,8
NOT092-000222,2024-02-05,S3,virtual,59.3,6.0,8.4,2.9,6
NOT092-000223,2024-02-06,S1,presencial,85.8,11.6,11.9,11.6,1
NOT092-000224,2024-02-06,S2,virtual,59.7,7.5,7.3,4.5,3
NOT092-000225,2024-02-06,S3,presencial,87.0,13.2,15.4,6.0,3
NOT092-000226,2024-02-06,S1,virtual,87.1,8.1,8.8,4.8,6
NOT092-000227,2024-02-06,S2,presencial,63.9,7.3,10.6,6.9,7
NOT092-000228,2024-02-06,S3,presencial,71.5,10.8,10.0,0.8,3
NOT092-000229,2024-02-07,S1,presencial,83.8,10.7,9.3,5.4,2
NOT092-000230,2024-02-07,S2,virtual,79.0,12.3,8.9,0.5,1
NOT092-000231,2024-02-07,S3,presencial,100,7.9,13.7,10.8,8
NOT092-000232,2024-02-07,S1,virtual,66.8,12.7,14.2,9.2,1
NOT092-000233,2024-02-07,S2,virtual,77.7,9.6,10.3,5.9,5
NOT092-000234,2024-02-07,S3,virtual,75.1,11.6,9.7,8.0,1
NOT092-000235,2024-02-08,S1,presencial,89.0,8.9,8.6,9.2,6
NOT092-000236,2024-02-08,S2,presencial,59.8,10.9,10.8,1.1,3
NOT092-000237,2024-02-08,S3,presencial,70.7,6.2,5.9,1.4,10
NOT092-000238,2024-02-08,S1,presencial,83.5,7.5,8.3,2.1,7
NOT092-000239,2024-02-08,S2,virtual,82.7,7.5,8.6,6.3,7
NOT092-000240,2024-02-08,S3,presencial,51.9,7.9,12.9,4.0,9
NOT092-000241,2024-02-08,S1,virtual,79.7,8.9,12.8,3.0,7
NOT092-000242,2024-02-09,S2,virtual,87.0,13.4,13.0,11.4,2
NOT092-000243,2024-02-09,S3,presencial,46.4,7.4,9.3,8.4,10
NOT092-000244,2024-02-09,S1,virtual,90.5,13.5,13.4,0.5,0
NOT092-000245,2024-02-09,S2,virtual,52.8,13.2,11.1,8.0,2
NOT092-000246,2024-02-09,S3,virtual,52.3,12.4,14.3,9.2,2
NOT092-000247,2024-02-09,S1,virtual,76.3,10.5,7.2,2.4,1
NOT092-000248,2024-02-10,S2,presencial,85.1,9.9,12.6,10.3,2
NOT092-000249,2024-02-10,S3,presencial,71.8,12.3,8.2,2.3,3
NOT092-000250,2024-02-10,S1,presencial,46.3,11.2,,10.9,1
NOT092-000251,2024-02-10,S2,presencial,87.9,13.1,15.7,10.1,2
NOT092-000252,2024-02-10,S3,presencial,70.9,15.7,14.6,5.6,3
NOT092-000253,2024-02-10,S1,presencial,76.7,9.2,13.0,7.9,7
NOT092-000254,2024-02-11,S2,presencial,85.6,10.6,10.6,0.6,1
NOT092-000255,2024-02-11,S3,presencial,57.7,12.5,12.1,4.9,2
NOT092-000256,2024-02-11,S1,presencial,77.8,10.1,8.9,1.0,3
NOT092-000257,2024-02-11,S2,presencial,79.4,11.8,13.1,5.6,1
NOT092-000258,2024-02-11,S3,virtual,73.4,12.0,11.6,11.0,0
NOT092-000259,2024-02-11,S1,presencial,88.3,6.5,11.0,7.9,2
NOT092-000260,2024-02-12,S2,virtual,60.0,8.3,10.1,8.0,3
NOT092-000261,2024-02-12,S3,virtual,64.3,7.3,10.4,7.2,9
NOT092-000262,2024-02-12,S1,presencial,79.2,12.8,11.7,8.1,0
NOT092-000263,2024-02-12,S2,presencial,59.3,15.6,12.2,7.1,1
NOT092-000264,2024-02-12,S3,presencial,86.4,13.9,9.5,8.5,1
NOT092-000265,2024-02-12,S1,virtual,64.0,11.2,13.3,2.6,3
NOT092-000266,2024-02-13,S2,virtual,49.5,10.3,10.8,11.6,2
NOT092-000267,2024-02-13,S3,presencial,76.2,8.5,11.6,3.0,9
NOT092-000268,2024-02-13,S1,presencial,70.1,4.3,7.3,3.7,4
NOT092-000269,2024-02-13,S2,presencial,99.4,9.9,15.3,4.9,10
NOT092-000270,2024-02-13,S3,presencial,79.9,11.0,9.8,9.8,3
NOT092-000271,2024-02-13,S1,virtual,100,12.1,14.8,5.1,2
NOT092-000272,2024-02-14,S2,presencial,64.3,10.2,12.3,11.0,0
NOT092-000273,2024-02-14,S3,presencial,79.3,11.4,11.7,9.6,0
NOT092-000274,2024-02-14,S1,presencial,74.4,10.8,16.8,5.7,2
NOT092-000275,2024-02-14,S2,virtual,73.0,10.8,6.4,0.2,2
NOT092-000276,2024-02-14,S3,virtual,100,15.8,15.2,2.7,1
NOT092-000277,2024-02-14,S1,virtual,78.4,8.5,9.6,7.2,8
NOT092-000278,2024-02-14,S2,virtual,100,9.1,11.0,3.7,9
NOT092-000279,2024-02-15,S3,presencial,75.6,8.5,8.2,8.8,9
NOT092-000280,2024-02-15,S1,virtual,91.5,14.1,15.5,4.5,1
NOT092-000281,2024-02-15,S2,virtual,61.3,10.1,10.3,12.0,1
NOT092-000282,2024-02-15,S3,virtual,61.9,14.2,12.9,5.7,0
NOT092-000283,2024-02-15,S1,presencial,100,6.8,12.8,10.2,5
NOT092-000284,2024-02-15,S2,virtual,66.7,12.1,9.8,9.3,0
NOT092-000285,2024-02-16,S3,virtual,82.1,7.4,7.7,0.8,6
NOT092-000286,2024-02-16,S1,virtual,61.9,10.1,9.8,4.9,1
NOT092-000287,2024-02-16,S2,presencial,100,11.3,10.1,9.7,3
NOT092-000288,2024-02-16,S3,presencial,67.5,14.1,13.8,2.7,3
NOT092-000289,2024-02-16,S1,presencial,100,9.6,10.4,6.7,5
NOT092-000290,2024-02-16,S2,presencial,91.8,12.7,14.8,11.6,3
NOT092-000291,2024-02-17,S3,virtual,62.3,9.4,9.7,7.3,8
NOT092-000292,2024-02-17,S1, PRESENCIAL ,61.3,9.5,10.5,3.7,10
NOT092-000293,2024-02-17,S2,presencial,56.0,12.8,9.8,10.7,3
NOT092-000294,2024-02-17,S3,presencial,85.7,8.6,11.4,6.9,2
NOT092-000295,2024-02-17,S1,presencial,100,13.5,13.5,10.2,1
NOT092-000296,2024-02-17,S2,presencial,91.9,20.0,17.5,4.9,3
NOT092-000297,2024-02-18,S3,virtual,84.0,5.8,7.6,11.1,3
NOT092-000298,2024-02-18,S1,presencial,85.4,13.3,12.3,6.8,3
NOT092-000299,2024-02-18,S2,virtual,100,3.6,11.4,9.5,3
NOT092-000300,2024-02-18,S3,virtual,94.9,14.0,12.3,4.5,2
NOT092-000301,2024-02-18,S1,virtual,100,13.7,12.2,0.5,3
NOT092-000302,2024-02-18,S2,virtual,74.8,13.4,12.7,11.2,3
NOT092-000303,2024-02-19,S3,presencial,76.0,14.2,13.0,2.4,0
NOT092-000304,2024-02-19,S1,virtual,43.6,9.4,10.6,11.2,9
NOT092-000305,2024-02-19,S2,presencial,54.0,8.4,13.1,2.1,9
NOT092-000306,2024-02-19,S3,virtual,74.6,10.9,13.3,0.8,0
NOT092-000307,2024-02-19,S1,virtual,90.2,16.0,15.2,5.8,1
NOT092-000308,2024-02-19,S2,presencial,68.2,16.4,16.8,6.3,0
NOT092-000309,2024-02-20,S3,virtual,79.1,8.5,10.1,3.4,10
NOT092-000310,2024-02-20,S1,presencial,89.9,16.0,16.4,5.7,1
NOT092-000311,2024-02-20,S2,presencial,81.2,8.0,9.5,0.9,9
NOT092-000312,2024-02-20,S3,presencial,91.1,16.2,17.9,8.4,2
NOT092-000313,2024-02-20,S1,presencial,68.3,17.8,14.5,3.5,3
NOT092-000314,2024-02-20,S2,presencial,96.1,12.6,14.3,2.9,3
NOT092-000315,2024-02-21,S3,presencial,55.3,11.5,8.9,10.5,1
NOT092-000316,2024-02-21,S1,presencial,74.5,10.2,11.4,1.0,3
NOT092-000317,2024-02-21,S2,presencial,60.2,12.9,13.2,0.6,2
NOT092-000318,2024-02-21,S3,virtual,92.7,12.7,12.3,2.9,2
NOT092-000319,2024-02-21,S1,presencial,67.1,13.2,13.5,8.1,0
NOT092-000320,2024-02-21,S2,presencial,74.3,13.8,8.5,0.1,1
NOT092-000321,2024-02-21,S3,virtual,88.9,5.8,12.0,4.4,8
NOT092-000322,2024-02-22,S1,virtual,60.9,10.0,9.3,8.4,0
NOT092-000323,2024-02-22,S2,presencial,86.3,11.0,10.9,7.3,1
NOT092-000324,2024-02-22,S3,presencial,73.5,9.0,10.3,4.0,7
NOT092-000325,2024-02-22,S1,presencial,100,10.6,10.4,5.1,0
NOT092-000326,2024-02-22,S2,presencial,99.5,13.4,13.9,5.1,0
NOT092-000327,2024-02-22,S3,presencial,94.9,12.7,11.4,6.9,2
NOT092-000328,2024-02-23,S1,presencial,69.0,11.1,13.0,10.0,3
NOT092-000329,2024-02-23,S2,virtual,39.0,10.1,10.2,11.3,3
NOT092-000330,2024-02-23,S3,virtual,75.3,14.0,15.9,1.3,1
NOT092-000331,2024-02-23,S1,virtual,83.6,9.5,13.0,10.7,4
NOT092-000332,2024-02-23,S2,virtual,90.1,11.5,13.3,1.0,1
NOT092-000333,2024-02-23,S3,virtual,75.5,14.8,,6.8,2
NOT092-000334,2024-02-24,S1,virtual,86.7,14.0,15.4,5.4,2
NOT092-000335,2024-02-24,S2,presencial,95.7,16.7,13.6,0.2,0
NOT092-000336,2024-02-24,S3,presencial,100,13.0,12.1,4.2,1
NOT092-000337,2024-02-24,S1,virtual,86.4,9.3,11.2,4.3,3
NOT092-000338,2024-02-24,S2,virtual,58.8,11.9,12.4,4.5,3
NOT092-000339,2024-02-24,S3,virtual,95.6,8.7,10.5,10.9,8
NOT092-000340,2024-02-25,S1,presencial,100,10.6,14.3,7.0,0
NOT092-000341,2024-02-25,S2,presencial,80.0,12.7,12.5,4.7,2
NOT092-000342,2024-02-25,S3,virtual,93.0,6.4,8.1,6.5,10
NOT092-000343,2024-02-25,S1,virtual,80.4,10.2,12.5,6.8,2
NOT092-000344,2024-02-25,S2,presencial,80.0,12.9,12.6,1.9,0
NOT092-000345,2024-02-25,S3,presencial,83.8,10.5,19.1,9.4,1
NOT092-000346,2024-02-26,S1,virtual,69.7,6.0,8.2,7.9,4
NOT092-000347,2024-02-26,S2,virtual,89.7,8.3,10.5,11.8,2
NOT092-000348,2024-02-26,S3,virtual,63.9,5.4,8.0,4.3,2
NOT092-000349,2024-02-26,S1,virtual,94.0,15.5,14.6,4.1,3
