registro_id,fecha,sucursal,genero,dias_prestamo,renovacion,devuelto
BIB056-000113,2024-03-01,S2,novela,30,1,1
BIB056-000114,2024-03-01,S3,novela,19,0,1
BIB056-000115,2024-03-02,S1,infantil,669,0,0
BIB056-000116,2024-03-02,S2,novela,25,0,1
BIB056-000117,2024-03-03,S3,novela,6,0,1
BIB056-000118,2024-03-03,S1,infantil,24,1,1
BIB056-000119,2024-03-04,S2,novela,36,1,1
BIB056-000120,2024-03-04,S3,ensayo,4,0,1
BIB056-000121,2024-03-05,S1,infantil,666,0,0
BIB056-000122,2024-03-06,S2,novela,11,0,1
BIB056-000123,2024-03-06,S3,ensayo,5,0,1
BIB056-000124,2024-03-07,S1,ensayo,27,1,1
BIB056-000125,2024-03-07,S2,infantil,12,0,1
BIB056-000126,2024-03-08,S3,ensayo,663,1,0
BIB056-000127,2024-03-08,S1,ensayo,23,1,1
BIB056-000128,2024-03-09,S2,ensayo,17,0,1
BIB056-000129,2024-03-09,S3,novela,14,0,1
BIB056-000130,2024-03-10,S1,infantil,17,0,1
BIB056-000131,2024-03-10,S2,infantil,6,0,1
BIB056-000132,2024-03-11,S3,novela,27,1,1
BIB056-000133,2024-03-11,S1,novela,21,1,1
BIB056-000134,2024-03-12,S2,infantil,2,0,1
BIB056-000135,2024-03-13,S3,infantil,23,1,1
BIB056-000136,2024-03-13,S1,ensayo,13,0,1
BIB056-000137,2024-03-14,S2,novela,20,0,1
BIB056-000138,2024-03-14,S3,ensayo,10,0,1
BIB056-000139,2024-03-15,S1,ensayo,656,0,0
BIB056-000140,2024-03-15,S2,infantil,9,0,1
BIB056-000141,2024-03-16,S3,infantil,655,0,0
BIB056-000142,2024-03-16,S1,novela,655,0,0
BIB056-000143,2024-03-17,S2,ensayo,14,0,1
BIB056-000144,2024-03-17,S3,novela,23,0,1
BIB056-000145,2024-03-18,S1,ensayo,25,0,1
BIB056-000146,2024-03-18,S2,novela,24,0,1
BIB056-000147,2024-03-19,S3,infantil,8,0,1
BIB056-000148,2024-03-20,S1,infantil,7,0,1
BIB056-000149,2024-03-20,S2,ensayo,25,1,1
BIB056-000150,2024-03-21,S3,ensayo,33,1,1
BIB056-000151,2024-03-21,S1,ensayo,8,0,1
BIB056-000152,2024-03-22,S2,infantil,21,0,1
BIB056-000153,2024-03-22,S3,ensayo,34,1,1
BIB056-000154,2024-03-23,S1,infantil,21,0,1
BIB056-000155,2024-03-23,S2,novela,648,1,0
BIB056-000156,2024-03-24,S3,novela,647,0,0
BIB056-000157,2024-03-24,S1,infantil,647,0,0
BIB056-000158,2024-03-25,S2,novela,646,0,0
BIB056-000159,2024-03-25,S3,novela,23,0,1
BIB056-000160,2024-03-26,S1,ensayo,645,0,0
BIB056-000161,2024-03-27,S2,ensayo,18,0,1
BIB056-000162,2024-03-27,S3,ensayo,644,0,0
BIB056-000163,2024-03-28,S1,novela,16,0,1
BIB056-000164,2024-03-28,S2,infantil,5,0,1
BIB056-000165,2024-03-29,S3,ensayo,19,0,1
BIB056-000166,2024-03-29,S1,ensayo,5,0,1
BIB056-000167,2024-03-30,S2,ensayo,,1,1
BIB056-000168,2024-03-30,S3,infantil,17,0,1
BIB056-000169,2024-03-31,S1,infantil,640,0,0
BIB056-000170,2024-03-31,S2,novela,17,0,1
BIB056-000171,2024-04-01,S3,novela,639,0,0
BIB056-000172,2024-04-01,S1,novela,8,0,1
BIB056-000173,2024-04-02,S2,infantil,18,0,1
BIB056-000174,2024-04-02,S3,ensayo,10,0,1
BIB056-000175,2024-04-03,S1,infantil,637,0,0
BIB056-000176,2024-04-04,S2,ensayo,19,0,1
BIB056-000177,2024-04-04,S3,infantil,9,0,1
BIB056-000178,2024-04-05,S1,infantil,635,0,0
BIB056-000179,2024-04-05,S2,novela,23,1,1
BIB056-000180,2024-04-06,S3,ensayo,13,0,1
BIB056-000181,2024-04-06,S1,infantil,23,0,1
BIB056-000182,2024-04-07,S2,novela,23,1,1
BIB056-000183,2024-04-07,S3,novela,633,0,0
BIB056-000184,2024-04-08,S1,infantil,21,0,1
BIB056-000185,2024-04-08,S2,infantil,32,1,1
BIB056-000186,2024-04-09,S3,novela,9,0,1
BIB056-000187,2024-04-09,S1,ensayo,12,0,1
BIB056-000188,2024-04-10,S2,infantil,8,0,1
BIB056-000189,2024-04-11,S3,infantil,629,0,0
BIB056-000190,2024-04-11,S1,novela,629,0,0
BIB056-000191,2024-04-12,S2,infantil,17,1,1
BIB056-000192,2024-04-12,S3,infantil,25,1,1
BIB056-000193,2024-04-13,S1,novela,3,0,1
BIB056-000194,2024-04-13,S2,infantil,38,1,1
BIB056-000195,2024-04-14,S3, INFANTIL ,21,0,1
BIB056-000196,2024-04-14,S1,infantil,9,0,1
BIB056-000197,2024-04-15,S2,ensayo,10,0,1
BIB056-000198,2024-04-15,S3,infantil,15,0,1
BIB056-000199,2024-04-16,S1,infantil,22,0,1
BIB056-000200,2024-04-16,S2,ensayo,22,0,1
BIB056-000201,2024-04-17,S3,infantil,23,0,1
BIB056-000202,2024-04-18,S1,infantil,11,0,1
BIB056-000203,2024-04-18,S2,novela,10,0,1
BIB056-000204,2024-04-19,S3,infantil,18,0,1
BIB056-000205,2024-04-19,S1,ensayo,14,0,1
BIB056-000206,2024-04-20,S2,novela,22,0,1
BIB056-000207,2024-04-20,S3,novela,19,0,1
BIB056-000208,2024-04-21,S1,infantil,22,1,1
BIB056-000209,2024-04-21,S2,ensayo,10,0,1
BIB056-000210,2024-04-22,S3,infantil,20,0,1
BIB056-000211,2024-04-22,S1,novela,18,0,1
BIB056-000212,2024-04-23,S2,infantil,16,0,1
BIB056-000213,2024-04-23,S3,infantil,18,0,1
BIB056-000214,2024-04-24,S1,infantil,21,0,1
BIB056-000215,2024-04-25,S2,novela,6,0,1
BIB056-000216,2024-04-25,S3,ensayo,17,0,1
BIB056-000217,2024-04-26,S1,ensayo,19,0,1
BIB056-000218,2024-04-26,S2,ensayo,614,0,0
BIB056-000219,2024-04-27,S3,ensayo,23,0,1
BIB056-000220,2024-04-27,S1,ensayo,4,0,1
BIB056-000221,2024-04-28,S2,novela,34,1,1
BIB056-000222,2024-04-28,S3,ensayo,612,0,0
BIB056-000223,2024-04-29,S1,ensayo,611,0,0
BIB056-000224,2024-04-29,S2,infantil,13,0,1
BIB056-000225,2024-04-30,S3,ensayo,21,0,1
BIB056-000226,2024-04-30,S1,ensayo,16,0,1
BIB056-000227,2024-05-01,S2,novela,4,0,1
BIB056-000228,2024-05-02,S3,ensayo,32,1,1
BIB056-000229,2024-05-02,S1,ensayo,12,0,1
BIB056-000230,2024-05-03,S2,ensayo,18,0,1
BIB056-000231,2024-05-03,S3,ensayo,30,1,1
BIB056-000232,2024-05-04,S1,ensayo,606,0,0
BIB056-000233,2024-05-04,S2,ensayo,36,1,1
BIB056-000234,2024-05-05,S3,novela,19,1,1
BIB056-000235,2024-05-05,S1,ensayo,17,0,1
BIB056-000236,2024-05-06,S2,novela,20,1,1
BIB056-000237,2024-05-06,S3,infantil,12,0,1
BIB056-000238,2024-05-07,S1,infantil,603,1,0
BIB056-000239,2024-05-07,S2,infantil,23,1,1
BIB056-000240,2024-05-08,S3,infantil,18,0,1
BIB056-000241,2024-05-09,S1,novela,14,0,1
BIB056-000242,2024-05-09,S2,infantil,17,1,1
BIB056-000243,2024-05-10,S3,ensayo,22,0,1
BIB056-000244,2024-05-10,S1,novela,37,1,1
BIB056-000245,2024-05-11,S2,novela,16,0,1
BIB056-000246,2024-05-11,S3,novela,6,0,1
BIB056-000247,2024-05-12,S1,ensayo,9,0,1
BIB056-000248,2024-05-12,S2,ensayo,9,0,1
BIB056-000249,2024-05-13,S3,novela,25,1,1
BIB056-000250,2024-05-13,S1,ensayo,,0,1
BIB056-000251,2024-05-14,S2,infantil,19,0,1
BIB056-000252,2024-05-14,S3,infantil,26,1,1
BIB056-000253,2024-05-15,S1,novela,10,0,1
BIB056-000254,2024-05-15,S2,novela,15,0,1
BIB056-000255,2024-05-16,S3,novela,30,1,1
BIB056-000256,2024-05-17,S1,ensayo,19,0,1
BIB056-000257,2024-05-17,S2,infantil,20,0,1
BIB056-000258,2024-05-18,S3,ensayo,20,1,1
BIB056-000259,2024-05-18,S1,infantil,8,0,1
BIB056-000260,2024-05-19,S2,infantil,24,0,1
BIB056-000261,2024-05-19,S3,novela,591,0,0
BIB056-000262,2024-05-20,S1,ensayo,24,1,1
BIB056-000263,2024-05-20,S2,novela,9,0,1
BIB056-000264,2024-05-21,S3,infantil,589,0,0
BIB056-000265,2024-05-21,S1,ensayo,33,1,1
BIB056-000266,2024-05-22,S2,infantil,14,0,1
BIB056-000267,2024-05-22,S3,infantil,6,0,1
BIB056-000268,2024-05-23,S1,ensayo,21,0,1
BIB056-000269,2024-05-24,S2,infantil,25,0,1
BIB056-000270,2024-05-24,S3,novela,35,1,1
BIB056-000271,2024-05-25,S1,novela,11,0,1
BIB056-000272,2024-05-25,S2,ensayo,21,0,1
BIB056-000273,2024-05-26,S3,ensayo,584,1,0
BIB056-000274,2024-05-26,S1,novela,14,0,1
BIB056-000275,2024-05-27,S2,ensayo,14,0,1
BIB056-000276,2024-05-27,S3,novela,14,0,1
BIB056-000277,2024-05-28,S1,infantil,582,0,0
BIB056-000278,2024-05-28,S2,ensayo,8,0,1
BIB056-000279,2024-05-29,S3,infantil,13,0,1
BIB056-000280,2024-05-29,S1,infantil,24,0,1
BIB056-000281,2024-05-30,S2,infantil,15,0,1
BIB056-000282,2024-05-31,S3,novela,24,0,1
BIB056-000283,2024-05-31,S1,novela,8,0,1
BIB056-000284,2024-06-01,S2,infantil,578,1,0
BIB056-000285,2024-06-01,S3,ensayo,22,0,1
BIB056-000286,2024-06-02,S1,infantil,577,0,0
BIB056-000287,2024-06-02,S2,infantil,18,0,1
BIB056-000288,2024-06-03,S3,novela,5,0,1
BIB056-000289,2024-06-03,S1,ensayo,9,0,1
BIB056-000290,2024-06-04,S2,novela,575,1,0
BIB056-000291,2024-06-04,S3,infantil,575,0,0
BIB056-000292,2024-06-05,S1, NOVELA ,26,1,1
BIB056-000293,2024-06-05,S2,novela,574,0,0
BIB056-000294,2024-06-06,S3,ensayo,6,0,1
BIB056-000295,2024-06-07,S1,novela,36,1,1
BIB056-000296,2024-06-07,S2,infantil,5,0,1
BIB056-000297,2024-06-08,S3,infantil,571,1,0
BIB056-000298,2024-06-08,S1,infantil,22,1,1
BIB056-000299,2024-06-09,S2,infantil,20,0,1
BIB056-000300,2024-06-09,S3,novela,23,1,1
BIB056-000301,2024-06-10,S1,ensayo,36,1,1
BIB056-000302,2024-06-10,S2,infantil,569,0,0
BIB056-000303,2024-06-11,S3,infantil,568,0,0
BIB056-000304,2024-06-11,S1,ensayo,568,0,0
BIB056-000305,2024-06-12,S2,ensayo,11,0,1
BIB056-000306,2024-06-12,S3,ensayo,9,0,1
BIB056-000307,2024-06-13,S1,novela,8,0,1
BIB056-000308,2024-06-14,S2,ensayo,3,0,1
BIB056-000309,2024-06-14,S3,infantil,16,0,1
BIB056-000310,2024-06-15,S1,novela,15,0,1
BIB056-000311,2024-06-15,S2,infantil,37,1,1
BIB056-000312,2024-06-16,S3,ensayo,563,0,0
BIB056-000313,2024-06-16,S1,ensayo,19,0,1
BIB056-000314,2024-06-17,S2,infantil,18,0,1
BIB056-000315,2024-06-17,S3,novela,17,1,1
BIB056-000316,2024-06-18,S1,novela,561,0,0
BIB056-000317,2024-06-18,S2,infantil,17,0,1
BIB056-000318,2024-06-19,S3,infantil,36,1,1
BIB056-000319,2024-06-19,S1,infantil,17,0,1
BIB056-000320,2024-06-20,S2,infantil,559,0,0
BIB056-000321,2024-06-21,S3,infantil,3,0,1
BIB056-000322,2024-06-21,S1,infantil,20,0,1
BIB056-000323,2024-06-22,S2,ensayo,19,0,1
BIB056-000324,2024-06-22,S3,novela,18,0,1
BIB056-000325,2024-06-23,S1,infantil,36,1,1
BIB056-000326,2024-06-23,S2,novela,25,0,1
BIB056-000327,2024-06-24,S3,ensayo,4,0,1
BIB056-000328,2024-06-24,S1,ensayo,21,0,1
BIB056-000329,2024-06-25,S2,novela,554,1,0
BIB056-000330,2024-06-25,S3,infantil,554,0,0
BIB056-000331,2024-06-26,S1,novela,33,1,1
BIB056-000332,2024-06-26,S2,infantil,7,0,1
BIB056-000333,2024-06-27,S3,novela,,1,1
BIB056-000334,2024-06-27,S1,infantil,552,0,0
BIB056-000335,2024-06-28,S2,novela,24,0,1
BIB056-000336,2024-06-29,S3,infantil,35,1,1
BIB056-000337,2024-06-29,S1,novela,13,0,1
BIB056-000338,2024-06-30,S2,novela,14,0,1
BIB056-000339,2024-06-30,S3,infantil,549,1,0
BIB056-000340,2024-07-01,S1,novela,17,0,1
BIB056-000341,2024-07-01,S2,infantil,548,1,0
BIB056-000342,2024-07-02,S3,ensayo,6,0,1
BIB056-000343,2024-07-02,S1,novela,547,0,0
BIB056-000344,2024-07-03,S2,ensayo,546,1,0
BIB056-000345,2024-07-03,S3,infantil,12,0,1
BIB056-000346,2024-07-04,S1,ensayo,545,0,0
BIB056-000347,2024-07-04,S2,ensayo,30,1,1
BIB056-000348,2024-07-05,S3,infantil,17,0,1
BIB056-000349,2024-07-06,S1,infantil,25,0,1
BIB056-000350,2024-07-06,S2,infantil,16,0,1
BIB056-000351,2024-07-07,S3,ensayo,2,0,1
BIB056-000352,2024-07-07,S1,infantil,20,0,1
BIB056-000353,2024-07-08,S2,ensayo,3,0,1
BIB056-000354,2024-07-08,S3,ensayo,22,0,1
BIB056-000355,2024-07-09,S1,infantil,7,0,1
BIB056-000356,2024-07-09,S2,ensayo,540,0,0
BIB056-000357,2024-07-10,S3,infantil,2,0,1
BIB056-000358,2024-07-10,S1,novela,539,0,0
BIB056-000359,2024-07-11,S2,infantil,3,0,1
BIB056-000360,2024-07-11,S3,novela,18,0,1
BIB056-000361,2024-07-12,S1,infantil,13,0,1
BIB056-000362,2024-07-13,S2,novela,13,0,1
BIB056-000363,2024-07-13,S3,infantil,16,0,1
BIB056-000364,2024-07-14,S1,infantil,23,0,1
BIB056-000365,2024-07-14,S2,infantil,6,0,1
BIB056-000366,2024-07-15,S3,novela,534,1,0
BIB056-000367,2024-07-15,S1,novela,9,0,1
BIB056-000368,2024-07-16,S2,infantil,15,0,1
BIB056-000369,2024-07-16,S3,ensayo,25,0,1
BIB056-000370,2024-07-17,S1,ensayo,7,0,1
BIB056-000371,2024-07-17,S2,infantil,13,0,1
BIB056-000372,2024-07-18,S3,novela,17,0,1
BIB056-000373,2024-07-18,S1,ensayo,9,0,1
BIB056-000374,2024-07-19,S2,ensayo,31,1,1
BIB056-000375,2024-07-20,S3,infantil,529,0,0
BIB056-000376,2024-07-20,S1,ensayo,9,0,1
BIB056-000377,2024-07-21,S2,novela,9,0,1
BIB056-000378,2024-07-21,S3,novela,5,0,1
BIB056-000379,2024-07-22,S1,ensayo,4,0,1
BIB056-000380,2024-07-22,S2,novela,35,1,1
BIB056-000381,2024-07-23,S3,ensayo,34,1,1
BIB056-000382,2024-07-23,S1,novela,11,0,1
BIB056-000383,2024-07-24,S2,ensayo,9,0,1
BIB056-000384,2024-07-24,S3,novela,22,0,1
BIB056-000385,2024-07-25,S1,novela,524,0,0
BIB056-000386,2024-07-25,S2,ensayo,20,0,1
BIB056-000387,2024-07-26,S3,infantil,25,0,1
BIB056-000388,2024-07-27,S1,infantil,25,1,1
BIB056-000389,2024-07-27,S2, NOVELA ,8,0,1
BIB056-000390,2024-07-28,S3,novela,521,0,0
BIB056-000391,2024-07-28,S1,novela,23,0,1
BIB056-000392,2024-07-29,S2,infantil,15,0,1
BIB056-000393,2024-07-29,S3,ensayo,24,1,1
BIB056-000394,2024-07-30,S1,novela,10,0,1
BIB056-000395,2024-07-30,S2,novela,519,1,0
BIB056-000396,2024-07-31,S3,infantil,13,0,1
BIB056-000397,2024-07-31,S1,novela,518,0,0
BIB056-000398,2024-08-01,S2,novela,517,0,0
BIB056-000399,2024-08-01,S3,novela,26,1,1
BIB056-000400,2024-08-02,S1,novela,23,0,1
BIB056-000401,2024-08-03,S2,novela,17,0,1
BIB056-000402,2024-08-03,S3,infantil,30,1,1
BIB056-000403,2024-08-04,S1,novela,16,0,1
BIB056-000404,2024-08-04,S2,ensayo,12,0,1
BIB056-000405,2024-08-05,S3,novela,10,0,1
BIB056-000406,2024-08-05,S1,infantil,21,0,1
BIB056-000407,2024-08-06,S2,novela,9,0,1
BIB056-000408,2024-08-06,S3,ensayo,3,0,1
BIB056-000409,2024-08-07,S1,ensayo,7,0,1
BIB056-000410,2024-08-07,S2,novela,19,0,1
BIB056-000411,2024-08-08,S3,infantil,23,1,1
BIB056-000412,2024-08-08,S1,ensayo,11,0,1
BIB056-000413,2024-08-09,S2,ensayo,16,0,1
BIB056-000414,2024-08-09,S3,novela,18,0,1
BIB056-000415,2024-08-10,S1,infantil,22,0,1
BIB056-000416,2024-08-11,S2,ensayo,,0,1
BIB056-000417,2024-08-11,S3,infantil,507,0,0
BIB056-000418,2024-08-12,S1,ensayo,9,0,1
BIB056-000419,2024-08-12,S2,novela,22,1,1
BIB056-000420,2024-08-13,S3,novela,18,1,1
BIB056-000421,2024-08-13,S1,infantil,21,0,1
BIB056-000422,2024-08-14,S2,infantil,504,0,0
BIB056-000423,2024-08-14,S3,novela,31,1,1
BIB056-000424,2024-08-15,S1,ensayo,8,0,1
BIB056-000425,2024-08-15,S2,ensayo,17,1,1
BIB056-000426,2024-08-16,S3,ensayo,21,1,1
BIB056-000427,2024-08-16,S1,novela,23,0,1
BIB056-000428,2024-08-17,S2,infantil,21,1,1
BIB056-000429,2024-08-18,S3,ensayo,500,1,0
BIB056-000430,2024-08-18,S1,novela,16,0,1
BIB056-000431,2024-08-19,S2,infantil,499,0,0
BIB056-000432,2024-08-19,S3,ensayo,-999,0,0
BIB056-000433,2024-08-20,S1,ensayo,12,0,1
BIB056-000434,2024-08-20,S2,infantil,10,0,1
BIB056-000435,2024-08-21,S3,ensayo,497,0,0
BIB056-000436,2024-08-21,S1,novela,497,0,0
BIB056-000437,2024-08-22,S2,infantil,25,0,1
BIB056-000438,2024-08-22,S3,ensayo,496,0,0
BIB056-000439,2024-08-23,S1,novela,26,1,1
BIB056-000440,2024-08-23,S2,ensayo,38,1,1
BIB056-000441,2024-08-24,S3,infantil,494,0,0
BIB056-000442,2024-08-25,S1,novela,22,0,1
BIB056-000443,2024-08-25,S2,novela,493,1,0
BIB056-000444,2024-08-26,S3,novela,492,0,0
BIB056-000445,2024-08-26,S1,ensayo,492,0,0
BIB056-000446,2024-08-27,S2,novela,15,0,1
BIB056-000447,2024-08-27,S3,ensayo,23,1,1
BIB056-000448,2024-08-28,S1,novela,22,0,1
BIB056-000449,2024-08-28,S2,novela,9,0,1
BIB056-000450,2024-08-29,S3,ensayo,489,1,0
BIB056-000451,2024-08-29,S1,ensayo,24,0,1
BIB056-000452,2024-08-30,S2,ensayo,10,0,1
BIB056-000453,2024-08-30,S3,infantil,488,1,0
BIB056-000454,2024-08-31,S1,novela,18,0,1
BIB056-000455,2024-09-01,S2,novela,24,0,1
BIB056-000456,2024-09-01,S3,novela,2,0,1
BIB056-000457,2024-09-02,S1,infantil,12,0,1
BIB056-000458,2024-09-02,S2,ensayo,485,1,0
BIB056-000459,2024-09-03,S3,novela,36,1,1
BIB056-000460,2024-09-03,S1,ensayo,14,0,1
BIB056-000461,2024-09-04,S2,infantil,2,0,1
BIB056-000462,2024-09-04,S3,ensayo,24,0,1
BIB056-000463,2024-09-05,S1,novela,5,0,1
BIB056-000464,2024-09-05,S2,ensayo,19,0,1
BIB056-000465,2024-09-06,S3,novela,481,0,0
BIB056-000466,2024-09-06,S1,infantil,27,1,1
BIB056-000467,2024-09-07,S2,novela,5,0,1
BIB056-000468,2024-09-08,S3,novela,12,0,1
BIB056-000469,2024-09-08,S1,novela,6,0,1
BIB056-000470,2024-09-09,S2,novela,15,0,1
BIB056-000471,2024-09-09,S3,infantil,22,1,1
BIB056-000472,2024-09-10,S1,ensayo,5,0,1
BIB056-000473,2024-09-10,S2,ensayo,15,0,1
BIB056-000474,2024-09-11,S3,novela,40,1,1
BIB056-000475,2024-09-11,S1,infantil,18,0,1
BIB056-000476,2024-09-12,S2,novela,12,0,1
BIB056-000477,2024-09-12,S3,novela,20,0,1
BIB056-000478,2024-09-13,S1,ensayo,474,1,0
BIB056-000479,2024-09-13,S2,ensayo,38,1,1
BIB056-000480,2024-09-14,S3,infantil,30,1,1
BIB056-000481,2024-09-15,S1,infantil,16,0,1
BIB056-000482,2024-09-15,S2,infantil,39,1,1
BIB056-000483,2024-09-16,S3,infantil,18,0,1
BIB056-000484,2024-09-16,S1,ensayo,4,0,1
BIB056-000485,2024-09-17,S2,ensayo,14,0,1
BIB056-000486,2024-09-17,S3, ENSAYO ,40,1,1
BIB056-000487,2024-09-18,S1,ensayo,9,0,1
BIB056-000488,2024-09-18,S2,ensayo,19,0,1
BIB056-000489,2024-09-19,S3,ensayo,468,0,0
BIB056-000490,2024-09-19,S1,ensayo,34,1,1
BIB056-000491,2024-09-20,S2,novela,21,0,1
BIB056-000492,2024-09-20,S3,infantil,17,0,1
BIB056-000493,2024-09-21,S1,infantil,23,1,1
BIB056-000494,2024-09-21,S2,novela,14,0,1
BIB056-000495,2024-09-22,S3,novela,28,1,1
BIB056-000496,2024-09-23,S1,infantil,14,0,1
BIB056-000497,2024-09-23,S2,infantil,11,0,1
