registro_id,fecha,ruta,transportista,distancia_km,carga_kg,tiempo_min,prometido_min,entregado
TRA082-000047,2024-01-12,R5,T2,135.8,30.8,166.2,186.2,1
TRA082-000048,2024-01-12,R6,T3,146.3,89.4,241.6,198.2,1
TRA082-000049,2024-01-12,R3,T1,25.5,62.3,79.3,59.3,1
TRA082-000050,2024-01-12,R5,T2,18.6,89.7,39.7,51.4,1
TRA082-000051,2024-01-13,R3,T3,60.3,16.4,73.9,99.3,1
TRA082-000052,2024-01-13,R1,T1,47.1,80.8,85.3,84.2,1
TRA082-000053,2024-01-13,R3,T2,83.0,118.6,164.5,125.4,1
TRA082-000054,2024-01-13,R3,T3,85.9,129.8,146.0,128.8,1
TRA082-000055,2024-01-14,R2,T1,67.1,130.0,104.2,107.2,1
TRA082-000056,2024-01-14,R1,T2,37.7,115.5,67.3,73.4,1
TRA082-000057,2024-01-14,R6,T3,107.3,14.9,185.6,153.4,1
TRA082-000058,2024-01-14,R2,T1,23.6,141.6,45.3,57.1,1
TRA082-000059,2024-01-15,R5,T2,87.3,33.7,133.2,130.4,1
TRA082-000060,2024-01-15,R2,T3,131.0,147.6,184.9,180.6,1
TRA082-000061,2024-01-15,R2,T1,98.9,128.4,140.2,143.7,1
TRA082-000062,2024-01-15,R4,T2,131.5,49.5,196.5,181.2,1
TRA082-000063,2024-01-16,R6,T3,10.4,19.9,48.7,42.0,1
TRA082-000064,2024-01-16,R4,T1,101.3,70.5,124.1,146.5,1
TRA082-000065,2024-01-16,R3,T2,131.1,79.2,180.4,180.8,1
TRA082-000066,2024-01-16,R4,T3,51.6,71.2,54.5,89.3,1
TRA082-000067,2024-01-17,R4,T1,74.2,144.5,104.3,115.3,1
TRA082-000068,2024-01-17,R5,T2,66.8,43.9,75.2,106.8,1
TRA082-000069,2024-01-17,R2,T3,89.6,119.4,159.8,133.0,1
TRA082-000070,2024-01-17,R4,T1,13.2,4.2,8.2,45.2,1
TRA082-000071,2024-01-18,R2,T2,23.5,36.3,30.2,57.0,1
TRA082-000072,2024-01-18,R1,T3,105.9,46.2,165.4,151.8,1
TRA082-000073,2024-01-18,R2,T1,120.4,143.3,,168.5,0
TRA082-000074,2024-01-18,R4,T2,81.9,133.3,120.1,124.2,1
TRA082-000075,2024-01-19,R3,T3,139.1,132.6,212.6,190.0,1
TRA082-000076,2024-01-19,R2,T1,74.4,5.5,111.5,115.6,1
TRA082-000077,2024-01-19,R6,T2,69.0,87.9,102.3,109.3,1
TRA082-000078,2024-01-19,R5,T3,29.2,135.5,66.6,63.6,1
TRA082-000079,2024-01-20,R6,T1,109.2,131.9,127.7,155.6,1
TRA082-000080,2024-01-20,R5,T2,44.1,55.8,57.7,80.7,1
TRA082-000081,2024-01-20,R4,T3,41.0,119.6,98.6,77.2,1
TRA082-000082,2024-01-20,R1,T1,79.8,87.7,130.7,121.8,1
TRA082-000083,2024-01-20,R3,T2,70.5,145.8,82.8,111.1,1
TRA082-000084,2024-01-21,R5,T3,44.3,51.2,,80.9,1
TRA082-000085,2024-01-21,R3,T1,95.9,72.5,133.1,140.3,1
TRA082-000086,2024-01-21,R3,T2,97.1,142.9,144.1,141.7,1
TRA082-000087,2024-01-21,R5,T3,69.8,90.5,135.9,110.3,1
TRA082-000088,2024-01-22,R5,T1,39.8,125.7,91.9,75.8,1
TRA082-000089,2024-01-22,R4,T2,98.8,6.1,149.2,143.6,1
TRA082-000090,2024-01-22,R4,T3,142.1,28.9,186.2,193.4,1
TRA082-000091,2024-01-22,R1,T1,103.1,144.5,145.9,148.6,1
TRA082-000092,2024-01-23,R1,T2,74.0,123.5,102.3,115.1,1
TRA082-000093,2024-01-23,R4,T3,49.6,100.4,118.0,87.0,1
TRA082-000094,2024-01-23,R1,T1,15.2,109.8,48.6,47.5,1
TRA082-000095,2024-01-23,R4,T2,83.9,19.6,128.5,126.5,1
TRA082-000096,2024-01-24,R6,T3,119.4,1.6,164.2,167.3,1
TRA082-000097,2024-01-24,R4,T1,83.0,63.1,114.5,125.4,1
TRA082-000098,2024-01-24,R6,T2,25.5,27.6,63.1,59.3,1
TRA082-000099,2024-01-24,R5,T3,126.7,59.1,186.0,175.7,1
TRA082-000100,2024-01-25,R2,T1,6.8,96.7,,37.8,0
TRA082-000101,2024-01-25,R2,T2,105.2,80.0,180.6,151.0,1
TRA082-000102,2024-01-25,R6,T3,88.3,111.5,144.7,131.5,1
TRA082-000103,2024-01-25,R5,T1,120.6,96.4,145.5,168.7,1
TRA082-000104,2024-01-26,R6,T2,132.3,127.6,183.8,182.1,1
TRA082-000105,2024-01-26,R6,T3,64.9,62.0,119.3,104.6,1
TRA082-000106,2024-01-26,R1,T1,76.0,117.3,102.0,117.4,1
TRA082-000107,2024-01-26,R4,T2,59.8,127.7,93.9,98.8,1
TRA082-000108,2024-01-27,R4,T3,136.0,144.3,177.7,186.4,1
TRA082-000109,2024-01-27,R2,T1,129.5,6.1,136.1,178.9,1
TRA082-000110,2024-01-27,R6,T2,27.1,38.9,64.8,61.2,1
TRA082-000111,2024-01-27,R4,T3,7.3,111.5,13.5,38.4,1
TRA082-000112,2024-01-28,R1,T1,57.5,145.2,113.8,96.1,1
TRA082-000113,2024-01-28,R6,T2,48.7,18.2,38.5,86.0,1
TRA082-000114,2024-01-28,R6,T3,63.4,71.9,119.7,102.9,1
TRA082-000115,2024-01-28,R3,T1,96.2,133.8,117.8,140.6,1
TRA082-000116,2024-01-29,R2,T2,89.8,10.9,139.0,133.3,1
TRA082-000117,2024-01-29,R2,T3,52.5,5.8,62.0,90.4,1
TRA082-000118,2024-01-29,R5,T1,114.8,122.0,156.8,162.0,1
TRA082-000119,2024-01-29,R6,T2,63.5,115.6,111.0,103.0,1
TRA082-000120,2024-01-29,R6,T3,44.1,46.5,75.1,80.7,1
TRA082-000121,2024-01-30,R2,T1,22.1,101.8,53.4,55.4,1
TRA082-000122,2024-01-30,R2,T2,34.5,133.9,45.2,69.7,1
TRA082-000123,2024-01-30,R5,T3,93.5,96.7,108.2,137.5,1
TRA082-000124,2024-01-30,R4,T1,142.2,111.8,184.3,193.5,1
TRA082-000125,2024-01-31,R6,T2,81.1,116.5,121.7,123.3,1
TRA082-000126,2024-01-31,R5,T3,47.8,44.2,99.0,85.0,1
TRA082-000127,2024-01-31,R2,T1,3.9,108.4,62.2,34.5,1
TRA082-000128,2024-01-31,R2,T2,89.3,76.8,,132.7,0
TRA082-000129,2024-02-01,R1,T3,51.0,77.6,75.6,88.7,1
TRA082-000130,2024-02-01,R5,T1,103.8,120.4,140.6,149.4,1
TRA082-000131,2024-02-01,R5,T2,30.1,50.2,68.7,64.6,1
TRA082-000132,2024-02-01,R6,T3,118.4,34.9,192.4,166.2,1
TRA082-000133,2024-02-02,R3,T1,144.7,6.9,157.7,196.4,1
TRA082-000134,2024-02-02,R6,T2,51.8,37.7,75.8,89.6,1
TRA082-000135,2024-02-02,R6,T3,70.1,80.0,135.6,110.6,1
TRA082-000136,2024-02-02,R3,T1,2.6,39.7,12.1,33.0,1
TRA082-000137,2024-02-03,R3,T2,138.1,62.6,180.4,188.8,1
TRA082-000138,2024-02-03,R4,T3,45.8,132.4,87.9,82.7,1
TRA082-000139,2024-02-03,R6,T1,47.8,26.7,73.1,85.0,1
TRA082-000140,2024-02-03,R3,T2,55.0,82.0,77.5,93.2,1
TRA082-000141,2024-02-04,R1,T3,22.8,41.8,,56.2,0
TRA082-000142,2024-02-04,R4,T1,38.2,84.4,,73.9,0
TRA082-000143,2024-02-04,R6,T2,69.8,47.6,112.7,110.3,1
TRA082-000144,2024-02-04,R5,T3,62.6,45.0,84.3,102.0,1
TRA082-000145,2024-02-05,R1,T1,47.7,25.9,88.0,84.9,1
TRA082-000146,2024-02-05,R5,T2,108.2,97.6,164.6,154.4,1
TRA082-000147,2024-02-05,R6,T3,2.3,75.1,34.2,32.6,1
TRA082-000148,2024-02-05,R5,T1,12.2,9.5,23.5,44.0,1
TRA082-000149,2024-02-06,R5,T2,146.3,115.2,215.1,198.2,1
TRA082-000150,2024-02-06,R1,T3,46.4,75.9,79.2,83.4,1
TRA082-000151,2024-02-06,R2,T1,68.3,92.1,69.2,108.5,1
TRA082-000152,2024-02-06,R2,T2,40.7,47.9,61.2,76.8,1
TRA082-000153,2024-02-07,R5,T3,43.2,56.1,62.1,79.7,1
TRA082-000154,2024-02-07,R2,T1,99.9,14.0,140.7,144.9,1
TRA082-000155,2024-02-07,R6,T2,60.9,73.0,96.0,100.0,1
TRA082-000156,2024-02-07,R5,T3,140.4,20.6,218.5,191.5,1
TRA082-000157,2024-02-08,R2,T1,71.1,107.7,118.6,111.8,1
TRA082-000158,2024-02-08,R4,T2,89.9,70.4,158.6,133.4,1
TRA082-000159,2024-02-08,R2,T3,50.1,94.3,,87.6,0
TRA082-000160,2024-02-08,R5,T1,16.0,11.9,45.5,48.4,1
TRA082-000161,2024-02-08,R1,T2,52.2,147.6,96.1,90.0,1
TRA082-000162,2024-02-09,R3,T3,89.5,98.4,143.3,132.9,1
TRA082-000163,2024-02-09,R3,T1,71.3,121.8,109.0,112.0,1
TRA082-000164,2024-02-09,R1,T2,33.2,125.5,70.4,68.2,1
TRA082-000165,2024-02-09,R6,T3,48.2,81.8,80.0,85.4,1
TRA082-000166,2024-02-10,R2,T1,115.2,21.2,,162.5,0
TRA082-000167,2024-02-10,R6,T2,127.6,146.6,,176.7,0
TRA082-000168,2024-02-10,R3,T3,31.1,94.0,69.0,65.8,1
TRA082-000169,2024-02-10,R6,T1,59.3,45.4,89.9,98.2,1
TRA082-000170,2024-02-11,R6,T2,127.5,1.5,168.5,176.6,1
TRA082-000171,2024-02-11,R4,T3,49.6,17.6,90.2,87.0,1
TRA082-000172,2024-02-11,R4,T1,41.6,60.0,60.9,77.8,1
TRA082-000173,2024-02-11,R6,T2,28.6,111.7,83.6,62.9,1
TRA082-000174,2024-02-12,R5,T3,27.3,1.4,64.7,61.4,1
TRA082-000175,2024-02-12,R6,T1,40.5,128.6,65.9,76.6,1
TRA082-000176,2024-02-12,R6,T2,118.7,6.0,168.7,166.5,1
TRA082-000177,2024-02-12,R3,T3,82.2,115.7,,124.5,0
TRA082-000178,2024-02-13,R2,T1,93.8,18.1,121.7,137.9,1
TRA082-000179,2024-02-13,R4,T2,102.1,60.8,106.9,147.4,1
TRA082-000180,2024-02-13,R2,T3,79.3,133.3,122.3,121.2,1
TRA082-000181,2024-02-13,R3,T1,14.9,109.0,38.6,47.1,1
TRA082-000182,2024-02-14,R4,T2,122.1,111.8,175.3,170.4,1
TRA082-000183,2024-02-14,R3,T3,135.1,59.6,199.0,185.4,1
TRA082-000184,2024-02-14,R4,T1,149.3,55.9,173.0,201.7,1
TRA082-000185,2024-02-14,R3,T2,111.8,1.0,138.3,158.6,1
TRA082-000186,2024-02-15,R3,T3,92.8,117.1,144.8,136.7,1
TRA082-000187,2024-02-15,R1,T1,114.7,77.2,153.8,161.9,1
TRA082-000188,2024-02-15,R6,T2,138.0,125.2,213.4,188.7,1
TRA082-000189,2024-02-15,R3,T3,128.5,143.4,,177.8,0
TRA082-000190,2024-02-16,R5,T1,56.9,80.4,103.7,95.4,1
TRA082-000191,2024-02-16,R4,T2,64.4,98.6,93.5,104.1,1
TRA082-000192,2024-02-16,R6,T3,126.3,35.2,166.7,175.2,1
TRA082-000193,2024-02-16,R1,T1,52.7,52.6,79.8,90.6,1
TRA082-000194,2024-02-17,R2,T2,142.6,23.2,190.6,194.0,1
TRA082-000195,2024-02-17,R2,T3,75.6,50.8,128.2,116.9,1
TRA082-000196,2024-02-17,R6,T1,6.9,147.6,30.7,37.9,1
TRA082-000197,2024-02-17,R6,T2,98.7,22.4,137.2,143.5,1
TRA082-000198,2024-02-18,R5,T3,68.8,72.6,,109.1,0
TRA082-000199,2024-02-18,R5,T1,13.9,16.6,13.2,46.0,1
TRA082-000200,2024-02-18,R5,T2,137.4,74.6,200.4,188.0,1
TRA082-000201,2024-02-18,R3,T3,18.0,33.7,5,50.7,1
TRA082-000202,2024-02-18,R6,T1,114.2,129.4,150.3,161.3,1
TRA082-000203,2024-02-19,R4,T2,93.3,37.4,149.6,137.3,1
TRA082-000204,2024-02-19,R6,T3,25.3,97.7,47.8,59.1,1
TRA082-000205,2024-02-19,R3,T1,27.6,27.1,39.5,61.7,1
TRA082-000206,2024-02-19,R5,T2,69.8,50.7,131.2,110.3,1
TRA082-000207,2024-02-20,R5,T3,17.9,12.9,48.9,50.6,1
TRA082-000208,2024-02-20,R2,T1,144.1,56.6,170.2,195.7,1
TRA082-000209,2024-02-20,R5,T2,74.2,25.9,109.3,115.3,1
TRA082-000210,2024-02-20,R6,T3,128.1,61.9,189.6,177.3,1
TRA082-000211,2024-02-21,R3,T1,91.5,87.3,95.2,135.2,1
TRA082-000212,2024-02-21,R5,T2,56.7,65.2,"61,2",95.2,1
TRA082-000213,2024-02-21,R3,T3,92.7,128.9,163.2,136.6,1
TRA082-000214,2024-02-21,R2,T1,131.8,30.3,150.7,181.6,1
TRA082-000215,2024-02-22,R3,T2,73.6,83.6,101.0,114.6,1
TRA082-000216,2024-02-22,R4,T3,74.5,36.5,96.2,115.7,1
TRA082-000217,2024-02-22,R2,T1,124.3,48.5,138.7,172.9,1
TRA082-000218,2024-02-22,R4,T2,85.1,72.3,126.6,127.9,1
TRA082-000219,2024-02-23,R3,T3,137.7,118.7,220.4,188.4,1
TRA082-000220,2024-02-23,R6,T1,124.8,26.7,144.2,173.5,1
TRA082-000221,2024-02-23,R5,T2,96.8,49.2,119.8,141.3,1
TRA082-000222,2024-02-23,R1,T3,53.0,104.7,81.9,90.9,1
TRA082-000223,2024-02-24,R6,T1,107.7,76.0,128.6,153.9,1
TRA082-000224,2024-02-24,R6,T2,107.4,92.4,159.5,153.5,1
TRA082-000225,2024-02-24,R2,T3,12.1,90.6,61.4,43.9,1
TRA082-000226,2024-02-24,R2,T1,143.3,76.3,198.2,194.8,1
TRA082-000227,2024-02-25,R3,T2,12.5,30.1,41.4,44.4,1
TRA082-000228,2024-02-25,R5,T3,6.1,145.3,47.9,37.0,1
TRA082-000229,2024-02-25,R6,T1,145.3,68.6,177.7,197.1,1
TRA082-000230,2024-02-25,R3,T2,137.4,75.0,186.9,188.0,1
TRA082-000231,2024-02-26,R6,T3,68.8,15.1,102.5,109.1,1
TRA082-000232,2024-02-26,R5,T1,13.2,58.5,,45.2,0
TRA082-000233,2024-02-26,R6,T2,60.1,23.7,87.1,99.1,1
TRA082-000234,2024-02-26,R3,T3,88.3,145.3,139.6,131.5,1
TRA082-000235,2024-02-27,R5,T1,44.5,17.4,50.5,81.2,1
TRA082-000236,2024-02-27,R2,T2,55.9,17.8,66.9,94.3,1
TRA082-000237,2024-02-27,R1,T3,48.7,105.6,97.3,86.0,1
TRA082-000238,2024-02-27,R3,T1,135.6,27.9,146.5,185.9,1
TRA082-000239,2024-02-27,R5,T2,4.3,50.2,32.1,34.9,1
TRA082-000240,2024-02-28,R1,T3,115.3,65.5,150.4,162.6,1
TRA082-000241,2024-02-28,R4,T1,6.3,52.7,38.5,37.2,1
TRA082-000242,2024-02-28,R3,T2,84.8,121.7,127.4,127.5,1
TRA082-000243,2024-02-28,R6,T3,148.2,56.0,202.8,200.4,1
TRA082-000244,2024-02-29,R6,T1,96.6,27.7,132.0,141.1,1
TRA082-000245,2024-02-29,R3,T2,89.4,73.4,124.9,132.8,1
TRA082-000246,2024-02-29,R3,T3,33.1,69.7,60.6,68.1,1
TRA082-000247,2024-02-29,R1,T1,92.4,2.6,142.1,136.3,1
TRA082-000248,2024-03-01,R2,T2,140.6,62.6,197.6,191.7,1
TRA082-000249,2024-03-01,R4,T3,109.3,67.0,172.9,155.7,1
TRA082-000250,2024-03-01,R4,T1,109.2,50.7,,155.6,1
TRA082-000251,2024-03-01,R3,T2,16.6,89.9,52.5,49.1,1
TRA082-000252,2024-03-02,R6,T3,23.1,98.2,66.3,56.6,1
TRA082-000253,2024-03-02,R3,T1,78.1,121.4,139.0,119.8,1
TRA082-000254,2024-03-02,R6,T2,36.9,72.0,47.5,72.4,1
TRA082-000255,2024-03-02,R1,T3,136.3,83.4,200.7,186.7,1
TRA082-000256,2024-03-03,R4,T1,88.4,116.3,116.8,131.7,1
TRA082-000257,2024-03-03,R3,T2,128.1,12.3,162.0,177.3,1
TRA082-000258,2024-03-03,R1,T3,35.9,131.3,89.2,71.3,1
TRA082-000259,2024-03-03,R1,T1,33.3,94.3,78.3,68.3,1
TRA082-000260,2024-03-04,R5,T2,74.0,53.4,87.4,115.1,1
TRA082-000261,2024-03-04,R1,T3,6.0,137.1,25.3,36.9,1
TRA082-000262,2024-03-04,R5,T1,92.8,104.2,145.4,136.7,1
TRA082-000263,2024-03-04,R5,T2,73.9,45.0,110.2,115.0,1
TRA082-000264,2024-03-05,R5,T3,42.0,7.1,69.4,78.3,1
TRA082-000265,2024-03-05,R3,T1,133.6,148.9,160.2,183.6,1
TRA082-000266,2024-03-05,R6,T2,112.9,80.5,139.2,159.8,1
TRA082-000267,2024-03-05,R2,T3,131.7,118.4,194.5,181.5,1
TRA082-000268,2024-03-06,R3,T1,67.4,20.3,,107.5,0
TRA082-000269,2024-03-06,R1,T2,93.1,137.8,140.4,137.1,1
TRA082-000270,2024-03-06,R2,T3,88.8,18.6,130.6,132.1,1
TRA082-000271,2024-03-06,R4,T1,17.6,137.0,,50.2,0
TRA082-000272,2024-03-07,R6,T2,67.0,54.2,106.2,107.0,1
TRA082-000273,2024-03-07,R6,T3,80.9,102.6,128.8,123.0,1
TRA082-000274,2024-03-07,R2,T1,32.1,144.2,54.1,66.9,1
TRA082-000275,2024-03-07,R3,T2,140.0,74.1,192.0,191.0,1
TRA082-000276,2024-03-08,R2,T3,46.5,115.4,106.8,83.5,1
TRA082-000277,2024-03-08,R2,T1,48.2,43.1,61.5,85.4,1
TRA082-000278,2024-03-08,R2,T2,23.9,59.0,42.5,57.5,1
TRA082-000279,2024-03-08,R2,T3,99.2,124.3,175.6,144.1,1
TRA082-000280,2024-03-08,R1,T1,98.8,29.5,145.1,143.6,1
TRA082-000281,2024-03-09,R1,T2,88.0,28.6,104.3,131.2,1
TRA082-000282,2024-03-09,R1,T3,100.3,8.9,143.8,145.3,1
TRA082-000283,2024-03-09,R4,T1,147.3,76.6,185.1,199.4,1
TRA082-000284,2024-03-09,R3,T2,22.9,136.0,51.9,56.3,1
TRA082-000285,2024-03-10,R2,T3,6.7,95.6,21.3,37.7,1
TRA082-000286,2024-03-10,R6,T1,27.1,124.2,66.6,61.2,1
TRA082-000287,2024-03-10,R4,T2,54.7,131.3,80.5,92.9,1
TRA082-000288,2024-03-10,R2,T3,82.0,36.2,125.9,124.3,1
TRA082-000289,2024-03-11,R4,T1,38.1,96.8,51.9,73.8,1
TRA082-000290,2024-03-11,R6,T2,50.9,103.2,88.5,88.5,1
TRA082-000291,2024-03-11,R2,T3,95.8,105.2,154.0,140.2,1
TRA082-000292,2024-03-11,R3,T1,24.8,49.8,90.2,58.5,1
TRA082-000293,2024-03-12,R5,T2,134.1,89.9,165.7,184.2,1
TRA082-000294,2024-03-12,R1,T3,6.3,26.4,14.3,37.2,1
TRA082-000295,2024-03-12,R1,T1,99.3,4.3,,144.2,0
TRA082-000296,2024-03-12,R6,T2,80.3,92.3,96.7,122.3,1
TRA082-000297,2024-03-13,R6,T3,114.3,121.0,159.4,161.4,1
TRA082-000298,2024-03-13,R3,T1,23.8,143.9,57.4,57.4,1
TRA082-000299,2024-03-13,R2,T2,64.7,133.2,122.9,104.4,1
TRA082-000300,2024-03-13,R6,T3,10.2,61.1,17.4,41.7,1
TRA082-000301,2024-03-14,R3,T1,97.5,98.4,158.6,142.1,1
TRA082-000302,2024-03-14,R5,T2,8.0,126.6,42.1,39.2,1
TRA082-000303,2024-03-14,R6,T3,6.2,21.0,8.7,37.1,1
TRA082-000304,2024-03-14,R1,T1,70.4,121.3,103.4,111.0,1
TRA082-000305,2024-03-15,R1,T2,113.2,53.5,162.9,160.2,1
TRA082-000306,2024-03-15,R4,T3,83.6,83.6,153.8,126.1,1
TRA082-000307,2024-03-15,R4,T1,71.7,17.4,86.0,112.5,1
TRA082-000308,2024-03-15,R5,T2,132.8,67.5,179.6,182.7,1
TRA082-000309,2024-03-16,R2,T3,18.5,11.2,34.1,51.3,1
TRA082-000310,2024-03-16,R3,T1,116.5,132.2,156.8,164.0,1
TRA082-000311,2024-03-16,R1,T2,129.9,118.9,192.0,179.4,1
TRA082-000312,2024-03-16,R4,T3,91.4,22.7,115.7,135.1,1
TRA082-000313,2024-03-17,R6,T1,77.3,138.3,126.7,118.9,1
TRA082-000314,2024-03-17,R2,T2,127.6,13.8,163.3,176.7,1
TRA082-000315,2024-03-17,R1,T3,147.3,6.6,189.6,199.4,1
TRA082-000316,2024-03-17,R3,T1,47.6,144.6,54.5,84.7,1
TRA082-000317,2024-03-17,R2,T2,145.0,115.8,193.7,196.8,1
TRA082-000318,2024-03-18,R6,T3,55.8,115.7,132.2,94.2,1
TRA082-000319,2024-03-18,R2,T1,59.9,64.1,87.9,98.9,1
TRA082-000320,2024-03-18,R2,T2,35.2,109.2,90.2,70.5,1
TRA082-000321,2024-03-18,R6,T3,20.8,7.0,46.2,53.9,1
TRA082-000322,2024-03-19,R4,T1,78.2,136.1,,119.9,0
TRA082-000323,2024-03-19,R6,T2,41.2,59.8,67.4,77.4,1
TRA082-000324,2024-03-19,R3,T3,26.0,124.2,43.4,59.9,1
TRA082-000325,2024-03-19,R5,T1,57.3,28.0,68.3,95.9,1
TRA082-000326,2024-03-20,R5,T2,91.0,30.6,140.7,134.6,1
TRA082-000327,2024-03-20,R2,T3,44.8,28.7,91.6,81.5,1
TRA082-000328,2024-03-20,R3,T1,28.5,49.5,64.0,62.8,1
TRA082-000329,2024-03-20,R5,T2,8.2,20.0,35.4,39.4,1
TRA082-000330,2024-03-21,R2,T3,91.9,92.0,141.4,135.7,1
TRA082-000331,2024-03-21,R4,T1,82.0,20.6,110.4,124.3,1
TRA082-000332,2024-03-21,R1,T2,15.4,118.0,50.4,47.7,1
TRA082-000333,2024-03-21,R1,T3,71.8,138.2,,112.6,1
TRA082-000334,2024-03-22,R6,T1,118.8,66.3,,166.6,0
TRA082-000335,2024-03-22,R3,T2,9.6,103.4,50.0,41.0,1
TRA082-000336,2024-03-22,R4,T3,90.8,97.4,120.5,134.4,1
TRA082-000337,2024-03-22,R2,T1,57.6,44.3,78.9,96.2,1
TRA082-000338,2024-03-23,R5,T2,119.7,87.1,154.1,167.7,1
TRA082-000339,2024-03-23,R3,T3,9.2,82.8,56.7,40.6,1
TRA082-000340,2024-03-23,R2,T1,107.5,28.5,123.2,153.6,1
TRA082-000341,2024-03-23,R6,T2,75.7,83.1,139.0,117.1,1
TRA082-000342,2024-03-24,R6,T3,26.7,129.7,88.4,60.7,1
TRA082-000343,2024-03-24,R4,T1,58.6,145.3,88.8,97.4,1
TRA082-000344,2024-03-24,R2,T2,13.3,149.0,,45.3,0
TRA082-000345,2024-03-24,R5,T3,36.2,97.8,80.3,71.6,1
TRA082-000346,2024-03-25,R3,T1,139.2,105.0,188.9,190.1,1
TRA082-000347,2024-03-25,R6,T2,100.8,6.6,142.6,145.9,1
TRA082-000348,2024-03-25,R5,T3,102.6,28.0,124.4,148.0,1
TRA082-000349,2024-03-25,R6,T1,47.5,57.4,80.6,84.6,1
TRA082-000350,2024-03-26,R5,T2,92.4,94.0,137.5,136.3,1
TRA082-000351,2024-03-26,R2,T3,128.6,114.6,176.5,177.9,1
TRA082-000352,2024-03-26,R4,T1,85.5,90.7,127.7,128.3,1
TRA082-000353,2024-03-26,R4,T2,26.9,62.5,27.0,60.9,1
TRA082-000354,2024-03-27,R5,T3,26.9,18.1,61.2,60.9,1
TRA082-000355,2024-03-27,R2,T1,144.2,116.7,180.9,195.8,1
TRA082-000356,2024-03-27,R1,T2,66.4,45.5,105.4,106.4,1
TRA082-000357,2024-03-27,R4,T3,113.2,77.7,161.7,160.2,1
TRA082-000358,2024-03-27,R6,T1,28.5,129.4,86.1,62.8,1
