registro_id,fecha,zona,canal,invitado,responde,satisfaccion,peso
ENC097-000149,2024-01-25,centro,web,1,1,4,4.0
ENC097-000150,2024-01-25,sur,telefono,1,1,4,2.4
ENC097-000151,2024-01-25,norte,web,1,1,4,1.6
ENC097-000152,2024-01-25,centro,web,1,1,3,4.0
ENC097-000153,2024-01-25,sur,telefono,1,0,,2.4
ENC097-000154,2024-01-25,norte,web,1,1,5,1.6
ENC097-000155,2024-01-26,centro,telefono,1,1,2,4.0
ENC097-000156,2024-01-26,sur,web,1,1,3,2.4
ENC097-000157,2024-01-26,norte,web,1,1,3,1.6
ENC097-000158,2024-01-26,centro,web,1,1,2,4.0
ENC097-000159,2024-01-26,sur,web,1,0,,2.4
ENC097-000160,2024-01-26,norte,telefono,1,1,5,1.6
ENC097-000161,2024-01-26,centro,telefono,1,1,2,4.0
ENC097-000162,2024-01-27,sur,telefono,1,0,,2.4
ENC097-000163,2024-01-27,norte,telefono,1,1,5,1.6
ENC097-000164,2024-01-27,centro,telefono,1,0,,4.0
ENC097-000165,2024-01-27,sur,web,1,0,,2.4
ENC097-000166,2024-01-27,norte,telefono,1,1,4,1.6
ENC097-000167,2024-01-27,centro,web,1,0,,4.0
ENC097-000168,2024-01-28,sur,telefono,1,1,3,2.4
ENC097-000169,2024-01-28,norte,web,1,1,4,1.6
ENC097-000170,2024-01-28,centro,web,1,1,2,4.0
ENC097-000171,2024-01-28,sur,web,1,0,,2.4
ENC097-000172,2024-01-28,norte,telefono,1,1,4,1.6
ENC097-000173,2024-01-28,centro,web,1,0,,4.0
ENC097-000174,2024-01-29,sur,telefono,1,1,4,2.4
ENC097-000175,2024-01-29,norte,web,1,0,,1.6
ENC097-000176,2024-01-29,centro,web,1,1,4,4.0
ENC097-000177,2024-01-29,sur,web,1,0,,2.4
ENC097-000178,2024-01-29,norte,web,1,1,3,1.6
ENC097-000179,2024-01-29,centro,web,1,0,,4.0
ENC097-000180,2024-01-30,sur,web,1,1,4,2.4
ENC097-000181,2024-01-30,norte,telefono,1,1,3,1.6
ENC097-000182,2024-01-30,centro,web,1,0,,4.0
ENC097-000183,2024-01-30,sur,web,1,1,5,2.4
ENC097-000184,2024-01-30,norte,web,1,1,5,1.6
ENC097-000185,2024-01-30,centro,telefono,1,1,4,4.0
ENC097-000186,2024-01-31,sur,telefono,1,1,4,2.4
ENC097-000187,2024-01-31,norte,web,1,1,4,1.6
ENC097-000188,2024-01-31,centro,telefono,1,1,1,4.0
ENC097-000189,2024-01-31,sur,web,1,1,5,2.4
ENC097-000190,2024-01-31,norte,web,1,1,4,1.6
ENC097-000191,2024-01-31,centro,telefono,1,0,,4.0
ENC097-000192,2024-02-01,sur,web,1,1,2,2.4
ENC097-000193,2024-02-01,norte,telefono,1,1,4,1.6
ENC097-000194,2024-02-01,centro,web,1,0,,4.0
ENC097-000195,2024-02-01, SUR ,telefono,1,0,,2.4
ENC097-000196,2024-02-01,norte,web,1,1,4,1.6
ENC097-000197,2024-02-01,centro,web,1,0,,4.0
ENC097-000198,2024-02-02,sur,web,1,1,3,2.4
ENC097-000199,2024-02-02,norte,web,1,1,2,1.6
ENC097-000200,2024-02-02,centro,web,1,0,,4.0
ENC097-000201,2024-02-02,sur,telefono,1,1,2,2.4
ENC097-000202,2024-02-02,norte,telefono,1,1,4,1.6
ENC097-000203,2024-02-02,centro,telefono,1,0,,4.0
ENC097-000204,2024-02-02,sur,web,1,0,,2.4
ENC097-000205,2024-02-03,norte,telefono,1,1,4,1.6
ENC097-000206,2024-02-03,centro,telefono,1,0,,4.0
ENC097-000207,2024-02-03,sur,telefono,1,0,,2.4
ENC097-000208,2024-02-03,norte,telefono,1,1,4,1.6
ENC097-000209,2024-02-03,centro,web,1,1,4,4.0
ENC097-000210,2024-02-03,sur,web,1,1,3,2.4
ENC097-000211,2024-02-04,norte,telefono,1,0,,1.6
ENC097-000212,2024-02-04,centro,web,1,1,3,4.0
ENC097-000213,2024-02-04,sur,web,1,1,3,2.4
ENC097-000214,2024-02-04,norte,web,1,1,3,1.6
ENC097-000215,2024-02-04,centro,telefono,1,1,4,4.0
ENC097-000216,2024-02-04,sur,telefono,1,0,,2.4
ENC097-000217,2024-02-05,norte,telefono,1,0,,1.6
ENC097-000218,2024-02-05,centro,telefono,1,1,1,4.0
ENC097-000219,2024-02-05,sur,telefono,1,1,3,2.4
ENC097-000220,2024-02-05,norte,telefono,1,1,3,1.6
ENC097-000221,2024-02-05,centro,web,1,0,,4.0
ENC097-000222,2024-02-05,sur,web,1,1,4,2.4
ENC097-000223,2024-02-06,norte,web,1,1,4,1.6
ENC097-000224,2024-02-06,centro,web,1,1,3,4.0
ENC097-000225,2024-02-06,sur,web,1,1,4,2.4
ENC097-000226,2024-02-06,norte,web,1,1,5,1.6
ENC097-000227,2024-02-06,centro,telefono,1,1,2,4.0
ENC097-000228,2024-02-06,sur,web,1,1,5,2.4
ENC097-000229,2024-02-07,norte,web,1,1,5,1.6
ENC097-000230,2024-02-07,centro,web,1,1,4,4.0
ENC097-000231,2024-02-07,sur,telefono,1,1,2,2.4
ENC097-000232,2024-02-07,norte,web,1,1,3,1.6
ENC097-000233,2024-02-07,centro,telefono,1,1,3,4.0
ENC097-000234,2024-02-07,sur,telefono,1,1,2,2.4
ENC097-000235,2024-02-08,norte,telefono,1,0,,1.6
ENC097-000236,2024-02-08,centro,web,1,0,,4.0
ENC097-000237,2024-02-08,sur,telefono,1,1,2,2.4
ENC097-000238,2024-02-08,norte,telefono,1,1,4,1.6
ENC097-000239,2024-02-08,centro,web,1,0,,4.0
ENC097-000240,2024-02-08,sur,web,1,0,,2.4
ENC097-000241,2024-02-08,norte,web,1,1,2,1.6
ENC097-000242,2024-02-09,centro,web,1,1,2,4.0
ENC097-000243,2024-02-09,sur,web,1,0,,2.4
ENC097-000244,2024-02-09,norte,web,1,1,3,1.6
ENC097-000245,2024-02-09,centro,web,1,1,4,4.0
ENC097-000246,2024-02-09,sur,telefono,1,0,,2.4
ENC097-000247,2024-02-09,norte,telefono,1,1,5,1.6
ENC097-000248,2024-02-10,centro,telefono,1,0,,4.0
ENC097-000249,2024-02-10,sur,telefono,1,1,3,2.4
ENC097-000250,2024-02-10,norte,telefono,1,1,,1.6
ENC097-000251,2024-02-10,centro,web,1,0,,4.0
ENC097-000252,2024-02-10,sur,web,1,1,3,2.4
ENC097-000253,2024-02-10,norte,telefono,1,1,4,1.6
ENC097-000254,2024-02-11,centro,web,1,1,5,4.0
ENC097-000255,2024-02-11,sur,telefono,1,1,5,2.4
ENC097-000256,2024-02-11,norte,web,1,1,5,1.6
ENC097-000257,2024-02-11,centro,web,1,1,3,4.0
ENC097-000258,2024-02-11,sur,web,1,0,,2.4
ENC097-000259,2024-02-11,norte,web,1,1,4,1.6
ENC097-000260,2024-02-12,centro,telefono,1,0,,4.0
ENC097-000261,2024-02-12,sur,web,1,1,3,2.4
ENC097-000262,2024-02-12,norte,telefono,1,1,5,1.6
ENC097-000263,2024-02-12,centro,telefono,1,0,,4.0
ENC097-000264,2024-02-12,sur,web,1,1,4,2.4
ENC097-000265,2024-02-12,norte,web,1,1,4,1.6
ENC097-000266,2024-02-13,centro,telefono,1,1,2,4.0
ENC097-000267,2024-02-13,sur,telefono,1,0,,2.4
ENC097-000268,2024-02-13,norte,web,1,1,4,1.6
ENC097-000269,2024-02-13,centro,telefono,1,0,,4.0
ENC097-000270,2024-02-13,sur,web,1,0,,2.4
ENC097-000271,2024-02-13,norte,telefono,1,0,,1.6
ENC097-000272,2024-02-14,centro,web,1,0,,4.0
ENC097-000273,2024-02-14,sur,web,1,1,3,2.4
ENC097-000274,2024-02-14,norte,web,1,1,4,1.6
ENC097-000275,2024-02-14,centro,telefono,1,0,,4.0
ENC097-000276,2024-02-14,sur,web,1,0,,2.4
ENC097-000277,2024-02-14,norte,web,1,1,3,1.6
ENC097-000278,2024-02-14,centro,telefono,1,0,,4.0
ENC097-000279,2024-02-15,sur,telefono,1,0,,2.4
ENC097-000280,2024-02-15,norte,web,1,0,,1.6
ENC097-000281,2024-02-15,centro,web,1,0,,4.0
ENC097-000282,2024-02-15,sur,telefono,1,1,3,2.4
ENC097-000283,2024-02-15,norte,telefono,1,1,5,1.6
ENC097-000284,2024-02-15,centro,telefono,1,0,,4.0
ENC097-000285,2024-02-16,sur,telefono,1,1,5,2.4
ENC097-000286,2024-02-16,norte,telefono,1,1,5,1.6
ENC097-000287,2024-02-16,centro,web,1,0,,4.0
ENC097-000288,2024-02-16,sur,telefono,1,0,,2.4
ENC097-000289,2024-02-16,norte,web,1,1,5,1.6
ENC097-000290,2024-02-16,centro,telefono,1,1,4,4.0
ENC097-000291,2024-02-17,sur,telefono,1,1,2,2.4
ENC097-000292,2024-02-17, NORTE ,web,1,1,4,1.6
ENC097-000293,2024-02-17,centro,telefono,1,1,3,4.0
ENC097-000294,2024-02-17,sur,web,1,0,,2.4
ENC097-000295,2024-02-17,norte,web,1,1,2,1.6
ENC097-000296,2024-02-17,centro,web,1,1,2,4.0
ENC097-000297,2024-02-18,sur,web,1,1,3,2.4
ENC097-000298,2024-02-18,norte,telefono,1,1,4,1.6
ENC097-000299,2024-02-18,centro,telefono,1,0,,4.0
ENC097-000300,2024-02-18,sur,telefono,1,1,2,2.4
ENC097-000301,2024-02-18,norte,web,1,0,,1.6
ENC097-000302,2024-02-18,centro,telefono,1,0,,4.0
ENC097-000303,2024-02-19,sur,web,1,0,,2.4
ENC097-000304,2024-02-19,norte,telefono,1,1,5,1.6
ENC097-000305,2024-02-19,centro,web,1,0,,4.0
ENC097-000306,2024-02-19,sur,web,1,1,4,2.4
ENC097-000307,2024-02-19,norte,telefono,1,1,3,1.6
ENC097-000308,2024-02-19,centro,telefono,1,1,3,4.0
ENC097-000309,2024-02-20,sur,telefono,1,1,4,2.4
ENC097-000310,2024-02-20,norte,telefono,1,1,5,1.6
ENC097-000311,2024-02-20,centro,web,1,0,,4.0
ENC097-000312,2024-02-20,sur,telefono,1,1,4,2.4
ENC097-000313,2024-02-20,norte,web,1,1,4,1.6
ENC097-000314,2024-02-20,centro,telefono,1,1,4,4.0
ENC097-000315,2024-02-21,sur,telefono,1,1,3,2.4
ENC097-000316,2024-02-21,norte,telefono,1,1,3,1.6
ENC097-000317,2024-02-21,centro,web,1,0,,4.0
ENC097-000318,2024-02-21,sur,web,1,1,4,2.4
ENC097-000319,2024-02-21,norte,web,1,1,5,1.6
ENC097-000320,2024-02-21,centro,telefono,1,1,5,4.0
ENC097-000321,2024-02-21,sur,web,1,1,3,2.4
ENC097-000322,2024-02-22,norte,web,1,1,5,1.6
ENC097-000323,2024-02-22,centro,web,1,0,,4.0
ENC097-000324,2024-02-22,sur,telefono,1,1,4,2.4
ENC097-000325,2024-02-22,norte,web,1,1,4,1.6
ENC097-000326,2024-02-22,centro,telefono,1,0,,4.0
ENC097-000327,2024-02-22,sur,web,1,1,4,2.4
ENC097-000328,2024-02-23,norte,web,1,1,5,1.6
ENC097-000329,2024-02-23,centro,telefono,1,1,3,4.0
ENC097-000330,2024-02-23,sur,telefono,1,0,,2.4
ENC097-000331,2024-02-23,norte,telefono,1,1,3,1.6
ENC097-000332,2024-02-23,centro,web,1,0,,4.0
ENC097-000333,2024-02-23,sur,telefono,1,0,,2.4
ENC097-000334,2024-02-24,norte,telefono,1,1,5,1.6
ENC097-000335,2024-02-24,centro,telefono,1,0,,4.0
ENC097-000336,2024-02-24,sur,telefono,1,1,3,2.4
ENC097-000337,2024-02-24,norte,telefono,1,1,4,1.6
ENC097-000338,2024-02-24,centro,web,1,0,,4.0
ENC097-000339,2024-02-24,sur,telefono,1,1,2,2.4
ENC097-000340,2024-02-25,norte,web,1,1,2,1.6
ENC097-000341,2024-02-25,centro,web,1,0,,4.0
ENC097-000342,2024-02-25,sur,web,1,1,3,2.4
ENC097-000343,2024-02-25,norte,web,1,1,4,1.6
ENC097-000344,2024-02-25,centro,telefono,1,1,1,4.0
ENC097-000345,2024-02-25,sur,web,1,0,,2.4
ENC097-000346,2024-02-26,norte,telefono,1,1,4,1.6
ENC097-000347,2024-02-26,centro,web,1,0,,4.0
ENC097-000348,2024-02-26,sur,web,1,0,,2.4
ENC097-000349,2024-02-26,norte,web,1,1,5,1.6
ENC097-000350,2024-02-26,centro,web,1,0,,4.0
ENC097-000351,2024-02-26,sur,web,1,1,1,2.4
ENC097-000352,2024-02-27,norte,telefono,1,1,4,1.6
ENC097-000353,2024-02-27,centro,web,1,0,,4.0
ENC097-000354,2024-02-27,sur,telefono,1,1,4,2.4
ENC097-000355,2024-02-27,norte,telefono,1,1,4,1.6
ENC097-000356,2024-02-27,centro,web,1,0,,4.0
ENC097-000357,2024-02-27,sur,web,1,1,4,2.4
ENC097-000358,2024-02-27,norte,telefono,1,1,4,1.6
ENC097-000359,2024-02-28,centro,web,1,0,,4.0
ENC097-000360,2024-02-28,sur,web,1,0,,2.4
ENC097-000361,2024-02-28,norte,telefono,1,1,5,1.6
ENC097-000362,2024-02-28,centro,web,1,1,3,4.0
ENC097-000363,2024-02-28,sur,web,1,1,4,2.4
ENC097-000364,2024-02-28,norte,web,1,0,,1.6
ENC097-000365,2024-02-29,centro,web,1,0,,4.0
ENC097-000366,2024-02-29,sur,telefono,1,0,,2.4
ENC097-000367,2024-02-29,norte,telefono,1,1,4,1.6
ENC097-000368,2024-02-29,centro,telefono,1,1,2,4.0
ENC097-000369,2024-02-29,sur,web,1,0,,2.4
ENC097-000370,2024-02-29,norte,web,1,1,3,1.6
ENC097-000371,2024-03-01,centro,web,1,1,4,4.0
ENC097-000372,2024-03-01,sur,web,1,1,4,2.4
ENC097-000373,2024-03-01,norte,telefono,1,0,,1.6
ENC097-000374,2024-03-01,centro,telefono,1,1,4,4.0
ENC097-000375,2024-03-01,sur,web,1,1,3,2.4
ENC097-000376,2024-03-01,norte,telefono,1,1,4,1.6
ENC097-000377,2024-03-02,centro,telefono,1,0,,4.0
ENC097-000378,2024-03-02,sur,telefono,1,1,5,2.4
ENC097-000379,2024-03-02,norte,telefono,1,0,,1.6
ENC097-000380,2024-03-02,centro,telefono,1,0,,4.0
ENC097-000381,2024-03-02,sur,telefono,1,1,4,2.4
ENC097-000382,2024-03-02,norte,web,1,1,4,1.6
ENC097-000383,2024-03-03,centro,web,1,0,,4.0
ENC097-000384,2024-03-03,sur,telefono,1,0,,2.4
ENC097-000385,2024-03-03,norte,web,1,1,4,1.6
ENC097-000386,2024-03-03,centro,web,1,0,,4.0
ENC097-000387,2024-03-03,sur,telefono,1,1,5,2.4
ENC097-000388,2024-03-03,norte,web,1,0,,1.6
ENC097-000389,2024-03-04, CENTRO ,web,1,1,3,4.0
ENC097-000390,2024-03-04,sur,web,1,1,4,2.4
ENC097-000391,2024-03-04,norte,telefono,1,1,5,1.6
ENC097-000392,2024-03-04,centro,web,1,1,3,4.0
ENC097-000393,2024-03-04,sur,web,1,1,2,2.4
ENC097-000394,2024-03-04,norte,web,1,0,,1.6
ENC097-000395,2024-03-05,centro,web,1,0,,4.0
ENC097-000396,2024-03-05,sur,web,1,0,,2.4
ENC097-000397,2024-03-05,norte,telefono,1,1,4,1.6
ENC097-000398,2024-03-05,centro,web,1,0,,4.0
ENC097-000399,2024-03-05,sur,telefono,1,0,,2.4
ENC097-000400,2024-03-05,norte,telefono,1,1,4,1.6
ENC097-000401,2024-03-05,centro,web,1,1,3,4.0
ENC097-000402,2024-03-06,sur,telefono,1,1,2,2.4
ENC097-000403,2024-03-06,norte,web,1,1,5,1.6
ENC097-000404,2024-03-06,centro,web,1,1,2,4.0
ENC097-000405,2024-03-06,sur,telefono,1,0,,2.4
ENC097-000406,2024-03-06,norte,telefono,1,1,5,1.6
ENC097-000407,2024-03-06,centro,telefono,1,0,,4.0
ENC097-000408,2024-03-07,sur,telefono,1,1,3,2.4
ENC097-000409,2024-03-07,norte,telefono,1,1,3,1.6
ENC097-000410,2024-03-07,centro,telefono,1,0,,4.0
ENC097-000411,2024-03-07,sur,web,1,0,,2.4
ENC097-000412,2024-03-07,norte,telefono,1,1,4,1.6
ENC097-000413,2024-03-07,centro,telefono,1,0,,4.0
ENC097-000414,2024-03-08,sur,web,1,0,,2.4
ENC097-000415,2024-03-08,norte,web,1,1,3,1.6
ENC097-000416,2024-03-08,centro,telefono,1,1,,4.0
ENC097-000417,2024-03-08,sur,web,1,1,5,2.4
ENC097-000418,2024-03-08,norte,telefono,1,0,,1.6
ENC097-000419,2024-03-08,centro,web,1,0,,4.0
ENC097-000420,2024-03-09,sur,telefono,1,1,5,2.4
ENC097-000421,2024-03-09,norte,web,1,1,2,1.6
ENC097-000422,2024-03-09,centro,web,1,0,,4.0
ENC097-000423,2024-03-09,sur,telefono,1,0,,2.4
ENC097-000424,2024-03-09,norte,web,1,1,3,1.6
ENC097-000425,2024-03-09,centro,telefono,1,1,3,4.0
ENC097-000426,2024-03-10,sur,telefono,1,1,3,2.4
ENC097-000427,2024-03-10,norte,web,1,1,5,1.6
ENC097-000428,2024-03-10,centro,web,1,1,5,4.0
ENC097-000429,2024-03-10,sur,telefono,1,1,4,2.4
ENC097-000430,2024-03-10,norte,telefono,1,1,4,1.6
ENC097-000431,2024-03-10,centro,web,1,1,4,4.0
ENC097-000432,2024-03-11,sur,telefono,1,0,,2.4
ENC097-000433,2024-03-11,norte,web,1,1,5,1.6
ENC097-000434,2024-03-11,centro,web,1,1,2,4.0
ENC097-000435,2024-03-11,sur,web,1,1,3,2.4
ENC097-000436,2024-03-11,norte,telefono,1,1,4,1.6
ENC097-000437,2024-03-11,centro,telefono,1,0,,4.0
ENC097-000438,2024-03-11,sur,telefono,1,1,4,2.4
ENC097-000439,2024-03-12,norte,telefono,1,1,2,1.6
ENC097-000440,2024-03-12,centro,telefono,1,1,3,4.0
ENC097-000441,2024-03-12,sur,web,1,0,,2.4
ENC097-000442,2024-03-12,norte,web,1,0,,1.6
ENC097-000443,2024-03-12,centro,telefono,1,0,,4.0
ENC097-000444,2024-03-12,sur,web,1,0,,2.4
ENC097-000445,2024-03-13,norte,telefono,1,1,3,1.6
ENC097-000446,2024-03-13,centro,telefono,1,0,,4.0
ENC097-000447,2024-03-13,sur,telefono,1,1,4,2.4
ENC097-000448,2024-03-13,norte,web,1,1,5,1.6
ENC097-000449,2024-03-13,centro,telefono,1,0,,4.0
ENC097-000450,2024-03-13,sur,web,1,0,,2.4
ENC097-000451,2024-03-14,norte,telefono,1,1,3,1.6
ENC097-000452,2024-03-14,centro,web,1,0,,4.0
ENC097-000453,2024-03-14,sur,telefono,1,1,4,2.4
ENC097-000454,2024-03-14,norte,web,1,1,5,1.6
