registro_id,fecha,area,contrato,antiguedad_meses,horas,formacion_h,salario,absentismo_dias
PER052-000056,2024-01-31,administracion,completo,73,160,6.0,3071.32,3
PER052-000057,2024-02-01,comercial,completo,150,160,3.8,3997.93,0
PER052-000058,2024-02-01,operaciones,completo,52,160,6.0,2759.14,4
PER052-000059,2024-02-02,administracion,parcial,142,80,3.9,1673.41,2
PER052-000060,2024-02-02,comercial,completo,158,160,8.8,4136.1,5
PER052-000061,2024-02-03,operaciones,completo,99,160,0,2624.02,4
PER052-000062,2024-02-03,administracion,parcial,13,80,6.4,1265.85,5
PER052-000063,2024-02-04,comercial,completo,149,160,2.1,4171.29,3
PER052-000064,2024-02-04,operaciones,completo,81,160,0,2503.93,2
PER052-000065,2024-02-05,administracion,completo,109,160,0,3083.95,5
PER052-000066,2024-02-05,comercial,completo,22,160,0,3399.61,1
PER052-000067,2024-02-06,operaciones,completo,31,160,8.6,2550.72,4
PER052-000068,2024-02-07,administracion,completo,12,160,3.6,2646.68,3
PER052-000069,2024-02-07,comercial,completo,46,160,3.4,3659.15,2
PER052-000070,2024-02-08,operaciones,parcial,97,80,0,1356.14,0
PER052-000071,2024-02-08,administracion,completo,58,160,6.3,2922.57,5
PER052-000072,2024-02-09,comercial,completo,100,160,3.3,3595.33,0
PER052-000073,2024-02-09,operaciones,parcial,79,80,7.5,1363.64,3
PER052-000074,2024-02-10,administracion,parcial,14,80,5.8,1249.18,5
PER052-000075,2024-02-10,comercial,completo,151,160,5.1,4268.3,4
PER052-000076,2024-02-11,operaciones,completo,169,160,4.4,3328.47,2
PER052-000077,2024-02-12,administracion,completo,149,160,5.4,3598.57,5
PER052-000078,2024-02-12,comercial,completo,24,160,0,3485.42,4
PER052-000079,2024-02-13,operaciones,completo,81,160,12.9,2789.8,2
PER052-000080,2024-02-13,administracion,completo,110,160,5.8,3087.71,2
PER052-000081,2024-02-14,comercial,parcial,52,80,7.8,1732.75,0
PER052-000082,2024-02-14,operaciones,completo,121,160,14.5,3142.38,3
PER052-000083,2024-02-15,administracion,parcial,63,80,5.1,1615.29,1
PER052-000084,2024-02-15,comercial,parcial,52,80,0,,3
PER052-000085,2024-02-16,operaciones,completo,47,160,6.9,2629.83,4
PER052-000086,2024-02-17,administracion,parcial,68,80,4.8,1529.0,4
PER052-000087,2024-02-17,comercial,completo,122,160,4.1,4052.39,5
PER052-000088,2024-02-18,operaciones,completo,107,160,2.8,3059.4,3
PER052-000089,2024-02-18,administracion,completo,157,160,11.6,3803.29,5
PER052-000090,2024-02-19,comercial,completo,47,160,0,3314.34,1
PER052-000091,2024-02-19,operaciones,completo,25,160,13.9,2461.39,3
PER052-000092,2024-02-20,administracion,parcial,104,80,6.5,1539.98,0
PER052-000093,2024-02-20,comercial,completo,141,160,2.9,4273.29,4
PER052-000094,2024-02-21,operaciones,completo,82,160,0,2480.22,2
PER052-000095,2024-02-22,administracion,completo,118,160,2.7,3585.69,5
PER052-000096,2024-02-22,comercial,completo,68,160,6.3,3787.8,4
PER052-000097,2024-02-23,operaciones,completo,58,160,0,2718.9,2
PER052-000098,2024-02-23, ADMINISTRACION ,completo,137,160,0,3604.15,0
PER052-000099,2024-02-24,comercial,completo,134,160,11.2,4011.43,4
PER052-000100,2024-02-24,operaciones,parcial,12,80,0,1247.53,5
PER052-000101,2024-02-25,administracion,parcial,6,80,4.5,1267.43,1
PER052-000102,2024-02-25,comercial,parcial,97,80,7.1,1826.18,0
PER052-000103,2024-02-26,operaciones,completo,77,160,0,2456.58,4
PER052-000104,2024-02-27,administracion,completo,125,160,6.5,3595.47,5
PER052-000105,2024-02-27,comercial,parcial,70,80,19.3,1825.79,5
PER052-000106,2024-02-28,operaciones,parcial,23,80,12.7,1330.63,2
PER052-000107,2024-02-28,administracion,completo,161,160,4.2,3351.78,1
PER052-000108,2024-02-29,comercial,parcial,70,80,3.5,1688.71,4
PER052-000109,2024-02-29,operaciones,parcial,6,80,20.3,1123.06,4
PER052-000110,2024-03-01,administracion,completo,123,160,0,3556.96,0
PER052-000111,2024-03-01,comercial,completo,127,160,9.0,4106.06,5
PER052-000112,2024-03-02,operaciones,completo,157,160,0,3364.77,2
PER052-000113,2024-03-03,administracion,completo,99,160,9.3,3119.56,5
PER052-000114,2024-03-03,comercial,completo,30,160,0,3145.86,0
PER052-000115,2024-03-04,operaciones,parcial,120,80,7.6,1428.86,1
PER052-000116,2024-03-04,administracion,completo,53,160,0,2976.49,4
PER052-000117,2024-03-05,comercial,parcial,60,80,3.4,1898.6,3
PER052-000118,2024-03-05,operaciones,parcial,13,80,0,1004.79,3
PER052-000119,2024-03-06,administracion,completo,175,160,3.4,3583.54,2
PER052-000120,2024-03-06,comercial,parcial,92,80,0,1757.64,4
PER052-000121,2024-03-07,operaciones,parcial,29,80,0,1086.67,0
PER052-000122,2024-03-08,administracion,completo,175,160,6.2,3508.18,2
PER052-000123,2024-03-08,comercial,parcial,160,80,0,1919.45,0
PER052-000124,2024-03-09,operaciones,parcial,28,80,0,1282.38,1
PER052-000125,2024-03-09,administracion,parcial,136,80,3.6,1700.35,0
PER052-000126,2024-03-10,comercial,completo,117,160,0,3959.45,1
PER052-000127,2024-03-10,operaciones,parcial,17,80,3.0,1186.44,3
PER052-000128,2024-03-11,administracion,completo,90,160,6.8,3272.6,4
PER052-000129,2024-03-11,comercial,completo,61,160,0,3468.63,5
PER052-000130,2024-03-12,operaciones,completo,102,160,10.3,2889.78,5
PER052-000131,2024-03-12,administracion,completo,73,160,0,3163.22,5
PER052-000132,2024-03-13,comercial,completo,34,160,4.4,3567.97,0
PER052-000133,2024-03-14,operaciones,completo,6,160,0,2067.73,1
PER052-000134,2024-03-14,administracion,completo,37,160,0,2851.01,0
PER052-000135,2024-03-15,comercial,parcial,71,80,0,1939.29,5
PER052-000136,2024-03-15,operaciones,parcial,150,80,7.9,1500.79,1
PER052-000137,2024-03-16,administracion,completo,136,160,16.1,3417.41,5
PER052-000138,2024-03-16,comercial,parcial,137,80,9.3,1856.52,5
PER052-000139,2024-03-17,operaciones,completo,76,160,0,2576.34,2
PER052-000140,2024-03-17,administracion,parcial,30,80,6.8,1589.0,0
PER052-000141,2024-03-18,comercial,completo,142,160,3.3,3675.78,3
PER052-000142,2024-03-19,operaciones,completo,108,160,4.3,3029.84,0
PER052-000143,2024-03-19,administracion,parcial,31,80,5.5,1315.75,3
PER052-000144,2024-03-20,comercial,parcial,75,80,0,1880.05,5
PER052-000145,2024-03-20,operaciones,parcial,150,80,0,1470.51,3
PER052-000146,2024-03-21,administracion,parcial,44,80,10.3,1614.37,5
PER052-000147,2024-03-21,comercial,parcial,130,80,2.1,2035.57,4
PER052-000148,2024-03-22,operaciones,completo,24,160,8.7,2521.55,0
PER052-000149,2024-03-22,administracion,completo,125,160,2.7,3617.74,3
PER052-000150,2024-03-23,comercial,completo,28,160,16.4,3355.92,5
PER052-000151,2024-03-24,operaciones,completo,81,160,3.1,2527.12,3
PER052-000152,2024-03-24,administracion,parcial,8,80,5.5,1520.51,1
PER052-000153,2024-03-25,comercial,completo,61,160,8.1,3274.94,1
PER052-000154,2024-03-25,operaciones,completo,15,160,0,2458.81,2
PER052-000155,2024-03-26,administracion,parcial,85,80,0,1651.62,0
PER052-000156,2024-03-26,comercial,completo,100,160,4.5,3789.88,4
PER052-000157,2024-03-27,operaciones,completo,110,160,0,3106.98,3
PER052-000158,2024-03-27,administracion,completo,172,160,3.8,3365.08,4
PER052-000159,2024-03-28,comercial,completo,132,160,12.0,3713.04,5
PER052-000160,2024-03-29,operaciones,parcial,131,80,0,1368.69,1
PER052-000161,2024-03-29,administracion,completo,108,160,3.9,3438.28,5
PER052-000162,2024-03-30,comercial,parcial,100,80,0,1946.91,4
PER052-000163,2024-03-30,operaciones,parcial,156,80,4.7,1570.59,5
PER052-000164,2024-03-31,administracion,completo,92,160,1.6,3190.48,1
PER052-000165,2024-03-31,comercial,parcial,55,80,3.7,1623.07,1
PER052-000166,2024-04-01,operaciones,completo,87,160,11.2,2620.38,5
PER052-000167,2024-04-01,administracion,completo,56,160,8.5,,0
PER052-000168,2024-04-02,comercial,completo,61,160,0,3678.72,2
PER052-000169,2024-04-03,operaciones,completo,167,160,6.2,2913.75,4
PER052-000170,2024-04-03,administracion,completo,7,160,13.1,2740.02,2
PER052-000171,2024-04-04,comercial,parcial,155,80,8.2,1892.65,1
PER052-000172,2024-04-04,operaciones,completo,140,160,12.8,3259.09,1
PER052-000173,2024-04-05,administracion,parcial,124,80,0,1697.65,3
PER052-000174,2024-04-05,comercial,completo,6,160,7.0,3206.04,2
PER052-000175,2024-04-06,operaciones,completo,129,160,1.7,2781.26,4
PER052-000176,2024-04-06,administracion,completo,167,160,0,3636.3,2
PER052-000177,2024-04-07,comercial,completo,12,160,4.4,3126.06,4
PER052-000178,2024-04-08,operaciones,completo,126,160,0,2978.09,3
PER052-000179,2024-04-08,administracion,completo,114,160,0,3236.83,0
PER052-000180,2024-04-09,comercial,completo,85,160,0,3618.19,4
PER052-000181,2024-04-09,operaciones,parcial,68,80,0,1381.16,5
PER052-000182,2024-04-10,administracion,completo,59,160,20.0,2850.05,2
PER052-000183,2024-04-10,comercial,completo,143,160,0,3913.89,4
PER052-000184,2024-04-11,operaciones,completo,61,160,11.0,2355.88,1
PER052-000185,2024-04-11,administracion,completo,160,160,7.5,3646.33,1
PER052-000186,2024-04-12,comercial,parcial,84,80,0,1837.12,5
PER052-000187,2024-04-13,operaciones,completo,116,160,0,2798.92,2
PER052-000188,2024-04-13,administracion,completo,27,160,0,2795.35,0
PER052-000189,2024-04-14,comercial,parcial,37,80,6.0,1706.96,0
PER052-000190,2024-04-14,operaciones,completo,89,160,8.4,2721.53,4
PER052-000191,2024-04-15,administracion,parcial,164,80,0,1868.63,2
PER052-000192,2024-04-15,comercial,completo,179,160,0,4296.73,5
PER052-000193,2024-04-16,operaciones,completo,23,160,0,2128.73,2
PER052-000194,2024-04-16,administracion,parcial,101,80,13.2,1517.19,0
PER052-000195,2024-04-17, COMERCIAL ,parcial,10,80,8.2,1617.83,1
PER052-000196,2024-04-17,operaciones,completo,144,160,10.5,3152.87,3
PER052-000197,2024-04-18,administracion,completo,61,160,10.7,3341.55,2
PER052-000198,2024-04-19,comercial,parcial,73,80,22.4,1651.35,5
PER052-000199,2024-04-19,operaciones,parcial,158,80,0,1453.32,1
PER052-000200,2024-04-20,administracion,parcial,150,80,4.5,1821.77,2
PER052-000201,2024-04-20,comercial,completo,132,160,9.7,3971.31,0
PER052-000202,2024-04-21,operaciones,parcial,67,80,6.1,1362.55,1
PER052-000203,2024-04-21,administracion,completo,34,160,7.9,2761.1,1
PER052-000204,2024-04-22,comercial,completo,100,160,7.4,3657.92,0
PER052-000205,2024-04-22,operaciones,completo,30,160,5.1,2651.15,3
PER052-000206,2024-04-23,administracion,parcial,118,80,4.8,1696.9,4
PER052-000207,2024-04-24,comercial,parcial,168,80,2.3,2052.0,3
PER052-000208,2024-04-24,operaciones,completo,150,160,0,2954.26,2
PER052-000209,2024-04-25,administracion,parcial,136,80,0,1748.34,3
PER052-000210,2024-04-25,comercial,completo,46,160,0,3407.17,3
PER052-000211,2024-04-26,operaciones,parcial,33,80,6.3,1296.74,2
PER052-000212,2024-04-26,administracion,parcial,112,80,6.4,"1613,44",4
PER052-000213,2024-04-27,comercial,parcial,125,80,10.9,1938.01,1
PER052-000214,2024-04-27,operaciones,completo,39,160,0,2703.49,1
PER052-000215,2024-04-28,administracion,parcial,175,80,4.3,1704.52,3
PER052-000216,2024-04-29,comercial,completo,167,160,19.2,4281.72,2
PER052-000217,2024-04-29,operaciones,completo,20,160,2.0,2449.82,0
PER052-000218,2024-04-30,administracion,completo,19,160,6.8,2685.24,2
PER052-000219,2024-04-30,comercial,completo,92,160,4.5,3751.49,2
PER052-000220,2024-05-01,operaciones,completo,108,160,4.9,2936.44,2
PER052-000221,2024-05-01,administracion,completo,123,160,0,3710.86,0
PER052-000222,2024-05-02,comercial,completo,60,160,2.0,3305.44,0
PER052-000223,2024-05-02,operaciones,parcial,50,80,0,1317.6,4
PER052-000224,2024-05-03,administracion,completo,116,160,0,3352.64,3
PER052-000225,2024-05-04,comercial,completo,167,160,0,3891.03,3
PER052-000226,2024-05-04,operaciones,completo,177,160,10.1,3434.94,3
PER052-000227,2024-05-05,administracion,parcial,46,80,8.0,1634.21,2
PER052-000228,2024-05-05,comercial,completo,137,160,13.1,4145.76,4
PER052-000229,2024-05-06,operaciones,parcial,125,80,7.5,1466.45,4
PER052-000230,2024-05-06,administracion,parcial,129,80,7.5,1701.5,3
PER052-000231,2024-05-07,comercial,parcial,112,80,18.7,1903.55,3
PER052-000232,2024-05-07,operaciones,parcial,142,80,0,1412.87,3
PER052-000233,2024-05-08,administracion,parcial,157,80,6.8,1876.35,3
PER052-000234,2024-05-09,comercial,completo,128,160,0,3948.86,1
PER052-000235,2024-05-09,operaciones,completo,109,160,0,2538.63,4
PER052-000236,2024-05-10,administracion,completo,45,160,3.5,2741.78,2
PER052-000237,2024-05-10,comercial,completo,65,160,0,3704.11,2
PER052-000238,2024-05-11,operaciones,parcial,91,80,5.8,1432.89,3
PER052-000239,2024-05-11,administracion,completo,179,160,0,3837.22,0
PER052-000240,2024-05-12,comercial,parcial,37,80,0,1568.78,1
PER052-000241,2024-05-12,operaciones,completo,29,160,6.0,2631.32,4
PER052-000242,2024-05-13,administracion,completo,72,160,7.3,3006.25,3
PER052-000243,2024-05-14,comercial,parcial,173,80,3.5,2160.55,0
PER052-000244,2024-05-14,operaciones,completo,46,160,0,2537.61,5
PER052-000245,2024-05-15,administracion,completo,170,160,0,3779.66,3
PER052-000246,2024-05-15,comercial,parcial,101,80,4.0,1844.89,0
PER052-000247,2024-05-16,operaciones,completo,131,160,0,3271.1,1
PER052-000248,2024-05-16,administracion,parcial,149,80,3.4,1889.57,5
PER052-000249,2024-05-17,comercial,parcial,36,80,9.9,1569.92,5
PER052-000250,2024-05-17,operaciones,completo,35,160,8.9,,1
PER052-000251,2024-05-18,administracion,parcial,9,80,6.2,1366.74,3
PER052-000252,2024-05-19,comercial,completo,4,160,10.6,3123.54,0
PER052-000253,2024-05-19,operaciones,parcial,134,80,4.1,1392.35,2
PER052-000254,2024-05-20,administracion,parcial,10,80,5.0,1454.96,0
PER052-000255,2024-05-20,comercial,completo,174,160,6.3,3925.6,4
PER052-000256,2024-05-21,operaciones,completo,156,160,0,3189.16,2
PER052-000257,2024-05-21,administracion,parcial,167,80,9.1,1967.7,2
PER052-000258,2024-05-22,comercial,completo,23,160,6.0,3467.39,1
PER052-000259,2024-05-22,operaciones,completo,64,160,9.4,2737.33,2
PER052-000260,2024-05-23,administracion,parcial,167,80,0,1713.77,5
PER052-000261,2024-05-23,comercial,completo,57,160,11.7,3496.48,1
PER052-000262,2024-05-24,operaciones,completo,97,160,0,2846.75,3
PER052-000263,2024-05-25,administracion,completo,68,160,8.8,3003.57,4
PER052-000264,2024-05-25,comercial,parcial,144,80,0,1932.67,2
PER052-000265,2024-05-26,operaciones,completo,20,160,0,2233.13,4
PER052-000266,2024-05-26,administracion,parcial,92,80,7.4,1670.76,3
PER052-000267,2024-05-27,comercial,parcial,62,80,6.8,1915.81,3
PER052-000268,2024-05-27,operaciones,completo,27,160,4.3,2240.73,0
PER052-000269,2024-05-28,administracion,completo,77,160,0,3244.57,3
PER052-000270,2024-05-28,comercial,parcial,168,80,2.5,2073.47,3
PER052-000271,2024-05-29,operaciones,completo,143,160,1.8,2800.69,5
PER052-000272,2024-05-30,administracion,completo,14,160,2.9,2784.7,1
PER052-000273,2024-05-30,comercial,completo,137,160,3.7,4281.26,3
PER052-000274,2024-05-31,operaciones,parcial,14,80,0,1315.68,2
PER052-000275,2024-05-31,administracion,completo,90,160,0,3017.84,1
PER052-000276,2024-06-01,comercial,completo,52,160,0,3565.49,2
PER052-000277,2024-06-01,operaciones,completo,8,160,0,2453.94,4
PER052-000278,2024-06-02,administracion,completo,59,160,8.6,2872.01,5
PER052-000279,2024-06-02,comercial,parcial,149,80,0,1916.03,4
PER052-000280,2024-06-03,operaciones,completo,63,160,11.0,2645.23,4
PER052-000281,2024-06-04,administracion,completo,5,160,16.2,2952.51,4
PER052-000282,2024-06-04,comercial,completo,94,160,0,3535.62,2
PER052-000283,2024-06-05,operaciones,parcial,104,80,12.5,1525.22,4
PER052-000284,2024-06-05,administracion,completo,74,160,6.5,3338.38,5
PER052-000285,2024-06-06,comercial,parcial,24,80,0,1579.76,5
PER052-000286,2024-06-06,operaciones,parcial,68,80,0,1163.72,5
PER052-000287,2024-06-07,administracion,parcial,154,80,0,1831.52,3
PER052-000288,2024-06-07,comercial,parcial,77,80,4.4,1823.94,1
PER052-000289,2024-06-08,operaciones,parcial,83,80,9.5,1441.45,4
PER052-000290,2024-06-09,administracion,completo,24,160,5.6,2786.38,3
PER052-000291,2024-06-09,comercial,parcial,67,80,0,1836.54,4
PER052-000292,2024-06-10, OPERACIONES ,parcial,96,80,4.5,1259.29,3
PER052-000293,2024-06-10,administracion,parcial,86,80,0,1609.23,2
PER052-000294,2024-06-11,comercial,completo,122,160,12.4,3969.44,3
PER052-000295,2024-06-11,operaciones,parcial,28,80,0,1046.75,4
PER052-000296,2024-06-12,administracion,completo,13,160,9.7,2883.49,4
PER052-000297,2024-06-12,comercial,completo,144,160,11.1,4268.57,5
PER052-000298,2024-06-13,operaciones,parcial,58,80,0,1191.58,1
PER052-000299,2024-06-14,administracion,parcial,161,80,14.2,1736.22,4
PER052-000300,2024-06-14,comercial,completo,84,160,0,3765.63,0
PER052-000301,2024-06-15,operaciones,completo,141,160,6.5,3275.72,0
PER052-000302,2024-06-15,administracion,completo,140,160,9.1,3481.81,4
PER052-000303,2024-06-16,comercial,completo,148,160,0,3794.04,0
PER052-000304,2024-06-16,operaciones,parcial,75,80,19.9,1250.46,5
PER052-000305,2024-06-17,administracion,parcial,35,80,0,1416.64,3
PER052-000306,2024-06-17,comercial,parcial,146,80,6.4,1850.66,3
PER052-000307,2024-06-18,operaciones,completo,43,160,21.5,2520.01,4
PER052-000308,2024-06-19,administracion,completo,51,160,0,3171.44,2
PER052-000309,2024-06-19,comercial,parcial,79,80,22.0,1755.7,4
PER052-000310,2024-06-20,operaciones,completo,65,160,9.4,2495.55,0
PER052-000311,2024-06-20,administracion,completo,73,160,0,3210.76,1
PER052-000312,2024-06-21,comercial,parcial,130,80,0,2019.46,4
PER052-000313,2024-06-21,operaciones,completo,129,160,0,3133.53,4
PER052-000314,2024-06-22,administracion,completo,29,160,14.8,2637.79,5
PER052-000315,2024-06-22,comercial,parcial,134,80,0,2077.0,4
PER052-000316,2024-06-23,operaciones,parcial,56,80,6.2,1243.82,3
PER052-000317,2024-06-23,administracion,completo,96,160,10.4,3074.59,0
PER052-000318,2024-06-24,comercial,completo,112,160,6.3,3586.36,4
PER052-000319,2024-06-25,operaciones,parcial,63,80,0,1451.05,5
PER052-000320,2024-06-25,administracion,completo,36,160,0,2631.13,2
PER052-000321,2024-06-26,comercial,completo,153,160,14.1,4321.35,5
PER052-000322,2024-06-26,operaciones,completo,141,160,10.9,3268.29,1
PER052-000323,2024-06-27,administracion,completo,123,160,4.5,3321.42,1
PER052-000324,2024-06-27,comercial,completo,92,160,0,3515.93,1
PER052-000325,2024-06-28,operaciones,completo,71,160,12.4,2806.44,2
PER052-000326,2024-06-28,administracion,completo,99,160,6.2,3470.65,3
PER052-000327,2024-06-29,comercial,completo,146,160,0,3783.97,5
PER052-000328,2024-06-30,operaciones,completo,103,160,0,2963.21,3
PER052-000329,2024-06-30,administracion,parcial,12,80,3.3,1402.35,2
PER052-000330,2024-07-01,comercial,completo,127,160,15.3,3977.24,4
PER052-000331,2024-07-01,operaciones,completo,167,160,0,2953.03,5
PER052-000332,2024-07-02,administracion,completo,154,160,0,3343.41,5
PER052-000333,2024-07-02,comercial,completo,74,160,4.6,,5
PER052-000334,2024-07-03,operaciones,completo,95,160,6.1,2560.53,3
PER052-000335,2024-07-03,administracion,completo,34,160,0,3210.9,2
PER052-000336,2024-07-04,comercial,completo,19,160,14.0,3597.69,3
PER052-000337,2024-07-05,operaciones,completo,96,160,8.9,2506.5,1
PER052-000338,2024-07-05,administracion,completo,134,160,0,3337.52,4
PER052-000339,2024-07-06,comercial,completo,72,160,10.4,3430.54,4
PER052-000340,2024-07-06,operaciones,parcial,176,80,0,1591.03,1
PER052-000341,2024-07-07,administracion,parcial,90,80,18.6,1502.06,3
PER052-000342,2024-07-07,comercial,completo,1,160,9.7,3330.7,1
PER052-000343,2024-07-08,operaciones,parcial,150,80,0,1397.12,4
PER052-000344,2024-07-08,administracion,completo,114,160,12.3,3609.51,4
PER052-000345,2024-07-09,comercial,completo,65,160,5.2,3360.6,4
PER052-000346,2024-07-10,operaciones,completo,88,160,3.5,2821.68,1
PER052-000347,2024-07-10,administracion,completo,99,160,10.4,3249.7,1
PER052-000348,2024-07-11,comercial,completo,81,160,22.7,3701.24,3
PER052-000349,2024-07-11,operaciones,completo,12,160,2.7,2504.42,4
PER052-000350,2024-07-12,administracion,completo,21,160,3.9,2739.3,4
PER052-000351,2024-07-12,comercial,completo,33,160,0,3109.85,2
PER052-000352,2024-07-13,operaciones,parcial,39,80,13.5,1334.48,2
PER052-000353,2024-07-13,administracion,parcial,176,80,5.4,1762.62,2
PER052-000354,2024-07-14,comercial,parcial,43,80,14.7,1734.24,1
PER052-000355,2024-07-15,operaciones,completo,165,160,3.4,2904.39,1
PER052-000356,2024-07-15,administracion,completo,115,160,4.9,3439.98,5
PER052-000357,2024-07-16,comercial,completo,172,160,5.4,4379.74,5
PER052-000358,2024-07-16,operaciones,completo,117,160,0,2809.0,3
PER052-000359,2024-07-17,administracion,completo,154,160,6.0,3458.33,4
PER052-000360,2024-07-17,comercial,completo,146,160,6.4,3921.14,2
PER052-000361,2024-07-18,operaciones,completo,13,160,5.5,2023.26,3
PER052-000362,2024-07-18,administracion,completo,113,160,10.1,3438.18,1
PER052-000363,2024-07-19,comercial,parcial,145,80,5.4,2105.37,2
PER052-000364,2024-07-20,operaciones,completo,89,160,0,2576.06,3
PER052-000365,2024-07-20,administracion,parcial,49,80,8.8,1392.61,1
PER052-000366,2024-07-21,comercial,completo,132,160,23.3,4139.98,5
PER052-000367,2024-07-21,operaciones,completo,96,160,4.4,2807.7,3
PER052-000368,2024-07-22,administracion,parcial,12,80,7.8,1438.45,0
PER052-000369,2024-07-22,comercial,completo,23,160,6.8,3286.37,2
PER052-000370,2024-07-23,operaciones,completo,1,160,10.2,2089.48,3
PER052-000371,2024-07-23,administracion,completo,148,160,9.1,3567.53,2
PER052-000372,2024-07-24,comercial,parcial,170,80,13.7,2235.99,4
PER052-000373,2024-07-25,operaciones,completo,94,160,9.7,2564.71,1
PER052-000374,2024-07-25,administracion,parcial,10,80,19.0,1286.76,5
PER052-000375,2024-07-26,comercial,parcial,104,80,8.5,1805.67,4
PER052-000376,2024-07-26,operaciones,parcial,135,80,6.3,1394.85,4
PER052-000377,2024-07-27,administracion,completo,69,160,4.8,3252.83,2
PER052-000378,2024-07-27,comercial,parcial,92,80,13.7,1791.85,0
PER052-000379,2024-07-28,operaciones,completo,156,160,5.4,3115.69,3
PER052-000380,2024-07-28,administracion,parcial,153,80,0,1887.54,2
PER052-000381,2024-07-29,comercial,completo,34,160,8.6,3569.9,1
PER052-000382,2024-07-29,operaciones,completo,101,160,3.8,2758.57,4
PER052-000383,2024-07-30,administracion,completo,9,160,5.4,2660.29,3
PER052-000384,2024-07-31,comercial,completo,141,160,15.4,4128.42,4
PER052-000385,2024-07-31,operaciones,completo,162,160,13.8,3366.16,0
PER052-000386,2024-08-01,administracion,parcial,162,80,10.9,1740.4,3
