registro_id,fecha,almacen,producto,saldo,demanda,reposicion,plazo_dias,coste_unitario
STO025-000060,2024-02-18,A3,P08,57,37,0,3,19.4
STO025-000061,2024-02-19,A1,P09,56,5,24,4,21.6
STO025-000062,2024-02-20,A2,P09,15,28,0,4,21.6
STO025-000063,2024-02-21,A3,P09,35,4,12,4,21.6
STO025-000064,2024-02-22,A1,P10,66,27,12,5,23.8
STO025-000065,2024-02-23,A2,P10,18,23,0,5,23.8
STO025-000066,2024-02-23,A3,P10,41,26,0,5,23.8
STO025-000067,2024-02-24,A1,P11,17,30,12,6,26.0
STO025-000068,2024-02-25,A2,P11,27,24,0,6,26.0
STO025-000069,2024-02-26,A3,P11,26,25,0,6,26.0
STO025-000070,2024-02-27,A1,P12,39,24,24,7,28.2
STO025-000071,2024-02-28,A2,P12,20,27,12,7,28.2
STO025-000072,2024-02-28,A3,P12,44,36,0,7,28.2
STO025-000073,2024-02-29,A1,P01,9,8,0,3,4.0
STO025-000074,2024-03-01,A2,P01,2,20,24,3,4.0
STO025-000075,2024-03-02,A3,P01,25,21,24,3,4.0
STO025-000076,2024-03-03,A1,P02,36,17,12,4,6.2
STO025-000077,2024-03-04,A2,P02,57,11,0,4,6.2
STO025-000078,2024-03-04,A3,P02,17,26,24,4,6.2
STO025-000079,2024-03-05,A1,P03,40,10,24,5,8.4
STO025-000080,2024-03-06,A2,P03,10,22,0,5,8.4
STO025-000081,2024-03-07,A3,P03,69,18,0,5,8.4
STO025-000082,2024-03-08,A1,P04,39,27,0,6,10.6
STO025-000083,2024-03-09,A2,P04,64,14,0,6,10.6
STO025-000084,2024-03-09,A3,P04,,19,12,6,10.6
STO025-000085,2024-03-10,A1,P05,36,22,0,7,12.8
STO025-000086,2024-03-11,A2,P05,28,7,24,7,12.8
STO025-000087,2024-03-12,A3,P05,38,16,12,7,12.8
STO025-000088,2024-03-13,A1,P06,55,26,12,8,15.0
STO025-000089,2024-03-14,A2,P06,12,17,0,8,15.0
STO025-000090,2024-03-14,A3,P06,18,17,12,8,15.0
STO025-000091,2024-03-15,A1,P07,3,19,12,9,17.2
STO025-000092,2024-03-16,A2,P07,10,25,0,9,17.2
STO025-000093,2024-03-17,A3,P07,56,17,12,9,17.2
STO025-000094,2024-03-18,A1,P08,11,22,0,3,19.4
STO025-000095,2024-03-18,A2,P08,64,36,0,3,19.4
STO025-000096,2024-03-19,A3,P08,69,14,0,3,19.4
STO025-000097,2024-03-20,A1,P09,39,22,12,4,21.6
STO025-000098,2024-03-21, A2 ,P09,15,28,12,4,21.6
STO025-000099,2024-03-22,A3,P09,53,24,0,4,21.6
STO025-000100,2024-03-23,A1,P10,40,15,0,5,23.8
STO025-000101,2024-03-23,A2,P10,3,29,12,5,23.8
STO025-000102,2024-03-24,A3,P10,63,15,12,5,23.8
STO025-000103,2024-03-25,A1,P11,39,33,0,6,26.0
STO025-000104,2024-03-26,A2,P11,41,26,0,6,26.0
STO025-000105,2024-03-27,A3,P11,8,34,24,6,26.0
STO025-000106,2024-03-28,A1,P12,32,44,0,7,28.2
STO025-000107,2024-03-28,A2,P12,32,37,12,7,28.2
STO025-000108,2024-03-29,A3,P12,67,34,12,7,28.2
STO025-000109,2024-03-30,A1,P01,60,15,0,3,4.0
STO025-000110,2024-03-31,A2,P01,2,25,0,3,4.0
STO025-000111,2024-04-01,A3,P01,46,6,0,3,4.0
STO025-000112,2024-04-02,A1,P02,3,26,24,4,6.2
STO025-000113,2024-04-02,A2,P02,54,23,0,4,6.2
STO025-000114,2024-04-03,A3,P02,32,5,0,4,6.2
STO025-000115,2024-04-04,A1,P03,2,18,24,5,8.4
STO025-000116,2024-04-05,A2,P03,41,27,0,5,8.4
STO025-000117,2024-04-06,A3,P03,18,14,12,5,8.4
STO025-000118,2024-04-07,A1,P04,55,18,0,6,10.6
STO025-000119,2024-04-07,A2,P04,57,32,24,6,10.6
STO025-000120,2024-04-08,A3,P04,0,13,12,6,10.6
STO025-000121,2024-04-09,A1,P05,41,32,24,7,12.8
STO025-000122,2024-04-10,A2,P05,23,24,0,7,12.8
STO025-000123,2024-04-11,A3,P05,40,23,12,7,12.8
STO025-000124,2024-04-12,A1,P06,31,13,0,8,15.0
STO025-000125,2024-04-12,A2,P06,61,8,0,8,15.0
STO025-000126,2024-04-13,A3,P06,54,24,0,8,15.0
STO025-000127,2024-04-14,A1,P07,52,25,0,9,17.2
STO025-000128,2024-04-15,A2,P07,62,23,12,9,17.2
STO025-000129,2024-04-16,A3,P07,32,19,0,9,17.2
STO025-000130,2024-04-17,A1,P08,23,19,0,3,19.4
STO025-000131,2024-04-17,A2,P08,50,8,24,3,19.4
STO025-000132,2024-04-18,A3,P08,41,21,0,3,19.4
STO025-000133,2024-04-19,A1,P09,14,19,12,4,21.6
STO025-000134,2024-04-20,A2,P09,34,14,0,4,21.6
STO025-000135,2024-04-21,A3,P09,68,26,0,4,21.6
STO025-000136,2024-04-21,A1,P10,18,20,12,5,23.8
STO025-000137,2024-04-22,A2,P10,28,32,0,5,23.8
STO025-000138,2024-04-23,A3,P10,50,29,12,5,23.8
STO025-000139,2024-04-24,A1,P11,46,41,0,6,26.0
STO025-000140,2024-04-25,A2,P11,19,32,12,6,26.0
STO025-000141,2024-04-26,A3,P11,46,29,12,6,26.0
STO025-000142,2024-04-26,A1,P12,19,20,12,7,28.2
STO025-000143,2024-04-27,A2,P12,24,4,12,7,28.2
STO025-000144,2024-04-28,A3,P12,9,28,24,7,28.2
STO025-000145,2024-04-29,A1,P01,34,19,0,3,4.0
STO025-000146,2024-04-30,A2,P01,40,20,0,3,4.0
STO025-000147,2024-05-01,A3,P01,60,15,24,3,4.0
STO025-000148,2024-05-01,A1,P02,35,16,12,4,6.2
STO025-000149,2024-05-02,A2,P02,53,16,0,4,6.2
STO025-000150,2024-05-03,A3,P02,61,13,24,4,6.2
STO025-000151,2024-05-04,A1,P03,36,14,24,5,8.4
STO025-000152,2024-05-05,A2,P03,8,32,0,5,8.4
STO025-000153,2024-05-06,A3,P03,19,20,24,5,8.4
STO025-000154,2024-05-06,A1,P04,19,21,0,6,10.6
STO025-000155,2024-05-07,A2,P04,4,20,24,6,10.6
STO025-000156,2024-05-08,A3,P04,32,23,0,6,10.6
STO025-000157,2024-05-09,A1,P05,35,26,12,7,12.8
STO025-000158,2024-05-10,A2,P05,18,12,24,7,12.8
STO025-000159,2024-05-11,A3,P05,50,7,0,7,12.8
STO025-000160,2024-05-11,A1,P06,20,23,0,8,15.0
STO025-000161,2024-05-12,A2,P06,49,15,0,8,15.0
STO025-000162,2024-05-13,A3,P06,52,22,12,8,15.0
STO025-000163,2024-05-14,A1,P07,25,13,0,9,17.2
STO025-000164,2024-05-15,A2,P07,6,29,24,9,17.2
STO025-000165,2024-05-16,A3,P07,65,17,0,9,17.2
STO025-000166,2024-05-16,A1,P08,58,21,0,3,19.4
STO025-000167,2024-05-17,A2,P08,,14,12,3,19.4
STO025-000168,2024-05-18,A3,P08,61,24,12,3,19.4
STO025-000169,2024-05-19,A1,P09,25,20,0,4,21.6
STO025-000170,2024-05-20,A2,P09,12,24,0,4,21.6
STO025-000171,2024-05-21,A3,P09,55,24,12,4,21.6
STO025-000172,2024-05-21,A1,P10,25,42,0,5,23.8
STO025-000173,2024-05-22,A2,P10,15,32,24,5,23.8
STO025-000174,2024-05-23,A3,P10,17,18,0,5,23.8
STO025-000175,2024-05-24,A1,P11,52,20,24,6,26.0
STO025-000176,2024-05-25,A2,P11,28,31,0,6,26.0
STO025-000177,2024-05-26,A3,P11,28,21,0,6,26.0
STO025-000178,2024-05-26,A1,P12,2,36,12,7,28.2
STO025-000179,2024-05-27,A2,P12,34,12,0,7,28.2
STO025-000180,2024-05-28,A3,P12,59,24,0,7,28.2
STO025-000181,2024-05-29,A1,P01,49,20,0,3,4.0
STO025-000182,2024-05-30,A2,P01,19,19,24,3,4.0
STO025-000183,2024-05-30,A3,P01,17,6,0,3,4.0
STO025-000184,2024-05-31,A1,P02,62,27,12,4,6.2
STO025-000185,2024-06-01,A2,P02,37,26,12,4,6.2
STO025-000186,2024-06-02,A3,P02,47,23,12,4,6.2
STO025-000187,2024-06-03,A1,P03,60,10,12,5,8.4
STO025-000188,2024-06-04,A2,P03,47,4,24,5,8.4
STO025-000189,2024-06-04,A3,P03,46,15,12,5,8.4
STO025-000190,2024-06-05,A1,P04,62,21,12,6,10.6
STO025-000191,2024-06-06,A2,P04,68,25,12,6,10.6
STO025-000192,2024-06-07,A3,P04,38,10,12,6,10.6
STO025-000193,2024-06-08,A1,P05,67,7,24,7,12.8
STO025-000194,2024-06-09,A2,P05,14,24,0,7,12.8
STO025-000195,2024-06-09, A3 ,P05,23,17,0,7,12.8
STO025-000196,2024-06-10,A1,P06,16,37,24,8,15.0
STO025-000197,2024-06-11,A2,P06,16,28,0,8,15.0
STO025-000198,2024-06-12,A3,P06,5,33,12,8,15.0
STO025-000199,2024-06-13,A1,P07,66,17,0,9,17.2
STO025-000200,2024-06-14,A2,P07,51,22,0,9,17.2
STO025-000201,2024-06-14,A3,P07,37,19,12,9,17.2
STO025-000202,2024-06-15,A1,P08,23,25,12,3,19.4
STO025-000203,2024-06-16,A2,P08,36,18,12,3,19.4
STO025-000204,2024-06-17,A3,P08,47,34,12,3,19.4
STO025-000205,2024-06-18,A1,P09,2,21,12,4,21.6
STO025-000206,2024-06-19,A2,P09,48,27,0,4,21.6
STO025-000207,2024-06-19,A3,P09,48,23,24,4,21.6
STO025-000208,2024-06-20,A1,P10,54,23,24,5,23.8
STO025-000209,2024-06-21,A2,P10,68,7,0,5,23.8
STO025-000210,2024-06-22,A3,P10,47,37,12,5,23.8
STO025-000211,2024-06-23,A1,P11,34,22,12,6,26.0
STO025-000212,2024-06-24,A2,P11,40,20,0,6,26.0
STO025-000213,2024-06-24,A3,P11,24,18,0,6,26.0
STO025-000214,2024-06-25,A1,P12,64,29,12,7,28.2
STO025-000215,2024-06-26,A2,P12,1,28,0,7,28.2
STO025-000216,2024-06-27,A3,P12,62,32,0,7,28.2
STO025-000217,2024-06-28,A1,P01,42,12,24,3,4.0
STO025-000218,2024-06-29,A2,P01,28,36,24,3,4.0
STO025-000219,2024-06-29,A3,P01,52,0,24,3,4.0
STO025-000220,2024-06-30,A1,P02,29,0,0,4,6.2
STO025-000221,2024-07-01,A2,P02,31,9,12,4,6.2
STO025-000222,2024-07-02,A3,P02,17,3,0,4,6.2
STO025-000223,2024-07-03,A1,P03,51,20,0,5,8.4
STO025-000224,2024-07-03,A2,P03,66,20,0,5,8.4
STO025-000225,2024-07-04,A3,P03,34,8,24,5,8.4
STO025-000226,2024-07-05,A1,P04,42,21,24,6,10.6
STO025-000227,2024-07-06,A2,P04,9,19,24,6,10.6
STO025-000228,2024-07-07,A3,P04,55,26,0,6,10.6
STO025-000229,2024-07-08,A1,P05,25,2,0,7,12.8
STO025-000230,2024-07-08,A2,P05,38,16,12,7,12.8
STO025-000231,2024-07-09,A3,P05,30,11,12,7,12.8
STO025-000232,2024-07-10,A1,P06,62,17,12,8,15.0
STO025-000233,2024-07-11,A2,P06,53,25,0,8,15.0
STO025-000234,2024-07-12,A3,P06,68,17,12,8,15.0
STO025-000235,2024-07-13,A1,P07,19,27,24,9,17.2
STO025-000236,2024-07-13,A2,P07,69,20,0,9,17.2
STO025-000237,2024-07-14,A3,P07,30,43,0,9,17.2
STO025-000238,2024-07-15,A1,P08,42,29,0,3,19.4
STO025-000239,2024-07-16,A2,P08,51,4,24,3,19.4
STO025-000240,2024-07-17,A3,P08,47,23,0,3,19.4
STO025-000241,2024-07-18,A1,P09,34,20,24,4,21.6
STO025-000242,2024-07-18,A2,P09,47,11,24,4,21.6
STO025-000243,2024-07-19,A3,P09,32,25,12,4,21.6
STO025-000244,2024-07-20,A1,P10,67,20,0,5,23.8
STO025-000245,2024-07-21,A2,P10,5,16,24,5,23.8
STO025-000246,2024-07-22,A3,P10,63,38,12,5,23.8
STO025-000247,2024-07-23,A1,P11,4,31,24,6,26.0
STO025-000248,2024-07-23,A2,P11,39,22,0,6,26.0
STO025-000249,2024-07-24,A3,P11,9,23,24,6,26.0
STO025-000250,2024-07-25,A1,P12,,31,0,7,28.2
STO025-000251,2024-07-26,A2,P12,24,35,24,7,28.2
STO025-000252,2024-07-27,A3,P12,13,22,0,7,28.2
STO025-000253,2024-07-28,A1,P01,53,10,0,3,4.0
STO025-000254,2024-07-28,A2,P01,37,0,24,3,4.0
STO025-000255,2024-07-29,A3,P01,55,34,0,3,4.0
STO025-000256,2024-07-30,A1,P02,51,26,0,4,6.2
STO025-000257,2024-07-31,A2,P02,32,2,24,4,6.2
STO025-000258,2024-08-01,A3,P02,34,23,0,4,6.2
STO025-000259,2024-08-02,A1,P03,55,4,24,5,8.4
STO025-000260,2024-08-02,A2,P03,17,9,0,5,8.4
STO025-000261,2024-08-03,A3,P03,22,17,12,5,8.4
STO025-000262,2024-08-04,A1,P04,56,26,0,6,10.6
STO025-000263,2024-08-05,A2,P04,23,20,0,6,10.6
STO025-000264,2024-08-06,A3,P04,17,28,0,6,10.6
STO025-000265,2024-08-07,A1,P05,63,34,24,7,12.8
STO025-000266,2024-08-07,A2,P05,4,12,0,7,12.8
STO025-000267,2024-08-08,A3,P05,34,19,24,7,12.8
STO025-000268,2024-08-09,A1,P06,13,20,0,8,15.0
STO025-000269,2024-08-10,A2,P06,42,14,0,8,15.0
STO025-000270,2024-08-11,A3,P06,54,27,12,8,15.0
STO025-000271,2024-08-11,A1,P07,3,31,12,9,17.2
STO025-000272,2024-08-12,A2,P07,46,30,0,9,17.2
STO025-000273,2024-08-13,A3,P07,67,11,12,9,17.2
STO025-000274,2024-08-14,A1,P08,20,23,24,3,19.4
STO025-000275,2024-08-15,A2,P08,27,11,24,3,19.4
STO025-000276,2024-08-16,A3,P08,31,13,12,3,19.4
STO025-000277,2024-08-16,A1,P09,11,19,0,4,21.6
STO025-000278,2024-08-17,A2,P09,18,18,0,4,21.6
STO025-000279,2024-08-18,A3,P09,3,31,24,4,21.6
STO025-000280,2024-08-19,A1,P10,13,22,0,5,23.8
STO025-000281,2024-08-20,A2,P10,58,28,0,5,23.8
STO025-000282,2024-08-21,A3,P10,67,17,24,5,23.8
STO025-000283,2024-08-21,A1,P11,31,24,24,6,26.0
STO025-000284,2024-08-22,A2,P11,33,25,12,6,26.0
STO025-000285,2024-08-23,A3,P11,40,42,0,6,26.0
STO025-000286,2024-08-24,A1,P12,66,31,24,7,28.2
STO025-000287,2024-08-25,A2,P12,44,10,0,7,28.2
STO025-000288,2024-08-26,A3,P12,17,17,12,7,28.2
STO025-000289,2024-08-26,A1,P01,42,3,0,3,4.0
STO025-000290,2024-08-27,A2,P01,28,14,12,3,4.0
STO025-000291,2024-08-28,A3,P01,17,30,0,3,4.0
STO025-000292,2024-08-29, A1 ,P02,49,4,0,4,6.2
STO025-000293,2024-08-30,A2,P02,40,21,0,4,6.2
STO025-000294,2024-08-31,A3,P02,32,14,12,4,6.2
STO025-000295,2024-08-31,A1,P03,65,25,12,5,8.4
STO025-000296,2024-09-01,A2,P03,65,16,0,5,8.4
STO025-000297,2024-09-02,A3,P03,50,7,24,5,8.4
STO025-000298,2024-09-03,A1,P04,34,34,12,6,10.6
STO025-000299,2024-09-04,A2,P04,65,20,0,6,10.6
STO025-000300,2024-09-05,A3,P04,24,13,0,6,10.6
STO025-000301,2024-09-05,A1,P05,2,6,0,7,12.8
STO025-000302,2024-09-06,A2,P05,54,14,0,7,12.8
STO025-000303,2024-09-07,A3,P05,24,29,0,7,12.8
STO025-000304,2024-09-08,A1,P06,51,24,12,8,15.0
STO025-000305,2024-09-09,A2,P06,37,17,12,8,15.0
STO025-000306,2024-09-10,A3,P06,28,6,0,8,15.0
STO025-000307,2024-09-10,A1,P07,25,11,0,9,17.2
STO025-000308,2024-09-11,A2,P07,29,26,0,9,17.2
STO025-000309,2024-09-12,A3,P07,65,22,12,9,17.2
STO025-000310,2024-09-13,A1,P08,54,45,0,3,19.4
STO025-000311,2024-09-14,A2,P08,5,18,12,3,19.4
STO025-000312,2024-09-14,A3,P08,35,21,24,3,19.4
STO025-000313,2024-09-15,A1,P09,31,19,0,4,21.6
STO025-000314,2024-09-16,A2,P09,39,24,0,4,21.6
STO025-000315,2024-09-17,A3,P09,69,35,0,4,21.6
STO025-000316,2024-09-18,A1,P10,45,38,24,5,23.8
STO025-000317,2024-09-19,A2,P10,69,14,12,5,23.8
STO025-000318,2024-09-19,A3,P10,11,27,0,5,23.8
STO025-000319,2024-09-20,A1,P11,7,38,24,6,26.0
STO025-000320,2024-09-21,A2,P11,9,34,0,6,26.0
STO025-000321,2024-09-22,A3,P11,64,28,0,6,26.0
STO025-000322,2024-09-23,A1,P12,3,46,0,7,28.2
STO025-000323,2024-09-24,A2,P12,19,21,0,7,28.2
STO025-000324,2024-09-24,A3,P12,67,26,24,7,28.2
STO025-000325,2024-09-25,A1,P01,43,20,12,3,4.0
STO025-000326,2024-09-26,A2,P01,8,17,24,3,4.0
STO025-000327,2024-09-27,A3,P01,25,20,0,3,4.0
STO025-000328,2024-09-28,A1,P02,4,6,0,4,6.2
STO025-000329,2024-09-29,A2,P02,68,15,0,4,6.2
STO025-000330,2024-09-29,A3,P02,63,12,0,4,6.2
STO025-000331,2024-09-30,A1,P03,52,7,0,5,8.4
STO025-000332,2024-10-01,A2,P03,30,28,0,5,8.4
STO025-000333,2024-10-02,A3,P03,,14,0,5,8.4
STO025-000334,2024-10-03,A1,P04,68,26,12,6,10.6
STO025-000335,2024-10-04,A2,P04,16,15,0,6,10.6
STO025-000336,2024-10-04,A3,P04,21,19,12,6,10.6
STO025-000337,2024-10-05,A1,P05,67,21,0,7,12.8
STO025-000338,2024-10-06,A2,P05,27,21,0,7,12.8
STO025-000339,2024-10-07,A3,P05,44,14,24,7,12.8
STO025-000340,2024-10-08,A1,P06,10,15,24,8,15.0
STO025-000341,2024-10-09,A2,P06,49,14,24,8,15.0
STO025-000342,2024-10-09,A3,P06,13,27,0,8,15.0
STO025-000343,2024-10-10,A1,P07,12,9,0,9,17.2
STO025-000344,2024-10-11,A2,P07,31,17,0,9,17.2
STO025-000345,2024-10-12,A3,P07,70,20,0,9,17.2
STO025-000346,2024-10-13,A1,P08,69,30,24,3,19.4
STO025-000347,2024-10-14,A2,P08,4,14,12,3,19.4
STO025-000348,2024-10-14,A3,P08,10,21,0,3,19.4
STO025-000349,2024-10-15,A1,P09,33,24,0,4,21.6
STO025-000350,2024-10-16,A2,P09,63,28,0,4,21.6
STO025-000351,2024-10-17,A3,P09,19,23,0,4,21.6
STO025-000352,2024-10-18,A1,P10,46,33,0,5,23.8
STO025-000353,2024-10-19,A2,P10,46,14,0,5,23.8
STO025-000354,2024-10-19,A3,P10,70,21,0,5,23.8
STO025-000355,2024-10-20,A1,P11,32,10,0,6,26.0
STO025-000356,2024-10-21,A2,P11,63,25,12,6,26.0
STO025-000357,2024-10-22,A3,P11,30,30,12,6,26.0
STO025-000358,2024-10-23,A1,P12,42,24,0,7,28.2
STO025-000359,2024-10-23,A2,P12,38,31,12,7,28.2
STO025-000360,2024-10-24,A3,P12,36,22,0,7,28.2
STO025-000361,2024-10-25,A1,P01,13,3,12,3,4.0
STO025-000362,2024-10-26,A2,P01,46,20,24,3,4.0
STO025-000363,2024-10-27,A3,P01,37,12,12,3,4.0
STO025-000364,2024-10-28,A1,P02,8,25,12,4,6.2
STO025-000365,2024-10-28,A2,P02,52,23,12,4,6.2
STO025-000366,2024-10-29,A3,P02,24,19,0,4,6.2
STO025-000367,2024-10-30,A1,P03,47,12,0,5,8.4
STO025-000368,2024-10-31,A2,P03,60,16,0,5,8.4
STO025-000369,2024-11-01,A3,P03,5,25,0,5,8.4
STO025-000370,2024-11-02,A1,P04,45,21,24,6,10.6
STO025-000371,2024-11-02,A2,P04,62,15,24,6,10.6
STO025-000372,2024-11-03,A3,P04,63,15,0,6,10.6
STO025-000373,2024-11-04,A1,P05,48,25,0,7,12.8
STO025-000374,2024-11-05,A2,P05,39,2,0,7,12.8
STO025-000375,2024-11-06,A3,P05,64,22,24,7,12.8
STO025-000376,2024-11-07,A1,P06,61,25,24,8,15.0
STO025-000377,2024-11-07,A2,P06,11,15,12,8,15.0
STO025-000378,2024-11-08,A3,P06,12,23,0,8,15.0
STO025-000379,2024-11-09,A1,P07,13,18,0,9,17.2
STO025-000380,2024-11-10,A2,P07,65,12,0,9,17.2
STO025-000381,2024-11-11,A3,P07,40,21,24,9,17.2
STO025-000382,2024-11-12,A1,P08,28,27,0,3,19.4
STO025-000383,2024-11-12,A2,P08,23,25,0,3,19.4
STO025-000384,2024-11-13,A3,P08,52,10,0,3,19.4
STO025-000385,2024-11-14,A1,P09,24,24,12,4,21.6
STO025-000386,2024-11-15,A2,P09,21,21,0,4,21.6
STO025-000387,2024-11-16,A3,P09,11,29,0,4,21.6
STO025-000388,2024-11-17,A1,P10,51,22,12,5,23.8
STO025-000389,2024-11-17, A2 ,P10,49,22,0,5,23.8
STO025-000390,2024-11-18,A3,P10,15,33,12,5,23.8
STO025-000391,2024-11-19,A1,P11,3,21,24,6,26.0
STO025-000392,2024-11-20,A2,P11,28,30,24,6,26.0
STO025-000393,2024-11-21,A3,P11,42,26,0,6,26.0
STO025-000394,2024-11-22,A1,P12,62,32,0,7,28.2
STO025-000395,2024-11-22,A2,P12,26,7,12,7,28.2
STO025-000396,2024-11-23,A3,P12,7,24,12,7,28.2
STO025-000397,2024-11-24,A1,P01,40,16,12,3,4.0
STO025-000398,2024-11-25,A2,P01,6,5,0,3,4.0
STO025-000399,2024-11-26,A3,P01,23,21,24,3,4.0
STO025-000400,2024-11-26,A1,P02,55,18,24,4,6.2
STO025-000401,2024-11-27,A2,P02,64,19,24,4,6.2
STO025-000402,2024-11-28,A3,P02,38,1,24,4,6.2
STO025-000403,2024-11-29,A1,P03,4,22,24,5,8.4
STO025-000404,2024-11-30,A2,P03,60,4,0,5,8.4
STO025-000405,2024-12-01,A3,P03,32,15,12,5,8.4
STO025-000406,2024-12-01,A1,P04,38,25,12,6,10.6
STO025-000407,2024-12-02,A2,P04,25,16,12,6,10.6
STO025-000408,2024-12-03,A3,P04,4,24,0,6,10.6
STO025-000409,2024-12-04,A1,P05,60,14,0,7,12.8
STO025-000410,2024-12-05,A2,P05,49,34,24,7,12.8
STO025-000411,2024-12-06,A3,P05,8,22,0,7,12.8
STO025-000412,2024-12-06,A1,P06,12,29,24,8,15.0
STO025-000413,2024-12-07,A2,P06,37,10,0,8,15.0
STO025-000414,2024-12-08,A3,P06,33,12,0,8,15.0
STO025-000415,2024-12-09,A1,P07,10,15,0,9,17.2
STO025-000416,2024-12-10,A2,P07,,21,24,9,17.2
STO025-000417,2024-12-11,A3,P07,53,24,12,9,17.2
STO025-000418,2024-12-11,A1,P08,26,22,12,3,19.4
STO025-000419,2024-12-12,A2,P08,63,23,12,3,19.4
STO025-000420,2024-12-13,A3,P08,51,29,0,3,19.4
STO025-000421,2024-12-14,A1,P09,68,22,24,4,21.6
STO025-000422,2024-12-15,A2,P09,2,25,0,4,21.6
STO025-000423,2024-12-16,A3,P09,16,26,0,4,21.6
STO025-000424,2024-12-16,A1,P10,13,32,0,5,23.8
STO025-000425,2024-12-17,A2,P10,43,41,0,5,23.8
STO025-000426,2024-12-18,A3,P10,9,27,0,5,23.8
STO025-000427,2024-12-19,A1,P11,44,28,12,6,26.0
STO025-000428,2024-12-20,A2,P11,26,45,24,6,26.0
STO025-000429,2024-12-21,A3,P11,68,27,0,6,26.0
STO025-000430,2024-12-21,A1,P12,40,16,24,7,28.2
STO025-000431,2024-12-22,A2,P12,2,22,12,7,28.2
STO025-000432,2024-12-23,A3,P12,11,20,24,7,28.2
STO025-000433,2024-12-24,A1,P01,35,16,12,3,4.0
STO025-000434,2024-12-25,A2,P01,45,17,0,3,4.0
