registro_id,fecha,maquina,turno,unidades,defectos,horas,parada_min,vibracion,mantenimiento,fallo_7d,reparacion_coste
IND085-000025,2024-01-06,M1,dia,107,1,6.0,21.5,1.72,0,0,0
IND085-000026,2024-01-07,M2,dia,780,19,3.7,73.0,2.55,0,0,0
IND085-000027,2024-01-07,M3,dia,529,15,5.0,0.9,0.75,0,0,0
IND085-000028,2024-01-07,M4,dia,165,4,7.1,0.1,4.48,0,1,881.49
IND085-000029,2024-01-07,M5,dia,714,23,4.4,8.2,3.49,0,0,0
IND085-000030,2024-01-08,M6,dia,674,25,3.9,16.6,2.67,1,0,0
IND085-000031,2024-01-08,M1,noche,373,3,8.0,18.3,1.81,0,0,0
IND085-000032,2024-01-08,M2,noche,193,4,5.1,3.1,1.15,0,0,0
IND085-000033,2024-01-08,M3,noche,632,17,5.6,0.6,3.09,0,0,0
IND085-000034,2024-01-09,M4,noche,738,24,6.5,23.6,4.9,1,1,1796.71
IND085-000035,2024-01-09,M5,noche,574,11,7.5,1.8,3.33,0,0,0
IND085-000036,2024-01-09,M6,noche,623,15,6.0,14.3,3.49,1,0,0
IND085-000037,2024-01-09,M1,dia,447,5,4.6,25.6,4.17,1,0,0
IND085-000038,2024-01-10,M2,dia,565,11,5.2,10.6,1.59,0,0,0
IND085-000039,2024-01-10,M3,dia,406,4,5.3,26.0,3.07,1,0,0
IND085-000040,2024-01-10,M4,dia,421,14,3.8,38.2,2.93,0,1,2982.72
IND085-000041,2024-01-10,M5,dia,477,13,6.4,9.4,2.43,1,0,0
IND085-000042,2024-01-10,M6,dia,777,22,5.6,7.0,3.27,1,0,0
IND085-000043,2024-01-11,M1,noche,412,5,3.9,3.4,1.48,0,0,0
IND085-000044,2024-01-11,M2,noche,468,12,5.8,15.2,3.57,0,1,295.47
IND085-000045,2024-01-11,M3,noche,192,2,5.2,1.7,2.81,0,0,0
IND085-000046,2024-01-11,M4,noche,144,6,3.4,1.6,4.1,0,1,250.68
IND085-000047,2024-01-12,M5,noche,713,23,7.9,3.2,3.7,0,0,0
IND085-000048,2024-01-12,M6,noche,392,11,6.3,3.8,3.72,1,0,0
IND085-000049,2024-01-12,M1,dia,679,12,3.4,72.9,4.09,1,0,0
IND085-000050,2024-01-12,M2,dia,262,5,7.8,5.7,5.62,0,1,1349.72
IND085-000051,2024-01-13,M3,dia,631,11,5.0,17.1,3.27,0,0,0
IND085-000052,2024-01-13,M4,dia,573,25,6.3,45.6,6.63,0,1,353.5
IND085-000053,2024-01-13,M5,dia,582,18,6.2,22.5,2.33,0,0,0
IND085-000054,2024-01-13,M6,dia,391,12,6.5,17.2,4.03,1,0,0
IND085-000055,2024-01-14,M1,noche,316,8,3.1,11.6,1.21,0,0,0
IND085-000056,2024-01-14,M2,noche,468,11,5.9,29.7,4.96,0,1,266.81
IND085-000057,2024-01-14,M3,noche,284,5,3.7,17.2,3.95,0,0,0
IND085-000058,2024-01-14,M4,noche,624,18,6.8,26.6,4.61,0,0,0
IND085-000059,2024-01-15,M5,noche,590,13,4.2,19.6,3.36,0,0,0
IND085-000060,2024-01-15,M6,noche,712,16,3.7,3.5,4.12,1,0,0
IND085-000061,2024-01-15,M1,dia,397,7,6.5,8.1,1.92,0,0,0
IND085-000062,2024-01-15,M2,dia,473,12,5.2,5.7,4.75,0,1,1717.54
IND085-000063,2024-01-16,M3,dia,711,23,7.8,40.1,3.62,0,0,0
IND085-000064,2024-01-16,M4,dia,331,15,3.3,2.7,4.45,0,0,0
IND085-000065,2024-01-16,M5,dia,655,11,6.5,23.2,3.15,1,0,0
IND085-000066,2024-01-16,M6,dia,181,8,6.5,1.4,3.04,0,0,0
IND085-000067,2024-01-17,M1,noche,199,4,6.7,8.2,0.77,1,0,0
IND085-000068,2024-01-17,M2,noche,431,7,7.2,1.6,2.8,0,1,2577.26
IND085-000069,2024-01-17,M3,noche,104,2,4.8,0.2,3.51,1,0,0
IND085-000070,2024-01-17,M4,noche,789,24,3.6,14.7,5.5,0,0,0
IND085-000071,2024-01-18,M5,noche,143,3,6.6,2.4,3.0,0,0,0
IND085-000072,2024-01-18,M6,noche,300,8,6.6,14.9,3.26,0,0,0
IND085-000073,2024-01-18,M1,dia,222,3,7.1,5.0,3.25,1,0,0
IND085-000074,2024-01-18,M2,dia,92,3,3.1,10.2,1.44,0,0,0
IND085-000075,2024-01-19,M3,dia,792,18,7.9,5.7,3.18,1,0,0
IND085-000076,2024-01-19,M4,dia,418,12,6.2,20.9,3.62,0,0,0
IND085-000077,2024-01-19,M5,dia,547,13,5.8,19.5,3.86,0,0,0
IND085-000078,2024-01-19,M6,dia,182,8,5.2,20.0,5.47,0,0,0
IND085-000079,2024-01-20,M1,noche,758,12,4.5,17.3,2.29,0,0,0
IND085-000080,2024-01-20,M2,noche,431,14,3.4,8.5,4.72,0,0,0
IND085-000081,2024-01-20,M3,noche,311,11,4.7,14.1,2.89,0,0,0
IND085-000082,2024-01-20,M4,noche,731,18,7.7,20.5,3.55,0,0,0
IND085-000083,2024-01-20,M5,noche,264,6,5.7,37.3,4.92,1,0,0
IND085-000084,2024-01-21,M6,noche,714,31,7.6,1.8,,0,0,0
IND085-000085,2024-01-21,M1,dia,751,13,7.1,17.2,1.81,0,0,0
IND085-000086,2024-01-21,M2,dia,595,17,3.5,4.2,2.1,0,0,0
IND085-000087,2024-01-21,M3,dia,687,14,6.6,14.4,3.51,0,0,0
IND085-000088,2024-01-22,M4,dia,520,21,5.4,2.4,3.35,0,0,0
IND085-000089,2024-01-22,M5,dia,168,3,8.0,0.8,2.35,0,0,0
IND085-000090,2024-01-22,M6,dia,469,12,4.2,30.5,2.14,1,0,0
IND085-000091,2024-01-22,M1,noche,743,16,5.8,17.8,3.1,1,0,0
IND085-000092,2024-01-23,M2,noche,294,10,8.0,13.7,2.04,0,1,566.27
IND085-000093,2024-01-23,M3,noche,273,8,4.9,10.7,3.27,0,0,0
IND085-000094,2024-01-23,M4,noche,338,4,5.8,20.9,3.54,1,0,0
IND085-000095,2024-01-23,M5,noche,157,3,5.8,10.5,3.68,1,0,0
IND085-000096,2024-01-24,M6,noche,108,1,7.6,38.8,4.23,0,0,0
IND085-000097,2024-01-24,M1,dia,709,15,5.2,14.9,3.03,0,0,0
IND085-000098,2024-01-24,M2, DIA ,135,5,5.7,9.5,3.85,1,1,1353.06
IND085-000099,2024-01-24,M3,dia,185,5,5.2,5.1,2.68,0,0,0
IND085-000100,2024-01-25,M4,dia,565,19,3.4,88.2,4.05,0,0,0
IND085-000101,2024-01-25,M5,dia,449,11,4.1,26.4,3.47,0,0,0
IND085-000102,2024-01-25,M6,dia,772,28,5.4,25.2,4.22,0,0,0
IND085-000103,2024-01-25,M1,noche,326,4,5.0,1.3,1.52,0,0,0
IND085-000104,2024-01-26,M2,noche,264,4,4.4,85.6,3.61,0,1,2970.13
IND085-000105,2024-01-26,M3,noche,425,7,3.7,3.6,2.55,1,0,0
IND085-000106,2024-01-26,M4,noche,689,22,4.6,35.9,3.83,1,0,0
IND085-000107,2024-01-26,M5,noche,495,19,6.3,16.0,2.35,0,0,0
IND085-000108,2024-01-27,M6,noche,678,23,5.9,5.0,4.33,0,0,0
IND085-000109,2024-01-27,M1,dia,770,12,6.5,22.3,3.37,0,0,0
IND085-000110,2024-01-27,M2,dia,242,4,3.3,1.4,3.68,0,1,373.55
IND085-000111,2024-01-27,M3,dia,616,18,5.0,11.9,3.36,0,0,0
IND085-000112,2024-01-28,M4,dia,752,19,5.6,22.2,2.07,0,0,0
IND085-000113,2024-01-28,M5,dia,306,10,6.2,20.8,3.99,0,0,0
IND085-000114,2024-01-28,M6,dia,246,10,6.1,8.0,4.27,0,0,0
IND085-000115,2024-01-28,M1,noche,146,5,7.2,19.3,2.69,0,0,0
IND085-000116,2024-01-29,M2,noche,572,23,6.5,11.2,2.99,1,0,0
IND085-000117,2024-01-29,M3,noche,637,15,7.4,32.0,1.76,0,0,0
IND085-000118,2024-01-29,M4,noche,396,8,5.9,11.2,4.46,0,0,0
IND085-000119,2024-01-29,M5,noche,390,10,7.8,15.1,4.56,0,1,2275.7
IND085-000120,2024-01-29,M6,noche,347,13,5.8,45.6,3.53,0,0,0
IND085-000121,2024-01-30,M1,dia,575,10,7.5,3.2,1.63,0,0,0
IND085-000122,2024-01-30,M2,dia,606,15,4.4,2.0,4.9,0,0,0
IND085-000123,2024-01-30,M3,dia,458,13,3.8,9.6,4.5,0,0,0
IND085-000124,2024-01-30,M4,dia,280,9,4.9,1.7,3.26,0,0,0
IND085-000125,2024-01-31,M5,dia,360,11,5.8,19.2,3.72,1,1,2679.87
IND085-000126,2024-01-31,M6,dia,729,25,5.0,14.0,4.04,0,0,0
IND085-000127,2024-01-31,M1,noche,576,7,6.1,30.3,2.84,0,0,0
IND085-000128,2024-01-31,M2,noche,349,6,6.2,15.0,3.07,0,0,0
IND085-000129,2024-02-01,M3,noche,270,3,7.7,9.4,2.46,0,0,0
IND085-000130,2024-02-01,M4,noche,307,12,5.5,19.6,3.64,0,0,0
IND085-000131,2024-02-01,M5,noche,511,14,7.9,0.9,5.33,0,1,1168.61
IND085-000132,2024-02-01,M6,noche,672,21,3.7,1.3,4.22,0,0,0
IND085-000133,2024-02-02,M1,dia,734,16,5.9,8.1,3.05,0,0,0
IND085-000134,2024-02-02,M2,dia,386,13,5.3,8.4,3.21,1,0,0
IND085-000135,2024-02-02,M3,dia,548,17,6.0,26.3,4.05,0,0,0
IND085-000136,2024-02-02,M4,dia,209,4,6.7,28.8,1.62,0,0,0
IND085-000137,2024-02-03,M5,dia,185,5,7.9,19.4,3.43,0,1,1133.85
IND085-000138,2024-02-03,M6,dia,264,9,3.8,4.8,0.83,0,0,0
IND085-000139,2024-02-03,M1,noche,198,3,7.2,4.6,3.23,0,0,0
IND085-000140,2024-02-03,M2,noche,796,15,7.8,0.5,3.44,0,0,0
IND085-000141,2024-02-04,M3,noche,363,7,3.7,26.2,3.6,0,0,0
IND085-000142,2024-02-04,M4,noche,308,6,4.5,41.1,5.46,0,0,0
IND085-000143,2024-02-04,M5,noche,621,16,7.9,11.5,5.0,0,1,2597.51
IND085-000144,2024-02-04,M6,noche,215,6,3.3,11.5,4.96,0,1,2095.12
IND085-000145,2024-02-05,M1,dia,555,10,6.0,41.9,2.81,1,0,0
IND085-000146,2024-02-05,M2,dia,424,14,6.4,4.1,3.14,0,0,0
IND085-000147,2024-02-05,M3,dia,786,19,3.0,9.1,3.51,0,0,0
IND085-000148,2024-02-05,M4,dia,275,10,4.6,0.5,4.08,0,0,0
IND085-000149,2024-02-06,M5,dia,725,19,6.8,21.1,1.83,0,0,0
IND085-000150,2024-02-06,M6,dia,276,9,4.6,33.5,4.6,0,1,2666.47
IND085-000151,2024-02-06,M1,noche,563,9,3.4,22.1,3.24,0,0,0
IND085-000152,2024-02-06,M2,noche,322,8,6.5,28.8,4.78,0,0,0
IND085-000153,2024-02-07,M3,noche,307,8,5.4,46.2,2.08,0,0,0
IND085-000154,2024-02-07,M4,noche,262,8,3.2,4.4,0.2,0,0,0
IND085-000155,2024-02-07,M5,noche,527,12,3.7,24.7,4.04,1,0,0
IND085-000156,2024-02-07,M6,noche,212,11,7.8,4.6,3.28,0,1,2535.08
IND085-000157,2024-02-08,M1,dia,164,3,5.8,2.8,3.97,0,0,0
IND085-000158,2024-02-08,M2,dia,169,3,6.6,34.7,2.92,0,0,0
IND085-000159,2024-02-08,M3,dia,468,8,4.6,6.5,2.62,0,0,0
IND085-000160,2024-02-08,M4,dia,243,6,6.3,15.1,1.73,0,0,0
IND085-000161,2024-02-08,M5,dia,470,7,8.0,38.5,2.14,0,0,0
IND085-000162,2024-02-09,M6,dia,757,35,5.8,7.3,5.6,0,1,815.25
IND085-000163,2024-02-09,M1,noche,789,14,4.3,9.4,0.23,0,0,0
IND085-000164,2024-02-09,M2,noche,160,8,3.5,1.6,3.32,0,0,0
IND085-000165,2024-02-09,M3,noche,740,16,7.1,17.1,2.41,0,0,0
IND085-000166,2024-02-10,M4,noche,288,9,4.0,21.5,3.81,0,0,0
IND085-000167,2024-02-10,M5,noche,288,11,6.7,100.7,,0,0,0
IND085-000168,2024-02-10,M6,noche,691,25,7.2,6.0,6.51,0,1,1277.37
IND085-000169,2024-02-10,M1,dia,604,8,5.3,2.5,0.1,0,0,0
IND085-000170,2024-02-11,M2,dia,311,6,5.0,0.1,2.6,0,0,0
IND085-000171,2024-02-11,M3,dia,514,6,6.0,5.0,1.52,1,0,0
IND085-000172,2024-02-11,M4,dia,535,15,5.6,37.1,3.39,0,0,0
IND085-000173,2024-02-11,M5,dia,638,22,5.2,0.1,4.19,1,0,0
IND085-000174,2024-02-12,M6,dia,341,8,5.4,19.1,3.46,0,0,0
IND085-000175,2024-02-12,M1,noche,113,3,5.0,14.1,3.16,0,1,556.75
IND085-000176,2024-02-12,M2,noche,646,17,3.5,29.7,2.89,0,0,0
IND085-000177,2024-02-12,M3,noche,700,15,5.2,39.1,2.23,0,0,0
IND085-000178,2024-02-13,M4,noche,665,16,8.0,2.6,2.97,0,0,0
IND085-000179,2024-02-13,M5,noche,547,12,3.5,18.6,3.16,0,0,0
IND085-000180,2024-02-13,M6,noche,791,30,4.7,18.9,5.39,1,0,0
IND085-000181,2024-02-13,M1,dia,105,4,5.4,73.6,3.05,0,1,2055.52
IND085-000182,2024-02-14,M2,dia,205,4,6.9,25.9,2.6,0,0,0
IND085-000183,2024-02-14,M3,dia,504,11,5.4,50.2,2.05,0,0,0
IND085-000184,2024-02-14,M4,dia,259,10,5.9,78.4,4.04,1,0,0
IND085-000185,2024-02-14,M5,dia,582,13,7.5,16.7,2.86,1,0,0
IND085-000186,2024-02-15,M6,dia,562,20,5.4,7.1,1.51,1,0,0
IND085-000187,2024-02-15,M1,noche,660,15,3.4,29.5,3.45,1,1,1528.11
IND085-000188,2024-02-15,M2,noche,354,10,7.8,42.4,2.52,0,0,0
IND085-000189,2024-02-15,M3,noche,652,24,5.9,4.2,3.87,0,0,0
IND085-000190,2024-02-16,M4,noche,225,8,4.0,3.0,2.92,0,0,0
IND085-000191,2024-02-16,M5,noche,385,8,3.9,8.3,2.35,0,0,0
IND085-000192,2024-02-16,M6,noche,121,3,4.2,9.9,4.95,1,0,0
IND085-000193,2024-02-16,M1,dia,212,3,6.1,17.8,4.08,0,1,1846.48
IND085-000194,2024-02-17,M2,dia,320,10,5.6,28.2,1.25,0,0,0
IND085-000195,2024-02-17,M3, DIA ,568,12,5.7,16.4,4.95,0,0,0
IND085-000196,2024-02-17,M4,dia,406,8,5.0,17.4,3.47,0,0,0
IND085-000197,2024-02-17,M5,dia,240,5,6.8,34.5,5.48,0,0,0
IND085-000198,2024-02-18,M6,dia,122,4,4.2,76.2,2.32,1,0,0
IND085-000199,2024-02-18,M1,noche,429,4,6.7,20.7,3.43,0,0,0
IND085-000200,2024-02-18,M2,noche,190,2,7.0,7.9,3.07,0,0,0
IND085-000201,2024-02-18,M3,noche,159,0,6.0,0.5,2.87,0,0,0
IND085-000202,2024-02-18,M4,noche,434,14,3.8,16.2,1.97,1,0,0
IND085-000203,2024-02-19,M5,noche,364,7,4.9,7.2,4.71,0,0,0
IND085-000204,2024-02-19,M6,noche,143,7,8.0,24.7,3.87,1,0,0
IND085-000205,2024-02-19,M1,dia,107,3,7.5,13.2,1.87,0,0,0
IND085-000206,2024-02-19,M2,dia,619,10,6.8,77.4,3.66,0,0,0
IND085-000207,2024-02-20,M3,dia,448,8,7.6,16.5,4.1,0,0,0
IND085-000208,2024-02-20,M4,dia,402,13,5.7,10.7,1.49,0,0,0
IND085-000209,2024-02-20,M5,dia,172,1,5.5,3.3,5.14,0,0,0
IND085-000210,2024-02-20,M6,dia,598,18,3.0,9.0,4.19,0,0,0
IND085-000211,2024-02-21,M1,noche,675,8,4.1,14.7,2.02,0,0,0
IND085-000212,2024-02-21,M2,noche,704,15,6.7,12.7,"4,46",0,0,0
IND085-000213,2024-02-21,M3,noche,242,6,3.6,8.8,2.29,0,0,0
IND085-000214,2024-02-21,M4,noche,528,7,6.4,91.4,2.73,0,0,0
IND085-000215,2024-02-22,M5,noche,534,14,5.7,14.4,3.72,0,0,0
IND085-000216,2024-02-22,M6,noche,294,8,7.2,5.7,3.16,1,0,0
IND085-000217,2024-02-22,M1,dia,206,3,6.1,5.5,4.18,0,0,0
IND085-000218,2024-02-22,M2,dia,458,17,5.1,26.3,1.61,1,0,0
IND085-000219,2024-02-23,M3,dia,705,11,6.6,37.0,1.97,0,0,0
IND085-000220,2024-02-23,M4,dia,584,20,4.2,2.3,4.99,0,1,2369.63
IND085-000221,2024-02-23,M5,dia,211,7,3.8,43.4,3.8,0,0,0
IND085-000222,2024-02-23,M6,dia,615,26,3.5,29.4,1.73,1,0,0
IND085-000223,2024-02-24,M1,noche,695,11,3.5,5.8,1.22,0,0,0
IND085-000224,2024-02-24,M2,noche,262,5,3.7,3.7,2.57,0,0,0
IND085-000225,2024-02-24,M3,noche,238,6,7.5,18.8,0.9,0,0,0
IND085-000226,2024-02-24,M4,noche,573,13,4.5,12.5,3.14,0,1,1427.54
IND085-000227,2024-02-25,M5,noche,518,20,6.2,11.6,4.54,0,0,0
IND085-000228,2024-02-25,M6,noche,90,3,4.5,5.6,0.62,1,0,0
IND085-000229,2024-02-25,M1,dia,420,4,4.9,14.7,2.67,0,0,0
IND085-000230,2024-02-25,M2,dia,267,10,3.1,5.0,4.21,0,0,0
IND085-000231,2024-02-26,M3,dia,197,4,4.6,34.3,2.29,0,0,0
IND085-000232,2024-02-26,M4,dia,268,11,7.4,34.4,4.71,0,1,2704.08
IND085-000233,2024-02-26,M5,dia,764,20,7.7,1.2,2.48,0,0,0
IND085-000234,2024-02-26,M6,dia,710,23,7.8,7.8,2.81,0,0,0
IND085-000235,2024-02-27,M1,noche,333,4,4.3,8.0,3.86,0,0,0
IND085-000236,2024-02-27,M2,noche,571,10,5.2,0.4,1.65,0,0,0
IND085-000237,2024-02-27,M3,noche,342,6,8.0,1.0,3.07,0,0,0
IND085-000238,2024-02-27,M4,noche,729,26,4.0,2.3,4.93,0,1,862.46
IND085-000239,2024-02-27,M5,noche,650,23,3.3,9.1,3.9,0,0,0
IND085-000240,2024-02-28,M6,noche,503,15,7.9,4.0,5.34,0,0,0
IND085-000241,2024-02-28,M1,dia,178,3,5.8,11.0,2.13,0,0,0
IND085-000242,2024-02-28,M2,dia,619,12,6.8,14.9,5.5,0,0,0
IND085-000243,2024-02-28,M3,dia,788,18,6.0,16.9,2.75,0,0,0
IND085-000244,2024-02-29,M4,dia,532,12,4.2,13.8,3.91,0,0,0
IND085-000245,2024-02-29,M5,dia,237,9,4.0,15.8,3.69,0,0,0
IND085-000246,2024-02-29,M6,dia,422,21,6.1,19.4,3.51,0,0,0
IND085-000247,2024-02-29,M1,noche,659,13,6.3,20.9,3.06,0,0,0
IND085-000248,2024-03-01,M2,noche,551,17,3.1,22.3,3.92,1,0,0
IND085-000249,2024-03-01,M3,noche,743,22,6.3,11.5,3.53,0,0,0
IND085-000250,2024-03-01,M4,noche,298,9,7.7,10.6,,0,0,0
IND085-000251,2024-03-01,M5,noche,189,6,5.1,7.6,3.02,0,0,0
IND085-000252,2024-03-02,M6,noche,241,15,6.7,24.1,3.73,0,0,0
IND085-000253,2024-03-02,M1,dia,547,7,5.9,0.8,2.78,0,0,0
IND085-000254,2024-03-02,M2,dia,645,23,3.0,19.4,3.4,0,0,0
IND085-000255,2024-03-02,M3,dia,520,10,3.8,23.3,1.51,0,0,0
IND085-000256,2024-03-03,M4,dia,797,26,6.8,14.7,2.91,0,0,0
IND085-000257,2024-03-03,M5,dia,607,20,5.3,100.8,5.01,0,0,0
IND085-000258,2024-03-03,M6,dia,570,20,5.4,16.4,4.44,0,0,0
IND085-000259,2024-03-03,M1,noche,218,3,4.8,2.7,3.33,1,0,0
IND085-000260,2024-03-04,M2,noche,558,15,5.8,8.8,1.88,0,0,0
IND085-000261,2024-03-04,M3,noche,314,8,3.4,32.9,3.73,0,0,0
IND085-000262,2024-03-04,M4,noche,159,3,3.0,1.8,2.61,0,0,0
IND085-000263,2024-03-04,M5,noche,227,4,4.9,2.8,2.58,1,0,0
IND085-000264,2024-03-05,M6,noche,199,8,6.6,44.5,1.69,1,0,0
IND085-000265,2024-03-05,M1,dia,774,12,5.1,40.1,3.48,0,0,0
IND085-000266,2024-03-05,M2,dia,639,12,7.9,16.3,2.71,0,0,0
IND085-000267,2024-03-05,M3,dia,295,4,5.5,30.0,3.2,0,0,0
IND085-000268,2024-03-06,M4,dia,430,15,7.0,5.1,2.03,0,0,0
IND085-000269,2024-03-06,M5,dia,239,6,7.2,4.1,1.94,1,0,0
IND085-000270,2024-03-06,M6,dia,417,17,6.0,12.8,3.27,0,0,0
IND085-000271,2024-03-06,M1,noche,437,6,5.4,23.0,0.1,1,0,0
IND085-000272,2024-03-07,M2,noche,212,7,6.8,20.0,4.26,0,0,0
IND085-000273,2024-03-07,M3,noche,415,9,6.6,5.3,4.02,0,0,0
IND085-000274,2024-03-07,M4,noche,684,11,7.0,10.5,4.22,1,0,0
IND085-000275,2024-03-07,M5,noche,330,9,7.4,15.9,2.0,1,0,0
IND085-000276,2024-03-08,M6,noche,120,5,6.5,7.1,4.56,0,0,0
IND085-000277,2024-03-08,M1,dia,529,5,5.2,14.2,2.72,0,0,0
IND085-000278,2024-03-08,M2,dia,560,15,4.9,7.9,1.89,0,0,0
IND085-000279,2024-03-08,M3,dia,797,22,7.0,8.6,3.21,0,0,0
IND085-000280,2024-03-08,M4,dia,569,14,5.6,21.8,2.86,0,0,0
IND085-000281,2024-03-09,M5,dia,348,14,4.5,16.5,2.55,0,0,0
IND085-000282,2024-03-09,M6,dia,631,22,3.8,19.1,2.71,0,0,0
IND085-000283,2024-03-09,M1,noche,397,4,5.8,3.1,0.69,0,0,0
IND085-000284,2024-03-09,M2,noche,92,2,5.9,20.0,2.35,1,0,0
IND085-000285,2024-03-10,M3,noche,766,23,4.6,14.7,2.83,0,0,0
IND085-000286,2024-03-10,M4,noche,119,3,7.7,6.1,3.38,1,0,0
IND085-000287,2024-03-10,M5,noche,197,5,3.8,0.9,3.82,0,0,0
IND085-000288,2024-03-10,M6,noche,763,30,3.8,20.2,3.25,0,0,0
IND085-000289,2024-03-11,M1,dia,397,6,7.2,4.9,2.02,0,0,0
IND085-000290,2024-03-11,M2,dia,672,19,4.0,3.7,4.04,0,0,0
IND085-000291,2024-03-11,M3,dia,625,7,4.0,4.9,2.12,0,0,0
IND085-000292,2024-03-11,M4, DIA ,329,11,7.8,0.3,3.44,0,0,0
IND085-000293,2024-03-12,M5,dia,187,5,3.1,24.8,3.14,0,0,0
IND085-000294,2024-03-12,M6,dia,200,12,6.7,3.9,3.16,0,0,0
IND085-000295,2024-03-12,M1,noche,368,7,6.0,8.2,2.58,0,0,0
IND085-000296,2024-03-12,M2,noche,706,16,4.5,13.0,3.06,0,0,0
IND085-000297,2024-03-13,M3,noche,205,2,3.2,9.4,4.8,0,0,0
IND085-000298,2024-03-13,M4,noche,363,13,4.8,3.8,3.43,0,0,0
IND085-000299,2024-03-13,M5,noche,730,20,6.8,20.1,3.54,0,0,0
IND085-000300,2024-03-13,M6,noche,650,20,6.7,24.4,5.43,0,0,0
IND085-000301,2024-03-14,M1,dia,454,4,5.3,27.5,2.08,0,0,0
IND085-000302,2024-03-14,M2,dia,432,9,3.8,0.4,3.03,0,0,0
IND085-000303,2024-03-14,M3,dia,720,12,6.8,39.7,2.92,0,0,0
IND085-000304,2024-03-14,M4,dia,707,21,7.8,1.5,2.96,0,0,0
IND085-000305,2024-03-15,M5,dia,766,18,7.9,60.9,4.96,1,0,0
IND085-000306,2024-03-15,M6,dia,404,14,5.9,3.3,3.47,0,0,0
IND085-000307,2024-03-15,M1,noche,406,6,5.1,40.5,1.59,0,0,0
IND085-000308,2024-03-15,M2,noche,699,13,3.7,10.2,3.0,1,0,0
IND085-000309,2024-03-16,M3,noche,606,23,4.8,10.5,2.89,0,0,0
IND085-000310,2024-03-16,M4,noche,513,17,6.9,26.0,1.56,0,0,0
IND085-000311,2024-03-16,M5,noche,448,7,7.1,51.0,4.96,0,0,0
IND085-000312,2024-03-16,M6,noche,357,17,4.9,9.7,3.8,0,0,0
IND085-000313,2024-03-17,M1,dia,502,9,6.2,17.9,0.1,0,0,0
IND085-000314,2024-03-17,M2,dia,751,18,6.9,32.6,3.63,1,0,0
IND085-000315,2024-03-17,M3,dia,513,9,3.6,13.8,3.58,0,0,0
IND085-000316,2024-03-17,M4,dia,568,16,5.1,22.3,3.46,0,0,0
IND085-000317,2024-03-17,M5,dia,501,18,5.9,1.8,2.96,0,0,0
IND085-000318,2024-03-18,M6,dia,796,32,6.8,13.9,3.59,0,0,0
IND085-000319,2024-03-18,M1,noche,135,3,7.7,12.2,1.64,0,0,0
IND085-000320,2024-03-18,M2,noche,798,16,7.1,9.5,2.12,0,0,0
IND085-000321,2024-03-18,M3,noche,582,15,5.3,2.9,2.87,0,0,0
IND085-000322,2024-03-19,M4,noche,212,9,5.1,30.0,3.32,0,0,0
IND085-000323,2024-03-19,M5,noche,208,8,7.0,12.0,5.29,0,1,1029.95
IND085-000324,2024-03-19,M6,noche,440,16,3.7,8.3,3.96,1,0,0
IND085-000325,2024-03-19,M1,dia,438,5,6.7,37.1,2.54,1,0,0
IND085-000326,2024-03-20,M2,dia,136,3,5.1,28.2,2.7,0,0,0
IND085-000327,2024-03-20,M3,dia,497,10,7.1,38.0,1.96,0,0,0
IND085-000328,2024-03-20,M4,dia,400,14,5.5,9.0,3.06,0,0,0
