registro_id,fecha,sucursal,genero,dias_prestamo,renovacion,devuelto
BIB016-000069,2024-01-12,S3,novela,719,0,0
BIB016-000070,2024-01-13,S1,novela,2,0,1
BIB016-000071,2024-01-13,S2,ensayo,718,0,0
BIB016-000072,2024-01-13,S3,infantil,,1,1
BIB016-000073,2024-01-13,S1,novela,23,1,1
BIB016-000074,2024-01-13,S2,ensayo,17,0,1
BIB016-000075,2024-01-13,S3,ensayo,29,1,1
BIB016-000076,2024-01-14,S1,infantil,23,0,1
BIB016-000077,2024-01-14,S2,novela,3,0,1
BIB016-000078,2024-01-14,S3,ensayo,717,0,0
BIB016-000079,2024-01-14,S1,infantil,2,0,1
BIB016-000080,2024-01-14,S2,ensayo,717,0,0
BIB016-000081,2024-01-15,S3,ensayo,15,0,1
BIB016-000082,2024-01-15,S1,novela,3,0,1
BIB016-000083,2024-01-15,S2,ensayo,13,0,1
BIB016-000084,2024-01-15,S3,ensayo,21,0,1
BIB016-000085,2024-01-15,S1,ensayo,33,1,1
BIB016-000086,2024-01-15,S2,novela,716,1,0
BIB016-000087,2024-01-16,S3,novela,25,0,1
BIB016-000088,2024-01-16,S1,novela,23,0,1
BIB016-000089,2024-01-16,S2,novela,22,0,1
BIB016-000090,2024-01-16,S3,novela,5,0,1
BIB016-000091,2024-01-16,S1,infantil,13,0,1
BIB016-000092,2024-01-16,S2,ensayo,3,0,1
BIB016-000093,2024-01-17,S3,ensayo,5,0,1
BIB016-000094,2024-01-17,S1,novela,3,0,1
BIB016-000095,2024-01-17,S2,infantil,18,0,1
BIB016-000096,2024-01-17,S3,novela,17,0,1
BIB016-000097,2024-01-17,S1,novela,5,0,1
BIB016-000098,2024-01-17,S2, INFANTIL ,36,1,1
BIB016-000099,2024-01-18,S3,novela,22,0,1
BIB016-000100,2024-01-18,S1,ensayo,5,0,1
BIB016-000101,2024-01-18,S2,infantil,22,1,1
BIB016-000102,2024-01-18,S3,infantil,7,0,1
BIB016-000103,2024-01-18,S1,infantil,19,1,1
BIB016-000104,2024-01-19,S2,infantil,17,0,1
BIB016-000105,2024-01-19,S3,ensayo,712,0,0
BIB016-000106,2024-01-19,S1,novela,9,0,1
BIB016-000107,2024-01-19,S2,ensayo,24,0,1
BIB016-000108,2024-01-19,S3,infantil,13,0,1
BIB016-000109,2024-01-19,S1,novela,5,0,1
BIB016-000110,2024-01-20,S2,ensayo,25,0,1
BIB016-000111,2024-01-20,S3,ensayo,6,0,1
BIB016-000112,2024-01-20,S1,novela,15,0,1
BIB016-000113,2024-01-20,S2,ensayo,711,0,0
BIB016-000114,2024-01-20,S3,ensayo,37,1,1
BIB016-000115,2024-01-20,S1,ensayo,6,0,1
BIB016-000116,2024-01-21,S2,novela,25,0,1
BIB016-000117,2024-01-21,S3,ensayo,30,1,1
BIB016-000118,2024-01-21,S1,novela,18,1,1
BIB016-000119,2024-01-21,S2,infantil,13,0,1
BIB016-000120,2024-01-21,S3,ensayo,16,0,1
BIB016-000051,2024-01-09,S3,ensayo,3,0,1
