registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE010-000031,2024-01-11,B1,19.5,27,87.21,600,0.62
ENE010-000032,2024-01-11,B2,20.6,61,178.79,1200,0.62
ENE010-000033,2024-01-11,B3,18.9,97,295.67,1800,0.62
ENE010-000034,2024-01-12,B1,20.7,35,96.26,600,0.62
ENE010-000035,2024-01-12,B2,21.3,65,207.79,1200,0.62
ENE010-000036,2024-01-12,B3,21.5,111,333.16,1800,0.62
ENE010-000037,2024-01-13,B1,21.4,8,80.1,600,0.62
ENE010-000038,2024-01-13,B2,23.9,11,168.45,1200,0.62
ENE010-000039,2024-01-13,B3,20.9,20,183.58,1800,0.62
ENE010-000040,2024-01-14,B1,22.4,13,82.12,600,0.62
ENE010-000041,2024-01-14,B2,22.9,17,157.83,1200,0.62
ENE010-000042,2024-01-14,B3,21.4,22,208.98,1800,0.62
ENE010-000043,2024-01-15,B1,19.0,50,125.57,600,0.62
ENE010-000044,2024-01-15,B2,20.1,64,201.11,1200,0.62
ENE010-000045,2024-01-15,B3,19.9,112,314.15,1800,0.62
ENE010-000046,2024-01-16,B1,20.3,40,108.44,600,0.62
ENE010-000047,2024-01-16,B2,22.0,83,241.3,1200,0.62
ENE010-000048,2024-01-16,B3,20.7,106,306.85,1800,0.62
ENE010-000049,2024-01-17,B1,17.3,39,111.13,600,0.62
ENE010-000050,2024-01-17,B2,19.7,67,190.9,1200,0.62
ENE010-000051,2024-01-17,B3,21.3,115,340.7,1800,0.62
ENE010-000052,2024-01-18,B1,21.1,30,105.66,600,0.62
ENE010-000053,2024-01-18,B2,24.4,65,274.58,1200,0.62
ENE010-000054,2024-01-18,B3,20.3,103,302.65,1800,0.62
ENE010-000055,2024-01-19,B1,20.3,43,104.66,600,0.62
ENE010-000056,2024-01-19,B2,23.5,95,305.83,1200,0.62
ENE010-000057,2024-01-19,B3,23.1,93,353.08,1800,0.62
ENE010-000058,2024-01-20,B1,20.8,8,71.24,600,0.62
ENE010-000059,2024-01-20,B2,24.6,17,188.72,1200,0.62
ENE010-000060,2024-01-20,B3,22.8,20,235.53,1800,0.62
ENE010-000061,2024-01-21,B1,20.5,10,59.77,600,0.62
ENE010-000062,2024-01-21,B2,22.9,18,153.01,1200,0.62
ENE010-000063,2024-01-21,B3,22.7,19,208.12,1800,0.62
ENE010-000064,2024-01-22,B1,24.2,48,162.99,600,0.62
ENE010-000065,2024-01-22,B2,21.3,90,245.5,1200,0.62
ENE010-000066,2024-01-22,B3,22.6,109,356.36,1800,0.62
ENE010-000067,2024-01-23,B1,19.7,82,165.8,600,0.62
ENE010-000068,2024-01-23,B2,23.7,60,244.09,1200,0.62
ENE010-000069,2024-01-23,B3,23.5,77,338.13,1800,0.62
ENE010-000070,2024-01-24,B1,23.2,65,155.9,600,0.62
ENE010-000071,2024-01-24,B2,20.4,75,216.38,1200,0.62
ENE010-000072,2024-01-24,B3,22.4,97,,1800,0.62
ENE010-000073,2024-01-25,B1,20.8,59,143.29,600,0.62
ENE010-000074,2024-01-25,B2,20.8,82,233.03,1200,0.62
ENE010-000075,2024-01-25,B3,22.6,108,351.37,1800,0.62
ENE010-000076,2024-01-26,B1,24.6,39,133.7,600,0.62
ENE010-000077,2024-01-26,B2,23.1,56,217.31,1200,0.62
ENE010-000078,2024-01-26,B3,21.3,101,301.58,1800,0.62
ENE010-000079,2024-01-27,B1,24.2,7,96.8,600,0.62
ENE010-000080,2024-01-27,B2,23.8,14,180.72,1200,0.62
ENE010-000081,2024-01-27,B3,23.9,23,282.45,1800,0.62
ENE010-000082,2024-01-28,B1,21.4,9,60.03,600,0.62
ENE010-000083,2024-01-28,B2,20.4,17,141.1,1200,0.62
ENE010-000084,2024-01-28,B3,23.2,23,249.56,1800,0.62
